paces manners 60 pages written 136
people exposed 928 people faithful 65
people falsely 70 people familiar 58
people flooded 51 people following 272
people friends 386 people gathered 127
people granted 184 people helpful 85
people hitherto 168 people hostile 55
people ignored 83 people induced 125
people injured 488 people invited 1009
people kindest 131 people knocked 74
people labeled 73 people largely 105
people listening 254 people loudest 45
people married 465 people members 488
people obliged 92 people observing 44
people occupying 50 people offered 96
people opposed 255 people ordered 95
people outside 188 people overrun 40
people preparing 43 people present 1539
people quietly 40 people receiving 122
people reduced 226 people refused 168
people released 340 people removed 225
people rescued 136 people rounded 101
people seduced 116 people settled 191
people socially 40 people starved 71
people stirred 57 people stopped 74
people strolling 49 people subdued 47
people subject 128 people suffering 165
people tempted 70 people together 173
people totally 67 people touched 202
people trained 998 people trapped 157
people traveling 57 people unwilling 43
people victims 290 people visited 43
people wounded 278 people wrecked 64
people written 53 people forward 177
people together 608 people because 211
people estates 84 people attacks 211
people opinions 90 people arrived 434
people emerged 236 people entered 148
people escaped 76 people started 62
people together 59 people contact 69
people control 67 people everything 1414
people friends 51 people default 42
people belonged 42 people enjoyed 51
people contact 67 people spirits 47
people limited 108 people occasion 58
people similar 72 people trouble 49
people believe 92 people profess 46
people stories 54 people prayers 42
people language 234 people language 55
people systems 54 people product 85
people glasses 45 people follies 44
people players 45 peril extends 65
peril escaped 192 period complex 199
period reliable 43 period forever 83
period capital 59 period defined 56
period studied 131 period reduced 93
period brought 109 period written 61
period british 44 period country 251
period european 60 period studied 60
period elapsed 106 period several 65
period distant 42 phase forever 103
phase studied 69 phase because 101
piece happens 42 piece charged 89
piece written 68 piece towards 77
piety devotion 81 pigeon starved 87
pills obliged 74 pines planted 52
pitch defiled 73 place purpose 117
place friends 86 place happens 245
place bottles 109 place pleasant 71
place reliance 131 place purpose 40
place purpose 73 place purpose 62
place outside 50 place studies 44
place elusive 91 place purpose 92
place because 41 place terrors 77
place checked 121 place painted 45
place touched 93 place visited 56
place touched 71 place visited 70
place persons 95 place marches 46
place brought 46 place visited 40
place vacated 58 place pointed 112
place vacated 45 place visited 72
place belonged 47 place visited 44
place brought 40 place visited 164
place religion 59 place masters 130
place masters 48 place luncheon 61
place brought 85 place ordered 40
place visited 41 place certain 48
place pleasant 41 place crowded 57
place troubling 61 place tyrants 81
place against 58 place fortify 51
placing passions 44 plain settled 43
plain ruffles 44 plain classes 101
plain produce 44 plain crossed 55
plain friends 54 plane arrived 48
plans fruition 53 plans together 71
plans carried 94 plans realized 49
plans adopted 133 plans arranged 82
plans devised 105 plans together 209
plant according 460 plant because 40
plant exposed 85 plant operating 137
plant watered 40 plant service 103
plant exposed 41 plate article 76
plate exposed 69 plate covered 43
plate exposed 112 plate engraved 48
plate applied 48 playing against 47
playing against 49 playing against 386
playing buttons 52 playing against 69
plays written 40 plays printed 107
plays written 317 plays written 45
plays schemes 59 pleading strongly 45
please majesty 321 please gracious 61
please desires 46 please chamber 47
pleasing remarks 42 pleasing allowed 45
plots hatched 40 pluck fragile 40
poetry oratory 178 poetry aliened 58
poetry written 66 poetry subject 41
poetry written 201 poetry written 572
poetry written 338 poetry stinted 101
point happens 58 point germans 125
point overseas 40 point settled 86
point decided 51 point settled 77
point brought 87 point covered 47
point decided 337 point finally 51
point grasped 43 point noticed 63
point settled 211 point studied 135
point touched 80 point settled 73
point revenue 131 point natural 83
point features 45 point features 125
point passage 107 point peaceful 141
point ancient 92 point britain 440
point because 909 point aspects 146
point factors 220 point members 98
point parents 58 point persons 213
point studies 310 point teachers 61
point writers 103 point research 101
point research 132 point studies 384
point teachers 47 point radical 99
point remains 90 point research 51
point certain 41 point factors 360
point studies 122 point aspects 124
point members 143 point parents 91
point research 48 point studies 154
point writers 140 point behavior 255
point effects 42 point efforts 111
point factors 51 point measures 176
point studies 145 point systems 56
point country 232 point decision 98
point position 106 point program 43
point religion 129 point research 150
point results 806 point studies 47
point appeared 42 point existed 156
point remains 143 point animals 111
point criteria 143 point devices 119
point effects 132 point efforts 95
point factors 254 point features 163
point figures 687 point measures 188
point numbers 153 point reactions 40
point remarks 140 point reports 81
point results 1044 point schools 45
point stories 110 point studies 406
point systems 94 point writers 42
point follows 41 point happens 50
point matters 46 point brought 61
point brought 211 point debated 78
point ignored 78 point largely 72
point noticed 69 point strongly 183
point touched 78 point because 42
point noticed 70 pokes spiders 48
poles dragged 94 porch crossed 42
porch propped 56 posts erected 72
pouring chapter 48 power suffering 46
power purpose 55 power accused 100
power sublime 51 power fortune 51
power according 149 power purpose 202
power granted 103 power applied 45
power crossed 60 power granted 163
power invoked 58 power limited 44
power matched 47 power revoked 95
power wielded 136 power applied 40
power weakened 53 power citizen 56
power country 407 power european 115
power subject 113 power enjoyed 68
power wielded 42 power brought 54
power granted 118 power usurped 51
power wielded 113 power wrested 105
power existed 86 power belonged 66
power brought 60 power claimed 52
power defined 77 power granted 174
power released 57 power appeared 277
power existed 262 power enjoyed 59
power blasted 53 praying towards 49
prays forgive 73 prays protect 41
press matters 41 press freedom 104
press details 100 press details 118
price happens 88 price damaged 63
price lowered 129 price reduced 49
price country 41 price offered 58
price offered 66 price because 95
pride wounded 45 pride weakness 50
print granted 64 prism inwards 53
prize awarded 62 prize carried 73
prize awarded 41 prize awarded 67
prize offered 124 probing together 46
proof adduced 52 proof offered 60
proof adduced 121 proof brought 102
proof offered 190 proof returns 43
proof offered 73 proof herself 93
proof existed 85 proof capable 100
proof correct 81 proof derived 42
proof married 109 proof members 56
proof present 90 proof written 179
proof arrived 42 proof editions 89
prose written 49 proud desires 140
prove parents 50 prove existed 41
prove existed 47 prove british 50
prove capable 399 prove correct 50
prove derived 70 prove equally 42
prove erected 57 prove freemen 103
prove genuine 120 prove injured 74
prove legally 93 prove married 63
prove masters 47 prove members 65
prove operating 47 prove present 164
prove sincere 71 prove superior 182
prove unaware 67 prove victims 62
prove written 279 prove receive 82
prove succeed 84 prove entered 68
proving capable 62 punch liberal 62
pupil justice 42 pupil trained 65
puppy between 63 puppy between 94
purer exalted 83 purer objects 66
pushing against 43 pushing against 105
putting against 48 putting between 47
putting towards 83 putting together 42
