pacify the clerk but the 41
passed so close that he 134
passed so close that it 93
passed so close that the 274
passed so close that we 78
passed the banking act of 227
passed the basic law on 71
passed the dawes act in 63
passed the eighth day of 57
passed the evening and the 139
passed the evening with me 316
passed the evening with my 65
passed the evening with the 533
passed the evening with us 686
passed the exams for the 86
passed the ferry with me 88
passed the first act in 47
passed the first act of 161
passed the first act to 62
passed the first and the 170
passed the first day at 52
passed the first day in 103
passed the first day of 640
passed the first law in 341
passed the first law of 70
passed the first law on 94
passed the first law to 172
passed the first row of 104
passed the first set of 118
passed the first two or 64
passed the first year in 246
passed the first year of 635
passed the fourth day of 126
passed the hatch act in 78
passed the house and in 45
passed the house and is 332
passed the house and on 53
passed the house and the 680
passed the house for the 145
passed the house with an 62
passed the house with no 67
passed the house with the 390
passed the housing act of 257
passed the jones act in 57
passed the legal age of 55
passed the lower end of 148
passed the morning and the 49
passed the morning with me 45
passed the night and the 335
passed the night lying on 107
passed the night near the 287
passed the night out of 146
passed the night with me 161
passed the night with my 159
passed the night with no 40
passed the night with the 654
passed the night with us 434
passed the order for the 160
passed the rhine and the 187
passed the river than the 51
passed the river that is 54
passed the river with the 284
passed the setting sun or 65
passed the setting sun the 86
passed the stamp act by 45
passed the stamp act in 365
passed the stamp act of 90
passed the stamp act to 67
passed the sugar act in 88
passed the sugar act of 141
passed the table with the 56
passed the tests and the 43
passed the tests for the 65
passed the trade act of 97
passed the trading with the 111
passed the upper end of 138
passed the usual age of 95
passed the white bear in 42
passed the whole day at 327
passed the whole day in 1474
passed the whole day of 45
passed the whole day on 210
passed the woman with the 41
passed to allow for the 191
passed to allow him to 143
passed to allow them to 54
passed to carry out the 305
passed to mabel and to 57
passes in front and the 111
passes in music out of 101
passes in which one or 83
passes in which they do 110
passes in which you do 229
passes the lower end of 66
passes the print job to 57
passes the upper end of 44
passes the whole day in 135
passes to allow them to 153
passion by which all the 74
passion he feels for the 45
passion of either fear or 166
passion of every man to 53
passion of jesus and the 216
passion of which man is 66
passion of which she is 109
passion so strong and so 44
passion so strong that it 151
passion so strong that the 47
passion to which she is 52
pastor of which was the 68
patent in trust for the 72
patent is filed with the 113
patent is taken out in 54
patent to every man of 196
patrol in world war ii 49
patrol the coast and to 45
patrol the river and to 41
patrol to check out the 51
patrol to search for the 45
patron of burns and the 64
patron of every man of 134
patron of learning and an 58
patron of learning and of 363
patron of learning and the 1264
patron of music and the 274
patron of oates and the 104
patron of poetry and the 164
patron to point out the 50
patted the older man on 44
paused to allow for the 47
paused to allow her to 115
paused to allow him to 82
paused to allow them to 70
paused to allow this to 85
paused to check out the 83
paused to drink his tea 45
paused to light one of 91
paused to point out the 137
paused to point out to 133
paused to search for the 226
paused to stare out the 83
paused to watch one of 60
pauses of sense and of 76
pauses to allow you to 194
pauses to point out the 102
payers of wages and the 169
peasant by deeds that we 47
peasant or indian with the 133
pedlar no longer saw the 55
peeled the label off the 57
peeled the paint off the 89
peeled the paper off the 120
pelvis is fixed and the 54
pelvis is large and the 80
pelvis is small and the 56
pelvis is wider than the 43
pencil in order not to 46
pencil of light are as 55
pencil of light can be 61
pencil of light may be 73
pencil or brush with no 73
pencil to spell out the 49
pension in order that he 63
pension to which she is 59
peopled the place with an 117
peopled the place with the 90
peopled the world with so 57
peopled the world with the 97
peoples in world war ii 50
peoples of china and of 94
peoples of china and the 799
peoples of color and the 68
peoples of egypt and the 207
peoples of ethiopia and the 43
peoples of ghana and the 60
peoples of italy and of 51
peoples of italy and the 99
peoples of japan and the 285
peoples of luzon and the 54
peoples of russia and of 82
peoples of russia and the 390
peoples of spain and the 59
peoples of which are the 45
peoples to carry out the 46
peoples to shake off the 62
pepper to taste add the 94
pepper to taste and the 520
pepper to taste bring the 144
pepper to taste cut the 410
pepper to taste for the 749
pepper to taste fry the 74
pepper to taste heat the 1338
pepper to taste mix the 172
pepper to taste put the 365
pepper to taste this is 56
perils by water than the 55
perils by which she is 57
perils of working out of 60
perils to which she is 65
periods in order for the 47
periods in order that the 123
periods in which all the 82
periods in which both the 46
periods in which each of 90
periods in which one of 68
periods in which one or 177
periods in which she is 93
periods in which they do 57
periods of civil war or 66
periods of growth and in 85
periods of growth and of 97
periods of growth and the 110
periods of growth for the 68
periods of growth may be 51
periods of sleep and of 63
periods of study and of 49
periods of study and the 46
periods of study may be 60
periods of waiting for the 188
periods of world war ii 252
periods to allow for the 75
periods to which each of 53
perish in order that it 52
perish in order that the 250
perish of hunger and of 40
perish the roses and the 70
permit in order that the 95
permit is filed with the 53
permit is valid for the 77
permit no doubt that the 63
permit of anything but the 52
permit or allow any of 43
permit the black man to 102
permit the claim that the 46
permit the cutting out of 52
permit the heated air to 67
permit the human being to 54
permit the joint use of 139
permit the lower end of 49
permit the notion that he 137
permit the outer end of 44
permit the phasing out of 47
permit the state bar to 49
permit the white man to 113
permit the white men to 53
permit the wider use of 63
permit the working out of 198
permit to allow him to 151
permit to allow them to 162
permit to carry out the 124
permit to trade with the 164
person an order for the 50
person as agent for the 175
person be twice put in 150
person by cutting off the 54
person by forcing him to 40
person by putting him in 49
person by whose act or 350
person by whose act the 62
person he could bear to 57
person he could not be 51
person he knows who is 46
person he meets and to 77
person he never did an 150
person he thinks she is 42
person he turns out to 71
person he wants you to 504
person he would not be 72
person in court that an 43
person in danger can be 43
person in every area of 40
person in every one of 78
person in every six in 49
person in every six is 51
person in every ten in 70
person in every ten is 62
person in front and the 61
person in keeping with the 50
person in league with the 102
person in order for the 192
person in order not to 203
person in order that he 372
person in order that it 97
person in order that the 298
person in order that we 44
person in paris but my 47
person in selling all or 161
person in sight was an 101
person in sight was the 142
person in touch with the 452
person in trust for it 62
person in trust for me 199
person in trust for or 195
person in trust for the 1012
person in writing that the 80
person is asked for the 52
person is asked how he 107
person is asked why he 128
person is aware that he 399
person is aware that it 53
person is aware that the 354
person is cared for at 51
person is cared for by 64
person is cared for in 97
person is either dead or 71
person is either one or 74
person is faced with an 280
person is faced with the 783
person is feeling and to 47
person is found dead in 105
person is found not to 117
person is found who is 89
person is getting out of 57
person is given his or 49
person is happy with the 66
person is hired for the 60
person is learning how to 86
person is liable for an 149
person is liable for the 1229
person is looking for an 56
person is looking for in 55
person is looking for the 80
person is lower than the 96
person is never going to 119
person is older than the 54
person is really going to 57
person is right and the 173
person is right for the 135
person is singled out as 157
person is still with us 40
person is taken out of 260
person is talking and the 41
person is telling you the 48
person is thrown out of 74
person is tried for an 86
person is tried that he 64
person is unfit for the 60
person is waiting for the 59
person is working for the 58
person is worse than the 308
person it shall not be 53
person it would not be 178
person no later than the 47
person no longer had to 52
person no longer has an 53
person no longer has the 387
person no longer has to 234
person no longer than he 52
person of color and of 98
person of color and the 91
person of color can be 52
person of color may be 41
person of color who is 161
person of cyrus and the 152
person of either sex at 40
person of either sex in 155
person of either sex is 293
person of either sex on 53
person of either sex or 80
person of either sex to 278
person of every one is 82
person of every one of 60
person of jesus and in 190
person of jesus and of 98
person of jesus and on 55
person of jesus and the 1007
person of jesus and to 106
person of jesus can be 69
person of jesus for the 56
person of jesus that is 48
person of jesus that the 51
person of jesus was the 67
person of jesus who is 108
person of jesus with the 115
person of legal age to 50
person of money may be 42
person of moses and the 53
person of sense that the 44
person of working age is 60
person on board being in 40
person on board for the 43
person on board was the 74
person on board who is 120
person on staff who is 47
person on watch was as 42
person on whose death the 163
person on whose head he 45
person on whose head it 42
person on whose head the 59
person or cause him to 369
person or event can be 47
person or event may be 66
person or event that is 85
person or group and the 161
person or group and to 64
person or group but to 67
person or group can be 393
person or group can do 78
person or group doing the 135
person or group for the 203
person or group had the 56
person or group has an 72
person or group has the 400
person or group has to 111
person or group may be 456
person or group may do 543
person or group not to 44
person or group that he 49
person or group that is 1835
person or group that the 62
person or group who is 559
person or group with an 68
person or group with the 347
person or nation can be 83
person or party who is 230
person or people doing the 44
person or place can be 46
person or place that is 95
person so liable for the 61
person the feeling that he 136
person the human and the 40
person the judge may as 62
person the right not to 75
person to admit that he 292
person to admit that the 52
person to agree with me 76
person to agree with the 88
person to agree with us 40
person to allow him to 79
person to alter his or 102
person to appear and be 101
person to appear and to 51
person to appear for the 55
person to apply for an 106
person to apply for or 166
person to apply for the 170
person to argue for the 41
person to argue that the 75
person to blame for it 46
person to blame for the 220
person to carry off the 46
person to carry out an 283
person to carry out or 59
person to carry out the 1936
person to cause him to 249
person to change his or 893
person to check out the 50
person to claim that he 129
person to claim that the 90
person to close his or 42
person to cover all the 59
person to create his or 52
person to every law of 40
person to fight for the 52
person to force him to 55
person to guide them in 59
person to infer that the 42
person to place his or 63
person to point out the 377
person to point out to 137
person to preach for me 80
person to prove his or 55
person to prove that he 655
person to prove that the 380
person to raise his or 89
person to reveal his or 73
person to search for the 82
person to serve for the 134
person to serve them in 66
person to share his or 363
person to share with me 47
person to share with the 89
person to spend his or 53
person to stand near the 50
person to start with is 48
person to state his or 177
person to state that he 55
person to trust with the 70
person to visit him in 52
person to whose act or 98
person to whose lot it 61
person to whose use he 44
person to whose use it 43
person to whose use the 127
person to write his or 153
person we shall see in 64
peruse the author for the 78
phases in which one or 106
phases of feeling and the 46
phases of growth and the 86
phases of growth can be 145
phases of growth may be 62
phases of learning and the 43
phases of venus and of 45
phases of venus and the 474
phases of water are in 41
phases of which can be 97
phases of which may be 72
phases of world war ii 1039
phenol in water can be 43
phenol is added and the 69
photon in phase with the 56
photon of light can be 61
photos of world war ii 91
phrase by which wit is 193
phrase in keeping with the 41
phrase in which one of 41
phrase is anything but an 49
phrase is given out by 60
phrase is longer than the 47
phrase is taken out of 62
phrase so large and so 68
phrase so often that it 102
phrase to cover all my 48
phrase to imply that the 50
phrase to search for in 44
phrase to which may be 45
phrasing is broad and the 70
picked an apple out of 65
picked the bones out of 123
picked the first one up 58
picked the glass out of 44
picked the knife off the 41
picked the knife out of 50
picked the money out of 40
picked the paper off the 59
picked the phone off the 71
picked the poker out of 85
picked the right day to 63
picked the right man to 159
picked the seeds out of 61
picked to carry out the 64
picked up after one ring 120
picked up again and he 43
picked up again and in 67
picked up again and the 360
picked up again and we 68
picked up again for the 57
picked up again with the 312
picked up every bit of 91
picked up every day by 75
picked up every day in 100
picked up every one of 129
picked up nearly all of 110
picked up nearly all the 52
picked up right off the 41
picked up speed and he 93
picked up speed and in 57
picked up speed and the 565
picked up speed and we 115
picked up speed for the 101
picked up speed with the 161
pieces at either end of 53
pieces he wrote for the 300
pieces in keeping with the 55
pieces in order that he 44
pieces in order that the 146
pieces in place and the 45
pieces in place and to 42
pieces in place for the 89
pieces in which all the 63
pieces it joins with we 44
pieces of black and of 59
pieces of board and the 52
pieces of brass can be 44
pieces of brass with the 49
pieces of candy and joe 53
pieces of candy and the 43
pieces of clothing and the 109
pieces of clothing for the 98
pieces of dress with the 97
pieces of dried meat to 42
pieces of eight and the 92
pieces of eight for it 361
pieces of eight for the 497
pieces of eight out of 47
pieces of flesh and the 72
pieces of flesh off the 73
pieces of flesh out of 243
pieces of flesh that he 52
pieces of flesh with the 54
pieces of fruit are in 44
pieces of gauze may be 56
pieces of glass and of 55
pieces of glass and the 289
pieces of glass are in 51
pieces of glass are to 56
pieces of glass can be 258
pieces of glass cut to 72
pieces of glass for the 96
pieces of glass may be 203
pieces of glass off the 62
pieces of glass out of 240
pieces of glass rod or 55
pieces of glass set in 324
pieces of glass with the 93
pieces of leather and the 60
pieces of leather for the 70
pieces of linen with the 47
pieces of metal and the 138
pieces of metal are to 122
pieces of metal can be 214
pieces of metal for the 65
pieces of metal lying on 41
pieces of metal may be 232
pieces of metal out of 95
pieces of metal that he 42
pieces of metal with an 42
pieces of metal with the 118
pieces of money and the 46
pieces of money for it 162
pieces of money for the 78
pieces of money may be 75
pieces of money out of 62
pieces of money with the 42
pieces of music and the 93
pieces of music can be 182
pieces of music for the 288
pieces of music may be 65
pieces of music that he 70
pieces of music that the 40
pieces of music that we 70
pieces of music with an 49
pieces of music with the 51
pieces of paper all the 53
pieces of paper and in 65
pieces of paper and on 76
pieces of paper and the 527
pieces of paper and to 81
pieces of paper are in 86
pieces of paper are the 101
pieces of paper can be 459
pieces of paper cut in 101
pieces of paper cut to 151
pieces of paper for the 329
pieces of paper had to 50
pieces of paper lying on 128
pieces of paper may be 210
pieces of paper not so 42
pieces of paper off the 102
pieces of paper one by 40
pieces of paper out of 585
pieces of paper that he 290
pieces of paper that the 188
pieces of paper that we 117
pieces of paper with an 51
pieces of paper with it 45
pieces of paper with my 52
pieces of paper with no 53
pieces of paper with the 1140
pieces of plate for the 42
pieces of poetry may be 99
pieces of poetry off by 67
pieces of poetry that we 107
pieces of steel can be 76
pieces of steel may be 56
pieces of stone and the 68
pieces of stone can be 57
pieces of stone cut to 50
pieces of stone for the 91
pieces of stone may be 64
pieces of stone out of 41
pieces of stone with the 51
pieces of straw and the 55
pieces of water and the 44
pieces of which are in 99
pieces of which are to 45
pieces of which can be 111
pieces of which may be 71
pieces of world war ii 47
pieces of writing and the 140
pieces of writing are the 53
pieces of writing can be 96
pieces of writing for the 88
pieces of writing may be 71
pieces of writing that the 61
pieces of writing that we 54
pieces so small that the 50
pieces the strong and the 40
pieces the whole web of 244
pieces to allow for the 60
pierce my bosom with it 47
pierce my hands and my 78
piercing or warding off the 49
pigeons in books and in 42
pillar of brass for the 48
pillar of cloud and by 95
pillar of cloud and of 1456
pillar of cloud and the 664
pillar of cloud led the 48
pillar of cloud was the 42
pillar of islam and the 57
pillar of smoke and the 72
pillar of stone with the 42
pillow at night with the 81
pillow by night and as 118
pillow of thorns for thy 82
pillow to block out the 66
pillow to drown out the 68
pilots in world war ii 1061
pilots of world war ii 818
pilots to guide them to 63
pinching or cutting off the 45
pinker or bluer than it 54
pinned in place and the 67
pinned the blame for the 436
pirate he would say to 81
pistil is longer than the 151
piston in order that the 40
piston is flush with the 50
pixels at either end of 43
placed an order for an 291
placed an order for it 53
placed an order for the 1252
placed an order with an 107
placed an order with the 1666
placed an order with us 101
placed as shown and the 58
placed at either end of 2989
placed at either end or 73
placed at either end to 53
placed in anything but the 48
placed in either one of 147
placed in either one or 92
placed in every one of 143
placed in front and at 92
placed in front and in 87
placed in front and on 138
placed in front and the 260
placed in front and to 204
placed in front for the 103
placed in front with the 52
placed in holes dug in 161
placed in homes for the 100
placed in irons for the 46
placed in melting ice it 46
placed in nearly all the 57
placed in order for the 231
placed in order not to 49
placed in order that it 88
placed in order that the 722
placed in phase with the 45
placed in power for the 58
placed in power with the 49
placed in shunt with the 373
placed in slots cut in 113
placed in touch with the 275
placed in trust and the 99
placed in trust for the 1009
placed in trust with the 370
placed in water and the 434
placed in water bath at 79
placed in water for an 49
placed in water for the 100
placed in water that is 159
placed in water with the 88
placed in wells cut in 81
placed it under one of 144
placed it under that of 63
placed it within that of 49
placed on board and the 97
placed on board each of 84
placed on board for the 119
placed on board one of 245
placed on copra for the 49
placed on diets low in 55
placed on either end of 399
placed on farms and in 44
placed on learning how to 178
placed on trade with the 101
placed on women and the 81
placed on working with the 71
placed the black cap on 117
placed the black man in 66
placed the blame for an 42
placed the blame for it 168
placed the blame for the 5652
placed the blame not on 133
placed the child with the 155
placed the crown and the 55
placed the elect one on 58
placed the empty cup on 152
placed the final seal of 52
placed the final seal on 52
placed the first man in 54
placed the first one on 41
placed the human being in 49
placed the lower end of 119
placed the minor for the 55
placed the money for the 44
placed the money with the 56
placed the nation and the 46
placed the order and the 81
placed the order for the 434
placed the order with the 230
placed the paper bag on 64
placed the plate with the 53
placed the right man in 41
placed the right way up 255
placed the sharp end of 86
placed the state and the 49
placed the table for the 46
placed the upper end of 49
placed the worst and the 84
placed to allow for the 57
placed to carry out an 45
placed to carry out the 218
placed to cater for the 47
placed to point out the 55
places an order and the 78
places an order for an 92
places an order for the 900
places an order with an 162
places an order with the 1175
places as yalta are to 50
places at court and in 73
places at either end of 273
places at feasts and the 59
places at which and the 224
places at which one of 48
places he could not go 313
places he could see the 115
places he found that the 56
places he never saw or 61
places in fancy with the 207
places in homes for the 292
places in italy and in 50
places in italy and the 57
places in keeping with the 46
places in nearly all the 79
places in order for the 41
places in order not to 85
places in order that he 44
places in order that the 292
places in texas and the 48
places in which all the 270
places in which and the 85
places in which art is 46
places in which each of 41
places in which god is 55
places in which may be 41
places in which one is 231
places in which she is 180
places in which they do 117
places in which this is 112
places it above all the 46
places it could not be 317
places it later than the 46
places it seems that the 100
places it would not be 233
places of abode and the 48
places of abode are the 40
places of abode for the 336
places of abode than the 46
places of burial for the 148
places of exile and the 40
places of honor and of 147
places of honor and the 70
places of honor for the 59
places of honor near the 59
places of islam and the 53
places of learning and of 98
places of learning and the 111
places of learning for the 41
places of meeting and the 96
places of meeting for the 709
places of meeting with the 46
places of nearly all the 42
places of power and the 56
places of study than the 56
places of trust and of 40
places of trust and the 47
places of which she is 49
places so quick and so 87
places so steep that it 63
places so steep that the 85
places the banks are so 91
places the blame for the 3436
places the blame not on 55
places the child with the 64
places the first use of 51
places the first year of 136
places the human being at 152
places the human being in 265
places the lower end of 111
places the order and the 54
places the order for the 258
places the order with the 443
places the river was so 95
places the scent was so 67
places the track was so 41
places the trail was so 111
places the trees are so 131
places the water was so 227
places the water was up 69
places to allow for the 53
places to begin are the 46
places to carry out the 93
places to check are the 47
places to either man or 43
places to knock for me 43
places to search for the 149
places to sleep and eat 421
places to sleep and to 45
places to sleep for the 121
places to start are the 440
places to visit and the 235
places to visit and to 131
places to visit are the 473
places to visit was the 49
places to which one is 60
places to which she is 41
places to which they do 178
places to which they go 487
places to which you go 225
places we could not go 227
places we could see the 327
places we found that the 54
places we would not be 88
plague at athens and the 41
plague of athens and the 76
plague of flies and the 68
plains of arabia and the 42
plains of assam and the 110
plains of bengal and the 154
plains of chili and the 92
plains of china and of 46
plains of china and the 63
plains of italy and the 91
plains of italy with an 91
plains of quito are at 77
plains of russia and the 208
plains of texas and the 253
planes in which all the 49
planes in world war ii 397
planes of atoms and the 58
planes of atoms are in 53
planes of atoms can be 50
planes of bedding and the 53
planes of which are at 59
planes of world war ii 328
planes to carry out the 49
planes to search for the 72
planet is running out of 78
planning in keeping with the 84
planning in order for the 107
planning in order that the 278
planning in which all the 82
planning in world war ii 270
planning is under way to 45
planning of towns and the 85
planning on getting out of 242
planning on getting rid of 216
planning on running for the 88
planning on staying for the 107
planning the cutting out of 50
planning the menus for the 43
planning the study and in 82
planning the wedding and the 58
planning to allow for the 47
planning to apply for the 121
planning to build one of 40
planning to carry out an 251
planning to carry out in 111
planning to carry out or 153
planning to carry out the 772
planning to check out the 55
planning to drive all the 56
planning to drive out the 112
planning to drive out to 163
planning to elope with the 62
planning to enter one of 246
planning to marry her to 94
planning to marry one of 173
planning to merge and the 118
planning to merge with the 42
planning to phase out the 185
planning to study for the 181
planning to unite with the 81
planning to visit her in 45
planning to visit him in 122
planning to visit one of 116
planning to visit you in 43
planning to write for the 43
planting in order that the 48
planting of crops and the 446
planting of grain and the 41
planting of seeds and the 413
planting of trees and the 1607
planting of trees for the 202
planting of vines and the 41
planting the seeds for the 293
plants by cutting off the 65
plants by growing them in 82
plants by placing them in 41
plants by sucking out the 49
plants in china and the 52
plants in japan and the 130
plants in keeping with the 43
plants in order not to 43
plants in order that the 113
plants in which all the 170
plants in which this is 43
plants in world war ii 71
plants is lower than in 56
plants of today are the 54
plants of world war ii 55
plants the leaves are so 45
plants the roots are the 43
plants the seeds for the 106
plants to allow them to 82
plants to carry out the 72
plasma is mixed with an 189
plasma is mixed with the 72
plasma or blood may be 50
plasma or serum and the 59
plasma or serum can be 319
plasma or serum may be 220
plateau of tibet and the 180
plateau we could see the 64
plates at either end of 122
plates in order that the 112
plates in which all of 40
plates is fixed and the 50
plates of glass may be 106
plates of glass set in 48
plates of glass with an 43
plates of metal for the 48
plates of metal set in 53
plates of which are so 59
plates or films may be 64
plates to allow for the 54
played an awful lot of 86
played at bowls with the 59
played at cards and the 43
played at cards but at 60
played at cards with the 159
played at chess with me 168
played at chess with the 51
played at whist with the 46
played by either men or 97
played by either one or 41
played by either two or 71
played by james dean in 131
played by roman law in 48
played by white men in 54
played by women and by 96
played by women and the 119
played in every one of 132
played in helping him to 79
played in helping them to 48
played in nearly all the 50
played in order not to 42
played in world war ii 502
played my shirt off my 50
played so badly that he 46
played so badly that the 43
played so large and so 101
played so often and so 54
played so often that it 84
played the banjo and the 88
played the cello and the 70
played the deuce with me 114
played the deuce with my 65
played the deuce with the 280
played the deuce with us 45
played the devil with it 41
played the devil with me 278
played the devil with my 148
played the devil with the 514
played the devil with us 79
played the drums and the 93
played the drums for the 44
played the first act in 52
played the first act of 146
played the first bar of 96
played the flute and the 436
played the flute for the 59
played the flute with the 64
played the knave with me 89
played the music for the 188
played the organ and the 324
played the organ and we 52
played the organ for the 682
played the organ for us 47
played the scene out in 56
played the scene with the 114
played the tapes for the 44
played the trick with the 51
played the violin and he 75
played the violin and the 663
played the violin for the 200
played the violin for us 62
played the violin with the 165
played the whore with the 96
played to begin with by 55
played to drown out the 53
player is faced with the 103
player is running with the 42
player no longer has the 54
player to cover all the 103
pleaded in court that he 46
pleaded my cause with as 64
pleaded the cause for the 88
pleased as punch that he 118
pleased as punch that the 41
pleased as punch with the 449
pleased at finding that he 163
pleased at finding that the 95
pleased at first with the 274
pleased at getting off so 107
pleased at getting rid of 152
pleased he would bring me 58
pleased he would lay the 60
pleased my fancy with the 117
pleased no longer than we 70
pleased the father that in 8567
pleased the others that it 47
pleased the white man so 71
pleased to admit him to 77
pleased to admit that he 149
pleased to admit that the 139
pleased to admit them to 66
pleased to adopt for the 55
pleased to agree with me 50
pleased to agree with the 147
pleased to allow her to 169
pleased to allow him the 180
pleased to allow him to 804
pleased to allow that the 43
pleased to allow them of 52
pleased to allow them to 346
pleased to allow you to 176
pleased to carry out the 165
pleased to cause them to 75
pleased to crush him in 167
pleased to drive out of 41
pleased to dwell all the 41
pleased to dwell with the 45
pleased to enter with me 44
pleased to fancy this an 47
pleased to grant for the 41
pleased to grant him an 302
pleased to grant him the 658
pleased to grant that the 140
pleased to grant them the 176
pleased to grant you the 71
pleased to honor with the 95
pleased to offer him the 112
pleased to offer them my 59
pleased to offer them to 45
pleased to offer you an 163
pleased to offer you the 725
pleased to order and it 820
pleased to order for me 121
pleased to order for the 42
pleased to order him to 254
pleased to order one of 60
pleased to order that an 170
pleased to order that he 179
pleased to order that in 94
pleased to order that it 106
pleased to order that my 43
pleased to order that no 177
pleased to order that the 3422
pleased to order them to 371
pleased to place him in 141
pleased to place them in 86
pleased to point out as 41
pleased to point out in 84
pleased to point out the 416
pleased to point out to 833
pleased to raise him to 283
pleased to raise him up 172
pleased to refer you to 117
pleased to reveal them to 73
pleased to serve you in 121
pleased to share with the 43
pleased to spare him to 63
pleased to state how the 59
pleased to state that at 49
pleased to state that he 216
pleased to state that in 165
pleased to state that it 181
pleased to state that the 1209
pleased to state that we 291
pleases in heaven and on 59
pleases the fancy and the 103
pledge in writing that he 46
pledge is given for the 49
pledge my honor and my 121
pledge of honor not to 43
pledge to carry out the 329
pledge to fight for the 148
pledge to guide him to 55
plenty of action and the 55
plenty of action for the 146
plenty of action going on 47
plenty of books and the 59
plenty of books for the 99
plenty of books that do 44
plenty of books with me 45
plenty of brave men in 46
plenty of change for the 55
plenty of cover for the 316
plenty of dealings with the 41
plenty of fresh air as 49
plenty of fresh air at 297
plenty of fresh air by 88
plenty of fresh air in 1774
plenty of fresh air is 367
plenty of fresh air on 75
plenty of fresh air to 782
plenty of fresh meat in 155
plenty of fresh meat to 147
plenty of fruit for the 102
plenty of funds for the 54
plenty of girls who do 52
plenty of grain for the 41
plenty of grass and the 54
plenty of grass but no 51
plenty of grass for the 1619
plenty of gravy for the 44
plenty of grazing for the 95
plenty of grist for the 525
plenty of hands for the 43
plenty of honey til it 41
