paced the room several times 300
piece it back together again 89
piece of clear contact paper 129
piece of cloth wrapped about 72
piece of cloth wrapped round 1367
piece of good fortune could 87
piece of good fortune might 50
piece of good fortune which 1694
piece of good fortune would 78
piece of good painted glass 42
piece of land support forty 49
piece of soft chamois leather 96
piece of string tightly round 167
piece of those records which 69
piece of wearing apparel which 42
piece of wood against which 48
piece of wood painted green 80
piece of wood several times 133
piles of paving material looking 46
pilot to take evasive action 65
place at some distant period 63
place at some previous point 49
place in early tertiary times 42
place in great britain since 46
place in great britain where 137
place in north america where 519
place in south america where 112
place in south vietnam where 55
place in these radical forms 40
place in those ancient times 153
place in very ancient times 80
place in very shallow water 56
place in your program where 53
place of four hundred acres 45
place of great natural beauty 763
place of high command which 41
place of lord justice clerk 68
place of safe custody until 54
place of such natural beauty 42
place of their deceased father 47
place of their present abode 62
place of work several times 41
place or ship outside thereof 301
place the ball exactly where 43
place to more liberal views 93
place we have visited since 41
placing of these millions added 57
placing the most exalted merit 134
placing the vast exports which 89
plain to their excited fancy 60
plans to cash balance plans 351
playing the game several times 92
please be very careful about 42
poetry of great musical beauty 49
point do these systems touch 55
point in even stronger terms 75
point in making matters worse 48
point in more familiar terms 42
point in more general terms 701
point in their careers where 207
point in their history where 53
point in their history which 68
point in their journey where 44
point in their marriage where 54
point in their married lives 69
point in your program where 67
point is made several times 171
point is worth stressing since 61
point of flinging himself thence 102
point of their western march 72
point of union between stock 65
point of view against others 63
point of view against which 311
point of view appeared again 42
point of view brought about 230
point of view regarding human 67
point of view regarding social 40
point of view several times 82
point of view towards which 52
point the most hostile sects 90
point to know everything about 44
point to many masters whose 54
point to other factors which 43
point to some factors which 96
point to those factors which 46
point we will discuss later 104
pores of their vaulted roofs 40
posed the same question about 64
pouring in slow voluble tides 56
power in late imperial china 48
power in north america would 47
power in such general terms 46
power in their adopted tribe 46
power in those matters which 145
power is also brought about 78
power of giving pleasure which 121
power of great britain alone 60
power of great britain could 114
power of great britain which 83
power of great britain would 308
power of high finance would 46
power of making general rules 60
power of making herself odious 75
power of making himself known 47
power of making himself loved 45
power of making needful rules 143
power of their ancient enemy 52
power of their enemies round 53
power of their enemies still 92
power of their gathered light 51
power of your awesome works 88
power to come together twice 55
power to have brought about 79
power to keep british trade 51
power to levy certain taxes 98
power to make byelaws under 63
power to make certain kinds 56
power to make certain rules 41
power to make choices about 142
power to make congress fully 127
power to make general rules 271
power to make himself happy 43
power to make himself known 40
power to make legally binding 783
power to make matters worse 55
power to make needful rules 304
power to make printed words 49
power to make treasury notes 294
power to make treaties which 64
power to make uniform rules 88
power to take certain action 53
power to take meaningful action 62
power to take remedial action 186
power we were elected theirs 46
price as their avarice could 52
price in those markets where 42
price of gold remains fixed 119
price of union pacific stock 57
pride in their african roots 85
pride in those armorial bearings 43
pride to their ancient gothic 67
print of their polluting hoofs 389
proof of such service shall 202
proud of their spanish blood 66
proud to take service under 56
prove the most general facts 53
proxy or other material filed 154
purer or more womanly bosom 67
putting it back together again 1355
putting me back together again 117
putting the bits together again 53
putting the last finishing touch 41
