paint much the same picture 88
people want to know everything 129
people want to know exactly 71
people want to live together 145
people want to work together 166
people went in great numbers 46
people went to hell together 47
people went to jail because 43
people were as much opposed 97
people were at last aroused 68
people were at last beginning 50
people were at their country 42
people were at their stations 61
people were at their windows 83
people were in arms against 173
people were in dire straits 88
people were in fact between 44
people were in full sympathy 58
people were in good spirits 135
people were in great numbers 57
people were in great trouble 77
people were in high spirits 267
people were so much alarmed 65
people were so much subdued 49
people were the most warlike 42
people were to come together 68
people were to hold supreme 42
people were to live together 84
people were to rise against 51
people were to work together 43
people whom we call savages 82
people whom we have studied 46
people whom we have trained 40
people whom we most despise 267
people will at once reflect 159
people will be hard pressed 41
people will be hiring windows 59
people will be more careful 141
people will be more cautious 58
people will be more familiar 40
people will be most creative 52
people will be much shocked 94
people will be well advised 41
people will be your friends 53
people wish the same fortune 72
people wish to keep command 82
people wish to live together 47
people work or play together 45
perch like so many turtles 62
period during the last century 117
period during the last quarter 43
period during the past century 41
period during the sixth century 44
period even of their suffering 66
period from the early fifties 44
period from the early sixties 42
period from the early thirties 41
period from the fifth century 302
period from the last decades 52
period from the last quarter 229
period from the late eleventh 196
period from the late fifties 65
period from the late forties 58
period from the late sixties 115
period from the late thirties 48
period from the ninth century 143
period from the sixth century 653
period from the tenth century 291
period from the third century 361
period from the third quarter 365
period from the very beginning 151
period more or less distant 220
period must be seen against 59
period when the gulf between 42
period when the most eminent 44
period when the ruling classes 44
period when we have happily 42
period will be much shorter 56
pests such as bark beetles 45
petty farm of some obscure 73
phase angle is zero degrees 41
phase angle of zero degrees 184
phone call to your parents 118
piece from the very beginning 51
piece rate by time studies 59
piece upon the same subject 43
pined away by slow degrees 107
pipes have the same diameter 62
place among the best artists 51
place among the best efforts 82
place among the best elegies 247
place among the best sellers 48
place among the best writers 100
place among the early masters 161
place among the great artists 149
place among the great creative 65
place among the great european 145
place among the great figures 117
place among the great masters 657
place among the great orators 53
place among the great stories 41
place among the great teachers 106
place among the great thinkers 144
place among the great writers 692
place among the leading artists 40
place among the leading european 84
place among the leading members 47
place among the leading writers 61
place among the more unthinking 44
place among the most admired 77
place among the most ancient 42
place among the most eminent 401
place among the most faithful 129
place among the most honored 49
place among the most notable 119
place among the most orderly 82
place among the most popular 284
place among the most precious 88
place among the most sublime 93
place among the other affairs 44
place among the other european 48
place among the other matters 44
place among the other members 105
place among the very greatest 357
place among the very highest 145
place during the curing process 54
place during the drying process 107
place during the early decades 123
place during the early history 65
place during the fifth century 111
place during the half century 67
place during the healing process 94
place during the heating process 68
place during the last century 1949
place during the last decades 340
place during the last fifteen 324
place during the last hundred 366
place during the last moments 41
place during the last quarter 1458
place during the last seventy 54
place during the last several 135
place during the last weekend 68
place during the late sixties 52
place during the life history 48
place during the most refined 90
place during the next century 75
place during the next several 157
place during the nine thousand 101
place during the ninth century 49
place during the past century 516
place during the past decades 100
place during the past fifteen 162
place during the past hundred 125
place during the past quarter 256
place during the past several 134
place during the sixth century 111
place during the tenth century 48
place during the third century 93
place during the third quarter 127
place during the three decades 59
place during the time between 139
place during the week beginning 44
place during the week following 68
place during the week preceding 58
place during the years between 275
place during the years following 120
place four or five hundred 130
place four or five thousand 45
place from the fifth century 41
place from the free surface 53
place from the very beginning 1466
place more or less distant 106
place more or less equally 41
place more or less quickly 67
place more or less rapidly 450
place only in acid solution 71
place over the last century 697
place over the last decades 143
place over the last fifteen 344
place over the last hundred 148
place over the last quarter 161
place over the last several 340
place over the next century 77
place over the next hundred 40
place over the next several 805
place over the past century 377
place over the past decades 144
place over the past fifteen 147
place over the past hundred 173
place over the past quarter 170
place over the past several 977
place over the years between 72
place three or four hundred 164
place upon the beach between 50
place upon the many burdens 83
place upon the same subject 43
place years or even decades 40
plain fact the more welcome 51
plain from the most cursory 42
plain from the very beginning 117
plain truth of these stories 56
plans came to nothing because 89
plans from the very beginning 381
plans must be laid quickly 51
plans over the next several 44
plans were so well arranged 59
plans were the most wittily 200
plant from the soil solution 57
plant from the very beginning 143
plant life or health outside 48
plate from the west brought 50
playing some of their gambols 52
plays were in fact written 63
plays were the most popular 139
please call me anne spelled 86
please even the most demanding 96
please even the most finicky 70
please give me five minutes 83
please give me your address 112
please give my best regards 106
please give my kind regards 179
please send me your address 40
please tell me what exactly 52
please tell me what happens 50
plums ready to melt between 71
plunge into the great unknown 102
poetry during the last century 67
poetry during the last quarter 83
poetry from the sixth century 46
poetry from the very beginning 348
point along the line between 196
point along the line segment 87
point back to their sources 52
point during the last century 65
point during the next several 42
point from the free surface 56
point from the last chapter 49
point from the very beginning 477
point have we been brought 46
point made by these studies 44
point more or less distant 266
point more or less removed 58
point must be made regarding 236
point once we have stopped 92
point over the same surface 59
point there is some dispute 46
point three or four hundred 45
point will be more distant 48
polar bears in their natural 45
poles from the most skilled 46
poles upon the living texture 132
polls when the next election 67
ports along the north african 70
ports along the west african 95
posed from the very beginning 43
posts along the north african 47
posts along the west african 122
posts west of lake superior 67
pound note at your service 83
pouring from the open windows 45
pours along to some festive 70
pours forth to some unknown 46
power during the early decades 51
power during the fifth century 45
power during the last century 183
power during the last quarter 64
power during the past century 63
power from the pure pleasure 63
power from the ruling classes 74
power from the same chapter 42
power from the very beginning 748
power have no other warrant 74
power into the next century 41
power leads to such results 81
power lies in their ability 318
power lies in your ability 58
power more or less equally 58
power must be used sparingly 60
power over so many aspects 42
power over the city council 59
power over the evil spirits 314
power over the last century 62
power over the last several 55
power over the next century 44
power over the next several 73
power over the other animals 59
power over the other bishops 66
power over the other members 290
power over the past century 69
power over the past several 89
power over the same subject 480
power over the work process 57
power over the young soldier 77
power over us just because 54
power such as goethe figures 44
power such as great britain 156
power take the form chiefly 86
power were at length defeated 45
power when it most closely 48
power will be more hurtful 43
power will be used against 101
press during the last quarter 49
press from the very beginning 112
press over the past several 96
press such as were entered 94
price less the down payment 110
price upon it their avarice 49
price when the lease expires 61
pride were the ruling foibles 66
pride will be less wounded 620
prove vain to such persons 50
puffing away at some prelude 44
pulse more of firm endeavor 325
pulse width at half maximum 51
pulse width is much shorter 40
pumping from the same aquifer 46
pupil from the very beginning 130
pupil must be kept dilated 111
purring like so many kittens 52
pushing ideas to their logical 56
putting faith in their natural 49
