path from the red nucleus 61
per cent of all defense 57
per cent of all degrees 115
per cent of all diabetic 139
per cent of all diamonds 80
per cent of all diseases 431
per cent of all divorce 136
per cent of all doctors 586
per cent of all drivers 222
per cent of all dutiable 84
per cent of all dwellings 1229
per cent of all ectopic 103
per cent of all editors 50
per cent of all egyptian 156
per cent of all elderly 279
per cent of all elected 180
per cent of all entries 400
per cent of all estates 241
per cent of all european 1001
per cent of all exchange 58
per cent of all exports 4486
per cent of all exposed 42
per cent of all factory 610
per cent of all faculty 76
per cent of all farmers 1722
per cent of all federal 2295
per cent of all females 1298
per cent of all finance 59
per cent of all financing 88
per cent of all finnish 107
per cent of all flights 87
per cent of all foreign 6766
per cent of all forests 118
per cent of all freight 1396
per cent of all gainful 476
per cent of all gastric 197
per cent of all general 1093
per cent of all genital 54
per cent of all germans 250
per cent of all germany 83
per cent of all grammar 44
per cent of all grocery 288
per cent of all growers 57
per cent of all highway 313
per cent of all holders 69
per cent of all holiday 160
per cent of all hungarian 174
per cent of all illegal 64
per cent of all illness 218
per cent of all imports 3179
per cent of all incomes 456
per cent of all infants 837
per cent of all inflows 53
per cent of all inmates 219
per cent of all insects 87
per cent of all insured 693
per cent of all italians 124
per cent of all judicial 43
per cent of all lawyers 296
per cent of all leisure 93
per cent of all letters 137
per cent of all library 45
per cent of all license 52
per cent of all locally 72
per cent of all machine 349
per cent of all mammals 64
per cent of all mammary 61
per cent of all mankind 87
per cent of all marital 87
per cent of all marketing 53
per cent of all married 3759
per cent of all masters 47
per cent of all material 427
per cent of all matters 58
per cent of all measures 67
per cent of all medical 772
per cent of all members 2733
per cent of all mentions 166
per cent of all mergers 143
per cent of all mexican 787
per cent of all migrant 116
per cent of all mineral 318
per cent of all murders 314
per cent of all muslims 265
per cent of all national 849
per cent of all natural 282
per cent of all neonatal 139
per cent of all network 81
per cent of all newborn 258
per cent of all nigerian 92
per cent of all northern 125
per cent of all offices 88
per cent of all official 202
per cent of all operating 278
per cent of all organic 110
per cent of all outlays 91
per cent of all outlets 81
per cent of all outward 45
per cent of all overseas 710
per cent of all packaging 66
per cent of all parents 287
per cent of all patents 392
per cent of all patient 217
per cent of all peasants 281
per cent of all pensions 42
per cent of all permits 139
per cent of all persons 11502
per cent of all planned 140
per cent of all players 53
per cent of all potatoes 76
per cent of all pottery 128
per cent of all poultry 227
per cent of all poverty 99
per cent of all premium 167
per cent of all present 178
per cent of all priests 55
per cent of all primary 3327
per cent of all printed 164
per cent of all private 2098
per cent of all produce 157
per cent of all product 136
per cent of all profits 718
per cent of all project 124
per cent of all protein 61
per cent of all prussian 143
per cent of all radiation 48
per cent of all railway 257
per cent of all reactions 78
per cent of all records 230
per cent of all refined 67
per cent of all refugee 46
per cent of all regional 100
per cent of all regular 194
per cent of all releases 72
per cent of all remaining 99
per cent of all remarks 59
per cent of all rentals 44
per cent of all renters 59
per cent of all replies 80
per cent of all reporting 297
per cent of all reports 210
per cent of all research 1187
per cent of all results 66
per cent of all retailing 91
per cent of all retired 149
per cent of all returns 147
per cent of all revenue 1377
per cent of all russians 134
per cent of all sampled 87
per cent of all samples 363
per cent of all schemes 57
per cent of all schools 2363
per cent of all science 75
per cent of all searches 45
per cent of all sensory 48
per cent of all service 697
per cent of all skilled 202
per cent of all smokers 75
per cent of all sorties 117
per cent of all sources 138
per cent of all southern 406
per cent of all spanish 462
per cent of all species 808
per cent of all stations 124
per cent of all stories 130
per cent of all strains 112
per cent of all strikes 1330
per cent of all strokes 277
per cent of all student 194
per cent of all studies 102
per cent of all suicide 49
per cent of all support 52
per cent of all surface 76
per cent of all surviving 91
per cent of all swedish 576
per cent of all systems 45
per cent of all taxable 196
per cent of all taxation 53
per cent of all teachers 1758
per cent of all teenage 233
per cent of all tenants 357
per cent of all tertiary 60
per cent of all textile 641
per cent of all tickets 102
per cent of all tobacco 321
per cent of all tonnage 244
per cent of all tourism 124
per cent of all tourist 226
per cent of all traders 63
per cent of all traffic 1387
per cent of all trained 91
per cent of all transit 59
per cent of all turkish 92
per cent of all typhoid 141
per cent of all uranium 56
per cent of all urinary 77
per cent of all uterine 126
per cent of all vehicle 249
per cent of all vessels 124
per cent of all victims 256
per cent of all viewers 83
per cent of all village 151
per cent of all visible 65
per cent of all welfare 282
per cent of all western 333
per cent of all workers 15120
per cent of all wounded 63
per cent of all written 66
per cent of any capital 48
per cent of any company 112
per cent of any element 47
per cent of any increase 560
per cent of any profits 270
per cent of any surplus 123
per cent of ash content 45
per cent of being correct 52
per cent of both classes 52
per cent of both exports 119
per cent of both imports 67
per cent of both parties 45
per cent of both samples 110
per cent of dry material 57
per cent of each company 111
per cent of each country 315
per cent of each element 441
per cent of each payment 121
per cent of each premium 48
per cent of each species 66
per cent of east african 141
per cent of east european 67
per cent of east germans 307
per cent of east germany 187
per cent of eec exports 80
per cent of eec imports 136
per cent of gdp according 50
per cent of gdp against 95
per cent of gdp because 59
per cent of gdp between 912
per cent of gdp deficit 133
per cent of gdp despite 43
per cent of gdp increase 71
per cent of gnp between 260
per cent of gnp devoted 52
per cent of head teachers 163
per cent of her average 235
per cent of her capital 57
per cent of her european 71
per cent of her exports 3009
per cent of her foreign 577
per cent of her husband 199
per cent of her imports 2425
per cent of her national 1150
per cent of her overseas 100
per cent of her present 153
per cent of her previous 41
per cent of her railway 67
per cent of her regular 58
per cent of her revenue 131
per cent of her textile 76
per cent of his ability 89
per cent of his average 2409
per cent of his capital 323
per cent of his clients 103
per cent of his college 47
per cent of his command 112
per cent of his company 223
per cent of his country 220
per cent of his current 78
per cent of his fellows 74
per cent of his fortune 95
per cent of his harvest 61
per cent of his history 42
per cent of his material 88
per cent of his maximum 150
per cent of his members 68
per cent of his national 59
per cent of his payroll 165
per cent of his present 90
per cent of his previous 157
per cent of his produce 153
per cent of his product 196
per cent of his profits 288
per cent of his regular 219
per cent of his revenue 86
per cent of his support 51
per cent of his taxable 137
per cent of his teachers 45
per cent of his workers 112
per cent of its african 58
per cent of its average 1381
per cent of its bauxite 132
per cent of its british 44
per cent of its buildings 202
per cent of its calcium 49
per cent of its capital 10417
per cent of its central 89
per cent of its civilian 69
per cent of its clients 186
per cent of its college 58
per cent of its content 374
per cent of its control 83
per cent of its credits 57
per cent of its cropped 79
per cent of its current 869
per cent of its customs 80
per cent of its deposit 214
per cent of its diameter 136
per cent of its doctors 76
per cent of its dwellings 95
per cent of its economy 124
per cent of its efforts 95
per cent of its european 104
per cent of its exchange 71
per cent of its exports 4728
per cent of its factory 61
per cent of its faculty 63
per cent of its farmers 90
per cent of its federal 85
per cent of its finance 58
per cent of its financing 51
per cent of its foreign 3314
per cent of its forests 173
per cent of its freight 372
per cent of its general 350
per cent of its highest 80
per cent of its history 55
per cent of its imports 3934
per cent of its inmates 117
per cent of its insured 136
per cent of its lawyers 53
per cent of its machine 176
per cent of its marketing 44
per cent of its material 128
per cent of its maximal 75
per cent of its maximum 3556
per cent of its medical 58
per cent of its members 3948
per cent of its mineral 144
per cent of its minimum 165
per cent of its national 2969
per cent of its natural 1137
per cent of its nominal 664
per cent of its numbers 231
per cent of its official 116
per cent of its operating 858
per cent of its organic 84
per cent of its overall 935
per cent of its overseas 176
per cent of its patrons 51
per cent of its payroll 129
per cent of its planned 296
per cent of its popular 48
per cent of its potatoes 70
per cent of its premium 208
per cent of its present 2071
per cent of its previous 749
per cent of its primary 484
per cent of its private 74
per cent of its produce 125
per cent of its product 1005
per cent of its profits 1575
per cent of its program 81
per cent of its protein 195
per cent of its radiation 43
per cent of its railway 67
per cent of its refined 70
per cent of its regular 118
per cent of its remaining 258
per cent of its research 217
per cent of its reserve 72
per cent of its revenue 4896
per cent of its schools 105
per cent of its service 55
per cent of its species 112
per cent of its storage 86
per cent of its student 199
per cent of its support 302
per cent of its surface 1122
per cent of its surplus 310
per cent of its taxable 292
per cent of its teachers 165
per cent of its tensile 125
per cent of its textile 99
per cent of its tobacco 125
per cent of its tonnage 199
per cent of its traffic 237
per cent of its tungsten 87
per cent of its uranium 94
per cent of its variance 115
per cent of its victims 339
per cent of its vitamin 383
per cent of its wartime 170
per cent of its workers 1111
per cent of job seekers 90
per cent of ldc exports 62
per cent of lead acetate 157
per cent of lung cancers 156
per cent of men between 289
per cent of men claimed 47
per cent of men reporting 74
per cent of men teachers 124
per cent of men workers 89
per cent of net average 166
per cent of net capital 312
per cent of net cropped 106
per cent of net foreign 90
per cent of net material 110
per cent of net national 1400
per cent of net operating 319
per cent of net premium 137
per cent of net primary 66
per cent of net private 78
per cent of net product 78
per cent of net profits 1624
per cent of net revenue 196
per cent of net taxable 98
per cent of new buildings 45
per cent of new capital 168
per cent of new dwellings 154
per cent of new foreign 59
per cent of new material 54
per cent of new members 281
per cent of new private 50
per cent of new product 71
per cent of new teachers 113
per cent of new workers 59
per cent of new yorkers 98
per cent of oil exports 63
per cent of oil imports 84
per cent of oil revenue 105
per cent of one hundred 221
per cent of one thousand 69
per cent of our average 143
per cent of our capital 77
per cent of our clients 84
per cent of our college 354
per cent of our company 47
per cent of our country 787
per cent of our current 198
per cent of our doctors 44
per cent of our economy 126
per cent of our efforts 55
per cent of our european 64
per cent of our exports 2574
per cent of our farmers 327
per cent of our federal 113
per cent of our foreign 1938
per cent of our forests 55
per cent of our general 43
per cent of our genetic 79
per cent of our history 41
per cent of our imports 1579
per cent of our incomes 75
per cent of our material 61
per cent of our members 328
per cent of our national 2479
per cent of our natural 51
per cent of our overall 133
per cent of our overseas 113
per cent of our parents 49
per cent of our present 1305
per cent of our primary 98
per cent of our product 56
per cent of our profits 113
per cent of our protein 44
per cent of our research 55
per cent of our results 43
per cent of our revenue 176
per cent of our schools 125
per cent of our society 71
per cent of our species 48
per cent of our student 85
per cent of our teachers 203
per cent of our tobacco 94
per cent of our workers 282
per cent of pay subject 350
per cent of raw linseed 69
per cent of raw material 145
per cent of sex workers 158
per cent of tax revenue 676
per cent of thai exports 55
per cent of that allowed 57
per cent of that applied 55
per cent of that average 274
per cent of that between 114
per cent of that capital 73
per cent of that carried 69
per cent of that charged 41
per cent of that company 198
per cent of that country 710
per cent of that derived 57
per cent of that element 227
per cent of that increase 230
per cent of that measured 60
per cent of that occurring 51
per cent of that planned 93
per cent of that present 479
per cent of that product 63
per cent of that revenue 66
per cent of that secured 64
per cent of that tonnage 40
per cent of them according 41
per cent of them against 40
per cent of them appeared 53
per cent of them believe 208
per cent of them belonged 324
per cent of them between 144
per cent of them british 47
per cent of them carried 78
per cent of them chinese 145
per cent of them claimed 193
per cent of them contain 91
per cent of them desired 44
per cent of them develop 60
per cent of them entered 83
per cent of them favored 212
per cent of them located 56
per cent of them managed 43
per cent of them married 84
per cent of them opposed 55
per cent of them possess 82
per cent of them receive 137
per cent of them receiving 52
per cent of them refused 53
per cent of them replied 168
per cent of them reporting 65
per cent of them require 51
per cent of them resided 50
per cent of them started 92
per cent of them strongly 81
per cent of them visited 79
per cent of this average 344
per cent of this balance 47
per cent of this capital 207
per cent of this company 163
per cent of this country 748
per cent of this decline 95
per cent of this decrease 45
per cent of this deficit 65
per cent of this element 619
per cent of this expense 47
per cent of this foreign 62
per cent of this fraction 105
per cent of this immense 54
per cent of this increase 1233
per cent of this material 1097
per cent of this maximum 282
per cent of this mineral 125
per cent of this minimum 56
per cent of this mixture 52
per cent of this national 46
per cent of this product 184
per cent of this protein 102
per cent of this radiation 82
per cent of this research 40
per cent of this reserve 63
per cent of this revenue 221
per cent of this segment 70
per cent of this species 81
per cent of this surface 62
per cent of this surplus 131
per cent of this tonnage 203
per cent of this traffic 205
per cent of this variance 52
per cent of this variation 59
per cent of this vitamin 57
per cent of two hundred 154
per cent of two thousand 47
per cent of war profits 60
per cent on all amounts 183
per cent on all capital 131
per cent on all classes 59
per cent on all dutiable 50
per cent on all estates 87
per cent on all exports 152
per cent on all foreign 283
per cent on all freight 50
per cent on all imports 1327
per cent on all incomes 1080
per cent on all profits 159
per cent on all taxable 169
per cent on both imports 42
per cent on each occasion 60
per cent on his capital 1283
per cent on its average 155
per cent on its capital 2680
per cent on its present 49
per cent on its profits 65
per cent on net capital 49
per cent on net estates 114
per cent on net incomes 327
per cent on net profits 210
per cent on net taxable 51
per cent on new capital 55
per cent on one hundred 76
per cent on one occasion 74
per cent on this account 89
per cent on this capital 66
per cent or one hundred 98
per cent to one hundred 271
per folio of one hundred 394
per gram of any material 86
per gram of dry material 161
per gram of dry polymer 69
per gram of dry protein 123
per hour at any instant 97
per hour in ten seconds 49
per hour in this example 47
per hour in two seconds 115
per hour is not unusual 235
per hour of all persons 339
per hour of all workers 44
per inch of bit diameter 163
per month or per quarter 134
per month to all persons 69
per unit of area between 65
per unit of area covered 49
per unit of area depends 48
per unit of each product 1170
per unit of end product 133
per unit of heat content 51
per unit of his product 48
per unit of its product 171
per unit of its surface 91
per unit of leaf surface 374
per unit of net foreign 62
per unit of new capital 184
per unit of raw material 1640
per unit of real capital 255
per unit of that product 60
per week do you usually 153
per week in each subject 324
pet theory on this subject 47
pig iron as raw material 87
pig iron in this country 170
pig iron is being handled 107
pin came in and blocked 68
plea made on this occasion 48
poet born in this century 49
poet lies in his ability 47
poet whom he was charged 126
put away by her husband 797
put away in her drawers 42
put bars on our windows 82
put down at all hazards 305
put down at one hundred 97
put down by her husband 50
put down by his majesty 45
put down in his account 85
put down in his drawers 180
put down in his journal 161
put down in his private 49
put down in this country 102
put down my own thoughts 41
put down the jug alarmed 40
put down the new religion 49
put down to her account 95
put down to his account 288
put down to our account 75
put down to two factors 54
put feet to our prayers 89
put five or six thousand 70
put food in his stomach 96
put food in our bellies 106
put foot in our country 85
put forth by both parties 268
put forth in his article 44
put forth in his message 40
put forth in its revised 51
put forth in its support 50
put forth in that article 77
put forth in this article 289
put forth in this century 91
put forth in this chapter 1999
put forth in this country 208
put forth on that occasion 68
put forth on this occasion 147
put forth on this subject 677
put into an old garment 54
put into it and covered 46
put into it she trotted 60
put into my own language 44
put into rio for repairs 55
put into the bag together 282
put into the gas chamber 46
put into the hat certain 122
put into the new company 109
put into the new venture 40
put into the old bottles 224
put into the old garment 71
put into the raw material 55
put land to its highest 119
put last on our address 44
put many of them together 99
put most of his efforts 68
put most of its efforts 121
put most of our efforts 48
put paid to any attempt 48
put paid to any thoughts 67
put paid to his chances 129
put some of her thoughts 50
put some of his friends 45
put some of his spittle 50
put some of his thoughts 154
put some of that unworthy 53
put some of them together 162
put some of this material 40
put some of this mixture 40
put some of this together 69
put there by god himself 85
put there by its framers 59
put upon by any fallacy 235
put what he had written 74
