packed australia 42 packed military 44
person felicity 120 person employed 108
person employee 85 person banished 57
person depended 204 person employed 43
person entirely 49 person expected 327
person regarded 138 person original 89
person mischief 91 person purposes 614
person promotion 41 person antipathy 40
person interest 603 person authority 261
person business 72 person children 108
person intention 89 person interest 275
person personal 59 person narrowly 52
person recently 66 person accident 64
person audacity 75 person authority 242
person capacity 95 person direction 89
person intention 59 person interest 62
person original 111 person patience 53
person smallest 124 person strongest 68
person temerity 127 person abnormal 92
person absolute 42 person accident 73
person adequate 80 person attitude 46
person economic 50 person elevated 55
person emotional 96 person identity 74
person immediate 54 person infection 91
person interest 7744 person intimate 79
person objection 100 person unbroken 48
person appetite 46 person authority 335
person business 62 person capacity 98
person children 191 person domicile 64
person financial 56 person immediate 58
person intention 193 person interest 946
person personal 135 person problems 59
person property 103 person religious 77
person symptoms 80 person acquires 204
person acquired 45 person absolute 72
person approval 85 person attitude 72
person authority 1407 person capacity 890
person condition 74 person curiosity 52
person direction 60 person disorder 112
person immediate 287 person infection 57
person intention 88 person interest 137
person opposite 44 person original 187
person patience 65 person physical 155
person potential 324 person prisoner 43
person property 196 person relevant 98
person required 146 person smallest 58
person strongest 85 person symptoms 51
person temerity 72 person ultimate 173
person complete 45 person maintain 42
person struggle 53 person smallest 115
person affected 757 person arrested 44
person desirous 227 person directly 54
person disposed 92 person employed 180
person entitled 718 person expected 115
person inclined 103 person involved 131
person licensed 49 person regarded 81
person required 336 person selected 58
person specially 171 person summoned 56
person supposed 98 person employee 175
person employer 46 person constant 41
person distress 134 person domestic 40
person immediate 69 person occupier 88
person original 213 person physician 95
person exercise 67 person intention 54
person conflict 125 phased replaced 40
phased expected 125 phases observed 40
photon absorbed 63 photon absorbed 49
phrase regarded 55 phrase surprise 51
phrase replaced 42 phrase describe 44
picked infantry 64 pieces assigned 48
pieces combined 74 pieces obtained 80
pieces produced 97 pieces rearranged 59
pieces combined 58 pieces shepherd 96
pioneer conquest 42 piques presence 641
piston opposite 63 piston cylinder 98
piston cylinder 698 piston improper 41
piston connecting 259 piston cylinder 43
piston cylinder 108 placed foremost 58
placed district 60 placed approval 369
placed approval 242 placed estimate 90
places interest 137 places compared 46
places supplied 126 places children 122
places affected 107 places approval 99
places presents 46 places attitude 51
places interest 74 places imagined 107
places numerous 146 places business 83
places received 280 places estimate 201
plague industry 47 plague concerns 43
planning achieved 243 planning confined 116
planning divorced 275 planning entirely 108
planning expected 160 planning isolated 115
planning regarded 40 planning stressed 111
plants identify 47 plants operation 524
plants compared 55 plants expected 163
plants obtained 161 plants operated 61
plants patented 49 plants produced 111
plants regarded 61 plants nitrogen 45
plants operation 52 plants economic 44
plants interest 42 plants obtained 51
plants produced 78 plants utilized 51
plants produced 80 plates parallel 41
plates obtained 55 played children 94
played adroitly 57 played children 167
pleaded consider 50 pleaded continue 69
pleaded renounce 51 pleaded earnestly 56
pleaded consider 108 pleaded continue 189
pleaded postpone 91 pleaded remember 58
pleaded renounce 41 pleaded consider 55
pleaded continue 46 pleased theatrical 46
pleased attention 376 pleases ornament 49
pleases concerns 175 pledge personal 67
plunged enthusiasm 44 pocket suspense 68
pointing strangers 56 pointing benefits 45
pointing mistakes 46 pointing possible 61
pointing problems 49 pointing evidence 56
pointing adequate 58 pointing american 43
pointing electric 50 pointing contrast 87
pointing practice 238 pointing contains 88
pointing included 67 pointing involved 51
pointing involves 97 pointing provides 63
pointing required 44 pointing requires 46
pointing evidence 54 pointing abstract 49
pointing american 886 pointing analysis 103
pointing ancients 44 pointing apparent 62
pointing approach 69 pointing argument 239
pointing articles 48 pointing attitude 76
pointing audience 49 pointing authority 63
pointing benefits 79 pointing biblical 51
pointing boundary 40 pointing business 88
pointing capacity 42 pointing children 132
pointing christian 266 pointing colonies 48
pointing combined 46 pointing complete 44
pointing computer 51 pointing concepts 48
pointing condition 122 pointing conflict 83
pointing contract 243 pointing criminal 43
pointing critical 64 pointing cultural 62
pointing decisions 47 pointing direction 54
pointing distance 100 pointing district 125
pointing doctrine 158 pointing document 83
pointing dominant 57 pointing economic 169
pointing elements 59 pointing emphasis 66
pointing employer 55 pointing enormous 55
pointing essential 101 pointing evidence 285
pointing exception 42 pointing exclusion 55
pointing extension 57 pointing financial 76
pointing formation 83 pointing governor 142
pointing historian 43 pointing hospital 46
pointing immediate 86 pointing incident 45
pointing inclusion 47 pointing increased 132
pointing industry 133 pointing informer 42
pointing interest 117 pointing internal 51
pointing japanese 612 pointing judgment 73
pointing majority 495 pointing military 327
pointing minister 61 pointing ministry 81
pointing movement 122 pointing negative 43
pointing objection 58 pointing observed 105
pointing officers 42 pointing operation 78
pointing opposite 123 pointing ordinary 70
pointing original 810 pointing physical 109
pointing policies 44 pointing potential 132
pointing practice 197 pointing premises 47
pointing presence 310 pointing pressure 87
pointing prisoner 40 pointing problems 165
pointing property 65 pointing proposal 123
pointing proposed 644 pointing provision 99
pointing quantity 59 pointing questions 71
pointing railroad 49 pointing rationale 56
pointing reception 41 pointing reduction 189
pointing relations 63 pointing relative 102
pointing relevant 81 pointing religious 84
pointing republic 48 pointing security 56
pointing selection 68 pointing sentence 77
pointing sequence 45 pointing situation 469
pointing soldiers 70 pointing specific 116
pointing standard 238 pointing statutes 53
pointing struggle 91 pointing students 89
pointing supposed 244 pointing taxpayer 44
pointing tendency 105 pointing treatment 61
pointing trustees 42 pointing ultimate 139
pointing underlying 93 pointing universe 65
pointing validity 64 pointing interest 216
pointing penelope 46 points achieved 40
points compared 50 points directly 44
points expected 50 points observed 56
points obtained 138 points regarded 112
points resolved 94 points stressed 51
points exchanged 43 points consider 335
points remember 121 points possible 98
points notifies 153 points american 40
points adequate 118 points analysis 326
points argument 48 points enormous 40
points essential 138 points children 116
points recently 118 points believes 73
points received 41 points children 42
points american 147 points australia 134
points children 43 points contrast 1002
points describing 42 points developing 119
points discussing 43 points everyday 51
points japanese 66 points medieval 181
points ordinary 196 points practice 899
points response 54 points scotland 50
points contains 466 points includes 41
points involves 172 points probably 44
points provides 99 points requires 158
points evidence 111 points abolition 131
points absolute 202 points abstract 40
points academic 47 points accepted 52
points accounts 65 points accuracy 240
points activity 208 points american 1776
points analysis 456 points analytic 58
points ancients 285 points apostles 43
points apparent 522 points approach 340
points argument 1024 points assertion 127
points attempts 104 points attitude 464
points audience 229 points authority 275
points benefits 322 points biblical 422
points boundary 132 points bourgeois 44
points breakdown 43 points buddhist 197
points business 252 points campaign 44
points capacity 338 points cartesian 57
points category 121 points challenge 155
points chemical 189 points children 598
points christian 834 points churches 53
points citizens 51 points clinical 136
points clinician 40 points collapse 75
points combined 198 points commonly 41
points complete 119 points composer 56
points computer 248 points concepts 400
points condition 568 points conflict 310
points confucian 45 points confusion 230
points constant 128 points consumer 95
points contents 114 points continuing 43
points contract 286 points contrast 330
points converse 91 points criminal 129
points criterion 129 points critical 466
points critique 50 points cultural 470
points customer 46 points decisions 112
points decisive 91 points depiction 44
points deposits 42 points developing 50
points diagnosis 139 points diffusion 60
points direction 206 points director 56
points distance 226 points district 156
points doctrine 822 points document 157
points domestic 117 points dominant 562
points dramatic 135 points dynamics 52
points economic 1094 points educated 40
points education 220 points egyptians 226
points elements 370 points emotional 140
points emphasis 764 points employer 195
points enormous 53 points entrance 46
points erroneous 126 points essential 780
points evidence 1442 points evolution 360
points examples 105 points exclusion 200
points execution 44 points exercise 52
points expansion 230 points expected 63
points extension 226 points external 242
points feminist 124 points financial 216
points formation 504 points founders 93
points frequent 334 points functions 129
points governor 48 points historian 284
points hospital 51 points identity 118
points immediate 264 points implicit 58
points incident 131 points inclusion 232
points increased 478 points industry 222
points infection 86 points infinite 48
points informal 110 points inherent 54
points intention 169 points interest 388
points internal 278 points internet 290
points interval 64 points invention 139
points isolation 41 points japanese 1348
points judgment 140 points linguistic 170
points literary 276 points machines 43
points majority 2642 points marginal 151
points materials 120 points medieval 292
points metaphor 270 points migration 50
points military 504 points minister 41
points ministry 56 points mountain 48
points movement 734 points multiple 58
points narrator 378 points negative 382
points neurotic 46 points novelist 113
points numerous 118 points objection 164
points observed 216 points officers 52
points operation 260 points opposite 249
points ordinary 360 points organism 50
points original 2341 points parallel 91
points passages 61 points patients 48
points patterns 111 points personal 263
points physical 564 points physician 204
points pictures 57 points policies 106
points politics 122 points portrait 51
points positive 270 points possible 134
points potential 354 points powerful 40
points practice 1320 points presence 1958
points pressure 297 points prestige 43
points prevailing 269 points problems 872
points products 129 points progress 252
points property 173 points prophets 104
points proposal 186 points proposed 379
points prospect 67 points provision 372
points puritans 44 points quantity 280
points questions 197 points quotation 108
points rationale 52 points recovery 112
points reduction 402 points rejection 120
points relations 296 points relative 657
points relevant 189 points religious 478
points required 73 points response 274
points rhetoric 66 points sanskrit 61
points sciences 106 points scottish 61
points security 44 points selection 344
points semantic 127 points sentence 318
points separate 120 points sequence 276
points services 41 points severity 54
points simplest 115 points situation 1186
points socialist 104 points spaniards 50
points specific 427 points standard 607
points strategy 152 points strongest 114
points struggle 322 points students 336
points subjects 156 points supposed 228
points survival 114 points symbolic 194
points symptoms 322 points temporal 107
points tendency 808 points therapist 386
points tradition 432 points transfer 174
points treatment 327 points twentieth 43
points ultimate 724 points underlying 386
points universe 233 points validity 246
points variations 122 points velocity 65
points vertical 52 points construe 40
points interest 355 points achieved 91
points adjusted 40 points assigned 70
points exchanged 157 points improved 51
points included 46 points observed 60
points obtained 138 points redeemed 274
points resolved 119 points selected 107
points included 67 points mentioned 60
points regarded 69 points relevant 69
police arrested 43 police expected 240
policy authority 46 policy intention 47
policy premiums 89 policy district 50
policy remedies 107 policy accepted 54
policy achieved 285 policy analyzed 45
policy answered 102 policy assessed 91
policy assigned 157 policy canceled 197
policy confined 90 policy defended 100
policy designed 70 policy dictated 46
policy directed 48 policy directly 80
policy disputed 48 policy divorced 398
policy enforced 214 policy entirely 64
policy examined 59 policy excluded 62
policy executed 61 policy expected 355
policy extended 61 policy followed 173
policy inferred 70 policy isolated 139
policy obtained 40 policy properly 135
policy regarded 264 policy resolved 73
policy increased 66 policy assigned 102
policy possible 41 policy approval 88
policy interest 46 policy expected 56
policy followed 102 policy potential 151
policy continue 62 policy absolute 72
policy business 60 policy complete 127
policy conquest 57 policy economic 40
policy expansion 54 policy isolation 69
policy resolute 50 policy watchful 41
poorer children 50 poorer controls 48
poorer patients 76 portion taxpayer 91
portion attained 51 posted brocaded 45
poster american 95 potent surmount 42
pounds expected 45 pounds annually 128
poured crystals 92 poured sediment 496
poured troubles 71 poured affection 56
poured patriotic 57 poured treasures 57
poured remission 148 poured salvation 64
powers entailed 48 powers purposes 182
powers narrowly 53 powers accepted 44
powers compared 116 powers employed 62
powers enlarged 62 powers expected 102
powers extended 74 powers obtained 48
powers regarded 65 powers purposes 46
powers ascribed 84 powers asserted 64
powers attained 51 powers obtained 68
powers disposed 40 praise accorded 485
praise bestowed 1632 praise extended 80
praise benefits 85 praise presence 98
praise innocent 83 praise splendor 122
praise psaltery 1334 praise accorded 230
praise bestowed 739 praise goodness 392
praise psaltery 293 praise remember 142
prayed accounting 63 prayed touchingly 124
prayed maintain 57 prayer misdeeds 90
prayer answered 96 prayer authority 44
prayer gentiles 128 prayer answered 40
pretty operation 65 prices maintain 40
prices academic 66 prices calendar 66
prices continue 87 prices accurate 46
prices flexible 54 prices reported 59
prices marginal 63 prices maximize 44
prices achieved 46 prices adjusted 85
prices ascribed 58 prices compared 101
prices directly 73 prices expected 251
prices forecast 55 prices increased 186
prices negative 92 prices observed 87
prices obtained 180 prices produced 40
prices regarded 78 prices products 122
prices consumer 40 prices obtained 143
prices afforded 60 prices expected 89
prices obtained 445 prices expected 57
priest obtained 78 priest ordained 45
priest required 134 priest benefice 56
priest officiate 94 priest exorcise 60
prince recently 41 prince watchful 43
prince smallest 44 prison possible 51
probes inserted 83 prodding forefinger 41
profit achieved 41 profit expected 90
profit increased 92 profit obtained 88
profit regarded 40 profit obtained 61
profit achieved 136 profit expected 182
profit obtained 837 profit expected 106
profit obtained 67 prompt password 287
prompt required 41 proper interest 58
proper purposes 128 proper remember 121
proper consider 79 proper continue 158
proper exercise 60 proper negotiate 56
proper consider 89 proper continue 54
proper consider 229 proper continue 91
proper contents 41 proper assembly 57
proper exercise 154 proper embroiling 49
proton electric 69 proved actually 58
proved possible 178 proved exception 42
proved maintain 64 proved overcome 41
proved withstand 189 proved treatment 53
proves possible 150 public entitled 106
public accessed 109 public obtained 60
public attended 45 public proceeds 104
public achieved 70 public deprived 59
public excluded 94 public expected 2029
public informed 40 public supposed 120
public interest 148 public smallest 51
public parochial 92 public identity 80
public maritime 51 public practice 80
public purposes 84 public deceived 55
public tendency 46 public servants 61
public distinct 40 public property 137
public purposes 49 public affected 231
public expected 46 public officers 257
pulled backward 48 pulled emotional 56
pulled stitches 46 pulled contents 244
pulled handfuls 88 pulpit cathedral 48
pulses detected 42 pulses palpated 85
pulses palpable 82 punish suspicion 57
punish audacity 51 punish electric 40
punish innocent 62 punish infinite 44
punish contempt 86 punish innocent 42
punish infinity 70 punish severity 61
pupils discover 98 pupils expected 317
pupils grammars 50 pupils intention 79
pupils admitted 59 purest obtained 96
purest procured 41 purity achieved 62
purity attained 111 purity imagined 53
purity obtained 114 purity achieved 90
purity obtained 77 pursue doubtful 91
pursue personal 50 pursue severest 40
purvey nourishing 47 pushed platform 49
pushed pavement 46 pushed platform 96
pushed sidewalk 93 pushed opposite 82
