pains rewarded 42 panic confined 113
people stricken 43 people stripped 97
people struggling 82 people students 94
people suddenly 73 people summoned 148
people supporting 72 people swindled 45
people threatened 57 people tortured 347
people trampled 49 people unjustly 124
people uprooted 317 people violently 46
people suddenly 81 people violently 53
people business 83 people finished 157
people received 58 people recently 64
people returned 102 people suffered 50
people children 94 people property 47
people fortunes 82 people mistakes 68
people education 44 people whatever 105
people asserted 156 people occupied 74
people recently 497 people education 43
people agreeable 42 people problems 60
people suffered 69 people believed 71
people attention 61 people salaries 177
people programs 60 people happened 138
people children 116 people services 45
people products 166 people services 321
people languages 102 people products 105
people services 127 people services 51
people computer 140 people products 47
people services 63 people children 40
people problems 45 people anywhere 41
period purposes 76 period complete 56
period numerous 91 period detected 72
period recorded 51 period reported 47
period extended 108 period american 133
period expected 90 period admitted 112
period supposed 99 period mentioned 91
period referred 45 period reviewed 59
period received 51 period admitted 129
phase observed 145 phase reported 62
phase transfer 152 phasing gasoline 47
phloem excretion 96 phone purchase 40
piece magazine 62 piece penknife 66
piece affected 143 piece rehearsal 60
piety rewarded 48 pilot assigned 53
pilot captured 102 pilot returned 54
place divinely 41 place emphasis 914
place suspicion 61 place deserted 74
place assigned 46 place mentioned 44
place occupied 95 place procured 47
place properly 40 place supplied 98
place occupied 44 place allotted 68
place assigned 160 place occupied 350
place prepared 279 place promised 46
place provided 74 place reserved 125
place selected 185 place accorded 53
place allotted 75 place assigned 150
place occupied 52 place prepared 170
place churches 51 place occupied 52
place children 58 place conveyed 50
place occupied 48 place unwisely 95
place defended 53 placing emphasis 127
plain speeches 55 plain furiously 239
plain intended 96 plain prepared 47
plain acquired 129 plane hijacked 92
plane vertical 48 plans advanced 57
plans operation 200 plans practice 147
plans business 58 plans approved 80
plans approved 99 plans initiated 40
plans prepared 291 plans proposed 244
plant purposes 42 plant operated 58
plant recorded 50 plant attacked 48
plant deprived 44 plant selected 40
plant operation 1125 plate opposite 41
plate parallel 111 playing farewell 80
playing concerto 112 playing daughter 45
plays produced 302 plays didactic 72
please macerate 51 plied questions 47
plied questions 95 plied questions 182
plied questions 146 poetry obviously 48
poetry produced 45 poetry produced 43
point distance 63 point numerous 57
point doubtful 52 point probable 51
point involved 47 point answered 47
point answered 101 point directly 106
point examined 83 point mentioned 102
point observed 50 point produced 57
point properly 83 point resolved 59
point stressed 115 point verified 53
point condition 101 point condition 64
point instance 160 point american 119
point children 281 point elements 93
point families 41 point patients 192
point problems 98 point students 154
point children 152 point patients 127
point students 104 point children 196
point elements 97 point patients 133
point scholars 147 point students 131
point evidence 93 point policies 108
point problems 130 point programs 155
point questions 111 point analysis 49
point approach 124 point children 49
point subjects 46 point benefits 100
point children 252 point concepts 131
point elements 99 point equations 49
point examples 217 point officers 131
point patients 147 point patterns 100
point policies 98 point problems 414
point programs 130 point questions 197
point services 41 point students 89
point symptoms 136 point entities 128
point happened 132 point children 56
point students 40 point children 258
point opponent 46 point attained 47
point entirely 105 point advanced 41
point disputed 52 point implicit 67
point mentioned 198 point referred 71
point stressed 298 point insulted 42
point prepared 45 point remember 55
point yourself 186 pokey yourself 142
polar tropical 126 pound mentioned 78
power relevant 59 power dangerous 40
power purposes 88 power purposes 44
power bequeathed 288 power delicate 46
power authority 54 power extended 68
power purposes 40 power absolute 49
power properly 52 power restored 64
power achieved 53 power confined 48
power employed 42 power entirely 57
power followed 75 power seriously 61
power increased 180 power american 133
power delegate 56 power entitled 45
power achieved 60 power bequeathed 60
power promised 46 power unleashed 73
power achieved 63 power acquired 65
power bestowed 93 power confided 69
power expended 67 power replaced 75
power engenders 42 power acquired 245
power absolute 162 power complete 48
power executed 113 prays upturned 40
press agencies 47 press commence 77
press invented 93 press questions 52
press operation 83 price relevant 41
price felicity 42 price consumed 59
price increased 175 price articles 44
pride triumphs 87 print pressure 83
prism parallel 108 prism parallel 54
proof obtained 58 proof forthcoming 137
proof obtained 115 proof produced 88
proof provided 48 proof advanced 45
proof forthcoming 41 proof obtained 152
proof produced 123 proof actually 40
proof embraced 48 proof received 115
proof suffered 59 proof actually 204
proof composed 113 proof destined 53
proof employed 48 proof entitled 59
proof ignorant 49 proof inspired 42
proof intended 142 proof involved 51
proof mistaken 40 proof prepared 72
proof rendered 60 proof continue 41
proof actually 40 proof received 50
proof disposed 77 prove questions 832
prove achieved 51 prove acquired 70
prove actually 200 prove adequate 41
prove complied 56 prove followed 42
prove obtained 43 prove received 135
prove suffered 170 prove business 58
prove invention 111 prove actually 241
prove citizens 87 prove composed 90
prove deceived 40 prove employed 88
prove entitled 186 prove impotent 146
prove innocent 108 prove intended 85
prove mistaken 194 prove otherwise 48
prove regarded 49 prove beautiful 144
prove actually 73 prove mistaken 60
proving actually 42 proxy soliciting 130
proxy soliciting 196 putting confusion 50
putting practice 56 putting emphasis 57
putting practice 69 putting respects 99
putting practice 40 putting occurred 262
putting execution 197 putting breeches 78
