cafe open 58 cage tied 40
clear like 118 clear want 63
clear have 46 clear what 51
clear what 69 clear your 49
clod call 50 clod hand 48
cloth over 53 cloth away 63
cloth over 111 cloth hand 42
club were 85 club hand 108
clung till 127 clung soul 69
coal years 46 coal used 42
coal pool 55 coat were 58
coat hanging 53 coat worn 57
coat over 42 coat hand 179
cock what 64 code very 85
code acid 1034 code acid 919
code acid 1364 code acid 117
code been 102 code have 41
code like 110 code will 120
coding acid 83 coding acid 354
coil plug 45 cold into 47
cold find 46 cold from 51
cold were 56 cold were 41
cold were 89 cold iron 40
cold taps 159 cold were 53
cold feel 67 cold during 52
cold have 42 cold were 44
cold down 106 colt into 48
colt been 125 colt been 198
colt upon 45 comb hair 82
come coming 458 come have 84
come among 44 come have 61
come pass 432 come only 53
come only 67 come away 50
come from 164 come from 42
come till 61 come ever 53
come from 47 come even 46
come from 63 come like 99
come some 68 come when 98
come away 98 come fair 58
come like 1178 come their 41
come over 57 come some 71
come time 56 come over 123
come there 57 come door 47
come from 50 come like 55
come away 73 come have 177
come have 88 come have 16217
come wish 70 come have 1013
come even 89 come into 153
come over 137 come from 77
come full 420 come full 40
come from 53 come step 80
come away 49 come from 94
come years 48 come from 46
come army 102 come from 130
come crop 136 come your 47
come only 44 coming rise 501
coming their 281 coming half 44
coming week 93 coming have 112
coming have 85 coming till 50
coming last 44 coming into 50
coming when 50 coming army 67
cool from 50 cool days 66
cool hand 151 coot were 59
cope their 41 cope work 48
cord length 40 cord hand 80
cork were 44 corn come 49
corn upon 53 corn from 41
cost must 47 cost into 49
cost when 75 cost into 148
cost hand 118 cost army 48
cost more 195 cost have 105
cost have 95 cost into 43
cows cost 71 cram into 183
cream well 43 cream bowl 146
crew have 56 crying down 52
crying when 64 cure ills 44
cure ills 648 cure ills 287
cure ills 52 cure ails 42
cure evil 47 cure their 82
cuts hand 376 cuts from 45
