vain against one resolute 47
very rapidly and suddenly 51
very rapidly and therefore 242
very rapidly with altitude 130
very rapidly with distance 2466
very rapidly with increased 290
very rapidly with increases 92
very rapidly with pressure 117
very rapidly with wavelength 137
very rational and probable 55
very rational and sensible 66
very rational and suitable 52
very reactive and combines 64
very reactive and therefore 87
very reactive and unstable 122
very readable and accurate 72
very readable and complete 58
very readable and contains 95
very readable and luminous 92
very readable and provides 46
very readable and valuable 111
very reassuring and comforting 92
very refined and agreeable 40
very refined and beautiful 147
very refined and cultured 83
very refined and delicate 166
very refined and polished 45
very regular and beautiful 295
very regular and cheerful 42
very regular and complete 98
very regular and constant 147
very regular and distinct 93
very regular and frequent 43
very regular and handsome 65
very regular and punctual 95
very regular and somewhat 59
very regular and straight 40
very regular and unbroken 59
very relaxed and cheerful 40
very relaxed and friendly 262
very relaxed and informal 278
very reliable and accurate 345
very reliable and valuable 54
very reliable for predicting 43
very restful and delicious 89
very restful and satisfying 89
very retired and romantic 42
very retired and secluded 74
very retired and solitary 48
very reverse has happened 133
very reverse has occurred 53
very rewarding and challenging 86
very rewarding and fulfilling 106
very rewarding and satisfying 285
very rightly and properly 171
very selfish and headstrong 50
very service and condition 60
very shallow and dangerous 105
very shallow and therefore 68
very sharply and earnestly 117
very sharply and severely 86
very sharply and suddenly 83
very sharply with distance 42
very silence and solitude 123
very silence being punished 106
very silence was eloquent 99
very similar and consists 44
very similar and indicate 97
very similar and parallel 139
very similar and possibly 72
very similar and probably 230
very similar and resemble 40
very similar and somewhat 49
very similar and therefore 306
very similar but distinct 99
very similar but slightly 260
very similar but somewhat 125
very similar for children 66
very similar had happened 78
very similar has happened 119
very sincere and attached 60
very sincere and constant 52
very sincere and friendly 53
very sincere and grateful 123
very sincere and heartfelt 129
very sincere and intimate 43
very sincere and obedient 164
very sincere and profound 56
very sincere and religious 94
very skilful and accurate 49
very skilful and diligent 129
very slender and beautiful 77
very slender and delicate 536
very slender and elongated 837
very slender and flexible 220
very slender and graceful 246
very slender and numerous 42
very slender and slightly 73
very slender and somewhat 129
very slender and straight 260
very slender and threadlike 102
very slender and womanish 58
very sociable and agreeable 170
very sociable and friendly 548
very sociable and sensible 49
very sociably and cheerily 91
very sociably with augustus 125
very sociably with philemon 114
very solidly and sensibly 58
very soluble and therefore 67
very spacious and beautiful 345
very spacious and handsome 478
very spacious and splendid 52
very specious and probable 171
very stately and beautiful 243
very stately and courteous 120
very stately and graceful 82
very stately and handsome 135
very stately and majestic 75
very steadily and seriously 53
very strongly and directly 78
very strongly and earnestly 78
very strongly that american 83
very strongly that children 142
very strongly that education 53
very strongly that everyone 79
very strongly that students 60
very strongly that whatever 83
very studies are poisoned 168
very studious and diligent 59
very summary and decisive 43
very superior and agreeable 55
very sweetly and tenderly 53
very swiftly and silently 40
very swiftly and suddenly 42
very swollen and inflamed 119
very tallest and broadest 46
very tangible and concrete 199
very tangible and definite 40
very tangible and immediate 63
very thankful and grateful 110
very thankful and relieved 47
very thorough and accurate 215
very thorough and complete 621
very thorough and convincing 76
very thorough and critical 153
very thorough and detailed 591
very thorough and impartial 45
very thorough and includes 50
very thorough and profound 48
very thorough and prolonged 87
very thorough and rigorous 62
very thorough and specific 62
very thorough and valuable 89
very thoughts and purposes 293
very threatening and dangerous 58
very touched and grateful 60
very unhappy and confused 137
very unhappy and critical 41
very unhappy and lonesome 43
very unhappy and restless 75
very unhealthy and dangerous 52
very unhealthy for europeans 191
very unhealthy for strangers 53
very uniform and constant 87
very unusual and beautiful 184
very unusual and compelling 101
very unusual and dangerous 47
very unusual and original 73
very unusual and probably 68
very unusual and somewhat 83
very unusual and surprising 54
very unusual and therefore 51
very unusual and unlikely 53
very unusual and valuable 43
very unusual for children 86
very unusual for patients 72
very unusual had happened 240
very unusual had occurred 194
very unusual has happened 132
very unworthy his uncommon 108
very upright and conscious 122
very upright and graceful 42
very upsetting for everyone 48
very useless and dangerous 59
very variable and probably 52
very variable and therefore 76
very variety and piquancy 55
very visible and dramatic 67
very visible and powerful 54
very visible and therefore 63
very wakeful and vigilant 49
very warlike and powerful 73
very warlike and reckless 43
very weakness that betrayed 62
very welcome and valuable 58
very welcoming and friendly 103
very worried and confused 91
very worried and troubled 41
veto message was received 280
vice consuls and consular 150
vice premier and chairman 66
vice premier and minister 746
vice provost for academic 142
vice provost for minority 47
video cameras and computer 251
video cameras and monitors 611
video cameras and playback 51
video cameras and portable 50
video cameras are equipped 52
video capture and playback 362
video display and keyboard 334
video monitor and keyboard 47
video monitor and recorded 49
video monitor that displays 140
video recording and analysis 101
video recording and computer 115
video recording and playback 1277
video screens and computer 108
video signals are combined 62
video signals are produced 49
video signals are recorded 195
video storage and playback 96
view assumes that children 60
view because they believed 42
view demands that justices 91
view directs our attention 77
view everything and everyone 42
view everything that happened 43
vile bohemian was admitted 84
vile passions and perverse 81
void against any creditor 86
void because not executed 43
void fraction and pressure 268
void fraction and velocity 64
volt systems are standard 41
vote against all military 124
vote against all property 189
vote against any extension 97
vote against any proposal 353
vote against any proposed 70
vote against his judgment 380
vote against his landlord 149
vote against his opponent 106
vote against his proposal 112
vote against this proposal 596
vote because they believed 67
vote tonnage and poundage 63
voting against any proposal 86
voting behavior and economic 53
voting behavior and elections 72
voting behavior and partisan 108
voting control and interest 47
voting records and campaign 48
voting tonnage and poundage 46
