if accused upon vehement 48
in answering exam questions 57
in answering many questions 442
in answering other questions 293
in answering some questions 403
in answering such questions 3529
in answering test questions 437
in answering their children 66
in answering their questions 989
in answering these problems 63
in answering these questions 12695
in answering those questions 819
in answering three questions 103
in answering your questions 931
in arresting their attention 73
in arresting their progress 170
in arterial wall thickness 113
in asphalt paving mixtures 64
in asserting their authority 585
in asserting their autonomy 124
in asserting their cultural 47
in asserting their identity 104
in asserting their personal 56
in asserting their presence 52
in assessing health problems 45
in assessing such property 51
in assessing their children 69
in assessing their economic 63
in assessing their patients 54
in assessing their personal 66
in assessing their potential 250
in assessing their problems 50
in assessing their progress 153
in assessing their readiness 48
in assessing their relative 228
in assessing their situation 80
in assessing their students 107
in assessing their validity 94
in assessing these patients 161
in assessing these problems 47
in assessing what happened 43
in assessing young children 256
in assessing your situation 48
in assisting their children 367
in assisting their husbands 72
in assisting their patients 63
in assisting their students 70
in assisting these children 77
in assisting these patients 50
in assisting these students 57
in assisting young children 62
in attaching such document 104
in attacking other problems 70
in attacking such problems 149
in attacking their problems 128
in attacking these problems 320
in attacking these questions 40
in attacking those problems 70
in attacking those redoubts 77
in attaining some specific 47
in attaining their immediate 51
in attaining their personal 79
in attaining their proposed 54
in attaining their purposes 66
in attaining these laudable 40
in attaining these purposes 50
in attending these lectures 52
in average good condition 48
in awakening much interest 53
in awakening their enthusiasm 88
in awakening their interest 70
in awakening your children 103
in balancing their accounts 101
in balancing their probable 64
in baptizing their children 64
in barbara maria stafford 59
in beginning reading materials 329
in beginning reading programs 175
in behavior among children 47
in behavior from situation 48
in behavior have occurred 98
in behavior were observed 184
in behavior when compared 55
in beholding many helpless 76
in beholding such recreation 45
in benefit cost analysis 244
in bestowing such eulogies 78
in bestowing these embraces 295
in bettering race relations 50
in bettering their condition 649
in bettering their economic 79
in between other projects 103
in between seeing patients 105
in between such extremes 172
in between their husbands 91
in between these episodes 200
in between these examples 48
in between these extremes 12763
in between these positions 395
in between those extremes 1120
in between those obtained 89
in between your eyebrows 50
in between your shoulder 170
in biopsies from patients 511
in bipolar mood disorder 152
in blocked bank accounts 62
in bondage will continue 169
in booklet form entitled 40
in borrowing from financial 40
in britain during holocene 104
in britain from australia 44
in britain have accepted 43
in britain have acquired 41
in britain have actually 44
in britain have declined 64
in britain have followed 55
in britain have included 86
in britain have increased 189
in britain have occurred 53
in britain have produced 140
in britain have provided 68
in britain have received 64
in britain have recently 152
in britain have remained 98
in britain have resulted 44
in britain have suffered 60
in britain must therefore 54
in britain were actually 58
in britain were affected 52
in britain were american 71
in britain were designed 58
in britain were employed 126
in britain were expected 52
in britain were imported 101
in britain were inclined 42
in britain were involved 47
in britain were prepared 89
in britain were probably 158
in britain were produced 44
in britain were provided 86
in britain were recalled 41
in britain were recorded 52
in britain were regarded 74
in britain were reported 75
in britain were required 63
in britain were somewhat 46
in britain when compared 72
in britain will continue 136
in britain will probably 75
in british army uniforms 228
in british home politics 46
in british india amounted 56
in british india declined 50
in british india increased 118
in british north american 1694
in british race relations 272
in british road services 81
in british show business 60
in bullets over broadway 198
in canadian voting patterns 54
in capital gain property 335
in capital gain treatment 240
in capital loss treatment 40
in capital plus reserves 222
in capital plus retained 318
in capitol hill politics 64
in capturing media attention 63
in capturing their attention 88
in capturing their interest 45
in carload lots directly 45
in castile were elevated 83
in caustic soda solutions 228
in cementing good relations 67
in central asian languages 133
in central asian politics 338
in central bank deposits 41
in central bank discount 71
in central bank interest 64
in central bank monetary 42
in central bank policies 42
in central bank reserves 552
in central city locations 361
in central cord syndrome 101
in central java province 106
in central north carolina 2271
in central south australia 175
in central south carolina 617
in central vein occlusion 300
in certain areas adjacent 55
in certain areas affected 49
in certain areas compared 54
in certain areas provided 55
in certain areas requires 42
in certain asian cultures 80
in certain bank accounts 90
in certain body cavities 46
in certain body functions 41
in certain body positions 123
in certain cell cultures 104
in certain core subjects 47
in certain data processing 42
in certain early christian 72
in certain farm products 44
in certain food elements 41
in certain food processing 46
in certain food products 368
in certain fringe benefits 52
in certain great families 83
in certain health problems 45
in certain high quarters 525
in certain more advanced 125
in certain more specific 58
in certain north american 1254
in certain other abnormal 46
in certain other american 42
in certain other articles 58
in certain other branches 181
in certain other chapters 64
in certain other clinical 65
in certain other colonies 74
in certain other contexts 459
in certain other counties 203
in certain other cultural 53
in certain other cultures 351
in certain other developing 54
in certain other economic 41
in certain other elements 95
in certain other essential 41
in certain other examples 63
in certain other families 81
in certain other functions 66
in certain other languages 448
in certain other locations 152
in certain other materials 63
in certain other passages 216
in certain other patients 67
in certain other physical 69
in certain other positions 265
in certain other problems 72
in certain other products 70
in certain other quarters 293
in certain other questions 41
in certain other relations 192
in certain other religions 66
in certain other respects 4101
in certain other segments 48
in certain other socialist 47
in certain other solvents 101
in certain other specific 109
in certain other subjects 223
in certain other tropical 59
in certain other variables 62
in certain other villages 55
in certain rare minerals 117
in certain salt solutions 106
in certain south american 896
in certain ugly quarrels 53
in certain very abstract 55
in certain very definite 244
in certain very probable 46
in certain very specific 454
in certain ways resemble 74
in certain ways whatever 103
in certain word positions 109
in chapter five concerning 53
in chapter five provides 41
in chapter five suggests 56
in chapter four concerning 58
in chapter four indicate 54
in chapter four provides 67
in chapter four suggests 69
in chapter three concerning 105
in chapter three indicate 61
in chapter three provides 60
in chapter three suggests 111
in charges when immediate 41
in chicago during december 58
in chicago during february 59
in chicago during november 53
in chicago from december 51
in chicago from february 50
in chicago from november 79
in chicago have recently 42
in chicago last december 69
in chicago last november 80
in chicago were arrested 45
in chicago were involved 47
in chicago were reported 44
in chicago when suddenly 45
in chinese chan buddhism 163
in chinese folk medicine 197
in chronic health problems 190
in chronic heart overload 61
in chronic heavy drinkers 129
in chronic iron overload 168
in chronic pain patients 5976
in chronic pain problems 77
in chronic pain syndrome 328
in chronic pain treatment 656
in climate have affected 42
in climate have occurred 191
in closely held business 758
in closely knit families 167
in coastal areas affected 44
in coastal north carolina 2245
in coastal south australia 53
in coastal south carolina 1734
in coconut milk essential 125
in college health services 87
in college reading programs 84
in college will continue 54
in college will probably 48
in colonial north american 43
in colonial north carolina 4394
in colonial south australia 224
in colonial south carolina 11362
in columbia south carolina 51
in combating these problems 147
in combining ideas suffices 46
in combining these elements 144
in comparing data obtained 77
in comparing their equality 150
in comparing their relative 89
in comparing their situation 68
in competing risk analysis 63
in compiling these articles 44
in complex finger movement 56
in complex flow patterns 47
in complex food matrices 71
in complex media containing 157
in composing these chapters 40
in computing cost depletion 102
in computing cost recovery 51
in computing these averages 107
in computing your adjusted 85
in concealing their identity 109
in concealing their treasures 102
in confining their attention 148
in congress during washington 49
in congress from arkansas 177
in congress from december 140
in congress from delaware 158
in congress from fourteen 44
in congress from illinois 488
in congress from kentucky 484
in congress from louisiana 230
in congress from maryland 311
in congress from michigan 185
in congress from missouri 338
in congress from nebraska 46
in congress from washington 54
in congress have proposed 119
in congress have secretly 41
in congress more urgently 64
in congress over questions 45
in congress upon financial 62
in congress were directed 45
in congress were enjoined 45
in congress were outraged 94
in congress were prepared 117
in congress were resolved 42
in congress were therefore 52
in congress will hereafter 40
in congress will probably 48
in contact during exposure 43
in contact lens patients 77
in contact lens practice 1187
in contact lens solutions 359
in contact were friendly 52
in contact were settlers 41
in contact will continue 40
in content from directly 91
in control over economic 54
in control when valuable 46
in conveying their messages 114
in conveying these messages 58
in conveying your prisoner 63
in coronal mass ejections 328
in correct time sequence 79
in council having received 56
in council made pursuant 352
in council make provision 348
in council were detained 107
in council were withdrawn 88
in council when informed 83
in council will perceive 273
in country life magazine 127
in country living magazine 83
in country risk analysis 188
in covered cups containing 46
in cramped living quarters 117
in crediting their relations 44
in crowded city quarters 111
in crowded living quarters 187
in culture have provided 74
in culture media containing 844
in culture when compared 56
in current bank accounts 109
in current cost accounting 295
in current life situation 49
in current north american 121
in current test programs 143
in custody till catiline 78
in cypress hill cemetery 82
in cypress lawn cemetery 66
in damages plus interest 101
in debates over american 135
in debates over economic 104
in debates over education 67
in debates over military 56
in debates over religious 40
in debugging other routines 63
in debugging your programs 42
in decision making concerning 1080
in decision making concerns 41
in decision making contexts 54
in decision making enhances 110
in decision making improves 51
in decision making increased 186
in decision making increases 538
in decision making involves 135
in decision making pertaining 97
in decision making positions 625
in decision making problems 78
in decision making provides 69
in decision making reflects 43
in decision making relative 179
in decision making relevant 66
in decision making requires 183
in decision making suggests 54
in decision making whenever 112
in decision tree analysis 162
in decision tree induction 288
in declaring their intention 92
in deepening their channels 45
in defending their american 64
in defending their authority 84
in defending their autonomy 89
in defending their children 111
in defending their decisions 56
in defending their economic 84
in defending their families 96
in defending their homeland 204
in defending their mountain 50
in defending their outworks 111
in defending their policies 48
in defending their positions 325
in defending their property 286
in defending their religious 72
in defending their villages 145
in defined media containing 111
in defraying such expenses 46
in defraying their expenses 77
in degrees duly adjusted 144
in degrees from vertical 54
in demanding from istanbul 73
in demanding more moderate 66
in demanding their immediate 49
in demanding wage increases 118
in density were observed 52
in density when compared 54
in denture base materials 75
in denture base polymers 52
in departing from tradition 40
in depriving their children 55
in descent from governor 83
in descent from heracles 69
in descent from hercules 351
in descent from nicholas 47
in deserving your contempt 48
in designing cost accounting 72
in designing health promotion 65
in designing such machines 41
in designing such networks 43
in designing such programs 116
in designing their policies 40
in designing their products 147
in designing their programs 224
in designing their projects 60
in designing these programs 106
in designing your concepts 42
in designing your database 57
in designing your personal 45
in despair when suddenly 89
in detailing what inferred 82
in detecting their presence 159
in detecting these problems 47
in detecting those patients 44
in devouring their contents 238
in diabetic foot infection 125
in diagnosing early prostate 52
in diagnosing reading problems 71
in diagnosing their patients 40
in diagnosing their problems 60
in diagnosing these injuries 57
in diagnosing these patients 46
in diagnosing these problems 51
in dialogue form entitled 45
in diameter were attached 147
in diameter were detected 166
in diameter were employed 135
in diameter were examined 41
in diameter were excluded 46
in diameter were included 64
in diameter were inserted 124
in diameter were machined 65
in diameter were observed 694
in diameter were obtained 287
in diameter were prepared 227
in diameter were produced 238
in diameter were provided 41
in diameter were recorded 75
in diameter were reported 58
in diameter were selected 119
in diameter were uprooted 63
in diameter when compared 90
in diameter when examined 55
in diameter when expanded 131
in diameter when finished 56
in diameter when inflated 322
in diameter will probably 47
in digital audio processing 53
in digital data processing 276
in digital form directly 74
in digital form requires 107
in digital form suitable 50
in directing more attention 50
in directing their attention 814
in directing their children 173
in directing their energies 160
in directing your attention 298
in diseases like pneumonia 56
in disgust from politics 81
in dispute among scholars 260
in dispute were adjusted 142
in dispute were amicably 51
in dispute were referred 426
in distant radio galaxies 191
in diverse north american 74
in diverting their attention 190
in dollars have increased 54
in ductile single crystals 135
in duration were produced 133
in duration when compared 60
in educating poor children 312
in educating their children 4178
in educating their patients 88
in educating their students 373
in educating these children 174
in educating these students 67
in educating young children 245
in educating your children 140
in effecting their entrance 80
in effecting their purposes 84
in effecting these purposes 101
in elastic wave scattering 115
in elderly male patients 235
in elderly male subjects 97
in eliciting early imitation 141
in employing their services 53
in endless great hilarity 68
in enforcing laws disliked 65
in enforcing such decisions 41
in enforcing their authority 140
in enforcing their counsels 70
in enforcing their decisions 106
in enforcing their execution 60
in enforcing these policies 58
in enforcing these statutes 51
in enhancing food security 62
in enhancing their capacity 78
in enhancing their children 83
in enhancing their economic 58
in enhancing their personal 69
in enhancing their prestige 42
in enhancing your physical 74
in enlarging their dominions 43
in enlisting their services 51
in enriching prior purposes 46
in enriching their families 50
in enrolling their children 207
in equally fine condition 70
in equally good condition 1425
in equally poor condition 118
in essence only sanctions 111
in essence what happened 141
in european bank accounts 108
in european folk medicine 210
in european folk tradition 72
in european union politics 336
in everything else concerning 71
in everything else disposed 56
in everything else pertaining 138
in everything from accounting 145
in everything from business 504
in everything from children 71
in everything from computer 200
in everything from consumer 65
in everything from economic 54
in everything from education 188
in everything from engineering 57
in everything from football 69
in everything from japanese 41
in everything from medicine 90
in everything from military 79
in everything from personal 91
in everything from physical 42
in everything from politics 248
in everything great cheapness 46
in exactly their original 324
in exactly those positions 59
in exactly those respects 126
in exactly what capacity 268
in exactly what direction 284
in exactly what respects 188
in examining more minutely 110
in examining some pictures 88
in examining such questions 55
in examining their contents 45
in examining these passages 45
in examining these patients 62
in examining these problems 81
in examining these questions 136
in examining these whenever 64
in examining what happened 46
in examining young children 55
in examining your comforts 76
in exchange other property 62
in exchange rate parities 79
in exchange rate policies 337
in exchange such articles 105
in exchanging their products 90
in excised root segments 55
in excluding from evidence 140
in excluding other diagnoses 134
in excluding other possible 50
in excluding such evidence 147
in executing their commands 54
in executing their functions 76
in executing their projects 64
in executing these commands 165
in executing these functions 59
in executing these policies 62
in executing these projects 84
in executing those policies 61
in executing your commands 98
in exhaust back pressure 177
in expanding health services 47
in expanding their business 737
in expanding their capacity 101
in expanding their economic 136
in expanding their horizons 120
in expanding their military 49
in expanding their presence 41
in expanding their programs 45
in expanding their services 102
in expanding your business 173
in expanding your horizons 49
in expelling their contents 42
in exploring such questions 94
in exploring their potential 45
in exploring these problems 68
in exploring these questions 216
in exporting their products 481
in exporting these products 75
in exports from developing 178
in extending health services 71
in extending their authority 279
in extending their business 201
in extending their clemency 49
in extending their commerce 98
in extending their dominions 120
in extending their services 135
in extending these concepts 44
in extending your physical 135
in extreme cold climates 44
in factory cost accounting 157
in factual data included 42
in faintly acid solutions 164
in fastening their attention 47
in fatigue life compared 42
in febrile young children 68
in federal farm programs 136
in federal food programs 94
in federal health programs 198
in federal loan programs 49
in females during gestation 47
in females more commonly 45
in females when compared 82
in femoral neck fracture 493
in fifteen days thereafter 48
in financing health services 142
in financing such projects 169
in financing their business 83
in financing their deficits 52
in financing their education 148
in financing their programs 60
in financing their projects 74
in financing these programs 44
in financing these projects 125
in financing your education 42
in finishing their education 51
in following their fortunes 43
in following their husbands 42
in following their outlines 40
in following their progress 81
in following their religious 57
in following these patients 217
in following what conduces 57
in following your argument 65
in following your statutes 128
in foreign bank accounts 3026
in foreign bank balances 96
in foreign bank deposits 70
in foreign body detection 82
in foreign debt payments 76
in foreign hard currency 43
in foreign news coverage 212
in forsaking their officers 61
in fostering good relations 342
in fostering their children 125
in fostering their economic 40
in freedom from emotional 80
in freedom from external 82
in freedom from personal 82
in freedom from physical 112
in freedom from sickness 43
in freedom from unwanted 130
in freudian dream analysis 53
in frontal lobe activity 143
in frontal lobe epilepsy 1274
in frontal lobe functioning 528
in frontal lobe functions 54
in frontal lobe patients 367
in frontal lobe seizures 179
in frontal lobe syndrome 116
in furthering good relations 63
in furthering their business 42
in furthering their economic 98
in furthering their education 727
in furthering their personal 97
in furthering these purposes 41
in furthering your education 118
in garnering media attention 47
in gastric acid secretion 4238
in gastric malt lymphoma 149
in gelatin stab cultures 268
in general also contains 45
in general among children 52
in general been accepted 196
in general been approved 46
in general been attended 67
in general been confined 117
in general been designed 53
in general been directed 73
in general been disposed 82
in general been employed 57
in general been excluded 83
in general been fiercely 76
in general been followed 248
in general been included 43
in general been mentioned 40
in general been observed 80
in general been obtained 44
in general been positive 50
in general been possible 42
in general been regarded 131
in general been rejected 50
in general been replaced 104
in general been retained 87
in general been somewhat 70
in general been supposed 43
in general been trampled 78
in general been virtuous 45
in general cato esteemed 57
in general data processing 51
in general dealt tenderly 88
in general farm practice 107
in general form resemble 53
in general from military 79
in general fund revenues 117
in general good condition 108
in general good marksmen 40
in general great industry 74
in general have accepted 360
in general have achieved 100
in general have acquired 174
in general have advanced 90
in general have affected 53
in general have approved 51
in general have attained 77
in general have believed 73
in general have declined 246
in general have decreased 100
in general have definite 43
in general have directed 51
in general have expanded 55
in general have followed 268
in general have imported 43
in general have improved 241
in general have included 41
in general have increased 625
in general have multiple 70
in general have negative 49
in general have obtained 58
in general have occurred 58
in general have positive 67
in general have preceded 68
in general have probably 70
in general have problems 46
in general have produced 125
in general have provided 139
in general have received 488
in general have recently 157
in general have recourse 45
in general have regarded 93
in general have rejected 73
in general have remained 740
in general have rendered 46
in general have reserved 54
in general have resisted 42
in general have resulted 98
in general have retained 76
in general have slightly 59
in general have somewhat 64
in general have stressed 47
in general have suffered 306
in general have supposed 45
in general health education 101
in general health problems 41
in general health promotion 54
in general health services 140
in general kept inviolate 66
in general less abundant 58
in general less accurate 144
in general less advanced 160
in general less affected 124
in general less attention 65
in general less dangerous 69
in general less degraded 304
in general less educated 46
in general less frequent 81
in general less inclined 97
in general less numerous 102
in general less powerful 63
in general less suitable 48
in general less valuable 44
in general less virulent 44
in general made possible 84
in general many possible 42
in general more abundant 174
in general more accurate 351
in general more addicted 52
in general more advanced 263
in general more affected 44
in general more agreeable 65
in general more amenable 61
in general more apparent 49
in general more attention 104
in general more beautiful 57
in general more brilliant 42
in general more complete 80
in general more conscious 45
in general more critical 78
in general more dangerous 74
in general more delicate 111
in general more detailed 65
in general more discreet 103
in general more disposed 183
in general more elongated 57
in general more extended 111
in general more flexible 169
in general more frequent 158
in general more inclined 210
in general more involved 43
in general more moderate 134
in general more negative 52
in general more numerous 198
in general more positive 87
in general more powerful 199
in general more realistic 54
in general more relevant 44
in general more religious 63
in general more scantily 43
in general more seriously 81
in general more sonorous 102
in general more suitable 169
in general more tenacious 139
in general more tolerant 143
in general more valuable 138
in general more vigorous 50
in general most abundant 58
in general most complete 85
in general most patients 42
in general much disposed 40
in general much increased 46
in general much narrower 45
in general must continue 52
in general must therefore 80
in general news coverage 42
in general north american 53
in general only partially 141
in general only possible 177
in general only slightly 206
in general runs parallel 48
in general seem clownish 45
in general seem inclined 48
in general their attitude 108
in general their business 98
in general their functions 40
in general their interest 57
in general their presence 46
in general their promises 65
in general their relations 40
in general their relative 60
in general their treatment 54
in general these attempts 94
in general these children 79
in general these deposits 50
in general these elements 44
in general these materials 54
in general these patients 101
in general these problems 58
in general these programs 54
in general those benefits 52
in general those obtained 50
in general three possible 53
in general trial practice 45
in general very abundant 47
in general very accurate 284
in general very agreeable 66
in general very backward 42
in general very beautiful 86
in general very confused 281
in general very critical 58
in general very desirous 40
in general very distinct 46
in general very friendly 57
in general very handsome 134
in general very ignorant 268
in general very moderate 85
in general very numerous 140
in general very obligingly 63
in general very positive 108
in general very properly 46
in general very seriously 56
in general very severely 47
in general very slightly 78
in general very tenacious 203
in general very timorous 70
in general wage increases 43
in general well affected 571
in general well attended 343
in general well directed 192
in general well disposed 586
in general well educated 112
in general well executed 125
in general well informed 388
in general well observed 85
in general well provided 53
in general well received 746
in general well supplied 146
in general went forwards 42
in general were accepted 43
in general were actually 55
in general were admitted 68
in general were affected 154
in general were animated 53
in general were apathetic 45
in general were attached 45
in general were attacked 51
in general were believed 91
in general were composed 57
in general were confined 69
in general were critical 44
in general were deprived 59
in general were designed 92
in general were desirous 113
in general were directed 77
in general were disposed 189
in general were employed 63
in general were entirely 77
in general were entitled 63
in general were examined 42
in general were excluded 154
in general were expected 200
in general were formerly 70
in general were friendly 76
in general were governed 58
in general were ignorant 191
in general were improved 63
in general were inclined 339
in general were included 69
in general were increased 57
in general were inspired 49
in general were intended 71
in general were involved 82
in general were mentioned 84
in general were obtained 55
in general were obviously 41
in general were overawed 48
in general were positive 65
in general were prepared 107
in general were probably 202
in general were produced 154
in general were provided 69
in general were referred 59
in general were regarded 515
in general were reported 63
in general were required 109
in general were reviewed 56
in general were seriously 58
in general were severely 51
in general were slightly 71
in general were somewhat 338
in general were strictly 60
in general were supposed 210
in general were therefore 46
in general were threatened 41
in general were undergoing 50
in general what develops 72
in general what happened 85
in general what provides 72
in general when compared 167
in general when discussing 43
in general will consider 64
in general will continue 504
in general will probably 286
in general will therefore 151
in germany during november 44
in germany from bismarck 197
in germany from december 40
in germany from november 63
in germany have increased 113
in germany have mistaken 72
in germany have produced 55
in germany have received 83
in germany have recently 123
in germany have remained 67
in germany have reported 48
in germany have resulted 40
in germany have suffered 59
in germany made possible 42
in germany were actually 70
in germany were affected 106
in germany were arrested 84
in germany were attacked 44
in germany were confined 44
in germany were directed 56
in germany were directly 42
in germany were employed 86
in germany were entirely 107
in germany were equipped 50
in germany were excluded 48
in germany were followed 50
in germany were involved 61
in germany were numbered 98
in germany were occupied 51
in germany were prepared 72
in germany were probably 102
in germany were provided 42
in germany were regarded 78
in germany were replaced 45
in germany were reported 95
in germany were required 129
in germany were somewhat 56
in germany were suddenly 106
in germany were therefore 55
in germany were withdrawn 64
in germany when bismarck 70
in germany when compared 50
in germany will continue 122
in germany will probably 171
in germany will strengthen 54
in governing their children 58
in governing their subjects 60
in granule cell migration 55
in hamster cell cultures 63
in hamster lungs undergoing 67
in hardening their soldiers 45
in harmony more mystical 75
in hepatic drug oxidation 64
in himself from eternity 186
in himself some fragment 64
in himself some symptoms 50
in himself their separate 48
in himself those miseries 91
in history ever received 44
in history from american 50
in history from brooklyn 44
in history from carnegie 46
in history from louisiana 48
in history from michigan 96
in history from southwest 42
in history from stanford 327
in history from syracuse 46
in history from washington 70
in history have achieved 97
in history have attained 43
in history have believed 61
in history have followed 40
in history have involved 86
in history have occurred 199
in history have probably 61
in history have produced 161
in history have received 87
in history have resulted 112
in history have suffered 166
in history made possible 65
in history more dramatic 46
in history more ironical 42
in history more romantic 43
in history were probably 48
in history were produced 76
in history when american 101
in history when children 52
in history when economic 54
in history when everyone 60
in history when humanity 72
in history when military 40
in history when religious 51
in history will continue 69
in history will probably 66
in holland from religious 44
in however many languages 48
in illegal drug activity 166
in illicit drug activity 105
in illusion more complete 56
in imparting health education 52
in imperial race relations 135
in imports from australia 121
in imports from developing 613
in improving food security 152
in improving health behaviors 121
in improving health outcomes 645
in improving health services 144
in improving race relations 646
in improving soil physical 99
in improving their academic 148
in improving their accounting 49
in improving their bargaining 60
in improving their business 369
in improving their capacity 111
in improving their children 163
in improving their condition 861
in improving their domestic 252
in improving their economic 1107
in improving their education 118
in improving their financial 161
in improving their functioning 41
