identifying high risk situations 50
interests were well organized 59
interests were well protected 265
interests when such interests 41
interests when these interests 73
interests when those interests 167
interests will find themselves 42
interests will make themselves 44
interface have been described 101
interface have been developed 156
interface have been discussed 70
interface have been performed 54
interface must also implement 56
interfere only when necessary 61
interplay among these different 43
interpret these data correctly 46
interrupt their busy schedules 59
intervals have been described 76
intervals have been developed 58
intervals have been suggested 48
intervene only when necessary 220
intervening only when necessary 178
intervening years have justified 42
intervening years have witnessed 582
interview data were available 188
interview data were collected 869
interview have been developed 40
interview have been discussed 40
interview have been preserved 43
intestine have been described 331
intimation from some deserters 78
intrigues have been doubtless 85
introduce into their curricula 101
introduce into their histories 43
introduce into their narrative 45
introduce into these countries 61
introduce into these provinces 48
introduce other ideas connected 130
introduce some very important 62
introduce those high qualities 50
introduce your main character 44
intruders from their territory 57
intruders into their solitudes 96
intruders into their territory 141
intruders upon their territory 46
intruders were made removable 44
intrusions have been described 63
intrusions into their territory 134
intrusions into their undoubted 49
intuitions have been developed 76
invariably lost their birthright 51
invariably made their appearance 136
invariably make their appearance 193
inventions bore much practical 52
inventions from other countries 49
inventions have been conceived 43
inventions have been described 95
inventions have been developed 181
inventions have been perfected 66
inventions have been suggested 68
inventors have been prevented 46
inventors meant their alphabets 41
inventory cost flow assumption 750
inventory plus ending inventory 71
inversions have been described 63
investors feel more confident 53
investors from many countries 66
investors from other countries 657
investors from taking advantage 73
investors from these countries 100
investors from third countries 100
investors from those countries 56
investors have been attracted 379
investors have been concerned 72
investors have been increasingly 81
investors have been permitted 89
investors have been reluctant 238
investors like life insurance 45
investors pool their resources 77
investors seem more concerned 43
investors were also attracted 52
investors were more concerned 61
investors will find themselves 60
investors will have different 132
investors will take advantage 95
invisible from their smallness 40
invisible rays were competent 45
invitation from some gentlemen 61
invitation from some invisible 42
invitation from some mechanics 123
irradiation have been described 234
irradiation have been discussed 59
irradiation have been performed 93
irradiation have been published 84
irregular ones more augmented 117
irrigation from time immemorial 44
irrigation have been developed 250
irritants have been swallowed 48
isolators have been developed 48
iterations have been completed 248
iterations have been performed 401
