icons using all possible 112
issue was not publicly 43
issue was not referred 46
issue was not regarded 88
issue was not relevant 164
issue was not religious 80
issue was not required 48
issue was not resolved 2814
issue was not seriously 189
issue was not squarely 406
issue was not stressed 57
issue was not strictly 100
issue was not unfolded 66
issue was now squarely 155
issue was one concerning 42
issue was put squarely 67
issue was then referred 97
issue was thus resolved 46
issue was thus squarely 249
issue was too delicate 43
issue was yet doubtful 67
issue who has attained 151
issue with her daughter 75
issue with him concerning 44
issue with him directly 83
issue with his analysis 55
issue with his argument 68
issue with his assertion 63
issue with his colleague 100
issue with his emphasis 44
issue with his opponent 75
issue with his superiors 90
issue with this analysis 193
issue with this approach 1495
issue with this argument 258
issue with this assertion 145
issue with this attitude 87
issue with this doctrine 48
issue with this emphasis 40
issue with this judgment 67
issue with this practice 64
issue with this proposal 55
issue with this strategy 41
issue you are addressing 496
issue you are discussing 355
issue you are researching 749
issuing his own currency 54
issuing its own currency 958
items and are reported 52
items and are therefore 154
items and raw materials 365
items and was designed 79
items are all included 83
items are being compared 340
items are being exported 55
items are being imported 87
items are being prepared 54
items are being produced 663
items are being replaced 45
items are being selected 53
items are for personal 91
items are not actually 120
items are not adjusted 78
items are not affected 175
items are not answered 48
items are not assigned 49
items are not complete 56
items are not consumed 40
items are not deducted 41
items are not designed 93
items are not directly 216
items are not eligible 65
items are not entirely 83
items are not essential 139
items are not expected 118
items are not included 2200
items are not intended 252
items are not mentioned 185
items are not mutually 157
items are not normally 178
items are not numbered 116
items are not parallel 48
items are not produced 140
items are not properly 223
items are not provided 123
items are not received 70
items are not recorded 150
items are not regarded 58
items are not relevant 158
items are not replaced 149
items are not reported 162
items are not required 345
items are not restated 56
items are not returned 244
items are not selected 93
items are not specific 65
items are not strictly 150
items are not suitable 116
items are not supplied 55
items are not uncommon 73
items are not weighted 68
items are now included 56
items are raw materials 76
items are then analyzed 47
items are then combined 67
items are then compared 54
items are then selected 55
items are too numerous 141
items but this sequence 47
items can not possibly 55
items did not indicate 41
items does not indicate 45
items for all students 47
items for all subjects 54
items for amt purposes 49
items for each category 430
items for each customer 65
items for each dimension 297
items for each employee 44
items for her trousseau 83
items for his personal 105
items for tax purposes 234
items for that category 48
items for this category 78
items met this criterion 91
items not yet received 55
items now being produced 51
items she had selected 58
items that are accepted 101
items that are accessed 85
items that are acquired 100
items that are actually 567
items that are adjacent 70
items that are affected 224
items that are answered 354
items that are approved 46
items that are assessed 44
items that are assigned 176
items that are attached 122
items that are believed 126
items that are borrowed 49
items that are combined 175
items that are commonly 1087
items that are compared 91
items that are complete 47
items that are congruent 55
items that are consumed 418
items that are credited 65
items that are critical 325
items that are dangerous 47
items that are declared 74
items that are deducted 107
items that are designed 444
items that are directly 713
items that are distinct 42
items that are eligible 50
items that are embedded 54
items that are employed 51
items that are endorsed 120
items that are entirely 58
items that are essential 730
items that are exchanged 102
items that are excluded 514
items that are expected 439
items that are exported 123
items that are followed 63
items that are formally 45
items that are frequent 40
items that are imported 317
items that are included 2367
items that are incurred 68
items that are initially 52
items that are inserted 88
items that are integral 40
items that are intended 314
items that are involved 162
items that are marketed 61
items that are mentioned 258
items that are mutually 81
items that are normally 611
items that are obsolete 58
items that are obtained 72
items that are obviously 223
items that are otherwise 206
items that are outdated 126
items that are packaged 109
items that are parallel 43
items that are partially 60
items that are personal 61
items that are possible 85
items that are potential 66
items that are prepared 128
items that are presumed 52
items that are probably 139
items that are produced 767
items that are properly 244
items that are provided 163
items that are recalled 79
items that are received 158
items that are recorded 185
items that are referred 96
items that are regarded 144
items that are rejected 41
items that are relevant 1125
items that are replaced 68
items that are reported 420
items that are required 1242
items that are retained 115
items that are returned 148
items that are selected 427
items that are separate 46
items that are slightly 65
items that are somewhat 238
items that are specially 103
items that are specific 516
items that are standard 89
items that are strictly 94
items that are suitable 130
items that are supplied 88
items that are supposed 274
items that are uniquely 131
items that are unlikely 70
items that are utilized 48
items that are valuable 168
items that ask students 132
items that can possibly 48
items that can withstand 92
items that had formerly 96
items that had survived 44
items that may indicate 59
items that may interest 74
items that may properly 44
items that they believed 107
items that they consider 114
items that they purchase 82
items that you actually 62
items that you answered 109
items that you consider 213
items that you normally 77
items that you probably 65
items that you purchase 151
items that you selected 84
items they are supposed 47
items they can purchase 73
items they can remember 67
items they had acquired 52
items they had received 56
items they had selected 47
items was not included 46
items you are purchasing 132
items you can purchase 142
items you can remember 64
ivory leg had received 59
