if absolute truth is 106
if obtained from the 618
if obtained prior to 47
if obtained upon the 90
if obtained when the 46
if odysseus were to 61
if officers were to 88
if officials from the 43
if officials want to 41
if officials were to 58
if operated from the 45
if ordinary care be 315
if ordinary care is 666
if otherwise there is 150
if overtime work is 71
if pakistan were to 542
if paradise lost is 40
if parallel rays of 54
if parental care is 71
if particle size is 117
if partition were to 60
if passages from the 48
if pastoral care is 58
if patients come to 71
if patients fail to 328
if patients have an 129
if patients have no 95
if patients have the 125
if patients have to 148
if patients need to 72
if patients want to 118
if patients were in 42
if patients were to 464
if patients will be 83
if patients wish to 71
if payments from the 67
if payments made by 44
if payments made to 49
if payments were to 119
if payments will be 62
if personal data is 94
if physical harm is 44
if physical health is 60
if physical work is 50
if planners want to 44
if planners were to 100
if policies were to 102
if politics were the 56
if politics were to 164
if pollution were to 50
if portugal were to 189
if positive work is 54
if possessing less of 51
if possible ahead of 70
if possible along the 96
if possible also be 67
if possible also by 65
if possible also in 168
if possible also of 97
if possible also the 240
if possible also to 194
if possible among the 74
if possible back to 64
if possible break the 57
if possible break up 87
if possible bringing to 58
if possible come to 208
if possible come up 61
if possible down to 64
if possible draw the 49
if possible during the 1155
if possible early in 62
if possible even as 320
if possible even if 53
if possible even in 127
if possible even the 230
if possible even to 339
if possible find the 144
if possible free of 83
if possible from an 112
if possible from the 2565
if possible gain the 59
if possible give it 56
if possible give the 174
if possible have an 65
if possible have it 106
if possible have the 246
if possible hold the 52
if possible into the 641
if possible keep it 70
if possible keep the 180
if possible kept in 83
if possible learn to 60
if possible leave the 87
if possible leave us 52
if possible made to 96
if possible make an 58
if possible make it 155
if possible make the 186
if possible making it 42
if possible making the 41
if possible meet the 61
if possible more of 51
if possible more so 200
if possible move the 45
if possible must be 129
if possible next to 47
if possible north of 48
if possible only in 40
if possible only the 47
if possible over the 205
if possible pass to 40
if possible pick up 42
if possible prior to 320
if possible reach the 136
if possible save the 180
if possible send me 59
if possible send us 40
if possible show the 48
if possible some of 424
if possible stop the 51
if possible such as 99
if possible take the 162
if possible talk to 71
if possible there is 48
if possible those of 125
if possible till the 121
if possible turn the 71
if possible upon the 254
if possible were to 62
if possible what he 71
if possible what is 159
if possible what it 104
if possible what the 371
if possible when it 89
if possible when the 490
if possible will be 113
if possibly there is 53
if preachers were to 41
if prenatal care is 67
if prepared from the 102
if presided over by 175
if pressure drop is 41
if pressure from the 202
if pressure upon the 78
if pressure were to 50
if problems came up 44
if problems come up 249
if problems crop up 149
if problems such as 653
if problems were to 254
if proceeding from an 75
if proceeding from the 694
if proceeds from the 132
if processing time is 79
if procured from the 59
if produced ever so 79
if produced from the 209
if products such as 57
if products were to 56
if programs such as 122
if programs were to 96
if progress means the 46
if progress were to 479
if projecting from the 121
if projecting into the 65
if projects such as 46
if projects were to 46
if prolonged into the 47
if prolonged leads to 41
if properly done is 117
if properly done it 143
if properly done the 131
if properly kept in 63
if properly kept up 185
if properly made at 59
if properly made in 73
if properly made is 66
if properly made it 345
if properly made up 86
if properly used as 152
if properly used by 525
if properly used in 501
if properly used is 83
if properly used it 181
if properly used the 67
if properly used to 72
if properly winged to 44
if property having an 53
if property held in 86
if property must be 41
if property used by 41
if property used in 109
if property were to 68
if protruding from the 45
if provision must be 44
if provision were to 46
if quantity were the 71
if questions come up 215
if questions from the 46
if questions must be 134
if questions such as 530
if questions were to 92
if railways were to 107
if randolph meant to 42
if rebounding from the 125
if rebounding upon the 57
if receipts from the 42
if received during the 141
if received from an 63
if received from the 188
if received into the 245
if received prior to 213
if reckoned edge to 46
if reckoned from the 305
if recorded from the 66
if recourse must be 100
if recovering from an 94
if recovering from the 174
if recovery from the 207
if recovery were to 81
if redeemed during the 144
if redeemed from the 66
if redeemed prior to 72
if referred back to 54
if reflecting upon the 107
if regarded from an 90
if regarded from the 722
if regarded only as 274
if regarded only in 71
if regretting what he 62
if rejected only in 91
if relations among the 48
if relations were to 107
if relative size is 46
if relieved from an 153
if relieved from the 392
if relieved when the 43
if religious faith is 100
if religious life is 101
if religious truth be 43
if religious truth is 54
if rendered upon the 104
if repelled from the 53
if required during the 227
if required from the 174
if required must be 66
if required when the 47
if required will be 72
if reserves were to 51
if residual fuel is 65
if response time is 154
if restored from the 48
if returned from the 85
if revenues fail to 47
if revenues from the 97
if revenues were to 55
if romantic love is 138
if salvation were to 111
if sanctions were to 166
if scarcely able to 285
if scarcely daring to 41
if scholars such as 43
if scholars want to 61
if scholars were to 188
if scotland were to 207
if screened from the 45
if secluded from the 58
if selected from the 241
if selection acts on 48
if selection were to 80
if separate from the 1351
if services such as 127
if services were to 162
if settlers were to 107
if sheltering from the 51
if shielded from the 99
if situated high up 121
if situated upon the 84
if slightly less so 83
if snatched away by 44
if snatched from the 64
if socialism were to 578
if sociology were to 63
if socrates were the 44
if socrates were to 199
if soldiers came to 42
if soldiers come to 46
if soldiers were in 40
if soldiers were to 188
if solutions were to 54
if somebody asks me 399
if somebody asks the 43
if somebody asks us 73
if somebody came by 57
if somebody came in 838
if somebody came to 410
if somebody came up 462
if somebody died in 52
if somebody dies in 48
if somebody else in 140
if somebody else is 1109
if somebody from the 222
if somebody gave it 83
if somebody gave me 204
if somebody gets in 76
if somebody gets to 45
if somebody gets up 45
if somebody hits me 49
if somebody like me 88
if somebody made me 48
if somebody must be 194
if somebody paid me 51
if somebody said he 53
if somebody said the 45
if somebody said to 339
if somebody says he 74
if somebody says it 81
if somebody says to 230
if somebody sees me 188
if somebody sees the 44
if somebody sees us 196
if somebody threw it 67
if somebody told me 403
if somebody told us 49
if somebody took it 88
if somebody took the 111
if somebody went to 79
if somebody were at 72
if somebody were in 51
if somebody were to 1845
if somebody will be 41
if somebody will go 42
if sometime during the 105
if somewhat else be 58
if somewhat hard to 50
if somewhat late in 104
if somewhat less so 317
if specific areas of 51
if splashed into the 69
if squeezed into the 41
if straight from the 280
if strangers came to 72
if strangers come to 45
if strangers land he 53
if strangers were to 65
if strangers wish to 49
if stresses acting on 56
if stricken down by 51
if stripped down to 47
if students came to 54
if students come to 208
if students fail to 453
if students find it 51
if students find the 60
if students from the 92
if students have an 127
if students have no 126
if students have the 525
if students have to 297
if students knew the 46
if students know the 422
if students lack the 61
if students learn the 53
if students learn to 260
if students leave the 52
if students need to 256
if students seem to 100
if students take the 80
if students tend to 58
if students took the 44
if students want to 602
if students were in 70
if students were to 1076
if students will be 469
if students wish to 292
if students work in 156
if students work on 53
if subjects have to 127
if subjects such as 56
if subjects were in 53
if subjects were to 115
if suddenly coming to 102
if suddenly making up 100
if suddenly there is 78
if suddenly waking up 225
if suitable care is 86
if suitable food is 52
if suitable land is 64
if suitable means be 58
if suitable means of 64
if suitable work is 51
if sulfuric acid is 481
if summoned from the 103
if superiors have to 69
if supplied from the 91
if supplies from the 90
if supplies were to 196
if survival were to 47
if suspicion fell on 67
if symptoms fail to 234
if symptoms seem to 50
if symptoms such as 988
if tartaric acid be 81
if tartaric acid is 131
if therefore there be 108
if therefore there is 136
if threatened from the 49
if tomorrow there is 54
if tomorrow will be 113
if tradition were to 40
if transfer were to 66
if treatment must be 79
if treatment were to 113
if treatment will be 58
if triumphing over us 46
if universe there is 42
if untreated leads to 133
if variables such as 227
if ventured upon by 88
if visitors came in 41
if visitors came to 79
if visitors from the 41
if visitors want to 59
if visitors were to 98
if washington were to 329
if weighted down by 190
if whenever there is 105
if wherever there is 41
if withdrawing from the 117
if withdrawn from the 481
if withdrawn from us 51
if wrenched from the 41
if yourself were to 52
in abandoning even the 42
in abandoning many of 43
in abandoning some of 58
in abandoning what is 72
in abandoning work by 69
in abduction when the 59
in aberdeen during the 251
in aberdeen from the 53
in aberdeen when he 56
in abeyance amid the 45
in abeyance among the 135
in abeyance during the 4342
in abeyance even in 54
in abeyance from the 501
in abeyance most of 43
in abeyance only by 176
in abeyance over the 74
in abeyance some of 149
in abeyance till he 222
in abeyance till it 66
in abeyance till the 1190
in abeyance till we 46
in abeyance upon the 40
in abeyance when he 133
in abeyance when it 79
in abeyance when the 356
in abeyance will be 44
in abnormal areas of 90
in abolishing many of 67
in abolishing some of 213
in abortions during the 40
in abortions like the 67
in abridged form as 1227
in abridged form at 76
in abridged form by 468
in abridged form in 2769
in abridged form is 58
in abridged form of 42
in abridged form on 59
in abridged form the 144
in abridged form to 71
in abruptly upon me 68
in abruptly upon the 182
in absconding from the 74
in absolute dread of 102
in absolute faith in 109
in absolute form in 56
in absolute lack of 46
in absolute loss of 46
in absolute need of 2050
in absolute peace of 42
in absolute poems is 53
in absolute rate of 55
in absolute rest in 303
in absolute rest of 63
in absolute risk of 77
in absolute size as 288
in absolute size by 50
in absolute size in 157
in absolute size is 85
in absolute size of 416
in absolute size or 74
in absolute size the 76
in absolute size to 120
in absolute time is 49
in absolute time or 54
in absolute truth as 107
in absolute truth is 99
in absolute truth or 55
in absolute truth to 48
in absolute want of 1411
in absolute ways the 86
in absorbed dose in 44
in abstaining from an 77
in abstaining from it 209
in abstaining from the 1661
in abstract form as 360
in abstract form at 174
in abstract form by 302
in abstract form in 675
in abstract form is 113
in abstract form of 117
in abstract form on 75
in abstract form or 142
in abstract form the 444
in abstract form to 154
in abstract from the 116
in abstract ideas as 54
in abstract ideas of 135
in abstract ideas or 103
in abstract theory is 43
in abundant need of 82
in abundant time to 197
in abyssinia during the 201
in abyssinia from the 137
in abyssinia over the 86
in abyssinia there is 61
in abyssinia when the 78
in abyssinia will be 52
in academic areas as 136
in academic areas in 107
in academic areas is 79
in academic areas of 132
in academic areas to 49
in academic life as 428
in academic life at 135
in academic life by 49
in academic life in 341
in academic life is 355
in academic life of 60
in academic life or 284
in academic life the 89
in academic life to 126
in academic work as 562
in academic work at 141
in academic work by 72
in academic work in 336
in academic work is 242
in academic work of 88
in academic work on 223
in academic work or 278
in academic work to 112
in accepted ways of 136
in accident rate is 48
in accounting during the 106
in accounting from an 66
in accounting from the 1350
in accounting must be 69
in accounting theory is 49
in accounting theory or 51
in accounting there is 56
in accounting will be 156
in accounts during the 53
in accounts from the 568
in accounts held by 64
in accounts kept by 49
in accounts like the 95
in accounts must be 88
in accounts such as 1307
in accuracy among the 113
in accuracy during the 145
in accuracy from the 404
in accuracy must be 80
in accuracy only by 129
in accuracy over the 717
in accuracy those of 100
in accuracy what it 61
in accuracy when the 212
in accuracy will be 341
in accurate work it 70
in accurate work the 141
in accurate work to 121
in acidosis there is 45
in acquitting knox of 42
in acrimony over the 49
in actively aiding the 109
in actively trying to 340
in activity along the 171
in activity among the 348
in activity down to 44
in activity during the 4023
in activity from the 1943
in activity leading to 80
in activity leads to 94
in activity must be 138
in activity over the 664
in activity prior to 129
in activity seen in 118
in activity such as 553
in activity tend to 89
in activity theory is 69
in activity there is 84
in activity upon the 55
in activity what he 74
in activity what it 148
in activity when the 1006
in activity will be 463
in actually bringing it 87
in actually bringing the 124
in actually coming to 48
in actually giving the 58
in actually having the 56
in actually making an 84
in actually making it 109
in actually making the 1373
in actually moving the 143
in actually reading the 78
in actually seeing the 194
in actually taking the 329
in actually trying to 732
in adaptive ways to 64
in additions made to 77
in addressing areas of 78
in addressing even the 59
in addressing many of 662
in addressing most of 81
in addressing only the 40
in addressing some of 2059
in addressing such an 269
in addressing those in 114
in addressing those of 71
in addressing what he 70
in addressing what is 108
in adelaide during the 255
in adelaide early in 62
in adelaide from the 61
in adelaide when he 66
in adelaide when the 61
in adequate depth in 45
in adequate depth to 58
in adequate form the 42
in adequate time to 321
in adhesive tape to 48
in adjacent areas as 302
in adjacent areas at 57
in adjacent areas by 111
in adjacent areas in 520
in adjacent areas is 192
in adjacent areas of 3400
in adjacent areas on 132
in adjacent areas or 173
in adjacent areas so 45
in adjacent areas the 65
in adjacent areas to 475
in adjacent arms of 366
in adjacent beds in 98
in adjacent legs of 56
in adjacent rows in 89
in adjacent rows of 145
in adjacent rows or 146
in admission fees to 56
in admission into the 53
in adoration over the 79
in adoration upon the 93
in adoration when he 43
in adultery during the 66
in adultery from the 53
in adulthood from the 71
in adulthood leads to 69
in adulthood must be 61
in adulthood seem to 44
in adulthood such as 173
in adulthood tend to 68
in adulthood there is 95
in adulthood when he 55
in adulthood when the 168
in adulthood when we 55
in adulthood will be 180
in advanced areas of 244
in advanced case of 49
in advanced life as 234
in advanced life by 66
in advanced life he 210
in advanced life in 54
in advanced life is 228
in advanced life it 99
in advanced life the 215
in advanced life to 118
in advanced work in 345
in advanced work on 48
in advanced years as 44
in advanced years he 184
in advanced years in 99
in advanced years is 109
in advanced years it 49
in advanced years of 94
in advanced years the 105
in advanced years to 111
in advances during the 42
in advances from the 132
in advances made by 84
in advances made in 106
in advances made on 55
in advances made to 104
in advances over the 45
in advisory work in 45
in advocacy upon the 352
in advocacy work on 80
in advocating such an 97
in advocating what he 197
in advocating what is 69
in aesthetics during the 64
in aesthetics from the 103
in aesthetics must be 53
in aesthetics there is 72
in affected areas as 46
in affected areas by 49
in affected areas in 126
in affected areas is 173
in affected areas of 526
in affected areas to 217
in affection from the 100
in affluent areas of 205
in africans living in 71
in agencies like the 785
in agencies such as 2208
in agitation among the 627
in agitation among us 53
in agitation during the 153
in agitation from the 177
in agitation over the 109
in agronomy from the 310
in ailments such as 55
in aircraft during the 123
in aircraft flying at 96
in aircraft from the 75
in aircraft like the 91
in aircraft must be 157
in aircraft over the 194
in aircraft such as 232
in aircraft will be 137
in aircraft work is 87
in airspace over the 43
in airtight bags or 79
in airtight jars in 120
in airtight jars or 150
in airtight tins or 117
in alcohols such as 74
in alienating even the 60
in alienating from the 115
in alienating many of 234
in alienating most of 196
in alienating much of 60
in alienating some of 109
in alkaline media as 100
in alkaline media at 118
in alkaline media by 64
in alkaline media in 108
in alkaline media is 189
in alkaline media it 41
in alkaline media the 100
in alkaline media to 87
in alkaline soil in 69
in alkaline soil or 56
in alleviating many of 254
in alleviating most of 48
in alleviating much of 76
in alleviating pain in 173
in alleviating pain is 54
in alleviating some of 1507
in alliances such as 104
in allocating jobs to 72
in allocating land to 203
in allocating part of 49
in allocating seats in 49
in allocating some of 60
in allocating time to 209
in altitude along the 115
in altitude during the 127
in altitude from sea 728
in altitude from the 690
in altitude must be 66
in altitude over the 136
in altitude there is 114
in altitude what it 40
in altitude when the 48
in altitude will be 90
in aluminum foil as 106
in aluminum foil at 125
in aluminum foil in 226
in aluminum foil is 62
in aluminum foil on 186
in aluminum foil or 1686
in aluminum foil so 240
in aluminum foil to 1116
in aluminum will be 57
in ambushes along the 40
in american during the 114
in american eyes as 580
in american eyes at 257
in american eyes by 96
in american eyes in 59
in american eyes is 70
in american eyes the 261
in american eyes to 105
in american film as 47
in american film in 77
in american film is 86
in american film of 93
in american from the 99
in american ideas of 168
in american jays of 70
in american life an 63
in american life as 4611
in american life at 910
in american life be 46
in american life by 2378
in american life do 54
in american life he 105
in american life if 91
in american life in 3231
in american life is 4766
in american life it 149
in american life of 846
in american life on 223
in american life or 813
in american life so 283
in american life the 680
in american life to 1499
in american life we 129
in american lore as 92
in american media as 43
in american media is 53
in american poets in 130
in american slang as 163
in american slang is 54
in american slang to 54
in american soil as 96
in american soil by 49
in american soil in 45
in american soil the 53
in american soil to 46
in american ways of 236
in american work on 49
in american youth by 50
in american youth so 50
in amphibian eggs is 60
in amputees during the 340
in amritsar during the 106
in anaerobic zone of 48
in analogue form as 135
in analogue form by 64
in analogue form on 136
in analogue form to 46
in analysis during the 93
in analysis from the 230
in analysis lies in 61
in analysis must be 182
in analysis such as 163
in analysis there is 147
in analysis time is 63
in analysis when he 57
in analysis when it 45
in analysis when the 418
in analysis will be 526
in analytic form as 136
in analytic form by 67
in analytic form in 60
in analytic form the 62
in analytic work is 69
in analytic work to 63
in ancestry from the 50
in andalusia during the 171
in andalusia from the 64
in andalusia were to 48
in animated form on 46
in animated talk on 103
in announcing what he 67
in annually from the 82
in anywhere along the 237
in anywhere else in 202
in apostasy from the 89
in apparent gaps in 49
in apparent lack of 95
in apparent length of 71
in apparent loss of 77
in apparent need of 253
in apparent peace of 73
in apparent size as 389
in apparent size by 84
in apparent size in 83
in apparent size is 117
in apparent size of 373
in apparent size or 44
in apparent size to 91
in appendix viii of 226
in appendix viii to 121
in appendix xiii to 46
in appetite during the 65
in appetite leading to 46
in applause from the 69
in applause when the 51
in appointing heads of 43
in appointing such an 69
in appraising some of 52
in appraising what is 53
in approach among the 273
in approach during the 63
in approach from the 1697
in approach leads to 112
in approach lies in 58
in approach must be 164
in approach over the 188
in approach used by 131
in approach will be 354
in approval from the 171
in approval over the 48
in approval when he 127
in approval when the 119
in approved areas of 51
in aquarius into the 58
in aquarius will be 73
in archives open to 44
in archives such as 148
in argument from the 173
in argument must be 57
in argument over the 627
in argument such as 43
in argument there is 96
in argument upon the 235
in argument what the 46
in argument when he 52
in argument when the 110
in argument will be 57
in arkansas came to 45
in arkansas during the 1146
in arkansas early in 50
in arkansas from the 147
in arkansas over the 80
in arkansas prior to 134
in arkansas there is 58
in arkansas were the 67
in arkansas when he 146
in arkansas when it 59
in arkansas when the 178
in arkansas will be 59
in arrivals from the 99
in arteries from the 48
in arteries leading to 93
in arteries such as 59
in arteries when the 136
in articles during the 71
in articles from the 347
in articles like the 107
in articles made by 85
in articles made in 54
in articles made of 190
in articles over the 45
in articles paying the 60
in articles sent to 89
in articles sold by 71
in articles such as 4021
in articles upon the 64
in articles used by 60
in articles used in 84
in articles what the 54
in artistic form as 126
in artistic form in 110
in artistic form is 112
in artistic form of 153
in artistic form the 373
in artistic form to 55
in artistic life in 58
in artistic work is 51
in artistic work of 79
in ascorbic acid as 173
in ascorbic acid in 231
in ascorbic acid is 81
in ascorbic acid of 63
in ascorbic acid or 82
in assaults upon the 221
in assembling data on 186
in assembling here at 48
in assembling many of 42
in assembling much of 61
in assembling some of 184
in assembling such an 61
in assembly code or 45
in assembly code to 44
in assembly from the 87
in assembly hall on 68
in assembly line or 40
in assembly when the 50
in assembly work in 50
in assigned areas of 138
in assisted living is 148
in assisted living or 176
in assorted keys of 59
in athletics during the 176
in athletics must be 76
in athletics such as 73
in athletics will be 56
in atlantic city as 828
in atlantic city at 697
in atlantic city by 232
in atlantic city he 150
in atlantic city in 4805
in atlantic city is 449
in atlantic city it 65
in atlantic city of 96
in atlantic city on 1401
in atlantic city or 523
in atlantic city so 105
in atlantic city the 419
in atlantic city to 1141
in atlantic city we 54
in atrocity those of 40
in attempting even the 40
in attempting even to 161
in attempting here to 92
in attempting such an 485
in attempting what he 66
in attempting what is 174
in attempts during the 40
in attempts made by 398
in attempts made to 226
in attempts such as 71
in attempts upon the 44
in attention during the 131
in attention from the 858
in attention over the 88
in attention paid to 584
in attention span or 53
in attention there is 85
in attention will be 47
in attitude among the 2339
in attitude came as 81
in attitude came in 70
in attitude during the 368
in attitude from the 1179
in attitude leads to 57
in attitude lies in 58
in attitude must be 160
in attitude over the 281
in attitude seem to 62
in attitude such as 48
in attitude were the 82
in attitude when he 109
in attitude when the 84
in attitude will be 739
in attorney fees in 63
in attorney fees to 252
in attracting back to 40
in attracting bees to 46
in attracting fish to 49
in attracting from the 42
in attracting into the 102
in attracting jews to 54
in attracting many of 229
in attracting many to 46
in attracting more of 56
in attracting most of 96
in attracting much of 67
in attracting only the 53
in attracting some of 434
in attracting what is 68
in auckland during the 225
in auckland early in 57
in auckland from the 47
in auckland over the 63
in auckland when the 72
in audience from the 47
in augsburg during the 194
in augsburg from the 49
in australia along the 74
in australia among the 195
in australia back in 54
in australia came in 132
in australia came to 227
in australia during the 7757
in australia early in 357
in australia even if 70
in australia even in 71
in australia fell by 64
in australia from an 119
in australia from the 2788
in australia grew by 48
in australia have an 119
in australia have at 58
in australia have in 78
in australia have no 157
in australia have the 244
in australia have to 192
in australia into the 204
in australia just as 250
in australia late in 139
in australia leads to 48
in australia lies in 99
in australia like the 52
in australia live in 145
in australia made it 111
in australia made the 94
in australia make it 48
in australia many of 64
in australia most of 124
in australia much of 42
in australia must be 708
in australia need to 115
in australia north of 48
in australia only by 104
in australia only in 168
in australia only the 50
in australia only to 54
in australia over the 2838
in australia prior to 858
in australia rose by 76
in australia rose to 48
in australia seem to 393
in australia show the 40
in australia some of 126
in australia south of 59
in australia such as 363
in australia tend to 342
in australia there is 1691
in australia till the 65
in australia till we 78
in australia told me 114
in australia took the 65
in australia trying to 56
in australia upon the 104
in australia used the 71
in australia used to 106
in australia want to 49
in australia went to 44
in australia were as 125
in australia were at 131
in australia were in 521
in australia were no 48
in australia were of 144
in australia were on 55
