identify areas requiring more 57
increased their control over 1529
increased their demands upon 108
increased their exports from 110
increased their imports from 326
increased their incomes from 47
increased their insight into 57
increased their leisure time 67
increased their numbers during 72
increased their numbers from 341
increased their numbers more 52
increased their numbers over 40
increased their painful toil 93
increased their popular vote 230
increased their profits from 103
increased their reliance upon 70
increased their revenue from 66
increased their support among 63
increased their support from 54
increased very largely during 57
increased very rapidly during 1116
increased very rapidly from 495
increased very rapidly over 141
increased very rapidly when 69
increased very sharply during 77
increased very sharply from 60
increased wealth derived from 55
increased wealth resulting from 141
increased when animals were 59
increased work imposed upon 43
increased work resulting from 44
increases have largely been 45
increases have usually been 59
increases more rapidly during 370
increases more rapidly from 143
increases more rapidly over 47
increases more rapidly when 336
increases most rapidly during 550
increases most rapidly when 248
increases over previous years 225
increases over several days 182
increases over several years 268
increases their control over 326
increases very rapidly during 543
increases very rapidly from 565
increases very rapidly once 41
increases very rapidly over 40
increases very rapidly when 830
increases your control over 141
incurred over several years 94
incursion into northern iraq 131
indicate more exactly what 57
indicate more plainly what 58
indicate some deviation from 64
indicate their absence from 54
indicate their descent from 203
indicate very briefly some 234
indicate very briefly what 176
indicate what criteria were 41
indicate what happens when 505
indicating their descent from 50
indicating what happens when 89
indirect cost resulting from 42
indirect link between these 43
indirect loss resulting from 269
industry also depends upon 46
industry also differs from 45
industry also employs many 49
industry also suffers from 207
industry during several years 119
industry grew rapidly during 320
industry grew rapidly from 161
industry have brought into 40
industry have entered into 66
industry have evolved from 42
industry have largely been 97
industry have usually been 69
industry more durable even 40
industry over several years 47
industry were brought into 84
industry were derived from 106
industry were divided into 103
industry were reduced from 47
industry were removed from 41
industry were suffering from 67
industry will benefit from 520
industry will develop into 111
industry will increase from 119
industry will increase their 44
industry will produce more 226
industry will produce other 46
industry will require more 196
inebriate many hundred heads 73
infantry were divided into 283
infantry were retreating over 56
infarcts during infarct healing 57
infected will develop aids 159
infection among injecting drug 572
infection among persons aged 164
infection from diseased teeth 48
infection rate dropped from 54
infection will usually have 44
infection will usually show 41
inferred from certain other 65
inferred from conduct such 64
inferred from genetic data 46
inferred from gravity data 86
inferred from remarks made 43
inferred from seismic data 170
inferred from similar data 46
infinite good towards their 58
infinite tape divided into 95
inflamed their aversion from 45
inflamed their courage when 42
inflamed their passions into 135
inflation into account when 199
inflation over several years 65
inflation rate differs from 93
inflation rate dropped from 334
inflation rate remains high 71
inflicting upon himself such 46
inflicting upon himself were 45
inflicts such suffering upon 44
informed user differs from 71
informed what effects were 43
inhabiting these portions have 83
inhabits north america from 117
iniquity have dominion over 2001
initially drew support from 45
initially more massive star 102
initiated into manhood when 41
initiates what happens during 52
initiation into college life 60
initiation into married life 48
initiation into parisian life 88
injected from emitter into 50
injected into animals from 47
injected into animals give 57
injected into animals such 40
injected into animals will 49
injected into chicken eggs 68
injected into neonatal mice 79
injected into neonatal rats 46
injected into newborn mice 486
injected into newborn rats 114
injection into newborn mice 77
injection site reactions were 53
injuries from friends fret 51
injuries were divided into 77
injurious acts against other 41
innocent from certain harm 59
innocent soul flitted away 48
innocent third parties dealing 44
innocent third parties from 205
innocent third parties have 296
innocent third parties such 92
innocent third parties were 65
innocent third parties will 77
innocent third persons have 100
innocent young country girl 62
inquired more closely into 206
inquired very closely into 67
inquires more closely into 51
inserted into thickest part 159
insertion loss between mating 50
insights from research into 74
insights from systems theory 41
insights have emerged from 317
insights into decision making 258
insights into eternal truth 71
insights into everything from 88
insights into matters such 40
insights into problem areas 91
insights into several areas 48
insights into village life 76
insights were derived from 152
insisted more strongly upon 83
insisted most strongly upon 167
insisted upon excluding from 71
insisted upon following their 42
insisted upon freedom from 60
insisted upon himself leading 100
insisted upon investing their 56
insisted upon remaining there 61
insisted upon retaining their 180
insisted upon returning home 270
insisted very strongly upon 157
insolent step towards open 90
inspired great courage into 74
inspired great loyalty among 76
inspired great loyalty from 41
inspired their highest aims 41
instance such players must 110
instance those derived from 50
instance will perhaps make 103
instance will suffice here 83
instants have stopped piling 40
insulate their economy from 46
insulate their members from 156
insulating their members from 46
intention been carried into 43
intention will prevail over 51
interest cost resulting from 89
interest have emerged from 93
interest have priority over 105
interest have usually been 56
interest here because their 46
interest into account when 224
interest must prevail over 342
interest over fifteen years 50
interest over several years 116
interest rate applies only 42
interest rate because there 46
interest rate becomes more 112
interest rate charged must 44
interest rate charged when 44
interest rate charged will 170
interest rate depends upon 141
interest rate derived from 107
interest rate differs from 195
interest rate dropped from 61
interest rate exchange rate 61
interest rate futures have 112
interest rate futures were 59
interest rate futures when 59
interest rate futures will 51
interest rate increase from 62
interest rate increase over 43
interest rate increase will 169
interest rate premium over 52
interest rate reduced from 48
interest rate remains high 53
interest rate resulting from 309
interest rate results from 66
interest rate subsidy from 53
interest soon shifted from 89
interest took priority over 102
interest upon grounds other 50
interest were derived from 61
interest were excised from 92
interest were touched upon 49
interest when brought into 45
interest will prevail over 720
interiors were divided into 63
interval left between these 101
intimacy soon ripened into 127
intimate bond between these 56
intimate link between these 110
intimate union between body 51
intimate union between soul 40
intimate union between their 40
intrusion into private life 649
invaders from southern india 50
invaders were divided into 76
invasions from southern india 62
invasions into western aden 42
invented three hundred years 47
invested their profits from 92
invested their surplus wealth 60
investor will benefit from 110
investor will receive from 102
investor will receive only 114
involved have usually been 90
involved knew exactly what 48
involved know exactly what 77
involved over several years 58
involved were brought into 41
involved were derived from 43
involved were divided into 80
involved were removed from 55
involved will benefit from 86
involves having control over 52
involves high capital cost 40
involves making choices among 133
involves making choices from 46
involves many factors other 107
involves many factors such 125
involves other factors such 95
involves some control over 44
involves some deviation from 45
involves some general view 48
involves taking samples from 43
involves their removal from 49
involves what happens when 79
ionization mass spectra were 69
irritate your stomach lining 58
isolated case reports have 219
isolated free bromine from 58
isolated from bracken fern 60
isolated from civilian life 135
isolated from control rats 85
isolated from culture broth 43
isolated from culture media 137
isolated from decision making 107
isolated from diabetic rats 108
isolated from diseased fish 189
isolated from everything else 1891
isolated from material from 57
isolated from medical care 95
isolated from national life 228
isolated from natural fats 67
isolated from neonatal rats 52
isolated from newborn rats 82
isolated from outside help 60
isolated from several other 170
isolated from sources other 97
isolated from sources such 43
isolated from tissues such 40
isolated from uranium ores 90
isolated from village life 105
isolated great britain from 48
isolates were derived from 98
isolates were divided into 120
isolates were grouped into 109
isolation from certain other 43
isolation from european wars 60
isolation from everything else 1672
isolation from national life 70
