ideal affected profane art 48
into contending factions and 96
into contending parties and 46
into continuing contact with 75
into covenant relation with 476
into criminal behavior and 77
into critical contact with 96
into critical dialogue with 243
into critical relation with 41
into cultural capital and 61
into cultural contact with 76
into cultural history and 93
into cultural studies and 122
into customer service and 70
into dangerous contact with 196
into dangerous discord with 96
into dangerous efforts for 47
into dangerous rivalry with 178
into definite alliance with 78
into definite contact with 111
into definite relation with 223
into detention centers and 43
into discrete classes and 61
into discrete objects and 92
into discrete sections and 49
into disfavor because they 116
into disgrace because they 42
into disjoint subsets and 79
into distinct anterior and 74
into distinct classes and 392
into distinct classes that 86
into distinct classes was 49
into distinct classes with 152
into distinct northern and 57
into distinct objects and 49
into distinct sections and 69
into distinct sections that 92
into distinct species and 94
into domestic affairs and 68
into domestic markets and 68
into domestic service and 485
into domestic service for 98
into domestic service was 64
into domestic service with 125
into domestic violence and 80
into drainage ditches and 97
into drainage systems and 52
into economic affairs and 44
into economic capital and 219
into economic classes and 58
into economic contact with 77
into economic decline and 121
into economic history and 85
into ecstatic trances and 61
into education because they 48
into electric contact with 65
into electric current and 143
into electric current that 100
into electric signals and 216
into electric signals for 70
into electric signals that 398
into emotional contact with 120
into essential harmony with 59
into essential relation with 49
into everyday contact with 184
into everyday language and 341
into everyday language for 50
into everyday language that 74
into everyday objects and 61
into evidence against her 68
into evidence against him 814
into evidence against them 62
into evidence because they 107
into execution against all 93
into execution against any 125
into execution against her 49
into execution against him 95
into execution against them 95
into execution measures for 41
into execution schemes for 47
into explicit relation with 65
into extended contact with 158
into external contact with 67
into external objects and 89
into external relation with 40
into external rotation and 245
into external rotation with 50
into financial capital and 43
into financial markets and 104
into financial straits and 132
into financial support for 116
into financial trouble and 788
into financial trouble with 81
into finished product and 105
into firsthand contact with 217
into forceful contact with 151
into forcible contact with 431
into frequent clashes with 96
into frequent contact and 127
into frequent contact with 7867
into frequent trouble with 80
into friendly alliance with 283
into friendly contact with 988
into friendly relation with 175
into friendly rivalry with 111
into friendly treaties with 80
into fruitful contact with 517
into fruitful dialogue with 160
into fruitful relation with 159
into graduate schools and 67
into graduate studies and 46
into habitual contact with 143
into hopeless despair and 47
into hopeless poverty and 85
into hospital because she 56
into hospital because they 51
into hydrogen sulfide and 140
into hypnotic trances and 41
into immediate contact and 201
into immediate contact for 58
into immediate contact with 15331
into immediate custody and 142
into immediate rapport with 53
into immediate relation with 1225
into immediate service and 46
into immediate sympathy with 102
into immediate trouble with 112
into increased contact with 333
into increased profits for 65
into increased support for 149
into indirect contact with 325
into indirect relation with 45
into infinite follies and 116
into inflamed tissues and 49
into informal contact with 75
into injurious contact with 43
into innocent athletes and 79
into interest expense and 62
into internal affairs and 62
into internal contact with 43
into internal rotation and 138
into internal storage and 50
into intimate alliance with 63
into intimate contact and 615
into intimate contact for 104
into intimate contact with 23742
into intimate dialogue with 40
into intimate mixture with 44
into intimate relation with 2172
into intimate sympathy with 57
into isolated valleys and 49
into japanese culture and 189
into japanese history and 67
into japanese society and 223
into japanese society long 44
into japanese society than 52
into jordanian society and 41
into judgment against them 125
into laughter because they 41
into literary circles and 61
into literary history and 112
into literary history for 50
into magnetic contact with 46
into magnetic rapport with 46
into mainland southeast asia 222
into manifold contact with 70
into medicine because they 79
into metallic contact with 160
into metallic mercury and 575
into military affairs and 81
into military alliance with 269
into military custody and 74
into military custody for 51
into military prisons and 47
into military research and 104
into military service all 117
into military service and 2106
into military service are 99
into military service but 133
into military service for 537
into military service had 84
into military service has 54
into military service may 48
into military service that 93
into military service was 226
into military service who 55
into military service with 225
into mountain valleys and 54
into multiple columns and 51
into multiple editions and 62
into multiple packets and 51
into multiple packets for 51
into multiple sections and 62
into mutually hostile and 46
into numbered sections and 213
into numbered sections for 58
into numbered sections with 68
into numerous classes and 45
into numerous editions and 235
into numerous factions and 121
into numerous islands and 45
into numerous parties and 44
into numerous sections and 99
into numerous smaller and 50
into numerous species and 77
into numerous treaties with 64
into numerous valleys and 53
into obedient conduct for 123
into operation against him 115
into operation against them 188
into operation because they 64
into operation between new 69
into operation forthwith and 47
into operation quickly and 119
into operation rapidly and 53
into operation schemes for 50
into operation together with 127
into opposite corners and 72
into opposite parties with 99
into ordinary language and 152
into ordinary language for 67
into ordinary language this 46
into ordinary schools and 77
into oriental palaces that 56
into original sources and 71
into parallel position with 61
into particle physics and 59
into perilous contact with 160
into perilous passions and 64
into personal affairs and 62
into personal attacks and 110
into personal behavior and 46
into personal beliefs and 51
into personal contact and 271
into personal contact for 53
into personal contact with 16732
into personal history and 50
into personal incomes and 61
into personal matters that 116
into personal motives and 42
into personal privacy and 84
into personal relation and 51
into personal relation with 762
into personal strengths and 43
into personal sympathy with 77
into physical contact and 96
into physical contact with 4026
into physical fitness and 65
into physical illness and 40
into physical objects and 85
into physical objects that 40
into physical science and 52
into physical violence and 97
into pipeline quality gas 75
into politics against his 58
into politics because they 212
into politics coupled with 74
into pollution control and 45
into positions wherein they 57
into positive contact with 319
into positive relation with 45
into positive support for 102
into positive thoughts and 74
into possible contact with 61
into possible grounds for 84
into potential contact with 63
into practice because they 341
into practice everything that 196
into practice everything they 42
into practice everything you 51
into practice together with 61
into pressure contact with 63
into problems because they 187
into prolonged contact with 702
into quarters together for 89
into quickening contact with 49
into railroad boxcars and 43
into rebellion against god 318
into rebellion against him 283
into rebellion against his 362
into rebellion against its 49
into rebellion against them 80
into rebellion against this 41
into recruiting stations and 78
into refreshing zephyrs and 45
into relations between men 62
into relations between things 173
into religious beliefs and 172
into religious ecstasy and 62
into religious matters and 55
into religious praises and 109
into sensible contact with 93
into sensible relation with 159
into separate amounts for 45
into separate bottles and 44
into separate bundles and 40
into separate classes and 269
into separate classes for 194
into separate classes with 84
into separate columns and 73
into separate columns for 65
into separate european and 43
into separate factions and 41
into separate figures for 76
into separate flemish and 50
into separate folders for 81
into separate measures with 74
into separate modules and 78
into separate modules that 151
into separate northern and 165
into separate objects and 111
into separate packets and 50
into separate parcels and 80
into separate parties and 82
into separate portions and 94
into separate portions for 113
into separate primary and 40
into separate schools and 159
into separate schools for 91
into separate sections and 276
into separate sections for 872
into separate sections that 205
into separate sections with 79
into separate spheres and 101
into separate spheres for 69
into separate strands and 52
into separate treaties with 164
into separate volumes for 82
into skeletal muscles and 66
into socialist society and 43
into somewhat general use 79
into southwest virginia and 49
into specific criteria for 68
into specific demands for 97
into specific product and 47
into specific sectors and 44
into specific targets and 118
into specific targets for 162
into specific tissues and 102
into suitable material for 106
into suitable portions for 47
into suitable sections and 58
into suitable sections for 45
into symbolic capital and 57
into synaptic contact with 107
into synaptic relation with 202
into synthetic natural gas 164
into terminal decline and 62
into terrible trouble and 56
into terrible trouble for 107
into terrible trouble with 204
into testifying against him 79
into testifying against his 57
into treatment because she 92
into treatment because they 88
into tropical diseases and 49
into ultimate silence and 150
into vehement contact with 113
into vertical columns and 133
into vertical position and 83
into vigorous contact with 62
into whatever country they 112
into whatever outline they 46
into whatever position they 64
into whatever program you 48
into whatever service they 48
into whatever shelter they 44
iron bedsteads covered with 77
iron sectional boilers are 70
item analysis revealed that 255
