iambuses and anapaests are 48
including both materials and 117
including both maternal and 55
including both metallic and 43
including both military and 390
including both monetary and 138
including both negative and 147
including both officers and 167
including both officials and 45
including both ordinary and 102
including both original and 110
including both passenger and 80
including both patients and 79
including both permeable and 53
including both personal and 372
including both physical and 1497
including both politics and 41
including both positive and 1189
including both prenatal and 65
including both products and 44
including both property and 79
including both quantity and 117
including both questions and 53
including both regulars and 114
including both religious and 195
including both resident and 45
including both revenues and 65
including both salaries and 46
including both scholars and 47
including both semantic and 60
including both senators and 61
including both socialist and 55
including both software and 158
including both soldiers and 80
including both spaniards and 43
including both specific and 69
including both standard and 100
including both students and 215
including both switched and 45
including both symbolic and 44
including both synthetic and 57
including both temporal and 59
including both treatment and 49
including both tropical and 61
including both vertical and 104
including dna synthesis and 62
including dow chemical and 48
including fax machines and 66
including heat transfer and 67
including heat treatment and 57
including her children and 107
including her daughter and 100
including her relations with 117
including his argument that 112
including his assertion that 325
including his capacity for 101
including his children and 175
including his children who 84
including his contacts with 85
including his daughter and 230
including his education and 60
including his enthusiasm for 48
including his eyebrows and 51
including his fondness for 78
including his obsession with 41
including his penchant for 99
including his personal and 59
including his physical and 61
including his property and 47
including his proposal for 69
including his relations with 347
including his religious and 72
including his servants and 44
including hiv infection and 171
including how decisions are 89
including how subjects are 47
including its agencies and 90
including its benefits and 102
including its branches and 89
including its business and 54
including its capacity for 164
including its chairman and 180
including its chemical and 50
including its contents and 115
including its cultural and 111
including its direction and 65
including its downtown and 54
including its economic and 292
including its finances and 49
including its financial and 79
including its formation and 47
including its functions and 57
including its goodwill and 145
including its internal and 83
including its military and 91
including its officers and 74
including its physical and 206
including its policies and 71
including its politics and 52
including its positive and 52
including its potential for 316
including its problems and 59
including its products and 46
including its provision for 155
including its purposes and 58
including its relations with 722
including its religious and 68
including its symptoms and 52
including jet fighters and 67
including job analysis and 60
including job security and 98
including long distance and 42
including low inflation and 45
including new caledonia and 95
including new concepts and 58
including new entrants and 43
including new materials and 55
including new products and 147
including one designed for 67
including one equipped with 53
including one indicating that 48
including one reserved for 112
including one suggesting that 162
including our capacity for 96
including our children and 87
including our families and 51
including our politics and 59
including our relations with 184
including our servants and 47
including raw materials and 1047
including raw materials for 255
including real property and 265
including ruth benedict and 42
including sex education and 160
including sex hormones and 58
including six children and 85
including six officers and 44
including six patients with 47
including tax benefits and 66
including tax education and 101
including tax exemption for 59
including tax holidays and 147
including tax holidays for 51
including tax increases and 78
including that destined for 45
including that intended for 56
including that provided for 56
including that required for 399
including this condition being 41918
including this provision was 53
including two captains and 91
including two children and 165
including two children who 52
including two churches and 65
including two colonels and 79
including two cruisers and 58
including two generals and 145
including two officers and 249
including two officers who 57
including two patients who 121
including two patients with 253
including two sergeants and 67
including tying shoelaces and 61
incomes and education and 61
incomes and education are 81
incomes and expenses and 123
incomes and expenses are 291
incomes and expenses for 235
incomes are adjusted for 148
incomes are combined with 40
incomes are compared with 92
incomes are eligible for 126
incomes are probably not 46
incomes are provided for 45
incomes for families and 48
incomes for families with 164
incomes than families with 60
increase air pollution and 169
increase and continue her 42
increase and diminish his 81
increase and diminish its 96
increase and diminish with 778
increase and flourish with 41
increase and irritate them 111
increase and maintain his 100
increase and maintain its 181
increase and maintain our 46
increase and multiply all 44
increase and multiply and 3930
increase and multiply for 246
increase and multiply his 236
increase and multiply its 183
increase and multiply our 220
increase and multiply that 63
increase and multiply them 206
increase and multiply was 228
increase and multiply with 458
increase and negative for 55
increase and overflow for 641
increase and strengthen any 71
increase and strengthen his 416
increase and strengthen its 226
increase and strengthen our 402
increase and strengthen that 149
increase and strengthen them 142
increase and strengthen this 150
increase and strengthen with 101
increase being entirely due 90
increase being probably due 57
increase both accuracy and 51
increase both capacity and 65
increase both domestic and 145
increase both economic and 50
increase both inflation and 91
increase both interest and 132
increase both internal and 121
increase both maternal and 82
increase both personal and 83
increase both physical and 171
increase both precision and 86
increase both quantity and 123
increase both revenues and 109
increase both systolic and 231
increase but slightly with 41
increase dna synthesis and 128
increase each succeeding year 99
increase fat oxidation and 49
increase has exceeded that 40
increase has occurred and 56
increase has occurred for 89
increase heat transfer and 132
increase her affection for 130
increase her capacity for 263
increase her commerce and 85
increase her commerce with 44
increase her contacts with 43
increase her economic and 41
increase her interest and 65
increase her military and 78
increase her prestige and 75
increase his affection for 242
increase his appetite and 49
increase his appetite for 140
increase his authority and 199
increase his business and 523
increase his business with 69
increase his capacity and 57
increase his capacity for 1468
increase his comforts and 47
increase his confusion and 78
increase his contacts with 225
increase his contempt for 132
increase his distaste for 40
increase his distress and 44
increase his enthusiasm for 72
increase his essential and 41
increase his fondness for 40
increase his interest and 222
increase his intimacy with 351
increase his leverage with 44
increase his military and 47
increase his physical and 50
increase his potential for 231
increase his prestige and 927
increase his prestige with 162
increase his property and 77
increase his revenues and 215
increase his security and 93
increase his suspicion and 51
increase his treasures and 60
increase his turnover and 47
increase its accuracy and 153
increase its activity and 446
increase its affinity for 923
increase its authority and 211
increase its autonomy and 82
increase its benefits and 74
increase its business and 199
increase its business with 165
increase its capacity and 535
increase its capacity for 2407
increase its commerce and 84
increase its contacts with 420
increase its coverage and 469
increase its delicacy and 57
increase its deposits and 43
increase its economic aid 138
increase its economic and 750
increase its efficacy and 142
increase its exposure and 40
increase its financial aid 261
increase its financial and 83
increase its fluidity and 62
increase its grandeur and 64
increase its hardness and 701
increase its interest and 174
increase its interest for 47
increase its leverage and 46
increase its leverage with 114
increase its military aid 176
increase its military and 245
increase its mobility and 102
increase its momentum and 47
increase its physical and 93
increase its porosity and 55
increase its potential for 652
increase its precision and 55
increase its presence and 130
increase its pressure and 72
increase its pressure for 47
increase its prestige and 371
increase its quantity and 111
increase its relations with 47
increase its reserves and 89
increase its revenues and 322
increase its richness and 44
increase its rigidity and 121
increase its security and 158
increase its severity and 48
increase its thickness and 167
increase its turnover and 41
increase its validity and 50
increase its velocity and 105
increase its vitality and 61
increase job security and 217
increase job security for 99
increase les pressure and 116
increase lung capacity and 228
increase may continue for 68
increase may indicate that 179
increase nor diminish his 58
increase nor diminish its 186
increase our affection for 151
increase our appetite for 60
increase our business and 62
increase our business with 44
increase our capacity and 66
increase our capacity for 2108
increase our commerce and 73
increase our commerce with 53
increase our contacts with 109
increase our domestic and 77
increase our economic and 63
increase our enthusiasm for 49
increase our interest and 51
increase our intimacy with 225
increase our military and 46
increase our physical and 43
increase our pleasures and 48
increase our potential for 137
increase our prestige and 60
increase our response and 162
increase our security and 98
increase our suspicion that 40
increase tax receipts and 87
increase tax revenues and 784
increase tax revenues for 86
increase than diminish her 99
increase than diminish his 159
increase than diminish its 129
increase than diminish our 104
increase than diminish that 253
increase than diminish this 92
increase than diminish with 80
increase than extinguish them 56
increase than mitigate his 289
increase this tendency and 93
increase was achieved with 84
increase was directly due 70
increase was earmarked for 86
increase was entirely due 277
increase was expected for 52
increase was observed and 107
increase was observed for 1566
increase was observed with 392
increase was obtained for 102
increase was obtained with 207
increase was partially due 78
increase was probably due 1563
increase was probably not 181
increase was proposed for 56
increase was provided for 323
increase was recorded for 285
increase was reported for 154
increase with activity and 144
increase with advanced age 428
increase with altitude and 342
increase with distance and 432
increase with distance but 218
increase with distance for 106
increase with education and 343
increase with elevation and 117
increase with exercise and 259
increase with increased age 141
increase with increased use 98
increase with inflation and 193
increase with latitude and 150
increase with maternal age 938
increase with maturity and 47
increase with paternal age 111
increase with practice and 213
increase with pressure and 330
increase with pressure for 54
increase with prolonged use 140
increasing age children are 52
increasing age suggests that 121
increasing air pollution and 137
increasing air pressure and 44
increasing and perfecting its 61
increasing both capacity and 45
increasing both domestic and 47
increasing gas pressure and 96
increasing gas velocity and 88
increasing her commerce and 67
increasing her vitamins and 41
increasing his authority and 51
increasing his business and 102
increasing his capacity for 179
increasing his contacts with 63
increasing his emphasis with 88
increasing his intimacy with 44
increasing his prestige and 84
increasing its accuracy and 70
increasing its activity and 120
increasing its affinity for 857
increasing its authority and 60
increasing its business and 80
increasing its business with 47
increasing its capacity and 185
increasing its capacity for 531
increasing its contacts with 83
increasing its economic aid 40
increasing its economic and 128
increasing its hardness and 87
increasing its military aid 51
increasing its military and 123
increasing its mobility and 62
increasing its porosity and 49
increasing its potential for 218
increasing its presence and 60
increasing its pressure and 109
increasing its prestige and 123
increasing its quantity and 45
increasing its revenues and 110
increasing its tenacity and 52
increasing its thickness and 106
increasing its velocity and 125
increasing job security and 127
increasing oil revenues and 230
increasing our capacity for 222
increasing our commerce and 42
increasing our potential for 49
increasing tax revenues and 451
increasing tax revenues for 105
increasing than mitigating his 108
increasing with latitude and 54
incurring any liability for 477
incurring any transfer tax 81
indexed for inflation and 1034
indexed for inflation but 95
indexed for inflation each 134
indexed for inflation for 530
indexes and catalogs are 42
indexes and catalogs for 46
indexes are adjusted for 78
indexes are combined with 45
indexes are compared with 95
indexes are compiled and 51
indexes are compiled for 53
indexes are computed and 73
indexes are computed for 224
indexes are designed for 73
indexes are included for 125
indexes are obtained for 43
indexes are prepared for 53
indexes are provided for 371
indexes are provided with 59
indexes are required for 63
indexes for patients with 43
