iambs and trochees are 45
ideas and proposed that 117
ideas and purposes and 157
ideas and purposes are 229
ideas and purposes can 45
ideas and purposes for 50
ideas and purposes that 572
ideas and purposes with 81
ideas and pursuits all 82
ideas and questions and 315
ideas and questions are 164
ideas and questions can 58
ideas and questions for 154
ideas and questions that 1078
ideas and questions they 54
ideas and questions with 113
ideas and questions you 63
ideas and realities that 124
ideas and relations and 69
ideas and relations are 87
ideas and relations may 162
ideas and relations that 196
ideas and remember them 40
ideas and requests for 67
ideas and resolves not 74
ideas and rhetoric that 42
ideas and sensible things 76
ideas and services and 45
ideas and services are 49
ideas and services that 97
ideas and sketches for 162
ideas and solutions and 200
ideas and solutions are 257
ideas and solutions can 99
ideas and solutions for 404
ideas and solutions may 60
ideas and solutions than 58
ideas and solutions that 1086
ideas and solutions they 46
ideas and solutions with 92
ideas and subjects for 101
ideas and subjects that 302
ideas and suggests that 206
ideas and supporting them 54
ideas and therefore are 50
ideas and therefore can 78
ideas and therefore his 45
ideas and transfer them 57
ideas and transmit them 122
ideas and treatment may 56
ideas are absorbed and 52
ideas are abstract and 107
ideas are abundant and 44
ideas are accepted and 464
ideas are accepted for 41
ideas are accepted with 51
ideas are acquired and 53
ideas are adequate and 68
ideas are advanced and 55
ideas are analyzed and 65
ideas are attended with 438
ideas are borrowed and 53
ideas are captured and 46
ideas are combined and 122
ideas are combined with 330
ideas are compared and 81
ideas are compared with 201
ideas are complete and 46
ideas are concrete and 49
ideas are confused and 324
ideas are congruent with 122
ideas are contingent and 63
ideas are conveyed and 72
ideas are conveyed with 42
ideas are dangerous and 105
ideas are designed for 50
ideas are diffused and 57
ideas are discrete and 43
ideas are distinct and 126
ideas are entirely new 75
ideas are erroneous and 40
ideas are essential and 47
ideas are essential for 202
ideas are examined and 126
ideas are exchanged and 581
ideas are expanded and 96
ideas are explored and 201
ideas are extended and 75
ideas are fanciful and 40
ideas are fostered and 119
ideas are governed far 48
ideas are hammered out 98
ideas are included and 55
ideas are included but 68
ideas are included for 47
ideas are intriguing and 67
ideas are invested with 73
ideas are involved and 47
ideas are mightier than 74
ideas are mistaken for 88
ideas are modified and 74
ideas are numerous and 58
ideas are obviously not 46
ideas are original and 236
ideas are original with 59
ideas are outdated and 42
ideas are positive and 49
ideas are possible and 81
ideas are powerful and 77
ideas are probably all 56
ideas are probably not 74
ideas are produced and 253
ideas are produced with 43
ideas are profound and 40
ideas are proposed and 127
ideas are provided for 87
ideas are received and 148
ideas are received with 62
ideas are recorded and 144
ideas are recorded for 50
ideas are rejected and 98
ideas are relative and 73
ideas are relevant and 107
ideas are relevant for 150
ideas are required for 115
ideas are retained and 54
ideas are reviewed and 73
ideas are screened and 46
ideas are screened out 42
ideas are selected and 175
ideas are selected for 157
ideas are sensible and 49
ideas are sketched out 107
ideas are struggling for 54
ideas are suitable for 123
ideas are supposed not 48
ideas are therefore not 71
ideas are unfolded with 83
ideas are valuable and 141
ideas are valuable for 44
ideas are welcomed and 225
ideas are worthless and 42
ideas both verbally and 70
ideas can flourish and 47
ideas for addressing them 83
ideas for analysis and 55
ideas for articles and 253
ideas for articles that 182
ideas for business and 58
ideas for children and 49
ideas for costumes and 79
ideas for decorating and 94
ideas for decorating with 46
ideas for developing and 230
ideas for developing new 114
ideas for developing this 64
ideas for economic and 107
ideas for education and 60
ideas for entirely new 43
ideas for everyone who 48
ideas for expansion and 47
ideas for materials and 54
ideas for movement and 46
ideas for organizing and 146
ideas for overcoming them 71
ideas for personal and 45
ideas for pictures and 54
ideas for policies and 46
ideas for possible new 95
ideas for possible use 92
ideas for potential new 47
ideas for practice and 51
ideas for proceeding with 44
ideas for products and 542
ideas for products that 358
ideas for programs and 199
ideas for programs that 160
ideas for projects and 385
ideas for projects are 79
ideas for projects for 54
ideas for projects that 566
ideas for promotion and 55
ideas for questions and 52
ideas for questions that 56
ideas for solutions and 74
ideas for solutions are 45
ideas for solutions that 115
ideas for solutions with 77
ideas for speeches and 51
ideas for students and 65
ideas for students who 66
ideas for yourself and 52
ideas may conflict with 92
ideas not formally but 56
ideas per employee per 69
ideas that accounts for 48
ideas that animated his 41
ideas that challenge and 51
ideas that challenge our 87
ideas that children are 75
ideas that children bring 43
ideas that children can 72
ideas that coincide with 50
ideas that comprise this 47
ideas that conflict too 43
ideas that conflict with 650
ideas that connects its 54
ideas that contrast with 43
ideas that disagree with 55
ideas that dominate our 57
ideas that dominate them 59
ideas that everyone can 70
ideas that explains and 47
ideas that informed his 70
ideas that informed them 46
ideas that inspired and 43
ideas that inspired him 127
ideas that inspired his 75
ideas that inspired them 185
ideas that interest him 67
ideas that interest them 291
ideas that interest you 271
ideas that intrigue you 68
ideas that motivate and 51
ideas that motivate them 57
ideas that occupied him 69
ideas that occupied his 87
ideas that preceded and 47
ideas that preceded them 56
ideas that produced that 44
ideas that produced them 48
ideas that remained with 56
ideas that resonate with 175
ideas that students are 85
ideas that students bring 117
ideas that students can 101
ideas that students may 56
ideas that surround them 73
ideas that underlay his 67
ideas that underlay them 59
ideas that underlie all 128
ideas that underlie and 85
ideas that underlie his 95
ideas that underlie our 125
ideas that underlie them 367
ideas that underlie this 191
ideas that underpin them 78
ideas that underpin this 60
ideas they associate with 88
ideas they disagree with 98
ideas thus acquired are 50
ideas too advanced for 71
ideas was attended with 45
ideas was combined with 64
ideas with accuracy and 57
ideas with clearness and 167
ideas with enthusiasm and 150
ideas with evidence and 102
ideas with examples and 86
ideas with facility and 79
ideas with interest and 66
ideas with languages and 56
ideas with potential for 42
ideas with precision and 270
ideas with realities that 41
ideas with students and 173
ideas you associate with 86
ideas you disagree with 49
idiot and imbecile are 43
idle and careless than 84
idle and cowardly and 50
idle and dangerous way 91
idle and ignorant and 55
idle and ignorant men 40
idle and ignorant than 87
idle and visionary any 161
idle fry incurred her 74
idol was gigantic and 45
ills and ailments that 42
ills and injuries and 61
ills and miseries and 65
ills and problems and 42
ills and problems that 116
ills and troubles that 53
ills that threatened them 51
inch are required for 140
inch are suitable for 113
inch gun cruisers and 132
inch gun cruisers for 44
inch gun cruisers with 41
inks are required for 52
inks are suitable for 49
inns are scrawled with 77
inns for pilgrims and 89
into air currents and 41
into air pollution and 51
into all business and 44
into all counties for 64
into all creatures and 79
into all crevices and 189
into all economic and 67
into all languages and 694
into all languages for 68
into all languages that 57
into all policies and 298
into all programs and 41
into all receipts and 71
into all relations with 74
into all religions and 99
into all subjects and 159
into all subjects that 59
into and coalesce with 43
into and combined with 113
into and combines with 55
into and compared with 40
into and conceive his 40
into and concerning any 75
into and consider all 135
into and correcting things 52
into and discover all 45
into and exchanged for 73
into and exported out 319
into and identify with 161
into and interact with 234
into and modified all 142
into and overlaps with 62
into and parallel with 41
into and payments out 101
into and possessing them 40
into and prepares for 46
into and products out 50
into and provided for 132
into any activity that 315
into any alliances with 79
into any argument with 686
into any business and 111
into any business deal 40
into any business for 41
into any business that 386
into any business with 66
into any category and 129
into any category but 55
into any category that 143
into any coalition with 147
into any coherent and 51
into any collision with 111
into any commerce with 44
into any communion with 87
into any computer and 40
into any computer with 52
into any conflict that 65
into any conflict with 497
into any contract and 144
into any contract for 1640
into any contract that 430
into any contract they 78
into any contract with 2454
into any covenant for 69
into any covenant with 183
into any criminal act 156
into any currency for 89
into any disputes with 88
into any document that 540
into any elements but 54
into any enclosed area 55
into any exchanges with 50
into any extended use 53
into any gestures that 55
into any grievous sin 64
into any intimacy with 98
into any positive act 128
into any premises and 59
into any premises for 134
into any problems that 136
into any problems with 330
into any proposal for 44
into any railroad car 92
into any relations with 861
into any security for 249
into any situation and 362
into any situation that 760
into any situation with 160
into any specific area 51
into bad relations with 58
into bed alongside her 86
into bed alongside him 48
into being agreeable and 59
into being entirely new 56
into being involved with 45
into being otherwise than 68
into being suddenly and 152
into being wherever men 73
into big business and 331
into big business for 76
into big business with 54
into big problems with 43
into bit patterns that 119
into both academic and 99
into both american and 117
into both business and 135
into both cellular and 43
into both christian and 58
into both clinical and 42
into both cultural and 66
into both domestic and 221
into both economic and 132
into both education and 48
into both external and 54
into both financial and 64
into both hardware and 54
into both industry and 97
into both internal and 135
into both japanese and 52
into both military and 95
into both nostrils and 46
into both officers and 81
into both personal and 146
into both physical and 173
into both politics and 114
into both positive and 131
into both products and 45
into both religious and 93
into both vertical and 65
into dna synthesis and 107
into doing business with 250
into doing whatever she 122
into doing whatever they 169
into doing whatever you 71
into each category and 291
into each category are 238
into each category for 135
into each category was 95
into each cylinder and 188
into each cylinder head 67
into each mushroom cap 102
into each prepared pan 41
into each situation and 57
into east pakistan and 331
into easy intimacy with 67
into easy relations with 108
into end products that 116
into fat captains and 58
into fit condition for 200
into for exercise and 50
into gas chambers and 217
into her adulthood and 55
into her armchair and 175
into her assigned seat 42
into her backpack and 1302
into her backpack for 240
into her backpack with 46
into her backside and 55
into her backyard and 133
into her basement and 59
into her battered old 46
into her beautiful and 43
into her beautiful new 57
into her blankets and 118
into her bloomers and 50
into her breeches and 48
into her business and 134
into her business than 49
into her buttocks and 153
into her capacious bag 57
into her capacious lap 115
into her carryall and 58
into her chambers and 166
into her children and 133
into her clutches and 77
into her colonies and 81
into her computer and 487
into her concerns with 69
into her condition and 149
into her contract that 191
into her contract with 44
into her cosmetic bag 40
into her councils that 51
into her cupboard and 60
into her daughter and 70
into her deserted bed 48
into her drawstring bag 46
into her driveway and 1529
into her driveway she 112
into her driveway that 59
into her driveway with 86
into her eighties and 296
into her eighties she 67
into her eightieth year 163
into her entrails for 92
into her favorite mug 59
into her fingertips and 51
into her freshman year 129
into her genitals and 43
into her hairline and 58
into her hopeless and 64
into her hospital bed 64
into her identity and 45
into her intimacy with 43
into her knapsack and 263
into her knickers and 99
into her mattress and 41
into her memories and 85
into her mercedes and 69
into her neckline and 43
into her nineties and 205
into her ninetieth year 211
into her nostrils and 461
into her nostrils with 43
into her notebook and 145
into her obsession with 62
into her overalls and 61
into her passenger seat 55
into her personal and 129
into her portfolio and 56
into her presence and 655
into her presence but 48
into her presence did 161
into her presence for 132
into her presence had 74
into her presence one 94
into her presence she 187
into her presence that 41
into her presence was 67
into her presence with 480
into her problems and 113
into her quarters and 151
into her raincoat and 102
into her relations with 458
into her reticule and 657
into her reticule for 206
into her rucksack and 84
into her sandwich and 165
into her schedule and 40
into her shoulder and 961
into her shoulder bag 2540
into her shoulder with 79
into her situation and 132
into her sixteenth year 51
into her slippers and 734
into her snowsuit and 50
into her softness and 90
into her stroller and 92
into her stubborn head 51
into her suitcase and 511
into her suitcase for 75
into her suitcase with 53
into her swimsuit and 200
into her trousers and 86
into her twenties and 124
into her twentieth year 51
into her underwear and 154
into her virtuous but 41
into her wardrobe and 94
into her windpipe and 113
into her workroom and 90
into his accounts and 126
into his accounts with 45
into his adulthood and 57
into his affection for 155
into his aircraft and 68
into his airplane and 90
into his analysis and 142
into his argument and 108
into his argument for 132
into his argument that 272
into his argument with 136
into his armchair and 532
into his armchair near 83
into his armchair with 167
into his armholes with 40
into his articles for 45
into his artistic and 44
into his assertion that 89
into his assigned seat 44
into his attitude and 65
into his audience and 67
into his audience with 51
into his authority and 42
into his backbone and 46
into his backpack and 1607
into his backpack for 205
into his backpack with 58
into his backside and 56
into his backyard and 326
into his basement and 195
into his battered car 42
into his battered old 115
into his beautiful and 55
into his beautiful new 47
into his billfold and 150
into his biography and 44
into his blankets and 414
into his blankets for 40
into his blankets with 49
into his breakfast with 64
into his breeches and 371
into his britches and 52
into his brougham and 145
into his business and 829
into his business for 44
into his business that 116
into his business with 194
into his buttocks and 216
into his cadillac and 180
into his campaign and 111
into his campaign for 281
into his campaign with 43
into his capacious maw 120
into his capacity for 79
into his chambers and 759
into his chambers for 187
into his chambers with 107
into his children and 82
into his children that 44
into his churches and 52
into his clutches and 240
into his clutches than 74
into his clutches was 59
into his communion with 52
into his compound and 129
into his computer and 873
into his computer for 72
into his condition and 463
into his conflict with 88
into his conscious and 59
into his contacts with 65
into his contract that 457
into his contract with 283
into his corvette and 49
into his councils and 89
into his counsels and 155
into his covenant and 65
into his covenant with 54
into his cupboard and 63
into his curricle and 78
into his cushioned seat 54
into his darkness and 51
into his darkroom and 90
into his daughter and 43
into his decisions and 44
into his district and 125
into his doctrine and 43
into his doctrine that 97
into his domestic and 48
into his dominions and 213
into his dominions with 156
into his driveway and 1366
into his driveway that 125
into his driveway with 56
into his dungarees and 56
into his education and 72
into his eighties and 543
into his eighties but 52
into his eighties now 53
into his eightieth year 498
into his elevator and 53
into his emotional and 88
into his enthusiasm for 90
into his entrails and 58
into his explorer and 48
into his eyeballs and 46
into his eyebrows and 87
into his fanciful head 63
into his favorite bar 62
into his favorite easy 119
into his favorite seat 50
into his favorite song 58
into his fifteenth year 148
into his finances and 57
into his financial and 41
into his fingertips and 65
into his freshman year 163
into his garments and 50
into his greatcoat and 166
into his hairline and 76
into his heritage and 99
into his homeland and 53
into his horrible age 131
into his hospital and 41
into his hospital bed 231
into his hospital for 43
into his hundredth year 189
into his identity and 90
into his immediate and 103
into his infernal den 47
into his instinct for 98
into his intercom and 49
into his intimacy and 126
into his intimacy had 40
into his journals and 58
into his knapsack and 700
into his knapsack for 95
into his labyrinth with 69
into his lectures and 200
into his lightest air 50
into his likeness and 383
into his likeness with 1534
into his literary and 74
into his lordship than 66
into his magazine and 57
into his majority and 71
into his medicine bag 164
into his memories and 133
into his mercedes and 322
into his messenger bag 55
into his military and 59
into his ministry and 101
into his movement and 42
into his mustache and 61
into his narration one 78
into his nineties and 232
into his ninetieth year 280
into his nostrils and 1620
into his nostrils was 51
into his nostrils with 166
into his notebook and 375
into his notebook for 67
into his obsession with 126
into his officers and 108
into his opponent and 89
into his opponent with 92
into his original and 92
into his overalls and 295
into his overcoat and 1007
into his overcoat with 41
into his passenger seat 87
into his passport and 44
into his personal and 365
into his personal car 57
into his petitions for 62
into his physical and 254
into his physical being 149
into his pictures all 65
into his pictures and 167
into his pictures that 125
into his pictures with 40
into his pleasures and 52
into his politics and 302
into his portfolio and 179
into his practice and 176
into his premises and 71
into his presence all 201
into his presence and 4938
into his presence any 40
into his presence but 93
into his presence for 589
into his presence had 109
into his presence his 138
into his presence now 49
into his presence one 460
into his presence she 137
into his presence that 353
into his presence they 210
into his presence two 52
into his presence was 286
into his presence who 68
into his presence with 3103
into his presence you 42
into his problems and 476
into his problems with 49
into his property and 153
into his province and 94
into his purposes and 97
into his pursuits and 107
into his pursuits that 54
into his pursuits with 42
into his quarters and 614
into his quarters for 99
into his quarters with 104
into his raincoat and 179
into his recliner and 173
into his recliner with 49
into his regiment all 77
into his relations with 1788
into his religious and 104
into his reserves and 42
into his roadster and 57
into his rucksack and 364
into his rucksack for 82
into his sandwich and 258
into his sandwich with 45
into his scabbard and 61
into his schedule and 126
into his schedule for 91
into his sentence with 43
into his services and 52
into his shoulder and 3310
into his shoulder bag 484
into his shoulder for 82
into his shoulder that 90
into his shoulder with 253
into his situation and 216
into his situation with 66
into his sixteenth year 106
into his slippers and 557
into his snowsuit and 45
into his solitary eye 70
into his solitude and 66
into his speeches and 293
into his speeches that 41
into his speeches with 45
into his stirrups and 60
into his strategy for 72
into his stroller and 115
into his struggle for 63
into his struggle with 91
into his stubborn head 103
into his students and 44
into his subjects and 108
into his suitcase and 516
into his suitcase for 52
into his swimsuit and 53
into his terminal and 66
into his thirteenth year 70
into his treatment and 43
into his trenches with 41
into his trousers and 1723
into his trousers for 67
into his trousers with 131
into his twenties and 119
into his twentieth year 111
into his underwear and 224
into his universe and 41
into his unmarked car 68
into his upturned hat 46
into his vineyard and 93
into his vitality and 44
into his wardrobe and 66
into his whiskers and 43
into his windpipe and 258
into his workroom and 203
into his workshop and 471
into hot paraffin wax 50
into how children and 56
into how children are 84
into how decisions are 144
into how managers can 53
into how students are 92
into ice crystals and 163
into ice crystals that 136
into its analysis and 91
into its archives and 45
into its assembly area 150
into its beautiful new 64
into its branches and 369
into its branches for 42
into its branches with 48
into its business and 132
into its business with 54
into its campaign for 41
into its capacious maw 188
into its capacity for 73
into its cavities and 41
into its chemical and 60
into its clutches and 54
into its complete and 43
into its computer and 52
into its condition and 175
into its confines and 41
into its conflict with 44
into its conscious and 89
into its constant and 114
into its contents and 88
into its contents with 42
into its contract with 199
into its contrary and 95
into its councils and 81
into its crevices and 65
into its cultural and 120
into its cylinder and 49
into its darkness and 112
into its database and 86
into its divisions and 46
into its doctrine and 114
into its domestic and 98
into its domestic law 363
into its economic and 455
into its education and 40
into its elements and 2727
into its elements are 50
into its elements but 61
into its elements for 112
into its elements may 47
into its elements than 48
into its elements that 154
into its elements was 46
into its elements with 187
into its envelope and 1031
into its envelope with 48
into its essential and 75
into its execution with 45
into its expected and 56
into its external and 260
into its extremes and 80
into its financial and 63
into its formation and 109
into its formation are 613
into its functions and 124
into its gigantic but 51
into its handsome new 51
into its historic and 90
into its hydrogen and 76
into its integral and 57
into its internal and 224
into its literary and 55
into its military and 102
into its negative and 65
into its neighbor and 47
into its nostrils and 127
into its numerous and 59
into its operation and 139
into its opposite and 1576
into its opposite are 63
into its opposite long 41
into its opposite was 49
into its opposite with 80
into its original and 182
into its original bed 160
into its original two 42
into its parallel and 54
into its parietal and 40
into its personal and 66
into its physical and 323
into its pleasures and 40
into its policies and 260
into its politics and 71
into its positive and 400
into its posterior end 52
into its potential and 84
into its potential for 82
into its practice and 74
into its premises and 74
into its presence and 89
into its presence with 53
into its problems and 139
into its products and 176
into its programs and 130
into its purposes and 70
into its recesses and 202
into its recesses ere 40
into its relations with 505
into its religious and 121
into its reserves and 41
into its scabbard and 587
into its scabbard with 123
into its separate and 120
into its shoulder and 84
into its simplest and 113
into its smallest and 70
into its softness and 75
into its specific heat 63
into its strategy and 44
into its strategy for 83
into its subunits and 64
into its tangential and 116
into its temporal and 47
into its twentieth year 46
into its ultimate and 145
into its validity and 76
into its vastness and 41
into its vehicles and 44
into its vertical and 618
into its voracious maw 51
into key positions and 242
into law practice and 47
into law practice with 144
into law republic act 95
into lead peroxide and 141
into lead sulphate and 98
into long distance and 82
into long silences and 69
into long trousers and 81
into near communion with 96
into near relations with 232
into neat packages and 42
into new activity and 124
into new alliances and 62
into new alliances with 149
into new branches and 44
into new business and 55
into new caledonia and 78
into new channels and 762
into new channels for 131
into new channels may 41
into new channels that 165
into new channels was 78
into new channels with 136
into new concepts and 112
into new contacts with 79
into new contexts and 291
into new cultural and 65
into new cultures and 79
into new divisions and 111
into new domestic and 42
into new economic and 243
into new families and 132
into new functions and 52
into new grandeur and 84
into new habitats and 219
into new insights and 86
into new languages and 77
into new locations and 85
into new materials and 259
into new materials for 40
into new materials this 129
into new materials with 44
into new minerals that 50
into new pastures and 180
into new patterns and 430
into new patterns that 440
into new patterns with 57
into new policies and 123
into new positions and 411
into new positions for 53
into new positions that 134
into new positions with 97
into new premises and 82
into new problems and 92
into new products and 2546
into new products for 161
into new products that 414
into new products with 68
into new programs and 106
into new projects and 115
into new quarters and 204
into new quarters that 48
into new quarters with 82
into new relations and 284
into new relations that 46
into new relations with 1754
into new routines and 53
into new services and 128
into new troubles and 44
into new ventures and 171
into new ventures that 139
into new ventures with 49
into new villages and 57
into odd positions and 40
into odd wrinkles and 48
into old memories and 49
into old patterns and 230
into old patterns that 56
into old problems and 62
into old slavonic and 48
into old trousers and 40
into one abstract idea 120
into one assembly and 42
into one beautiful and 164
into one calendar year 176
into one category all 322
into one category and 1468
into one category are 46
into one category but 67
into one category for 274
into one category may 45
into one category than 52
into one category that 180
into one category with 208
into one coherent and 672
into one coherent set 44
into one cohesive and 124
into one communion and 61
into one complete and 566
into one compound one 654
into one confused and 49
into one confused heap 55
into one contract for 70
into one contract with 54
into one cultural and 42
into one cylinder and 64
into one database and 63
into one designed for 46
into one dimension and 73
into one direction and 141
into one distinct and 121
into one district and 137
into one district for 106
into one district with 62
into one document and 258
into one document for 95
into one document that 189
into one economic and 155
into one electron and 53
into one entirely new 55
into one envelope and 82
into one gigantic and 47
into one graceful and 354
into one loathsome heap 63
into one majestic and 53
into one military and 47
into one molecule each 77
into one monarchy for 59
into one operation and 49
into one portrait than 52
into one positive and 52
into one powerful and 272
into one provided with 109
into one province and 149
into one province with 57
into one pulsation now 58
into one quantity both 136
into one regiment and 80
into one religious and 43
into one resembling that 220
into one sentence all 72
into one sentence and 272
into one sentence than 46
into one sentence that 1146
into one sentence things 134
into one sentence two 52
into one sentence using 140
into one sentence with 335
into one separate and 51
into one specific area 95
into one suitable for 495
into one suitcase and 88
into one ultimate end 90
into one vigorous and 73
into our accounts and 49
into our aircraft and 40
into our american way 51
into our analysis and 185
into our backyard and 197
into our barracks and 184
into our basement and 93
into our beautiful new 85
into our bedrooms and 100
into our bedrooms with 52
into our blankets and 211
into our blankets for 41
into our business and 357
into our capacity for 85
into our carriages and 138
into our chambers and 70
into our children and 103
into our churches and 379
into our colleges and 374
into our colonies for 46
into our commerce with 47
into our communion and 45
into our compound and 140
into our computer and 139
into our concepts and 99
into our concerns with 94
into our condition and 60
into our conscious and 90
into our costumes and 72
into our councils and 45
into our criminal law 184
into our cultural and 111
into our darkness and 106
into our database and 58
into our decisions and 47
into our district and 45
into our domestic and 46
into our domestic law 348
into our dominions for 42
into our driveway and 631
into our driveway that 41
into our driveway with 77
into our economic and 297
into our education and 66
into our eighties and 73
into our elections can 49
into our emotional and 79
into our enthusiasm for 40
into our equations and 42
into our families and 226
into our formation and 42
into our hammocks and 135
into our heritage and 50
into our hospital and 58
into our humanity and 79
into our identity and 49
into our industry and 50
into our kitchens and 76
into our languages and 72
into our literary and 50
into our macedonia and 43
into our machines and 67
into our memories and 217
into our memories for 46
into our military and 40
into our movement and 117
into our nostrils and 165
into our personal and 339
into our physical and 160
into our physical being 151
into our policies and 54
into our politics and 196
into our politics new 50
into our positions and 120
into our practice and 107
into our premises one 46
into our presence and 224
into our presence for 47
into our presence with 118
into our problems and 99
into our products and 98
into our programs and 78
into our projects and 48
into our purposes and 73
into our quarters and 209
into our quarters with 51
into our relations with 933
into our religious and 62
into our schedule and 43
into our situation and 148
into our specific idea 102
into our statutes and 42
into our statutes its 52
into our stomachs and 120
into our struggle for 53
into our tradition and 98
into our trenches and 119
into our twenties and 49
into our uniforms and 91
into our universe and 98
into our universe that 124
into our vehicles and 234
into our villages and 161
into plea bargaining with 43
into raw materials and 355
into raw materials for 353
into raw materials that 114
into real benefits for 81
into real communion with 257
into real conflict with 192
into real intimacy with 69
into real products and 59
into real property and 217
into real relations with 207
into sad disgrace with 52
into san salvador and 61
into set patterns and 69
into sex relations for 45
into sex relations with 80
into six chapters and 288
into six chapters that 253
into six chapters with 83
into six circuits and 71
into six circuits for 81
into six counties and 54
into six divisions and 189
into six divisions with 78
into six languages and 250
into six parishes and 42
into six segments and 78
into six separate and 128
into tax shelters and 41
into ten breeches and 123
into ten chapters and 210
into ten chapters that 133
into ten chapters with 59
