if abrupt action would 69
if nobody knows about 942
if nobody knows anything 54
if nobody knows where 109
if nobody talks about 54
if normal sinus rhythm 57
if nurses would watch 49
if oliver still thinks 73
if output falls below 194
if placed under water 60
if poorer lands which 47
if reaction takes place 85
if readers would alert 74
if recent growth rates 43
if report speaks truly 940
if report spoke truly 392
if return thereof shall 69
if simple unity could 95
if someone asked about 222
if someone cared about 40
if someone cares about 64
if someone comes after 70
if someone comes looking 92
if someone could drive 53
if someone could please 57
if someone could point 51
if someone could prove 159
if someone could really 51
if someone could write 59
if someone knows about 61
if someone knows where 53
if someone really cares 63
if someone really likes 50
if someone really loves 80
if someone really needs 75
if someone really thinks 56
if someone really wants 435
if someone talks about 199
if someone tried drugs 94
if someone would offer 72
if someone would please 85
if someone would start 58
if someone would write 145
if something awful might 62
if something feels right 44
if something makes sense 65
if something really awful 61
if something seems amiss 49
if something takes place 46
if standing alone would 46
if strength alone could 105
if through empty space 42
if through lower lives 57
if training takes place 61
if various known risks 138
if virtue would appear 122
if vomiting takes place 73
if winter would never 54
if without undue delay 44
in acidic amino acids 877
in across spoon river 421
in actions arising under 284
in actions under libel 312
in actions under title 198
in actions where money 88
in actions which appear 66
in actions which cause 46
in actions which could 119
in actions which might 136
in actions which would 241
in active fault zones 131
in active growth phase 59
in active learning about 42
in active working order 172
in actual cases where 110
in actual court cases 195
in actual crime rates 54
in actual feeding value 49
in actual field tests 188
in actual field trials 47
in actual growth rates 58
in actual human lives 75
in actual legal cases 66
in actual money terms 87
in actual money value 91
in actual working hours 289
in actual working order 256
in adults under forty 41
in adults under local 66
in advising people about 49
in africa after egypt 65
in africa after world 254
in africa could never 41
in africa since world 125
in africa takes place 86
in africa today where 167
in africa today which 42
in africa today would 50
in africa under scipio 47
in africa until about 92
in africa until after 139
in africa where large 45
in africa where people 138
in africa where women 131
in africa which began 53
in africa which could 205
in africa which makes 54
in africa which might 123
in africa which still 48
in africa which would 324
in africa would appear 79
in africa would never 87
in africa would still 63
in alaska paper birch 62
in alfred henry lewis 117
in algeria until after 45
in algeria which would 61
in allied bombing raids 208
in allied hands since 41
in allied hands until 51
in allied hands would 68
in allowing above thirty 42
in almost anything which 60
in almost boiling water 429
in almost daily danger 89
in almost daily peril 50
in almost daily touch 1050
in almost eight months 114
in almost equal danger 213
in almost equal doses 41
in almost equal force 48
in almost equal honor 45
in almost equal parts 2540
in almost equal peril 44
in almost equal share 90
in almost equal terms 105
in almost every action 2403
in almost every acute 73
in almost every adult 222
in almost every appeal 45
in almost every arena 278
in almost every attic 89
in almost every author 260
in almost every barrio 89
in almost every basic 197
in almost every black 198
in almost every block 802
in almost every bosom 390
in almost every breast 419
in almost every breed 159
in almost every brook 148
in almost every burgh 88
in almost every cabin 438
in almost every calling 172
in almost every canto 150
in almost every cause 508
in almost every change 169
in almost every child 783
in almost every civic 45
in almost every civil 307
in almost every class 4309
in almost every clime 434
in almost every close 47
in almost every color 1282
in almost every comer 139
in almost every corps 98
in almost every court 989
in almost every craft 189
in almost every creed 67
in almost every creek 135
in almost every crime 228
in almost every cycle 44
in almost every daily 415
in almost every dance 63
in almost every ditch 83
in almost every drama 73
in almost every drawing 186
in almost every dutch 48
in almost every entry 357
in almost every epoch 231
in almost every essay 489
in almost every ethnic 97
in almost every evening 437
in almost every event 819
in almost every facet 3488
in almost every farming 139
in almost every fatal 50
in almost every field 26035
in almost every fight 299
in almost every first 247
in almost every fishing 99
in almost every flock 89
in almost every fluid 94
in almost every frame 166
in almost every fresh 93
in almost every fruit 52
in almost every genre 1027
in almost every genus 317
in almost every given 69
in almost every grade 753
in almost every grain 41
in almost every grant 113
in almost every grave 90
in almost every greek 381
in almost every group 2451
in almost every grove 79
in almost every growing 42
in almost every gulch 52
in almost every healthy 60
in almost every heathen 161
in almost every hedge 255
in almost every hindu 396
in almost every horse 54
in almost every hotel 383
in almost every house 13476
in almost every human 3688
in almost every image 186
in almost every index 40
in almost every indian 1123
in almost every irish 211
in almost every issue 8143
in almost every joint 622
in almost every jungle 40
in almost every kingdom 978
in almost every known 2776
in almost every labor 170
in almost every large 6445
in almost every later 122
in almost every latin 1010
in almost every layer 113
in almost every legal 141
in almost every level 307
in almost every libel 49
in almost every local 873
in almost every lodge 86
in almost every major 15414
in almost every manor 128
in almost every match 157
in almost every meadow 93
in almost every meeting 789
in almost every metal 99
in almost every method 95
in almost every minor 41
in almost every model 121
in almost every moral 44
in almost every morning 143
in almost every mother 46
in almost every motion 120
in almost every movie 335
in almost every nation 6105
in almost every naval 105
in almost every negro 169
in almost every niche 72
in almost every night 564
in almost every noted 73
in almost every novel 990
in almost every opera 207
in almost every order 234
in almost every organ 2625
in almost every pagan 61
in almost every paper 1737
in almost every party 272
in almost every patch 57
in almost every people 56
in almost every period 3144
in almost every phase 9026
in almost every photo 105
in almost every piece 1705
in almost every place 9500
in almost every plane 53
in almost every plant 1077
in almost every plate 96
in almost every point 5349
in almost every power 94
in almost every price 106
in almost every print 97
in almost every reader 55
in almost every region 7232
in almost every reign 753
in almost every river 371
in almost every roman 204
in almost every round 148
in almost every rural 758
in almost every sales 105
in almost every scene 4530
in almost every season 753
in almost every sense 5258
in almost every setting 624
in almost every shade 384
in almost every shape 902
in almost every shell 41
in almost every shire 583
in almost every sight 75
in almost every skill 86
in almost every slave 139
in almost every small 1091
in almost every social 1844
in almost every space 54
in almost every sport 1257
in almost every stage 3531
in almost every stand 43
in almost every state 38265
in almost every stone 98
in almost every store 655
in almost every story 1367
in almost every stream 628
in almost every study 1750
in almost every style 1249
in almost every table 96
in almost every theater 398
in almost every title 51
in almost every tongue 196
in almost every topic 147
in almost every tract 59
in almost every trade 2289
in almost every trading 48
in almost every train 111
in almost every trait 101
in almost every treaty 235
in almost every tribe 1001
in almost every urban 702
in almost every urine 48
in almost every venue 52
in almost every verse 1667
in almost every vital 265
in almost every water 278
in almost every white 45
in almost every woman 587
in almost every working 102
in almost every world 194
in almost every writing 316
in almost fresh water 61
in almost glowing terms 51
in almost human terms 117
in almost mythic terms 60
in almost pleading tones 88
in almost poetic terms 237
in almost regal state 657
in almost regal style 205
in almost royal state 415
in almost royal style 70
in almost seven months 171
in almost smooth water 81
in almost still water 177
in almost total ruins 52
in almost total social 88
in always talking about 83
in amassing facts about 48
in amassing money which 54
in amazon inner shelf 63
in ambush round about 51
in amount about equal 55
in angular motion round 42
in animal cells where 74
in animal cells which 116
in animal feeding trials 81
in animal forms which 51
in animal skins which 44
in annual field crops 45
in annual fixed costs 139
in annual gross sales 224
in annual growth rates 799
in annual labor costs 93
in annual meadow grass 80
in annual running costs 63
in annual sales comes 52
in annual sales within 91
in annual sales would 47
in annual water yield 256
in annual working hours 143
in another action pending 46
in another action which 52
in another asset class 60
in another basic sense 103
in another basin where 60
in another blind alley 56
in another brain region 57
in another cause might 41
in another class action 72
in another class where 86
in another class which 82
in another class would 63
in another color space 58
in another could please 332
in another court after 179
in another court under 64
in another court where 45
in another court which 87
in another court within 43
in another court would 75
in another creed about 52
in another eight cases 49
in another eight hours 144
in another eight months 122
in another eight weeks 51
in another essay which 88
in another ethnic group 185
in another event which 56
in another field might 75
in another field study 49
in another field where 254
in another field which 218
in another field while 81
in another field would 91
in another fifty miles 56
in another fifty yards 72
in another first grade 49
in another focus group 161
in another forum where 166
in another frame which 230
in another group under 46
in another group where 100
in another group which 146
in another group whose 53
in another group within 41
in another house about 46
in another house close 130
in another house nearby 249
in another house where 176
in another house which 198
in another house within 46
in another inner shell 61
in another issue which 51
in another kingdom which 47
in another large class 111
in another large group 188
in another large house 95
in another large study 111
in another legal action 46
in another libel action 55
in another local paper 54
in another major league 79
in another major study 66
in another might easily 45
in another mother tongue 209
in another music which 45
in another named state 79
in another nation which 42
in another paper which 193
in another period would 42
in another pilot study 48
in another place about 472
in another place after 154
in another place again 75
in another place apart 65
in another place calls 479
in another place close 84
in another place cooks 88
in another place could 65
in another place given 118
in another place gives 120
in another place later 51
in another place makes 130
in another place might 160
in another place nearby 65
in another place rather 50
in another place seems 44
in another place shown 88
in another place shows 46
in another place speaking 137
in another place speaks 275
in another place still 107
in another place taken 42
in another place tells 133
in another place under 355
in another place until 115
in another place where 1899
in another place which 703
in another place while 95
in another place whose 41
in another place within 150
in another place would 346
in another plant where 84
in another plant which 82
in another point which 93
in another point whose 40
in another racial group 41
in another region might 47
in another region where 296
in another region which 69
in another region would 70
in another scene where 91
in another scene which 74
in another sense again 41
in another sense every 84
in another sense might 51
in another sense never 139
in another sense quite 114
in another sense since 77
in another sense still 89
in another sense which 340
in another sense worse 179
in another sense would 85
in another setting might 94
in another setting where 147
in another setting would 129
in another seven cases 53
in another seven hours 40
in another seven months 117
in another shape repeat 53
in another short essay 43
in another short piece 62
in another short story 604
in another slave state 40
in another small group 185
in another small house 86
in another small river 47
in another small study 91
in another social class 143
in another social group 172
in another social order 86
in another social setting 327
in another social world 117
in another state about 50
in another state after 381
in another state could 311
in another state court 76
in another state might 223
in another state party 657
in another state shall 869
in another state since 51
in another state under 527
in another state until 174
in another state where 2272
in another state which 1241
in another state while 148
in another state whose 269
in another state within 140
in another state would 812
in another stock option 45
in another store where 46
in another story about 229
in another story where 49
in another story which 112
in another study after 54
in another study based 114
in another study found 136
in another study where 347
in another study which 329
in another table which 77
in another tongue would 41
in another verse which 77
in another which would 97
in another white house 51
in another white paper 198
in another woman might 69
in another woman would 275
in another world after 382
in another world again 69
in another world apart 54
in another world could 73
in another world looking 200
in another world might 112
in another world shall 58
in another world until 45
in another world where 1294
in another world which 632
in another world while 138
in another world whose 58
in another world within 67
in another world world 119
in another world would 172
in antonia which would 82
in applying legal rules 127
in applying rules which 50
in aqueous humor after 77
in aqueous phase after 44
in arabian fairy tales 41
in arranging field trips 62
in assets which could 42
in assets which would 43
in assets which yield 60
in assets whose value 66
in assuming adult roles 53
in assuming state power 72
in atomic power plant 42
in atomic units where 48
in august after which 46
in austria after world 207
in austria until after 59
in austria which would 112
in autumn beauty stood 318
in avoiding anything which 76
in banana leaves which 49
in barley roots under 55
in battle array about 85
in battle array after 43
in battle array beneath 44
in battle array under 229
in battle array within 57
in battle creek after 50
in battle creek until 58
in battle creek where 45
in battle might match 70
in battle order under 46
in battle which would 67
in battle while others 60
in battle while serving 133
in battle while still 128
in bavaria after world 41
in becoming fully aware 45
in becoming fully human 114
in becoming social tools 51
in becoming truly human 55
in before night falls 299
in behind enemy lines 288
in benign mixed tumor 152
in berlin after world 266
in berlin right after 54
in berlin until after 92
in berlin until march 57
in berlin which could 55
in berlin which might 57
in berlin which would 188
in bethany where jesus 47
in better hands might 43
in better plant growth 100
in better running order 82
in better shape after 226
in better shape since 49
in better shape today 401
in better times might 94
in better times would 478
in better working order 1311
in beyond human power 60
in bights under water 70
in binary alloy phase 84
in binary search trees 295
in biology makes sense 2185
in bishop thomas percy 41
in bitter agony under 72
in bitter price cutting 43
in bitter terms about 80
in blinding white light 88
in bluish wreaths curling 54
in bodies which gives 41
in bolder notes arise 43
in bombay state which 44
in border towns where 53
in border zones where 40
in boston after world 43
in boston could never 50
in boston daily evening 187
in boston daily globe 97
in boston nearly forty 45
in boston state house 97
in boston until about 48
in boston until after 167
in boston until march 54
in boston water power 48
in boston which could 57
in boston which would 120
in bovine pineal gland 346
in brazil after world 76
in brazil since world 57
in brazil until after 83
in brazil which would 57
in bright green grass 51
in bright green leaves 130
in bright green satin 50
in bright light where 44
in bright light while 81
in bright morning light 192
in bright orange robes 83
in bright orange vests 96
in bright order blaze 290
in bright sunny weather 564
in bright white light 508
in broken homes where 44
in building costs since 88
in building costs which 75
in building healthy bones 51
in building large scale 43
in building large ships 99
in building ships which 48
in building small boats 47
in building steel mills 46
in building steel ships 51
in building stone walls 115
in building strong bones 223
in building trade unions 93
in building trust within 50
in bullet proof vests 103
in butter until brown 1009
in butter until crisp 341
in butter until light 258
in butter until onions 198
in calico print works 47
in calmer times would 106
in calmly where fools 53
in camden hills state 62
in camden place could 78
in camden place which 40
in canada after april 62
in canada after wolfe 76
in canada after world 467
in canada bruce clark 49
in canada comes under 46
in canada could never 50
in canada could shoot 46
in canada falls under 73
in canada first novel 554
in canada savings bonds 136
in canada since about 43
in canada since world 266
in canada takes place 131
in canada under louis 143
in canada under which 42
in canada until about 66
in canada until after 212
in canada where people 45
in canada which could 173
in canada which might 97
in canada which would 349
in canada while working 49
in canada whose mother 94
in canada would appear 81
in canada would cause 47
in canada would never 42
in cancer cells could 59
in cancer cells which 85
in canine atrial cells 150
in canine renal brush 81
in canned foods which 53
in canned orange juice 88
in carbon plate steel 69
in carbon steel tanks 87
in cardiac index after 49
in cardiac rhythm occur 58
in career prize money 132
in carrying people thither 40
in carved oaken cases 241
in castle tours since 41
in catching small birds 57
in causes arising under 89
in causes which could 40
in celtic fairy tales 155
in center field where 56
in ceylon under dutch 254
in chains seven months 74
in changes which occur 201
in changes which would 74
in chapel every morning 89
in charge could never 64
in charge never seems 42
in charge shall cause 192
in charge thereof shall 666
in charge until after 53
in charge until april 102
in charge until march 63
in charge would never 43
in charge would order 54
in choosing which books 46
in choosing which cases 82
in choosing which items 44
in choosing which method 73
in choosing which track 545
in christ alone could 47
in christ jesus after 43
in christ jesus alone 285
in christ jesus could 126
in christ jesus makes 237
in christ jesus might 84
in christ jesus shall 3223
in christ jesus which 1715
in christ jesus would 109
in christ shall arise 187
in christ shall first 186
in christ shall never 250
in christ sweet jesus 816
in christ takes place 177
in christ which alone 121
in christ which could 41
in christ which gives 65
in christ which makes 198
in christ which saves 57
in christ which shall 46
in christ which would 101
in church every morning 62
in church music which 88
in church music would 44
in church nearly every 50
in church thinking about 54
in circle drawn about 124
in cities might really 75
in cities under siege 112
in cities where black 94
in cities where hotel 52
in cities where housing 66
in cities where labor 101
in cities where large 239
in cities where local 106
in cities where people 306
in cities where rents 45
in cities where smoke 42
in cities where social 53
in cities where space 74
in cities where trade 85
in cities where water 177
in cities where white 119
in cities where women 57
in cities which could 76
in cities which would 52
in cities whose names 54
in citrus fruit growing 54
in citrus fruit juice 47
in claims arising under 55
in climbing lofty trees 46
in climbing steep hills 69
in clinic waiting rooms 198
in closed basin lakes 97
in closed glass cases 55
in closed glass tubes 294
in closed rooms where 102
in closed tanks under 70
in closer folds beneath 243
in clothes which would 71
in cloudy weather might 54
in coarse black gowns 42
in coarse brown paper 188
in coarse sandy soils 154
in coarse white linen 70
in coarse white robes 68
in cochin china where 41
in cochin china which 53
in coffee shops talking 44
in coffee shops where 45
in coffee table books 123
in colony forming units 266
in colors which shall 46
in colors which would 45
in column major order 354
in combat since world 110
in combat units would 78
in combat while serving 48
in combat would never 52
in comely order round 73
in common about which 74
in common brown paper 49
in common cases serve 232
in common human terms 48
in common roofing slate 55
in common sense about 223
in common sense rather 79
in common sense terms 1909
in common sense thinking 181
in common sense which 78
in common speaks music 52
in common stock earnings 48
in common stock funds 58
in common stock price 201
in common stock rather 60
in common stock value 59
in common stock where 42
in common stock which 85
in common stock would 95
in common times would 59
in common trust funds 822
in common under local 43
in common usage after 44
in common usage often 45
in common usage since 180
in common usage today 848
in common usage under 45
in common usage until 244
in common usage which 256
in common usage within 79
in common usage would 44
in common which allow 60
in common which appear 44
in common which could 235
in common which gives 56
in common which makes 932
in common which might 252
in common which seems 45
in common which serve 55
in common which unite 46
in common which would 342
in costly nursing homes 59
in cotton goods which 85
in cotton mills alone 41
in cotton mills where 49
in cotton mills which 52
in cotton piece goods 502
in counting blood cells 78
in county clare where 51
in county court cases 244
in county court house 51
in county kerry where 80
in cranial nerve ganglia 88
in credit bureau files 66
in crossing party lines 49
in crossing state lines 96
in crowding ranks appear 104
in curved lines could 40
in curved lines running 54
in custom chart types 141
in custom dialog boxes 198
in cycles lasting about 48
in cyclic loading tests 69
in cyprus which would 55
in damage suits arising 55
in dazzling river stood 122
in dazzling white light 41
in dazzling white linen 98
in dazzling white paint 70
in dazzling white robes 88
in debate shall refer 47
in decent order while 52
in decent working order 117
in deciding cases arising 63
in deciding cases based 46
in deciding cases under 232
in deciding cases where 90
in deciding cases which 157
in deciding civil cases 48
in deciding court cases 76
in deciding later cases 54
in deciding legal cases 81
in deciding under which 106
in deciding which action 74
in deciding which bills 97
in deciding which books 215
in deciding which brand 92
in deciding which buses 65
in deciding which cases 855
in deciding which child 42
in deciding which class 67
in deciding which costs 92
in deciding which court 60
in deciding which crops 78
in deciding which drugs 105
in deciding which facts 104
in deciding which films 49
in deciding which firms 74
in deciding which foods 64
in deciding which forms 414
in deciding which goals 66
in deciding which goods 55
in deciding which group 137
in deciding which items 411
in deciding which kinds 97
in deciding which level 170
in deciding which lines 59
in deciding which method 613
in deciding which model 153
in deciding which option 137
in deciding which parts 237
in deciding which party 267
in deciding which people 89
in deciding which risks 52
in deciding which route 116
in deciding which rules 228
in deciding which shall 57
in deciding which sites 57
in deciding which social 46
in deciding which state 221
in deciding which suits 42
in deciding which tasks 70
in deciding which terms 114
in deciding which tests 314
in deciding which texts 40
in deciding which tools 45
in deciding which types 168
in deciding which women 44
in deciding which words 147
in deciding which works 117
in deciding which would 65
in deeper water about 44
in deeper water below 87
in deeper water moves 107
in deeper water under 51
in deeper water until 44
in deeper water where 518
in deeper water which 53
in deeper water while 97
in deeper water would 67
in defining child abuse 133
in defining social class 129
in defining social power 335
in defining social roles 63
in delaying action until 57
in demand comes about 48
in demand could cause 60
in demand takes place 247
in demand which could 89
in demand which might 64
in demand which occur 53
in demand which would 213
in demand while others 48
in demand would cause 229
in demand would occur 72
in demand would raise 105
in dennis which makes 67
in design which could 50
in design which might 62
in design which would 147
in detail about every 207
in detail about where 79
in detail about which 46
in detail below under 274
in detail every action 67
in detail every event 97
in detail every facet 45
in detail every phase 117
in detail every piece 70
in detail every point 83
in detail every stage 52
in detail later about 87
in detail later under 222
in detail nearly every 41
in detail under which 87
in detail until after 178
in detail until later 510
in detail which could 86
in detail which might 109
in detail which parts 62
in detail which would 244
in detail while others 123
in detail would carry 205
in detail would serve 72
in devising cases which 48
in devising tests which 69
in diamond anvil cells 156
in diamond drill cores 98
in diamond drill holes 103
in dilute strong acids 76
in direct action rather 64
in direct action which 46
in direct costs alone 205
in direct human terms 53
in direct labor costs 1928
in direct labor hours 635
in direct labor savings 46
in direct money terms 49
in direct social action 182
in direct taxes alone 49
in direct taxes could 42
in direct taxes ought 123
in direct taxes would 58
in direct terms about 46
in direct terms gives 169
in distal small bowel 115
in divers parts thereof 231
in divers rooms where 81
in divers truths which 69
in dividing every period 83
in dividing joint rates 74
in dividing plant cells 252
in dollar terms after 55
in dollar terms alone 56
in dollar terms rather 100
in dollar terms since 147
in dollar terms while 63
in dollar terms would 136
in dollar value terms 277
in dorsal nerve roots 86
in dotted lines above 42
in double blind trials 83
in double files about 47
in double lines which 49
in double quick order 62
in double quote marks 339
in draining lymph nodes 1907
in dressing truths which 62
in drilling small holes 104
in drilling water wells 77
in drinking water above 77
in drinking water after 124
in drinking water based 82
in drinking water below 82
in drinking water cause 202
in drinking water comes 44
in drinking water could 208
in drinking water drawn 50
in drinking water might 83
in drinking water pipes 51
in drinking water poses 42
in drinking water since 50
in drinking water taken 48
in drinking water under 83
in drinking water wells 485
in drinking water where 52
in drinking water which 287
in drinking water while 54
in drinking water would 184
in dublin until after 41
in dublin which would 174
in dwelling units where 57
in dwelling units which 48
in earlier cases where 104
in earlier cases which 86
in earlier court cases 49
in earlier greek poetry 49
in earlier pages about 63
in earlier roman times 74
in earlier social forms 43
in earlier times about 88
in earlier times arose 65
in earlier times could 386
in earlier times either 110
in earlier times every 41
in earlier times found 81
in earlier times human 45
in earlier times known 79
in earlier times lived 54
in earlier times might 521
in earlier times never 74
in earlier times often 521
in earlier times people 365
in earlier times quite 53
in earlier times seems 119
in earlier times since 55
in earlier times still 84
in earlier times stood 51
in earlier times tried 49
in earlier times under 164
in earlier times where 50
in earlier times which 168
in earlier times whole 40
in earlier times women 136
in earlier times would 1693
in earlier works which 61
in earnest about anything 842
in earnest about breaking 49
in earnest about finding 95
in earnest about getting 381
in earnest about helping 118
in earnest about keeping 73
in earnest about killing 45
in earnest about learning 294
in earnest about letting 43
in earnest about putting 82
in earnest about quite 69
in earnest about seeking 44
in earnest about selling 128
in earnest about social 57
in earnest about wanting 266
in earnest about winning 53
in earnest about wishing 54
in earnest about writing 47
in earnest about yours 42
in earnest after labor 50
in earnest after world 467
in earnest right after 56
in earnest under louis 49
in earnest until about 215
in earnest until after 1008
in earnest until april 56
in earnest until march 43
in eastern bengal where 80
in eastern bengal which 72
in eastern china where 44
in eastern saudi arabia 1569
in eastern tibet where 99
in eastern upper volta 162
in eddies round about 96
in edible plant parts 70
in effacing every trace 46
in effect forcing others 61
in effect holds today 93
in effect lending money 79
in effect moses tells 76
in effect pending final 60
in effect quite taken 47
in effect setting aside 153
in effect shall enact 127
in effect since about 63
in effect since april 389
in effect since march 795
in effect since world 137
in effect taken place 98
in effect takes place 105
in effect talking about 188
in effect taxed twice 103
in effect under house 42
in effect under state 231
in effect under which 133
in effect until about 74
in effect until after 582
in effect until april 502
in effect until either 468
in effect until final 124
in effect until march 517
in effect until reset 43
in effect until today 49
in effect until world 132
in effect which would 198
in effect would allow 99
in effect would create 129
in effect would place 52
in eleven fathom water 135
in eleven miles broad 86
in eleven months after 90
in eleven short months 52
in enabling older people 84
in energy costs alone 49
in energy costs could 51
in energy costs since 72
in energy costs which 70
in energy costs would 81
in energy growth rates 42
in energy savings within 62
in energy takes place 66
in energy which occur 49
in energy which would 51
in england about april 43
in england about eight 86
in england about fifty 302
in england about forty 318
in england about seven 46
in england about sixty 168
in england about thirty 191
in england about which 72
in england above forty 89
in england after about 524
in england after fleeing 46
in england after henry 127
in england after james 44
in england after nearly 60
in england after queen 64
in england after serving 43
in england after which 70
in england after world 693
in england again after 117
in england again since 49
in england again until 111
in england again within 137
in england alone would 67
in england began about 91
in england began march 45
in england could begin 46
in england could boast 130
in england could claim 94
in england could easily 100
in england could equal 49
in england could excel 60
in england could marry 87
in england could match 131
in england could never 306
in england could offer 44
in england could please 119
in england could rival 71
in england could stand 78
in england could still 69
in england could write 263
in england eight months 142
in england every fifty 93
in england every seven 71
in england every where 73
in england first began 60
in england knows about 53
in england knows anything 43
in england looking after 81
in england makes lords 177
in england might easily 92
in england might prove 41
in england might still 52
in england named after 73
in england nearly every 49
in england nearly forty 48
in england never could 122
in england ought first 40
in england people would 76
in england raising money 57
in england really began 78
in england right after 53
in england round about 102
in england seven months 87
in england shall apply 178
in england since about 574
in england since april 49
in england since george 42
in england since henry 140
in england since locke 89
in england since march 64
in england since queen 94
in england since roman 260
in england since swift 44
in england since tudor 119
in england since world 154
in england still nearer 73
in england takes place 137
in england today where 53
in england today which 56
in england today would 68
in england under george 181
in england under henry 1938
in england under james 422
in england under queen 599
in england under royal 61
in england under thomas 47
in england under title 293
in england under which 191
in england until about 1209
in england until after 2112
in england until april 118
in england until henry 70
in england until james 42
in england until later 184
in england until march 124
in england until nearly 129
in england until queen 40
in england until quite 269
in england until within 121
in england until world 46
in england where every 85
in england where local 41
in england where people 197
in england where women 89
in england which arose 41
in england which began 235
in england which could 792
in england which ended 57
in england which enjoy 95
in england which first 60
in england which found 61
in england which gives 76
in england which makes 103
in england which might 480
in england which never 54
in england which ought 68
in england which seems 63
in england which shall 85
in england which shows 53
in england which still 133
in england which would 1475
in england while serving 42
in england while still 125
in england while waiting 56
in england whose names 108
in england whose voice 138
in england whose words 40
in england would admit 41
in england would adopt 48
in england would agree 67
in england would allow 124
in england would appear 185
in england would apply 43
in england would begin 60
in england would carry 77
in england would cause 109
in england would change 49
in england would defeat 69
in england would either 65
in england would force 89
in england would gather 49
in england would never 616
in england would offer 49
in england would prove 92
in england would raise 41
in england would rather 69
in england would serve 81
in england would stand 61
in england would still 79
in england wrote about 40
in english about china 64
in english about japan 117
in english about wales 42
in english blank verse 2918
in english blood looking 46
in english books about 53
in english built ships 87
in english class about 81
in english class today 80
in english drama since 109
in english drawing rooms 133
in english every night 61
in english fairy tales 450
in english gothic style 305
in english hands after 53
in english hands since 238
in english hands until 317
in english hands would 76
in english legal thinking 44
in english legal usage 48
in english lyric poetry 359
in english money about 170
in english money would 95
in english music halls 180
in english music which 49
in english organ music 59
in english place names 397
in english poetry after 215
in english poetry since 1487
in english poetry today 51
in english poetry until 136
in english poetry which 364
in english poetry would 86
in english pound notes 49
in english prose since 53
in english prose style 512
in english prose until 51
in english prose which 84
in english prose writing 178
in english ships sailing 47
in english ships under 45
in english since about 222
in english since swift 156
in english since world 78
in english speaking lands 87
in english speaking world 93
in english takes place 58
in english teaching forum 98
in english teaching which 43
in english thinking about 68
in english trade unions 54
in english tudor style 84
in english under title 65
in english until about 77
in english until after 211
in english usage which 51
in english verse rhythm 268
in english verse since 232
in english verse which 150
in english vocal music 44
in english where people 40
in english which appear 44
in english which begin 44
in english which comes 106
in english which could 205
in english which gives 338
in english which makes 84
in english which might 171
in english which seems 59
in english which shall 69
in english which shows 62
in english which takes 67
in english which treats 46
in english which would 478
in english while others 75
in english while still 97
in english whose works 56
in english witch trials 70
in english words which 63
in english words would 46
in english working class 2994
in english would appear 70
in english would never 56
in english would sound 54
in english writing about 76
in english writing which 40
in enough boiling water 1052
in enough extra money 42
in enough fresh water 45
in enough lemon juice 53
in enough orange juice 49
in ensuring basic human 51
in ensuring social order 47
in envious feuds engage 51
in equity arising under 313
in equity cases shall 135
