iced soda water and 42
ideas were broad and 54
ideas were changing and 59
ideas were crude and 131
ideas were false and 50
ideas were first being 41
ideas were first put 552
ideas were first set 149
ideas were fixed and 93
ideas were fresh and 161
ideas were fused with 58
ideas were given new 57
ideas were known and 108
ideas were large and 116
ideas were later put 50
ideas were lofty and 47
ideas were mingled with 97
ideas were mixed with 145
ideas were naive and 57
ideas were never put 134
ideas were novel and 124
ideas were often far 42
ideas were often not 91
ideas were often too 61
ideas were quite new 50
ideas were really not 50
ideas were right and 155
ideas were ruled out 44
ideas were sound and 317
ideas were sound but 49
ideas were spread and 69
ideas were still being 193
ideas were still far 92
ideas were still not 83
ideas were still too 53
ideas were strong and 61
ideas were taken for 59
ideas were thrown out 271
ideas were tried and 146
ideas were tried out 513
ideas were vague and 453
ideas were valid and 45
ideas when faced with 89
ideas when working with 153
ideas will allow you 45
ideas will change and 45
ideas will stand out 58
idiom from which they 50
idiot from wasting his 83
idiot took sides with 49
idle life could not 40
idle longing night and 49
idle more often than 45
idle name which you 45
idle talk about him 44
idle talk about his 47
idle time waiting for 151
idle wind which they 110
idle word which men 361
idle word which they 46
idle young woman who 57
idly here while our 89
idol good looks and 97
ills from which his 137
ills from which man 54
ills from which men 91
ills from which our 268
ills from which she 125
ills from which they 653
ills from which you 64
inch ahead while she 52
inch baking sheet and 49
inch baking sheet with 338
inch disk drive and 100
inch disk drive for 45
inch from either end 499
inch from where she 139
inch from where they 249
inch from where you 260
inch guns could not 414
inch guns rather than 121
inch guns stuck out 255
inch guns which are 88
inch guns which had 198
inch guns which was 43
inch guns would not 41
inch high heels and 101
inch mesh sieve and 48
inch note cards and 41
inch pipe which was 50
inch test tubes and 74
inch thick olive oil 75
inch thick walls and 54
inch thick which are 100
inch thick which has 50
ingest only items that 117
inns from which they 72
inns were dirty and 41
into acts rather than 40
into acts which are 250
into acts which can 49
into angry words and 43
into arab hands and 79
into areas where few 77
into areas where his 103
into areas where its 147
into areas where new 64
into areas where one 198
into areas where our 56
into areas where she 99
into areas where they 4214
into areas where this 69
into areas where you 418
into areas which are 1797
into areas which can 158
into areas which did 50
into areas which for 40
into areas which had 632
into areas which may 146
into areas which they 161
into arms races and 49
into army camps and 59
into army corps and 43
into audio tones that 73
into back rooms and 101
into back yards and 127
into bags which are 86
into bank notes and 68
into bars which are 146
into bathing suits and 287
into beds which are 115
into bile acids and 212
into bile salts and 52
into bits which are 88
into blue light and 41
into blue skies and 46
into blue water and 96
into body cells and 108
into body parts and 72
into bone cells and 55
into bone rather than 43
into boys whose real 86
into bull stake and 60
into buying goods that 40
into buying goods they 45
into buying pianos and 52
into cake comes out 124
into calm water and 96
into camp about mid 45
into camp about one 363
into camp about six 111
into camp about ten 110
into camp about two 632
into camp every day 124
into camp laden with 66
into camp looking for 91
into camp tired and 47
into camp where they 111
into cans which are 126
into card games and 51
into card games with 49
into cars which are 110
into cash crops and 122
into cash crops for 54
into cash easily and 61
into cash flows and 48
into cash rather than 113
into cash sales and 72
into cash within one 1376
into cell cycle and 87
into cell lines and 72
into cell lines that 177
into cell types that 87
into cell walls and 91
into chat rooms and 117
into city parks and 52
into city slums and 63
into clean clothing and 59
into clean tubes and 51
into clean water and 247
into clean water for 47
into clean water with 60
into clear focus and 359
into clear focus for 248
into clear focus with 138
into clear light and 219
into clear light his 132
into clear light that 106
into clear skies and 67
into clear water and 351
into clear water for 40
into clear water with 47
into cloth which was 80
into coal mines and 72
into cold night air 52
into cold sweats and 48
into cold water and 4395
into cold water can 83
into cold water for 1318
into cold water may 117
into cold water that 153
into cold water they 48
into cold water was 98
into cold water with 309
into cold weather and 44
into cook inlet and 66
into cool water and 135
into cost savings and 79
into cost savings for 99
into dark caves and 69
into dark holes and 142
into dark lanes and 41
into dark rooms and 74
into data banks and 40
into data bases and 50
into data files and 50
into data files for 54
into data which can 120
into days which are 42
into debt again and 121
into debt every day 130
into debt every year 320
into debt rather than 189
into deep bowls and 64
into deep caves and 111
into deep feeling and 40
into deep folds and 60
into deep gloom and 140
into deep grass and 51
into deep grief and 80
into deep holes and 193
into deep holes that 53
into deep mines and 67
into deep pools and 103
into deep shock and 85
into deep sleep and 509
into deep sleep for 61
into deep sleep with 71
into deep space and 403
into deep space for 78
into deep space with 117
into deep water all 113
into deep water and 5908
into deep water are 98
into deep water but 117
into deep water for 463
into deep water may 42
into deep water near 90
into deep water off 285
into deep water out 152
into deep water she 48
into deep water that 298
into deep water they 116
into deep water was 131
into deep water who 67
into deep water with 1016
into deep wells and 121
into deep woods and 46
into deer creek and 50
into depth about how 67
into depth about this 47
into dick tracy and 100
into dining rooms and 51
into drug abuse and 166
into during world war 62
into dust after death 43
into dust beneath his 68
into dust bowls and 78
into dust shalt thou 92
into dust under one 185
into dust within him 60
into early evening and 129
into early labor and 108
into early morning and 105
into early touch with 50
into epic poetry and 112
into even lengths and 84
into even wider use 43
into even worse and 87
into ever fewer and 47
into ever finer and 66
into ever newer and 49
into ever wider and 201
into ever wider use 110
into evil hands and 97
into eyes which are 65
into farm burning and 47
into fast league with 65
into fine flour and 60
into fine flour for 80
into fine fringes and 68
into fine lines and 63
into fine lumps and 43
into fine spray and 61
into fine threads and 164
into fine wires and 50
into fish ponds and 86
into five books and 211
into five books was 60
into five books with 60
into five broad and 40
into five large and 76
into five major and 75
into five major sub 91
into five parts and 1686
into five parts each 127
into five parts for 222
into five parts that 548
into five parts was 63
into five parts with 340
into five rather than 65
into five steps and 43
into five times its 82
into five types and 184
into five types with 50
into five units and 87
into five wards and 63
into five zones and 265
into five zones for 92
into five zones with 106
into flat cakes and 352
into foam cells and 88
into folk music and 87
into food crops and 122
into food every year 60
into fort royal bay 141
into foul weather and 149
into four balls and 58
into four bands and 99
into four books and 302
into four books that 43
into four books with 47
into four bowls and 144
into four broad and 104
into four cells and 86
into four cells each 54
into four cells with 63
into four corps and 60
into four doses and 100
into four doses for 91
into four equal and 241
into four equal sub 127
into four large and 125
into four lines and 86
into four lines with 66
into four lobes and 87
into four lobes that 95
into four major and 210
into four major sub 191
into four noble and 51
into four pairs and 80
into four panes and 73
into four parts and 4782
into four parts are 44
into four parts but 84
into four parts each 312
into four parts for 821
into four parts one 43
into four parts that 1366
into four parts was 117
into four parts with 870
into four piles and 71
into four pints with 41
into four rather than 278
into four rooms and 164
into four rooms for 76
into four rooms with 116
into four slips for 59
into four small and 42
into four steps and 43
into four steps that 40
into four times its 200
into four types and 324
into four types for 57
into four types that 172
into four types viz 109
into four types with 105
into four units and 113
into four units each 43
into four units for 48
into four units that 53
into four units with 54
into four wards and 121
into four wards for 44
into four wards with 47
into four weeks and 47
into four zones and 484
into four zones each 60
into four zones for 244
into four zones that 187
into four zones with 171
into free acids and 67
into free atoms and 45
into free china and 46
into free iodine and 64
into free ports and 50
into free space and 272
into free space with 55
into free trade and 67
into free trade with 159
into free verse and 64
into free water and 49
into from front and 50
into full action and 77
into full action for 90
into full bloom and 478
into full bloom for 58
into full bloom with 324
into full civil war 108
into full flame and 44
into full focus and 64
into full force and 1919
into full force for 59
into full force with 108
into full growth and 90
into full light and 172
into full power and 122
into full scale war 170
into full speed and 65
into full touch with 45
into fund raising and 47
into germ cells and 71
into giant cells and 46
into gift shops and 40
into giving money for 71
into goal setting and 57
into gold coins and 138
into gold rather than 57
into gold which was 40
into good books and 75
into good deeds and 58
into good girls and 41
into good hands and 185
into good hands for 50
into good homes and 45
into good humor and 138
into good humor with 206
into good order and 607
into good order for 97
into good parts and 44
into good people and 228
into good sense and 43
into good shape and 185
into good shape for 209
into good shape with 43
into good terms with 68
into good times out 60
into good wives and 138
into good women and 66
into good works and 108
into good works for 54
into great alarm and 68
into great alarm for 40
into great beauty and 69
into great caves and 66
into great coals and 93
into great crime and 40
into great danger and 316
into great decay and 45
into great depths and 49
into great doubt and 92
into great error and 60
into great favor and 93
into great favor for 57
into great favor with 268
into great folds and 101
into great grace with 76
into great grief and 78
into great guilt and 105
into great music and 40
into great piles and 195
into great power and 127
into great routs and 50
into great vogue and 45
into great waves and 43
into great waves that 288
into hard balls and 40
into hard cakes and 41
into hard drugs and 63
into hard facts and 48
into hard knots and 69
into hard knots with 79
into hard labor and 102
into hard labor for 43
into hard lines and 54
into hard times and 238
into hard woods and 90
into having lunch with 138
into health foods and 101
into heaps which are 66
into heavy irons and 133
into heavy metal and 85
into heavy sleep and 57
into heavy weather and 200
into heavy weather with 76
into hell after death 177
into hell after his 190
into hell rather than 69
into hell satan and 290
into hell since you 340
into hell where they 104
into hell would not 43
into hers again and 67
into hers until she 108
into hiding after being 81
into hiding after his 136
into hiding again and 65
into hiding rather than 288
into hiding until his 60
into hiding until they 75
into hiding while his 42
into high boots and 86
into high boots with 46
into high favor and 42
into high favor with 448
into high grass and 100
into high heels and 74
into high hills and 71
into high speed and 102
into high winds and 77
into holy souls and 494
into holy souls she 230
into holy water and 137
into home plate and 116
into home plate with 63
into host cells and 337
into host cells that 108
into html pages and 49
into huge piles and 113
into huge waves that 108
into iced water and 140
into ideas which are 150
into inch cubes and 63
into inch lengths and 101
into india could not 63
into india every year 259
into india where they 132
into india which was 42
into india would not 44
into ingots which are 180
into iron cages and 46
into iron filings and 133
into iron fingers that 195
into iron molds and 54
into iron oxide and 99
into iron ships and 49
into jail until they 78
into jail where they 104
into jars which are 55
into jobs rather than 71
into jobs where they 436
into jobs which are 168
into jobs which had 43
into jobs which they 81
into just about all 107
into just about any 1347
into just order and 110
into just shade and 172
into kent again she 150
into lake george and 62
into lake huron and 360
into lake huron with 74
into land rather than 53
into land which was 52
into last night and 172
into laws which are 92
into left field and 233
into left field for 465
into left field that 53
into left field with 78
into less dense air 41
into less space and 67
into less space than 395
into life after death 274
into life after long 73
into life again and 565
into life again out 42
into life again with 181
into life beneath his 57
into life beneath its 40
into life could not 183
into life every day 53
into life every year 97
into life forms and 47
into life rather than 250
into life under his 157
into life under its 85
into life until they 41
into life within her 89
into life within him 169
into life would run 51
into line again and 200
into line again with 190
into line rather than 75
into line where they 40
into living atoms and 58
into living cells and 348
into living cells has 43
into living cells with 68
into living flesh and 223
into living forms and 42
into living rooms all 114
into living rooms and 334
into living rooms for 42
into living rooms with 44
into living space and 52
into living space for 70
into living touch with 581
into living trees and 44
into logs which are 40
into lots which are 126
into loud cries and 170
into loud sobbing and 47
into loud wailing and 65
into loud wails and 61
into loud weeping and 195
into lynn canal and 41
into main headings and 49
into making money and 62
into making plans for 147
into making terms with 113
into male tasks and 103
into many books and 76
into many cells and 114
into many clans and 73
into many falls and 51
into many folds and 137
into many forms and 394
into many hands and 119
into many hearts and 88
into many hills and 40
into many homes and 287
into many homes with 52
into many indian and 117
into many kinds and 57
into many lakes and 41
into many lands and 215
into many large and 127
into many lives and 42
into many local and 49
into many minds and 51
into many nooks and 84
into many pages and 44
into many parts and 985
into many parts for 53
into many parts that 195
into many parts with 87
into many people who 157
into many races and 83
into many rooms and 73
into many sects and 409
into many sizes and 48
into many small and 504
into many small but 73
into many small sub 112
into many social and 96
into many state and 47
into many times and 43
into many times that 42
into many towns and 123
into many types and 118
into many units and 55
into many vices and 84
into mars orbit and 46
into mats which are 53
into mere forms and 77
into mere greed for 59
into mere habit and 73
into mere human things 55
into mere shows and 65
into mere words and 65
into mice which had 90
into milk rather than 66
into mill creek and 46
into more agony than 54
into more close and 95
into more danger than 177
into more feeling than 42
into more fluid and 48
into more fully than 65
into more healthy and 46
into more homes and 72
into more homes than 88
into more human and 46
into more light and 56
into more lines than 515
into more money and 56
into more money for 152
into more money than 202
into more nooks and 46
into more often than 42
into more parts than 249
into more people than 41
into more polar and 65
into more power and 59
into more power for 45
into more rapid and 100
into more rather than 61
into more rigid and 47
into more sales and 53
into more smooth and 73
into more social and 45
into more viable and 41
into more vivid and 48
into most homes and 61
into moving about him 44
into much longer and 43
into much wider and 41
into much wider use 291
into name calling and 115
into nazi hands and 102
into nets which are 45
into nine books and 55
into nine large and 41
into nine months may 52
into nine parts and 293
into nine parts with 72
into nine zones and 61
into north china and 690
into north china for 47
into north china was 63
into north italy and 148
into north wales and 208
into north wales for 57
into north wales with 42
into nothing worse than 148
into ocean depths and 80
into ones which are 159
into ones which can 42
into open boats and 53
into open civil war 728
into open clash with 96
into open court and 376
into open court for 43
into open doors and 87
into open molds and 40
into open order and 69
into open space and 277
into open space for 93
into open space with 41
into open water and 719
into open water for 61
into open water with 87
into other atoms and 61
into other boats and 41
into other books and 58
into other boxes and 49
into other cells and 115
into other cells that 92
into other crops and 144
into other forms and 651
into other forms are 49
into other forms but 40
into other forms for 116
into other forms than 246
into other forms that 331
into other forms with 82
into other glens and 87
into other goods and 192
into other hands and 1830
into other hands but 108
into other hands for 324
into other hands than 2306
into other hands that 263
into other hands they 52
into other hands was 68
into other hands who 59
into other hands with 73
into other hearts and 69
into other homes and 61
into other keeping than 102
into other lands and 506
into other lands for 45
into other lands than 40
into other lands with 42
into other lines and 144
into other lines than 45
into other lives and 295
into other lives that 52
into other minds and 192
into other minds that 98
into other names and 52
into other parts and 88
into other parts for 41
into other people and 481
into other people that 48
into other people who 166
into other realms and 135
into other rocks and 127
into other roles and 61
into other rooms and 386
into other rooms for 46
into other rooms with 97
into other social and 172
into other souls that 98
into other souls was 59
into other terms and 96
into other terms than 133
into other texts and 45
into other times and 724
into other towns and 207
into other types and 40
into other units and 69
into other words and 139
into other words than 124
into other words that 123
into other works and 47
into palm springs and 46
into past lives and 89
into past times and 123
into paths where they 49
into paths where you 40
into paths which are 126
into paths which lead 119
into paths which led 84
into paths which they 46
into paying money for 79
into peace talks and 41
into peace talks with 396
into pens where they 97
into pigs which are 46
into pithy sayings and 44
into pits lined with 68
into play after all 62
into play after this 75
into play after you 78
into play again and 296
into play again for 40
into play again with 89
into play every day 101
into play nearly all 112
into play rather than 203
into play until all 89
into play until one 47
into play until that 121
into play until you 95
into play where they 48
into play which are 514
into play which can 181
into play which did 50
into play which had 100
into play which has 63
into play which may 260
into play which was 53
into play within this 63
into poems which are 46
into pool halls and 51
into poor homes and 41
into pork chops and 53
into port after being 68
into port arthur and 179
into port laden with 88
into port louis that 42
into port royal and 147
into port royal for 50
into port royal with 135
into port under her 86
into port under his 116
into port under its 61
into port where she 54
into port where they 46
into pots which are 47
into pure black and 54
into pure light and 124
into pure metal and 53
into pure reason and 50
into pure water and 399
into radio waves and 150
into radio waves that 150
into rats which had 49
into reading books are 85
into ready money and 126
into ready money for 99
into ready money than 40
into ready money with 49
into rest homes and 68
into rest homes for 51
into rich farms and 52
into rock music and 67
into rock pools and 43
into rods which are 79
into rome after his 99
into ropy coils and 40
into ruin rather than 60
into safe hands and 54
into safe keeping and 89
into salt lakes and 45
into salt water and 257
into salt water for 69
into sand dunes and 109
into sand molds and 73
into saving hands and 153
into saying anything and 61
into saying anything that 175
into sets which are 129
into single cells and 500
into single cells that 56
into single cells with 70
into single lines that 79
into single parts and 50
into single rooms and 79
into single rooms for 49
into single units and 92
into single words and 108
into size ranges and 92
into slow motion and 251
into slow motion for 125
into sobs again and 54
into soft flesh and 77
into soft leather for 45
into soft waves and 42
into soil water and 44
into soil which has 61
into some action and 51
into some action that 337
into some acute and 69
into some awful death 46
into some brain that 53
into some brief and 165
into some broad and 54
into some brush and 133
into some brute who 148
into some cells and 41
into some chasm and 100
into some dreary and 192
into some fatal act 41
into some fixed and 58
into some fresh air 124
into some grand and 40
into some house and 129
into some large and 62
into some money and 601
into some nasty mud 57
into some order and 433
into some order for 80
into some order that 152
into some overt act 127
into some people and 50
into some people who 225
into some place and 129
into some place for 55
into some place out 83
into some place that 224
into some quiet and 53
into some really bad 77
into some really big 57
into some rocks and 92
into some roles and 45
into some rough seas 40
into some shape and 110
into some shape for 48
into some shape that 338
into some small and 66
into some small sum 61
into some snare for 320
into some solid and 49
into some state that 137
into some store and 41
into some sweats and 51
into some treaty with 79
into some trees and 217
into some trees near 44
into some vague and 63
into some water and 342
into some water that 44
into some weeds and 70
into some woods and 180
into soup bowls and 897
into south china and 263
into south russia and 43
into south texas and 51
into south wales and 290
into south wales with 47
into stem cells and 91
into stem cells that 89
into step again with 53
into such about this 45
into such alarm that 309
into such beauty that 204
into such cases and 140
into such chaos and 65
into such chaos that 408
into such close and 682
into such danger and 60
into such danger for 66
into such danger that 179
into such debts and 47
into such decay and 48
into such decay that 859
into such depths that 140
into such favor that 151
into such favor with 96
into such flats and 87
into such forms and 105
into such forms that 259
into such grief and 44
into such grief that 199
into such gross and 60
into such hands and 46
into such hands that 188
into such holes and 82
into such knots that 164
into such large and 97
into such odium with 82
into such order and 154
into such order that 741
into such panic that 163
into such parts that 113
into such place can 68
into such power and 62
into such quiet and 66
into such rages that 132
into such shape that 2810
into such sharp and 162
into such slips and 72
into such small and 82
into such stock are 89
into such swift and 110
into such terms that 91
into such times than 94
into such touch with 48
into such traps and 56
into such units and 70
into such unity that 41
into such vague and 74
into such vogue that 45
into such words that 123
into sweat pants and 71
into syria under ali 49
into syria where they 41
into taking action and 85
into taking action that 287
into taking drugs and 48
into taking sides and 66
into taking sides with 247
into taking steps that 179
into taking words for 64
into talk about his 215
into talk about how 40
into tall grass and 88
into tall trees and 93
into teams rather than 46
into tears about her 58
into tears after being 54
into tears again and 707
into tears every now 60
into tears right then 64
into tears under this 74
into tears while she 75
into test tubes and 865
into test tubes for 85
into test tubes with 181
into text boxes and 45
into text files and 74
into text files that 156
into their action and 67
into their adult and 40
into their backs and 223
into their backs with 40
into their bands and 141
into their banks and 79
into their barns and 78
into their bases and 90
into their basic and 42
into their beards and 69
into their beers and 43
into their belts and 234
into their berths and 89
into their bills and 97
into their black and 106
into their blaze for 124
into their blood and 499
into their blood that 50
into their boats and 1528
into their boats for 56
into their boats with 172
into their bones and 302
into their books and 424
into their books for 182
into their books long 145
into their books out 92
into their boots and 349
into their bosom all 150
into their bosom and 71
into their bowls and 166
into their boxes and 200
into their brain and 90
into their brand new 86
into their buggy and 123
into their bunks and 311
into their bunks for 137
into their bunks with 58
into their buses and 66
into their cabin and 309
into their cages and 117
into their calling and 47
into their camps and 255
into their camps with 55
into their canoes and 1631
into their canoes for 41
into their canoes with 65
into their carts and 177
into their cases and 205
into their cases for 65
into their cases with 47
into their caste and 49
into their catch and 98
into their cause and 161
into their cause with 59
into their caves and 246
into their caves for 68
into their cells and 447
into their cells for 86
into their chaos and 43
into their chest and 44
into their civil and 85
into their civil war 67
into their claim that 40
into their class and 124
into their close and 43
into their clothing and 210
into their clubs and 119
into their coach and 92
into their coats and 760
into their court and 82
into their craft and 89
into their creed and 49
into their daily and 60
into their dance and 43
into their dealings with 673
into their debit and 159
into their depths and 399
into their depths for 57
into their depths with 59
into their desks and 79
into their diets and 68
into their dreams and 281
into their drive and 72
into their eighth and 106
into their ethnic and 43
into their every day 100
into their faces all 41
into their faces and 3535
into their faces but 45
into their faces for 235
into their faces one 110
into their faces that 348
into their faces they 51
into their faces too 73
into their faces was 66
into their faces with 1011
into their farms and 191
into their fatal bay 87
into their favor and 79
into their field and 90
into their fight for 65
into their files and 175
into their final and 80
into their final year 76
into their fingers and 68
into their first and 120
into their first big 47
into their first few 64
into their first heat 43
into their first job 152
into their first real 229
into their first set 40
into their first song 127
into their first two 48
into their first year 387
into their fixed and 1556
into their flank and 89
into their flesh and 741
into their flesh with 289
into their folds and 70
into their forms and 152
into their forts and 90
into their fourth and 67
into their fourth year 157
into their front and 50
into their games and 308
into their games with 103
into their goals and 131
into their gowns and 41
into their grasp and 42
into their grief and 44
into their group and 320
into their growth and 70
into their halls and 41
into their hands all 1145
into their hands and 10840
into their hands any 156
into their hands are 345
into their hands both 124
into their hands but 319
into their hands can 82
into their hands did 55
into their hands for 3663
into their hands had 845
into their hands has 121
into their hands his 212
into their hands may 75
into their hands near 69
into their hands not 114
into their hands now 205
into their hands one 326
into their hands our 53
into their hands out 143
into their hands owing 50
into their hands she 47
into their hands than 433
into their hands that 2366
into their hands then 46
into their hands they 1405
into their hands this 175
into their hands thus 75
into their hands too 79
into their hands two 171
into their hands was 1643
into their hands who 200
into their hands with 3303
into their hands you 185
into their hearts and 7045
into their hearts are 66
into their hearts but 59
into their hearts for 252
into their hearts his 66
into their hearts than 112
into their hearts that 1515
into their hearts they 132
into their hearts this 72
into their hearts was 87
into their hearts with 816
into their heaven and 115
into their hides and 43
into their hills and 172
into their holds and 68
into their holes and 1305
into their holes for 136
into their holes with 216
into their homes all 42
into their homes and 9880
into their homes any 49
into their homes are 68
into their homes but 173
into their homes each 84
into their homes for 2085
into their homes had 47
into their homes than 74
into their homes that 194
into their homes they 85
into their homes was 103
into their homes with 501
into their hopes and 182
into their hosts and 52
into their hotel and 109
into their house and 2805
into their house but 42
into their house for 515
into their house one 157
into their house that 167
into their house they 57
into their house two 45
into their house was 69
into their house with 292
into their hunting and 49
into their image and 106
into their inner and 51
into their inner being 336
into their jeeps and 123
into their jokes and 61
into their junior year 78
into their keeping and 148
into their kinds and 113
into their kingdom and 94
into their labor and 56
into their lairs and 76
into their lakes and 53
into their lands and 324
into their lands for 47
into their lands with 46
into their large and 81
into their learning and 115
into their leaves and 108
into their legal and 67
into their light and 42
into their likes and 46
into their limbs and 60
into their lines and 313
into their lines with 88
into their lives all 84
into their lives and 9600
into their lives any 43
into their lives are 212
into their lives but 183
into their lives can 85
into their lives for 595
into their lives had 146
into their lives has 90
into their lives may 94
into their lives not 54
into their lives now 75
into their lives one 111
into their lives than 256
into their lives that 1694
into their lives they 149
into their lives this 49
into their lives too 63
into their lives was 331
into their lives who 116
into their lives with 953
into their local and 105
into their locks and 58
into their lodge and 104
into their looks and 61
into their loved one 91
into their loves and 56
into their major area 95
into their manes and 124
into their march and 42
into their meanings and 57
into their meeting and 78
into their meeting with 44
into their midst and 4820
into their midst but 87
into their midst for 188
into their midst had 130
into their midst one 47
into their midst that 388
into their midst they 117
into their midst was 219
into their midst who 45
into their midst with 1169
into their mills and 44
into their minds all 126
into their minds and 4106
into their minds any 98
into their minds are 76
into their minds but 199
into their minds for 240
into their minds his 220
into their minds than 73
into their minds that 3699
into their minds they 88
into their minds this 45
into their minds was 74
into their minds with 465
into their mines and 49
into their model and 63
into their moods and 40
into their moral and 203
into their mother earth 51
into their mouths all 49
into their mouths and 5368
into their mouths any 43
into their mouths are 130
into their mouths but 117
into their mouths for 371
into their mouths may 42
into their mouths one 43
into their mouths out 97
into their mouths than 96
into their mouths that 782
into their mouths they 245
into their mouths was 105
into their mouths with 4529
into their music and 236
into their names and 72
into their nation and 64
into their neater and 65
into their necks and 164
into their needs and 481
into their needs for 62
into their nests and 377
into their nests for 101
into their noses and 350
into their orbit and 317
into their order and 124
into their ovens and 43
into their packs and 144
into their packs for 41
into their pages and 41
into their palms and 173
into their pants and 107
into their parking lot 177
into their parts all 59
into their parts and 620
into their parts that 87
into their parts with 159
into their party and 89
into their pasts and 76
into their pipes and 69
into their pipes with 72
into their place and 826
into their place for 53
into their place with 147
into their plans and 683
into their plans for 796
into their plans with 119
into their plays and 56
into their plots and 52
into their poetry and 79
into their pores and 102
into their ports and 361
into their ports for 136
into their posts and 44
into their pouch and 42
into their power and 623
into their power for 125
into their power that 119
into their power they 113
into their power was 78
into their power with 85
into their price and 104
into their quest for 103
into their quiet and 40
into their radios and 55
into their ranks all 219
into their ranks and 1706
into their ranks any 63
into their ranks but 80
into their ranks for 133
into their ranks men 174
into their ranks than 54
into their ranks that 277
into their ranks was 132
into their ranks who 81
into their ranks with 473
into their reason for 121
into their region and 83
into their right and 80
into their rites and 55
into their robes and 103
into their roles and 485
into their roles that 41
into their roles with 104
into their rooms and 1240
into their rooms for 226
into their rooms with 139
into their roots and 120
into their rules and 107
into their sacks and 80
into their sales and 74
into their savings and 149
into their savings for 73
into their sayings all 48
into their scant and 41
into their search for 231
into their senior year 167
into their sense and 46
into their sheaths and 77
into their shell and 291
into their shell for 62
into their shiny new 51
into their ships and 324
into their ships with 58
into their shops and 383
into their shops for 50
into their shops with 46
into their sides and 314
into their skiff and 59
into their skins and 214
into their slots and 104
into their small and 61
into their small but 47
into their social and 1034
into their socks and 63
into their souls and 1236
into their souls for 125
into their souls than 48
into their souls that 406
into their souls they 73
into their souls with 330
into their space and 152
into their squad car 155
into their state and 259
into their state with 43
into their stems and 58
into their steps that 41
into their stock and 46
into their store and 115
into their story and 78
into their studio and 44
into their study and 117
into their style and 88
into their suite and 58
into their suits and 182
into their tails and 48
into their tanks and 142
into their tasks and 51
into their tasks with 71
into their taste and 45
into their teaching and 760
into their teaching that 50
into their teens and 466
into their teens they 58
into their tents and 510
into their tents for 99
into their terms and 49
into their texts and 103
into their thinking and 947
into their thinking that 127
into their throat and 47
into their times and 79
into their toils and 70
into their tongue and 50
into their towns and 470
into their trade and 152
into their train and 45
into their traps and 78
into their treaty with 44
into their trials and 93
into their tribe and 316
into their truck and 577
into their trust and 73
into their tubes and 74
into their unions and 52
into their units and 121
into their value and 54
into their veins and 291
into their veins for 56
into their veins with 58
into their views and 368
into their views with 80
into their vision and 95
into their wagon and 303
into their waiting car 108
into their walls and 121
into their walls for 66
into their wants and 215
into their water and 48
into their wells and 77
into their whole being 194
into their willing ears 109
into their wills and 67
into their woods and 139
into their words and 222
