ideal case described above 57
into more available forms 41
into more competent hands 311
into more desirable forms 111
into more developed forms 47
into more effective action 407
into more effective forms 95
into more effective learning 51
into more effective teaching 49
into more effective tools 45
into more effective units 47
into more efficient forms 105
into more efficient hands 51
into more efficient units 308
into more elaborate forms 249
into more energetic action 379
into more energetic hands 43
into more expensive housing 45
into more extensive views 49
into more harmonious action 95
into more inclusive units 62
into more manageable forms 107
into more manageable lengths 84
into more manageable parts 830
into more manageable sizes 149
into more manageable steps 181
into more manageable tasks 96
into more manageable units 1180
into more masterful hands 48
into more organized forms 80
into more permanent forms 149
into more permanent housing 51
into more pernicious hands 60
into more political power 44
into more practical terms 233
into more primitive forms 114
into more specifics about 67
into more technical terms 49
into more temperate zones 67
into most fantastic forms 68
into most grotesque forms 43
into most harmonious verse 59
into much shallower water 55
into nine different parts 77
into nine different types 107
into open hostility after 48
into other compounds which 104
into other countries where 292
into other countries which 47
into other countries would 80
into other districts where 67
into other sentences which 41
into other situations where 66
into other societies where 42
into paying protection money 181
into pure distilled water 54
into self sustained growth 106
into some desperate cause 47
into some different place 56
into some discourse about 116
into some discussion about 68
into some distilled water 43
into some engagement which 45
into some exceedingly happy 47
into some fantastic shape 112
into some fathomless abyss 45
into some fortified place 60
into some grotesque shape 57
into some harmonious whole 55
into some hazardous treaty 43
into some imaginary world 141
into some inclusive first 52
into some neighboring stream 63
into some occupation which 46
into some permanent shape 42
into some practical shape 56
into some principle still 44
into some protected place 102
into some reasonable terms 48
into some resolution fatal 72
into some sheltered place 80
into some situations where 55
into some statement which 62
into some substance which 43
into some tolerable order 71
into some unvisited limbo 100
into such agreement shall 73
into such association would 45
into such bilateral trade 47
into such competent hands 79
into such different forms 67
into such excellent order 115
into such exquisite cunning 96
into such fantastic forms 93
into such indenture while 144
into such navigable water 302
into such rhythmical forms 55
into taking effective action 50
into taking political action 83
into their ancestral lands 69
into their apartment after 59
into their appointed order 44
into their appointed place 205
into their attitudes about 57
into their barbarous hands 147
into their burlesque looks 58
into their cardboard boxes 72
into their cavernous mouths 51
into their classroom teaching 388
into their component amino 1273
into their component atoms 495
into their component cells 196
into their component fatty 103
into their component parts 15295
into their component sound 182
into their component stars 171
into their component steps 89
into their component tasks 84
into their component tones 55
into their component units 226
into their component words 140
into their composite parts 55
into their dependent towns 87
into their different forms 41
into their different kinds 184
into their different parts 98
into their different types 117
into their digestive tract 71
into their disciples chaps 56
into their elemental forms 46
into their elemental parts 89
into their expectant faces 48
into their forgetful minds 90
into their fortified towns 107
into their functional roles 51
into their galleries every 144
into their imaginary world 50
into their innermost lives 49
into their judgments about 54
into their lacerated flesh 139
into their leadership style 56
into their merciless hands 456
into their mysterious depths 89
into their permanent homes 82
into their permanent place 60
into their personnel files 116
into their political orbit 66
into their political views 68
into their possession after 170
into their possession under 42
into their possession until 110
into their possession which 46
into their pretended truths 45
into their primitive atoms 51
into their primitive state 142
into their production lines 61
into their production plans 127
into their receptive minds 49
into their reluctant hands 58
into their spiritual lives 256
into their spiritual state 178
into their spiritual world 127
into their strategic plans 206
into their strategic thinking 248
into their territory under 54
into their territory until 56
into their territory would 56
into their theoretical model 41
into their uncovered hands 62
into their untutored minds 53
into these component parts 156
into these countries would 47
into these different forms 67
into these different kinds 53
into these different parts 62
into these different types 110
into these situations where 48
into thine everlasting kingdom 442
into those admiralty cases 67
into those compounds which 46
into those conditions which 182
into those countries where 410
into those countries which 439
into those different kinds 76
into those disorders which 41
into those districts where 150
into those districts which 76
into those movements which 44
into those mysteries which 293
into those mysterious caves 53
into those mysterious depths 79
into those neglected mines 179
into those operations which 43
into those practices which 67
into those processes which 103
into those provinces where 90
into those provinces which 96
into those qualities which 68
into those situations where 171
into those situations which 44
into three allegedly equal 41
into three battalions under 76
into three companies under 114
into three component parts 1032
into three connected parts 45
into three different bands 48
into three different basic 40
into three different camps 110
into three different cases 67
into three different forms 305
into three different kinds 920
into three different lines 63
into three different modes 107
into three different parts 1085
into three different piles 43
into three different prize 147
into three different ranges 55
into three different rooms 85
into three different sizes 134
into three different sorts 122
into three different steps 77
into three different terms 41
into three different types 3184
into three different units 69
into three different zones 338
into three districts under 42
into three districts which 89
into three ethnically based 44
into three fragments which 45
into three frequency bands 283
into three frequency ranges 142
into three functional parts 196
into three functional types 104
into three functional units 193
into three functional zones 119
into three geographic units 43
into three geographic zones 101
into three important parts 62
into three occupation zones 179
into three operations which 131
into three overlapping parts 52
into three overlapping types 49
into three political camps 42
into three political units 146
into three principal bands 40
into three principal forms 121
into three principal kinds 174
into three principal lobes 73
into three principal modes 45
into three principal parts 1787
into three principal races 58
into three principal rooms 51
into three principal sects 55
into three principal steps 42
into three principal types 704
into three principal units 56
into three principal zones 137
into three provinces under 84
into three provinces which 72
into three sequential steps 76
into three squadrons under 60
into three subgroups based 344
into three subgroups which 75
into tiny fragments which 101
into tiny particles which 122
into town yesterday morning 83
into very different forms 211
into very different hands 249
into very different kinds 147
into very different people 45
into very different social 52
into very different types 90
into what aristotle calls 55
into what heidegger calls 278
into what motivates people 119
into your apartment after 40
into your digestive tract 118
into your leadership style 91
into your marvelous light 104
into your preferred order 58
iron from different foods 51
iron from vegetable foods 42
