if adverse action against 45
in batches until lightly 61
in behavior change efforts 46
in behavior change research 60
in behavior under delayed 44
in behavior which results 171
in beliefs about illness 60
in believing which belonged 62
in between brick buildings 83
in between group sessions 87
in beverly hills because 225
in bilingual first language 246
in borders after holbein 203
in borrowing eight hundred 44
in bottles close stopped 52
in braided river systems 56
in brigade after brigade 50
in britain after dunkirk 113
in britain under thatcher 142
in britain which brought 67
in britain would descend 47
in britain would provide 66
in britain would require 82
in britain would suggest 41
in britain would support 43
in british banking history 55
in british built vessels 59
in british civil service 327
in british guiana between 101
in british indian history 589
in british labor circles 45
in british labor history 113
in british legal history 545
in british naval circles 284
in british naval history 1006
in british naval uniform 139
in british penal history 54
in british power stations 107
in british ships between 72
in british social circles 80
in british social history 938
in british social science 337
in british social welfare 213
in british state schools 200
in british trade unionism 532
in british urban history 285
in british women writers 58
in broader social context 47
in burglar alarm systems 245
in cabinet after cabinet 76
in calcium stone formers 188
in camilla every passage 100
in canadian ethnic studies 239
in canadian inuit society 70
in canadian legal history 160
in canadian party finance 180
in canadian short stories 121
in canadian social history 1148
in canadian social science 105
in canadian social welfare 57
in canadian woman studies 304
in capital after capital 153
in capital block letters 433
in capital cases against 52
in capital cases because 116
in capital cases involving 105
in capital costs between 143
in capital flows between 80
in capital gains taxation 653
in capital goods because 58
in capital goods exports 104
in capital goods imports 1371
in capital goods markets 73
in capital goods producing 44
in capital goods sectors 66
in capital roman letters 68
in capital ships between 63
in capital stock between 43
in capital would increase 41
in capital would require 40
in capturing large numbers 61
in capturing small insects 41
in capturing world markets 50
in careful block letters 119
in carlton house gardens 74
in carlton house terrace 6062
in carotid sinus syncope 173
in cascade after cascade 77
in catholic grade schools 60
in catholic latin america 232
in cautioning others against 125
in central banking circles 104
in central blood vessels 45
in central indian kinship 100
in central italy between 88
in central motor pathways 202
in central place studies 218
in central place systems 78
in central power stations 454
in century after century 687
in certain acute diseases 184
in certain adult tissues 51
in certain alloy systems 108
in certain assay systems 41
in certain asset classes 74
in certain basic aspects 81
in certain basic features 86
in certain basic matters 56
in certain basic sectors 52
in certain blood diseases 301
in certain blood vessels 278
in certain books written 51
in certain brain centers 182
in certain brain diseases 124
in certain broad aspects 67
in certain broad features 85
in certain cases according 223
in certain cases acquire 84
in certain cases affecting 118
in certain cases against 413
in certain cases allowed 276
in certain cases although 63
in certain cases amounts 126
in certain cases appeared 44
in certain cases appoint 52
in certain cases because 705
in certain cases becomes 161
in certain cases benzene 54
in certain cases between 513
in certain cases brought 153
in certain cases capable 86
in certain cases capital 86
in certain cases certain 83
in certain cases consist 70
in certain cases contain 46
in certain cases covered 59
in certain cases decided 52
in certain cases defined 104
in certain cases depending 122
in certain cases depends 42
in certain cases enabled 43
in certain cases federal 57
in certain cases following 102
in certain cases follows 47
in certain cases foreign 46
in certain cases granted 58
in certain cases however 47
in certain cases imagery 77
in certain cases include 95
in certain cases including 86
in certain cases increase 148
in certain cases involve 161
in certain cases involving 1707
in certain cases justify 51
in certain cases limited 61
in certain cases members 40
in certain cases outside 54
in certain cases overlap 43
in certain cases passive 126
in certain cases perhaps 173
in certain cases permits 177
in certain cases persons 80
in certain cases pointed 58
in certain cases present 67
in certain cases prevent 65
in certain cases private 74
in certain cases proceed 41
in certain cases produce 207
in certain cases provide 196
in certain cases receive 90
in certain cases reduced 45
in certain cases regarding 53
in certain cases related 54
in certain cases removed 42
in certain cases require 186
in certain cases requiring 72
in certain cases results 235
in certain cases several 134
in certain cases subject 96
in certain cases suggest 51
in certain cases untruths 68
in certain cases wherein 79
in certain changing degrees 43
in certain civil matters 226
in certain civil service 61
in certain court circles 48
in certain cross sections 45
in certain dutch paintings 68
in certain elite circles 81
in certain fixed amounts 56
in certain fixed phrases 111
in certain housing markets 53
in certain human cancers 139
in certain human diseases 209
in certain human tissues 48
in certain labor markets 141
in certain large centers 49
in certain large classes 70
in certain large sections 81
in certain legal matters 122
in certain legal systems 232
in certain liver diseases 293
in certain liver enzymes 53
in certain local markets 98
in certain local matters 49
in certain lower animals 435
in certain lower mammals 67
in certain major aspects 68
in certain major markets 57
in certain major sectors 49
in certain minor aspects 63
in certain minor details 556
in certain minor features 73
in certain minor matters 185
in certain model systems 78
in certain mouse strains 627
in certain nerve centers 59
in certain niche markets 156
in certain organ systems 130
in certain parks violates 65
in certain parts dirtied 116
in certain party circles 58
in certain petty offense 54
in certain plant diseases 44
in certain plant species 404
in certain plant tissues 309
in certain rather limited 88
in certain rather unusual 43
in certain renal diseases 189
in certain river systems 40
in certain river valleys 288
in certain roman catholic 282
in certain roman circles 47
in certain rural sections 142
in certain scale insects 68
in certain short stories 53
in certain small circles 81
in certain small details 132
in certain small mammals 51
in certain small matters 127
in certain small portions 45
in certain small sections 86
in certain smooth muscles 102
in certain social circles 873
in certain social classes 488
in certain social customs 65
in certain social matters 86
in certain social milieus 60
in certain social science 94
in certain social sectors 81
in certain social service 62
in certain social spheres 78
in certain social studies 40
in certain social systems 136
in certain social welfare 90
in certain state offices 51
in certain stock phrases 53
in certain suits against 69
in certain swiss cantons 158
in certain urban centers 229
in certain viral diseases 148
in certain virus diseases 179
in certain vital aspects 110
in certain vital matters 169
in certain vital sectors 118
in certain wasting diseases 100
in certain working capital 67
in certain world markets 66
in chamber after chamber 50
in chamber within chamber 43
in chapter after chapter 2780
in chicago civic affairs 74
in chicago daily tribune 264
in chicago while attending 40
in chicano short stories 54
in chilled water systems 62
in chinese civil service 348
in chinese legal history 154
in chinese local history 704
in chinese price history 166
in chinese rural society 261
in chinese social history 382
in chinese stock markets 108
in chinese urban centers 47
in chinese urban society 48
in cholera toxin induced 46
in chronic adult gaucher 70
in chronic atrial flutter 94
in chronic aural catarrh 359
in chronic cases because 83
in chronic cases usually 41
in chronic chest diseases 49
in chronic daily headache 287
in chronic feeding studies 104
in chronic joint diseases 52
in chronic liver diseases 1098
in chronic liver failure 409
in chronic nasal catarrh 470
in chronic renal dialysis 106
in chronic renal diseases 281
in chronic renal failure 70090
in chronic wasting diseases 485
in circles after several 78
in circles getting nowhere 66
in circles until finally 45
in circles where hitherto 40
in circles where manners 88
in circles whose centers 45
in circles whose members 40
in circles within circles 257
in circuit court against 62
in civilian dress entered 46
in civilian legal systems 49
in civilian power reactors 98
in classes where teachers 430
in classes whose members 41
in classes whose teachers 61
in classic greek tragedy 76
in classic times between 46
in clauses which contain 48
in cleavage stage embryos 294
in climate change impacts 143
in climate change research 332
in climate change science 291
in climate change studies 417
in closely woven baskets 57
in closest daily contact 78
in coastal river valleys 118
in coastal shell middens 52
in coastal trade between 63
in coastal urban centers 59
in coastal water quality 65
in coercive action against 49
in college after college 109
in college level courses 176
in college writing classes 140
in college writing courses 199
in colonial indian society 163
in colonial latin america 8970
in colonial legal history 50
in colonial times because 148
in colonial times between 98
in colored glass bottles 88
in combating plant diseases 112
in combating rural poverty 51
in command after general 45
in command under admiral 116
in command under captain 109
in command under colonel 82
in command under general 848
in command under himself 135
in command until january 46
in company after company 535
in company press releases 113
in compiling index numbers 52
in compiling large quartos 76
in complex cases involving 208
in complex human affairs 42
in complex human behavior 227
in complex human diseases 113
in complex human systems 91
in complex legal language 43
in complex social behavior 54
in complex social systems 875
in complex tasks requiring 57
in complex urban society 40
in computing bending moments 81
in computing fully diluted 75
in computing index numbers 115
in computing items affecting 59
in computing state taxable 133
in computing trading profits 138
in computing working capital 78
in concert after concert 58
in concert might produce 79
in conduct which amounts 99
in conduct which defense 64
in conduct which entails 74
in conduct which grieved 52
in conduct which severed 71
in conduct which violates 166
in congress about slavery 60
in congress after congress 119
in congress under madison 50
in congress voted against 354
in congress which favored 44
in congress which purport 70
in congress would increase 52
in congress would provide 56
in congress would require 115
in congress would support 109
in contact after division 57
in contact under maximum 45
in contact zones between 151
in contest after contest 119
in context after context 298
in context might involve 63
in context seems unusual 65
in cookery which debauch 123
in correct evening costume 51
in correct order according 67
in correct phase relation 80
in correct social behavior 57
in council after council 74
in council dated january 101
in council dated october 333
in council housing estates 82
in council might appoint 86
in council might declare 55
in council shall appoint 2609
in council shall approve 206
in council shall declare 177
in council shall forthwith 63
in council shall include 54
in council shall provide 49
in council shall signify 50
in council thinks himself 45
in council under sections 144
in council which forbade 50
in council whose decision 215
in country after country 17515
in country music circles 128
in country music history 1314
in couples seeking marital 92
in couplet after couplet 50
in courses which include 69
in creative group problem 216
in creative thinking ability 59
in creative writing because 47
in creative writing classes 513
in creative writing courses 321
in creative writing program 309
in crimson tabby trimmed 41
in crooked lines wherein 50
in crowded urban centers 287
in culture after culture 473
in current child welfare 46
in current human affairs 41
in current legal aspects 77
in current social research 110
in current social science 608
in current social studies 124
in current social welfare 109
in current world affairs 293
in custody cases involving 116
in custody since january 44
in custody under process 176
in custody until october 84
in custody until payment 47
in custody until released 49
in damaged blood vessels 163
in debates about abortion 112
in debates about culture 58
in debates about foreign 53
in debates about history 99
in debates about justice 51
in debates about language 71
in debates about national 132
in debates about popular 40
in debates about poverty 47
in debates about religion 63
in debates about science 76
in debates about slavery 58
in debates about welfare 69
in decision after decision 486
in declining voter turnout 98
in decreasing order according 420
in default shall forfeit 152
in defending china against 45
in defending islam against 40
in defending suits against 54
in defending suits brought 56
in degrees varying according 137
in delayed graft function 54
in demanding action against 47
in density which results 91
in depicting human emotions 51
in depicting human figures 43
in designing fuzzy systems 59
in designs under chapter 278
in despair about himself 61
in despair throws herself 90
in despair throws himself 73
in detecting breast cancers 43
in detecting minor degrees 44
in detecting small amounts 342
in detecting small numbers 56
in detecting trace amounts 40
in deterring minor females 171
in diabetic renal failure 141
in diagonal lines towards 53
in dialogue after dialogue 69
in diameter fixed upright 52
in diameter where soundings 41
in diameter which carries 42
in diameter which contain 126
in diameter which extends 61
in diameter would contain 90
in diameter would enclose 65
in diameter would produce 77
in diameter would require 152
in diameter would suffice 56
in dietary fiber content 145
in dietary fiber research 78
in differing social classes 64
in digital image capture 49
in digital imaging systems 68
in digital music players 47
in digital still cameras 176
in dilated blood vessels 73
in diploid plant species 51
in directing human affairs 136
in directing human behavior 117
in directing human conduct 57
in directing local affairs 46
in diseased blood vessels 44
in diseased plant tissues 81
in diseases which involve 101
in diseases which produce 74
in disgust might produce 51
in disgust shall venture 390
in dispute after dispute 50
in distant lands overseas 45
in distant latin america 44
in distant solar systems 80
in distant urban centers 124
in diverse plant species 126
in diverse social systems 41
in divided doses according 63
in divided doses because 102
in divided doses between 98
in divided doses depending 95
in divided doses several 71
in divided doses usually 41
in division after division 257
in divorce about dowries 59
in divorce cases because 68
in divorce cases involving 145
in divorce court because 43
in divorce rates between 205
in dreadful array against 41
in dreadful deeds fearless 142
in dreadful wordy contest 54
in dropout rates between 177
in drowned river valleys 122
in drunken driving arrests 86
in educating large numbers 114
in effecting social reforms 47
in efforts after freedom 99
in egyptian tombs furnish 42
in elderly people because 342
in elderly people include 67
in elderly people suffering 67
in elderly women because 40
in election after election 3929
in elegant laced bodices 46
in elevating blood glucose 50
in embracing false opinions 83
in employing large numbers 66
in employing older workers 46
in endemic plant species 53
in endless waves against 40
in enforcing child support 293
in enforcing rules against 66
in enforcing social control 41
in enhancing social cohesion 43
in enhancing social welfare 44
in enigmas about certain 53
in enrolling large numbers 73
in entropy which results 111
in episode after episode 1098
in equally close contact 69
in equally large amounts 42
in equally large letters 294
in equally large numbers 309
in equally small numbers 46
in equally strong language 602
in equally vivid language 89
in erewhon which shocked 54
in essence quite similar 83
in european banking circles 72
in european civil society 96
in european court circles 65
in european green parties 51
in european labor history 42
in european labor markets 210
in european legal history 423
in european legal systems 290
in european money centers 49
in european money markets 194
in european music history 86
in european party systems 448
in european russia because 41
in european russia between 68
in european social circles 60
in european social history 284
in european social science 130
in european stock markets 86
in european urban centers 44
in everything human failure 48
in everything which affects 166
in everything which depends 82
in everything which happens 181
in everything which regards 180
in everything which related 159
in everything which relates 690
in everything which touches 88
in exactly eight minutes 199
in exactly equal amounts 276
in exactly equal degrees 122
in exactly equal numbers 340
in exactly equal portions 101
in exactly fifty minutes 106
in exactly forty minutes 216
in exactly seven minutes 198
in exactly sixty minutes 62
in exactly sixty seconds 47
in exactly thirty minutes 736
in exactly thirty seconds 112
in exalted social circles 73
in examining human behavior 73
in examining large numbers 58
in example after example 376
in exchange rates against 84
in exchange rates because 187
in exchange rates between 1674
in exchange rates reflect 115
in exchange rates resulting 53
in exchange rates subject 42
in exchange rigid censors 40
in exchange value between 86
in exchange would receive 100
in excised plant tissues 58
in executing civil process 45
in executing legal process 60
in executing search warrant 66
in expanding local markets 47
in expanding trade between 78
in expanding urban centers 82
in expanding world markets 79
in exports while imports 71
in express terms against 233
in express terms applies 48
in express terms between 93
in express terms confers 53
in express terms decided 63
in express terms declare 137
in express terms forbids 90
in express terms granted 393
in express terms limited 73
in express terms provide 109
in express terms repealed 65
in express terms require 101
in express terms taxation 48
in express words declare 66
in extending moral support 45
in extending state control 48
in extreme cases against 81
in extreme cases amounting 42
in extreme cases amounts 51
in extreme cases because 255
in extreme cases becomes 148
in extreme cases between 104
in extreme cases certain 41
in extreme cases destroy 59
in extreme cases develop 55
in extreme cases include 48
in extreme cases involve 40
in extreme cases involving 183
in extreme cases perhaps 104
in extreme cases produce 60
in extreme cases requiring 41
in extreme cases resulting 141
in extreme cases results 134
in extreme cases several 57
in extreme danger because 78
in factory after factory 240
in failure after failure 65
in failure rates between 186
in familiar terms because 51
in federal cases involving 91
in federal child welfare 48
in federal civil service 670
in federal court against 8485
in federal court asserting 71
in federal court because 1304
in federal court brought 109
in federal court demanding 56
in federal court despite 175
in federal court following 56
in federal court involving 157
in federal court opinions 46
in federal court regarding 42
in federal court summary 45
in federal field offices 166
in federal flood control 45
in federal funds because 46
in federal indian schools 134
in federal motor vehicle 168
in federal order markets 94
in federal social service 91
in federal social welfare 204
in federal suits following 48
in federal taxes thirteen 53
in federal urban renewal 165
in females after puberty 252
in fertile river valleys 1284
in fifteen books against 60
in fifteen large volumes 47
in fifteen mouse strains 225
in financing social welfare 60
in financing trade between 95
in financing working capital 303
in foreign banking circles 42
in foreign banks outside 223
in foreign labor markets 72
in foreign lands against 93
in foreign lands because 102
in foreign lands outside 455
in foreign legal systems 203
in foreign money centers 88
in foreign money markets 733
in foreign parts against 72
in foreign parts founded 42
in foreign ports against 51
in foreign ports because 40
in foreign stock markets 520
in foreign trade balance 84
in foreign trade because 248
in foreign trade between 256
in foreign trade brought 94
in foreign trade circles 52
in foreign trade depends 43
in foreign trade dropped 43
in foreign trade entered 45
in foreign trade finance 99
in foreign trade financing 354
in foreign trade matters 499
in forsaking civil offices 41
in fostering civil society 56
in fostering group cohesion 46
in fostering links between 59
in fostering social cohesion 90
in fostering social justice 44
in fostering state credits 40
in fostering trade between 52
in frances ellen watkins 49
in francis marion national 94
in freight costs between 45
in freight rates against 90
in freight rates because 106
in freight rates between 296
in freight rates enjoyed 46
in freight train service 57
in friends house library 166
in frontal sinus surgery 178
in function which follows 80
in function which returns 49
in furthering human welfare 54
in furthering social justice 64
in gabriel garcia marquez 829
in galilee named nazareth 121
in gallant order towards 324
in gallery after gallery 59
in gardens since ancient 42
in gastric juice capable 41
in gastric motor function 52
in gelatin often develop 54
in general about everything 40
in general about fifteen 51
in general agree exactly 40
in general apply equally 154
in general binding between 45
in general civic affairs 54
in general civil service 80
in general could benefit 82
in general could provide 65
in general court legally 46
in general easily removed 48
in general either according 111
in general either painful 90
in general every climate 51
in general every rational 392
in general every science 53
in general first accords 45
in general grant national 86
in general human affairs 93
in general human capital 349
in general human history 48
in general learning ability 258
in general meeting appoint 52
in general meeting directs 149
in general meeting increase 246
in general meeting resolve 101
in general meeting subject 44
in general meeting together 62
in general might benefit 64
in general money incomes 40
in general motor ability 107
in general music classes 342
in general quite complex 139
in general quite limited 48
in general quite similar 472
in general ranges between 58
in general rather limited 55
in general rather similar 62
in general shall perform 107
in general social behavior 60
in general social science 239
in general social service 40
in general social studies 55
in general social welfare 163
in general still believe 51
in general still depends 42
in general still remains 131
in general tends towards 45
in general terms according 116
in general terms against 704
in general terms although 68
in general terms applies 59
in general terms because 2529
in general terms between 307
in general terms certain 158
in general terms express 63
in general terms referring 58
in general terms regarding 201
in general terms related 57
in general terms requiring 42
in general terms several 70
in general terms similar 119
in general terms support 41
in general thinly covered 56
in general water quality 50
in general wayne himself 80
in general which permits 63
in general world affairs 55
in general world history 60
in general would believe 73
in general would benefit 432
in general would improve 88
in general would include 47
in general would increase 92
in general would involve 71
in general would perhaps 49
in general would produce 73
in general would promote 55
in general would provide 44
in general would receive 81
in general would require 209
in general would respond 69
in general would suggest 79
in general would support 78
in general would welcome 55
in genesis about abraham 58
in genesis where abraham 56
in genetic mapping studies 166
in germany after january 45
in germany alone between 47
in germany large numbers 44
in germany might tremble 46
in germany since january 55
in germany under charles 55
in germany under general 129
in germany under marshal 43
in germany under national 478
in germany under wilhelm 55
in germany where several 47
in germany which brought 97
in germany would increase 60
in germany would prevent 79
in germany would produce 57
in germany would provide 49
in germany would receive 59
in germany would require 101
in glimmer train stories 802
in governing human affairs 77
in governing human behavior 100
in governing human conduct 47
in greatest force towards 60
in hamburg which together 50
in hampton court gardens 194
in hampton roads between 113
in hamster cheek pouches 238
in hamster liver induced 170
in handful after handful 42
in harmony within himself 48
in headline after headline 60
in heavenly truths attired 54
in himself every function 44
in himself every quality 54
in himself every species 59
in himself finds himself 51
in himself never wavered 73
in himself which shields 53
in history books because 102
in history books written 114
in history large numbers 65
in history where everything 90
in history which brought 53
in history which writers 43
in history would attempt 270
in holland under general 44
in holland which claimed 44
in hostile action against 191
in hostile array against 2059
in hostile array towards 42
in hostile camps against 57
in hostile indian country 271
in hostile ranks appeared 72
in however small numbers 69
in hungarian vowel harmony 110
in immense black letters 46
in imports while exports 70
in improving blood glucose 45
in improving human capital 47
in improving human society 44
in improving human welfare 248
in improving image quality 68
in improving liver function 47
in improving local control 98
in improving motor function 56
in improving renal function 96
in improving sleep quality 62
in improving social behavior 48
in improving social welfare 168
in improving water quality 1207
in increasing blood glucose 62
in increasing order according 259
in increasing trade between 73
in increasing voter turnout 102
in increasing water removal 129
in infants causing athletic 79
in infants under general 54
in infants whose parents 83
in initiating action against 74
in injured blood vessels 143
in insects which possess 40
in insects which undergo 45
in inventing human science 179
in investing large amounts 48
in involving large numbers 55
in ireland about fifteen 46
in ireland might perhaps 42
in ireland never yielded 50
in ireland seven hundred 57
in ireland under british 114
in ireland under charles 122
in ireland which brought 58
in ireland would produce 53
in ireland would require 56
in islamic legal history 105
in jewelry store windows 68
in journal after journal 87
in judicial cases involving 45
in kidneys which present 95
in lactating women because 51
in language about language 45
in language after language 660
in language learning ability 123
in language learning because 79
in language learning research 64
in language quite similar 119
in language still stronger 105
in language teaching circles 74
in language testing research 860
in language truly sublime 46
in language usage between 112
in language which appeared 58
in language which applied 66
in language which betrays 94
in language which carries 96
in language which closely 79
in language which conveys 435
in language which enables 58
in language which implied 259
in language which implies 867
in language which painted 177
in language which perhaps 50
in language which plainly 86
in language which recalls 751
in language which relates 46
in language which reminds 283
in language which renders 42
in language which shocked 53
in language which sounded 93
in language which strongly 104
in largely white schools 107
in lateral ankle sprains 46
in lattice spacing between 73
in lawsuit after lawsuit 41
in lecture after lecture 178
in legible block letters 66
in letters dated january 47
in letters dated october 63
in letters easily legible 1101
in letters passing between 57
in letters which contain 47
in letters which discuss 45
in liberal party circles 60
in library after library 50
in licensing civil marriage 55
in lifelong learning regarding 82
in lightly doped material 84
in lightly doped samples 62
in lightly doped silicon 112
in limited local markets 40
in liquids which contain 68
in location after location 46
in logical order according 108
in lombard gothic buildings 45
in lowland humid tropics 90
in lowland latin america 57
in lowland river valleys 147
in lowland roman britain 49
in machine learning research 169
in machine learning systems 69
in machine vision systems 254
in mammary gland function 56
in manners which support 100
in mantled howling monkeys 153
in marketing costs between 51
in markets where foreign 41
in markets where product 96
in markets where quality 49
in markets where sellers 103
in markets where staples 111
in marriage after receiving 42
in marriage rates between 109
in married women workers 68
in marxist social science 464
in material terms because 48
in matters arising between 143
in matters falling outside 110
in matters quite outside 100
in matters under dispute 90
in matters where religion 55
in matters which appeared 67
in matters which belonged 147
in matters which concern 7698
in matters which involve 722
in matters which pertain 569
in matters which related 657
in matters which require 445
in matters which respect 126
in matters which seemingly 40
in matters which touched 167
in matters which vitally 123
in maximum social welfare 40
in meanness which excites 73
in measures taken against 54
in measures which reflect 54
in medical cases williams 48
in medical image computing 159
in medical imaging because 50
in medical imaging systems 93
in medical social science 147
in medical social service 366
in melanges saint bernard 67
in memorial after memorial 41
in message after message 209
in message passing systems 179
in mexican civil society 85
in mexican labor history 89
in minimal group studies 131
in minimal lumen diameter 352
in minimum lumen diameter 233
in modifying human behavior 169
in modifying human conduct 48
in monkeys after ablation 87
in monkeys after removal 557
in morocco under general 93
in mouthful after mouthful 54
in musical style between 109
in musical theater history 65
in mutation rates between 70
in national banking systems 135
in national banks located 105
in national civil service 146
in national guard uniform 267
in national honor society 108
in national indian affairs 86
in national labor circles 56
in national labor markets 196
in national labor tribune 89
in national league history 1178
in national legal systems 2195
in national money markets 226
in national motor freight 351
in national negro congress 80
in national parks because 46
in national party affairs 264
in national party circles 179
in national party systems 67
in national power between 42
in national press systems 110
in national social systems 49
in national social welfare 57
in national stock markets 53
in national urban systems 49
in national value systems 46
in national water quality 419
in national water summary 59
in national weather service 62
in national writing project 51
in natural human language 165
in natural river systems 66
in natural water content 139
in natural water courses 173
in natural water samples 811
in natural water sources 132
in natural water systems 1973
in neutral methyl alcohol 41
in neutron cross sections 55
in newborn human infants 503
in nomadic social systems 135
in nominal gross national 157
in nominal terms against 160
in nominal terms because 135
in nominal terms between 476
in nominal wages between 59
in nonunion labor markets 118
in northern china between 93
