if an abstract noun 45
if it extended only 158
if it extended over 454
if it followed from 330
if it followed some 52
if it followed such 64
if it fulfills some 88
if it fulfills these 72
if it fulfills three 57
if it fulfills your 48
if it functions well 141
if it furthered their 62
if it happened during 248
if it happened five 42
if it happened from 42
if it happened here 187
if it happened just 290
if it happened last 264
if it happened like 119
if it happened more 338
if it happened once 975
if it happened only 1546
if it happened over 113
if it happened some 72
if it happened there 141
if it happened three 56
if it happened very 71
if it happened when 230
if it happened years 50
if it honestly came 58
if it honestly lies 51
if it improved their 50
if it improves their 113
if it improves upon 51
if it improves your 184
if it included more 339
if it included only 520
if it included some 220
if it included such 89
if it included those 101
if it includes also 44
if it includes many 119
if it includes more 383
if it includes only 828
if it includes other 73
if it includes some 430
if it includes such 172
if it includes these 51
if it includes those 126
if it includes three 66
if it includes what 40
if it includes your 53
if it increased their 169
if it increases more 61
if it increases their 191
if it increases your 216
if it inherits from 45
if it insisted upon 182
if it intrudes into 76
if it involved giving 41
if it involved heavy 42
if it involved making 72
if it involved more 278
if it involved nothing 149
if it involved only 1104
if it involved other 46
if it involved risk 55
if it involved some 551
if it involved such 72
if it involved taking 111
if it involved their 100
if it involved toning 51
if it involved your 44
if it involves acts 120
if it involves giving 106
if it involves great 90
if it involves having 47
if it involves heavy 41
if it involves high 74
if it involves just 69
if it involves leaving 47
if it involves less 168
if it involves loss 109
if it involves making 116
if it involves many 107
if it involves more 1036
if it involves moving 58
if it involves much 223
if it involves nothing 82
if it involves only 1878
if it involves other 132
if it involves pain 57
if it involves paying 42
if it involves risk 183
if it involves self 186
if it involves some 1081
if it involves such 173
if it involves taking 169
if it involves their 170
if it involves what 194
if it involves work 87
if it involves your 184
if it isolates their 52
if it listened only 47
if it mattered more 83
if it mattered much 264
if it mattered nothing 131
if it mattered very 202
if it mattered what 450
if it migrates into 40
if it modestly kept 71
if it obscures your 60
if it occupied only 125
if it occupies less 41
if it occupies more 251
if it occupies only 232
if it occurred among 66
if it occurred during 937
if it occurred early 179
if it occurred from 51
if it occurred here 53
if it occurred just 55
if it occurred last 53
if it occurred more 376
if it occurred once 233
if it occurred only 388
if it occurred over 155
if it occurred prior 145
if it occurred there 227
if it occurred very 42
if it occurred when 231
if it operated from 59
if it operated only 129
if it operates from 63
if it operates only 312
if it operates upon 101
if it performs some 83
if it performs well 217
if it persists into 219
if it persists more 133
if it persists over 279
if it persists past 49
if it persists when 66
if it pertains only 44
if it predicts some 102
if it predicts well 52
if it presents only 158
if it presents some 121
if it presides over 41
if it prevails over 46
if it probably will 49
if it proceeds along 146
if it proceeds from 2495
if it proceeds upon 64
if it produced less 136
if it produced more 314
if it produced much 90
if it produced none 61
if it produced nothing 133
if it produced only 454
if it produced some 69
if it produced such 150
if it produces good 203
if it produces less 365
if it produces more 1636
if it produces much 149
if it produces nothing 241
if it produces only 822
if it produces pain 115
if it produces some 175
if it produces such 207
if it produces three 40
if it produces what 102
if it projects into 47
if it promised well 62
if it promises more 106
if it promotes some 66
if it promotes their 176
if it provided more 65
if it provided only 175
if it provided some 105
if it provides data 95
if it provides good 100
if it provides less 107
if it provides more 508
if it provides only 776
if it provides some 395
if it provides such 101
if it quivered from 58
if it rebounds from 62
if it received from 120
if it received less 181
if it received more 192
if it received only 189
if it received some 52
if it receives from 91
if it receives less 282
if it receives more 670
if it receives only 289
if it receives some 226
if it receives such 123
if it receives your 44
if it recovers from 52
if it referred only 307
if it reflects more 71
if it reflects only 206
if it reflects some 102
if it reflects their 74
if it reflects upon 112
if it reflects what 147
if it reflects your 105
if it refrains from 376
if it relieves pain 58
if it relieves your 93
if it remained free 68
if it remained just 42
if it remained only 102
if it remained open 118
if it remained part 50
if it remained there 392
if it remained tied 47
if it remained true 180
if it remained upon 42
if it required great 86
if it required less 48
if it required more 484
if it required much 118
if it required nothing 55
if it required only 188
if it required some 288
if it required such 117
if it requires four 44
if it requires giving 43
if it requires great 74
if it requires high 41
if it requires less 209
if it requires making 50
if it requires many 62
if it requires more 1778
if it requires much 252
if it requires nothing 48
if it requires only 475
if it requires self 87
if it requires some 519
if it requires such 204
if it requires taking 52
if it requires their 42
if it requires three 139
if it requires time 103
if it requires very 43
if it requires your 40
if it respects their 51
if it responds only 58
if it resulted from 2118
if it resulted only 150
if it retained some 47
if it returned from 43
if it ruptures into 76
if it shortens life 40
if it succeeds even 45
if it succeeds here 52
if it succeeds only 154
if it succeeds there 53
if it succeeds well 65
if it succeeds will 317
if it suddenly came 91
if it suddenly went 58
if it suffered from 316
if it suggests some 60
if it supports only 47
if it supports their 126
if it supports your 126
if it threatened their 119
if it troubles folk 51
if it ventured into 197
if it ventures into 93
if it wandered into 48
if it withdraws from 275
if it wondered what 56
if my argument here 45
if my argument were 48
if my attention were 119
if my audience were 51
if my audience will 68
if my authority will 54
if my business were 107
if my children care 48
if my children died 58
if my children ever 83
if my children have 246
if my children live 44
if my children want 100
if my children were 943
if my children will 183
if my comments were 44
if my companion heard 42
if my companion were 47
if my condition made 187
if my condition were 69
if my conscious mind 61
if my daughter came 54
if my daughter dies 100
if my daughter ever 71
if my daughter gets 45
if my daughter were 595
if my daughter will 148
if my diaphragm were 91
if my exertions were 58
if my eyesight were 73
if my finances will 40
if my identity were 68
if my immediate union 139
if my intention were 57
if my judgment were 87
if my materials were 44
if my memories were 60
if my ministry were 72
if my mistress find 79
if my mistress were 55
if my nautilus were 57
if my officers love 79
if my opponent says 71
if my opponent were 45
if my opponent will 79
if my partners were 41
if my patients were 49
if my personal life 99
if my physical body 65
if my pleasures were 65
if my presence here 344
if my presence there 172
if my presence were 279
if my presence will 103
if my problems were 80
if my proposal were 104
if my questions seem 63
if my questions were 104
if my receipts were 44
if my servants were 68
if my services have 95
if my services were 406
if my situation were 49
if my students have 61
if my students were 151
if my superiors were 40
if my surmises were 48
if my troubles were 52
if no accounts have 130
if no advances have 55
if no attempts were 119
if no attention were 245
if no audience were 85
if no children have 55
if no children were 351
if no confusion will 116
if no controls were 103
if no deduction were 152
if no definite time 92
if no evidence were 554
if no excesses take 44
if no external work 157
if no feedback were 53
if no friendly hand 48
if no hydrogen were 49
if no inflation were 137
if no interest rate 62
if no interest were 337
if no judgment were 65
if no membrane were 53
if no messages were 46
if no miracles were 53
if no mistakes have 77
if no mistakes were 102
if no nitrogen were 70
if no objection were 185
if no obstacle were 101
if no operation were 52
if no payments have 53
if no payments were 133
if no physical harm 62
if no problems were 81
if no products were 48
if no progress were 222
if no property other 48
if no provision were 495
if no questions were 127
if no reserves were 53
if no response from 69
if no services were 60
if no specific time 89
if no supplies were 47
if no symptoms have 103
if no treatment were 186
if no vertical line 90
if of adequate size 61
if of circular form 42
if of moderate length 45
if of moderate size 300
if of opposite sign 85
if of ordinary size 42
if of suitable size 237
if on american soil 121
if the abnormal gene 77
if the absences were 46
if the absolute cost 96
if the absolute rate 61
if the absolute risk 263
if the absolute size 266
if the absolute time 59
if the absolute truth 70
if the absolute were 268
if the absolute zero 111
if the absorbed dose 129
if the abutment teeth 112
if the abutment tooth 50
if the accepted date 64
if the accepted rule 86
if the accepted theory 109
if the acceptor pays 70
if the accident giving 114
if the accident rate 181
if the accident took 137
if the accident were 343
if the accounting firm 705
if the accounting rate 63
if the accounts ever 50
if the accounts from 78
if the accounts have 248
if the accounts show 63
if the accounts were 1017
if the accretion rate 232
if the accuracy were 46
if the acoustic wave 80
if the acquired firm 818
if the acquirer were 42
if the activity ratio 59
if the activity were 1155
if the activity will 165
if the additions were 134
if the additive were 50
if the addressing mode 87
if the adiabatic wall 48
if the adjacent cell 103
if the adjacent land 50
if the adjacent teeth 68
if the adjacent tooth 57
if the admission were 187
if the adrenals were 84
if the advances made 99
if the advances were 223
if the advocate were 43
if the affected areas 62
if the affected bone 51
if the affected limb 124
if the affected part 325
if the affected side 79
if the affected tooth 129
if the affection were 117
if the afferent loop 48
if the affiliate were 189
if the africans were 407
if the agencies have 179
if the agencies were 229
if the agitation were 79
if the agreeable ideas 61
if the aircraft flew 62
if the aircraft radio 56
if the aircraft were 977
if the aircraft will 135
if the airlines were 148
if the airplane were 311
if the airports were 44
if the albanians were 66
if the algorithm used 94
if the algorithm uses 46
if the algorithm were 148
if the allegory were 67
if the allotted time 109
if the allusions were 45
if the almighty ever 78
if the almighty made 76
if the almighty were 397
if the almighty will 78
if the alphabet were 76
if the altitude were 90
if the american army 850
if the american boys 54
if the american city 60
if the american dream 528
if the american eagle 49
if the american firm 233
if the american flag 205
if the american form 76
if the american girl 123
if the american ideal 63
if the american jews 54
if the american line 43
if the american media 75
if the american name 45
if the american navy 327
if the american plan 101
if the american race 48
if the american ship 104
if the american side 227
if the american union 269
if the american were 151
if the americas were 76
if the ammonium salt 80
if the analysis here 126
if the analysis just 44
if the analysis made 48
if the analysis time 58
if the analysis were 1280
if the analysis will 69
if the analysts have 55
if the analysts were 55
if the ancestor died 81
if the ancestor were 82
if the ancients gave 81
if the ancients have 53
if the ancients knew 66
if the ancients used 45
if the ancients were 322
if the anecdote were 111
if the animated body 41
if the antennas were 60
if the antibody were 80
if the antigens were 60
if the aperture angle 47
if the aperture size 51
if the aperture stop 120
if the aperture were 289
if the apostles knew 49
if the apostles were 979
if the apparent lack 47
if the apparent loss 49
if the apparent meaning 85
if the apparent size 161
if the appendix lies 111
if the applause were 56
if the appliance were 50
if the approach flow 52
if the approach used 94
if the approach were 453
if the approach will 50
if the archduke were 49
if the archives were 64
if the argument from 1345
if the argument held 66
if the argument here 185
if the argument just 82
if the argument list 115
if the argument made 67
if the argument means 53
if the argument used 72
if the argument went 54
if the argument were 2110
if the argument will 59
if the armature core 85
if the armature were 478
if the armenians were 125
if the arrivals were 61
if the arteries have 60
if the arteries were 219
if the articles give 67
if the articles have 191
if the articles made 51
if the articles sold 49
if the articles were 1403
if the artifact were 44
if the artisans were 70
if the artistic work 46
if the ascorbic acid 152
if the assassin were 98
if the assaults were 46
if the assembly have 116
if the assembly line 175
if the assembly took 171
if the assembly were 1057
if the assembly will 194
if the assertion made 81
if the assertion were 598
if the assigned task 42
if the assignor used 50
if the assignor were 67
if the assyrians were 111
if the atlantic ocean 302
if the atlantic pact 50
if the atlantic were 220
if the atlantic will 43
if the atrocious game 65
if the attacker gets 45
if the attacker uses 188
if the attacker were 154
if the attempts made 63
if the attempts were 98
if the attention paid 86
if the attention were 211
if the attitude were 167
if the attorney asks 54
if the attorney knew 72
if the attorney were 298
if the attorney will 135
if the attorney wins 46
if the attracting body 109
if the attrition rate 104
if the audience ever 91
if the audience felt 90
if the audience gets 95
if the audience have 60
if the audience heard 44
if the audience hears 44
if the audience knew 195
if the audience must 52
if the audience only 43
if the audience sees 196
if the audience took 45
if the audience were 2094
if the audience will 512
if the auditors have 106
if the auditors were 151
if the auguries were 43
if the auspices were 135
if the austrians have 54
if the austrians were 594
if the authority have 51
if the authority making 102
if the authority think 87
if the authority were 705
if the auxiliary verb 55
if the averages were 47
if the backbone were 75
if the bacterial cell 57
if the bailiffs were 88
if the balances were 113
if the balloons were 54
if the bandages were 68
if the bandwidth were 79
if the bankrupt were 96
if the banqueting hall 55
if the baptists were 135
if the bargaining unit 251
if the barracks were 81
if the barriers were 359
if the baseline data 58
if the baseline rate 45
if the baseline risk 43
if the baseline were 56
if the basement were 49
if the bastards were 47
if the battalion were 72
if the beautiful girl 103
if the beautiful lady 101
if the beautiful were 85
if the beautiful young 51
if the bedrooms were 51
if the beginner were 56
if the beginner will 140
if the behaviors have 45
if the behaviors were 111
if the beholder have 55
if the beholder were 66
if the believer were 177
if the believer will 43
if the benefice were 51
if the benefits from 1064
if the benefits have 97
if the benefits paid 93
if the benefits seem 45
if the benefits were 1224
if the benefits will 120
if the besieged were 66
if the betrothal were 51
if the biblical text 108
if the birthrate were 49
if the biscuits were 81
if the blankets were 63
if the blockade were 358
if the blossoms have 48
if the blossoms were 108
if the borrower died 89
if the borrower dies 451
if the borrower gets 90
if the borrower made 50
if the borrower must 51
if the borrower owns 62
if the borrower paid 118
if the borrower pays 276
if the borrower puts 57
if the borrower uses 115
if the borrower were 463
if the borrower will 114
if the boulders were 65
if the boundary data 47
if the boundary line 773
if the boundary were 345
if the bounties were 42
if the bouquets were 43
if the bourbons were 241
if the brackets were 52
if the brahmins were 99
if the branches have 123
if the branches were 463
if the budgeted cost 48
if the buffaloes were 55
if the builders were 204
if the burghers were 82
if the burglars were 51
if the business case 168
if the business done 61
if the business earns 77
if the business ever 45
if the business firm 395
if the business gets 181
if the business grew 72
if the business made 61
if the business must 84
if the business name 118
if the business need 103
if the business owes 61
if the business owns 59
if the business part 50
if the business pays 85
if the business plan 299
if the business runs 133
if the business side 57
if the business took 57
if the business unit 298
if the business uses 251
if the business went 167
if the business were 4218
if the business will 520
if the cafeteria plan 78
if the calendar were 57
if the calories were 43
if the campaign went 68
if the campaign were 807
if the canadians were 315
if the canceled debt 43
if the capacity were 256
if the capitals were 70
if the capsules were 46
if the captains were 65
if the captives were 283
if the captured ship 64
if the captures were 54
if the carbolic acid 46
if the carbonic acid 1132
if the cardinal were 295
if the carriages were 161
if the carriers have 65
if the carriers were 372
if the casualty loss 67
if the casualty rate 41
if the catalyst were 119
if the category were 154
if the cathedral were 90
if the catholics have 60
if the catholics were 1028
if the catholics will 52
if the cavities were 95
if the celestial body 78
if the censures were 64
if the cephalic vein 52
if the ceremony took 110
if the ceremony were 627
if the cervical cord 161
if the chairman were 181
if the chairman will 138
if the challenge came 44
if the challenge were 317
if the chambers were 107
if the channels have 48
if the channels were 216
if the chaplain were 53
if the chapters were 109
if the charters were 99
if the chattels were 51
if the chemical theory 52
if the chemical were 505
if the cherokee were 46
if the cherries were 41
if the chickens have 63
if the chickens were 170
if the children also 117
if the children born 135
if the children came 227
if the children come 280
if the children died 142
if the children ever 284
if the children fail 111
if the children fall 66
if the children feel 203
if the children felt 75
if the children find 144
if the children from 200
if the children gave 48
if the children grew 54
if the children grow 106
if the children have 4376
if the children heard 66
if the children just 48
if the children keep 58
if the children knew 268
if the children know 641
if the children learn 213
if the children leave 64
if the children left 52
if the children like 219
if the children live 351
if the children look 63
if the children made 155
if the children make 187
if the children move 57
if the children must 150
if the children need 308
if the children obey 44
if the children only 196
if the children play 108
if the children said 51
if the children seem 195
if the children show 152
if the children speak 54
if the children stay 89
if the children take 139
if the children there 158
if the children think 153
if the children took 104
if the children turn 82
if the children used 74
if the children want 412
if the children went 262
if the children were 12556
if the children will 563
if the children wish 185
if the children work 101
if the chimneys were 50
if the chlorine atom 142
if the chlorine were 59
if the christian ages 43
if the christian army 66
if the christian ethic 69
if the christian faith 1428
if the christian hope 60
if the christian ideal 140
if the christian life 737
if the christian name 123
if the christian view 138
if the christian were 223
if the christian will 98
if the churches have 103
if the churches were 954
if the churches will 107
if the circuits have 51
if the circuits were 225
if the citizens fall 96
if the citizens have 237
if the citizens want 70
if the citizens were 859
if the citizens will 129
if the civilians were 125
if the claimant dies 63
if the claimant knew 58
if the claimant made 49
if the claimant were 580
if the claimant will 76
if the claimant wins 160
if the classics were 227
if the clearance rate 79
if the clearance were 60
if the climbers were 46
if the clinical data 107
if the clinical trial 104
if the clinician asks 88
if the clinician uses 319
if the clinician were 164
if the clinician will 109
if the clusters have 72
if the clusters were 186
if the coachman were 74
if the coalition were 275
if the collapse were 65
if the collecting bank 348
if the colleges were 246
if the collision rate 65
if the collision time 134
if the collision took 67
if the collision were 114
if the colonials were 44
if the colonies have 50
if the colonies were 2166
if the colonies will 171
if the combined cost 69
if the combined firm 53
if the combined length 77
if the combined mass 142
if the combined rate 47
if the commands were 161
if the comments made 43
if the comments were 264
if the commerce were 46
if the commoner cuts 71
if the commonly held 117
if the commonly used 212
if the communes were 51
if the companion star 135
if the compiler sees 45
if the compiler were 113
if the complete data 91
if the complete range 58
if the complete text 57
if the complete truth 64
if the composer felt 41
if the composer were 652
if the compound eyes 95
if the compound were 311
if the compound word 54
if the computed test 233
if the computer code 53
