ideally sound in reference 54
inches longer by machinery 68
income added to principal 51
income after the expiration 56
income arising in connection 102
income based on customers 152
income bonds or preferred 574
income class is estimated 126
income could be allocated 88
income could be augmented 50
income could be converted 79
income could be estimated 134
income could be explained 114
income could be expressed 45
income could be generated 316
income could be justified 44
income earned by americans 171
income earned by companies 85
income earned by corporate 58
income earned by different 148
income earned by employees 85
income earned by household 106
income earned by investors 49
income earned by residents 359
income earned by taxpayers 53
income earned in connection 250
income earned in countries 49
income earned in different 52
income earned in production 324
income earned on temporary 68
income group is concerned 107
income group of consumers 114
income group of countries 950
income group the proportion 94
income growth in developed 46
income items or accretions 66
income level in determining 41
income level is associated 215
income level is generally 57
income level of consumers 305
income level of countries 60
income level of customers 45
income level of different 40
income level of household 54
income level of residents 123
income makes it difficult 188
income makes it necessary 74
income method of appraisal 173
income might be available 62
income might be estimated 54
income might be generated 70
income minus the deductions 277
income plays an important 227
income rises the proportion 96
income shall be allocated 529
income shall be available 54
income shall be chargeable 159
income shall be deposited 92
income shall be furnished 152
income spent by consumers 73
income spent on advertising 52
income spent on consumers 121
income spent on different 114
income taxes at different 48
income taxes in calculating 63
income taxes in california 49
income taxes in connection 82
income taxes in determining 63
income taxes in different 77
income taxes is available 85
income taxes is discussed 79
income taxes is estimated 48
income taxes is generally 82
income taxes is necessary 45
income taxes of employees 42
income taxes on companies 87
income taxes on corporate 225
income taxes on dividends 1314
income taxes on employees 83
income taxes on unrealized 186
income taxes or corporate 56
income taxes or estimated 59
income taxes or penalties 221
income taxes to calculate 47
income taxes to encourage 58
income taxes to stimulate 105
income tends to fluctuate 123
income under the agreement 69
income under the assumption 136
income under the completed 199
income under the conditions 82
income under the corporate 69
income under the provisions 1608
income under the recapture 461
income under the recipient 48
income which is allocated 137
income which is associated 65
income which is available 419
income which is channeled 45
income which is chargeable 460
income which is currently 112
income which is estimated 75
income which is generally 53
income which is generated 205
income which is important 93
income which is necessary 485
income which is reasonably 70
income which is reflected 50
income which is subjected 71
income which is unrelated 48
income which it generates 118
income which the community 183
income which the petitioner 61
income which the recipient 221
income within the community 309
income within the definition 53
income within the framework 140
income within the household 505
income within the population 146
income women of childbearing 148
income would be adversely 41
income would be allocated 463
income would be associated 146
income would be augmented 56
income would be available 445
income would be collected 45
income would be converted 58
income would be desirable 64
income would be different 85
income would be difficult 102
income would be distorted 54
income would be estimated 40
income would be extremely 53
income would be generated 567
income would be identical 74
income would be important 44
income would be maximized 81
income would be necessary 276
income would be permitted 48
income would be reflected 100
income would be similarly 44
income would be subjected 41
incoming board of directors 213
incoming light is reflected 313
incoming light is scattered 57
incurs costs in connection 182
indeed admit the existence 53
indeed appear to represent 57
indeed belong to different 57
indeed cause the necessary 65
indeed could be described 48
indeed create the impression 46
indeed evils in themselves 52
indeed exert an influence 128
indeed forms an important 42
indeed found it difficult 113
indeed found it necessary 153
indeed gives the impression 103
indeed imply the existence 83
indeed imply the necessity 73
indeed makes it difficult 49
indeed makes it necessary 49
indeed might be described 49
indeed might it prudently 160
indeed never be forgotten 47
indeed occur in different 43
indeed plays an important 249
indeed prove the existence 71
indeed quite as important 45
indeed reason to apprehend 147
indeed seems to recognize 235
indeed seems to represent 41
indeed serve the interests 101
indeed serve to interpret 101
indeed slain the constable 62
indeed stand in connection 160
indeed start on perfectly 161
indeed still in existence 74
indeed taken the initiative 55
indeed taken the proceedings 65
indeed under an obligation 77
indeed under the conditions 60
indeed under the impression 40
indeed under the influence 222
indeed under the necessity 65
indeed under the protection 66
indeed until the eighteenth 59
indeed until the nineteenth 75
indeed where the excellent 65
indeed within the framework 51
indeed within the precincts 74
indeed works in mysterious 54
indeed worthy of admiration 174
indeed would be difficult 142
indeed would be necessary 133
induce class ii expression 80
induce firms to undertake 170
induce japan to surrender 102
induce others to cooperate 135
induce others to subscribe 149
induce others to surrender 43
induce others to undertake 131
induce people to cooperate 106
induce people to sacrifice 54
induce people to subscribe 158
induce people to undertake 212
induce spain to recognize 145
inducing breach of contracts 63
inducing firms to undertake 59
inducing japan to surrender 44
inducing others to subscribe 58
inducing people to cooperate 52
inertia about an arbitrary 84
inertia about the principal 973
inertia about the rotational 121
inertia makes it difficult 68
inertia plays an important 193
infant comes to appreciate 42
infant comes to distinguish 62
infant comes to recognize 269
infant could be developed 53
infant feeding to recurrent 44
infant finds it difficult 43
infant learns to distinguish 242
infant learns to recognize 201
infant makes the transition 65
infant plays an important 61
infant state of existence 68
infant state of knowledge 44
infant under the influence 65
infant under the protection 49
infant under the provisions 43
infant would be acquitted 41
influx would be unwelcome 81
ingenious author is extremely 43
ingenious forms of apparatus 117
ingenious forms of expression 90
ingenious method of calculating 81
ingenious method of controlling 80
ingenious method of determining 417
ingenious method of discovering 64
ingenious method of eliminating 40
ingenious method of introducing 72
ingenious method of reconciling 44
ingenious method of stimulating 124
ingenious method to determine 59
ingenious modes of expression 61
ingenious piece of apparatus 423
ingenious piece of clockwork 89
ingenious piece of equipment 151
ingenious piece of machinery 340
ingenious piece of mechanism 1740
ingenious piece of sophistry 115
ingenious turns of expression 88
inguinal canal is indicated 42
inguinal canal or abdominal 49
inguinal hernia in childhood 54
inguinal hernia the intestine 50
inguinal hernia the protrusion 64
initial binding of substrate 47
initial board of directors 2784
initial burst of creativity 87
initial burst of publicity 96
initial change in aggregate 311
initial costs of equipment 178
initial costs of production 353
initial error is reflected 127
initial focus of discussion 83
initial frame of reference 748
initial group of countries 47
initial guess is available 58
initial level of activation 95
initial level of aggregate 146
initial level of aggression 255
initial level of aspiration 79
initial level of cognitive 54
initial level of depression 174
initial level of fertility 72
initial level of intensity 45
initial level of knowledge 214
initial level of motivation 105
initial level of production 251
initial level of protection 175
initial level of resources 52
initial meeting in september 70
initial meeting of creditors 134
initial meeting on september 52
initial onset of depression 77
initial owner of copyright 313
initial period of absorption 53
initial period of adaptation 372
initial period of alertness 42
initial period of communist 54
initial period of conversion 41
initial period of depression 199
initial period of disbelief 137
initial period of discovery 75
initial period of discussion 51
initial period of disruption 84
initial period of engagement 61
initial period of evaluation 102
initial period of excitation 52
initial period of existence 74
initial period of extensive 45
initial period of fieldwork 172
initial period of hesitation 369
initial period of hostility 108
initial period of incubation 160
initial period of indecision 93
initial period of industrial 119
initial period of inhibition 71
initial period of innovation 70
initial period of intensive 261
initial period of irradiation 199
initial period of missionary 42
initial period of obligated 120
initial period of occupation 328
initial period of operations 218
initial period of opposition 56
initial period of political 168
initial period of production 172
initial period of protection 339
initial period of relaxation 138
initial period of repression 91
initial period of residence 166
initial period of restraint 41
initial period of revolution 56
initial period of separation 137
initial period of stability 87
initial period of stagnation 47
initial period of starvation 281
initial period of stiffness 40
initial period of sustained 48
initial period of tolerance 52
initial period of transient 46
initial period of transition 549
initial period of uneasiness 49
initial period of widespread 54
initial period of withdrawal 79
initial phase is associated 44
initial phase is completed 57
initial phase of absorption 107
initial phase of activation 103
initial phase of adaptation 129
initial phase of cognitive 50
initial phase of commercial 67
initial phase of deposition 48
initial phase of discovery 52
initial phase of evaluation 90
initial phase of excessive 44
initial phase of excitation 48
initial phase of fieldwork 75
initial phase of identifying 59
initial phase of industrial 221
initial phase of intensive 88
initial phase of knowledge 48
initial phase of occupation 175
initial phase of operations 267
initial phase of ownership 96
initial phase of political 81
initial phase of predatory 78
initial phase of production 151
initial phase of repression 45
initial phase of separation 51
initial phase of transition 319
initial phase of withdrawal 48
initial place of residence 102
initial point of agreement 79
initial point of contention 51
initial point of departure 2271
initial point of discussion 58
initial point of longitudes 44
initial point of reference 868
initial rates of absorption 97
initial rates of adsorption 46
initial rates of production 70
initial rates of transport 107
initial scale of operations 62
initial sense of alienation 58
initial shape to prisoners 66
initial shift in aggregate 105
initial shock of disbelief 52
initial shock of discovering 203
initial shock of discovery 103
initial shock of separation 41
initial signs of pregnancy 43
initial stage is generally 60
initial stage of adaptation 63
initial stage of adsorption 316
initial stage of awareness 69
initial stage of combustion 91
initial stage of communism 60
initial stage of compaction 139
initial stage of conditioning 106
initial stage of conversion 98
initial stage of deposition 246
initial stage of depression 64
initial stage of determining 63
initial stage of discharge 67
initial stage of discussion 56
initial stage of evaluation 54
initial stage of existence 101
initial stage of fieldwork 47
initial stage of formulating 66
initial stage of identifying 72
initial stage of incubation 56
initial stage of industrial 231
initial stage of innovation 43
initial stage of introducing 53
initial stage of irradiation 254
initial stage of knowledge 64
initial stage of negotiation 59
initial stage of occupation 68
initial stage of operations 116
initial stage of perception 109
initial stage of political 81
initial stage of pregnancy 62
initial stage of production 791
initial stage of relaxation 168
initial stage of secondary 68
initial stage of separation 104
initial stage of spiritual 58
initial stage of succession 61
initial stage of transition 367
initial state is described 232
initial state is different 60
initial state is expressed 49
initial state is indicated 98
initial state is specified 227
initial state of activation 43
initial state of happiness 45
initial state of ignorance 130
initial state of innocence 94
initial state of knowledge 349
initial state of perfection 51
initial steps in determining 48
initial steps in formulating 43
initial steps of astronomy 40
initial steps to establish 184
initial steps to implement 121
initial steps to introduce 54
initial stock of inventory 48
initial stock of knowledge 181
initial stock of resources 111
initial study to determine 209
initial terms of reference 482
initial testing to determine 48
initial tests to determine 77
initial topic of discussion 50
initial value in neurology 89
initial value is specified 274
initial value is subjected 45
initial value is undefined 78
initial value of parameter 174
initial visit to determine 48
initial visit to nashville 66
initial vowel or consonant 246
initial words of sentences 54
injure china or encourage 53
injury above the clavicles 78
injury arising in connection 57
injury could be inflicted 413
injury could be prevented 125
injury could be sustained 106
injury either to themselves 126
injury makes it difficult 91
injury makes it necessary 48
injury might be inflicted 404
injury might be prevented 83
injury might be sustained 103
injury plays an important 146
injury shall be committed 41
injury shall be inflicted 100
injury under the conditions 56
injury under the influence 48
injury under the provisions 80
injury which he inflicted 112
injury which he sustained 367
injury which is associated 69
injury which is difficult 128
injury which is inflicted 345
injury which is occasioned 57
injury which is sustained 85
injury which it inflicted 93
injury which it sustained 59
injury which the defendant 163
injury which the interests 65
injury which the plaintiff 737
injury which the restraint 40
injury would be inflicted 651
injury would be occasioned 126
injury would be permanent 72
injury would be redressed 118
injury would be sustained 221
inlaid woods of different 43
inland caves of gibraltar 53
inland lakes of wisconsin 1020
inland modes of transport 71
inland point of departure 1316
inland ranges of mountains 43
inland ridge of mountains 183
inland towns in california 45
inland under the influence 66
inmost sense of enjoyment 45
innate cunning of proportion 120
innate feeling of compassion 47
innate force of character 138
innate forms of perception 67
innate power of considering 44
innate power of perception 43
innate sense of adventure 90
innate sense of community 41
innate sense of compassion 94
innate sense of decoration 44
innate sense of democracy 53
innate sense of diplomacy 45
innate sense of leadership 41
innate sense of obligation 57
innate sense of patriotism 43
innate sense of political 42
innate sense of proportion 363
innate sense of propriety 531
innate sense of rectitude 89
innate sense of reverence 48
innate sense of rightness 55
innate sense of structure 51
innate spacing of qualities 114
inputs could be connected 52
inputs could be purchased 79
inputs enter the production 59
inputs under the assumption 61
inputs within the framework 80
inputs would be available 77
inputs would be necessary 117
insane after the commission 84
insane under the influence 48
insane under the provisions 55
insect cells in suspension 126
insect pests in california 56
insect pests of livestock 84
insect pests of sugarcane 124
insect pests of temperate 54
insect pests of vegetable 59
insect which is attracted 43
insect which is exceedingly 42
insert place of inspection 48
insert place of residence 103
inside board of directors 183
inside coating is connected 48
inside might be presented 103
inside which the electrons 86
instead chose to emphasize 66
instead serve the interests 44
instead stole the innocence 53
instead thereof to establish 41
instead thereof to introduce 280
instead tried to establish 47
instead under the influence 42
instead within the framework 54
insult which he conceived 51
intact cells in suspension 44
intact cells or membranes 63
intact group of employees 48
intact until the eighteenth 49
intact until the nineteenth 100
intake plays an important 75
intend either to dismember 45
intend error or falsehood 50
intent could be discerned 86
intent could be satisfied 54
intent plays an important 55
intent which is expressed 40
intent which is necessary 97
intent would be difficult 82
intent would be necessary 66
invade egypt is destroyed 96
invade either the territory 53
invest money in advertising 92
invest money in companies 101
invest money in equipment 46
invest money in expensive 44
invest money in factories 50
invest money in industrial 55
invest money in machinery 45
invest money in mortgages 77
invest money in production 109
inviting field of adventure 56
inviting people to patronize 164
inviting people to subscribe 61
inviting place of residence 139
invoke either the initiative 67
inward feeling of reverence 61
inward feeling or reflection 176
inward force of attraction 57
inward motion of annoyance 66
inward power of godliness 55
inward power or principle 122
inward pride the englishman 47
inward pumping of potassium 51
inward sense of enjoyment 40
inward sense of happiness 47
inward sense of obligation 50
inward sense of propriety 67
inward spread of activation 233
inward spread of excitation 73
inward turning of aggression 61
inward under the influence 183
inward voice of desperate 50
ionized atoms or molecules 549
ionized under the conditions 41
ionized under the influence 89
ironic frame of reference 47
island above the remainder 89
island after the departure 106
island after the revolution 75
island after the shipwreck 55
island forming the backwater 40
island group in micronesia 67
island known as hispaniola 44
island might be inhabited 45
island model of population 270
island nation of mauritius 282
island shall be delivered 52
island since the revolution 163
island state of mauritius 125
island under the influence 44
island under the leadership 150
island under the protection 336
island where the lighthouse 71
island where the population 143
island which he inhabited 78
island which is connected 108
island which is inhabited 126
island which is separated 133
island would be conquered 46
island would be delivered 115
island would be destroyed 373
island would be difficult 95
island would be exhausted 53
island would be necessary 41
island would be pleasanter 70
island would be protected 47
island would be submerged 52
island would be swallowed 105
isomer shift is indicated 128
issued after an inspection 55
issued after the appearance 55
issued after the applicant 56
issued after the completion 194
issued after the conclusion 226
issued after the effective 374
issued after the enactment 140
issued after the expiration 289
issued after the occupation 44
issued after the revolution 125
issued after the surrender 41
issued cards of invitation 215
issued shall be delivered 59
issued since the annexation 85
issued since the revolution 115
issued stock to themselves 73
issued terms of reference 42
issued under an agreement 246
issued under an indenture 1028
issued under the aforesaid 187
issued under the agreement 169
issued under the california 71
issued under the commission 45
issued under the companies 117
issued under the conditions 193
issued under the convention 112
issued under the conversion 51
issued under the corporate 148
issued under the customary 50
issued under the directions 139
issued under the emergency 368
issued under the factories 43
issued under the fisheries 62
issued under the franchise 82
issued under the guarantee 114
issued under the impression 61
issued under the indenture 227
issued under the industrial 131
issued under the influence 185
issued under the leadership 59
issued under the ordinance 367
issued under the patronage 572
issued under the petroleum 56
issued under the president 58
issued under the principal 104
issued under the protection 89
issued under the provisions 42862
issued under the pseudonym 489
issued under the regulation 166
issued under the resolution 49
issued under the signature 1224
issued under the statutory 57
issued under the transport 69
issued until an affidavit 56
issued until the applicant 663
issued until the commission 63
issued until the creditors 64
issued until the expiration 289
issued within the framework 667
issued within the statutory 55
issuer shall be disclosed 78
issuer under the procedure 63
issuer which the commission 92
issuer would be permitted 339
issues about the allocation 93
issues about the character 154
issues about the conditions 79
issues about the connection 51
issues about the definition 141
issues about the different 54
issues about the existence 173
issues about the influence 73
issues about the integrity 73
issues about the ownership 78
issues about the political 119
issues about the processes 87
issues about the propriety 40
issues about the protection 41
issues about the relevance 117
issues about the structure 240
issues arise at different 47
issues arise in connection 1927
issues arise in considering 341
issues arise in determining 151
issues arise in different 75
issues arise in situations 48
issues arising in connection 1749
issues arising in different 43
issues arose in connection 119
issues could be addressed 3158
issues could be clarified 116
issues could be described 42
issues could be developed 91
issues could be discussed 1560
issues could be explained 61
issues could be expressed 53
issues could be important 56
issues could be negotiated 140
issues could be presented 131
issues could be separated 90
issues could be submitted 48
issues edict of toleration 50
issues enter the political 52
issues faced by classical 78
issues faced by clinicians 59
issues faced by companies 82
issues faced by different 131
issues faced by educators 49
issues faced by employees 40
issues faced by immigrant 44
issues faced by survivors 52
issues makes it difficult 233
issues might be addressed 1091
issues might be clarified 51
issues might be described 50
issues might be different 57
issues might be discussed 412
issues might be important 234
issues might be presented 48
issues notes to investors 52
issues plays an important 43
issues shall be addressed 154
issues shall be discussed 106
issues shall be submitted 182
issues under the convention 117
issues under the fourteenth 82
issues under the influence 59
issues under the leadership 48
issues under the provisions 47
issues where the interests 192
issues which he considers 75
issues which he discussed 81
issues which he discusses 40
issues which in themselves 50
issues which it addresses 66
issues which it considers 82
issues which the appellant 84
issues which the commission 180
issues which the committee 196
issues which the community 61
issues which the defendant 128
issues which the opposition 40
issues which the political 71
issues which the president 86
issues which the researcher 46
issues which we discussed 63
issues within the classroom 127
issues within the committee 53
issues within the community 1344
issues within the corporate 40
issues within the discourse 48
issues within the executive 60
issues within the framework 1567
issues within the household 51
issues within the mainstream 55
issues within the political 155
issues within the profession 194
issues within the structure 72
issues within the workplace 137
issues worthy of discussion 278
issues would be addressed 1528
issues would be beneficial 45
issues would be clarified 75
issues would be desirable 57
issues would be different 177
issues would be difficult 165
issues would be discussed 1713
issues would be extremely 45
issues would be important 388
issues would be necessary 112
issues would be negotiated 73
issues would be presented 182
issues would be published 57
issues would be submitted 74
isthmus joining the peninsula 57
itself about an influence 58
itself about the conditions 42
itself about the different 48
itself about the existence 49
itself about the unpoetical 52
itself above the knowledge 77
itself above the mountains 40
itself above the political 87
itself above the surrounding 216
itself after an incubation 52
itself after an industrial 40
itself after the completion 67
itself after the departure 53
itself after the liberation 40
itself after the perfection 65
itself after the revolution 260
itself after the withdrawal 45
itself again in connection 40
itself alone an obligation 236
itself alone be practical 41
itself alone is concerned 46
itself alone the exclusive 54
itself based on privilege 40
itself bound as stringently 41
itself bound by paragraph 736
itself bound to indemnify 71
itself bound to interfere 101
itself bound to recognize 81
itself built by immemorial 89
itself change the character 56
itself comes in different 77
itself comes to represent 190
itself could be abolished 68
itself could be accounted 47
itself could be challenged 69
itself could be conceived 97
itself could be conducted 53
itself could be construed 203
itself could be converted 69
itself could be described 310
itself could be destroyed 154
itself could be developed 70
itself could be different 42
itself could be discerned 61
itself could be dismissed 48
itself could be dissolved 44
itself could be endangered 49
itself could be explained 287
itself could be exploited 42
itself could be expressed 57
itself could be justified 227
itself could be organized 48
itself could be perceived 109
itself could be performed 71
itself could be presented 99
itself could be preserved 73
itself could be prevented 78
itself could be protected 62
itself could be purchased 75
itself could be questioned 52
itself could be recovered 109
itself could be similarly 44
itself could be subjected 62
itself create an obligation 79
itself create the conditions 136
itself create the necessary 46
itself drawn in divergent 56
itself easily to automation 136
itself easily to definition 69
itself easily to empirical 104
itself easily to objective 57
itself easily to political 74
itself either as sacrilege 81
itself either in frivolity 129
itself either in subjection 47
itself either to extinction 49
itself exert an influence 69
itself fails to establish 43
itself false or imperfect 52
itself filed the paternity 77
itself finds it difficult 114
itself finds it necessary 132
itself finds the apartment 218
itself forms an excellent 47
itself forms an important 154
itself forms the foundation 58
itself found it difficult 120
itself found it necessary 225
itself gives an impression 128
itself gives an indication 218
itself gives no assurance 44
itself gives no guarantee 59
itself gives no indication 648
itself gives no offensive 40
itself gives no suggestion 57
itself gives the appearance 69
itself gives the commander 103
itself gives the impression 275
itself helps to determine 123
itself helps to establish 85
itself imply the existence 228
itself imply the withdrawal 64
itself lacks the necessary 57
itself lacks the resources 65
itself makes an excellent 75
itself makes an important 76
itself makes an interesting 55
itself makes it difficult 631
itself makes it extremely 66
itself makes it necessary 261
itself makes no reference 369
itself makes the assumption 87
itself makes the connection 74
itself makes the necessary 53
itself marks an important 67
itself might be abolished 87
itself might be challenged 73
itself might be conceived 160
itself might be conducted 81
itself might be construed 111
itself might be defective 54
itself might be described 253
itself might be destroyed 197
itself might be developed 43
itself might be different 76
itself might be difficult 52
itself might be dispersed 42
itself might be dissolved 71
itself might be endangered 189
itself might be explained 103
itself might be imperiled 48
itself might be important 56
itself might be interesting 76
itself might be justified 71
itself might be perceived 53
itself might be permitted 53
itself might be preserved 56
itself might be questioned 41
itself might be radically 41
itself might be recovered 50
itself might be subjected 107
itself might be supported 52
itself never be perceived 43
itself playing an important 58
itself plays an important 1259
itself poses an interesting 44
itself prove an excellent 50
itself prove the existence 430
itself quite an important 42
itself right in opposition 67
itself round the propeller 45
itself round the sovereign 51
itself seems an organized 42
itself seems to determine 74
itself seems to encourage 108
itself seems to recognize 94
itself seems to represent 148
itself serve to distinguish 41
itself serve to establish 44
itself shall be abolished 52
itself shall be delivered 753
itself shall be destroyed 245
itself shall be dissolved 57
itself shall be preserved 177
itself shall be questioned 40
itself shall be submitted 50
itself shall be swallowed 66
itself shows the absurdity 83
itself shows the influence 94
itself since the revolution 79
itself still in existence 74
itself taken the initiative 116
itself takes on different 75
itself takes the initiative 215
itself tends to aggravate 71
itself tends to eliminate 54
itself tends to emphasize 48
itself tends to encourage 131
itself tends to establish 98
itself tends to influence 52
itself tends to intensify 44
itself tends to reinforce 72
itself tends to stimulate 77
itself tends to undermine 94
itself throws an interesting 56
itself under an appearance 165
itself under an extraction 56
itself under an interdict 72
itself under an obligation 540
itself under my protection 42
itself under no obligation 351
itself under the advantage 69
itself under the appearance 657
itself under the calculating 70
itself under the character 45
itself under the conditions 1510
itself under the conviction 87
itself under the domination 160
itself under the externals 40
itself under the influence 3004
itself under the leadership 1158
itself under the necessity 1996
itself under the obligation 190
itself under the patronage 595
itself under the political 82
itself under the pressures 85
itself under the principle 51
itself under the protection 5044
itself under the provisions 100
itself under the sculpture 90
itself under the semblance 104
itself under the spiritual 63
itself under the symbolism 42
itself under the venerable 82
itself until the eighteenth 42
itself until the nineteenth 72
itself which is associated 53
itself which is condemned 50
itself which is connected 44
itself which is contained 56
itself which is dependent 49
itself which is described 76
itself which is different 58
itself which is difficult 52
itself which is divisible 52
itself which is evaluated 41
itself which is expressed 123
itself which is generally 49
itself which is important 689
itself which is inherited 68
itself which is interesting 40
itself which is necessary 121
itself which is perceived 82
itself which is presented 93
itself which is preserved 44
itself which is primarily 56
itself which is projected 46
itself which is protected 77
itself which is reflected 102
itself which is signified 62
itself which is sometimes 45
itself which no exposition 53
itself which we designate 83
itself while the revolution 50
itself willing to cooperate 88
itself willing to sacrifice 55
itself willing to undertake 56
itself within the commercial 43
itself within the community 193
itself within the conditions 41
itself within the definition 45
itself within the discourse 158
itself within the enclosure 63
itself within the framework 1241
itself within the frontiers 48
itself within the mainstream 103
itself within the narrative 127
itself within the political 175
itself within the precincts 142
itself within the principle 104
itself within the protection 45
itself within the provisions 126
itself within the structure 277
itself within the territory 84
itself worthy of admiration 58
itself worthy of protection 166
itself worthy of reverence 40
itself would be abandoned 86
itself would be abolished 190
itself would be admirable 50
itself would be available 71
itself would be beneficial 64
itself would be benefited 58
itself would be challenged 59
itself would be compelled 62
itself would be completed 40
itself would be condemned 105
itself would be conducted 76
itself would be converted 58
itself would be delivered 63
itself would be dependent 77
itself would be described 78
itself would be desirable 63
itself would be destroyed 915
itself would be developed 43
itself would be different 169
itself would be difficult 427
itself would be disgraced 49
itself would be dissolved 129
itself would be effective 56
itself would be endangered 664
itself would be extremely 115
itself would be forgotten 70
itself would be identical 41
itself would be imperiled 66
itself would be important 92
itself would be incapable 174
itself would be injustice 95
itself would be interesting 83
itself would be invisible 172
itself would be justified 58
itself would be logically 43
itself would be necessary 256
itself would be organized 53
itself would be overthrown 70
itself would be perceived 48
itself would be perfectly 84
itself would be performed 51
itself would be permitted 102
itself would be pointless 55
itself would be powerless 242
itself would be preserved 86
itself would be protected 82
itself would be questioned 58
itself would be radically 49
itself would be reflected 58
itself would be repugnant 97
itself would be subjected 99
itself would be submitted 50
itself would be swallowed 63
itself would be valueless 41
itself would be virtually 61
itself would of necessity 58
