if absent thirty days 40
if france would send 48
if france would take 108
if further action were 49
if further proof were 3770
if further steps were 61
if gender roles were 63
if genius could ever 69
if global warming were 142
if gossip about such 54
if hardly knowing what 147
if hatred could take 77
if higher rates were 83
if higher wages were 162
if hitler could have 115
if hitler would have 49
if horses might have 97
if income arising from 54
if income taxes were 168
if indeed anything like 43
if indeed proof were 136
if johnny would wait 70
if julius caesar were 57
if little girls were 62
if louisa could have 129
if madame merle were 47
if madame would like 44
if marble could feel 47
if market price were 83
if market rates fall 96
if market rates have 68
if market rates rise 87
if market rates were 59
if market share data 57
if market value were 63
if matter could give 82
if matter could have 61
if mexico would join 43
if mexico would sell 56
if michael angelo were 103
if morris would like 42
if mothers would only 60
if murder might come 44
if nations would only 81
if nature could have 43
if nature makes nothing 221
if nature would have 54
if negroes moved into 52
if neither house were 82
if neither money were 70
if neither party ever 52
if neither party gave 49
if neither party knew 44
if neither party were 56
if neither party will 84
if nobody could dare 89
if nobody could ever 129
if nobody could have 227
if nobody could make 183
if nobody could open 43
if nobody could talk 72
if nobody knows what 476
if nobody lived there 206
if nobody would ever 102
if nobody would have 74
if nobody would know 45
if normal blood flow 42
if notice given during 150
if nuclear bombs were 125
if nuclear power were 216
if obeyed would have 74
if oliver twist felt 53
if oliver would have 81
if passed would have 276
if philip could have 72
if philip would have 64
if placed under pope 47
if placed under their 72
if placed within their 79
if pompey would also 43
if prompt action were 93
if proper names were 48
if proper pains were 99
if proper search were 45
if proper steps were 362
if proved would have 52
if public funds were 281
if public goods were 47
if public housing were 76
if public money were 102
if public order were 74
if public works were 55
if rachel would only 48
if readers would call 324
if readers would only 54
if report speaks true 2003
if report speaks truth 292
if report spoke true 243
if report spoke truth 77
if ronald reagan were 88
if sample sizes were 75
if seneca could make 47
if severe blood loss 43
if sombre night were 101
if someone asked what 90
if someone breaks into 322
if someone broke into 355
if someone bumps into 123
if someone calls your 89
if someone comes along 1642
if someone comes back 207
if someone comes down 111
if someone comes from 127
if someone comes here 96
if someone comes into 322
if someone comes over 129
if someone could break 41
if someone could call 43
if someone could come 359
if someone could find 259
if someone could give 204
if someone could have 635
if someone could help 287
if someone could just 232
if someone could look 58
if someone could make 206
if someone could only 159
if someone could pick 58
if someone could show 232
if someone could take 203
if someone could talk 45
if someone could teach 60
if someone could tell 286
if someone could think 41
if someone falls down 110
if someone falls from 77
if someone falls into 92
if someone finds your 53
if someone grabs your 51
if someone hacks into 63
if someone hurts your 42
if someone jumps into 49
if someone knows what 302
if someone knows your 51
if someone lived there 223
if someone looks like 42
if someone loses their 46
if someone might come 117
if someone might have 624
if someone might steal 58
if someone might take 73
if someone might want 48
if someone needs help 513
if someone really knew 52
if someone rises from 884
if someone saves your 44
if someone steals from 79
if someone steals your 471
if someone steps over 49
if someone stole from 61
if someone stole your 236
if someone stood there 91
if someone takes away 89
if someone takes your 196
if someone today were 76
if someone trips over 139
if someone walks into 136
if someone would call 98
if someone would care 47
if someone would come 616
if someone would ever 54
if someone would find 98
if someone would give 425
if someone would have 799
if someone would help 172
if someone would hire 44
if someone would hold 75
if someone would just 686
if someone would kill 63
if someone would lend 43
if someone would like 342
if someone would look 54
if someone would make 161
if someone would only 621
if someone would pick 42
if someone would play 41
if someone would show 162
if someone would take 563
if someone would teach 56
if someone would tell 367
if someone would want 87
if something about miss 42
if something about their 46
if something about your 48
if something alive were 166
if something awful were 90
if something breaks down 475
if something broke down 98
if something comes along 359
if something comes from 86
if something comes into 97
if something could have 271
if something feels good 98
if something feels wrong 74
if something looks good 69
if something looks like 191
if something looks wrong 41
if something might break 43
if something might come 217
if something might have 353
if something really good 55
if something really went 53
if something seems wrong 111
if something sharp were 55
if something still more 98
if something works well 94
if something would break 59
if something would come 237
if something would have 128
if something would only 73
if sounds would give 42
if soviet russia were 160
if special steps were 73
if spleen cells from 65
if stalin could have 43
if standing guard over 61
if stolen goods were 77
if stones could speak 87
if stored under damp 44
if stormy winds rise 40
if strength alone were 42
if tariff rates were 56
if turned aside from 77
if twelve months have 45
if twenty people were 49
if united would have 42
if unseen hands were 181
if unsure about what 46
if viewed apart from 306
if viewed within their 42
if virtue could have 226
if waller could have 145
if weighing every word 216
if whoever slept here 89
if william could have 116
if william could make 111
if william would have 52
if wilson could have 85
if wishes could have 43
if wishes might find 77
in abodes which were 66
in accord about their 58
in accord about what 128
in acidic amino acid 162
in acidic foods such 50
in acreage under wheat 137
in actions arising from 273
in actions based upon 407
in actions under rule 148
in actions where there 60
in actions which have 234
in actions which seem 68
in actions which tend 41
in actions which were 332
in actions which will 142
in active adult life 80
in active brain areas 60
in active civil life 68
in active field work 230
in active genes have 331
in active growth during 89
in active labor when 80
in active motion among 105
in active motion when 58
in active music making 51
in active party work 134
in active social life 283
in active social work 68
in active solar heating 50
in actual cases have 47
in actual cases there 51
in actual cases will 61
in actual child care 40
in actual class room 45
in actual class work 175
in actual crime news 48
in actual cubic feet 113
in actual daily life 259
in actual danger from 250
in actual field work 978
in actual group life 53
in actual human beings 178
in actual human life 862
in actual match play 48
in actual running time 70
in actual social life 1784
in actual social work 62
in actual usage there 53
in actual working must 42
in actual working time 115
in adults arise from 64
in adults comes from 48
in adults gives rise 61
in adults ranged from 41
in adults ranges from 373
in adults where there 75
in adults which have 70
in advising woman only 101
in aerosol spray cans 2563
in aerosol spray form 52
in africa about five 44
in africa after south 159
in africa after their 44
in africa alone there 50
in africa apart from 218
in africa arise from 51
in africa arose from 82
in africa comes from 309
in africa could also 84
in africa could have 303
in africa could make 43
in africa could only 164
in africa could well 48
in africa dates back 340
in africa dates from 126
in africa falls into 46
in africa might also 66
in africa might have 315
in africa might well 57
in africa often have 68
in africa ranged from 65
in africa ranges from 80
in africa since time 64
in africa stems from 133
in africa still have 67
in africa still live 81
in africa thirty years 49
in africa today have 115
in africa today must 83
in africa today there 59
in africa today were 45
in africa today will 49
in africa under their 41
in africa where many 121
in africa where more 161
in africa where most 307
in africa where only 44
in africa where some 81
in africa where such 105
in africa where their 53
in africa where there 689
in africa where these 70
in africa where three 97
in africa which have 736
in africa which must 55
in africa which took 50
in africa which were 479
in africa which will 184
in africa whose heads 101
in africa would also 95
in africa would cease 42
in africa would come 68
in africa would find 43
in africa would give 53
in africa would have 1165
in africa would help 75
in africa would make 110
in africa would need 46
in africa would only 51
in africa would seem 149
in africa would soon 59
in africa would take 74
in agreeing about what 56
in alaska began such 56
in alaska comes from 41
in alaska where there 98
in alaska would have 143
in albania would have 63
in albany would have 45
in albino guinea pigs 161
in algeria might have 41
in algeria would have 162
in allied hands were 61
in allowing human beings 74
in alloys which have 110
in almost anything else 1208
in almost anything from 48
in almost daily from 271
in almost eight years 726
in almost equal part 49
in almost equal ratio 82
in almost every arab 474
in almost every army 225
in almost every asian 291
in almost every back 42
in almost every band 69
in almost every bank 79
in almost every barn 62
in almost every body 899
in almost every bone 430
in almost every book 5230
in almost every breath 43
in almost every bush 150
in almost every cafe 121
in almost every camp 315
in almost every case 181931
in almost every cave 148
in almost every cell 1870
in almost every city 18795
in almost every club 154
in almost every coal 216
in almost every code 126
in almost every copy 155
in almost every cove 138
in almost every crop 157
in almost every dale 50
in almost every data 68
in almost every deep 46
in almost every dish 698
in almost every door 95
in almost every dream 119
in almost every drop 59
in almost every drug 118
in almost every early 344
in almost every face 869
in almost every fact 57
in almost every fair 124
in almost every farm 510
in almost every film 746
in almost every fine 40
in almost every firm 139
in almost every five 66
in almost every food 503
in almost every foot 49
in almost every form 8113
in almost every free 88
in almost every full 54
in almost every game 1247
in almost every gift 44
in almost every glen 152
in almost every good 634
in almost every great 2944
in almost every gulf 47
in almost every half 49
in almost every hall 43
in almost every hand 457
in almost every haul 60
in almost every health 205
in almost every heart 421
in almost every high 642
in almost every hill 135
in almost every hole 153
in almost every home 7841
in almost every hour 457
in almost every hymn 135
in almost every inch 69
in almost every isle 68
in almost every item 758
in almost every jail 150
in almost every kind 10087
in almost every lake 358
in almost every land 3713
in almost every lane 188
in almost every leading 544
in almost every life 780
in almost every limb 77
in almost every line 13790
in almost every list 362
in almost every living 680
in almost every mail 347
in almost every main 107
in almost every male 42
in almost every mass 41
in almost every media 141
in almost every mile 49
in almost every mill 150
in almost every mind 940
in almost every mine 200
in almost every mining 184
in almost every mode 309
in almost every month 1986
in almost every mood 46
in almost every mouth 299
in almost every move 256
in almost every name 46
in almost every nest 52
in almost every news 278
in almost every nook 978
in almost every north 135
in almost every note 73
in almost every ocean 143
in almost every open 59
in almost every other 52148
in almost every oven 298
in almost every page 18947
in almost every pair 40
in almost every park 139
in almost every part 80178
in almost every past 60
in almost every plan 84
in almost every play 1584
in almost every plot 48
in almost every poll 111
in almost every pond 341
in almost every pool 143
in almost every poor 62
in almost every port 1446
in almost every post 319
in almost every race 656
in almost every radio 47
in almost every range 137
in almost every rank 598
in almost every reading 163
in almost every realm 763
in almost every rite 52
in almost every road 96
in almost every rock 479
in almost every role 212
in almost every room 5459
in almost every sale 124
in almost every sect 301
in almost every seed 48
in almost every ship 451
in almost every shop 1151
in almost every shot 430
in almost every show 263
in almost every side 112
in almost every single 2790
in almost every site 243
in almost every size 285
in almost every soil 598
in almost every sort 1068
in almost every soul 41
in almost every south 297
in almost every spot 537
in almost every spring 200
in almost every step 1263
in almost every such 1631
in almost every suit 137
in almost every tale 228
in almost every talk 139
in almost every task 185
in almost every tent 234
in almost every term 88
in almost every test 223
in almost every text 1130
in almost every theory 208
in almost every third 378
in almost every time 428
in almost every tomb 247
in almost every town 24080
in almost every tree 531
in almost every trial 648
in almost every turn 130
in almost every type 7724
in almost every union 284
in almost every unit 465
in almost every vein 49
in almost every vice 98
in almost every view 332
in almost every vote 69
in almost every waking 128
in almost every walk 4330
in almost every ward 495
in almost every week 535
in almost every well 884
in almost every west 152
in almost every will 40
in almost every wind 99
in almost every wine 44
in almost every wood 249
in almost every word 2470
in almost every work 2942
in almost every yard 652
in almost every young 112
in almost every zone 58
in almost exact ratio 434
in almost fifty years 2029
in almost final form 148
in almost forty years 2512
in almost linear time 394
in almost seven years 839
in almost sixty years 574
in almost thirty years 3561
in almost total loss 457
in almost total ruin 127
in alsace which were 53
in ambush fired upon 56
in amount varying from 148
in anguish every time 62
in animal cells also 71
in animal cells during 61
in animal cells from 44
in animal cells have 203
in animal cells only 68
in animal cells were 45
in animal foods like 94
in animal foods such 410
in animal learning have 70
in animal learning theory 83
in annals which leave 44
in annual crops such 46
in annual earnings among 48
in annual earnings from 113
in annual earnings over 64
in annual growth from 46
in annual growth rate 316
in annual sales during 46
in annual sales from 250
in annual sales over 45
in annual sales were 65
in annual sales will 49
in annual savings from 73
in annual value from 156
in annual working time 63
in annual world bank 244
in another action upon 85
in another amino acid 197
in another batch file 105
in another chair facing 53
in another chair just 57
in another class from 240
in another class have 49
in another class were 49
in another close race 42
in another court case 212
in another court having 77
in another dozen years 197
in another drawing room 45
in another earthly body 43
in another earthly life 103
in another eight days 144
in another eight years 269
in another empty room 62
in another equal part 59
in another essay from 127
in another fatal case 57
in another field also 53
in another field from 93
in another field have 49
in another field some 40
in another field such 115
in another field were 82
in another field when 57
in another field will 99
in another fifty years 2304
in another forty deer 52
in another forty years 520
in another frame moving 131
in another given angle 47
in another gives rise 102
in another glass case 95
in another glass tube 65
in another greek city 197
in another group home 71
in another group made 51
in another group only 104
in another group there 109
in another group those 88
in another group were 324
in another group when 46
in another group will 49
in another guess sort 55
in another guest room 42
in another guise when 61
in another hotel room 226
in another house from 43
in another house just 41
in another house some 40
in another house there 45
in another house when 53
in another human body 236
in another human form 87
in another human soul 69
in another junior high 48
in another kingdom upon 40
in another large bowl 332
in another large city 304
in another large firm 51
in another large hall 76
in another large room 285
in another large town 137
in another league from 106
in another light also 54
in another light from 164
in another light when 243
in another major city 93
in another major work 118
in another meeting held 53
in another might have 220
in another might make 56
in another morning walk 46
in another motel room 57
in another nearby city 61
in another nearby town 112
in another nursing home 203
in another orbit from 57
in another order from 47
in another paper book 99
in another paper dealing 58
in another paper from 124
in another pending case 64
in another period when 74
in another phone call 184
in another piece from 47
in another place adds 59
in another place also 309
in another place away 50
in another place been 202
in another place during 92
in another place even 52
in another place four 62
in another place from 434
in another place give 101
in another place hard 186
in another place have 284
in another place into 171
in another place just 48
in another place last 99
in another place like 142
in another place made 59
in another place more 648
in another place must 52
in another place only 165
in another place other 65
in another place over 57
in another place paul 56
in another place puts 256
in another place rule 152
in another place said 141
in another place saith 118
in another place saying 48
in another place says 932
in another place some 311
in another place such 143
in another place their 47
in another place there 1421
in another place these 49
in another place those 43
in another place told 84
in another place upon 148
in another place uses 117
in another place very 61
in another place were 374
in another place what 785
in another place when 593
in another place will 299
in another plane from 58
in another point also 53
in another point from 41
in another poker game 113
in another prose work 43
in another quiet room 43
in another quote from 84
in another rather more 115
in another region from 46
in another region will 81
in another scene from 201
in another scene when 67
in another season will 44
in another sense also 1315
in another sense been 63
in another sense come 42
in another sense even 62
in another sense from 670
in another sense have 90
in another sense here 45
in another sense less 311
in another sense like 84
in another sense made 49
in another sense many 44
in another sense means 95
in another sense more 432
in another sense most 101
in another sense much 173
in another sense none 49
in another sense nothing 137
in another sense only 389
in another sense other 103
in another sense some 41
in another sense such 153
in another sense their 190
in another sense there 2197
in another sense these 301
in another sense those 49
in another sense very 176
in another sense were 48
in another sense what 119
in another sense when 314
in another setting such 71
in another setting will 42
in another seven days 169
in another seven years 518
in another shaky breath 45
in another shape when 86
in another sharp breath 63
in another shell hole 41
in another sixty years 173
in another small boat 129
in another small book 65
in another small bowl 480
in another small city 50
in another small room 372
in another small town 1428
in another small work 47
in another social role 55
in another state also 61
in another state during 139
in another state even 143
in another state from 510
in another state have 149
in another state having 206
in another state just 46
in another state must 412
in another state only 585
in another state over 76
in another state prior 68
in another state some 42
in another state such 129
in another state there 143
in another state upon 279
in another state were 257
in another state when 581
in another state will 632
in another still more 469
in another story from 164
in another story told 69
in another study also 73
in another study among 41
in another study done 91
in another study from 245
in another study made 71
in another study only 68
in another study said 62
in another study there 204
in another study were 259
in another study when 92
in another texas case 51
in another thirty days 167
in another thirty years 996
in another tight spot 48
in another trade union 79
in another verse form 48
in another verse from 41
in another voice from 51
in another waiting room 122
in another where there 161
in another which will 82
in another world also 54
in another world among 45
in another world bank 46
in another world even 49
in another world from 1685
in another world have 108
in another world here 66
in another world just 106
in another world make 54
in another world most 109
in another world must 89
in another world only 125
in another world such 100
in another world there 360
in another world those 49
in another world were 91
in another world what 131
in another world when 550
in another world will 368
in another would have 544
in antioch would have 83
in anxious faces when 89
in anxious grief till 113
in aortic blood flow 189
in appeals which came 47
in applying chaos theory 41
in applying learning theory 52
in applying sound ideas 49
in aqueous humor from 75
in arabic comes from 43
in arabic poetry from 46
in arabic which have 45
in arabic which means 56
in arabic which were 69
in arabic would have 49
in arable farming areas 50
in arenas where there 74
in arranging child care 291
in arrears shall have 122
in arrears would have 45
in arrest rates among 65
in asiatic russia were 66
in assets meeting such 63
in assets which have 73
in assets which were 57
in assets which will 94
in assets would have 61
in assuming anything like 46
in assuming human form 74
in athenian social life 45
in attica would have 46
in august after having 50
in august could have 45
in august might have 48
in august under mars 48
in august while most 63
in august would have 285
in austria could have 50
in austria could only 45
in austria might have 63
in austria under maria 95
in austria where there 49
in austria which were 75
in austria would have 340
in autism comes from 57
in autumn looking like 47
in autumn would have 50
in averting danger from 43
in aviation would have 45
in barber shops were 55
in barely sixty years 68
in basins where there 56
in basins which have 70
in basins which were 50
in battle after having 113
in battle array along 242
in battle array among 53
in battle array facing 179
in battle array from 102
in battle array into 61
in battle array just 44
in battle array over 257
in battle array ready 91
in battle array till 90
in battle array upon 520
in battle array were 151
in battle array when 164
in battle comes from 49
in battle could have 145
in battle creek during 72
in battle creek from 50
in battle creek were 100
in battle dress were 70
in battle might have 138
in battle might well 45
in battle order along 65
in battle order facing 50
in battle order upon 40
in battle seven years 45
in battle slain will 78
in battle under their 47
in battle while leading 98
in battle while trying 68
in battle would have 454
in battle would make 46
in bavaria would have 57
in baxter state park 601
in becoming anything more 125
in becoming human beings 57
in becoming still more 64
in before anything else 89
in before closing time 141
in behind false cape 53
in beirut would have 44
in belief about what 122
in benign lymph node 111
in benign nerve sheath 51
in berlin about three 45
in berlin after having 51
in berlin alone there 180
in berlin could have 151
in berlin could only 71
in berlin forty years 54
in berlin might have 155
in berlin thirty years 42
in berlin until june 42
in berlin where some 209
in berlin where there 88
in berlin which have 52
in berlin which made 56
in berlin which were 170
in berlin which will 61
in berlin would have 683
in berlin would soon 52
in berlin would take 40
in better class work 121
in better hopes only 58
in better humor from 60
in better humor when 45
in better order when 56
in better serving their 44
in better shape during 46
in better shape from 86
in better shape here 65
in better shape when 399
in better taste there 43
in better times have 85
in better times there 55
in better times were 53
in better times when 75
in bhutan shall have 60
in bigger towns like 45
in billion cubic feet 135
in binary coded form 358
in binary search tree 118
in biology class when 54
in biology george wolf 40
in biology which have 57
in biology would have 101
in bitter civil wars 63
in blades growing upon 43
in bleaching paper pulp 82
in blocks varying from 41
in blocks which have 81
in blocks which were 77
in bloody civil wars 230
in bloody raids upon 42
in boasting about their 96
in bodies which have 419
in bodies which were 99
in bodily shape like 234
in bohemia where there 51
in bohemia would have 144
in bolivia would have 58
in bombay might have 41
in bombay state during 78
in bombay state were 57
in bombay where there 103
in bombay which were 88
in bombay would have 157
in border towns like 161
in border towns such 179
in boston about four 48
in boston about three 77
in boston after having 82
in boston after their 43
in boston comes from 58
in boston could have 145
in boston could only 44
in boston eight years 46
in boston evening post 428
in boston fifty years 84
in boston forty years 47
in boston might have 104
in boston music hall 361
in boston seven years 51
in boston sixty years 57
in boston spent their 62
in boston stood ready 81
in boston thirty years 156
in boston until their 60
in boston where their 44
in boston where there 142
in boston which have 48
in boston which were 104
in boston which will 55
in boston whose name 52
in boston would have 545
in boston would make 51
in boston would soon 47
in boston would take 40
in bottom lands along 47
in bottom right hand 47
in bounding every wish 77
in bowers would deny 115
in boyish sport been 110
in bragging about their 102
in brains which have 53
in branch brook park 206
in brazil after having 44
in brazil alone there 47
in brazil comes from 182
in brazil could have 146
in brazil could only 46
in brazil dates back 251
in brazil dates from 166
in brazil might have 98
in brazil stems from 41
in brazil where there 141
in brazil which have 109
in brazil which were 60
in brazil which will 59
in brazil would cure 47
in brazil would have 358
in breeds which have 59
in bright array having 81
in bright green cloth 46
in bright green moss 73
in bright green silk 60
in bright light during 40
in bright light from 85
in bright light when 151
in bright light will 87
in broken flute cave 118
in broken homes were 58
in broken lines from 61
in broken lines over 52
in bronze which were 99
in bronze would cost 49
in building china into 47
in building costs during 66
in building costs over 63
in building forts along 99
in building strong teeth 45
in building trust among 114
in building unity among 43
in building words from 46
in building world peace 124
in building would have 45
in bullet point form 185
in burned guinea pigs 110
in butter until clear 62
in butter until done 73
in butter until just 268
in butter until limp 186
in butter until onion 296
in butter until soft 2430
in butter until very 47
in butter until well 367
in bygone happy days 46
in bygone times have 66
in bygone times such 41
in bygone times were 76
in bygone times when 93
in cabins where there 50
in calvin klein jeans 91
in campus parking lots 47
in campus social life 1301
in canaan would have 48
in canada about three 66
in canada about what 42
in canada after having 67
in canada after leaving 41
in canada after their 108
in canada alone there 44
in canada apart from 64
in canada arising from 52
in canada arose from 53
in canada based upon 52
in canada comes from 453
in canada could also 42
in canada could have 285
in canada could only 58
in canada dates back 414
in canada dates from 253
in canada falls into 42
in canada fifty years 266
in canada forty years 48
in canada might have 248
in canada might well 76
in canada ranged from 102
in canada ranges from 71
in canada seven years 47
in canada shall dare 45
in canada since their 43
in canada stems from 81
in canada still have 44
in canada thirty years 40
in canada today have 69
in canada until june 67
in canada until well 62
in canada where many 58
in canada where most 114
in canada where some 54
in canada where such 131
in canada where their 47
in canada where there 480
in canada which have 372
in canada which made 59
in canada which were 263
in canada which will 174
in canada would also 81
in canada would come 66
in canada would cost 45
in canada would find 48
in canada would give 62
in canada would have 1228
in canada would like 65
in canada would make 107
in canada would rise 54
in canada would seem 133
in canada would soon 139
in canada would take 87
in canals which have 48
in cancer cells from 76
in cancer cells have 156
in cancer cells were 55
in cancer cells will 48
in cancer comes from 47
in cancer rates among 152
in cancer rates over 54
in cancer until july 71
in canned foods during 75
in canned green beans 46
in canton would have 44
in canvas piled upon 51
in carbon chain length 173
in cardiac blood flow 55
in cardiac cycle length 269
in cardiac index during 59
in cardiac index from 104
in cardiac rhythm during 45
in carrying coals from 66
in carrying goods also 82
in carrying goods from 325
in carrying grain from 71
in carrying human beings 60
in carrying water from 388
in casual small talk 71
in catching about half 254
in catching large fish 50
in catching small fish 72
in cattle which have 185
in cattle which were 74
in causes arising from 47
in causes which have 191
in causes which were 77
in census bureau data 64
in center field when 65
in ceylon arising from 49
in ceylon daily news 435
in ceylon where there 43
in ceylon which have 49
in ceylon which were 51
in ceylon would have 87
in chains alive upon 174
in chains below deck 48
in chains until their 64
in chains which were 41
in chairs which were 50
in changes which have 201
in changes which take 68
in changes which were 97
in changes which will 135
in charge beget your 75
in charge could give 47
in charge could have 123
in charge could make 52
in charge could only 56
in charge knows what 141
in charge might have 152
in charge nearly five 57
in charge often seem 55
in charge right away 68
in charge right from 51
in charge round here 57
in charge shall also 67
in charge shall call 49
in charge shall deem 51
in charge shall give 78
in charge shall have 246
in charge shall keep 61
in charge shall make 131
in charge shall rank 57
in charge shall take 76
in charge thereof upon 105
in charge until july 53
in charge until june 101
in charge until their 45
in charge while their 48
in charge whose duty 41
in charge would come 66
in charge would find 49
in charge would give 129
in charge would have 730
in charge would know 59
in charge would like 64
in charge would look 54
in charge would make 78
in charge would only 56
in charge would send 87
in charge would take 108
in charge would tell 47
in checks drawn upon 91
in cherry creek north 65
in chests under three 75
in chests which were 55
in chicks which were 81
in choosing child care 78
in choosing which ones 99
in choosing which side 90
in choosing which type 99
in choosing wives seem 57
in chorus after their 57
in christ alone there 45
in christ apart from 310
in christ below will 75
in christ comes from 72
in christ comes into 42
in christ could have 96
in christ equal unto 77
in christ jesus ages 143
in christ jesus even 47
in christ jesus from 545
in christ jesus have 429
in christ jesus into 74
in christ jesus made 588
in christ jesus making 40
in christ jesus means 65
in christ jesus more 48
in christ jesus must 848
in christ jesus nothing 100
in christ jesus only 212
in christ jesus over 52
in christ jesus sets 98
in christ jesus their 227
in christ jesus there 3110
in christ jesus unto 15635
in christ jesus were 182
in christ jesus what 69
in christ jesus when 183
in christ jesus whom 84
in christ jesus will 2497
in christ jesus your 169
in christ might have 88
in christ really means 59
in christ risen from 93
in christ shall also 53
in christ shall come 41
in christ shall have 178
in christ shall live 81
in christ shall rise 9955
in christ takes away 47
in christ where there 47
in christ which brings 99
in christ which gave 40
in christ which leads 49
in christ which made 77
in christ which must 44
in christ which paul 56
in christ which were 46
in christ which will 113
in christ would have 329
in christ would make 47
in christ would rise 92
in church after mass 83
in church every time 253
in church every week 373
in church might have 49
in church music during 88
in church music from 88
in church music were 54
in church music when 55
in church parking lots 233
in church social work 46
in church would have 88
in church would make 118
in cities comes from 80
in cities grows more 66
in cities might have 50
in cities often have 84
in cities where coal 46
in cities where food 87
in cities where high 56
in cities where land 188
in cities where life 99
in cities where many 213
in cities where more 158
in cities where most 442
in cities where much 135
in cities where none 47
in cities where only 131
in cities where other 94
in cities where some 78
in cities where such 407
in cities where their 272
in cities where there 7718
in cities where these 190
in cities which grew 46
in cities which have 1404
in cities which were 557
in cities would have 115
in citrus fruit peel 62
in citrus growing areas 53
in claims about what 65
in claims arising from 345
in claims which were 44
in clearer terms what 113
in clearly setting forth 294
in closed banks were 47
in closed chest dogs 176
in closed glass jars 117
in closed metal cans 44
in closed stack areas 54
in clothes taken from 88
in clothes which have 102
in clothes which were 376
in clouds above their 59
in cloudy weather there 41
in cloudy weather when 164
in clumps apart from 47
in coarse black cloth 50
in coarse black hair 70
in coarse brown cloth 55
in coarse linen cloth 59
in coarse sandy soil 69
in coarse white cloth 127
