icebergs and ice islands 159
increased with its duration 54
increased with its increasing 53
increased with its numbers 46
increased with our increasing 61
increased zeal and devotion 48
increased zeal and success 131
increases and its ability 42
increases and its density 47
increases and its position 45
increases and she becomes 46
increases and then becomes 124
increases and then rapidly 104
increases and then remains 140
increases and then returns 53
increases and this increase 311
increases and this reduces 150
increases and this results 251
increases are due largely 42
increases are not allowed 65
increases are not granted 64
increases are not matched 57
increases are not uniform 85
increases are not usually 59
increases both with increasing 334
increases did not reflect 56
increases each year because 216
increases fear and anxiety 98
increases for all classes 53
increases for all members 129
increases for all teachers 59
increases for all workers 269
increases for its members 503
increases for this purpose 94
increases his own stature 91
increases that are occurring 42
increases with age according 49
increases with age although 93
increases with age because 1092
increases with age between 49
increases with any increase 528
increases with beam current 51
increases with bias current 43
increases with bias voltage 129
increases with both increasing 467
increases with each addition 211
increases with each advance 140
increases with each advancing 41
increases with each attempt 43
increases with each episode 127
increases with each increase 447
increases with each payment 235
increases with each renewal 136
increases with gas density 95
increases with its content 117
increases with its density 549
increases with its diameter 175
increases with its duration 166
increases with its increase 88
increases with its increasing 196
increases with its surface 51
incurred for any purpose 221
incurred for each library 93
incurred for each product 134
incurred for his benefit 76
incurred for his support 48
incurred for its benefit 116
incurred for that purpose 1330
incurred for this purpose 716
incurred for this service 55
indebted for any happier 72
indebted for any purpose 179
indebted for any success 106
indebted for being allowed 50
indebted for being enabled 68
indebted for her careful 64
indebted for her freedom 86
indebted for her present 851
indebted for her success 78
indebted for her victory 49
indebted for his ability 57
indebted for his account 111
indebted for his address 46
indebted for his banquet 74
indebted for his careful 173
indebted for his counsel 70
indebted for his earliest 84
indebted for his election 384
indebted for his fortune 220
indebted for his freedom 78
indebted for his general 43
indebted for his liberal 67
indebted for his liberty 382
indebted for his material 49
indebted for his musical 50
indebted for his patient 174
indebted for his peculiar 60
indebted for his position 153
indebted for his present 801
indebted for his previous 67
indebted for his success 1464
indebted for his support 146
indebted for his triumph 49
indebted for his unfailing 68
indebted for his victory 249
indebted for its earliest 149
indebted for its erection 85
indebted for its freedom 88
indebted for its general 108
indebted for its greatest 211
indebted for its increase 84
indebted for its liberty 56
indebted for its material 50
indebted for its peculiar 143
indebted for its position 61
indebted for its present 2808
indebted for its revival 71
indebted for its success 798
indebted for its support 163
indebted for its triumph 43
indebted for its victory 124
indebted for our ability 55
indebted for our account 76
indebted for our earliest 103
indebted for our freedom 98
indebted for our fullest 71
indebted for our greatest 69
indebted for our national 108
indebted for our present 1635
indebted for our success 269
indebted for our victory 59
indebted for that success 201
indebted for this account 843
indebted for this analogy 43
indebted for this article 113
indebted for this benefit 61
indebted for this chapter 304
indebted for this citation 103
indebted for this concept 73
indebted for this elegant 49
indebted for this example 251
indebted for this extract 115
indebted for this history 129
indebted for this increase 129
indebted for this insight 400
indebted for this material 83
indebted for this passage 92
indebted for this picture 50
indebted for this pleasure 102
indebted for this present 101
indebted for this service 115
indebted for this sublime 88
indebted for this success 59
indebted for this summary 131
indebted for this unusual 43
indebted for this victory 104
indecent but not obscene 1655
indicate all too plainly 59
indicate but too plainly 85
indicate his own position 93
indicate how each variable 94
indicate how far removed 114
indicate how they arrived 43
indicate how they believe 59
indicate how they function 58
indicate how they operate 53
indicate how this concept 65
indicate how this problem 81
indicate how this process 92
indicate how this question 43
indicate how you arrived 54
indicate its new location 52
indicate our own position 41
indicate she was listening 71
indicate that air quality 43
indicate that all animals 47
indicate that all aspects 69
indicate that all classes 51
indicate that all factors 55
indicate that all foreign 46
indicate that all members 163
indicate that all objects 49
indicate that all parties 100
indicate that all persons 96
indicate that all samples 72
indicate that all species 87
indicate that all strains 47
indicate that all systems 59
indicate that any attempt 260
indicate that any general 70
indicate that any increase 85
indicate that being married 42
indicate that both effects 48
indicate that both factors 127
indicate that both genetic 133
indicate that both parents 131
indicate that both parties 255
indicate that both primary 48
indicate that both samples 76
indicate that both schools 56
indicate that both species 179
indicate that both spouses 53
indicate that both stations 59
indicate that both systems 355
indicate that both teachers 73
indicate that both writers 48
indicate that due process 55
indicate that each element 77
indicate that each species 135
indicate that each student 67
indicate that each variable 81
indicate that for certain 311
indicate that for maximum 132
indicate that for optimum 41
indicate that for several 204
indicate that for typical 73
indicate that gang members 60
indicate that god himself 73
indicate that her husband 292
indicate that her parents 67
indicate that her position 46
indicate that her silence 52
indicate that his ability 58
indicate that his account 47
indicate that his behavior 65
indicate that his concept 67
indicate that his concern 75
indicate that his conduct 87
indicate that his decision 183
indicate that his efforts 83
indicate that his illness 49
indicate that his majesty 45
indicate that his parents 119
indicate that his position 184
indicate that his present 102
indicate that his previous 42
indicate that his primary 86
indicate that his purpose 79
indicate that his remarks 42
indicate that his request 50
indicate that his success 50
indicate that his support 44
indicate that his thoughts 107
indicate that its concern 220
indicate that its content 110
indicate that its decision 49
indicate that its effects 93
indicate that its function 170
indicate that its members 262
indicate that its parents 44
indicate that its position 74
indicate that its present 55
indicate that its primary 143
indicate that its purpose 193
indicate that its results 46
indicate that its subject 127
indicate that its surface 101
indicate that not everything 95
indicate that one element 74
indicate that one function 69
indicate that one hundred 47
indicate that one partner 47
indicate that one purpose 40
indicate that one species 95
indicate that one subject 95
indicate that one variable 304
indicate that our ability 71
indicate that our concern 44
indicate that our country 62
indicate that our culture 48
indicate that our current 102
indicate that our efforts 62
indicate that our national 67
indicate that our present 238
indicate that our results 112
indicate that our schools 40
indicate that our society 139
indicate that she belonged 64
indicate that she desired 48
indicate that she enjoyed 40
indicate that she herself 132
indicate that she intends 42
indicate that she married 46
indicate that she realized 88
indicate that team members 53
indicate that that country 78
indicate that they account 55
indicate that they appeared 59
indicate that they approve 68
indicate that they arrived 88
indicate that they believe 986
indicate that they belonged 613
indicate that they brought 40
indicate that they carried 101
indicate that they consist 198
indicate that they contain 842
indicate that they derived 90
indicate that they deserve 69
indicate that they desired 65
indicate that they develop 72
indicate that they dislike 46
indicate that they enjoyed 164
indicate that they entered 69
indicate that they evolved 83
indicate that they exhibit 75
indicate that they existed 87
indicate that they express 47
indicate that they favored 64
indicate that they function 126
indicate that they improve 52
indicate that they include 112
indicate that they increase 85
indicate that they involve 78
indicate that they operate 101
indicate that they perform 129
indicate that they planned 79
indicate that they possess 533
indicate that they present 96
indicate that they produce 118
indicate that they provide 244
indicate that they realized 57
indicate that they receive 222
indicate that they reflect 162
indicate that they require 376
indicate that they respect 43
indicate that they respond 98
indicate that they started 60
indicate that they strongly 54
indicate that they support 122
indicate that they undergo 40
indicate that they usually 191
indicate that they utilize 47
indicate that this ability 98
indicate that this account 85
indicate that this ancient 66
indicate that this applies 85
indicate that this article 71
indicate that this attempt 66
indicate that this average 56
indicate that this balance 46
indicate that this behavior 193
indicate that this central 43
indicate that this channel 70
indicate that this chapter 74
indicate that this cluster 45
indicate that this company 103
indicate that this complex 224
indicate that this concept 271
indicate that this concern 223
indicate that this contact 42
indicate that this control 90
indicate that this country 405
indicate that this creature 60
indicate that this culture 97
indicate that this current 126
indicate that this decision 217
indicate that this decline 155
indicate that this decrease 108
indicate that this deposit 95
indicate that this division 113
indicate that this element 382
indicate that this episode 53
indicate that this equation 132
indicate that this example 45
indicate that this failure 66
indicate that this formula 90
indicate that this fraction 123
indicate that this freedom 183
indicate that this function 253
indicate that this general 126
indicate that this happens 122
indicate that this hormone 213
indicate that this increase 425
indicate that this language 64
indicate that this machine 47
indicate that this material 1564
indicate that this maximum 55
indicate that this message 98
indicate that this mineral 167
indicate that this minimum 50
indicate that this mutation 53
indicate that this network 103
indicate that this outcome 66
indicate that this passage 164
indicate that this patient 680
indicate that this pattern 669
indicate that this peculiar 75
indicate that this peptide 151
indicate that this picture 143
indicate that this position 208
indicate that this pottery 90
indicate that this problem 1303
indicate that this process 1430
indicate that this product 147
indicate that this program 262
indicate that this project 162
indicate that this promise 50
indicate that this protein 365
indicate that this quality 49
indicate that this question 372
indicate that this relation 335
indicate that this remains 46
indicate that this request 44
indicate that this research 51
indicate that this results 75
indicate that this scenario 55
indicate that this segment 139
indicate that this service 193
indicate that this society 51
indicate that this solution 131
indicate that this species 2155
indicate that this student 94
indicate that this subject 372
indicate that this support 59
indicate that this surface 101
indicate that this vaccine 48
indicate that this variable 688
indicate that this variation 134
indicate that this variety 86
indicate that this village 47
indicate that this vitamin 66
indicate that two factors 145
indicate that two numbers 46
indicate that two objects 48
indicate that two persons 61
indicate that two species 69
indicate that two systems 48
indicate that with advancing 50
indicate that with careful 61
indicate that with certain 72
indicate that with increase 53
indicate that with increasing 532
indicate that with respect 406
indicate that you believe 200
indicate that you require 42
indicate that you respect 83
indicate they are capable 43
indicate they are listening 109
indicate why they believe 42
indicate why you believe 92
indicate with any clarity 43
indicate you are listening 81
indicate you are traveling 106
indicating his own position 58
indicating that all members 66
indicating that any attempt 52
indicating that any increase 43
indicating that both parents 80
indicating that both parties 102
indicating that both species 49
indicating that her husband 200
indicating that his company 41
indicating that his conduct 46
indicating that his country 49
indicating that his parents 47
indicating that his position 84
indicating that his thoughts 52
indicating that its effects 54
indicating that its function 95
indicating that its members 88
indicating that its purpose 57
indicating that its surface 105
indicating that not everything 40
indicating that our freedom 49
indicating that our results 90
indicating that she herself 80
indicating that she intends 46
indicating that they believe 206
indicating that they belonged 333
indicating that they carried 63
indicating that they consist 93
indicating that they contain 606
indicating that they entered 44
indicating that they evolved 47
indicating that they favored 43
indicating that they operate 49
indicating that they planned 95
indicating that they possess 240
indicating that they produce 55
indicating that they provide 81
indicating that they receive 57
indicating that they reflect 54
indicating that they require 113
indicating that this behavior 85
indicating that this complex 106
indicating that this concept 47
indicating that this country 78
indicating that this element 193
indicating that this fraction 104
indicating that this function 92
indicating that this hormone 68
indicating that this increase 54
indicating that this material 285
indicating that this message 72
indicating that this mutation 75
indicating that this passage 50
indicating that this patient 189
indicating that this pattern 119
indicating that this peptide 188
indicating that this position 102
indicating that this problem 132
indicating that this process 400
indicating that this product 79
indicating that this program 60
indicating that this project 40
indicating that this protein 342
indicating that this question 46
indicating that this residue 98
indicating that this segment 88
indicating that this service 45
indicating that this species 679
indicating that this subject 89
indicating that this surface 44
indicating that this variable 472
indicating that with increasing 111
indicating that with respect 56
indicating that you believe 58
indicating war and defiance 85
indicted for any capital 70
indicted for any offense 307
indicted for being present 53
indicted for his alleged 212
indicted for his printed 76
indicted for his refusal 42
indicted for its failure 80
indicted for not providing 63
indicted for not repairing 755
indicted for one species 82
indicted for that offense 50
indicted for this offense 140
indicted for this robbery 89
indicted him for perjury 223
indicted with her husband 104
indigent death row inmates 313
indirect aid and comfort 56
indirect and are mediated 104
indirect and may involve 70
indirect tax and subsidy 64
induction and its relation 168
induction does not involve 68
induction does not provide 60
induction does not require 209
induction does not suffice 64
induction for new members 51
induction for new teachers 143
induction that each species 75
indulged all his fancies 49
indulged with his majesty 111
indulged with this precious 99
industry and are beginning 45
industry and are subject 66
industry and are usually 116
industry and big capital 45
industry and big finance 66
industry and can provide 92
industry and each company 86
industry and each factory 59
industry and for certain 84
industry and for exports 73
industry and for general 94
industry and for improving 58
industry and for increasing 45
industry and for matters 129
industry and for medical 53
industry and for private 40
industry and for providing 54
industry and for research 87
industry and for several 51
industry and for society 90
industry and has brought 63
industry and has existed 71
industry and has written 40
industry and his ability 162
industry and his capital 415
industry and his company 95
industry and his courage 61
industry and his devotion 61
industry and his success 41
industry and his talents 145
industry and its ability 515
industry and its capital 169
industry and its clients 333
industry and its complex 47
industry and its control 140
industry and its critics 315
industry and its culture 56
industry and its current 122
industry and its decline 58
industry and its demands 54
industry and its economy 75
industry and its effects 543
industry and its efforts 78
industry and its exports 190
industry and its failure 54
industry and its federal 51
industry and its financing 45
industry and its foreign 144
industry and its friends 121
industry and its function 53
industry and its general 69
industry and its history 225
industry and its impacts 69
industry and its increasing 198
industry and its largest 81
industry and its location 200
industry and its marketing 200
industry and its markets 406
industry and its members 251
industry and its national 44
industry and its natural 45
industry and its outlook 75
industry and its overall 67
industry and its patrons 65
industry and its peculiar 45
industry and its players 129
industry and its position 212
industry and its present 267
industry and its primary 56
industry and its product 728
industry and its profits 88
industry and its regional 72
industry and its related 1218
industry and its relation 476
industry and its reliance 58
industry and its research 90
industry and its resulting 87
industry and its results 75
industry and its rewards 77
industry and its service 56
industry and its success 95
industry and its support 90
industry and its workers 1528
industry and may provide 51
industry and new sources 41
industry and our company 119
industry and our country 123
industry and our economy 77
industry and our national 69
industry and our society 59
industry and raw material 143
industry and that liberty 89
industry and thus improve 42
industry and thus increase 151
industry and thus provide 99
industry and was carried 52
industry and was largely 56
industry and with promoting 81
industry and with respect 95
industry and with similar 45
industry and year dummies 145
industry are all vitally 99
industry are being applied 55
industry are being studied 44
industry are not allowed 66
industry are not covered 58
industry are not equally 44
industry are not limited 159
industry are not obliged 41
industry are not subject 110
industry are not uniform 45
industry are not usually 53
industry are now beginning 60
industry can get together 56
industry can not achieve 56
industry can not attract 50
industry can not compete 715
industry can not control 83
industry can not develop 383
industry can not function 512
industry can not increase 72
industry can not justify 207
industry can not operate 286
industry can not proceed 52
industry can not produce 229
industry can not prosper 115
industry can not provide 302
industry can not satisfy 67
industry can not succeed 65
industry can not support 164
industry can not survive 455
industry can not sustain 56
industry can now produce 65
industry did not abandon 40
industry did not achieve 116
industry did not attempt 48
industry did not attract 128
industry did not believe 111
industry did not benefit 355
industry did not compete 60
industry did not decline 147
industry did not develop 1135
industry did not improve 128
industry did not include 70
industry did not increase 220
industry did not involve 78
industry did not justify 67
industry did not operate 80
industry did not perform 48
industry did not possess 136
industry did not present 45
industry did not prevent 130
industry did not produce 370
industry did not prosper 176
industry did not provide 276
industry did not receive 259
industry did not recover 247
industry did not reflect 43
industry did not require 269
industry did not respond 191
industry did not satisfy 47
industry did not succeed 160
industry did not support 106
industry did not survive 130
industry did not undergo 75
industry did not warrant 56
industry did not welcome 45
industry does not attract 64
industry does not believe 124
industry does not benefit 77
industry does not compare 61
industry does not compete 71
industry does not conform 68
industry does not consist 132
industry does not control 52
industry does not deserve 46
industry does not develop 224
industry does not exhibit 57
industry does not explain 41
industry does not function 119
industry does not improve 44
industry does not include 256
industry does not increase 156
industry does not involve 87
industry does not justify 61
industry does not operate 240
industry does not perform 43
industry does not possess 118
industry does not present 165
industry does not prevent 66
industry does not produce 452
industry does not promote 42
industry does not prosper 71
industry does not provide 455
industry does not receive 126
industry does not reflect 82
industry does not require 545
industry does not respond 127
industry does not satisfy 72
industry does not suggest 69
industry does not support 120
industry does not usually 132
industry does not warrant 50
industry for each country 68
industry for its ability 67
industry for its central 40
industry for its failure 135
industry for its support 130
industry for new capital 42
industry for raw material 66
industry for that purpose 93
industry for this country 65
industry for this purpose 648
industry for two decades 176
industry for two hundred 52
industry had its beginning 944
industry had its genesis 44
industry had its greatest 74
industry had its origins 240
industry had not existed 44
industry has for decades 69
industry has for several 45
industry has had several 65
industry has its origins 121
industry has long enjoyed 78
industry has not adopted 139
industry has not brought 79
industry has not escaped 137
industry has not hitherto 202
industry has not realized 44
industry has not settled 53
industry has not stopped 41
industry has now assumed 48
industry has now emerged 45
industry has now entered 85
industry has thus largely 47
industry has two aspects 49
industry may not survive 45
industry than has hitherto 48
industry that are related 43
industry that can compete 252
industry that can operate 40
industry that can produce 129
industry that can provide 131
industry that can support 67
industry that for decades 53
industry that had brought 76
industry that had emerged 69
industry that had existed 107
industry that had hitherto 108
industry that had started 47
industry that has brought 187
industry that has emerged 146
industry that has enabled 52
industry that has enjoyed 54
industry that has evolved 148
industry that has existed 114
industry that its produce 1102
industry that this country 62
industry that was beginning 76
industry that was capable 48
industry that was carried 58
industry that was expanding 63
industry that was founded 46
industry that was largely 105
industry that was producing 71
industry that was rapidly 148
industry that was started 58
industry they are usually 42
industry was and remains 62
industry was being carried 171
industry was being injured 98
industry was being rapidly 66
industry was due largely 62
industry was its ability 43
industry was not allowed 191
industry was not brought 41
industry was not capable 119
industry was not carried 58
industry was not content 43
industry was not covered 65
industry was not exactly 71
industry was not expanding 64
industry was not inferior 103
industry was not limited 210
industry was not matched 76
industry was not operating 83
industry was not opposed 43
industry was not producing 122
industry was not revived 43
industry was not subject 135
industry was now producing 48
industry who are exposed 72
industry who are members 52
industry with few sellers 53
industry with its demands 41
industry with its increasing 70
industry with its present 155
industry with low capital 90
industry with raw material 324
industry you are familiar 65
industry you are targeting 80
industry you can imagine 41
infamous for her cruelty 43
infamous for his avarice 80
infamous for his cruelty 297
infamous for his murders 49
infamous for his tyranny 53
infantry and air support 70
infantry and his cavalry 218
infantry and one armored 232
infantry and one battery 502
infantry and one brigade 108
infantry and one cavalry 2339
infantry and one company 330
infantry and one division 178
infantry and one hundred 631
infantry and one machine 125
infantry and one thousand 622
infantry and our cavalry 52
infantry and six armored 50
infantry and six cavalry 307
infantry and six hundred 658
infantry and six thousand 615
infantry and ten cavalry 177
infantry and ten thousand 755
infantry and two armored 492
infantry and two cavalry 2634
infantry and two hundred 966
infantry and two machine 46
infantry and two mounted 54
infantry and two thousand 1699
infantry and was wounded 85
infantry did not advance 94
infantry did not attempt 61
