gaff both hanging up and 85
gave her more of his 51
gave her most of her 47
gave her most of his 85
gave her most of our 76
gave her mouth to him 45
gave her much of her 46
gave her name as mrs 49
gave her name to all 40
gave her name to her 93
gave her name to his 103
gave her name to one 182
gave her name to that 109
gave her name to this 191
gave her news of her 122
gave her over to her 71
gave her over to him 71
gave her over to his 44
gave her part of his 64
gave her some of her 208
gave her some of his 419
gave her some of our 52
gave her some of that 60
gave her some tea and 68
gave her soul to god 84
gave her such an air 73
gave her such an idea 62
gave her such an odd 40
gave her time to get 397
gave her time to put 58
gave her time to read 93
gave her time to say 90
gave her time to see 47
gave her time to set 50
gave her time to try 40
gave her tips on how 47
gave her what he had 125
gave her when he was 100
gave him away to his 40
gave him back the cup 61
gave him back the key 106
gave him back to god 101
gave him back to her 257
gave him back to his 1392
gave him eyes to see 70
gave him faith in his 53
gave him five or six 158
gave him half of all 49
gave him half of her 50
gave him half of his 268
gave him hope of being 42
gave him hope of dying 42
gave him leave to ask 84
gave him leave to bring 49
gave him leave to buy 55
gave him leave to get 58
gave him leave to put 53
gave him leave to read 63
gave him leave to say 45
gave him leave to see 45
gave him leave to sit 77
gave him leave to try 193
gave him leave to use 84
gave him leave to wear 161
gave him lots of things 44
gave him many of his 91
gave him more of her 77
gave him more of his 48
gave him more the air 62
gave him most of her 48
gave him most of his 235
gave him much of his 373
gave him news of her 56
gave him news of his 230
gave him none at all 44
gave him none of his 70
gave him nothing at all 94
gave him over to death 90
gave him over to his 282
gave him pain or not 41
gave him pain to ink 76
gave him pain to see 108
gave him part of her 68
gave him part of his 232
gave him peace in his 65
gave him rank as one 43
gave him seals to his 47
gave him some of her 510
gave him some of his 998
gave him some of our 205
gave him some of that 113
gave him some of this 73
gave him some tea and 155
gave him such an air 109
gave him three of his 70
gave him time to bring 91
gave him time to get 708
gave him time to put 126
gave him time to read 366
gave him time to say 112
gave him time to see 186
gave him time to sit 68
gave him time to try 70
gave him tips on how 69
gave him what he did 109
gave him what he had 804
gave him what he was 220
gave him what it was 42
gave him what we had 53
gave him when he got 52
gave him when he had 99
gave him when he was 1168
gave him work in his 76
gave his best to his 121
gave his body to his 50
gave his body to that 473
gave his bond to pay 41
gave his face an air 122
gave his faith to her 90
gave his farm to his 53
gave his hand to all 78
gave his hand to each 309
gave his hand to her 145
gave his hand to him 75
gave his hand to his 852
gave his hand to sir 55
gave his hand to them 57
gave his haul to his 43
gave his heart to god 2163
gave his heart to her 71
gave his heart to his 152
gave his land to his 115
gave his life in his 124
gave his life in its 49
gave his life in that 62
gave his life in this 67
gave his life so that 1621
gave his life to bring 137
gave his life to get 41
gave his life to god 321
gave his life to her 55
gave his life to his 742
gave his life to its 46
gave his life to that 145
gave his life to them 57
gave his life to this 175
gave his life up for 56
gave his mind to his 149
gave his mind to them 44
gave his name as jean 59
gave his name as one 90
gave his name as tom 59
gave his name he was 78
gave his name to all 177
gave his name to any 49
gave his name to both 152
gave his name to her 99
gave his name to his 840
gave his name to its 93
gave his name to one 1966
gave his name to our 431
gave his name to that 597
gave his name to them 107
gave his name to this 1532
gave his name to two 135
gave his soul to god 352
gave his soul to his 74
gave his time to his 108
gave his time to this 40
gave his vote to his 40
gave his whip to his 62
gave his wife to his 114
gave his word to his 66
gave his work to his 123
gave ill health as his 45
gave its life to was 54
gave its meaning to all 45
gave its name to all 467
gave its name to any 56
gave its name to both 100
gave its name to her 44
gave its name to his 266
gave its name to its 159
gave its name to one 2188
gave its name to our 185
gave its name to that 1155
gave its name to this 1299
gave its name to two 115
gave new fire to his 53
gave new heart to his 45
gave new life to all 206
gave new life to her 92
gave new life to his 421
gave new life to its 82
gave new life to old 214
gave new life to one 41
gave new life to our 129
gave new life to that 95
gave new life to this 240
gave new meaning to her 74
gave new meaning to his 133
gave new meaning to old 50
gave new meaning to that 52
gave new meaning to this 73
gave new zest to his 50
gave not only of his 79
gave one fish to each 102
gave one half of his 153
gave one half to each 42
gave one half to his 84
gave one hand to his 43
gave one kind of men 86
gave one look at her 182
gave one look at him 130
gave one look at his 166
gave one more the idea 54
gave one part of his 46
gave one part to each 49
gave one tenth of his 48
gave one third of his 72
gave one vote to each 56
gave out arms to them 46
gave out during the day 52
gave out what he had 41
gave out when he was 83
gave ten years of his 72
gave that life to his 45
gave that name to his 165
gave that name to this 54
gave that part of his 76
gave them away as they 48
gave them away to her 71
gave them away to his 294
gave them back to her 579
gave them back to him 853
gave them back to his 175
gave them back to them 61
gave them back to you 136
gave them eyes to see 56
gave them half of his 47
gave them leave to act 48
gave them leave to arm 58
gave them leave to fly 78
gave them leave to put 93
gave them leave to tie 51
gave them more of his 56
gave them much of his 89
gave them nothing at all 44
gave them over to his 115
gave them part of his 87
gave them saul the son 101
gave them some of her 132
gave them some of his 392
gave them some of our 338
gave them some of them 63
gave them some tea and 105
gave them time to get 517
gave them time to read 66
gave them time to see 238
gave them tips on how 42
gave them what he had 221
gave them what we had 144
gave them when he was 67
gave this heading to his 105
gave this land to his 94
gave this land to our 47
gave this name to all 109
gave this name to her 67
gave this name to his 294
gave this name to one 85
gave this name to that 97
gave this name to this 77
gave too much of his 121
gave too much or too 85
gave too much the air 68
gave too much to her 61
gave two years of his 69
gave way when he saw 123
gave way when he was 106
gave way when it was 174
gave you eyes to see 70
gave you made up for 88
gave you nothing of that 44
gave you such an idea 490
gave you time to get 107
gave you what he had 51
gaze and gaze at her 40
gaze and gaze on thee 136
gaze and held it for 183
gaze and held it with 66
gaze and knew he was 56
gaze and many of them 215
gaze for ever on that 954
gaze out over the bay 133
gaze out over the top 151
gazing and moving to and 69
gazing off into the air 97
gazing out over the bay 183
gazing out over the dim 49
gazing out upon the sad 238
germ and core of all 46
gets all three of them 41
gets all tied up with 54
gets far from the sun 47
gets his back up and 58
gets his living by his 112
gets his living by seal 65
gets hit over the head 164
gets hot during the day 60
gets its meaning by being 84
gets one copy of each 59
gets out into the air 50
gets out into the real 44
gets that look in her 63
gets that look in his 132
gets that look on her 53
gets that look on his 74
gets this look in his 55
gets this look on her 53
gets this look on his 118
gets this time of year 43
gets too cold or too 78
gets too dark to see 409
gets too high or too 151
gets too much or too 83
gets too much to bear 102
gets you only so far 121
giant and great as this 139
giant was soon up with 80
gift and call of god 49
gift and work of god 258
gift for coming up with 54
gift for what it was 66
gift has come to you 47
gift she gave me was 67
gift tax paid is not 67
gift tax paid on any 44
gift tax will be due 187
gift that came to him 51
gift was made to him 84
gift you gave me for 63
gift you gave me has 56
gift you gave to men 61
girl and maid of all 45
girl and said to her 237
girl and says to her 41
girl and some of her 80
girl and some of his 116
girl and talk to her 199
girl and went on with 51
girl and went to her 51
girl for five or six 46
girl for whom he had 939
girl for whom he has 227
girl for whom he was 339
girl for whom it was 150
girl goes back to her 205
girl got down on her 67
girl got into the car 83
girl had been in her 175
girl had been in his 92
girl had been in this 52
girl had been on her 53
girl had been the one 117
girl had been to see 46
girl had come in and 70
girl had come in with 45
girl had come of age 49
girl had come to her 367
girl had come to him 244
girl had come to his 62
girl had come to see 117
girl had done to him 43
girl had gone to bed 400
girl had gone to her 159
girl had gone to his 64
girl had lost in her 59
girl had made up her 196
girl had nothing to say 78
girl had said to her 106
girl had said to him 155
girl had tears in her 93
girl had told me that 143
girl had used to cut 41
girl has come of age 74
girl has come to her 43
girl has gone to bed 108
girl has gone to her 40
girl has made up her 99
girl lay down on her 41
girl lying next to him 66
girl lying upon the bed 55
girl may come in for 41
girl now reads in her 71
girl ran back to her 74
girl sat back in her 50
girl sat down at her 42
girl sat down by her 66
girl sat down in one 41
girl sat down on her 102
girl sat next to her 84
girl sat next to him 103
girl she held in her 121
girl she used to run 58
girl six years of age 300
girl ten years of age 1358
girl that clung to him 54
girl that gave up all 158
girl that side of her 40
girl two years of age 142
girl was able to get 73
girl was able to see 49
girl was back in her 50
girl was born to her 133
girl was born to him 134
girl was born to them 438
girl was clinging to her 43
girl was clinging to him 48
girl was clinging to his 65
girl was down on her 45
girl was five or six 58
girl was fond of him 83
girl was gazing at him 68
girl was glad to see 67
girl was heard to say 125
girl was here if you 63
girl was left to her 67
girl was like to him 68
girl was lost to him 56
girl was making on him 73
girl was nothing to him 91
girl was over the age 199
girl was ready to cry 58
girl was saying to her 58
girl was sent by her 78
girl was sent to her 132
girl was sent to one 52
girl was shot to death 68
girl was sold by her 56
girl was told by her 179
girl was trying to get 262
girl was trying to say 97
girl was used to this 63
girl was well on her 46
girl who came in and 58
girl who came in was 66
girl who came in with 143
girl who came to her 191
girl who came to him 182
girl who came to his 134
girl who came to new 103
girl who came to our 121
girl who came to see 335
girl who came to them 46
girl who came to this 60
girl who came to you 58
girl who clings to her 44
girl who clung to her 163
girl who clung to him 106
girl who clung to his 89
girl who died in her 121
girl who from the age 44
girl who gave to song 106
girl who gave up her 143
girl who grew up and 57
girl who grew up with 159
girl who held in her 45
girl who said it was 41
girl who said to her 131
girl who told me her 55
girl who told me she 188
girl who told me that 481
girl who told me this 40
girl who used to bring 111
girl who used to get 47
girl who used to hang 65
girl who used to run 179
girl who used to say 48
girl who used to sit 323
girl who used to tear 72
girl who used to wear 49
girl who went to bed 197
girl who went to her 89
girl who went to new 46
girl who will be his 43
girl with fire in her 49
girl with tears in her 153
girl with whom he can 61
girl with whom he did 49
girl with whom he had 4393
girl with whom he has 984
girl with whom he was 2473
girl with whom it was 121
girl with whom we are 99
give all three of them 78
give all three of you 73
give and nothing to ask 42
give and sell at his 43
give and take as they 102
give and take by all 96
give and take by both 304
give and take in all 334
give and take in any 215
give and take in both 48
give and take in his 221
give and take in our 204
give and take in that 119
give and take in this 736
give and take is not 261
give and take of all 121
give and take of any 172
give and take of day 112
give and take of her 129
give and take of his 278
give and take of its 101
give and take of our 571
give and take of real 284
give and take of that 185
give and take of this 534
give and take of two 195
give and take on all 450
give and take on both 3810
give and take on each 122
give and take on this 42
give and take so that 86
give any clue to her 56
give any clue to his 217
give any clue to its 152
give any clue to this 49
give any faith to this 60
give any form to god 58
give any form to his 46
give any heed to his 52
give any heed to them 66
give any heed to this 87
give any help at all 153
give any help to his 103
give any help to this 66
give any hint at all 45
give any hint of her 79
give any hint of his 182
give any hint of how 125
give any hint of its 152
give any hint of that 46
give any hint of this 106
give any hint to one 82
give any meaning at all 215
give any meaning to his 46
give any meaning to its 78
give any meaning to them 43
give any meaning to this 98
give any more of his 87
give any name at all 112
give any name to his 44
give any name to this 101
give any news of him 195
give any part of his 151
give any part of its 54
give any part of them 48
give any sign of being 191
give any sign of his 141
give any sign to his 101
give any sort of aid 47
give any time at all 51
give but three of its 49
give due heed to this 50
give due pomp to his 45
give each other as they 93
give each other in this 102
give each other is our 52
give each other the lie 339
give each other up and 44
give each other up for 51
give for some of that 54
give for what it may 119
give god part of his 377
give god what is due 59
give god what is god 189
give god what is his 242
give her away as she 61
give her away at her 144
give her away if she 55
give her away to her 78
give her away to him 40
give her away to one 72
give her baby up for 384
give her back to god 70
give her back to her 565
give her back to him 455
give her back to them 79
give her back to you 723
give her beef tea out 61
give her best to her 82
give her body to her 52
give her body to him 156
give her eyes to get 57
give her five or six 113
give her half of all 56
give her half of his 116
give her hand to any 214
give her hand to don 70
give her hand to her 217
give her hand to him 199
give her hand to his 87
give her hand to one 198
give her hand to this 52
give her hand to you 43
give her heart to any 135
give her heart to god 256
give her heart to her 92
give her heart to him 231
give her heart to one 61
give her heart to this 65
give her life so that 43
give her life to god 415
give her life to her 68
give her life to him 101
give her life to you 40
give her love to all 65
give her love to any 45
give her love to her 130
give her love to him 126
give her love to you 443
give her mind to her 83
give her mind to this 42
give her more of his 113
give her much of his 65
give her name to any 44
give her name to one 58
give her news of her 217
give her news of him 70
give her news of his 60
give her nothing at all 72
give her over to her 70
give her over to him 45
give her over to you 82
give her part of his 47
give her piano to meg 69
give her room to sit 58
give her some if she 44
give her some of her 249
give her some of his 506
give her some of our 86
give her some of that 363
give her some of this 154
give her soul to him 74
give her time to ask 89
give her time to beat 49
give her time to deal 43
give her time to get 1594
give her time to heal 72
give her time to her 68
give her time to put 110
give her time to read 74
give her time to say 215
give her time to see 157
give her time to set 59
give her time to try 40
give her what he had 154
give her when he was 43
give him away to his 49
give him away to you 57
give him back the key 86
give him back the use 58
give him back to god 205
give him back to her 338
give him back to his 538
give him back to thee 49
give him back to them 97
give him back to you 1152
give him best at that 41
give him faith in his 50
give him five or six 284
give him five or ten 123
give him from me this 59
give him half of all 171
give him half of his 200
give him help in his 96
give him leave at any 172
give him leave at his 128
give him leave to ask 55
give him leave to get 42
give him leave to hang 76
give him leave to lay 53
give him leave to put 111
give him leave to say 138
give him leave to see 100
give him leave to tag 84
give him leave to use 154
give him leave to wear 53
give him life or death 62
give him more in use 49
give him more of her 106
give him more of his 42
give him more of that 93
give him most of his 54
give him much of his 43
give him news of her 127
give him news of his 349
give him news of you 65
give him none at all 64
give him nothing at all 164
give him nothing in its 77
give him nothing to read 52
give him over to death 75
give him over to his 305
give him over to this 64
give him over to you 135
give him part of her 59
give him part of his 184
give him rank as one 72
give him room to get 86
give him room to sit 123
give him room to swing 49
give him some of her 405
give him some of his 731
give him some of its 47
give him some of our 222
give him some of that 404
give him some of them 59
give him some of this 227
give him some tea and 72
give him time to act 80
give him time to ask 123
give him time to bring 121
give him time to deal 57
give him time to get 2744
give him time to heal 73
give him time to let 53
give him time to pay 217
give him time to put 378
give him time to read 244
give him time to run 89
give him time to say 448
give him time to see 269
give him time to set 63
give him time to try 92
give him time to use 53
give him what he can 123
give him what he did 57
give him what he does 64
give him what he had 720
give him what he has 325
give him what he now 47
give him what he was 342
give him what is due 54
give him what is fit 42
give him what is his 140
give him what it was 41
give him when he had 79
give him when he has 65
give him when he was 208
give his best to all 40
give his best to his 282
give his body to his 70
give his farm to his 40
give his hand to her 84
give his hand to him 43
give his hand to his 213
give his hand to one 72
give his heart the lie 58
give his heart to any 84
give his heart to god 992
give his heart to her 88
give his heart to his 121
give his heart to thee 46
give his heart to them 40
give his help to them 62
give his land to any 53
give his land to his 47
give his life in his 42
give his life in its 55
give his life in this 89
give his life so that 324
give his life to bring 49
give his life to god 402
give his life to her 88
give his life to his 289
give his life to its 48
give his life to see 153
give his life to set 63
give his life to that 83
give his life to this 85
give his life to win 48
give his life up for 58
give his love to all 115
give his love to her 47
give his love to his 248
give his love to you 174
give his mind to any 72
give his mind to god 57
give his mind to his 291
give his mind to that 150
give his mind to them 134
give his mind to things 42
give his mind to this 93
give his name or any 118
give his name to any 151
give his name to her 129
give his name to his 302
give his name to one 177
give his name to our 64
give his name to that 111
give his name to this 246
give his soul to god 87
give his time or his 61
give his time to his 148
give his time to this 64
give his vote at any 86
give his vote in any 150
give his vote the one 79
give his vote to any 94
give his wife to his 62
give his work an air 56
give his work of art 57
give his work the air 47
give its name to all 55
give its name to his 42
give its name to one 133
give its name to that 58
give its name to this 101
give long life to both 62
give long life to our 40
give new heart to his 73
give new life to all 242
give new life to her 74
give new life to his 465
give new life to its 74
give new life to old 653
give new life to our 423
give new life to that 136
give new life to them 59
give new life to this 251
give new meaning to her 67
give new meaning to his 152
give new meaning to its 45
give new meaning to old 185
give new meaning to our 178
give new meaning to that 67
give new meaning to this 66
give new pain to his 53
give new uses to old 81
give not only an idea 50
give not only to all 65
give now unto us that 438
give now unto us who 85
give off into the air 141
give off some of its 115
give off some of this 41
give one card to each 88
give one copy to each 155
give one half of his 341
give one half of them 69
give one half to each 97
give one hint to all 45
give one hour of joy 60
give one inch of way 73
give one more of his 47
give one part to each 47
give one tenth of all 112
give one tenth of his 79
give one tenth to you 51
give one third of all 44
give one third of his 64
give one vote to each 615
give our best to god 49
give our best to our 82
give our heart to god 56
give our love to all 141
give our love to her 69
give our love to him 72
give our love to our 43
give our love to them 81
give out during the day 54
give out part of its 80
give out some of his 48
give out what he has 61
give real meaning to this 54
give ten years of her 131
give ten years of his 341
give that back to her 109
give that back to him 146
give that back to you 252
give that book to one 81
give that land to his 53
give that name to all 47
give that name to any 253
give that name to his 198
give that name to men 44
give that name to one 83
give that name to this 43
give that part of his 63
give that vote to them 76
give thee help to bear 52
give thee here no jot 565
give thee leave to die 94
give thee leave to hang 47
give thee seed of this 108
give them away as they 43
give them away if they 78
give them away if you 61
give them away to all 42
give them away to any 181
give them away to her 51
give them away to his 78
give them away to two 86
give them back if they 44
give them back if you 56
give them back the old 52
give them back to god 333
give them back to her 591
give them back to him 1632
give them back to his 73
give them back to that 40
give them back to thee 144
give them back to them 125
give them back to you 1953
give them bread so long 161
give them eyes to see 115
give them faith in god 41
give them five or six 103
give them five or ten 101
give them food if they 89
give them food in due 286
give them from me was 201
give them hell if they 68
give them help if they 45
give them here as they 99
give them ideas on how 75
give them just as they 126
give them leave to bring 45
give them leave to die 44
give them leave to set 50
give them leave to use 62
give them leave to wear 48
give them more if they 61
give them more of her 40
give them more of his 80
give them more of our 50
give them much of his 97
give them news of him 40
give them none at all 181
give them nothing at all 138
give them nothing in its 45
give them over to death 91
give them over to god 98
give them over to him 66
give them over to his 72
give them over to you 127
give them pain to hear 40
give them part of his 82
give them room to and 75
give them room to run 65
give them some of her 209
give them some of his 352
give them some of our 401
give them some of that 416
give them some of them 44
give them some of this 96
give them some tea and 42
give them such an air 69
give them such an idea 40
give them such as are 46
give them time to act 58
give them time to ask 111
give them time to bring 90
give them time to die 68
give them time to dry 161
give them time to get 2116
give them time to heal 70
give them time to let 60
give them time to pay 76
give them time to put 173
give them time to read 258
give them time to run 110
give them time to say 80
give them time to see 233
give them time to set 89
give them time to try 59
give them time to use 58
give them tips on how 106
give them what he had 215
give them what in her 44
give them what is due 98
give them what is not 53
give them what we can 169
give them what we did 64
give them what we had 47
give them what we owe 135
give them wood to hew 57
give this baby up for 49
give this back to him 60
give this back to you 509
give this book to one 47
give this book to you 101
give this gift to you 90
give this girl to you 43
give this kind of aid 41
give this land to his 55
give this land to you 130
give this name to all 112
give this name to any 58
give this name to his 116
give this name to our 51
give this name to that 141
give this part of his 151
give this part of our 41
give too high or too 62
give too many or too 43
give too much at one 73
give too much of her 78
give too much of his 150
give too much of our 70
give too much or too 395
give two years of his 108
give was thine of men 57
give way even to his 51
give way like an eel 41
give way when he was 99
give way when the end 70
give way when the two 91
give you away if you 110
give you back in all 70
give you back the key 103
give you back the man 61
give you back the two 62
give you back to god 56
give you back to her 88
give you back to him 169
give you even an idea 124
give you eyes to see 243
give you five or six 165
give you five or ten 93
give you five to one 106
give you food if you 87
give you four of his 81
give you from my own 71
give you from the dew 45
give you gold if you 51
give you half if you 71
give you half my things 70
give you half of all 183
give you half of his 105
give you half of our 47
give you half of that 207
give you half of them 91
give you half of this 87
give you hell if you 89
give you help as you 45
give you help if you 129
give you ideas of how 128
give you ideas on how 777
give you leave to ask 52
give you leave to bring 49
give you leave to cut 110
give you leave to die 40
give you leave to get 47
give you leave to hang 56
give you leave to hear 48
give you leave to hit 41
give you leave to put 115
give you leave to read 68
give you leave to say 293
give you leave to see 58
give you leave to try 103
give you leave to use 163
give you lots of fun 97
give you lots of new 59
give you lots of things 72
give you mine if you 73
give you more if you 187
give you more of his 105
give you more of that 47
give you more of this 63
give you much of his 101
give you much so that 60
give you news of her 68
give you news of him 162
give you news of our 92
give you news of them 44
give you news of this 41
give you none at all 41
give you none of this 40
give you nothing at all 117
give you odds at all 57
give you only my own 42
give you over to death 43
give you pain by doing 50
give you pain to hear 107
give you part of his 69
give you peace at all 501
give you rain in due 471
give you rain in its 86
give you some if you 264
give you some of her 212
give you some of his 426
give you some of its 87
give you some of our 457
give you some of that 757
give you some of them 254
give you some of this 499
give you some tea and 119
give you such an idea 267
give you these if you 57
give you three to one 145
give you three to two 84
give you till the day 45
give you till the end 86
give you time to ask 79
give you time to deal 49
give you time to get 2497
give you time to heal 75
give you time to pay 152
give you time to put 166
give you time to read 220
give you time to run 102
give you time to say 99
give you time to see 275
give you time to set 84
give you time to try 52
give you tips on how 918
give you what he can 43
give you what he has 255
give you what is due 41
give you what is not 85
give you what no eye 177
give you what we can 107
give you work if you 58
giving all away to his 94
giving and taking in this 43
giving and taking on both 212
giving any clew to his 71
giving any clue to his 88
giving any clue to its 44
giving any farm at all 57
giving any hint of his 159
giving any hint of its 49
giving any sign of being 85
giving any sign of her 46
giving any sign of his 127
giving any sign of its 69
giving each other the eye 68
giving each other the lie 183
giving her baby up for 131
giving her back to her 81
giving her back to him 67
giving her back to you 117
giving her body to him 49
giving her hand to don 55
giving her hand to each 44
giving her hand to her 267
giving her hand to him 48
giving her hand to one 73
giving her hand to this 48
giving her heart to god 105
giving her heart to him 61
giving her life to god 46
giving her life to her 63
giving her more of his 184
giving her name in her 46
giving her name to all 45
giving her news of her 68
giving her part of his 46
giving her some of her 52
giving her some of his 106
giving her time to ask 97
giving her time to get 461
giving her time to let 51
giving her time to put 56
giving her time to say 174
giving her time to see 42
giving her what the law 86
giving him back to god 41
giving him back to his 118
giving him back to you 59
giving him five or six 40
giving him leave to put 43
giving him leave to sit 56
giving him more of her 43
giving him news of his 133
giving him over to his 67
giving him pain by any 128
giving him part of his 52
giving him some of her 72
giving him some of his 236
giving him some of our 58
giving him time to act 56
giving him time to ask 211
giving him time to bring 60
giving him time to get 530
giving him time to put 288
giving him time to read 68
giving him time to say 265
giving him time to use 62
giving him tips on how 48
giving him what he does 42
giving him what he had 126
giving him what he has 41
giving him what he was 64
giving him what is his 51
giving his best to his 64
giving his book in any 114
giving his hand to each 82
giving his hand to his 284
giving his hand to one 57
giving his heart to god 185
giving his life so that 101
giving his life to god 91
giving his life to his 144
giving his life to this 53
giving his mind to any 58
giving his mind to his 177
giving his mule to his 61
giving his name to all 48
giving his name to her 48
giving his name to his 124
giving his name to one 336
giving his name to that 119
giving his name to this 218
giving his soul to god 156
giving his time to his 109
giving his vote at any 369
giving ill health as his 70
giving its name to one 127
giving its name to that 49
giving its name to this 96
giving new life to all 41
giving new life to his 66
giving new life to old 268
giving new life to our 62
giving new life to this 60
giving new meaning to old 159
giving off some of its 40
giving one part to each 46
giving one vote to each 119
giving out what he had 42
giving out what he has 50
giving that name to his 48
giving them away to his 89
giving them back to her 124
giving them back to him 146
giving them back to his 55
giving them back to you 120
giving them just in this 42
giving them means of being 115
giving them nothing at all 127
giving them part of his 53
giving them some of his 113
giving them some of our 107
giving them time to get 437
giving them time to put 97
giving them time to read 66
giving them time to rid 66
giving them time to say 49
giving them tips on how 70
giving them what is due 54
giving this look by one 45
giving this name to his 50
giving tom time to ask 47
giving too much of all 44
giving too much of her 50
giving too much of his 113
giving too much or too 494
giving you some of his 45
giving you time to get 266
giving you tips on how 66
glad and eager to pay 55
glad and full of joy 68
glad for once in her 79
glad for once to get 95
glad for what he had 47
glad that most of them 55
glad that none of her 68
glad that none of his 94
glad that none of them 165
glad that none of you 61
glad that some of our 58
glad that some of them 84
glad that some of you 59
glad that there is not 91
glad that there is now 116
glad that there is one 358
glad that what he has 77
glad they were it was 45
glad they were of our 75
glad they were on our 70
glad they were to get 178
glad they were to hear 90
glad they were to see 1351
glad you came in and 43
glad you came to our 107
glad you came to see 1430
glad you came to that 84
glad you came to this 65
glad you came up with 49
glad you feel as you 141
glad you feel the way 56
glad you gave me that 120
glad you gave me this 66
glad you like it and 60
glad you like it too 50
glad you like my idea 50
glad you like my new 63
glad you like my old 61
glad you like the idea 260
glad you like the new 106
glad you like the way 55
glad you made it out 177
glad you made my new 63
glad you must be that 262
glad you take it easy 53
glad you take it that 221
glad you tell me that 275
glad you think it was 102
glad you think so too 113
glad you told me all 329
glad you told me and 54
glad you told me how 159
glad you told me now 47
glad you told me that 2508
glad you told me this 558
glad you told me you 105
glad you told us that 111
glad you want to see 46
glad you went on with 66
glad you went to see 203
glad you were the one 273
glad you were to get 51
glad you were to let 42
glad you were to see 68
glad you will be with 84
glad you wish to see 51
gleam was back in her 89
gleam was back in his 216
glow and love of his 44
glow had come to his 173
glow that melt the ore 43
glow with love to god 107
glue and leave to dry 195
glue that held it all 194
glue that held the team 53
glue that held us all 64
goal and apex of all 129
goal and find an end 41
goal and ideal of all 45
goal and meaning of all 43
goal and meaning of his 56
goal can only be met 65
goal for most of them 82
goal had been to bring 60
goal had been to get 254
goal had been to see 47
goal had been to use 42
goal had been to win 67
goal has been to bring 247
goal has been to end 49
goal has been to get 217
goal has been to lay 42
goal has been to put 77
goal has been to see 67
goal has been to set 61
goal has been to try 119
goal has been to use 194
goal that ends the old 74
goal that must be met 84
goal was just to get 103
gods and also by men 67
gods and find the god 55
gods and giving to them 63
gods and lord of kings 188
gods and pray to them 76
gods and sons of god 120
gods and those of men 61
gods and took up her 49
gods are born as they 92
gods are good to thee 109
gods can live on law 43
gods for those of her 71
gods mean nothing to you 88
gods that live at ease 78
gods that made me man 49
gods they kill us for 179
gods who live at ease 208
gods who rule the dead 81
gods with whom he was 62
gold and blue in this 57
gold and gems in one 172
gold and gold to its 85
gold and keep it for 129
gold and some of its 57
gold and wine to his 50
gold for saying he had 51
gold rings from the ears 57
gold than even of that 41
gold that came to him 41
gold was laid at his 61
gold was sent to him 52
gold you sent me for 44
golf with some of his 40
gone and died on her 43
gone and done it and 53
gone and done it for 51
gone and done it now 496
gone and done it this 351
gone and done it with 52
gone and left me all 57
gone and left me and 127
gone and left me with 47
gone and left us all 81
gone and most of his 79
gone and none of them 43
gone and said it was 53
gone and some of our 52
gone and there is not 173
gone and told it far 41
gone and what he had 157
gone and what he was 113
gone and when he was 66
gone both ways on this 62
gone far ahead of him 45
gone far ahead of his 71
gone far ahead of our 51
gone far ahead of them 69
gone far along the path 151
gone far down the path 51
gone far when he met 734
gone far when he saw 707
gone far when he was 515
gone far when it was 113
