gain if they are right 110
gave to man and woman 48
gave to men and women 117
gave to one who asked 71
gave to one who might 128
gave to thee his sword 75
gave to you this morning 40
gave up all his goods 48
gave up all his money 76
gave up all his plans 61
gave up all his power 41
gave up all his spare 61
gave up all his wages 92
gave up all that makes 52
gave up all that power 52
gave up and lay still 95
gave up and sat still 54
gave up going for walks 45
gave up his own cabin 98
gave up his own cause 48
gave up his own horse 123
gave up his own house 155
gave up his own place 60
gave up his own plans 106
gave up his own rooms 59
gave up his own share 66
gave up this idea after 41
gave us air and light 54
gave us all they could 57
gave us for our chaff 51
gave us for our wedding 69
gaze at her for hours 163
gaze at her lot apart 50
gaze at them for hours 148
gaze at this and taste 155
gaze of men and angels 64
gaze of one who looks 71
gaze of ruth was still 52
gazing at her and smiling 66
gazing at her own image 219
gazing at her with adoring 49
gazing at her with large 75
gazing at her with looks 123
gazing at him with adoring 40
gazing at him with fixed 119
gazing at him with large 51
gazing at him with mingled 73
gazing at him with shining 70
gazing at him with strong 101
gazing at his own image 295
gazing at them with blood 101
gazing on her with looks 47
gazing on her with yearning 172
gazing on him with fixed 47
gearing up for its first 52
gene is not yet known 106
germ in his own breast 60
germ of all his later 88
germ of its own decay 145
germ of that idea which 48
gets in and who stays 56
gets it off his chest 130
gets the man she loves 46
gets the man she wants 79
gets up and goes about 331
gets up and goes after 49
gets up off his chair 51
gets up off his knees 78
giant in his own field 43
giant in his own right 400
giant in its own right 435
gift in its own right 134
gift is not but might 68
gift of all his goods 202
gift of all this glory 83
gift of being near ships 48
gift of earth and water 85
gift of god and comes 42
gift of god for money 56
gift of god for which 172
gift of god that comes 67
gift of god with money 683
gift of his own sword 65
gift of his son jesus 240
gift of men and women 52
gift of one who cared 43
gift to all who would 66
gift to each and every 77
gift to him who would 40
gift to his own people 43
gift to man that every 71
gift to men and women 95
gird up his weak sides 40
girl as her own child 50
girl as she was walking 41
girl he did not marry 50
girl he did not really 52
girl he had met while 184
girl he had not known 52
girl in all her glory 65
girl in all this world 125
girl in any man might 126
girl in her own right 320
girl in his own class 62
girl in his own house 64
girl in this age group 65
girl is with her father 108
girl is with her mother 56
girl my age who lived 44
girl of any age shall 46
girl of her age could 225
girl of her age might 73
girl of her age ought 54
girl of her age would 202
girl of his own caste 233
girl of his own class 877
girl of his own people 180
girl of his own social 132
girl of his own tribe 123
girl of that age would 74
girl on earth two weeks 96
girl or man and woman 43
girl or two for every 54
girl so that she could 260
girl so that she might 45
girl so that she would 173
girl so that they could 51
girl to his own house 104
girl to man and woman 41
girl to read and write 181
girl to see her mother 57
girt me with this sword 45
give as god has given 46
give in her own words 296
give in his own words 8292
give it all its value 46
give it any real value 96
give it for its honor 52
give it its death wound 90
give it its due force 62
give it its due place 363
give it meat and drink 40
give it our own names 104
give it thee with equal 52
give it them than fight 40
give me all her money 61
give me all his money 115
give me all his short 362
give me all his works 100
give me all that money 98
give me all that stuff 83
give me all this money 67
give me all this stuff 40
give me any idea about 59
give me any idea where 120
give me bed and board 125
give me for that horse 41
give me for you every 84
give me meat and drink 362
give me pen and paper 329
give me that for which 64
give me this one proof 56
give no man any stock 54
give of his own money 131
give or has not given 43
give the bow and arrow 95
give the boy his first 48
give the man and woman 48
give the man his money 140
give the man she loved 101
give the man she loves 59
give the men and women 208
give the poem its title 52
give to all and every 61
give to all his people 95
give to all our people 58
give to all that which 43
give to all this people 184
give to all who asked 88
give to any one class 78
give to any two forms 115
give to each and every 431
give to each his right 122
give to each his share 53
give to each that which 107
give to god and others 55
give to god that which 233
give to him that needs 61
give to him that shall 880
give to him that which 82
give to him who gives 47
give to him who shall 93
give to him who takes 77
give to him who would 47
give to his own people 53
give to men and women 292
give to our own people 81
give to see her again 48
give to them that knows 42
give to you and yours 88
give to you that which 76
give to you this crown 62
give up all for jesus 90
give up all for which 82
give up all her dreams 43
give up all her indian 229
give up all her ships 49
give up all his claim 42
give up all his dreams 97
give up all his earthly 85
give up all his goods 87
give up all his hopes 196
give up all his money 101
give up all his plans 174
give up all his posts 45
give up all his power 50
give up all his wives 80
give up all that easily 73
give up all that makes 180
give up all that money 116
give up all that stuff 43
give up all that would 61
give up and try again 376
give up any and every 46
give up any one point 68
give up far too easily 68
give up for any power 40
give up for any reason 56
give up her job after 84
give up her own child 196
give up her own dreams 60
give up her own hopes 95
give up her own plans 55
give up his bad habit 63
give up his old father 52
give up his old habit 40
give up his old trade 40
give up his own cabin 41
give up his own claim 58
give up his own house 49
give up his own plans 109
give up his own right 154
give up his own share 42
give up his own views 81
give up our own lives 76
give up our own wills 141
give up that bad habit 54
give up that for which 101
give up this bad habit 131
give us all they might 40
give us any idea about 179
give us day and night 72
give us day for night 108
give us heat and light 225
give us joy and light 112
give us meat and drink 93
give us men and women 220
give us our due share 45
give us our own again 55
give us ten bad words 96
give us that due sense 543
give us that for which 91
give us that song about 68
giving in his own words 271
giving it its due place 96
giving it with his usual 51
giving me all this money 71
giving me all this stuff 48
giving me pen and paper 102
giving me that joy which 50
giving the bow and arrow 49
giving the man and woman 95
giving the men and women 82
giving to all who asked 48
giving to each and every 88
giving to each his share 78
giving to each its place 57
giving to each that which 62
giving to god that which 93
giving to men and women 154
giving up all that makes 51
giving up all that money 40
giving up his own horse 40
giving up his own plans 75
giving us day and night 98
giving us men and women 54
giving us that for which 50
glad he did not appear 40
glad he did not catch 45
glad he did not marry 93
glad he did not offer 56
glad he did not press 44
glad he did not shoot 50
glad he did not stand 44
glad he had not after 94
glad he had not asked 203
glad he had not found 77
glad he had not given 143
glad he had not known 90
glad he had not taken 266
glad he had not thrown 44
glad he had not tried 209
glad he was all right 95
glad he was not alone 107
glad he was not driving 64
glad he was not looking 118
glad if any one would 213
glad it has all ended 61
glad it was not anything 79
glad it was not raining 66
glad it was not worse 156
glad of her old brown 92
glad of this new enemy 69
glad the man was beaten 91
glad the sun was shining 52
glad to bear her share 40
glad to get any price 45
glad to get his hands 56
glad to get his money 86
glad to get off again 49
glad to get out again 935
glad to get out alive 104
glad to get this place 60
glad to hear all about 209
glad to hear any views 46
glad to hear her father 145
glad to hear her laugh 46
glad to hear her mother 91
glad to hear her voice 1131
glad to hear him laugh 47
glad to hear him named 51
glad to hear him talking 43
glad to hear his father 151
glad to hear his mother 83
glad to hear his views 80
glad to hear his voice 1639
glad to hear his words 50
glad to hear that about 53
glad to hear that after 150
glad to hear that cheer 49
glad to hear that every 119
glad to hear that father 104
glad to hear that frank 47
glad to hear that george 99
glad to hear that henry 84
glad to hear that james 57
glad to hear that major 44
glad to hear that mother 210
glad to hear that others 42
glad to hear that people 40
glad to hear that peter 63
glad to hear that sally 79
glad to hear that since 101
glad to hear that though 43
glad to hear that uncle 110
glad to hear that voice 53
glad to hear that within 77
glad to hear them again 44
glad to hear them calling 53
glad to hear this morning 49
glad to hear this story 57
glad to hear you admit 337
glad to hear you again 44
glad to hear you laugh 42
glad to hear you liked 90
glad to hear you speaking 55
glad to hear you still 114
glad to hear you talking 65
glad to let him alone 45
glad to pay any price 65
glad to put his hands 64
glad to run with either 187
glad to say that after 234
glad to say that every 109
glad to say that later 102
glad to say that quite 91
glad to say that since 215
glad to say that though 52
glad to say that today 68
glad to say that under 53
glad to say that while 138
glad to say that within 59
glad to see and shake 170
glad to see any signs 49
glad to see any white 51
glad to see her after 206
glad to see her again 2170
glad to see her alive 68
glad to see her father 267
glad to see her happy 171
glad to see her laugh 63
glad to see her looking 275
glad to see her mother 798
glad to see her smile 337
glad to see her smiling 65
glad to see him after 527
glad to see him again 4589
glad to see him alive 277
glad to see him appear 55
glad to see him enter 60
glad to see him every 194
glad to see him getting 101
glad to see him happy 202
glad to see him looking 336
glad to see him marry 40
glad to see him often 73
glad to see him since 58
glad to see him sitting 41
glad to see him smile 83
glad to see him smiling 49
glad to see him start 41
glad to see him still 68
glad to see him walking 43
glad to see his craft 49
glad to see his father 716
glad to see his mother 644
glad to see his people 40
glad to see his uncle 88
glad to see how happy 77
glad to see new faces 131
glad to see old bones 48
glad to see our backs 40
glad to see our people 43
glad to see san diego 75
glad to see she still 46
glad to see that after 71
glad to see that every 71
glad to see that george 55
glad to see that others 54
glad to see that people 124
glad to see that since 51
glad to see that smile 46
glad to see that spain 57
glad to see that while 157
glad to see thee again 77
glad to see thee alive 40
glad to see thee looking 44
glad to see them after 64
glad to see them again 1239
glad to see them alive 52
glad to see them getting 44
glad to see them given 51
glad to see them happy 75
glad to see them looking 51
glad to see them march 58
glad to see them taken 109
glad to see this change 49
glad to see this place 68
glad to see this proof 46
glad to see this usher 169
glad to see who would 84
glad to see you about 235
glad to see you after 332
glad to see you again 14864
glad to see you agree 56
glad to see you alive 774
glad to see you alone 329
glad to see you appear 46
glad to see you awake 263
glad to see you could 134
glad to see you either 170
glad to see you enjoy 78
glad to see you feeling 85
glad to see you folks 106
glad to see you found 52
glad to see you getting 257
glad to see you happy 263
glad to see you looking 2697
glad to see you marry 54
glad to see you often 104
glad to see you people 59
glad to see you place 42
glad to see you sitting 95
glad to see you smile 220
glad to see you smiling 123
glad to see you stand 43
glad to see you still 378
glad to see you though 46
glad to see you today 628
glad to see you under 75
glad to see you walking 48
glad to see you working 99
glad to see you write 58
glad to set you right 50
glad to tie his horse 43
glad to wear them after 73
glad we did not shoot 60
glad we had this meeting 43
gleam in her eye which 129
gleam in his eye which 815
gleam in his eye would 114
gleam of his old white 81
gleam of his own image 194
glee at all his jokes 596
glib as was his tongue 50
glow of heat and light 40
glow of heat and quite 69
glow of red and green 48
goal in its own right 5924
goal is for each child 136
goal of all her hopes 44
goal of all his dreams 52
goal of all his hopes 228
goal of all our hopes 180
goal of all our longings 52
goal of each and every 161
goal of law and order 56
goal of men and women 54
gods in his own favor 55
gods in his own image 1367
gods in its own image 177
gods in our own image 236
gods in our own right 155
gods is not real blood 95
gods of day and night 60
gods of earth and grain 409
gods of earth and heaven 84
gods of earth and water 95
gods of her own people 95
gods of his own people 92
gods of war and hunting 42
gods so that they could 159
gods so that they might 102
gods so that they would 128
gods to let her share 48
gold as one goes frothing 40
gold as you can carry 80
gold in all its forms 178
gold in its raw state 87
gold ring and gay clothing 110
gold ring set with pearls 133
gold so that they could 81
gold to pay for working 50
gold to pay his debts 92
gone as she had hoped 55
gone by and she still 72
gone by and they still 41
gone by and you still 53
gone if she had asked 69
gone if they had known 41
gone in and had never 44
gone in for all sorts 51
gone in with his father 47
gone of her own motion 53
gone on and are still 85
gone on day and night 90
gone on for six hours 40
gone on for six months 188
gone on for six weeks 76
gone on for two hours 232
gone on for two months 136
gone on for two weeks 139
gone on his way again 45
gone on now for nearly 53
gone on too long about 74
gone on with his father 54
gone on with his silly 46
gone on with his story 125
gone on with our lives 108
gone so far that every 70
gone so far that large 43
gone so far that people 158
gone so far that though 41
gone so far that today 141
gone so far that women 43
gone so far they could 61
gone so far this morning 56
gone so far with women 73
gone so that she could 87
gone so that they could 54
gone the long way round 267
gone to all that bother 52
gone to all this bother 53
gone to all this labor 42
gone to and fro about 66
gone to bed all night 48
gone to bed and after 42
gone to bed and could 95
gone to bed and cried 45
gone to bed and slept 276
gone to bed and tried 45
gone to bed and would 127
gone to bed each night 113
gone to bed long since 117
gone to bed one evening 77
gone to bed one night 390
gone to bed she could 43
gone to bed she would 137
gone to bed that evening 147
gone to bed that morning 45
gone to bed that night 2900
gone to bed they found 44
gone to bed two hours 105
gone to bed with every 69
gone to bed with women 48
gone to hear him preach 450
gone to her and asked 94
gone to her for money 42
gone to her own house 82
gone to her own people 48
gone to her own place 90
gone to her own rooms 57
gone to him and asked 231
gone to him and found 74
gone to his own house 295
gone to his own people 103
gone to his own place 1129
gone to its long sleep 51
gone to its own place 95
gone to our own people 50
gone to pay his debts 94
gone to see her after 67
gone to see her again 55
gone to see her child 81
gone to see her every 47
gone to see her father 381
gone to see her mother 847
gone to see her people 87
gone to see her uncle 46
gone to see him about 167
gone to see him after 70
gone to see him again 58
gone to see him every 46
gone to see him since 40
gone to see his father 550
gone to see his mother 826
gone to see his uncle 113
gone to them and asked 90
gone to try and rally 43
gone to war for malta 40
gone to war with china 178
gone to war with japan 133
gone to war with persia 62
gone to war with russia 387
gone to war with serbia 43
gone to war with spain 457
gone we sat and spoke 43
good as any man alive 47
good as any man could 145
good as any one could 114
good as any one would 58
good as any that could 532
good as any with which 43
good as any you could 92
good as being thin feels 60
good as meat and drink 42
good as one for which 60
good as she had hoped 118
good as she was getting 75
good as that for which 54
good as that with which 40
good as they are today 317
good as they are willing 75
good as they had hoped 167
good as you had hoped 101
good at all for anything 78
good at all that stuff 109
good at singing and dancing 320
good if they are given 44
good if you are looking 46
good if you are working 47
good in all his labor 221
good in all his works 99
good in all its forms 131
good in all its parts 165
good in any and every 43
good in any one given 44
good in each and every 120
good in earth and heaven 48
good in his own place 125
good in his own right 117
good in his own sight 116
good in its own order 48
good in its own place 241
good in its own right 4793
good in its own season 61
good in its own terms 94
good in men and women 75
good in our own lives 81
good in song and dance 124
good in that real world 56
good is all that money 56
good is all this stuff 45
good is not that which 194
good is one for which 1116
good is that for which 118
good king and his people 41
good of all and every 43
good of all his labor 810
good of all his money 70
good of all his people 237
good of all its parts 477
good of all its people 154
good of all our people 338
good of all that lives 90
good of all things negro 56
good of each and every 543
good of her own people 45
good of her they could 43
good of his own curly 50
good of his own kingdom 45
good of his own nation 107
good of his own people 648
good of its own people 148
good of its own which 57
good of law and order 94
good of men and women 410
good of our own nation 88
good of our own people 173
good of our own souls 458
good of them that shall 56
good of them who shall 46
good of you and others 58
good of you and yours 204
good on its own terms 52
good or bad and hence 40
good or bad and never 42
good or bad and right 343
good or bad and which 58
good or bad but rather 165
good or bad but thinking 5615
good or bad for growth 65
good or bad for human 818
good or bad for local 47
good or bad for others 84
good or bad for people 365
good or bad for women 264
good or bad that comes 62
good or bad they would 40
good or bad things about 97
good or bad use which 81
good or his bad deeds 40
good or ill but thinking 107
good so that they could 67
good so that they might 51
good so that they would 59
good the sum thus taken 41
good thing for all people 41
good thing for both sides 42
good thing for his people 71
good thing for our cause 59
good thing for our people 163
good thing for you after 89
good thing now and again 45
good thing she was sitting 74
good thing that she could 98
good thing that they could 55
good to all his people 54
good to all who shall 58
good to each and every 57
good to get out again 59
good to hear her laugh 347
good to hear her voice 1052
good to hear him laugh 297
good to hear his father 87
good to hear his voice 1403
good to hear them laugh 48
good to hear you again 76
good to hear you laugh 520
good to hear you talking 45
good to her they taste 122
good to him and would 51
good to him that pulls 41
good to him who walks 46
good to his old mother 56
good to his own cause 57
good to his own people 117
good to mar his sleep 91
good to men and would 41
good to our own souls 82
good to see her again 923
good to see her happy 137
good to see her laugh 100
good to see her looking 58
good to see her mother 72
good to see her scour 45
good to see her smile 450
good to see her smiling 74
good to see him after 50
good to see him again 1823
good to see him happy 110
good to see him laugh 102
good to see him looking 89
good to see him smile 145
good to see him smiling 40
good to see his father 95
good to see his mother 67
good to see how amelia 41
good to see how green 282
good to see how happy 133
good to see new faces 51
good to see that people 65
good to see that whole 50
good to see them again 892
good to see them happy 51
good to see them working 42
good to see you after 519
good to see you again 30919
good to see you alive 280
good to see you awake 563
good to see you feeling 70
good to see you folks 44
good to see you getting 91
good to see you girls 63
good to see you hanged 44
good to see you happy 181
good to see you laugh 161
good to see you looking 818
good to see you sitting 106
good to see you smile 393
good to see you smiling 163
good to see you stand 59
good to see you still 88
good to see you today 336
good to see you walking 43
good to see you working 47
good to sit and watch 85
good to them that hated 281
good to them that trust 109
good to wring our hands 49
good to you and yours 438
gown of his own loose 78
gown of red and white 69
gown so that she could 81
grab it with both hands 1608
grab on with both hands 60
grab the gun and shoot 87
gram of fat per ounce 355
gram of fat per serving 1311
gram of ice that melts 103
gray on top and white 79
great as any one would 65
great as any that could 86
great as any they might 57
great as his own works 44
great as she had hoped 41
great as that for which 141
great as that for white 51
great as that with which 706
great as they are often 80
great as they are today 637
great as they are under 40
great as they had feared 48
great as they had hoped 101
great as they may appear 170
great as they may prove 46
great as they now appear 41
great as was her cause 49
great as was his power 84
great if not with equal 91
great if you are looking 52
great in her own right 93
great in his own field 79
great in his own party 82
great in his own place 215
great in his own right 460
great in its own right 369
great in them and grows 43
great is our god above 221
great king and his seven 154
great king may one morning 53
great the joy with which 83
great the zeal with which 52
great thing that they would 47
great to bear any longer 83
great to hear her voice 161
great to hear his voice 93
great to one who knows 68
great to see her again 192
great to see him again 281
great to see them again 151
great to see you after 58
great to see you again 2504
great to see you looking 69
grew as they had grown 126
grew by its own force 57
grew so big and close 80
grew so fat and plump 54
grew so that they moved 52
grew to kings and sages 189
grew up and has lived 43
grew up and his mother 44
grew up and now lives 51
grew up and was given 47
grew up and was named 40
grew up and was strong 72
grew up and was weaned 78
grew up and with which 62
grew up big and strong 91
grew up that had never 68
grew up who had never 42
grew up with all kinds 48
grew up with and loved 101
grew up with and still 64
grew up with and which 64
grew up with are either 41
grew up with are still 163
grew up with her father 161
grew up with her mother 384
grew up with his father 629
grew up with his mother 724
grew up with his older 42
grew up with his uncle 60
grew up with this music 49
grew up with this story 45
grew up with two older 127
grew up with you round 60
grim as they are comic 46
grip as that with which 44
grip it with both hands 142
grip of one was weaker 51
grip on her arm until 54
grip on him that would 75
grip on his own party 62
grip on law and order 53
grip on you and takes 94
grip so that she could 67
grip the head with locking 106
grow as big and strong 40
grow as they get older 84
grow at his own speed 44
grow at its own sweet 62
grow if they are given 43
grow in all its parts 49
grow in its own right 96
grow in low and moist 46
grow on its own roots 99
grow to men and women 46
grow up and bear fruit 326
grow up and earn money 53
grow up and get older 48
grow up big and strong 814
grow up men and women 46
grow up with any sense 57
grow up with his father 86
grow up with his mother 44
grow up with our souls 59
gulp of air and began 52
gulp of air and tried 51
guns at bow and stern 127
guns so that they could 350
guns so that they might 54
guns so that they would 120
guru in his own right 200
gush of air that makes 44
