gang who had wished to 43
going out and across the 94
going out and cursed in 40
going out and knocking on 49
going out and return of 89
going out and slamming the 95
going out for coffee or 58
going out for dinner at 93
going out for dinner in 50
going out for dinner on 77
going out for dinner or 209
going out for dinner to 67
going out for drives in 51
going out for something to 207
going out with anyone at 44
going out with convoy to 81
going out with someone in 55
going out with someone of 42
going too far afield in 167
going too far afield to 367
going too far astray in 53
going too far beyond the 369
going too far toward the 65
going with her brother to 52
going with her family to 101
going with him through the 112
going with his family to 360
going with his friend to 50
going with his master to 66
going with his weapons is 67
going with you instead of 45
got all his clothes on 92
got all our stores in 72
got all they wanted in 123
got all they wanted of 51
got all they wanted to 60
got for his vanity of 45
got her all worked up 185
got her out through the 43
got him all tangled up 44
got him all worked up 275
got him out through the 49
got his and turned it 55
got his arm around me 61
got his arm around my 94
got his arm around the 68
got his arm broken in 58
got his arm caught in 137
got his ass handed to 45
got his ass kicked by 73
got his big chance in 43
got his head bashed in 233
got his head broken in 89
got his head caught in 251
got his head handed to 45
got his head inside the 46
got his head through the 150
got his job through the 66
got his law degree at 165
got his law degree in 146
got his leg broken by 40
got his leg broken in 44
got his leg caught in 296
got his men across the 119
got his own version of 43
got mad and called me 55
got mad and jumped up 294
got mad and kicked the 40
got mad and wanted to 173
got mad and yelled at 191
got off and looked at 138
got off and opened the 42
got off and walked in 86
got off and walked the 445
got off and walked to 278
got off and walked up 314
got off our horses at 124
got off our horses to 88
got off two before the 47
got one cut across the 77
got out and around the 41
got out and called the 46
got out and called to 243
got out and closed it 41
got out and closed the 1421
got out and handed me 44
got out and handed the 109
got out and helped me 141
got out and helped the 195
got out and joined the 510
got out and kicked the 54
got out and lifted the 378
got out and locked it 74
got out and locked the 586
got out and locked up 40
got out and looked at 2598
got out and looked in 211
got out and looked the 92
got out and looked up 778
got out and opened it 117
got out and opened my 98
got out and opened the 8243
got out and opened up 77
got out and picked it 62
got out and picked up 386
got out and placed the 48
got out and popped the 53
got out and pulled the 413
got out and pushed it 210
got out and pushed the 585
got out and raised the 401
got out and reached the 92
got out and rushed to 58
got out and smiled at 60
got out and stared at 148
got out and stared up 41
got out and strode to 43
got out and talked to 826
got out and thanked the 41
got out and turned the 71
got out and turned to 189
got out and waited in 52
got out and waited on 46
got out and walked as 46
got out and walked at 60
got out and walked by 65
got out and walked in 872
got out and walked on 709
got out and walked the 1309
got out and walked to 5606
got out and walked up 5329
got out far enough to 40
got out his bottle of 170
got out his packet of 54
got out his wallet to 46
got that all cleared up 41
got that son raised at 97
got them all across the 45
got them all inside the 89
got them all through the 53
got them all worked up 175
got this job through the 45
got too far behind in 46
got was not enough to 54
got you all worked up 304
gun and ran across the 47
gun and ran through the 40
gun and ran toward the 71
gun and was pointing it 110
gun that had killed the 92
gut and its effect on 65
guy can not afford to 56
guy she was engaged to 51
guy was dead before he 45
guy was old enough to 53
guy who can afford to 41
guy who got killed in 55
guy who had called me 45
guy who had opened the 40
guy who had wanted to 51
guy who hung around the 57
guy who was afraid of 54
guy who was always in 40
guy who was always on 48
guy who was killed in 89
guy who was shooting at 48
guy who was standing in 99
