keel were enjoying an 53
kind must indeed be 45
kind must nowise be 85
kind must surely be 136
kind must wander in 63
kind note inviting me 394
kind note reached me 166
kind only served to 93
kind only serves to 69
kind pass intent on 82
kind pass through the 102
kind runs through the 70
kind seem likely to 74
kind soon became so 65
kind tears striving to 50
kind there should be 743
kind vary greatly in 45
kind very common in 541
kind want something to 40
kind warm manner of 77
kind well suited to 82
kind were almost the 88
kind were already in 76
kind were always in 61
kind were called by 85
kind were caused by 48
kind were common at 76
kind were common in 488
kind were common to 55
kind were created by 56
kind were created in 81
kind were formed by 58
kind were formed in 261
kind were hurled at 61
kind were issued by 51
kind were issued in 60
kind were issued to 82
kind were joined by 44
kind were levied on 43
kind were likely to 349
kind were needed as 408
kind were needed in 46
kind were needed to 104
kind were passed by 46
kind were passed in 67
kind were placed in 211
kind were placed on 118
kind were raised by 46
kind were raised in 79
kind were scarce in 53
kind were talked of 41
kind were thought to 99
kind were treated as 149
kind were unable to 44
kind were valued at 60
kind will absorb the 60
kind will affect the 106
kind will always be 689
kind will answer the 75
kind will become to 55
kind will depend on 413
kind will enable the 170
kind will enable us 167
kind will escape the 72
kind will happen in 61
kind will happen to 101
kind will hardly be 44
kind will profit us 148
kind will reduce the 46
kind will remain in 43
kind will render the 43
kind will result in 314
kind will simply be 40
kind word instead of 40
kind word spoken by 294
kind word spoken in 195
kind word spoken to 784
kiosk just inside the 107
kiss from across the 333
kits were mailed to 63
knead just enough to 46
knee back toward the 50
knee deep amongst the 205
knee deep around the 56
knee deep through the 564
knee down toward the 117
knee flung across the 175
knee hard enough to 45
knee jerk reaction is 110
knee jerk reaction of 184
knee jerk reaction to 623
knee jerk reflex in 56
knee jerk reflex is 427
knee just before the 131
knee just behind the 53
knee just enough to 49
knee must always be 41
knee pain caused by 220
knee pain should be 163
knee will result in 73
knew also something of 135
knew best seemed to 41
knew deep inside he 73
knew deep inside it 56
knew deep inside me 115
knew deep inside my 41
knew deep inside of 77
knew even before he 1104
knew even before it 86
knew even before my 54
knew even before the 619
knew even before we 118
knew even better the 69
knew even without the 54
knew ever thought of 43
knew from around the 100
knew from before the 222
knew from inside the 63
knew from memory the 81
knew from minute to 64
knew from moment to 125
knew from school or 71
knew from studying the 143
knew from visits to 84
knew from watching the 198
knew from whence he 679
knew from whence it 431
knew from whence the 267
knew just enough of 730
knew just enough to 1213
knew more clearly the 66
knew much better the 92
knew must follow the 71
knew must result in 43
knew must sooner or 156
knew nothing before he 55
knew nothing before of 54
knew nothing before the 79
knew nothing better in 43
knew nothing better to 568
knew nothing beyond the 1344
knew nothing clearly as 62
knew nothing except as 116
knew nothing except by 370
knew nothing except the 684
knew nothing except to 105
knew nothing farther of 86
knew nothing further of 335
knew nothing further on 55
knew nothing higher in 50
knew nothing indeed of 60
knew nothing passed the 57
knew nothing whither he 42
knew only enough of 138
knew only enough to 386
knew only little of 45
knew only through the 514
knew some little of 40
knew some measure of 42
knew some member of 65
knew some portion of 50
knew some secret of 82
knew some strange thing 52
knew some version of 170
knew their chance of 41
knew their manner of 95
knew their methods of 44
knew their number to 51
knew their opinion in 44
knew their places in 142
knew their return to 69
knew their rights as 128
knew their station in 58
knew their strength as 45
knew their voices of 70
knew there needed to 74
knew there seemed to 46
knew there should be 507
knew those feelings of 57
knew very clearly the 65
knew very little as 406
knew very little at 390
knew very little if 116
knew very little in 236
knew very little of 39283
knew very little on 189
knew very little or 430
knew very little to 63
knew well before he 95
knew well before the 175
knew well enough as 136
knew well enough at 129
knew well enough by 556
knew well enough he 968
knew well enough if 54
knew well enough in 407
knew well enough it 940
knew well enough my 133
knew well enough of 259
knew well enough on 46
knew well enough the 4797
knew well enough to 4213
knew well enough we 51
knew well through the 95
knew well whence the 67
knew well whereof he 100
knew well whither he 94
knew were abused by 44
knew were active in 51
knew were afraid of 50
knew were already in 47
knew were anxious to 42
knew were beyond the 119
knew were caused by 76
knew were engaged in 83
knew were guilty of 40
knew were hidden in 94
knew were likely to 307
knew were needed to 52
knew were planning to 48
knew were shared by 54
