keel boats loaded with 168
kept looking through his 85
kept messing around with 46
kept passing before her 58
kept passing through her 64
kept passing through his 141
kept petty armies and 79
kept picking fights with 41
kept playing around with 81
kept playing itself out 41
kept playing through her 89
kept playing through his 64
kept pushing farther and 55
kept quiet before all 41
kept quite simple and 74
kept rather simple and 51
kept right behind him 59
kept rolling through his 47
kept running around and 168
kept running around with 51
kept running faster and 56
kept running harder and 67
kept running through her 3345
kept running through his 4698
kept running toward them 42
kept rushing through his 55
kept shyly pointing out 69
kept sinking deeper and 152
kept small enough for 180
kept small enough that 360
kept staring around him 120
kept telling anyone who 116
kept telling myself all 114
kept telling myself and 80
kept telling myself how 375
kept telling myself not 275
kept telling myself she 125
kept telling myself that 13475
kept telling myself they 52
kept telling myself this 216
kept telling myself was 60
kept telling myself you 139
kept thinking someone was 92
kept thinking something was 81
kept turning around and 1456
kept turning toward her 42
kept turning toward him 45
kept under arrest and 121
kept under arrest for 593
kept under martial law 142
kept under review and 911
kept under review for 116
kept under review with 76
kept under strict and 71
kept under tension and 56
kept under tension with 48
kept under tutors and 141
kept under vacuum and 66
kept under vacuum for 132
kept until called for 223
kept until needed for 116
kept until wanted for 87
kept vigil around his 47
kept vigil beside her 50
kept vigil beside him 51
kept vigil beside his 106
kept waiting around for 57
kept waiting before being 55
kept walking around and 196
kept walking around with 45
kept walking faster and 76
kept walking toward her 262
kept walking toward him 248
kept walking toward his 121
kept walking toward them 139
kept watch around him 40
kept watch beside her 216
kept watch beside him 87
kept watch beside his 48
kept watch matthew and 158
kept whole nations and 51
kept within bounds and 1290
kept within bounds both 40
kept within bounds but 118
kept within bounds for 123
kept within bounds her 44
kept within bounds that 442
kept within bounds with 48
kept within limits and 359
kept within limits set 60
kept within limits that 540
kept within proper and 42
kept working harder and 59
kept working through his 40
kept working without any 140
keys which christ hath 45
keys which opened all 40
keys whose values are 48
khan could neither read 59
kids after school and 210
kids fooling around with 57
kids playing around with 46
kids running around all 66
kids running around and 278
kids running around with 267
kids stood around and 40
kids walking around with 114
kids whose fathers are 65
kids whose mothers are 60
kids whose mothers had 51
kill anything bigger than 52
kill anything larger than 92
kill every animal that 169
kill every animal they 49
kill every damned one 60
kill every jewish man 50
kill every person who 98
kill fidel castro and 78
kill people before they 101
kill people without any 51
kill sperm before they 251
kill weeds before they 44
kind could induce him 42
kind feeling toward her 354
kind grows amongst its 58
kind soever escape them 100
kind tried before all 60
kind which allows for 44
kind which called for 67
kind which debars one 45
kind which impede its 112
kind which nature has 42
kind which nobody had 80
kind which offend you 41
kind which should not 115
kind would enable him 79
knee joint should not 163
knew about africa was 54
knew about babies and 44
knew about before she 44
knew about hamlet than 66
knew about hitler and 42
knew about horses and 177
knew about horses was 41
knew about michael and 40
knew about myself and 130
knew about myself was 74
knew about nature and 43
knew about plants and 115
knew about something that 146
knew about stocks and 86
knew anything better than 40
knew anything except how 45
knew anything except that 592
knew books better than 128
knew china better than 91
knew could repose that 42
knew every corner and 168
knew every cranny and 45
knew every detail and 68
knew every family and 51
knew every farmer for 66
knew every flower and 66
knew every island and 40
knew every person and 64
knew every person who 105
knew every street and 339
knew every thought and 56
knew every thought that 187
knew greek better than 108
knew human nature and 498
knew human nature too 622
knew jesus better than 80
knew jesus christ and 55
knew jesus christ was 58
knew latin better than 80
knew paris better than 143
knew people better than 62
knew people thought she 50
knew peter better than 93
knew quite clearly that 1335
knew quite simply that 102
knew quite surely that 138
knew rather better than 125
knew right enough that 48
knew russia better than 108
knew still better how 111
knew still better that 93
knew where another lay 43
knew where anyone was 106
knew where christ was 78
knew where england was 132
knew where johnny was 47
knew where michael was 64
knew where rachel was 40
knew where something was 48
knew which course was 72
knew which plants and 46
knew within myself that 475
knew women better than 128
knew would arouse her 98
knew would betray him 103
knew would enable him 59
knew would follow any 42
knew would follow her 50
knew would follow him 92
knew would follow his 141
knew would fright them 90
knew would hamper him 67
knew would happen and 52
knew would injure him 50
knew would offend him 44
knew would remain with 59
knew would render him 69
knit group fighting for 57
knit social groups and 56
knob turns freely and 64
knot close around one 61
knot until another was 54
know about africa and 55
know about almost any 50
know about another man 53
know about anyone who 125
know about babies and 100
know about before that 40
know about before they 117
know about before you 584
know about better than 68
know about biology and 56
know about building and 183
know about cancer and 86
know about cattle and 72
know about causes and 58
know about changes that 153
know about choosing and 56
know about chopin and 56
know about christ and 201
know about clothes and 41
know about design and 65
know about direct and 210
know about disease and 67
know about drinking and 42
know about energy and 55
know about engines and 64
know about english and 76
know about events and 75
know about events that 352
know about family and 50
know about fashion and 51
know about fathers and 48
know about france and 56
know about gender and 114
know about greece and 43
know about groups and 51
know about hitler and 70
know about horses and 292
know about horses was 44
know about humans and 42
know about indians and 52
know about issues that 180
know about itself and 96
know about little old 40
know about london and 62
know about matter and 170
know about memory and 71
know about modern art 69
know about mothers and 53
know about myself and 439
know about myself but 59
know about myself that 176
know about nature and 240
know about painting and 56
know about planning and 105
know about planning for 55
know about planting and 50
know about plants and 245
know about prayer and 47
know about prices and 43
know about printing and 65
know about reality and 78
know about reality has 55
know about safety and 69
know about school and 63
know about seafaring men 116
know about snakes and 47
know about someone who 182
know about someone you 68
know about something and 133
know about something that 1256
know about something they 54
know about something you 140
know about sounds and 67
know about sports and 53
know about starting and 77
know about stocks and 158
know about stores and 50
know about stress and 95
know about supply and 83
know about training and 50
know about unless they 50
know about unless you 176
know about values and 41
know about wolves and 46
know anything better for 59
know anything better than 608
know anything beyond his 91
know anything beyond its 116
know anything beyond our 96
know anything beyond that 491
know anything beyond this 102
know anything clearly and 76
know anything except for 44
know anything except his 56
know anything except how 326
know anything except our 49
know anything except that 2906
know anything further than 65
know anything higher than 68
know anything unless they 62
know anything unless you 160
know dante better than 52
know either whether his 46
know every corner and 91
know every detail and 158
know every detail that 113
know every figure and 42
know every goddam fat 74
know every little bit 40
know every minute that 42
know every person that 233
know every person who 153
know every public act 64
know every street and 119
know every thought and 104
know every thought that 199
know every thought you 56
know every timber and 42
know father better than 40
know first whether you 114
know greek better than 47
know human nature and 449
know human nature too 160
know jesus better and 137
know jesus better than 93
know jesus christ and 1025
know jesus christ are 51
know jesus christ but 40
know jesus christ for 82
know jesus christ has 49
know jesus christ was 71
know jesus christ who 40
know knows someone who 42
know latin better than 415
know others better than 65
know paris better than 94
know people always say 62
know people before they 57
know people before you 106
know people better and 127
know people better than 171
know people should not 47
know people unless you 50
know quite clearly how 41
know quite clearly that 1002
know quite enough for 71
know quite surely that 108
know rather better than 148
know still better how 74
know still better than 51
know still better that 143
know today better than 102
know until lately that 95
know where anyone was 169
know where atkins was 223
know where canada was 41
know where england was 62
know where france was 55
know where fuller read 58
know where joseph was 74
know where little kay 103
know where michael was 75
know where nature hath 226
know where places are 118
know where something was 75
know where therese was 48
know which actions are 252
know which agents are 51
know which assets are 54
know which blocks are 42
know which brands are 54
know which button was 107
know which changes are 126
know which church they 44
know which church was 81
know which claims are 45
know which colors are 150
know which emotion was 80
know which events are 164
know which exists for 63
know which feelings are 48
know which fields are 223
know which flight you 41
know which forces are 44
know which groups are 261
know which groups they 41
know which houses are 58
know which images are 51
know which issues are 198
know which judges are 44
know which methods are 192
know which models are 43
know which object was 53
know which options are 121
know which parent had 56
know which person has 40
know which person was 78
know which person you 53
know which pieces are 44
know which places are 84
know which plants and 72
know which plants are 280
know which points are 235
know which pupils are 61
know which regions are 43
know which rights are 58
know which school you 53
know which skills and 52
know which skills are 108
know which sounds are 85
know which states are 103
know which stocks are 81
know which stores are 40
know which system you 66
know which theories are 54
know which topics are 96
know which tracks may 53
know which traits are 121
know which tunnel they 181
know which values are 443
know which version was 94
know which version you 113
know which window was 43
know whose bright idea 54
know whose voices they 48
know within myself that 295
know woman better now 53
know women better than 496
