karat rating relates to 128
kinds were adopted to 42
kinds were allowed to 190
kinds were applied to 62
kinds were beginning to 143
kinds were brought in 249
kinds were brought to 245
kinds were brought up 89
kinds were carried by 56
kinds were carried on 215
kinds were carried to 90
kinds were devised to 56
kinds were granted to 47
kinds were imposed on 57
kinds were invited to 41
kinds were offered to 88
kinds were planted in 49
kinds were present in 72
kinds were several of 40
kinds were subject to 60
kinds were written in 45
kinds will perhaps be 61
kingdom fell victims to 45
kingdom from dunkirk to 103
kingdom from foreign or 88
kingdom from invasion by 64
kingdom great remains of 143
kingdom held together by 45
kingdom left exposed to 44
kingdom lies between the 60
kingdom more enabled to 47
kingdom over against the 84
kingdom took shelter in 44
kingdom torn asunder by 40
kingdom were allowed to 305
kingdom were annexed to 40
kingdom were brought to 87
kingdom were invited to 164
kingdom were managed by 84
kingdom were obliged to 171
kingdom were opposed to 52
kingdom were ordered to 159
kingdom were playthings in 48
kingdom were preparing to 46
kingdom were reduced to 501
kingdom were subject to 107
kingdom were unwilling to 48
kingdom will consist of 118
kingdom will rejoice at 101
kneading mouth charred on 47
kneel down because of 122
kneel down between the 52
kneel down outside the 145
kneel down together in 48
kneel down together to 46
kneel when receiving the 131
knees bent against the 42
knees flat against the 60
knees hard against the 73
knees just outside the 46
knees rest against the 42
knees were against the 55
knees were beginning to 769
knees were brought up 59
knees were covered by 53
knees were covered in 63
knees were crushed in 52
knees were doubled up 44
knees were threatening to 145
knees were trembling as 546
knees were trembling so 657
knees were wrapped in 53
knelt down against the 48
knelt down between my 42
knelt down between the 165
knelt down outside the 135
knelt down together in 116
knelt down together on 67
knelt down together to 187
knelt from rapture of 91
knelt just outside the 41
knife cuts between the 76
knife down between the 77
knife edge against the 119
knife edge between the 200
knife flat against the 132
knife from between the 57
knife held against the 85
knife held loosely in 54
knife held tightly in 88
knife took delight in 44
knock down everything in 63
knock hard against the 65
knock heads together in 69
knock heads together to 136
knoll just outside the 205
knoll were gathered the 114
knots have appeared in 49
knowing many letters at 40
knowing such probate or 55
knowing their chances of 82
knowing their language or 74
knowing their position in 69
knowing their relation to 70
knowing their thoughts he 63
knowing truth because it 52
knowing ugly stories of 56
knowing what account it 56
knowing what aspects of 136
knowing what awaited me 176
knowing what awaited us 87
knowing what becomes of 267
knowing what behavior is 83
knowing what belonged to 51
knowing what buttons to 94
knowing what counsel to 84
knowing what country it 48
knowing what decision to 101
knowing what details to 61
knowing what everything is 149
knowing what exactly he 78
knowing what exactly is 140
knowing what exactly it 72
knowing what exactly the 105
knowing what exactly to 167
knowing what features of 45
knowing what fraction of 109
knowing what freedom is 42
knowing what happens at 83
knowing what happens in 344
knowing what happens to 585
knowing what justice is 148
knowing what language is 53
knowing what language to 73
knowing what marriage is 50
knowing what material is 44
knowing what measures to 81
knowing what pleasure it 56
knowing what portions of 41
knowing what poverty is 47
knowing what question to 47
knowing what relation the 134
knowing what religion is 53
knowing what slavery is 51
knowing what subject he 47
knowing what subject it 54
knowing what suffering is 47
knowing what trouble he 80
knowing your ability of 53
knowing your dislike of 86
knowing your partner is 40
knowing your purpose in 106
knowing your subject is 42
known also outside the 91
known among artists as 96
known among athenians as 47
known among critics as 42
known among doctors as 60
known among experts as 113
known among farmers as 179
known among friends as 223
known among hunters as 80
known among lawyers as 409
known among linguists as 69
known among members of 719
known among mortals as 54
known among muslims as 175
known among persons of 57
known among sailors as 790
known among sailors by 50
known among teachers of 94
known among traders as 40
known among workers in 48
known among writers of 41
known angle between the 99
known bird species in 98
known book printed in 227
known book written by 274
known case decided by 45
known case history of 48
known case involving the 225
known case studies in 46
known case studies of 136
known cave paintings of 40
known data regarding the 315
known drug addicts in 65
known early example is 174
known early example of 494
known early history of 208
known early studies of 41
known edge effects of 57
known even outside of 233
known even outside the 450
known evil results of 106
known face startling us 167
known fact regarding the 111
known fall victims to 58
known from beginning to 78
known from boyhood as 74
known from boyhood the 42
known from boyhood to 65
known from chicago to 59
known from engravings by 187
known from engravings of 116
known from florida to 100
known from fossils in 159
known from fossils of 68
known from history or 101
known from history to 87
known from iceland to 58
known from infancy as 98
known from infancy to 61
known from outside the 424
known from records of 298
known from records to 67
known from reports of 81
known from research in 260
known from research on 501
known from research to 48
known from several of 124
known from species of 101
known from studies by 56
known from studies in 888
known from studies of 3830
known from studies on 1223
known from virginia to 41
known good effects of 43
known great benefit to 42
known great numbers of 151
known great success in 95
known have belonged to 43
known health effects of 222
known health hazards of 49
known health resorts in 50
known high content of 87
known just because it 93
known laws governing the 704
known life history of 66
known link between the 474
known living members of 51
known living species of 579
known many members of 146
known many moments of 82
known many persons in 83
known many persons of 116
known many persons to 96
known many writers of 64
known mining engineer of 63
known more briefly as 157
known more broadly as 88
known more usually as 190
known most pitiful is 43
known nothing outside the 52
known ones include the 202
known only according to 78
known only because he 143
known only because it 387
known only because of 1250
known only because the 161
known only between the 112
known only insofar as 560
known only perhaps to 57
known only vaguely to 97
known other members of 40
known past history of 74
known play written by 45
known poems appeared in 45
known prior history of 127
known ratio between the 182
known risk factors as 124
known risk factors do 157
known risk factors in 622
known risk factors is 261
known risk factors of 604
known risk factors on 154
known risk factors or 328
known risk factors to 233
known risk imposed by 428
known seats beloved of 95
known side effects in 94
known side effects of 3054
known side effects on 45
known side effects or 552
known side effects to 225
known single animals to 40
known some members of 67
known some persons of 70
known such moments of 64
known their adhesion to 128
known their arrival to 49
known their decision to 226
known their demands to 63
known their desires to 121
known their dislike of 48
known their opinions on 142
known their opinions to 265
known their position in 42
known their position on 67
known their purpose of 52
known their purpose to 56
known their reactions to 45
known their refusal to 51
known their signals by 40
known their support of 98
known their thoughts to 107
known theory according to 85
known theory regarding the 49
known these effects to 74
known those moments of 54
known till towards the 41
known trial lawyers in 50
known upon exactly the 47
known upon occasion to 70
known were members of 50
known were written in 44
known what ambition is 80
known what awaited me 164
known what awaited us 76
known what becomes of 218
known what belonged to 52
known what charity is 145
known what degrees of 53
known what effects the 78
known what exactly the 57
known what fatigue is 41
known what fraction of 287
known what freedom is 172
known what happens in 56
known what happens to 735
known what illness is 48
known what lowness of 45
known what numbers of 79
known what percent of 54
known what poverty is 85
known what pretext he 86
known what quality of 40
known what relation the 44
known what species of 40
known what suffering is 75
known what violence is 52
known when applied to 105
known when exactly he 46
known when exactly the 138
known wild species of 69
known work appeared in 52
known work written by 126
known work written in 86
knows best because he 46
knows from beginning to 42
knows from listening to 43
knows many secrets of 40
knows many species of 53
knows more because he 133
knows nothing because he 91
knows nothing because it 80
knows nothing himself of 47
knows nothing outside of 146
knows only because he 73
knows these fellows at 94
knows what america is 85
knows what anybody is 44
knows what arianism is 45
knows what aspects of 62
knows what becomes of 708
knows what behavior is 111
knows what buttons to 177
knows what charity is 80
knows what comfort is 50
knows what conduct is 83
knows what courage is 94
knows what culture is 43
knows what delight is 56
knows what delusion of 78
knows what despair is 51
knows what effects he 58
knows what entropy is 64
knows what everything is 49
knows what exactly is 99
knows what exactly the 52
knows what fraction of 74
knows what freedom is 196
knows what gravity is 86
knows what happens at 160
knows what happens if 170
knows what happens in 839
knows what happens on 74
knows what happens to 2137
knows what history is 151
knows what justice is 401
knows what language he 50
knows what language is 149
knows what language it 50
knows what language the 56
knows what liberty is 96
knows what marriage is 80
knows what mixture of 79
knows what occasion he 82
knows what pleasure is 139
knows what position he 60
knows what poverty is 126
knows what process of 80
knows what quality is 83
knows what religion is 259
knows what science is 82
knows what secrets of 88
knows what species of 72
knows what started it 60
knows what started the 56
knows what suffering is 261
knows what suffering or 121
knows what thoughts he 42
knows what thoughts of 51
knows what trouble he 117
knows what trouble is 133
knows what trouble it 143
knows what trouble we 50
knows what variety of 53
knows will outrage the 56
knows will produce the 50
knows your motives in 82
knows your purpose to 210
