kain twice ower . 65
knew which bush . 62
knew which half . 67
knew which ones . 89
knew while living . 50
knew women well . 47
knew would come . 2965
knew would fail . 116
knew would help . 91
knew would hurt . 49
knew would sell . 95
knew would tell . 48
knew would work . 335
knife within reach . 51
knife works best . 48
knife would fall . 48
knightly chief mate . 51
knit social life . 62
knit social unit . 264
knock anything down . 56
knock anything over . 227
knock motor fuel . 40
knock never came . 55
knock people down . 156
knock people over . 54
knot after knot . 74
knots under sail . 114
knots under steam . 93
know about acting . 256
know about adam . 118
know about aids . 689
know about alex ? 43
know about andy . 60
know about anna . 130
know about anne . 53
know about ants . 46
know about bats . 113
know about bears . 147
know about bees . 130
know about bill . 118
know about boys . 174
know about brian . 43
know about cars . 472
know about cats . 176
know about cows . 131
know about cuba . 53
know about dick ? 48
know about dogs . 311
know about emma . 57
know about eric ? 45
know about evil . 96
know about fair ? 49
know about faith ? 42
know about fire . 97
know about fish . 140
know about flying . 162
know about food . 307
know about goethe . 55
know about gold . 124
know about golf . 85
know about good . 41
know about guns . 389
know about healing . 50
know about health . 164
know about hell . 123
know about here . 202
know about hers . 77
know about india . 328
know about jack . 241
know about jake ? 46
know about jane . 89
know about jazz . 43
know about jews . 125
know about jill ? 42
know about jobs . 59
know about john . 241
know about kate . 45
know about kids . 304
know about korea . 100
know about life ! 2497
know about lisa . 108
know about living . 296
know about loss . 44
know about love ! 3876
know about loving . 46
know about lucy . 52
know about luke . 50
know about maps . 41
know about mark . 147
know about mars . 49
know about mary . 308
know about matt . 46
know about mike . 47
know about mine . 378
know about mining ? 49
know about nick . 108
know about nothing . 59
know about ours . 119
know about pain . 320
know about paul . 238
know about pigs . 52
know about pope . 139
know about race . 57
know about racing ? 58
know about radio . 80
know about rape ? 62
know about reading . 242
know about risk . 47
know about sara ? 41
know about seeing . 198
know about shoes ? 53
know about snow . 101
know about these . 912
know about those . 971
know about time . 341
know about tony . 143
know about truth . 176
know about vioxx ? 73
know about what . 1065
know about wine . 256
know about work . 259
know anything else ! 7442
know anything here . 47
know anything more ! 2532
know anything much . 82
know anything there . 54
know anything well . 53
know arcis well ? 44
know basis only . 448
know china well . 45
know every body . 61
know every inch . 85
know every line . 44
know every move . 82
know every rule . 104
know every step . 49
know every time . 50
know every tree . 60
know every word . 400
know first hand . 320
know george will . 121
know human beings . 146
know human life . 43
know inner peace . 43
know lasting peace . 98
know latin well . 41
know leigh hunt ? 43
know lives there . 40
know morse code . 243
know nearly nothing . 55
know others well . 46
know paris well . 259
know people care . 46
know people here . 279
know people there . 440
know people well . 196
know quite well ! 4214
know quite what . 702
know quite when . 61
know quite whom . 40
know rather more . 98
know rather well . 344
know really nothing . 85
know really well . 491
know right away ! 5494
know right here . 77
know right there . 46
know right well ! 735
know since when . 159
know staying here ? 54
know still less . 619
know still more . 351
know where else . 369
know where from . 447
know which half ! 2626
know which kind . 145
know which ones . 1415
know which part . 244
know which room ? 41
know which side . 71
knowing about fish . 66
knowing about life . 43
knowing about town . 43
knowing anything else . 404
knowing anything more . 84
knowing brown eyes . 67
knowing green eyes . 55
knowing human beings . 50
knowing quite what . 59
knowing which ones . 71
known about aids . 70
known about here . 170
known about life . 46
known about love . 51
known about reading . 41
known about these . 311
known about town . 411
known amino acid . 90
known anything else . 3662
known anything holy . 43
known beauty spot . 158
known bench mark . 48
known brand name . 1076
known fairy tale . 295
known first hand . 71
known fixed star . 126
known focal length . 87
known greek myths . 43
known human beings . 94
known indian mode . 127
known input data . 90
known latin poets . 370
known legal duty . 654
known legal heir . 45
known molar mass . 57
known movie star . 252
known opera singer . 203
known quite well . 348
known rather well . 64
known right along . 53
known right away . 322
known round here . 114
known since birth . 494
known since youth . 56
known trade mark . 173
known trade name . 176
known women poets . 48
known world over . 41
known world wide . 341
known would come . 198
knows about aids . 64
knows about cars . 79
knows about life . 181
knows about love . 153
knows about pain . 42
knows about pope . 92
knows about these . 63
knows about those . 44
knows about time . 48
knows about what . 72
knows about wine . 49
knows anything else . 204
knows anything more . 73
knows every other . 42
knows every word . 71
knows first hand . 49
knows jesus best ? 48
knows people there . 62
knows quite well . 583
knows quite what . 41
knows really well . 42
knows right away . 79
knows right well . 289
knows since when . 54
knows still less . 86
knows where else ! 2090
knows where from . 125
knows where next . 52
knows which half . 144
knows which ones . 53
kraft paper bags . 149
kraft paper mill . 49
kye comes hame . 269
