karat gold is pure 196
kicking over the milk 69
kicking over the pail 53
kicking sand in their 77
kicking sand in your 69
kicking shut the door 47
kicks down the door 272
kicks from the knee 40
kicks from the other 42
kicks open the door 781
kicks over the milk 51
kicks over the pail 702
kicks till the tears 43
kidding from the other 61
kidding when he said 1085
kidding when he says 118
kidding when he told 202
killing done in self 41
killing during the early 42
killing even the most 65
killing ever so many 58
killing five of their 81
killing four of their 122
killing four or five 400
killing game on their 60
killing half an hour 58
killing just the same 44
killing many of their 728
killing many of these 64
killing many of those 197
killing more of their 99
killing more or less 219
killing most of their 164
killing most of those 158
killing must be done 1122
killing pace of work 104
killing part of those 48
killing some of their 951
killing some of these 203
killing some of those 219
killing there is more 52
killing those in whom 41
killing those of their 99
killing those to whom 47
killing three of their 236
killing three or four 714
killing till the time 45
killing time as best 85
killing time at home 118
killing time by reading 84
killing time the best 91
killing time we have 66
killing when he sold 40
killing will be done 269
killing will be gone 102
killing wrong is some 57
kills four or five 61
kills half the deer 154
kills half the test 94
kills made by other 163
kills many of these 161
kills many of those 213
kills most of these 97
kills only in self 108
kills only the body 119
kills three or four 200
kills three or more 101
kills what it sees 97
kilns seem to have 143
kilns such as those 111
kilns used to fire 131
kinda hard to find 65
kinda hard to keep 60
kinda hard to make 55
kinda hard to miss 64
kinda hard to take 41
kinda hard to talk 45
kinda hard to tell 281
kinda hate to leave 105
kinda like it here 154
kinda like to have 237
kinda like to keep 97
kinda like to know 300
kinda like to talk 42
kinda made me feel 144
kinda nice to have 214
kinds came to have 68
kinds during the last 195
kinds during the past 98
kinds form the main 47
kinds from the land 44
kinds from the love 52
kinds from the most 109
kinds from the north 96
kinds from the other 50
kinds from the same 90
kinds from the time 59
kinds from the very 41
kinds from the west 59
kinds gave me great 114
kinds grow in great 46
kinds have of late 41
kinds have the most 122
kinds have the same 249
kinds into the same 55
kinds live in north 90
kinds more of land 92
kinds more or less 394
kinds must be kept 202
kinds must be made 134
kinds must be used 130
kinds over the last 44
kinds over the past 64
kinds over the years 125
kinds seem to have 546
kinds side by side 91
kinds such as gold 43
kinds such as those 115
kinds tend to have 86
kinds there is nothing 43
kinds used as food 46
kinds were at work 97
kinds were in full 68
kinds were in great 151
kinds were on sale 75
kinds were the most 91
kinds were the only 49
kinds will be able 87
kinds will be made 120
kinds will be more 179
kinds will be most 45
kinds will be seen 63
kinds will be used 132
kinds will do well 46
kingdom along the nile 43
kingdom among the great 40
kingdom among the jews 93
kingdom among the poor 153
kingdom among the sons 193
kingdom among the three 61
kingdom back to their 40
kingdom been of late 61
kingdom come in your 139
kingdom come thy will 703
kingdom during the days 95
kingdom during the early 299
kingdom during the gulf 40
kingdom during the last 450
kingdom during the late 113
kingdom during the life 132
kingdom during the next 64
kingdom during the ninth 50
kingdom during the past 87
kingdom during the rule 40
kingdom during the same 52
kingdom during the time 250
kingdom during the years 108
kingdom feel the same 77
kingdom from the early 57
kingdom from the ends 40
kingdom from the evil 113
kingdom from the great 99
kingdom from the hand 192
kingdom from the jews 68
kingdom from the last 62
kingdom from the late 49
kingdom from the north 508
kingdom from the other 261
kingdom from the pope 263
kingdom from the rest 79
kingdom from the rule 56
kingdom from the same 47
kingdom from the south 432
kingdom from the time 361
kingdom from the very 119
kingdom from the west 183
kingdom from the wise 75
kingdom from the yoke 59
kingdom grew in size 64
kingdom have of late 56
kingdom have the same 56
kingdom into the four 51
kingdom into the hand 348
kingdom into the most 80
kingdom into the other 150
kingdom into the same 59
kingdom just as much 150
kingdom leave to coin 59
kingdom lose no part 120
kingdom love the laws 142
kingdom made no great 76
kingdom more or less 286
kingdom must be born 42
kingdom must be left 128
kingdom must be like 112
kingdom must be lost 71
kingdom must be made 171
kingdom must be much 48
kingdom must be seen 46
kingdom must in time 60
kingdom nigh at hand 42
kingdom over the face 76
kingdom over to your 45
kingdom poor to meet 71
kingdom rich in gold 41
kingdom rule in your 60
kingdom seem to have 815
kingdom side by side 148
kingdom step by step 127
kingdom such as those 95
kingdom there is great 40
kingdom there is much 44
kingdom there is nothing 226
kingdom there is only 181
kingdom till the time 59
kingdom took the name 52
kingdom unto the beast 1206
kingdom unto the hold 193
kingdom upon the four 48
kingdom upon the same 43
kingdom were as nothing 149
kingdom were at hand 47
kingdom were at heart 41
kingdom were at length 42
kingdom were at their 42
kingdom were in arms 64
kingdom were in fact 41
kingdom were in their 62
kingdom were so much 254
kingdom were the most 54
kingdom were the same 55
kingdom were to come 49
kingdom were to have 52
kingdom were to swear 45
kingdom were to take 46
kingdom what the soul 87
kingdom what we call 90
kingdom when he came 55
kingdom when he died 80
kingdom when he said 41
kingdom when it came 78
kingdom will be able 182
kingdom will be cast 300
kingdom will be great 41
kingdom will be here 45
kingdom will be left 78
kingdom will be like 372
kingdom will be lost 345
kingdom will be made 124
kingdom will be mine 96
kingdom will be more 40
kingdom will be safe 42
kingdom will be seen 58
kingdom will be torn 53
kingdom will be very 47
kingdom will be well 146
kingdom will go from 62
kingdom will no more 45
kinky wool of their 53
kissing away my tears 59
kissing away the tears 495
kissing even the foot 47
kissing mouth to mouth 44
kissing went on over 57
kites from the roof 46
kites haul in their 237
klutz when it came 53
knave full of fine 41
knave have we here 120
knave when he fled 53
knave whom the town 90
knave will be well 80
kneel down at once 145
kneel down at their 82
kneel down at your 132
kneel down by their 46
kneel down by your 173
kneel down in single 82
kneel down in some 211
kneel down in their 148
kneel down in those 47
kneel down in your 114
kneel down on their 111
kneel down on your 130
kneel down to give 81
kneel down to have 73
kneel down to kiss 140
kneel down to look 101
kneel down to make 66
kneel down to pick 137
kneel down to pray 3871
kneel down to reach 41
kneel down to rest 77
kneel down to suck 50
kneel down to take 164
kneel down to thank 79
kneel down to their 65
kneel during the time 72
kneel face to face 68
kneel facing the wall 120
kneel here at your 85
kneel next to your 47
kneel only to your 40
kneel over the body 125
kneel side by side 2342
kneel when we pray 91
knees along the deck 89
knees along the edge 67
knees back to your 70
knees bend the wrong 47
knees bent the other 45
knees bent the wrong 190
knees bent to keep 62
knees bent to take 47
knees down to your 45
knees face to face 47
knees facing the wall 43
knees from the blow 41
knees from the cold 51
knees from the door 97
knees from the pain 55
knees from the side 75
knees full of tears 49
knees half the time 58
knees hurt so much 105
knees into my sack 150
knees into the back 271
knees into the dark 59
knees into the fire 60
knees into the hill 281
knees into the room 55
knees into the sand 126
knees into the side 46
knees into the snow 84
knees into the soft 61
knees just in time 138
knees like king john 51
knees like the rest 49
knees more or less 232
knees must be bent 422
knees must be kept 280
knees must be well 101
knees over the brow 46
knees over the edge 108
knees over the feet 66
knees over the fire 53
knees over the other 79
knees over the side 44
knees seem to bend 44
knees seem to have 52
knees side by side 137
knees three or four 64
knees till he came 72
knees till the life 82
knees trying to find 119
knees trying to keep 46
knees trying to make 61
knees trying to pick 52
knees upon the beach 56
knees upon the deck 64
knees upon the hard 49
knees upon the sand 42
knees used to pray 42
knees were as hard 197
knees were as high 46
knees were no more 141
knees were on fire 40
knees were so sore 70
knees were the only 42
knees when he came 76
knees when he heard 129
knees when the door 67
knees when the host 53
knees when we were 60
knees will be bent 193
knees will be most 105
knelt down as well 40
knelt down at last 55
knelt down at once 682
knelt down at some 100
knelt down by buck 188
knelt down by some 43
knelt down by their 109
knelt down in their 370
knelt down in turn 105
knelt down on their 190
knelt down to clean 71
knelt down to draw 202
knelt down to face 179
knelt down to feed 286
knelt down to feel 330
knelt down to find 63
knelt down to give 789
knelt down to grab 53
knelt down to have 209
knelt down to help 1190
knelt down to hold 221
knelt down to kiss 1646
knelt down to lift 175
knelt down to look 2729
knelt down to make 670
knelt down to meet 139
knelt down to open 310
knelt down to peer 332
knelt down to pick 1908
knelt down to pray 9880
knelt down to pull 342
knelt down to range 53
knelt down to reach 144
knelt down to rest 151
knelt down to show 138
knelt down to slip 41
knelt down to speak 129
knelt down to take 1464
knelt down to talk 365
knelt down to thank 718
knelt down to turn 53
knelt down to undo 76
knelt down to wait 131
knelt down to wash 536
knelt down to weep 96
knelt down to wipe 139
knelt down to work 48
knelt during my stay 50
knelt face to face 85
knelt giving it milk 65
knelt hand in hand 147
knelt over the body 520
knelt over the girl 55
knelt side by side 2463
knelt there in their 45
knelt there to pray 71
knelt upon the bare 88
knelt upon the beach 90
knelt upon the cold 93
knelt upon the deck 173
knelt upon the foot 98
knelt upon the hard 47
knelt upon the hearth 217
knelt upon the other 42
knelt upon the rock 88
knelt upon the sand 382
knelt upon the snow 64
knelt upon the step 76
knelt upon the turf 139
knife along the back 226
knife along the bone 84
knife along the edge 424
knife along the finger 41
knife along the length 81
knife along the line 229
knife along the same 49
knife along the side 98
knife along the skin 47
knife cuts the other 40
knife down the back 362
knife down the length 93
knife down the side 127
knife edge is used 109
knife edge of pain 45
knife edge of rock 239
knife edge of your 114
knife from my belt 421
knife from my boot 257
knife from my hand 556
knife from my heart 46
knife from the back 598
knife from the belt 438
knife from the body 213
knife from the book 53
knife from the case 78
knife from the desk 161
knife from the dining 194
knife from the dish 60
knife from the door 163
knife from the edge 58
knife from the fire 101
knife from the girl 52
knife from the hand 292
knife from the neck 47
knife from the other 166
knife from the pile 45
knife from the rack 238
knife from the same 70
knife from the sand 43
knife from the sheath 2033
knife from the side 350
knife from the sink 102
knife from the tail 55
knife from the tool 91
knife from the tray 121
knife from the tree 128
knife from the wall 280
knife from the wood 101
knife full as well 52
knife half an inch 171
knife into as many 41
knife into my back 569
knife into my belt 43
knife into my body 89
knife into my hand 269
knife into my heart 734
knife into my neck 50
knife into my ribs 72
knife into my side 105
knife into my thigh 60
knife into the back 1952
knife into the bark 222
knife into the base 118
knife into the beast 101
knife into the boar 50
knife into the body 1031
knife into the bowl 59
knife into the bull 96
knife into the cake 128
knife into the deep 43
knife into the dirt 133
knife into the door 199
knife into the duke 76
knife into the edge 86
knife into the fire 189
knife into the fish 120
knife into the flat 130
knife into the girl 97
knife into the great 122
knife into the hand 90
knife into the heart 1911
knife into the hole 60
knife into the left 139
knife into the living 134
knife into the loaf 69
knife into the mast 94
knife into the mouth 159
knife into the neck 333
knife into the other 264
knife into the palm 102
knife into the poor 99
knife into the post 52
knife into the ribs 53
knife into the roof 49
knife into the salt 40
knife into the sand 86
knife into the sheath 182
knife into the side 401
knife into the sink 248
knife into the skin 99
knife into the slit 52
knife into the snow 96
knife into the soft 554
knife into the soil 70
knife into the thick 71
knife into the tree 98
knife into the very 388
knife into the wall 136
knife into the warm 47
knife into the wood 225
knife just in case 101
knife just in time 64
knife made of bone 55
knife made of iron 107
knife made the mouth 56
knife must be held 152
knife must be kept 402
knife must be made 91
knife must be used 775
knife must be very 117
knife over the edge 84
knife over the skin 52
knife ready to hand 149
knife ready to kill 64
knife ready to stab 53
knife said to have 62
knife three or four 58
knife unto the root 56
knife upon the edge 54
knife upon the other 46
knife used in making 41
knife used to kill 244
knife used to make 78
knife used to open 45
knife used to stab 68
knife went to work 49
knife were no part 40
knife were the only 78
knife when he came 55
knife when he went 59
knife will be used 89
knits heart to heart 260
knock away the last 50
knock away the spur 47
knock came at last 68
knock came at their 129
knock came on their 49
knock coming at such 53
knock down as many 639
knock down at least 76
knock down by their 44
knock down my door 135
knock down the ball 155
knock down the best 49
knock down the bird 75
knock down the city 44
knock down the deer 70
knock down the door 1698
knock down the fire 409
knock down the fort 65
knock down the four 44
knock down the gate 49
knock down the high 84
knock down the last 84
knock down the most 312
knock down the next 127
knock down the nuts 59
knock down the other 468
knock down the pass 50
knock down the pins 302
knock down the rest 52
knock down the three 41
knock down the tree 77
knock down the wall 2158
knock from the other 122
knock into the heads 54
knock open the door 88
knock over as many 193
knock over the cans 89
knock over the lamp 328
knock over the milk 92
knock over the next 80
knock over the other 105
knock over the pate 153
knock over the pins 98
knock over the vase 143
knock some of their 54
knock some of those 50
knock some of your 128
knock three or four 99
knock till the door 79
knock upon my door 603
knock upon the door 8183
knock upon the gate 162
knock upon the heart 44
knock when he heard 369
knock when the door 1023
knock will be heard 89
knoll over the busy 43
knots along the length 45
knots from the main 51
knots from the north 360
knots from the south 332
knots from the west 239
knots have the same 63
knots held by over 73
knots into the wind 93
knots more or less 46
knots must be made 56
knots must be tied 142
knots over the deck 76
knots tied in their 44
knots trying to find 48
knots trying to make 67
knots upon the deck 53
knots upon the line 44
knots when the wind 84
knots will be tied 54
knowing ahead of time 2350
knowing dame at once 93
knowing deep in their 55
knowing even as also 66
knowing even so much 52
knowing even the most 110
knowing even the name 168
knowing face to face 49
knowing from the data 78
knowing from the look 101
knowing from the past 101
knowing from the time 50
knowing from the tone 56
knowing from the very 300
knowing good by evil 1154
knowing good or evil 112
knowing half as much 50
knowing half so much 79
knowing half the time 87
knowing here is made 41
knowing just as much 282
knowing just as well 88
knowing look in their 95
knowing look in those 42
knowing many of their 92
knowing many of these 67
knowing mind as such 50
knowing more of life 72
knowing more of such 87
knowing more of their 190
knowing more of these 90
knowing more of those 67
knowing more of what 247
knowing more of your 83
knowing more or less 1438
knowing most of their 57
knowing most of these 48
knowing most of what 118
knowing much of their 81
knowing much of what 630
knowing next to nothing 1180
knowing none of these 82
knowing nothing of arms 65
knowing nothing of evil 140
knowing nothing of good 94
knowing nothing of india 70
knowing nothing of laws 48
knowing nothing of life 415
knowing nothing of love 216
knowing nothing of other 42
knowing nothing of past 46
knowing nothing of such 691
knowing nothing of their 1802
knowing nothing of these 710
knowing nothing of those 219
knowing nothing of time 47
knowing nothing of what 7550
knowing nothing of young 55
knowing nothing of your 162
knowing nothing or very 76
knowing only as much 53
knowing only in part 85
knowing only of nine 59
knowing only so much 113
knowing only the bare 54
knowing only the life 48
knowing only the most 58
knowing only the name 116
knowing only the word 51
knowing over the years 41
knowing pair of eyes 59
knowing rest no more 143
knowing same to have 50
knowing some of their 127
knowing some of these 229
knowing some of those 70
knowing some of what 79
knowing some of your 71
knowing there is more 372
knowing there is much 46
knowing there is none 87
knowing there is nothing 726
knowing there is only 259
knowing there is some 121
knowing there is such 74
knowing those of great 72
knowing three or four 46
knowing till the last 93
knowing well in what 112
knowing well of what 85
knowing well the fate 79
knowing well the great 110
knowing well the kind 52
knowing well the mass 121
knowing well the meaning 256
knowing well the risk 78
knowing well the truth 99
knowing well the ways 52
knowing well to rule 69
knowing well to what 179
knowing well to whom 98
knowing what an hour 60
knowing what he came 67
knowing what he felt 212
knowing what he knew 1945
knowing what he means 717
knowing what he meant 3004
knowing what he must 596
knowing what he owes 45
knowing what he said 5362
knowing what he says 450
knowing what he sees 100
knowing what he will 736
knowing what in fact 126
knowing what in hell 94
knowing what is ahead 194
knowing what is best 4351
knowing what is coming 692
knowing what is done 566
knowing what is evil 208
knowing what is good 2553
knowing what is just 214
knowing what is meant 895
knowing what is most 223
knowing what is next 78
knowing what is said 343
knowing what is taking 266
knowing what is their 61
knowing what is there 371
knowing what is true 1356
knowing what is truth 136
knowing what is what 289
knowing what is worth 137
knowing what is wrong 1092
knowing what is your 52
knowing what it cost 411
knowing what it felt 271
knowing what it knew 47
knowing what it means 4292
knowing what it meant 4281
knowing what it must 315
knowing what it said 210
knowing what it says 219
knowing what it took 85
knowing what it will 798
knowing what my fate 65
knowing what my life 57
knowing what my next 86
knowing what or whom 203
knowing what the baby 41
knowing what the best 429
knowing what the body 58
knowing what the book 116
knowing what the boss 46
knowing what the case 96
knowing what the code 41
knowing what the cost 173
knowing what the data 93
knowing what the dream 65
knowing what the eagle 46
knowing what the early 42
knowing what the fate 92
knowing what the fuck 151
knowing what the full 66
knowing what the game 87
knowing what the girl 93
knowing what the goal 76
knowing what the gods 44
knowing what the good 138
knowing what the great 71
knowing what the grim 45
knowing what the heck 270
knowing what the hell 3289
knowing what the ideal 61
knowing what the joke 82
knowing what the land 115
knowing what the laws 166
knowing what the left 1676
knowing what the life 72
knowing what the line 40
knowing what the lord 211
knowing what the main 73
knowing what the meaning 323
knowing what the mind 50
knowing what the most 86
knowing what the name 120
knowing what the news 72
knowing what the next 2073
knowing what the odds 67
knowing what the other 4326
knowing what the pain 42
knowing what the past 129
knowing what the plan 80
knowing what the play 98
knowing what the plot 42
knowing what the poor 66
knowing what the rate 180
knowing what the rest 149
knowing what the rule 55
knowing what the same 64
knowing what the sign 45
knowing what the soul 144
knowing what the task 73
knowing what the term 243
knowing what the test 137
knowing what the text 91
knowing what the time 156
knowing what the true 370
knowing what the truth 353
knowing what the user 81
knowing what the view 48
knowing what the will 212
knowing what the word 1135
knowing what the work 107
knowing what the young 78
knowing what to call 935
knowing what to draw 52
knowing what to feed 62
knowing what to feel 491
knowing what to find 55
knowing what to give 198
knowing what to have 59
knowing what to hold 90
knowing what to hope 177
knowing what to keep 182
knowing what to know 46
knowing what to learn 74
knowing what to leave 915
knowing what to look 4509
knowing what to make 9485
knowing what to omit 182
knowing what to pick 45
knowing what to play 83
knowing what to pray 205
knowing what to seek 73
knowing what to sell 63
knowing what to steal 46
knowing what to take 294
knowing what to talk 693
knowing what to teach 462
knowing what to tell 464
knowing what to think 8332
knowing what to throw 79
knowing what to turn 74
knowing what to want 102
knowing what to wish 104
knowing what to work 40
knowing what we feel 157
knowing what we have 897
knowing what we knew 200
knowing what we know 3126
knowing what we like 174
knowing what we meant 67
knowing what we must 141
knowing what we need 289
knowing what we said 51
knowing what we think 146
knowing what we want 1539
knowing what we were 2501
knowing what we will 240
knowing when he came 58
knowing when he left 59
knowing when he made 162
knowing when he said 43
knowing when he will 486
knowing when it came 59
knowing when it will 857
knowing when or even 103
knowing when or from 81
knowing when or what 61
knowing when the ball 53
knowing when the blow 89
knowing when the dawn 147
knowing when the eggs 138
knowing when the last 90
knowing when the next 777
knowing when the other 119
knowing when the ship 60
knowing when the time 259
knowing when the work 42
knowing when to back 543
knowing when to bend 69
knowing when to break 222
knowing when to call 495
knowing when to cease 53
knowing when to come 159
knowing when to draw 140
knowing when to drop 93
knowing when to duck 47
knowing when to fish 42
knowing when to fold 166
knowing when to give 726
knowing when to have 213
knowing when to help 92
knowing when to hold 452
knowing when to jump 85
knowing when to just 45
knowing when to keep 722
knowing when to leave 1017
knowing when to look 154
knowing when to make 713
knowing when to move 452
knowing when to open 96
knowing when to pass 82
knowing when to pick 71
knowing when to play 115
knowing when to pull 237
knowing when to push 385
knowing when to quit 1113
knowing when to rest 82
knowing when to seek 446
knowing when to sell 400
knowing when to send 60
knowing when to show 55
knowing when to shut 327
knowing when to slow 86
knowing when to speak 880
knowing when to stay 160
knowing when to step 297
knowing when to stop 6224
knowing when to take 1009
knowing when to talk 275
knowing when to tell 96
knowing when to think 76
knowing when to throw 69
knowing when to turn 317
knowing when to wait 107
knowing when to walk 164
knowing when to work 67
knowing when we have 351
knowing when we were 165
knowing when we will 120
knowing whom he meant 60
knowing whom he slew 222
knowing whom or what 216
knowing whom to call 273
knowing whom to obey 217
knowing whom to send 43
knowing whom to talk 85
knowing whom to thank 99
knowing whom to turn 114
knowing whom we have 59
known acts of peer 133
known ahead of time 10978
known along the length 40
known along the line 359
known along the north 100
known along the road 324
known along the south 44
known along the west 46
known also as blue 43
known also as fort 133
known also as john 93
known also as lord 165
known also as port 43
known also as west 57
known also as wild 43
known also by many 179
known also by other 425
known also by such 113
known also by their 149
known also in india 192
known also in many 103
known also in other 788
known also in some 240
known also to have 2447
known also to many 273
known also to other 95
known also to some 90
known also to their 74
known also to those 227
known also to your 203
known among so many 59
known among the anglo 253
known among the best 281
known among the boys 1034
known among the city 193
known among the crew 237
known among the early 1541
known among the folk 126
known among the four 104
known among the gods 349
known among the good 114
known among the great 495
known among the high 105
known among the jews 3655
known among the leading 342
known among the living 150
known among the many 522
known among the mass 166
known among the maya 154
known among the more 502
known among the most 510
known among the north 232
known among the other 1205
known among the poets 133
known among the poor 493
known among the rank 257
known among the reading 135
known among the rest 209
known among the rich 87
known among the sioux 268
known among the sons 99
known among the south 46
known among the three 99
known among the utes 45
known among the very 146
known among the wise 42
known among the wits 82
known among the young 707
known among the youth 112
known among us here 44
known among us only 77
known among us till 107
known areas of high 157
known areas of land 111
known back in high 54
known best by their 187
known best by those 69
known best by what 48
known best to those 131
known bird of prey 119
known body of these 43
known body of work 268
known book of poems 186
known call of their 47
known call to arms 48
known case of aids 342
known case of john 109
known case of lord 124
known case of miss 42
known case of smith 50
known case of such 822
known case of what 51
known case to date 43
known coat of arms 242
known code of just 47
known code of laws 469
known copy of these 42
known date of birth 133
known date of their 41
known dawn of life 327
known depth of lake 48
known down the ages 165
known down the line 50
known down the years 48
known during my life 82
known during my time 61
known during my years 54
known during the cold 163
known during the days 338
known during the early 1351
known during the great 47
known during the last 2333
known during the late 577
known during the life 225
known during the next 296
known during the past 1108
known during the rest 92
known during the same 98
known during the three 43
known during the time 1318
known during the trial 193
known during the years 687
known duty by taking 70
known early in life 371
known even as early 61
known even as late 85
known even by many 115
known even by name 3637
known even by some 40
known even by their 128
known even by those 658
known even in early 40
known even in india 237
known even in other 41
known even in rome 99
known even in their 412
known even in these 99
known even in those 522
known even so much 52
known even the most 73
known even the name 56
known even to fall 40
known even to have 184
known even to kill 41
known even to many 464
known even to most 214
known even to some 286
known even to such 104
known even to their 392
known even to those 2473
known ever the more 315
known ever to have 2871
known ever to hint 78
known face to face 524
known fact in india 117
known fact in many 40
known fact in north 147
known fact of life 710
known fact of their 318
known fact to many 46
known fact to most 51
known fact to those 276
known farm or single 60
known firm in pall 64
known firm of john 170
known firm of smith 61
known firm of wine 107
known food or drug 184
known form of life 999
known form of living 64
known form of name 244
known form of self 49
known form of such 76
known form of their 47
known form of these 49
known four of these 54
known four or five 442
known from an early 2233
known from as early 1219
known from at least 2551
known from my days 62
known from my early 43
known from my youth 137
known from no other 294
known from so many 127
known from the acts 161
known from the aegean 284
known from the alps 278
known from the anglo 100
known from the areas 223
known from the base 272
