keen arrows make . 120
knew martial arts . 64
knew nobody else . 87
knew nobody there . 195
knew pretty well . 486
knew someone else . 69
knew someone here . 41
knew someone there . 113
knew something else . 980
knew something more . 294
knew without asking . 351
knew without seeing . 47
knife already used . 43
knife looked like . 64
knife raised high . 78
knit family life . 281
knit family ties . 68
knit family unit . 479
knock anyone down . 83
knock someone down . 255
knock someone over . 50
knock something down . 62
knock something over . 311
knocked another down . 53
knocked around some . 45
knocked bourke down . 40
knocked someone down . 74
knocked something over . 274
know almost nothing . 4079
know another soul . 44
know another time . 144
know anyone else . 1277
know anyone here . 1769
know anyone there . 1989
know anyone well . 56
know around here . 814
know barbed wire ? 42
know before acting . 49
know before hand . 72
know better days . 47
know better soon . 53
know better ways . 40
know bloody well . 57
know damned well ! 234
know england well ? 41
know english well . 768
know fairly soon . 48
know fairly well . 749
know french well . 123
know hamlet felt . 46
know little else . 469
know little more . 952
know london well . 153
know martial arts . 125
know myself well . 156
know naught else . 54
know nobody else . 51
know nobody here . 171
know nobody there . 156
know pretty soon . 322
know pretty well . 1146
know simply nothing . 60
know someone else . 280
know someone here . 140
know someone there . 348
know someone well . 165
know something also ? 45
know something else . 4698
know something good . 44
know something more . 1308
know something soon . 327
know something there . 43
know something well . 67
know something wrong . 48
know vastly more . 40
know without asking . 575
know without fail . 49
know without loving . 66
know without trying . 110
know zenobia well . 68
knowing almost nothing . 70
knowing anyone else . 40
knowing anyone there . 56
knowing little else . 54
knowing something else . 135
known aboard ship . 94
known almost nothing . 110
known another home . 56
known another life . 52
known anyone else . 72
known around here . 792
known around town . 808
known before birth . 59
known before hand . 239
known better days . 2126
known breeding areas . 97
known breeding range . 52
known causal laws . 120
known cosmic rays . 83
known english poets . 59
known fairly well . 202
known family name . 49
known farther north . 41
known farther south . 100
known figure there . 104
known future date . 73
known ground truth . 81
known hebrew word . 48
known little else . 170
known little peace . 76
known london firm . 94
known pretty well . 46
known something else . 44
known through faith . 125
known through life . 79
known through love . 46
known without asking . 108
known without faith . 43
known without ideas . 44
knows almost nothing . 321
knows anyone else . 193
knows around here . 43
knows christ best ? 50
knows english well . 92
knows fairly well . 69
knows french well . 52
knows little else . 105
knows little more . 54
knows pretty well . 77
knows someone else . 105
knows someone there . 51
knows something else . 160
knows something more . 77
knows yonder lady ? 49
kund werden wird . 43
kunde speche yute . 95
