kaolin or china clay 1840
killed in italy during 79
killed in jumping from 75
killed in paris during 55
killed in plain view 42
killed in rural areas 62
killed in seven days 58
killed in seven years 46
killed in spain during 47
killed in world wars 92
killed it right there 76
killed it would have 242
killed me every time 85
killed me right there 91
killed my enemy there 76
killed my father when 112
killed my first bird 47
killed my first deer 250
killed my first goat 123
killed my first wife 80
killed my loved ones 47
killed my mother when 96
killed no large game 62
killed on board ship 75
killed on either side 4358
killed on every side 45
killed on greek soil 54
killed on omaha beach 70
killed or anything like 80
killed or badly hurt 891
killed or drove away 1337
killed or drove into 177
killed or given away 104
killed or later died 60
killed or missing during 77
killed or swept away 72
killed or taken away 1005
killed or taken during 164
killed or taken from 153
killed or taken into 377
killed or taken more 79
killed or thrown down 91
killed or thrown into 400
killed or would have 40
killed the adult male 40
killed the chief mate 47
killed the first baby 41
killed the first bird 137
killed the first born 91
killed the first bull 102
killed the first deer 69
killed the first fire 50
killed the first four 50
killed the first girl 57
killed the first mate 41
killed the first shot 53
killed the first three 107
killed the first time 437
killed the first week 131
killed the grand duke 127
killed the people there 51
killed the prize calf 53
killed the whole army 113
killed the whole crew 132
killed the whole herd 64
killed the woman when 41
killed to avenge their 104
killed to serve their 56
killer he would have 44
killer is still free 49
killer is still here 40
killer of human beings 146
killer of women aged 105
killer of women over 101
killings of human beings 169
killings on either side 49
kimono of black silk 95
kimono of white silk 90
kindle in every heart 115
kindle the first fire 72
kindle the flame among 95
kindle the morning fire 73
kindle the spark into 58
kindle the whole heart 72
kindle the whole soul 85
kindling the first fire 43
kindling the human soul 48
kindling the morning fire 45
kindly be taken into 41
kindly be thrown into 45
kingdoms he would have 53
kingdoms in which there 58
kingdoms of china were 54
kingdoms of human life 79
kingdoms of persia were 52
kingdoms of spain into 45
kingdoms of spain were 504
kingdoms of varying size 75
kingdoms on either side 69
kingdoms on roman soil 152
kissed by aunty rosa 41
kissed in forty years 59
kissed me again when 66
kissed me right there 86
kissed me thrice upon 101
kissed my cheek when 68
kissed my father good 109
kissed my first girl 129
kissed my mother good 491
kissed my mother when 62
kissed on either side 62
kissed the blood from 51
kissed the broad page 45
kissed the child good 210
kissed the child very 40
kissed the cross upon 46
kissed the drops from 46
kissed the faded lips 126
kissed the first time 66
kissed the girls good 113
kissed the noble hand 48
kissed the quiet feet 141
kissed the right hand 116
kissed the royal hand 675
kissed the sleep from 83
kissed the small face 43
kissed the small hand 55
kissed the smiling face 85
kissed the smooth skin 116
kissed the sobbing girl 44
kissed the sweet face 106
kissed the sweet lips 142
kissed the sweet mouth 47
kissed the white brow 61
kissed the white face 169
kissed the white hand 176
kissed the white lips 55
kissed the white star 117
kissed the words away 46
kisses as would have 48
kisses in which there 118
kisses on either side 157
kisses on every inch 66
kisses on every part 56
kisses the right hand 97
kisses the royal feet 61
kisses the serving maid 45
kisses the stony lips 40
kitten to catch mice 46
knacks of every kind 87
kneeling at either side 112
kneeling on either side 2619
kneeling or bending over 55
kneeling or sitting down 122
kneeling the whole time 63
kneeling to drink from 52
kneeling to either side 48
kneels on either side 56
kneels the human knee 68
knight by whose side 47
knight he would have 96
knight in armor riding 75
knight in black mail 64
knight in chain mail 291
knight of noble birth 197
knight of olden days 45
knight of olden time 114
knight of saint john 198
knight on either side 77
knitting on which most 130
knitting the green silk 41
knitting the social ties 206
knitting the world into 143
knives of every kind 83
knives of every size 40
knives of stone were 63
knives on either side 41
knives on every side 92
knives or anything else 96
knives or forks were 107
knocking at every door 3003
knocking it loose from 48
knocking my chair over 89
knocking on doors asking 198
knocking on doors from 117
knocking on doors like 42
knocking on doors till 96
knocking on doors trying 110
knocking on doors when 42
knocking on every door 1766
knocking the ashes from 1768
knocking the ashes into 43
knocking the balls idly 44
knocking the chair over 882
knocking the enemy down 40
knocking the glass from 79
knocking the glass over 85
knocking the house down 220
knocking the knife from 169
knocking the party down 99
knocking the phone from 42
knocking the place down 50
knocking the price down 125
knocking the props from 176
knocking the rifle from 94
knocking the sword from 96
knocking the table also 69
knocking the table over 201
knocking the tower down 40
knocking the walls down 45
knocking the weapon from 135
knocking the woman down 114
knocks at every door 732
knocks me about like 45
knocks on every door 186
knocks the ashes from 254
knocks the flame down 119
knocks the props from 306
knolls on either side 78
knotting the sails down 48
