karat gold leaf and 41
killing young and old 113
killing young men and 40
killing your own men 135
kills even her own 51
kills from yon far 696
kills more men and 205
kills more men than 564
kills more than all 146
kills more than any 112
kills more than one 538
kills more than they 41
kills more than two 141
kills some but not 45
kills those that are 41
kills those who are 136
kilns have not yet 42
kinda like this one 104
kinda look out for 44
kinda sick and not 78
kinds coming and going 93
kinds from his own 133
kinds have not yet 64
kinds ready for use 58
kinds there are and 72
kinds there are two 48
kinds were met with 58
kinds when they are 189
kingdom along with her 42
kingdom along with his 108
kingdom came not with 54
kingdom come and his 285
kingdom come and not 40
kingdom come with all 97
kingdom down and set 103
kingdom during her son 75
kingdom during his own 94
kingdom during his son 119
kingdom during that age 42
kingdom from any real 62
kingdom from god and 45
kingdom from him and 257
kingdom from him with 86
kingdom from his own 74
kingdom from his son 96
kingdom from one end 439
kingdom from thee and 50
kingdom from thee this 52
kingdom from them and 50
kingdom from you and 162
kingdom hast thou not 231
kingdom have long ago 55
kingdom have not yet 51
kingdom here and now 1115
kingdom into his own 1353
kingdom lost all its 44
kingdom more than any 164
kingdom more than one 41
kingdom once and for 246
kingdom other than that 109
kingdom over all things 63
kingdom there are all 41
kingdom there are few 134
kingdom there are not 52
kingdom there are two 254
kingdom there was not 161
kingdom there was one 95
kingdom those who are 53
kingdom those who did 43
kingdom those who had 93
kingdom till his death 65
kingdom upon earth and 52
kingdom upon earth can 60
kingdom upon earth hath 60
kingdom upon her and 104
kingdom upon his death 46
kingdom upon his own 52
kingdom upon his son 103
kingdom upon this earth 129
kingdom were not yet 40
kingdom were weak and 49
kingdom when they are 167
kingdom when things had 187
kingdom will one day 84
kinky hair going dead 48
kites will see that 81
knave sent out with 123
kneading bread with her 90
kneel down and ask 3301
kneel down and beg 854
kneel down and bow 598
kneel down and cry 187
kneel down and get 202
kneel down and hug 103
kneel down and lay 112
kneel down and lean 134
kneel down and let 143
kneel down and pay 83
kneel down and put 862
kneel down and read 41
kneel down and say 1898
kneel down and then 398
kneel down and they 54
kneel down and tie 56
kneel down and try 217
kneel down and with 71
kneel down and you 42
kneel down but sat 90
kneel down for his 41
kneel down now and 64
kneel down with her 254
kneel down with him 379
kneel down with his 246
kneel down with one 44
kneel down with them 140
kneel down with you 65
kneel upon and lean 105
kneel when they are 98
knees asking god for 64
knees bent and both 148
knees bent and head 252
knees bent and her 515
knees bent and his 726
knees bent and one 109
knees bent and she 60
knees bent and then 68
knees bent and toes 102
knees bent and with 93
knees coming and going 79
knees feel weak and 98
knees felt too weak 84
knees felt weak and 940
knees felt weak with 122
knees gave out and 619
knees gave way and 2362
knees gave way with 150
knees give out and 53
knees give way and 425
knees giving way and 62
knees grew weak and 357
knees grew weak with 95
knees grow weak and 165
knees grow weak with 48
knees high with each 61
knees hurt and her 40
knees like she was 47
knees once and for 53
knees there and then 185
knees went weak and 864
knees went weak with 747
knees were cut and 193
knees were going weak 49
knees were not going 42
knees were raw and 108
knees were red and 105
knees were too weak 267
knees were weak and 854
knees were weak with 198
knees were wet and 76
knees when she had 48
knees when she sat 130
knees when she saw 100
knees when she was 255
knees when they are 149
knees when they saw 108
knees when they see 43
knees when you are 175
knees when you sit 67
knelt down and cut 69
knelt down and did 405
knelt down and dug 269
knelt down and for 42
knelt down and got 153
knelt down and had 213
knelt down and her 69
knelt down and hid 180
knelt down and his 52
knelt down and let 265
knelt down and lit 178
knelt down and put 2936
knelt down and ran 380
knelt down and read 480
knelt down and sang 183
knelt down and sat 68
knelt down and saw 185
knelt down and set 182
knelt down and she 141
knelt down and then 158
knelt down and they 103
knelt down and thus 43
knelt down and was 400
knelt down and with 443
knelt down for her 51
knelt down for his 84
knelt down for that 72
knelt down near her 208
knelt down near him 82
knelt down then and 106
knelt down too and 63
knelt down with all 155
knelt down with her 439
knelt down with him 236
knelt down with his 726
knelt down with one 97
knelt down with our 58
knelt down with them 310
knelt over her and 412
knelt over her with 45
knelt over him and 516
knelt over him with 104
knelt there that she 40
knelt there with her 107
knelt there with his 173
knelt upon her bed 62
knelt upon him and 42
knelt upon them with 55
knife away and then 40
knife away with him 47
knife came out and 48
knife cuts its way 74
knife down with all 49
knife edge and its 60
knife edge and then 62
knife edge does not 40
knife fell and rang 43
knife from her and 304
knife from her bag 89
knife from him and 639
knife from him with 41
knife from his arm 46
knife from his bag 145
knife from his hip 133
knife from his leg 97
knife from his own 167
knife from his son 81
knife from one end 50
knife hand with his 58
knife held low and 46
knife into any one 116
knife into her and 87
knife into her own 336
knife into him and 256
knife into him two 49
knife into him with 50
knife into his arm 188
knife into his eye 126
knife into his gut 121
knife into his head 99
knife into his leg 66
knife into his own 865
knife into his son 169
knife into that man 54
knife into them and 44
knife into them they 102
knife into you and 85
knife like this one 146
knife made for this 47
knife over her head 216
knife over his head 526
knife over his son 112
knife ready for use 64
knife saws and things 74
knife scar that ran 64
knife shut and put 42
knife slip and cut 119
knife upon his shoe 66
knife used for this 101
knife went too far 69
knife when she had 49
knife when she was 116
knife when they are 80
knife when you are 52
knife will cut him 45
knife will not cut 330
knock down all our 68
knock down all ten 133
knock down all that 118
knock down all who 59
knock down and rob 147
knock down any man 571
knock down any one 372
knock down any that 63
knock down her own 47
knock down his own 275
knock down that man 61
knock down with his 63
knock down with one 62
knock into his head 96
knock more pus out 87
knock more than one 131
knock over all one 52
knock over any one 115
knock over his own 68
knock said that both 47
knock their eye out 47
knock your ass out 118
knock your ears off 106
knock your eye out 1517
knock your hat off 507
knock your head off 4406
knots from one end 41
knots less than that 53
knots when she was 83
knowing also that her 54
knowing also that his 191
knowing also that our 70
knowing also that she 192
knowing also that they 268
knowing also that this 102
knowing also that with 75
knowing also that you 101
knowing even its own 46
knowing even that they 75
knowing even then that 742
knowing from her own 181
knowing from his own 484
knowing from one day 639
knowing from our own 56
knowing good and bad 466
knowing just how and 107
knowing just how bad 87
knowing just how far 1582
knowing just how his 43
knowing just how long 632
knowing just how she 99
knowing just how they 146
knowing just how things 41
knowing just how this 80
knowing just how you 64
knowing just who was 46
knowing just why she 45
knowing less than they 84
knowing less than you 60
knowing look and nod 98
knowing look and then 127
knowing look that was 44
knowing look with her 82
knowing look with his 113
knowing many things and 93
knowing many things that 212
knowing mind and its 111
knowing more and being 61
knowing more may yet 98
knowing more than all 77
knowing more than any 219
knowing more than her 100
knowing more than his 269
knowing more than how 54
knowing more than one 1800
knowing more than she 429
knowing more than that 406
knowing more than they 1144
knowing more than this 67
knowing more than two 69
knowing more than was 150
knowing more than you 416
knowing much who they 44
knowing nothing and being 56
knowing nothing and doing 41
knowing nothing but his 92
knowing nothing but how 96
knowing nothing but its 48
knowing nothing but that 292
knowing nothing but war 67
knowing nothing that was 87
knowing nothing was going 43
knowing once and for 93
knowing ones say that 274
knowing ones who had 41
knowing only her own 43
knowing only his own 250
knowing only its own 136
knowing only one way 90
knowing only our own 40
knowing only that god 58
knowing only that her 131
knowing only that his 222
knowing only that one 153
knowing only that she 1065
knowing only that they 671
knowing only that this 131
knowing only that you 90
knowing other than that 141
knowing self and its 71
knowing self can not 42
knowing their own and 64
knowing their own being 100
knowing there are not 54
knowing there are things 55
knowing there are two 99
knowing there was any 336
knowing there was but 61
knowing there was going 93
knowing there was not 1356
knowing there was now 60
knowing there was one 284
knowing these things and 190
knowing these things are 61
knowing these things can 80
knowing these things does 53
knowing these things may 80
knowing these two things 72
knowing those that are 82
knowing those things that 173
knowing those two things 63
knowing those who are 87
knowing well both his 197
knowing well his own 115
knowing well how they 85
knowing well that all 369
knowing well that any 144
knowing well that both 80
knowing well that but 94
knowing well that death 42
knowing well that each 51
knowing well that few 48
knowing well that for 183
knowing well that god 73
knowing well that her 294
knowing well that his 1019
knowing well that its 74
knowing well that men 109
knowing well that not 101
knowing well that one 419
knowing well that our 140
knowing well that she 792
knowing well that that 176
knowing well that they 1967
knowing well that this 896
knowing well that with 157
knowing well that you 298
knowing well who had 55
knowing well who was 49
knowing what all this 306
knowing what and how 576
knowing what and who 122
knowing what and why 214
knowing what any one 141
knowing what are all 67
knowing what are his 43
knowing what are its 57
knowing what can and 195
knowing what can not 217
knowing what death was 145
knowing what did not 45
knowing what does and 47
knowing what does not 186
knowing what each day 133
knowing what each one 238
knowing what fear was 92
knowing what god can 48
knowing what god had 118
knowing what god has 267
knowing what god was 83
knowing what had hit 453
knowing what had led 45
knowing what has not 52
knowing what her own 52
knowing what her real 41
knowing what her son 52
knowing what his own 150
knowing what his real 91
knowing what his son 95
knowing what hit her 64
knowing what hit him 327
knowing what hit them 256
knowing what hit you 86
knowing what man has 68
knowing what may lie 63
knowing what may not 88
knowing what men are 110
knowing what one can 265
knowing what one does 700
knowing what one eats 122
knowing what one had 61
knowing what one has 295
knowing what one may 94
knowing what one was 261
knowing what our own 53
knowing what our real 46
knowing what rum things 50
knowing what she and 49
knowing what she ate 53
knowing what she can 81
knowing what she did 5988
knowing what she does 502
knowing what she had 2266
knowing what she has 264
knowing what she may 137
knowing what she now 216
knowing what she read 75
knowing what she saw 47
knowing what she was 11701
knowing what that man 52
knowing what that was 345
knowing what they all 93
knowing what they and 85
knowing what they are 13302
knowing what they can 642
knowing what they did 2123
knowing what they fear 154
knowing what they had 1722
knowing what they may 664
knowing what they mean 4208
knowing what they now 159
knowing what they saw 98
knowing what they say 763
knowing what they see 66
knowing what they was 73
knowing what things are 530
knowing what things they 52
knowing what this man 88
knowing what this new 101
knowing what this was 251
knowing what use was 109
knowing what war was 58
knowing what was and 86
knowing what was being 1101
knowing what was doing 87
knowing what was due 143
knowing what was fit 41
knowing what was for 72
knowing what was going 15014
knowing what was her 45
knowing what was his 234
knowing what was its 92
knowing what was not 131
knowing what was now 42
knowing what was out 231
knowing what was real 367
knowing what was then 72
knowing what you and 162
knowing what you are 6328
knowing what you can 1497
knowing what you did 463
knowing what you had 284
knowing what you may 265
knowing what you mean 1369
knowing what you now 449
knowing what you own 117
knowing what you say 344
knowing what you see 122
knowing what you was 40
knowing when and how 5260
knowing when and why 368
knowing when one has 355
knowing when one may 41
knowing when one was 48
knowing when she had 147
knowing when she may 44
knowing when she was 445
knowing when they are 1134
knowing when they can 110
knowing when they did 73
knowing when they had 172
knowing when they may 293
knowing when things are 89
knowing when this has 50
knowing when this was 68
knowing when you are 783
knowing when you can 229
knowing when you get 41
knowing when you had 108
knowing when you may 117
knowing whom nor why 47
knowing whom she had 63
knowing whom she was 113
knowing whom they are 150
knowing whom they had 213
knowing whom they may 120
knowing whom they met 73
knowing whom you are 119
knowing whom you can 55
knowing wink can mean 69
knowing your job and 65
knowing your zeal for 88
known along with its 99
known also for her 261
known also for his 2537
known also for its 937
known also that for 42
known also that his 127
known also that one 113
known also that our 62
known also that she 52
known also that they 103
known also that this 186
known among all her 51
known among all his 88
known among all men 479
known among all our 83
known among all who 141
known among her own 75
known among his men 102
known among his old 54
known among his own 745
known among men and 114
known among men for 72
known among men that 237
known among men was 168
known among our own 163
known among them all 90
known among them and 338
known among them are 2284
known among them being 1280
known among them for 162
known among them his 86
known among them than 91
known among them that 812
known among them was 1604
known back then that 324
known best for her 482
known best for his 1661
known best for its 1245
known birth and death 90
known book was his 47
known case being that 274
known case was that 956
known cure for any 52
known cure for fear 66
known cure for his 50
known cure for hiv 220
known cure for this 1382
known during his day 89
known during his long 531
known during his own 338
known during his two 82
known duty and real 113
known even then for 200
known even then that 1901
known fact and has 63
known fact and not 93
known fact and one 52
known fact and that 48
known fact now that 210
known fact that air 188
known fact that all 4659
known fact that any 1808
known fact that being 41
known fact that both 1286
known fact that but 55
known fact that can 166
known fact that dry 66
known fact that due 58
known fact that each 720
known fact that far 43
known fact that fear 76
known fact that few 400
known fact that for 2426
known fact that god 159
known fact that has 133
known fact that heat 323
known fact that her 150
known fact that his 1056
known fact that hot 43
known fact that ice 110
known fact that its 344
known fact that long 253
known fact that low 45
known fact that man 574
known fact that meat 44
known fact that men 1510
known fact that new 371
known fact that non 54
known fact that not 1226
known fact that oil 69
known fact that old 186
known fact that one 3092
known fact that our 2114
known fact that out 120
known fact that owing 117
known fact that real 127
known fact that sex 41
known fact that she 1230
known fact that sir 131
known fact that that 132
known fact that they 3392
known fact that things 144
known fact that this 4390
known fact that too 126
known fact that two 834
known fact that with 972
known fact that you 1282
known fact was that 376
known faith art thou 43
known folk who had 76
known fore and aft 135
known form was not 110
known from any one 121
known from asia and 92
known from but one 135
known from day one 441
known from east and 43
known from far off 44
known from her own 365
known from his being 101
known from his long 224
known from his own 2273
known from his two 146
known from its being 428
known from its own 273
known from its two 41
known from its use 752
known from long ago 364
known from one day 96
known from one end 4867
known from our area 124
known from our own 400
known from that area 104
known from that day 901
known from that that 42
known from them that 64
known from this age 47
known from this and 52
known from this area 2088
known from this day 279
known from this era 119
known from this one 46
known from this that 342
known gods who are 108
known good and bad 283
known good men and 51
known good men who 57
known great things and 68
known hand that has 106
known have not yet 44
known here and now 343
known here and who 41
known here for his 316
known here for its 86
known here that they 113
known high and low 202
known john and his 47
known just how and 51
known just how bad 94
known just how far 588
known just how long 547
known just how she 46
known just how they 60
known just how this 132
known just why this 57
known kind that can 61
known last year that 114
known laws can not 45
known laws does not 102
known less for her 49
known less for his 298
known less for its 164
known less than one 52
known less than two 189
known living things are 58
known love for his 102
known lyon for two 41
known many men and 385
known many men who 1089
known many men with 68
known many that had 118
known many things that 151
known many ups and 104
known many who are 40
known many who had 240
known more for being 96
known more for her 342
known more for his 4404
known more for its 3833
known more than all 59
known more than any 226
known more than her 83
known more than his 209
known more than its 131
known more than one 10698
known more than she 273
known more than six 50
known more than ten 83
known more than that 610
known more than they 306
known more than this 55
known more than two 679
known more than was 72
known more than you 79
known most for his 86
known most for its 43
known name for this 174
known name was that 50
known next day that 208
known nothing and had 63
known nothing but for 111
known nothing but that 131
known nothing but this 86
known nothing but war 885
known nothing than any 46
known nothing that was 56
known nothing was going 65
known once and for 536
known once for all 269
known ones that are 110
known only for being 66
known only for her 460
known only for his 1149
known only for its 1849
known only for one 367
known only for this 81
known only for two 289
known only one man 482
known only one way 158
known only one who 74
known only that his 56
known only that one 86
known only that she 177
known only that they 265
known only that this 46
known only two men 138
known only two that 101
known only war and 63
known other men who 183
known other than his 96
known other than that 1692
known poems are his 131
known poor men who 53
known risk for hiv 50
known road and yet 246
known role was that 126
known save that his 46
known save that she 125
known save that they 187
known saying that you 40
known some and did 114
known some men that 200
known some men who 273
known some one who 186
known some who are 48
known some who did 45
known some who had 173
known star and that 41
known such ease and 76
known such joy and 62
known such men and 85
known such odd things 88
known term for this 126
known there and had 111
known there and that 43
known there and then 60
known there and was 131
known there are two 385
known there for his 317
known there has not 50
known there that they 66
known there was any 653
known there was but 121
known there was going 474
known there was not 1015
known there was one 575
known there was that 184
known there was this 158
known these men all 63
known these men and 86
known these men for 151
known these things all 108
known these things and 138
known these things for 129
known these two for 57
known these two men 77
known those things that 62
known those who are 114
known those who did 47
known those who had 217
known those who saw 154
known three men who 45
known till his death 52
known till now how 151
known till now that 432
known till she was 56
known till that day 76
known till then how 171
known till then that 638
known till then was 43
known till they are 209
known till they met 48
known till this day 61
known unto all men 10270
known unto all that 124
known unto all this 43
known unto all who 48
known unto all you 85
known unto any man 41
known unto god and 55
known unto god are 1501
known unto god with 73
known unto him and 41
known unto him are 123
known unto him that 240
known unto thee that 453
known unto thee this 41
known unto them all 92
known unto them his 119
known unto them that 385
known unto them who 314
known unto this day 145
known unto you all 3525
known unto you and 261
known unto you that 2887
known unto you then 45
known upon earth and 70
known upon our earth 76
known upon this earth 214
known very few men 274
known very few who 133
known very long ago 105
known want and has 69
known well and had 62
known well and long 41
known well and who 97
known well but had 49
known well for his 40
known well that his 69
known well that this 49
known were men who 60
known what all this 96
known what and how 82
known what and who 55
known what any one 105
known what death was 69
known what fear was 411
known what god had 125
known what god has 73
known what god was 55
known what had hit 136
known what his own 101
known what his real 87
known what his son 95
known what hit her 97
known what hit him 380
known what hit them 176
known what hit you 51
known what one was 88
known what real fear 41
known what sex was 43
known what she and 66
known what she did 261
known what she had 2065
known what she has 65
known what she now 44
known what she was 13274
known what sin was 338
known what sin you 123
known what that was 345
known what they are 1787
known what they can 40
known what they did 294
known what they had 910
known what they mean 50
known what they now 53
known what things are 40
known what this man 44
known what this was 223
known what war was 68
known what was being 600
known what was doing 65
known what was due 88
known what was going 22174
known what was his 152
known what was its 44
known what was not 82
known what was then 75
known what you are 617
known what you did 73
known what you had 234
known what you mean 80
known what you now 89
known what you was 53
known when and how 1051
known when and why 57
known when one has 71
known when she and 56
known when she did 42
known when she had 394
known when she saw 65
known when she was 3498
known when they are 1740
known when they both 56
known when they had 261
known when they met 51
known when this was 373
known when you are 79
known whom she had 46
known whom she was 81
known work and one 140
known work and was 51
known work has now 45
known work that has 41
known work was her 40
known work was his 960
known years ago and 66
known years ago that 192
known young men and 148
known young men who 467
knows also his own 67
knows also that all 113
knows also that god 77
knows also that her 49
knows also that his 331
knows also that one 140
knows also that she 166
knows also that they 194
knows also that this 417
knows also that you 67
knows best and can 98
knows best and does 81
knows best and for 60
knows best and has 222
knows best and that 902
knows best and who 63
knows best his own 270
knows best how and 69
knows best how his 47
knows best how long 147
knows best its own 92
knows best who are 87
knows best who has 162
knows birth and death 43
knows even his own 123
knows even now that 143
knows from her own 532
knows from his own 3921
knows from its own 226
knows from long and 44
knows from one day 159
knows from one who 93
knows from one year 46
knows from our own 54
knows from this that 175
knows good and bad 62
knows just how and 160
knows just how bad 94
knows just how big 94
knows just how far 2768
knows just how his 64
knows just how long 1063
knows just how old 165
knows just how she 72
knows just how that 129
knows just how they 199
knows just how things 71
knows just how this 175
knows just how you 144
knows just who and 42
knows just why this 65
knows less than any 148
knows less than his 95
knows less than one 100
knows less than she 45
knows less than they 96
knows less than you 326
knows many men who 45
knows many things and 163
knows many things but 186
knows many things she 66
knows many things that 678
knows more and can 209
knows more and has 142
knows more law than 191
knows more now than 124
knows more than all 1403
knows more than any 2412
knows more than art 55
knows more than both 45
knows more than can 154
knows more than did 56
knows more than does 63
knows more than god 127
knows more than her 351
knows more than him 56
knows more than his 1514
knows more than how 112
knows more than its 172
knows more than man 64
knows more than men 49
knows more than one 2025
knows more than our 99
knows more than she 2624
knows more than sir 104
knows more than that 1112
knows more than them 47
knows more than they 1593
knows more than this 274
knows more than two 83
knows more than you 4133
knows more things than 103
knows much and has 40
knows none but his 77
knows nothing and can 786
knows nothing and does 338
knows nothing and has 336
knows nothing and she 41
knows nothing and that 184
knows nothing and who 83
knows nothing and with 40
knows nothing and yet 42
knows nothing but god 49
knows nothing but his 590
knows nothing but how 163
knows nothing but its 359
knows nothing but that 566
knows nothing but this 84
knows nothing but who 42
knows nothing can not 47
knows nothing that can 62
knows nothing who you 69
knows nothing why they 57
knows once and for 95
knows only her own 255
knows only his own 2270
knows only how far 77
knows only its own 1029
knows only one god 265
knows only one law 191
knows only one man 62
knows only one song 43
knows only one way 814
knows only that god 77
knows only that her 161
knows only that his 350
knows only that its 66
knows only that one 572
knows only that she 601
knows only that they 213
knows only that this 137
knows only that you 108
knows only this one 116
knows only two things 99
knows other things can 145
knows peace who has 61
knows some one who 181
knows some things and 110
knows some things that 424
knows such things are 50
knows their job and 70
knows there are all 40
knows there are any 43
knows there are but 55
knows there are few 376
knows there are going 53
knows there are men 77
knows there are not 452
knows there are things 305
knows there are too 154
knows there are two 456
knows there can not 101
knows there has not 55
knows there was but 48
knows there was not 260
knows these are not 171
knows these men and 43
knows these things and 427
knows these things are 163
knows these things but 94
knows these things can 70
knows these things for 48
knows these things one 113
knows these things that 58
knows these things too 49
knows these two are 65
knows these two things 136
knows those that are 171
knows those things that 114
knows those who are 1731
knows true ease and 112
knows unto this day 42
knows well all that 302
knows well and can 116
knows well and has 139
knows well and that 43
knows well and who 158
knows well and with 64
knows well his own 70
knows well how easy 45
knows well how far 154
knows well how things 40
knows well she has 64
knows well that all 213
knows well that any 59
knows well that both 44
knows well that for 81
knows well that god 60
knows well that her 130
knows well that his 613
knows well that its 88
knows well that men 58
knows well that not 111
knows well that one 230
knows well that our 60
knows well that she 410
knows well that that 135
knows well that they 345
knows well that this 394
knows well that with 43
knows well that you 232
knows well who are 73
knows well wot that 125
knows what all his 46
knows what all she 62
knows what all that 282
knows what all they 60
knows what all this 481
knows what all you 43
knows what and how 507
knows what and then 48
knows what and who 323
knows what and why 93
knows what any man 71
knows what any one 218
knows what are and 93
knows what are his 150
knows what can and 202
knows what can not 144
knows what does and 90
knows what does not 75
knows what each day 59
knows what each man 61
knows what each one 361
knows what god can 72
knows what god does 45
knows what god has 362
knows what god may 229
knows what has hit 81
knows what has not 82
knows what her art 119
knows what her own 164
knows what her real 74
knows what her son 104
knows what his end 46
knows what his job 302
knows what his own 502
knows what his real 436
knows what his son 53
knows what hit her 104
knows what hit him 522
knows what hit them 49
knows what its own 123
knows what its real 52
knows what led him 59
knows what man thou 61
knows what may lie 109
knows what may not 606
knows what may yet 249
knows what men and 86
knows what men are 242
knows what new and 62
knows what new things 58
knows what one can 223
knows what one does 735
knows what one has 343
knows what one may 378
knows what our real 57
knows what she and 87
knows what she can 639
knows what she did 908
knows what she does 1069
knows what she got 52
knows what she had 405
knows what she has 2400
knows what she may 513
knows what she saw 347
knows what she was 1148
knows what that boy 47
knows what that can 62
knows what that did 52
knows what that does 89
knows what that guy 44
knows what that has 40
knows what that man 297
knows what that may 236
knows what that old 42
knows what that one 56
knows what that was 362
knows what they all 214
knows what they are 13924
knows what they can 822
knows what they did 930
knows what they get 122
knows what they got 117
knows what they had 455
knows what they may 1011
knows what they mean 5837
knows what they put 154
knows what they saw 66
knows what they say 475
knows what they see 70
knows what they use 88
knows what they was 47
knows what things are 628
knows what things mean 44
knows what things they 49
knows what things you 177
knows what this guy 71
knows what this has 60
knows what this man 136
knows what this may 89
knows what this new 92
knows what this one 123
knows what this war 48
knows what this was 58
knows what thus may 58
knows what use they 75
knows what was and 42
knows what was being 42
knows what was going 1128
knows what was his 150
knows what was not 46
knows what was then 45
knows what with god 50
knows what with her 49
knows what with his 198
knows what you all 45
knows what you and 458
knows what you are 6769
knows what you can 783
knows what you did 872
knows what you get 99
knows what you got 48
knows what you had 75
knows what you may 636
knows what you mean 3521
knows what you put 44
knows what you saw 65
knows what you say 258
knows what you see 71
knows what you two 64
knows when all this 42
knows when and for 52
knows when and how 3124
knows when and who 43
knows when and why 157
knows when but you 41
knows when death may 74
knows when his own 147
knows when one does 121
knows when one has 254
knows when one may 383
knows when she can 116
knows when she does 75
knows when she goes 47
knows when she has 421
knows when she may 140
knows when she was 44
knows when that day 197
knows when that may 150
knows when that was 167
knows when they are 981
knows when they can 70
knows when they get 61
knows when they had 40
knows when they may 315
knows when they see 49
knows when they was 65
knows when things are 171
knows when this war 88
knows when you and 44
knows when you are 1222
knows when you can 86
knows when you get 77
knows when you may 256
knows whom and how 49
knows whom and who 65
knows whom one may 89
knows whom they are 67
knows whom you are 47
knows will bring him 124
knows will end his 46
knows will lead him 51
knows will one day 58
