cabbages imitates too 51
campaign schedule was 89
campaign seriously and 75
campaign seriously for 72
campaign services and 137
campaign services for 57
campaign services that 52
campaign sketched out 73
campaign speeches and 2579
campaign speeches are 474
campaign speeches but 65
campaign speeches can 59
campaign speeches did 40
campaign speeches for 1144
campaign speeches had 299
campaign speeches may 57
campaign speeches than 67
campaign speeches that 1410
campaign speeches was 219
campaign speeches with 243
campaign staffers and 123
campaign staffers who 55
campaign strategy and 3016
campaign strategy are 142
campaign strategy but 66
campaign strategy can 106
campaign strategy did 50
campaign strategy for 938
campaign strategy had 263
campaign strategy has 155
campaign strategy may 105
campaign strategy than 112
campaign strategy that 1892
campaign strategy was 1799
campaign strategy with 290
campaign stressed his 93
campaign stressed that 325
campaign succeeds and 43
campaign suggesting that 525
campaign suggests that 1764
campaign textbook for 44
campaign therefore had 45
campaign therefore was 70
campaign treasurer and 287
campaign treasurer for 101
campaign treasurer who 49
campaign unfolded and 72
campaign violations and 44
campaign washington had 55
campfire crackled and 93
campfire programs and 498
campfire programs are 635
campfire programs with 44
campsite complete with 49
campsite selection and 48
campuses indicate that 229
campuses reported that 169
campuses students are 126
campuses suggests that 137
camshaft cylinder head 65
camshaft journals and 401
camshaft journals are 51
camshaft journals with 227
camshaft sprocket and 2044
camshaft sprocket with 310
canaries infected with 82
canceled policies and 51
canceled projects and 56
candidly accepted that 53
candidly admitted and 78
candidly admitted her 43
candidly admitted his 487
candidly admitted its 70
candidly admitted she 53
candidly admitted that 17903
candidly admitted they 128
candidly admitted this 182
candidly admitted was 91
candidly answered all 65
candidly answered that 184
candidly asserted that 294
candidly believed that 308
candidly believes that 90
candidly compared with 45
candidly conceded that 790
candidly concedes that 297
candidly confessing his 99
candidly confessing that 506
candidly consider his 169
candidly consider its 71
candidly consider this 62
candidly declared his 118
candidly declared that 1455
candidly declares that 436
candidly examined and 76
candidly explains that 103
candidly expressing his 83
candidly grateful that 43
candidly informed him 268
candidly informed his 91
candidly informed that 123
candidly informed them 86
candidly observed that 591
candidly observes that 179
candidly overlook any 99
candidly remarked that 588
candidly reported that 314
canister containing not 103
canister silenced his 52
cannabis exposure and 44
cannabis products and 150
cannabis products are 211
cannibal appetite for 43
cannibal appetite with 99
cannibal fondness for 41
cannibal wretches are 60
canopied entrance and 148
canopies enriched with 48
cantatas composed for 87
cantonal autonomy and 82
cantonal capitals and 75
cantonal elections and 135
cantonal elections are 54
canvases destined for 60
canvases executed for 49
canvases intended for 107
canvases prepared with 65
canvases splashed with 53
capacious appetite and 50
capacious appetite for 59
capacious armchair and 41
capacious category that 87
capacious judgment and 48
capacious shoulder bag 131
capacious stomachs are 144
capacity accounting for 80
capacity accounts for 875
capacity achieved with 77
capacity additions and 705
capacity additions are 673
capacity additions can 58
capacity additions for 100
capacity additions that 525
capacity adequate for 481
capacity adjusted for 85
capacity analysis and 851
capacity analysis are 189
capacity analysis can 156
capacity analysis for 569
capacity analysis has 131
capacity analysis was 108
capacity approved for 57
capacity audience and 310
capacity audience for 260
capacity audience that 382
capacity audience was 370
capacity audience with 65
capacity business and 118
capacity business for 93
capacity channels are 48
capacity circuits for 47
capacity combined with 1205
capacity compared with 2773
capacity compares with 52
capacity computer and 40
capacity computer that 187
capacity confines them 57
capacity contains air 53
capacity controls and 147
capacity controls are 52
capacity decisions and 305
capacity decisions are 329
capacity decisions can 54
capacity decisions for 89
capacity declined and 40
capacity declined with 59
capacity declines and 92
capacity declines with 349
capacity decreased and 46
capacity decreased with 206
capacity decreases and 409
capacity decreases with 1416
capacity designed for 230
capacity develops and 84
capacity develops with 65
capacity dimension and 47
capacity doctrine and 109
capacity doctrine has 121
capacity doctrine was 107
capacity elements are 45
capacity eligible for 44
capacity enlarged and 44
capacity entitled him 57
capacity equations and 58
capacity equations are 187
capacity equations for 301
capacity equipped with 261
capacity essential for 221
capacity estimate for 112
capacity exceeded its 53
capacity exceeded that 326
capacity expanded and 57
capacity expansion and 4134
capacity expansion are 509
capacity expansion but 41
capacity expansion can 158
capacity expansion for 743
capacity expansion had 41
capacity expansion has 199
capacity expansion may 115
capacity expansion path 132
capacity expansion than 90
capacity expansion that 680
capacity expansion was 329
capacity expansion with 254
capacity explains why 74
capacity forecast for 90
capacity formulas for 70
capacity functions are 88
capacity functions for 94
capacity improves with 105
capacity includes all 63
capacity includes both 72
capacity includes not 55
capacity increased and 297
capacity increased with 571
capacity increases and 1909
capacity increases are 264
capacity increases but 117
capacity increases due 78
capacity increases for 195
capacity increases that 226
capacity increases with 5879
capacity indicate that 423
capacity indicating that 160
capacity intended for 88
capacity interact with 43
capacity invested with 53
capacity involves not 69
capacity involves two 41
capacity machines and 123
capacity machines are 162
capacity machines for 72
capacity machines that 40
capacity machines with 61
capacity networks and 86
capacity networks are 60
capacity networks that 93
capacity observed for 72
capacity observed with 64
capacity obtained for 87
capacity obtained with 369
capacity operation and 430
capacity operation are 100
capacity operation for 279
capacity operation was 131
capacity operation with 76
capacity otherwise than 146
capacity payments and 63
capacity payments are 122
capacity payments for 63
capacity persists for 46
capacity planners and 52
capacity possible for 57
capacity possible with 73
capacity prevents them 43
capacity probably has 65
capacity probably was 43
capacity problems and 459
capacity problems are 287
capacity problems can 92
capacity problems for 140
capacity problems may 104
capacity problems that 350
capacity problems with 102
capacity processing and 144
capacity profiles for 91
capacity proposed for 56
capacity provided and 68
capacity provided for 475
capacity provided that 457
capacity provided they 53
capacity provided with 312
capacity provides for 123
capacity reduction and 774
capacity reduction due 213
capacity reduction for 125
capacity reduction that 45
capacity reduction was 132
capacity remained for 44
capacity remained low 70
capacity rendered him 65
capacity reported for 66
capacity required and 588
capacity required are 45
capacity required can 110
capacity required for 7076
capacity required may 87
capacity required per 254
capacity required that 41
capacity required was 60
capacity required with 81
capacity requires not 59
capacity requires that 860
capacity resembling that 111
capacity reserved for 453
capacity reserves and 194
capacity reserves are 90
capacity scheduling and 61
capacity selected for 42
capacity shortage and 89
capacity situation and 87
capacity specific heat 321
capacity standard for 199
capacity strategy and 146
capacity suffices for 93
capacity suggesting that 43
capacity suggests that 1380
capacity suitable for 528
capacity utilized and 84
capacity utilized for 87
capacity utilized was 88
capacity variables and 76
capacity variables are 108
capacity variances that 58
capacity variations are 63
capacity variations with 56
capacity warrants all 59
capacity whatever for 451
capacity whatever that 44
capacity whenever they 57
capacity wherever they 43
capitals advanced for 76
capitals believed that 45
capitals combined with 56
capitals compared with 77
capitals employed are 172
capitals enriched with 181
capitals indicate that 299
capitals intended for 50
capitals prevents this 51
capitals required for 99
capitals suggests that 208
capitals wherever they 71
capstone projects that 194
capsular antigens and 320
capsular antigens are 343
capsular antigens can 49
capsular antigens that 42
capsular arteries and 162
capsular arteries are 137
capsular cataract and 85
capsular cataract has 56
capsular cataract may 108
capsular fibrosis and 351
capsular incisions are 59
capsular ligament and 3800
capsular ligament are 310
capsular ligament being 137
capsular ligament can 71
capsular ligament for 48
capsular ligament had 65
capsular ligament has 181
capsular ligament may 184
capsular ligament that 412
capsular ligament was 441
capsular ligament with 261
capsular materials are 49
capsular membrane and 100
capsular stretching and 132
capsules coherent with 43
capsules compared with 107
capsules containing any 47
capsules containing both 107
capsules containing one 215
capsules containing our 48
capsules containing this 56
capsules containing two 177
capsules intended for 69
captains admitted that 86
captains answered that 74
captains believed that 356
captains believed they 42
captains caldwell and 46
captains campbell and 52
captains complain that 49
captains concerning them 69
captains declared that 119
captains declared they 76
captains deserted him 56
captains embraced each 90
captains followed him 56
captains followed his 100
captains harrison and 46
captains imagined that 69
captains informed him 109
captains insisted that 93
captains proposed that 51
captains regarded this 115
captains reported that 602
captains returned with 59
captains selected for 45
captives declared that 84
captives destined for 204
captives exceeded two 40
captives prompted them 153
captives remained thus 84
captives reported that 163
captives reserved for 112
captives returned with 52
captives sickened and 65
captured africans and 161
captured africans had 79
captured africans who 102
captured airfield was 43
captured american and 186
captured attention and 252
captured attention for 73
captured attention with 73
captured belgrade and 268
captured brussels and 118
captured budapest and 72
captured burgoyne and 49
captured calcutta and 95
captured chickens and 63
captured children and 154
captured children are 52
captured children who 51
captured civilians and 50
captured civilians who 46
captured colonies and 47
captured complete with 72
captured damascus and 457
captured dampness and 49
captured directly and 45
captured document and 41
captured document that 41
captured document was 50
captured electron and 80
captured electron can 51
captured electron has 44
captured elephant was 46
captured enlisted men 55
captured federals and 51
captured fortress and 41
captured fortress was 100
captured fugitive was 61
captured generals and 99
captured geronimo and 68
captured gunboats and 104
captured hamilton and 76
captured headlines and 236
captured headlines for 79
captured headlines with 99
captured interest and 43
captured japanese and 121
captured japanese war 93
captured kandahar and 102
captured khartoum and 99
captured mandalay and 63
captured mazatlan and 44
captured military and 57
captured munitions and 44
captured odysseus and 57
captured officers and 742
captured officers are 59
captured officers had 55
captured officers was 116
captured officers who 86
captured officers with 45
captured ordnance and 163
captured peshawar and 41
captured positions and 131
captured positions for 55
captured powerful and 57
captured prisoner was 50
captured property and 389
captured property are 42
captured property for 112
captured property had 67
captured property has 115
captured property may 132
captured property not 82
captured property was 316
captured proteins are 43
captured redoubts and 44
captured richmond and 142
captured savannah and 330
captured schooner and 61
captured schooner was 68
captured smolensk and 99
captured soldiers and 655
captured soldiers are 196
captured soldiers had 130
captured soldiers was 88
captured soldiers who 173
captured soldiers with 101
captured spaniards and 58
captured supplies and 295
captured syracuse and 71
captured tientsin and 64
captured timbuktu and 66
captured trenches and 228
captured trophies and 41
captured uniforms and 50
captured vehicles and 121
captured villages and 124
captured warships and 43
captured washington and 508
captured wherever they 64
captures attention and 785
captures calcutta and 148
captures interest and 104
captures neutrons and 220
captures sunlight and 122
caravans destined for 274
caravans returned with 54
caravels actually did 78
caravels destined for 81
carbides dissolve and 47
carbides increases with 42
carbolic solutions and 52
carbolic solutions are 47
carbonic monoxide and 40
carbonyl chloride and 302
carbonyl clusters and 144
carbonyl clusters are 233
carbonyl clusters with 77
carbonyl compound and 1752
carbonyl compound are 163
carbonyl compound can 285
carbonyl compound has 125
carbonyl compound may 201
carbonyl compound than 71
carbonyl compound that 369
carbonyl compound was 219
carbonyl compound with 1246
carbonyl fluoride and 102
carbonyl formation and 138
carbonyl functions are 50
carbonyl sulphide and 422
cardinal admitted that 102
cardinal afforded him 54
cardinal answered that 80
cardinal archduke had 64
cardinal argument for 44
cardinal asserted that 120
cardinal believed that 204
cardinal concepts and 85
cardinal condition for 216
cardinal criterion for 94
cardinal declared that 319
cardinal direction and 297
cardinal direction for 59
cardinal direction was 60
cardinal doctrine and 97
cardinal doctrine for 43
cardinal doctrine that 1118
cardinal doctrine was 373
cardinal doctrine with 247
cardinal economic and 86
cardinal elements and 181
cardinal elements are 138
cardinal elements that 85
cardinal extended his 47
cardinal functions and 101
cardinal functions are 190
cardinal informed him 65
cardinal insisted that 189
cardinal interest and 50
cardinal ligament and 287
cardinal listened with 159
cardinal military sin 124
cardinal numerals and 277
cardinal numerals are 544
cardinal positions and 68
cardinal positions are 89
cardinal problems for 53
cardinal problems that 100
cardinal proposed that 72
cardinal questions are 49
cardinal questions that 116
cardinal received him 166
cardinal received his 41
cardinal received them 48
cardinal received this 64
cardinal remarked that 62
cardinal reminded him 42
cardinal required that 76
cardinal symptoms and 496
cardinal symptoms are 3048
cardinal symptoms for 117
cardinal symptoms may 334
cardinal symptoms that 150
carefree attitude and 395
carefree attitude that 632
carefree attitude was 111
carefree attitude with 57
carefree bachelor and 61
carefree bachelor who 91
carefree children and 65
carefree children who 55
carefree laughter and 141
carefree nihilism was 53
careless alacrity with 47
careless assembly with 103
careless assertion that 146
careless attitude and 203
careless attitude that 260
careless attitude was 74
careless attitude with 63
careless bonhomie and 45
careless calmness that 86
careless children and 55
careless children who 82
careless concerning any 89
careless contempt for 664
careless creatures who 63
careless drollery and 54
careless elegance and 95
careless elegance that 134
careless employee who 53
careless employer and 44
careless execution and 103
careless facility not 54
careless harvesting and 46
careless induction with 110
careless kindness and 49
careless landlord and 45
careless laughter and 178
careless laughter that 46
careless mistakes and 479
careless mistakes are 120
careless mistakes can 49
careless mistakes that 504
careless mistakes with 44
careless movement and 69
careless neglects and 43
careless observer and 78
careless observer can 482
careless observer does 42
careless observer for 150
careless observer may 235
careless observer that 1221
careless observer they 161
careless observer who 174
careless omissions and 58
careless operation and 86
careless operator can 66
careless operator may 125
careless operator who 51
careless profusion with 64
careless security and 107
careless selection and 72
careless servants and 96
careless shallows and 43
careless students who 44
careless treatment and 136
careless voyagers are 53
caressed pointers and 60
caresses compared with 201
caresses followed this 117
caresses recalled her 43
carillon concerts are 136
carnival category goes 133
carnival complete with 170
carnival costumes and 396
carnival laughter and 148
carnival sideshow and 135
carnival tradition and 60
carotene compared with 65
carotene contains two 73
carotene molecule with 43
carotene synthesis and 65
carotids resemble each 64
carpeted corridor and 856
carpeted corridor that 506
carpeted corridor was 107
carpeted corridor with 328
carpeted hallways and 177
carpeted platform and 130
carpeted platform with 140
carpeted reception area 620
carpeted stairway and 264
carpeted stairway led 146
carpeted stairway that 286
carpeted stairway with 67
carriages complete with 95
carriages containing his 95
carriages conveyed them 70
carriages designed for 73
carriages destined for 111
carriages employed for 54
carriages equipped with 126
carriages followed him 88
carriages followed his 54
carriages followed with 122
carriages intended for 287
carriages prepared for 170
carriages provided for 1103
carriages provided with 267
carriages repaired and 44
carriages required for 60
carriages reserved for 609
carriages suitable for 346
carriers accounting for 87
carriers affected may 51
carriers asserted that 105
carriers believed that 174
carriers combined with 82
carriers compared with 345
carriers competed with 82
carriers complain that 104
carriers connecting with 56
carriers decreases with 96
carriers deserted him 42
carriers designed for 154
carriers destined for 68
carriers employed for 61
carriers equipped with 356
carriers followed with 54
carriers franklin and 44
carriers increases and 96
carriers increases with 223
carriers indicate that 251
carriers infected with 73
carriers insisted that 199
carriers intended for 50
carriers interact with 195
carriers intrepid and 47
carriers involved and 174
carriers involved are 150
carriers involved with 52
carriers liability for 53
carriers maintain that 65
carriers produced for 46
carriers produced per 86
carriers provided air 75
carriers provided for 79
carriers provided that 129
carriers reported that 261
carriers required for 217
carriers requires that 113
carriers returned with 51
carriers specific for 60
carriers stationed off 46
carriers suggests that 258
carriers suitable for 141
carriers whenever they 40
carriers whenever you 264
carriers yorktown and 454
cartoons depicted him 51
cartoons designed for 57
cartoons intended for 48
cartoons prepared for 81
cartoons produced for 92
cartoons suggests that 42
cascaded networks are 45
casebook designed for 57
caseload reduction and 130
casement curtains and 90
casement curtains are 109
casework agencies and 204
casework agencies are 213
casework agencies for 51
casework approach and 85
casework approach that 120
casework approach was 144
casework concepts and 47
casework diagnosis and 55
casework practice and 434
casework practice has 65
casework practice that 220
casework practice with 307
casework services and 356
casework services are 533
casework services for 471
casework services that 132
casework services with 74
casework treatment and 106
casework treatment for 55
casework treatment was 66
casework treatment with 100
cashmere blankets and 95
cashmere breeches and 125
cashmere cardigan and 436
cashmere cardigan she 48
cashmere cardigan that 343
cashmere cardigan with 126
cashmere overcoat and 786
cashmere overcoat that 157
cashmere overcoat with 218
cashmere pullover and 236
cashmere trousers and 143
cassette containing two 70
cassette contains two 105
cassette designed for 86
cassette industry and 101
cassette machines and 314
cassette machines are 414
cassette machines for 95
cassette programs and 120
cassette programs are 99
cassette recorder and 7123
cassette recorder are 274
cassette recorder but 104
cassette recorder can 723
cassette recorder for 1630
cassette recorder had 170
cassette recorder has 547
cassette recorder may 173
cassette recorder out 465
cassette recorder she 97
cassette recorder that 3868
cassette recorder using 48
cassette recorder was 1162
cassette recorder with 2100
cassette recorder you 91
cassette recordings and 473
cassette recordings are 238
cassette recordings for 128
cassette recordings that 177
castaway condition for 42
casually accepted and 94
casually acquired and 64
casually adjusted his 76
casually admitted that 330
casually announce that 178
casually announcing that 151
casually answered that 69
casually asserted that 193
casually associate with 46
casually comments that 94
casually conceded that 42
casually converse with 77
casually conversing with 224
casually employed and 266
casually employed for 108
casually employed men 54
casually examined her 45
casually examined his 48
casually explaining that 58
casually extended his 59
casually followed her 70
casually followed him 58
casually friendly with 107
casually informed her 201
casually informed him 306
casually informed his 121
casually informed that 640
casually informed them 115
casually inquired how 66
casually inquired why 53
casually interact with 50
casually involved with 203
casually mentioned and 118
casually mentioned her 236
casually mentioned his 578
casually mentioned how 243
casually mentioned one 175
casually mentioned our 48
casually mentioned she 161
casually mentioned that 18061
casually mentioned them 65
casually mentioned this 417
casually observed and 92
casually observed her 65
casually observed that 1846
casually observed two 47
casually observed was 123
casually observes that 266
casually proposed that 60
casually reappeared with 40
casually remarked how 41
casually remarked one 77
casually remarked that 9515
casually remember out 42
casually reminded him 52
casually reported that 341
casually scratching his 57
casually selected and 64
casually shrugged his 65
casually shrugged off 195
casually strolled out 384
casually suggesting that 266
casually suggests that 392
casually wondered why 42
casualty business and 149
casualty coverage for 116
casualty deduction for 142
casualty estimate for 47
casualty insurers and 294
casualty insurers are 386
casualty insurers had 47
casualty insurers that 46
casualty involves both 51
casualty occurred and 112
casualty officers and 95
casualty policies are 93
casualty services and 52
casualty treatment and 135
cataloging materials and 52
cataloging materials for 60
cataloging policies and 244
cataloging practice and 163
cataloging practice for 79
cataloging problems and 65
cataloging services and 88
cataloging services for 92
catalogs announcing all 51
catalogs announcing new 296
catalogs designed for 71
catalogs indicate that 205
catalogs prepared for 45
catalyst activity and 1871
catalyst activity are 120
catalyst activity but 58
catalyst activity can 222
catalyst activity due 83
catalyst activity for 226
catalyst activity has 91
catalyst activity may 92
catalyst activity was 442
catalyst activity with 226
catalyst attrition and 52
catalyst carriers and 57
catalyst carriers are 47
catalyst combined with 92
catalyst combines with 77
catalyst compared with 125
catalyst containing both 47
catalyst decreases with 81
catalyst employed and 101
catalyst employed for 77
catalyst employed was 95
catalyst increased with 50
catalyst increases with 135
catalyst indicate that 94
catalyst lifetime and 63
catalyst materials and 77
catalyst materials are 108
catalyst materials for 57
catalyst modified with 143
catalyst molecule can 46
catalyst particle and 387
catalyst particle are 84
catalyst particle can 105
catalyst particle for 58
catalyst particle has 56
catalyst particle may 60
catalyst particle was 50
catalyst particle with 110
catalyst prepared using 57
catalyst prepared with 113
catalyst promoted with 248
catalyst recovery and 207
catalyst reduction and 73
catalyst required for 593
catalyst residues and 270
catalyst residues are 83
catalyst residues can 62
catalyst selection and 83
catalyst solutions are 49
catalyst suggests that 94
catalyst suitable for 194
catalyst supports and 205
catalyst supports are 158
catalyst supports for 162
catalyst supports with 54
catalyst surfaces and 110
catalyst surfaces are 88
catalyst synthesis and 87
catalyze oxidation and 218
catapult launches and 187
cataract accounts for 100
cataract formation and 2659
cataract formation are 436
cataract formation can 248
cataract formation due 110
cataract formation has 322
cataract formation may 516
cataract formation than 45
cataract formation that 94
cataract formation was 508
cataract formation with 227
cataract increases with 46
cataract operation and 540
cataract operation but 55
cataract operation can 97
cataract operation for 67
cataract operation had 72
cataract operation has 191
cataract operation may 74
cataract operation that 180
cataract operation was 544
cataract operation with 305
cataract patients and 431
cataract patients are 179
cataract patients had 64
cataract patients who 326
cataract patients with 381
catchall category and 110
catchall category for 1975
catchall category that 2149
catchall diagnosis for 189
catchall exception for 93
catchall provision for 195
catchall provision that 456
category accounting for 531
category accounts for 2638
category aircraft are 90
category analysis and 102
category analysis for 44
category approach and 57
category believed that 210
category boundary and 81
category boundary for 105
category boundary was 74
category clustering and 63
category combined with 137
category compared with 1000
category comprising all 184
category comprising both 79
category confusion and 51
category containing all 210
category containing both 53
category containing two 43
category contains all 710
category contains and 66
category contains both 158
category contains its 43
category contains not 43
category contains one 257
category contains six 71
category contains two 741
category decisions are 64
category declared that 67
category decreases with 42
category designed for 98
category eligible for 186
category embraced all 47
category embraces all 208
category equipped with 53
category evolution and 52
category examines how 256
category excludes all 57
category formation and 430
category formation are 49
category formation can 46
category formation that 183
category included all 1150
category included any 143
category included both 304
category included men 57
category included not 186
category included one 98
category included six 51
category included two 313
category includes all 17606
category includes any 1171
category includes both 2314
category includes but 73
category includes for 141
category includes his 70
category includes long 149
category includes low 70
category includes men 143
category includes new 115
category includes non 139
category includes not 1090
category includes oil 42
category includes one 500
category includes real 44
category includes six 245
category includes ten 48
category includes that 115
category includes things 121
category includes two 1656
category increased its 90
category increased with 50
category increases with 89
category indicate that 700
category indicating that 353
category intended for 55
category interact with 50
category involved and 90
category involves all 62
category involves two 58
category maintain that 50
category managers and 107
category managers are 51
category mistakes and 192
category mistakes are 140
category mistakes that 61
category occurred with 47
category overlaps with 470
category probably has 55
category proposed for 49
category provided for 184
category provided that 242
category provided they 80
category provides for 191
category provides that 49
category relations are 53
category relevant for 71
category reported that 422
category required for 124
category requires its 53
category requires that 657
category reserved for 1034
category salience and 81
category selected for 174
category selection and 104
category separate and 97
category suggesting that 43
category suggests that 1638
category suitable for 169
category typology for 43
category variables and 74
category variables are 111
catharsis suggests that 109
cathartic exercise for 78
cathedral accounts for 48
cathedral archives and 155
cathedral builders and 391
cathedral builders had 126
cathedral builders who 57
cathedral chapters and 4054
cathedral chapters are 211
cathedral chapters for 97
cathedral chapters had 408
cathedral chapters that 106
cathedral chapters was 297
cathedral chapters who 135
cathedral chapters with 195
cathedral churches and 3643
cathedral churches are 508
cathedral churches for 164
cathedral churches had 467
cathedral churches may 285
