debilitated can actually be 78
demonstrating and explaining to 106
demonstrating any evidence of 47
demonstrating her capacity to 41
demonstrating her interest in 62
demonstrating his capacity to 270
demonstrating his fidelity to 51
demonstrating his intention of 42
demonstrating his intention to 108
demonstrating his interest in 223
demonstrating his readiness to 123
demonstrating its capacity to 370
demonstrating its efficacy in 156
demonstrating its intention to 72
demonstrating its interest in 112
demonstrating its potential as 51
demonstrating its potential to 71
demonstrating its presence in 280
demonstrating its readiness to 79
demonstrating its validity in 48
demonstrating our capacity to 48
demonstrating our interest in 46
demonstrating that attempts to 40
demonstrating that children of 61
demonstrating that contrary to 46
demonstrating that exposure to 149
demonstrating that increases in 62
demonstrating that mutations in 45
demonstrating that patterns of 49
demonstrating that treatment of 77
demonstrating that variations in 45
demonstrating that whatever the 52
demoralized and degraded by 254
demoralized his regiment by 45
denomination and currency of 65
denominator and multiply by 81
denominator and multiply the 166
denominator and subtract the 52
denominator for expressing the 67
denominator for purposes of 144
denunciations and anathemas by 51
denunciations and petitions in 54
departments all articles of 46
departments and agencies as 3094
departments and agencies at 567
departments and agencies be 156
departments and agencies by 402
departments and agencies do 165
departments and agencies in 4336
departments and agencies is 632
departments and agencies it 49
departments and agencies of 13978
departments and agencies on 1065
departments and agencies or 293
departments and agencies so 184
departments and agencies the 248
departments and agencies to 6094
departments and approved by 194
departments and assigned to 72
departments and branches in 77
departments and branches of 1030
departments and branches to 58
departments and chairmen of 66
departments and chambers of 48
departments and citizens of 61
departments and colleges as 41
departments and colleges at 45
departments and colleges in 109
departments and colleges of 620
departments and colleges on 63
departments and colleges to 109
departments and communes in 44
departments and communes of 54
departments and communes to 73
departments and councils of 51
departments and divisions as 298
departments and divisions at 71
departments and divisions in 376
departments and divisions is 69
departments and divisions of 1664
departments and divisions on 47
departments and divisions to 288
departments and elements of 43
departments and functions as 49
departments and functions in 184
departments and functions is 56
departments and functions of 532
departments and functions to 107
departments and hundreds of 109
departments and managers of 59
departments and officers in 86
departments and officers of 661
departments and officers to 75
departments and officials in 139
departments and officials of 313
departments and officials to 88
departments and positions in 47
departments and programs as 116
departments and programs at 134
departments and programs in 499
departments and programs is 59
departments and programs of 280
departments and programs to 144
departments and relations of 52
departments and reported to 46
departments and services as 94
departments and services in 173
departments and services is 55
departments and services of 338
departments and services to 107
departments and therefore the 44
departments and thousands of 82
departments are affected by 143
departments are assigned to 316
departments are assisted by 42
departments are attached to 107
departments are attempting to 184
departments are believed to 51
departments are combined in 67
departments are composed of 191
departments are critical to 51
departments are designed to 233
departments are directed by 110
departments are directed to 99
departments are eligible to 48
departments are entitled to 172
departments are equipped to 124
departments are essential to 96
departments are examples of 225
departments are expected to 1171
departments are financed by 45
departments are functioning in 44
departments are governed by 132
departments are inclined to 97
departments are included in 334
departments are informed of 61
departments are intended to 78
departments are involved in 1673
departments are mandated to 40
departments are notified of 78
departments are occupied by 42
departments are operated by 128
departments are prepared to 239
departments are provided by 51
departments are referred to 148
departments are regarded as 161
departments are reported to 94
departments are required by 122
departments are required in 43
departments are required to 1887
departments are responding to 66
departments are selected by 41
departments are situated in 79
departments are struggling to 100
departments are supposed to 394
departments are unlikely to 143
departments can continue to 60
departments for inclusion in 51
departments for purposes of 512
departments for treatment of 55
departments had increased to 62
departments has resulted in 191
departments may continue to 57
departments not included in 142
departments not involved in 65
departments that comprise the 129
departments that continue to 58
departments that depended on 81
departments that reported to 61
departments was assigned to 51
departments with hundreds of 43
departments with thousands of 48
depopulation and desertion of 46
depopulation that followed the 60
deportations that followed the 57
depredations and excesses of 64
depredations and outrages of 77
depredations are confined to 74
depredations with impunity on 61
deprivations and sufferings of 211
deregulation and advances in 68
deregulation and expansion of 87
deregulation and promotion of 59
deregulation and reduction of 150
deregulation has affected the 45
deregulation has increased the 117
deregulation has occurred in 129
deregulation has resulted in 312
deregulation that occurred in 88
deregulation was expected to 85
deregulation was followed by 78
deregulation was intended to 59
deregulation was supposed to 85
derivatives and analyzed by 49
derivatives and products of 83
derivatives and transfer to 47
derivatives are affected by 41
derivatives are believed to 97
derivatives are composed of 51
derivatives are computed as 164
derivatives are computed at 139
derivatives are computed by 182
derivatives are computed in 93
derivatives are designed to 72
derivatives are employed as 211
derivatives are employed in 94
derivatives are employed to 55
derivatives are essential to 42
derivatives are examples of 119
derivatives are excreted in 121
derivatives are expected to 134
derivatives are functions of 249
derivatives are included in 217
derivatives are involved in 262
derivatives are obtained as 206
derivatives are obtained by 737
derivatives are obtained in 319
derivatives are prepared by 302
derivatives are prepared in 59
derivatives are probably the 143
derivatives are produced by 222
derivatives are produced in 109
derivatives are products of 57
derivatives are recorded in 42
derivatives are referred to 160
derivatives are regarded as 133
derivatives are replaced by 736
derivatives are reported in 91
derivatives are reported to 90
derivatives are required in 48
derivatives are required to 217
derivatives are supplied by 101
derivatives are supposed to 84
derivatives are utilized in 58
derivatives can therefore be 52
derivatives for purposes of 61
derivatives has resulted in 44
derivatives was achieved by 40
dermatology and director of 60
desaturated and elongated to 135
descendants and admirers of 73
descendants and families of 48
descendants and relations of 250
descendants are believed to 191
descendants are destined to 218
descendants are eligible to 65
descendants are entitled to 353
descendants are expected to 78
descendants are included in 101
descendants are involved in 42
descendants are mentioned in 94
descendants are numerous in 809
descendants are probably the 67
descendants are recorded in 57
descendants are referred to 151
descendants are regarded as 205
descendants are supposed to 238
descendants are unlikely to 48
descendants for hundreds of 63
descendants for thousands of 61
descendants had betrayed so 81
descendants may continue to 71
descendants too numerous to 127
descendants was destined to 54
descendants who continue to 101
descendants who migrated to 61
descendants who remained in 106
descendants who survived the 143
descriptions and accounts of 957
descriptions and allusions in 70
descriptions and allusions of 58
descriptions and allusions to 89
descriptions and analysis of 1039
descriptions and attempts to 52
descriptions and comments by 46
descriptions and comments in 62
descriptions and comments of 86
descriptions and comments on 344
descriptions and defenses of 56
descriptions and diagnoses of 96
descriptions and eulogies of 54
descriptions and evidence of 43
descriptions and examples in 92
descriptions and examples of 1820
descriptions and examples to 48
descriptions and functions of 68
descriptions and identify the 52
descriptions and locations of 333
descriptions and memories of 57
descriptions and notations of 67
descriptions and outlines of 62
descriptions and pictures in 88
descriptions and pictures of 1973
descriptions and pictures to 102
descriptions and profiles of 44
descriptions and proposal of 54
descriptions and sketches of 534
descriptions and treatment of 58
descriptions are accepted as 119
descriptions are accurate in 48
descriptions are adequate to 58
descriptions are assigned to 72
descriptions are attached to 100
descriptions are attempts to 45
descriptions are believed to 73
descriptions are compared to 84
descriptions are composed of 130
descriptions are confined to 205
descriptions are designed to 382
descriptions are embedded in 83
descriptions are embodied in 41
descriptions are essential in 46
descriptions are essential to 148
descriptions are examples of 173
descriptions are expected to 59
descriptions are followed by 416
descriptions are included as 55
descriptions are included in 666
descriptions are included of 82
descriptions are included to 68
descriptions are intended as 107
descriptions are intended to 1235
descriptions are obtained by 59
descriptions are possible in 62
descriptions are preceded by 82
descriptions are prepared by 61
descriptions are prepared in 50
descriptions are provided as 176
descriptions are provided at 50
descriptions are provided by 360
descriptions are provided in 876
descriptions are provided of 285
descriptions are provided to 133
descriptions are recorded in 93
descriptions are referred to 183
descriptions are regarded as 175
descriptions are relative to 44
descriptions are relevant to 89
descriptions are replaced by 72
descriptions are required to 144
descriptions are specific to 46
descriptions are supplied by 45
descriptions are supposed to 138
descriptions are unlikely to 54
descriptions are verified by 176
descriptions for hundreds of 56
descriptions for positions in 66
descriptions for purposes of 72
descriptions has deserved to 107
descriptions not descending to 416
descriptions that comprise the 44
descriptions that describe the 128
descriptions that identify the 79
descriptions that indicate the 66
descriptions was designed to 67
descriptions with examples of 45
descriptive and attempts to 52
descriptive and specific to 48
descriptors are assigned to 108
descriptors are included in 93
descriptors are intended to 63
descriptors are provided to 44
descriptors are required to 55
descriptors that describe the 154
desideratum was supplied by 159
designations and functions of 63
designations and intended to 362
designations are assigned to 89
designations are followed by 111
designations are included in 80
designations are intended to 139
designations are provided in 55
designations that indicate the 42
desperately and futilely to 80
desperately but futilely to 41
desperately for solutions to 44
desperately for somebody to 53
desperately for survival in 55
desperately ill patients as 101
desperately ill patients in 47
desperately ill patients to 50
desperately low standard of 113
despondency and distrust of 54
despondency and heaviness of 73
despondency that followed the 47
despondency that pervaded the 51
despondency that threatened to 44
despondency was deepened by 48
despondency was increased by 82
destabilize and overthrow the 461
destinations are included in 48
destinations for thousands of 48
destinations for visitors to 64
destructive and contrary to 134
destructive and dangerous in 75
destructive and dangerous of 73
destructive and dangerous to 284
destructive and inimical to 79
destructive and injurious to 74
destructive and negative in 64
destructive and wasteful of 111
detachments and assigned to 43
detachments are stationed at 49
detachments being stationed at 42
detachments for purposes of 45
deteriorated and resulted in 141
deteriorated than improved by 54
deteriorated with increases in 41
deteriorates with exposure to 131
deterioration and breakdown of 157
deterioration and collapse of 226
deterioration and corrosion of 64
deterioration and depletion of 102
deterioration and downfall of 59
deterioration and pollution of 61
deterioration and reduction of 80
deterioration and spoilage of 135
deterioration had occurred in 132
deterioration has advanced to 50
deterioration has befallen the 69
deterioration has occurred in 289
deterioration has resulted in 54
deterioration that followed the 67
deterioration that occurred in 135
deterioration was apparent in 51
deterioration was observed in 535
deterioration was produced by 67
determinism and emphasis on 48
determinism and fatalism of 52
determinism was replaced by 66
dethronement and exclusion of 42
dethronement and execution of 203
dethronement and expulsion of 64
detrimental and dangerous to 160
detrimental and inimical to 63
detrimental and injurious to 372
detrimental than otherwise to 58
devaluations and increases in 43
devaluations that occurred in 42
development aid amounted to 82
development aid policies of 49
development aid projects in 101
development aid provided by 217
development aid received by 49
development and abolition of 43
development and accession of 50
development and accuracy of 59
development and activity in 663
development and activity is 87
development and activity of 6145
development and addressing the 54
development and adequacy of 68
development and advances in 267
development and advances of 64
development and advocacy of 258
development and affected the 46
development and aftermath of 44
development and alleviate the 41
development and analysis in 165
development and analysis is 73
development and analysis of 8092
development and analyzes the 60
development and approach to 90
development and approval of 1690
development and assembly of 208
development and assertion of 355
development and assesses the 58
development and assisted in 43
development and attempting to 107
development and attempts at 57
development and attempts to 829
development and attention to 150
development and attitude of 60
development and authority of 52
development and autonomy in 42
development and autonomy of 393
development and barriers to 135
development and beautifying of 78
development and behaviors of 40
development and believed in 40
development and benefits of 214
development and blossoming of 116
development and breakdown of 434
development and broadening of 283
development and business in 44
development and capacity of 207
development and capacity to 581
development and causation of 75
development and cessation of 76
development and chairman of 46
development and checkout of 53
development and cognition in 85
development and collapse of 412
development and comments on 94
development and commerce of 57
development and compared the 40
development and concepts of 255
development and concerns of 41
development and condition of 518
development and conducting of 61
development and confined to 41
development and conflict in 99
development and conflict of 111
development and conquest of 51
development and conserve the 49
development and consider it 48
development and consider the 190
development and consists of 243
development and consulting in 86
development and contents of 129
development and continue to 497
development and contrast of 57
development and controls the 45
development and counseling of 202
development and coverage of 47
development and critique of 556
development and cytology of 124
development and decreases the 93
development and deficits in 113
development and delivery in 144
development and delivery is 163
development and delivery of 8053
development and delivery to 112
development and depletion of 156
development and describe the 205
development and describing the 49
development and designed to 64
development and detection of 135
development and diagnosis of 109
development and diffusion in 180
development and diffusion is 83
development and diffusion of 18451
development and diffusion to 48
development and diminish the 111
development and directed the 40
development and direction in 54
development and direction of 2485
development and director of 188
development and disposal of 483
development and downfall of 89
development and dynamics in 44
development and dynamics of 953
development and dynamism of 92
development and economic co 97
development and education as 439
development and education at 86
development and education by 138
development and education in 3600
development and education is 314
development and education of 6632
development and education on 139
development and education so 110
development and education to 422
development and efficacy of 195
development and elements of 58
development and elevation of 519
development and elongation of 126
development and emphasis of 142
development and emphasis on 369
development and engineering in 137
development and engineering of 773
development and engineering to 44
development and enhances the 101
development and equality in 50
development and equality of 501
development and essential to 69
development and evaluate the 181
development and evaluating the 62
development and evidence of 116
development and evolution as 363
development and evolution by 130
development and evolution in 672
development and evolution is 329
development and evolution of 23855
development and evolution on 47
development and evolution to 137
development and examined the 41
development and examines the 156
development and examples of 132
development and execution by 41
development and execution in 93
development and execution is 64
development and execution of 7861
development and exercise in 59
development and exercise of 11413
development and exercise on 132
development and exercising of 63
development and expansion as 283
development and expansion at 78
development and expansion by 115
development and expansion in 2296
development and expansion is 193
development and expansion of 53893
development and expansion on 92
development and expansion the 62
development and expansion to 377
development and expected to 240
development and explains the 96
development and explores the 177
development and explosion of 46
development and exposure of 114
development and exposure to 315
development and expulsion of 70
development and extended the 40
development and extension in 198
development and extension is 129
development and extension of 19603
development and extension to 112
development and extrusion of 92
development and followed by 43
development and followed the 41
development and formation in 55
development and formation is 61
development and formation of 6098
development and fortunes of 115
development and functioning as 260
development and functioning in 683
development and functioning is 181
development and functioning of 8649
development and functions in 54
development and functions of 1504
development and genetics of 47
development and gingivitis in 56
development and greatness of 79
development and guidance in 96
development and guidance of 802
development and harnessing of 121
development and harvesting of 74
development and heredity in 114
development and homology of 102
development and hundreds of 45
development and identify the 202
development and identity in 85
development and identity of 162
development and improved the 69
development and improves the 167
development and included the 41
development and includes the 154
development and inclusion in 79
development and inclusion of 655
development and increased the 226
development and increases in 312
development and increases the 332
development and indicate the 155
development and indicating the 44
development and induction of 167
development and industry in 44
development and initiated the 41
development and initiation of 426
development and insertion of 89
development and interest in 649
development and interest of 71
development and invention of 152
development and involved in 40
development and involves the 113
development and isolation of 103
development and issuance of 372
development and iteration of 40
development and lactation in 95
development and lecturer on 59
development and lethality in 314
development and literacy in 64
development and longevity in 59
development and longevity of 320
development and maintain the 215
development and maturity as 186
development and maturity in 207
development and maturity is 160
development and maturity of 1501
development and maturity to 68
development and menarche in 57
development and migration in 153
development and migration is 59
development and migration of 689
development and migration to 49
development and minimize the 146
development and mobility of 131
development and monitoring of 2829
development and monitoring the 87
development and movement in 87
development and movement of 1416
development and movement to 52
development and networking of 49
development and nourishing of 46
development and nutrition in 55
development and nutrition is 52
development and nutrition of 979
development and ontogeny of 59
development and openness to 70
development and operation as 230
development and operation at 42
development and operation by 114
development and operation in 315
development and operation is 223
development and operation of 47917
development and operation on 64
development and operation to 157
development and outcomes of 307
development and outgrowth of 214
development and outlines the 95
development and overcome the 60
development and overcoming of 60
development and overcoming the 59
development and overview of 44
development and ovulation in 217
development and ovulation of 65
development and pathology in 60
development and pathology of 245
development and patterning of 195
development and patterns of 642
development and perfecting of 2491
development and policies in 143
development and policies of 246
development and policies to 78
development and politics in 243
development and politics of 194
development and pollution of 49
development and positioning of 124
development and possibly in 135
development and possibly the 123
development and possibly to 48
development and potential in 46
development and potential of 773
development and practice as 46
development and practice in 329
development and practice is 65
development and practice of 4028
development and prepared the 44
development and prepares the 90
development and presence of 377
development and presents an 46
development and presents the 69
development and preserve the 151
development and preserving the 151
development and prestige of 110
development and pretesting of 166
development and preventing the 66
development and prevents the 95
development and probably in 49
development and probably the 64
development and problems in 208
development and problems of 1428
development and proceeds to 131
development and processing in 44
development and processing of 558
development and produces the 43
development and programs of 82
development and programs to 43
development and progress as 866
development and progress at 120
development and progress by 311
development and progress he 48
development and progress in 6808
development and progress is 1094
development and progress it 59
development and progress of 30611
development and progress on 184
development and progress or 54
development and progress the 86
development and progress to 839
development and promised to 45
development and promises to 74
development and promoted the 125
development and promotes the 186
development and promotion as 102
development and promotion by 63
development and promotion in 185
development and promotion is 92
development and promotion of 25343
development and promotion to 189
development and proposal of 56
development and proposed the 42
development and prospect of 60
development and protecting the 591
development and provided an 65
development and provided the 461
development and provides an 391
development and provides the 298
development and provision of 6414
development and publishing of 151
development and purchase of 592
development and purposes of 163
development and questions of 95
development and rationale of 169
development and readiness of 42
development and readiness to 135
development and rebuilding of 75
development and reception of 435
development and recession of 110
development and recovery in 63
development and recovery of 371
development and redesign of 74
development and reduction in 145
development and reduction of 579
development and reduction to 68
development and referred to 76
development and reflects the 175
development and regarded the 90
development and regulate the 66
development and regulating the 48
development and rehearsal of 125
development and rejected the 124
development and rejection of 126
development and relations of 268
development and relations to 44
development and remained in 45
development and remission of 78
development and remodeling of 107
development and replaced by 43
development and requires the 115
development and reserves of 52
development and resourcing of 53
development and responding to 81
development and response of 59
development and response to 754
development and restrict the 42
development and resulted in 413
development and retention in 50
development and retention of 1719
development and retraining of 59
development and returned to 52
development and reversal of 355
development and revisions of 120
development and richness of 162
development and salvation of 64
development and scheduling of 65
development and secondly to 51
development and secretion in 78
development and secretion of 235
development and security in 409
development and security is 126
development and security of 1341
development and security to 44
development and selection in 129
development and selection of 2198
development and sequence of 306
development and sequencing of 88
development and services in 146
development and services of 73
development and services to 96
development and severity of 1288
development and sharpening of 373
development and shortening of 96
development and situation of 96
development and sociology of 47
development and solutions to 65
development and spectrum of 51
development and standard of 545
development and strategy in 44
development and strategy of 66
development and strengthen the 183
development and stressed the 332
development and stresses the 289
development and struggle of 107
development and suggests the 157
development and supporting the 87
development and supports the 65
development and survival as 180
development and survival in 445
development and survival is 73
development and survival of 4244
development and survival on 51
development and survival to 54
development and sustaining of 361
development and symmetry of 115
development and symptoms of 145
development and synthesis of 421
development and tendency of 55
development and therefore an 49
development and therefore as 110
development and therefore be 40
development and therefore do 72
development and therefore in 319
development and therefore is 310
development and therefore it 285
development and therefore no 158
development and therefore of 490
development and therefore on 62
development and therefore the 1232
development and therefore to 501
development and therefore we 42
development and thickness of 102
development and thousands of 75
development and tradition of 85
development and transfer in 161
development and transfer is 63
development and transfer of 9212
development and transfer to 367
development and treatment of 4979
development and turnover of 53
development and validity of 199
development and variations in 182
development and variations of 304
development and viability of 458
development and vitality of 280
development are accepted as 42
development are achieved by 49
development are affected by 645
development are amenable to 44
development are analyzed in 121
development are apparent in 169
development are assessed in 47
development are assigned to 91
development are attempting to 53
development are attempts to 52
development are attended to 58
development are believed to 235
development are captured in 40
development are combined in 73
development are compared in 40
development are compared to 43
development are composed of 78
development are confined to 96
development are contingent on 44
development are critical in 80
development are critical to 363
development are depicted in 144
development are designed to 306
development are destined to 66
development are detailed in 80
development are dictated by 43
development are directed by 57
development are directed to 61
development are embedded in 154
development are embodied in 77
development are enhanced by 106
development are entitled to 129
development are essential if 92
development are essential in 97
development are essential to 559
development are evidence of 45
development are examined by 44
development are examined in 801
development are examples of 384
development are expected to 768
development are explored in 203
development are extended to 47
development are followed by 108
development are functions of 106
development are governed by 219
development are grounded in 78
development are hampered by 76
development are hindered by 42
development are implicit in 68
development are inclined to 62
development are included in 662
development are inherent in 171
development are integral to 110
development are intended to 233
development are involved in 202
development are mentioned in 86
development are observed in 140
development are obtained by 41
development are outlined in 355
development are possible in 86
development are presumed to 77
development are probably the 125
development are problems of 66
development are proceeding at 40
development are produced by 129
development are produced in 41
development are products of 58
development are promoted by 75
development are proposed to 46
development are provided by 380
development are provided in 238
development are provided to 56
development are recorded in 83
development are referred to 472
development are regarded as 536
development are relative to 52
development are relevant to 209
development are replaced by 70
development are reported in 102
development are reported to 51
development are required in 100
development are required to 517
development are retarded by 54
development are reviewed by 78
development are reviewed in 202
development are shrouded in 43
development are situated in 53
development are specific to 64
development are stressed in 67
development are supplied by 47
development are supposed to 199
development are therefore of 56
development are threatened by 51
development are unlikely to 417
development being arrested at 59
development being confined to 128
development being followed by 79
development being promoted by 52
development being regarded as 146
development being supplied by 43
development can actually be 128
development can continue in 60
development can continue to 157
development can obviously be 40
development can possibly be 57
development can probably be 343
development can properly be 49
development can scarcely be 309
development can therefore be 387
development can usefully be 96
development far exceeded the 45
development for analysis of 53
development for children at 63
development for children in 266
development for children of 205
development for children to 65
development for children up 78
development for education in 306
development for hundreds of 136
development for inclusion in 64
development for purposes of 506
development for students in 105
development for students of 80
development for thousands of 186
development for treatment of 211
development had advanced to 75
development had affected the 49
development had depended on 41
development had followed the 118
development had increased the 90
development had increased to 42
development had occurred at 60
development had occurred by 45
development had occurred in 843
development had occurred on 69
development had occurred to 57
development had prepared the 62
development had produced an 48
development had resulted in 382
development has advanced in 47
development has advanced so 152
development has advanced to 208
development has affected the 414
development has amounted to 47
development has attained the 43
development has attended the 47
development has captured the 88
development has centered on 256
development has declined in 47
development has decreased the 54
development has depended on 743
development has enhanced the 111
development has entailed the 42
development has exceeded the 53
development has expanded the 89
development has expanded to 66
development has extended the 107
development has extended to 70
development has followed an 47
development has followed in 57
development has followed the 587
development has happened in 70
development has improved the 132
development has included the 132
development has increased as 44
development has increased by 59
development has increased in 236
development has increased the 729
development has increased to 48
development has involved an 56
development has involved the 404
development has lessened the 45
development has modified the 66
development has occurred as 245
development has occurred at 343
development has occurred by 75
development has occurred in 8789
development has occurred is 46
development has occurred on 350
development has occurred so 40
development has occurred to 158
development has prepared the 41
development has produced an 130
development has produced in 63
development has produced the 146
development has promoted the 47
development has prompted the 82
development has provided an 107
development has provided the 242
development has provided us 86
development has received the 133
development has remained an 64
development has remained at 49
development has remained in 53
development has remained the 70
development has rendered the 72
development has replaced the 64
development has required the 89
development has resulted in 4534
development has returned to 52
development has stressed the 72
development has suffered no 51
development has therefore to 79
development led directly to 143
development may actually be 180
development may continue in 87
development may continue to 197
development may indicate the 79
development may possibly be 114
development may properly be 92
development may therefore be 352
development not confined to 93
development not diminish the 47
