deceptively calm surface of 75
differences also explain the 53
differences also reflect the 305
differences among animals in 135
differences among animals of 69
differences among bacteria in 46
differences among classes in 161
differences among classes of 259
differences among clients in 65
differences among cohorts in 93
differences among couples in 74
differences among dialects of 45
differences among experts in 46
differences among factions of 42
differences among faculty in 63
differences among farmers in 98
differences among females in 64
differences among infants in 359
differences among infants of 43
differences among learners in 206
differences among learners is 48
differences among measures of 41
differences among members in 236
differences among members of 3610
differences among muslims in 45
differences among objects in 68
differences among objects of 48
differences among objects or 68
differences among parents in 164
differences among parents of 46
differences among parties in 65
differences among persons as 108
differences among persons in 435
differences among persons of 172
differences among persons or 40
differences among samples in 66
differences among samples of 130
differences among schools in 663
differences among schools of 180
differences among schools or 45
differences among sections of 87
differences among sectors in 140
differences among sectors of 50
differences among several of 73
differences among sources of 45
differences among speakers in 60
differences among speakers of 142
differences among species as 161
differences among species in 1611
differences among species is 106
differences among species of 321
differences among species or 128
differences among species to 45
differences among stimuli in 48
differences among strains in 98
differences among strains of 448
differences among studies in 289
differences among subsets of 40
differences among systems in 74
differences among systems of 114
differences among teachers as 186
differences among teachers in 506
differences among teachers of 43
differences among variants of 57
differences among versions of 81
differences among workers in 459
differences among writers in 46
differences come between us 119
differences come together in 64
differences even between the 286
differences fall outside the 48
differences from company to 102
differences from country to 1928
differences from culture to 273
differences from language to 76
differences from members of 114
differences from patient to 105
differences from society to 100
differences from species to 214
differences from subject to 65
differences from village to 98
differences grew between the 75
differences have appeared in 258
differences have cropped up 75
differences have emerged as 167
differences have emerged in 411
differences have emerged on 43
differences have evolved in 92
differences have existed in 196
differences have focused on 108
differences help explain the 256
differences here alluded to 42
differences here between the 443
differences into account as 252
differences into account by 155
differences into account if 67
differences into account in 960
differences into account is 135
differences into account to 77
differences into matters of 52
differences just balance in 61
differences lend support to 69
differences made between the 41
differences must include the 52
differences must somehow be 68
differences only between the 200
differences only insofar as 45
differences over control of 53
differences over details of 41
differences over matters of 246
differences over tactics is 41
differences over tactics to 43
differences seem related to 92
differences seen between the 691
differences upon matters of 50
differences vary according to 235
differences vary depending on 85
differences were allowed to 196
differences were assumed to 280
differences were beginning to 329
differences were between the 1062
differences were brought to 250
differences were capable of 85
differences were central to 71
differences were defined as 65
differences were defined by 54
differences were divided by 51
differences were dwarfed by 47
differences were evident as 103
differences were evident at 132
differences were evident in 1792
differences were evident on 165
differences were greatest at 98
differences were greatest in 299
differences were greatest on 56
differences were ignored by 41
differences were ignored in 84
differences were largely in 66
differences were largely the 111
differences were largest in 79
differences were limited to 282
differences were located in 64
differences were matters of 273
differences were measured at 47
differences were measured by 142
differences were measured in 240
differences were mediated by 61
differences were minimal in 80
differences were noticed by 45
differences were noticed in 549
differences were patched up 431
differences were present at 187
differences were present in 771
differences were present on 67
differences were reduced by 77
differences were reduced in 64
differences were reduced to 246
differences were related in 57
differences were related to 2025
differences were removed by 64
differences were revealed by 255
differences were revealed in 638
differences were revealed on 47
differences were settled at 42
differences were settled by 540
differences were settled in 148
differences were settled on 47
differences were similar in 102
differences were similar to 266
differences were smaller in 184
differences were studied by 63
differences were studied in 71
differences were subject to 45
differences were visible in 111
differences when analyzing the 43
differences when applied to 119
differences when comparing the 467
differences when examining the 63
differences will increase as 115
differences will increase in 52
differences will increase the 66
differences will persist in 73
differences will prevent the 45
differences will provide the 42
differences will reflect the 89
differences will reverse in 109
differences will usually be 153
differences work together to 47
differential cost between the 63
differential drug effects on 54
differential heating between the 207
differential loss between the 48
differential mass balance on 58
differential mating success of 88
differential rate between the 53
differential rate equation is 80
differential ratio between the 45
differently even according to 57
differently from company to 62
differently from country to 622
differently from culture to 413
differently from himself in 46
differently from himself on 107
differently from language to 71
differently from leptons in 62
differently from members of 512
differently from patient to 52
differently from persons in 52
differently from persons of 50
differently from society to 66
differently from speakers of 60
differently from victims of 42
differently from workers in 54
differently just because he 66
differently just because it 43
differently just because of 126
differently just because the 43
differently only because of 70
differently when applied to 296
differently when exposed to 421
dignitaries were allowed to 113
dignitaries were brought to 40
dignitaries were gathered in 47
dignitaries were invited to 351
dignitaries were ordered to 119
dignitaries were present at 106
dignitaries were present in 54
dignitaries were present to 68
disaffection among members of 191
disaffection were drowned by 91
disafforest some forests of 48
disagreeable home obliged me 51
disagreeable odor pervading it 53
disagreeable side effects of 79
disappointing when applied to 88
disapproval from members of 114
disapproved most heartily of 53
disapproved most strongly of 242
disapproved very strongly of 217
discernible break between the 46
discernible link between the 173
discernible only because of 41
disciplined army affords to 64
disciplined army capable of 70
disciplines came together to 157
disciplines come together in 52
disciplines come together to 160
disciplines from history to 42
disciplines from physics to 74
disciplines have entered the 48
disciplines have focused on 160
disciplines have managed to 40
disciplines have started to 59
disciplines have studied the 138
disciplines like history or 47
disciplines like physics or 51
disciplines were applied to 49
disciplines were beginning to 115
disciplines were brought to 51
disciplines were invited to 148
disciplines work together as 113
disciplines work together in 114
disciplines work together on 77
disciplines work together to 234
disclosures must include the 78
discomfited took courage in 51
discomforts into sources of 58
discontents were excited by 52
discontinue their customs of 94
discontinue their efforts to 192
discontinue their studies at 155
discontinue their support of 141
discouraged from accepting the 58
discouraged from affording me 46
discouraged from attending by 58
discouraged from attending the 573
discouraged from attending to 54
discouraged from believing in 44
discouraged from competing in 60
discouraged from embarking on 231
discouraged from enrolling in 282
discouraged from exploring the 101
discouraged from following the 304
discouraged from following up 69
discouraged from indulging in 295
discouraged from investing in 1189
discouraged from listening to 117
discouraged from migrating to 163
discouraged from operating in 54
discouraged from proposing to 76
discouraged from referring to 58
discouraged from remaining in 237
discouraged from reporting the 99
discouraged from resorting to 320
discouraged from returning to 507
discouraged from traveling to 67
discouraged their efforts to 61
discourages their ambition at 81
discoverers were obliged to 54
discoveries have altered the 47
discoveries have brought to 671
discoveries have brought us 55
discoveries have enabled the 49
discoveries have enabled us 244
discoveries have revealed the 213
discoveries have revealed to 65
discoveries made between the 40
discoveries made towards the 46
discoveries were applied to 112
discoveries were arrived at 60
discoveries were beginning to 111
discoveries were brought to 89
discoveries were laughed at 48
discoveries were limited to 69
discoveries were printed in 43
discoveries were related to 55
discrepancy felt between the 76
discrepancy here between the 453
discrepancy seen between the 41
disencumber their grounds of 57
dislocations were arranged in 56
dislocations were present in 53
disparities have widened in 52
disparities were evident in 49
dispensation from producing or 113
dispositions been founded in 68
dispositions just beginning to 69
dispositions were opposed to 153
disputations were carried on 319
disregarded just because the 43
disregarded when assessing the 63
disregarded when computing the 87
disseminate such reports as 129
disseminate their message of 43
disseminate their message to 86
disseminate their religion is 43
disseminate their results to 50
disseminate vast amounts of 211
disseminating their message to 43
dissertation will address the 72
dissertation will analyze the 49
dissertation will attempt to 351
dissertation will consist of 61
dissertation will discuss the 72
dissertation will examine the 242
dissertation will explore the 99
distinctions among classes of 232
distinctions among degrees of 85
distinctions among members of 357
distinctions here between the 64
distinctions into account in 44
distinctions made according to 90
distinctions made between the 1716
distinctions were allowed to 59
distinctions were applied to 53
distinctions were awarded to 78
distinctions were beginning to 176
distinctions were between the 65
distinctions were blurred by 65
distinctions were blurred in 124
distinctions were evident in 106
distinctions were familiar to 62
distinctions were founded on 48
distinctions were related to 57
distinctions were unknown to 44
distinctions when applied to 47
distinctions when referring to 50
distinctive break between the 40
distinctive from members of 60
distinctive line between the 143
distinctive link between the 67
distinctive mark between the 182
distinctive only because of 50
distinctive sign between the 43
distinctive term applied to 44
distinctive tone quality of 56
distinctive type enables the 148
distinctive ways according to 41
distinguished also between the 58
distinguished among artists by 77
distinguished five classes of 100
distinguished five degrees of 63
distinguished four aspects of 61
distinguished four classes of 284
distinguished four degrees of 103
distinguished from abscess by 42
distinguished from abscess of 96
distinguished from absence of 117
distinguished from albumen by 369
distinguished from albumin by 76
distinguished from ancient by 184
distinguished from animals by 1428
distinguished from animals in 109
distinguished from animals of 68
distinguished from arsenic by 57
distinguished from attacks of 120
distinguished from bacteria by 80
distinguished from calcite by 267
distinguished from capital in 90
distinguished from classes of 50
distinguished from content or 45
distinguished from control by 52
distinguished from control of 437
distinguished from dementia by 81
distinguished from diseases of 82
distinguished from effects of 116
distinguished from effects on 51
distinguished from efforts to 105
distinguished from essence by 41
distinguished from failure of 97
distinguished from failure to 94
distinguished from females by 579
distinguished from females in 53
distinguished from females of 80
distinguished from freedom of 168
distinguished from freemen by 81
distinguished from general or 76
distinguished from glucose by 188
distinguished from glucose in 41
distinguished from granite by 76
distinguished from grasses by 91
distinguished from history by 112
distinguished from history in 82
distinguished from history of 44
distinguished from history or 60
distinguished from impulse by 42
distinguished from increase of 121
distinguished from insects by 108
distinguished from judaism by 63
distinguished from jupiter by 127
distinguished from justice in 40
distinguished from larceny in 52
distinguished from letters of 42
distinguished from liquids by 132
distinguished from lizards by 139
distinguished from loyalty to 65
distinguished from lumbago by 41
distinguished from mankind in 63
distinguished from matters of 590
distinguished from measures of 132
distinguished from members of 786
distinguished from mistake of 63
distinguished from national or 127
distinguished from natural or 111
distinguished from normals by 61
distinguished from objects in 71
distinguished from objects of 183
distinguished from persons in 76
distinguished from persons of 192
distinguished from primary or 98
distinguished from private or 213
distinguished from quality of 60
distinguished from refusal to 59
distinguished from reliance on 41
distinguished from religion as 99
distinguished from religion by 73
distinguished from religion in 115
distinguished from research in 49
distinguished from research on 44
distinguished from rupture of 74
distinguished from satiety by 55
distinguished from science as 175
distinguished from science by 176
distinguished from science in 142
distinguished from species by 60
distinguished from species of 228
distinguished from studies of 133
distinguished from systems of 90
distinguished from tenancy in 71
distinguished from tetanus by 101
distinguished from tragedy by 101
distinguished from typhoid by 53
distinguished from vessels of 43
distinguished from violation of 73
distinguished from virgins by 58
distinguished from weakness by 46
distinguished from written or 42
distinguished good fortune to 163
distinguished here according to 42
distinguished here between the 89
distinguished like himself by 90
distinguished only according as 111
distinguished only according to 146
distinguished only because it 40
distinguished only because of 62
distinguished only between the 121
distinguished only insofar as 46
distinguished three aspects of 717
distinguished three classes of 1517
distinguished three degrees of 541
distinguished three factors in 45
distinguished three sources of 133
distinguished three species of 180
distinguished what appeared to 41
distinguished young officer of 96
distinguished young officer to 66
distinguishes also between the 181
distinguishes five classes of 290
distinguishes five degrees of 54
distinguishes five species of 51
distinguishes four aspects of 269
distinguishes four classes of 815
distinguishes four degrees of 144
distinguishes four species of 61
distinguishes here between the 519
distinguishes only between the 255
distinguishes those aspects of 64
distinguishes three aspects of 989
distinguishes three classes of 2316
distinguishes three degrees of 715
distinguishes three factors in 47
distinguishes three moments in 53
distinguishes three schools of 54
distinguishes three sources of 156
distinguishes three species of 364
distinguishes three spheres of 117
distinguishes three variants of 40
distinguishes three versions of 63
distinguishes well between the 86
distractions from outside the 56
distributed among certain of 65
distributed among classes of 74
distributed among farmers in 94
distributed among friends in 84
distributed among friends or 52
distributed among holders of 56
distributed among members as 111
distributed among members in 224
distributed among members of 6028
distributed among members on 55
distributed among millions of 174
distributed among persons in 72
distributed among persons of 107
distributed among sectors of 49
distributed among several of 240
distributed among several or 58
distributed among upwards of 49
distributed among workers in 131
distributed fast switching is 86
distributed file systems in 112
distributed file systems is 117
distributed free samples of 80
distributed free tickets to 95
distributed from florida to 67
distributed from morocco to 46
distributed from senegal to 48
distributed from surface to 98
distributed from virginia to 53
distributed great numbers of 73
distributed into classes of 47
distributed into figures at 74
distributed into parcels or 40
distributed into sections or 101
distributed land according to 126
distributed less equally in 43
distributed load applied to 240
distributed load carried by 51
distributed many millions of 115
distributed more according to 63
distributed more densely in 60
distributed more equally in 227
distributed more equally or 48
distributed more towards the 148
distributed only according to 129
distributed only subject to 92
distributed over millions of 80
distributed over portions of 51
distributed over several of 86
distributed over several or 45
distributed tree species in 164
distributed upon request to 126
distributed vast amounts of 163
distributed vast numbers of 41
distributes wealth according to 57
distribution also affects the 152
distribution also applies to 124
distribution also depends on 318
distribution also results in 56
distribution among captors of 61
distribution among classes of 67
distribution among factors of 111
distribution among farmers in 51
distribution among holders of 101
distribution among members of 777
distribution among persons of 75
distribution among sectors of 73
distribution among workers of 45
distribution during mitosis in 160
distribution fall between the 191
distribution from current or 82
distribution from factory to 58
distribution from surface to 55
distribution having degrees of 88
distribution into account in 78
distribution lies between the 315
distribution lies outside the 84
distribution made according to 150
distribution more similar to 93
distribution must conform to 55
distribution must consist of 57
distribution must include the 64
distribution must satisfy the 393
distribution only depends on 65
distribution peaks outside the 129
distribution ratio between the 169
distribution taking account of 48
distribution vary according to 93
distribution vary depending on 49
distribution very similar to 936
distribution were allowed to 59
distribution were applied to 60
distribution were assumed to 53
distribution were handled by 84
distribution were measured by 102
distribution were measured in 45
distribution were related to 67
distribution were similar in 57
distribution were similar to 147
distribution were studied by 57
distribution were studied in 76
distribution were subject to 72
distribution when applied to 129
distribution when plotted on 112
distribution will conform to 71
distribution will consist of 148
distribution will decrease the 44
distribution will include the 49
distribution will increase as 85
distribution will increase the 143
distribution will produce the 90
distribution will provide an 65
distribution will provide the 74
distribution will qualify as 300
distribution will reflect the 122
distribution will require the 44
distribution will satisfy the 49
distribution will suffice to 46
distribution will usually be 148
disturbance from outside the 90
disturbance into harmony is 81
disturbance term assumed to 92
disturbance upon account of 106
disturbance very similar to 190
disturbance will disrupt the 62
disturbance will suffice to 42
diversified their sources of 654
documentary film depicting the 85
documentary film footage of 90
documentary film recording the 43
documentary film released in 41
documentary link between the 41
domesticate such animals as 46
drastically from country to 110
drastically from culture to 62
drunkenness among members of 49
drunkenness wrong because of 79
