daft and happy hills 52
days and weeks apart 48
days and weeks began 65
days and weeks could 73
days and weeks every 42
days and weeks glide 43
days and weeks later 428
days and weeks looking 44
days and weeks might 95
days and weeks rather 224
days and weeks since 165
days and weeks spent 392
days and weeks under 106
days and weeks until 497
days and weeks waiting 44
days and weeks where 47
days and weeks which 738
days and weeks while 87
days and weeks working 40
days and weeks would 359
days and which could 41
days and which still 72
days and which would 106
days and working hours 190
days and would never 79
days are added after 125
days are getting longer 2434
days are getting short 266
days are given below 244
days are growing longer 487
days are growing short 395
days are named after 182
days are often quite 67
days are often spent 136
days are often sunny 69
days are rather longer 317
days are shown below 71
days are spent either 53
days are spent sitting 56
days are spent under 44
days are spent working 92
days are still alive 104
days are still fresh 126
days are still quite 68
days are still short 131
days are still vivid 73
days are talking about 54
days are turning round 52
days are within doors 44
days being spent while 40
days few people could 49
days for eight hours 51
days for eight months 64
days for holding fairs 56
days for which wages 75
days had given place 357
days had grown longer 80
days had grown short 87
days had never known 52
days had taken forty 46
days had taken place 80
days has given place 178
days has never since 57
days has taken place 40
days her dower shall 76
days her father would 102
days her mother would 85
days his father would 91
days his mother would 61
days may still exist 62
days not knowing where 42
days one could count 41
days one could drive 102
days one could never 63
days one could spend 41
days one could still 100
days one never knows 178
days red blood cells 70
days she could never 122
days she could still 42
days she often makes 48
days she spent alone 41
days she spent hours 42
days she would appear 74
days she would begin 53
days she would drive 41
days she would never 142
days she would often 78
days she would spend 86
days than under short 51
days that could never 140
days that jesus spent 128
days that moses spent 175
days that people would 44
days that would change 42
days that would never 256
days they could never 41
days they could spend 54
days they could stand 52
days they moved about 40
days they would begin 95
days they would drive 48
days they would gather 75
days they would march 48
days they would never 116
days they would often 43
days they would spend 147
days they would stand 44
days they would start 69
days they would still 42
days thou shalt labor 222
days was still alive 66
days was still fresh 50
days with cloud cover 85
days with either shame 130
days with every knock 40
days with light winds 388
days with quiet social 44
days with sally seton 54
days with strong winds 166
days you could count 53
days you could never 75
days you could still 183
days you shall gather 130
days you shall labor 2422
days you shall offer 56
days you would never 95
dealing and plain speaking 48
dealing and trade usage 640
dealing and within which 133
dealing had taken place 99
dealing has taken place 140
dealing his blows about 108
dealing his blows right 44
dealing out blows right 105
dealing out playing cards 42
dealing that takes place 52
dealing with abuse cases 68
dealing with action which 50
dealing with acute cases 52
dealing with alien races 50
dealing with amino acids 66
dealing with anything which 120
dealing with basic human 236
dealing with basic needs 92
dealing with basic social 64
dealing with black holes 59
dealing with black magic 146
dealing with black people 383
dealing with black themes 41
dealing with black women 116
dealing with blind people 44
dealing with books which 84
dealing with broad social 107
dealing with cases arising 359
dealing with cases under 203
dealing with cases where 1482
dealing with cases which 519
dealing with changing social 47
dealing with child abuse 3567
dealing with child labor 911
dealing with civil cases 363
dealing with civil suits 108
dealing with class action 42
dealing with court cases 92
dealing with crazy people 107
dealing with crime which 74
dealing with crown lands 161
dealing with drunk driving 135
dealing with either party 59
dealing with elder abuse 244
dealing with essay writing 141
dealing with every class 82
dealing with every facet 143
dealing with every human 41
dealing with every issue 88
dealing with every major 66
dealing with every phase 1711
dealing with every point 65
dealing with every topic 41
dealing with evils which 44
dealing with facts about 79
dealing with facts rather 121
dealing with facts which 396
dealing with failing banks 47
dealing with fairy tales 64
dealing with firms which 58
dealing with first order 42
dealing with forms which 56
dealing with fresh water 41
dealing with gases which 45
dealing with goods which 121
dealing with grave social 54
dealing with growth rates 48
dealing with healthy people 42
dealing with human action 223
dealing with human error 88
dealing with human growth 52
dealing with human learning 40
dealing with human lives 349
dealing with human minds 124
dealing with human needs 242
dealing with human rather 40
dealing with human social 78
dealing with human souls 137
dealing with human waste 120
dealing with indian lands 80
dealing with indian people 106
dealing with indian themes 50
dealing with items which 129
dealing with known facts 113
dealing with labor force 55
dealing with labor unions 606
dealing with large files 134
dealing with large firms 125
dealing with large flows 51
dealing with large power 41
dealing with large scale 670
dealing with large social 46
dealing with large units 91
dealing with later times 56
dealing with learning tasks 60
dealing with legal cases 82
dealing with light waves 88
dealing with lloyd george 54
dealing with local banks 50
dealing with local firms 46
dealing with local needs 77
dealing with local people 205
dealing with local rates 44
dealing with local units 49
dealing with lower class 99
dealing with lower level 43
dealing with mailing lists 46
dealing with major social 217
dealing with minor cases 78
dealing with minor civil 58
dealing with money bills 385
dealing with money which 42
dealing with nearly every 195
dealing with nerve cases 45
dealing with nursing homes 76
dealing with older people 488
dealing with older women 65
dealing with others which 79
dealing with others whose 58
dealing with others within 63
dealing with outer space 168
dealing with parts which 52
dealing with people about 49
dealing with people after 43
dealing with people every 40
dealing with people rather 285
dealing with people under 205
dealing with people where 40
dealing with people which 138
dealing with people whose 1192
dealing with people within 72
dealing with people would 42
dealing with petty cases 49
dealing with petty crime 80
dealing with phone calls 200
dealing with place names 86
dealing with plain facts 45
dealing with plane waves 94
dealing with plant growth 83
dealing with poetic drama 61
dealing with power plant 53
dealing with quite small 59
dealing with racial themes 69
dealing with rapid change 165
dealing with rapid growth 52
dealing with rather large 72
dealing with rather small 110
dealing with roger bacon 51
dealing with rules which 43
dealing with rural people 84
dealing with rural social 54
dealing with rural women 49
dealing with sales people 50
dealing with saudi arabia 130
dealing with shock waves 44
dealing with small angles 75
dealing with small cases 43
dealing with small fires 52
dealing with small firms 119
dealing with small group 71
dealing with small scale 145
dealing with small units 76
dealing with social action 90
dealing with social change 693
dealing with social class 258
dealing with social clubs 51
dealing with social ethics 48
dealing with social evils 173
dealing with social facts 106
dealing with social needs 87
dealing with social order 50
dealing with social rather 42
dealing with social themes 169
dealing with solid state 67
dealing with solid waste 435
dealing with sound waves 98
dealing with state action 137
dealing with state court 40
dealing with state power 51
dealing with state trading 106
dealing with steady state 62
dealing with storm water 93
dealing with tasks which 59
dealing with terms which 75
dealing with texts which 115
dealing with themes which 131
dealing with tough times 66
dealing with toxic waste 138
dealing with trade marks 71
dealing with trade unions 876
dealing with trust funds 236
dealing with truths which 56
dealing with types rather 45
dealing with units which 57
dealing with urban growth 129
dealing with urban housing 53
dealing with urban social 55
dealing with waste lands 55
dealing with waste water 163
dealing with water power 62
dealing with weaker races 65
dealing with white folks 144
dealing with white house 61
dealing with white people 471
dealing with white women 73
dealing with women which 69
dealing with women whose 51
dealing with words rather 64
dealing with words which 190
dealing with working class 175
dealing with working hours 86
dealing with working people 61
dealing with working women 67
dealing with works which 97
dealing with world hunger 95
dealing with world trade 82
deals and about which 115
deals had taken place 48
deals his fiery bolts 111
deals that would allow 50
deals with basic human 335
deals with black women 44
deals with cases arising 64
deals with cases where 2462
deals with cases which 314
deals with child abuse 313
deals with child labor 54
deals with civil cases 338
deals with civil wrongs 71
deals with every facet 58
deals with every human 41
deals with every phase 650
deals with facts about 116
deals with facts alone 45
deals with facts rather 177
deals with facts which 446
deals with goods which 614
deals with human action 364
deals with human lives 110
deals with human needs 51
deals with human social 50
deals with items which 79
deals with keeping track 43
deals with known facts 133
deals with labor unions 129
deals with large scale 199
deals with major themes 43
deals with minor cases 53
deals with minor civil 65
deals with motion which 146
deals with nearly every 264
deals with people rather 212
deals with people whose 308
deals with plain facts 57
deals with saudi arabia 296
deals with social action 44
deals with social change 346
deals with social class 114
deals with social facts 54
deals with social themes 121
deals with solid waste 58
deals with themes which 346
deals with trade unions 163
deals with truths which 45
deals with types rather 138
deals with vital social 48
deals with words rather 49
deals with words which 50
deals with works which 45
dealt his blows about 61
dealt his blows right 115
dealt his deadly blows 43
dealt its cards quite 51
dealt with above under 226
dealt with again below 94
dealt with again later 292
dealt with again under 63
dealt with basic human 46
dealt with below under 599
dealt with black people 100
dealt with cases arising 96
dealt with cases where 386
dealt with cases which 154
dealt with child abuse 98
dealt with child labor 80
dealt with civil cases 230
dealt with civil suits 61
dealt with either under 146
dealt with either within 45
dealt with every issue 74
dealt with every phase 247
dealt with every point 58
dealt with every topic 42
dealt with facts which 86
dealt with first since 66
dealt with fully below 131
dealt with fully later 269
dealt with fully under 174
dealt with human action 46
dealt with labor unions 55
dealt with later after 50
dealt with later under 746
dealt with minor cases 85
dealt with minor civil 56
dealt with nearly every 139
dealt with people under 59
dealt with people whose 83
dealt with petty cases 59
dealt with petty crime 58
dealt with quite apart 78
dealt with quite easily 325
dealt with quite fully 82
dealt with rather easily 127
dealt with rather fully 137
dealt with social change 90
dealt with social class 72
dealt with social evils 51
dealt with social themes 131
dealt with themes which 106
dealt with trade unions 94
dealt with under civil 70
dealt with under either 212
dealt with under headings 64
dealt with under local 102
dealt with under point 43
dealt with under rules 173
dealt with under state 88
dealt with under title 55
dealt with until after 210
dealt with until later 107
dealt with which could 59
dealt with which would 40
dealt with while others 43
dealt with while working 41
dealt with white people 53
deaths and births which 50
deaths and bride burning 106
deaths and fewer births 47
deaths and lives recur 74
deaths and still births 59
deaths had taken place 953
deaths may occur within 57
deaths that might occur 113
deaths that occur after 181
deaths that occur every 108
deaths that occur under 85
deaths that occur while 48
deaths that occur within 286
deaths that would ensue 56
deaths that would occur 433
debt and claim under 354
debt and costs shall 73
debt and costs within 52
debt and issue bonds 81
debt and issuing bonds 59
debt and others selling 85
debt and paper money 307
debt and sinking funds 99
debt and taxes would 61
debt had taken place 66
debt has taken place 100
debt she could never 134
debt that could never 276
debt that would never 52
debt they could never 91
debt was eight times 42
debt with paper money 47
debt with which either 63
deck all hands stood 152
deck and again found 98
deck and began walking 45
deck and conning tower 126
deck and engine crews 55
deck and shell plating 93
deck and shook hands 72
deck and stood looking 202
deck and stood stock 59
deck and upper works 169
deck her sweet skull 123
deck not fitting quite 148
deck was above water 93
deck was nearly level 97
deck was never quiet 63
deck was under water 285
deed had taken place 219
deed has taken place 62
deed that would prove 43
deed was dated april 95
deed was dated march 92
deed was never known 46
deem that heaven would 97
deep and abiding change 44
deep and abiding feeling 271
deep and abiding grief 87
deep and abiding human 121
deep and abiding loathing 64
deep and abiding moral 65
deep and abiding piety 43
deep and abiding place 42
deep and abiding pride 65
deep and abiding roots 53
deep and abiding sense 2473
deep and abiding shame 42
deep and abiding social 66
deep and abiding thanks 41
deep and abiding trust 211
deep and abiding yearning 47
deep and about eight 138
deep and about fifty 65
deep and about forty 88
deep and about seven 43
deep and about sixty 91
deep and about thirty 194
deep and ample shade 93
deep and ample stream 79
deep and awful chasm 51
deep and awful danger 79
deep and awful doubt 50
deep and awful gloom 64
deep and awful pause 69
deep and awful sense 436
deep and awful sound 81
deep and awful voice 62
deep and basic level 50
deep and booming voice 94
deep and broad basis 63
deep and broad chest 68
deep and broad ditch 708
deep and broad gully 58
deep and broad human 54
deep and broad learning 130
deep and broad parts 66
deep and broad river 446
deep and broad sense 55
deep and broad sinus 42
deep and broad stream 144
deep and burning blush 92
deep and burning sense 64
deep and close array 114
deep and close study 43
deep and damning stain 108
deep and deadly groan 69
deep and deadly wound 630
deep and eddying pools 62
deep and eight miles 59
deep and fatal chasm 59
deep and fatal wound 145
deep and fifty miles 44
deep and fifty yards 88
deep and forty miles 57
deep and forty yards 42
deep and grave tones 47
deep and growing feeling 197
deep and growing sense 170
deep and gruff voice 53
deep and happy sense 67
deep and happy sleep 56
deep and harsh voice 77
deep and healthy moral 96
deep and healthy sleep 60
deep and hearty laugh 72
deep and hearty thanks 70
deep and husky voice 153
deep and lasting appeal 51
deep and lasting bonds 165
deep and lasting change 568
deep and lasting feeling 132
deep and lasting grief 199
deep and lasting human 77
deep and lasting learning 118
deep and lasting marks 64
deep and lasting moral 43
deep and lasting power 44
deep and lasting roots 177
deep and lasting scars 246
deep and lasting sense 469
deep and lasting sleep 62
deep and lasting social 202
deep and lasting though 44
deep and lasting value 118
deep and lasting wound 209
deep and level voice 87
deep and light sleep 228
deep and lingering tones 47
deep and manly feeling 41
deep and manly voice 88
deep and mingled feeling 81
deep and moist soils 63
deep and muddy ditch 85
deep and muddy river 89
deep and muddy stream 141
deep and muddy water 197
deep and noble feeling 316
deep and noble piety 65
deep and often fatal 51
deep and proud tones 52
deep and quiet breathing 130
deep and quiet night 40
deep and quiet pools 41
deep and quiet sleep 397
deep and quiet stream 94
deep and quiet voice 40
deep and quiet water 282
deep and rapid breathing 1695
deep and rapid brook 44
deep and rapid change 95
deep and rapid flood 90
deep and rapid river 2567
deep and rapid stream 5663
deep and rapid water 400
deep and raspy voice 54
deep and rather broad 63
deep and rather dirty 47
deep and rocky gorge 140
deep and rocky grave 227
deep and rushing river 54
deep and rushing stream 54
deep and seven miles 116
deep and shady glens 44
deep and shining black 82
deep and shoal water 68
deep and sixty miles 44
deep and smooth passing 43
deep and smooth river 148
deep and smooth water 72
deep and solid array 69
deep and solid basis 83
deep and solid learning 243
deep and solid lines 82
deep and solid ranks 49
deep and solid roots 44
deep and solid stone 59
deep and soothing voice 56
deep and sound sleep 218
deep and steady breathing 70
deep and steady stream 72
deep and steep sided 114
deep and still falling 304
deep and still parts 69
deep and still river 67
deep and still water 380
deep and strong feeling 442
deep and strong roots 246
deep and strong sense 151
deep and strong voice 71
deep and strong within 106
deep and swift brook 49
deep and swift flowing 50
deep and swift river 157
deep and swift running 41
deep and swift stream 90
deep and swift water 62
deep and thirty broad 44
deep and thirty miles 62
deep and thirty yards 77
deep and vital sense 79
deep and vital truths 44
deep and vivid sense 68
deep and vivid tints 229
deep and winding gorge 210
deep and yawning abyss 353
deep and yawning chasm 66
deep bay which forks 63
deep but quiet feeling 92
deep fat fried foods 80
deep fat until brown 141
deep fat until crisp 70
deep fat until light 45
deep for coral growth 68
deep for fifty yards 81
deep for human reason 67
deep for large ships 65
deep hid within while 64
deep red color which 258
deep red light spread 141
deep red ruddy blush 50
deep ringing voice which 45
deep set beneath broad 41
deep set under bushy 49
deep that large ships 42
deep that people could 41
deep that ships could 42
deep was roaring madly 50
deep was round about 187
deep with fresh water 44
deep with muddy water 106
deep with sloping sides 202
deep with steep banks 127
deep with steep sides 298
deep with water above 146
deer and beaver skins 459
deer and found springs 44
deer and horse flies 106
deer and moose hides 105
deer and moose skins 40
deer and sheep skins 104
deer and tiger skins 93
deer are often found 147
deer are still found 437
deer are still quite 54
deer they wheel round 56
deer was still alive 129
deer with large horns 58
deer with white spots 43
deft and cunning hands 58
deft and ripping thrust 84
defy all human power 147
defy and defeat every 374
defy that which would 53
dens and dance halls 96
deny all civil right 144
deny any right which 321
deny its binding force 177
deny our legal power 50
deny our savior jesus 105
deny that anything could 214
deny that black people 40
deny that either forty 76
deny that every event 76
deny that every human 348
deny that every point 52
deny that human action 99
deny that human reason 143
deny that jesus could 78
deny that money might 110
deny that money wages 65
deny that moses wrote 53
deny that people could 52
deny that people often 79
deny that reason could 52
deny that which makes 46
deny that women could 62
deny that women ought 100
deny them basic human 97
deny this right would 174
deny this would argue 284
deny this would imply 55
depth and beauty which 93
depth and breadth until 54
depth and breadth which 134
depth and breadth within 59
depth and breadth would 48
depth and focus group 191
depth and force equal 100
depth and force which 62
depth and poetic beauty 51
depth and power which 100
depth and scope which 51
depth and staying power 331
depth and water holding 80
depth being often twice 43
depth for large ships 87
depth that would allow 95
depth was about sixty 44
desk and asked about 240
desk and asked where 183
desk and began drawing 51
desk and began filling 98
desk and began looking 188
desk and began opening 116
desk and began pulling 76
desk and began putting 49
desk and began rifling 58
desk and began sorting 212
desk and began speaking 45
desk and began talking 82
desk and began tapping 51
desk and began thumbing 53
desk and began turning 58
desk and began walking 76
desk and began working 131
desk and began writing 1155
desk and black leather 55
desk and chair stood 154
desk and chair where 113
desk and chair which 108
desk and drawing board 99
desk and floor lamps 188
desk and leaned close 133
desk and leather chair 255
desk and mused aloud 41
desk and rocking chair 50
desk and shaking hands 42
desk and shook hands 1299
desk and small trunk 77
desk and start working 105
desk and start writing 185
desk and stood close 129
desk and stood looking 270
desk and stood staring 68
desk and stood waiting 136
desk and table lamps 102
desk and thinking about 55
desk and tried again 48
desk and write about 44
desk and writing about 61
desk for eight hours 221
desk for every child 82
desk two wills which 76
desk was still empty 82
desk was still piled 45
desk with pigeon holes 42
dews and drops thereof 42
dews and rains which 385
dials and brick walks 168
diary and began writing 44
diary and field notes 115
diary six months later 50
diary that lloyd george 114
diary two weeks later 43
diary was found after 49
dice and board games 125
dice and playing cards 447
dice and poker games 53
died and arose again 171
died and could never 50
died and given place 90
died and lived again 1163
died and lives again 172
died and others lived 71
died and others moved 40
died and risen again 5410
died and seven others 44
died and whose father 444
died and whose mother 162
died and would never 108
died but seven within 42
died few months after 42
died for every human 170
died for grief within 47
died one evening after 40
died one night after 60
died one night while 65
died one night within 51
died out after about 308
died out after world 107
died out while others 71
died she would never 91
died six hours after 323
died six hours later 338
died six months after 2802
died six months later 8478
died six weeks after 2159
died six weeks later 2415
died ten hours after 123
died ten hours later 107
died ten months after 360
died ten months later 490
died ten weeks after 94
died ten weeks later 96
died that first night 97
died that night after 99
died that others might 403
died they found forty 78
died they would never 99
died this morning about 371
died this morning after 238
died two brave heroes 56
died two hours after 929
died two hours later 2941
died two months after 2651
died two months later 9543
died two months short 58
died two months since 44
died two weeks after 1849
died two weeks later 6723
died with black vomit 187
died with shame lives 100
dies and cutting tools 272
dies and gives place 40
dies and lives again 845
dies and rises again 2080
dies and turns brown 241
dies for coining money 104
dies for cutting threads 110
dies for sheet metal 133
dies out after about 48
dies six months after 48
dies six months later 124
dies two months after 42
dies two months later 106
dies two weeks later 97
diet and avoid foods 63
diet and blood sugar 96
diet and clothing which 50
diet and large doses 135
diet and light clothing 85
diet and small doses 105
diet and whose fishing 77
diet can lower blood 149
diet for about thirty 46
diet for eight months 49
diet for eight weeks 206
diet for seven weeks 51
