damp with perpetual shade 174
deer ran familiarly about 112
deny all anonymous users 47
deny and blaspheme jesus 47
deny any knowledge about 82
deny its existence while 40
deny its existence would 151
deny that population growth 83
deny this principle would 49
deny this statement would 53
depth and intensity which 197
depth and sincerity which 52
depth and solemnity which 115
desk and continued writing 48
diary was published after 130
diary was published under 59
died and countless others 59
died with puerperal fever 155
diet and cigarette smoking 241
diet and distilled water 145
diet and infantile colic 73
diet and lifestyle change 227
diet this foodstuff forms 42
dirt and cigarette butts 41
dish and thoroughly mixed 68
dish with distilled water 301
dish with parchment paper 55
dish with vegetable cooking 575
dish with vegetable spray 168
disk and directory where 75
disk with alternate white 59
dogs and englishmen would 44
dogs are especially liable 77
dogs had assembled about 82
dogs with different types 74
dogs with pulmonary edema 95
done and committed within 195
done and completed within 51
done and furnished under 139
done and performed shall 49
done and performed under 182
done and performed within 70
done and proceedings taken 70
done being surprised about 63
done for countless others 49
done for different parts 52
done for different types 62
done for ourselves alone 113
done that parchment could 44
done that yesterday which 41
done this barbarous action 48
done this countless times 290
done using different types 41
done using microsoft excel 49
done was perfectly legal 66
done with admirable skill 91
done with artificial light 74
done with astonishing speed 59
done with different kinds 89
done with different types 119
done with distilled water 204
done with excellent taste 40
done with exquisite skill 145
done with exquisite taste 125
done with helmholtz coils 59
done with identical twins 45
done with irregular haste 47
done with jefferson davis 44
done with pneumatic tools 52
done with primitive tools 84
done with reasonable skill 100
done with reasonable speed 84
done with stainless steel 59
done with volunteer labor 61
done with wonderful skill 46
done you injustice since 42
door and complains about 60
door and presently takes 42
door and telephone bells 64
door one september evening 178
door was hurriedly burst 53
door was hurriedly thrown 61
door was instantly thrown 142
door was sheltered under 114
door with noiseless touch 59
doping with transition metal 87
dose was continued until 41
dost this habitation where 308
dots are extremely small 44
dots for photocell viewing 55
down all opposition within 55
down and carefully borne 49
down and carefully wiped 86
down and cavernous mouths 71
down and contained within 50
down and continued talking 172
down and continued walking 49
down and continued working 60
down and continued writing 115
down and depressed about 97
down and depressed after 109
down and destroyed every 82
down and destroyed within 57
down and everybody would 109
down and explained about 52
down and forgotten about 135
down and hurriedly began 55
down and presently drops 81
down and presently slept 48
down and scattered about 139
down and smoulders under 69
down and worshiped jesus 65
down any arbitrary rules 55
down any opposition which 52
down any principle which 65
down any unfamiliar words 42
down any universal rules 42
down for christmas trees 41
down for generation after 41
down for protection money 96
down her champagne glass 136
down her pituitary gland 45
down her shoulders comes 41
down his advertising signs 40
down his blistered throat 290
down his champagne glass 368
down his cherished traps 64
down his crucified image 67
down his garrulous uncle 98
down his prodigious throat 56
down his reluctant throat 49
down his victorious sword 148
down its population growth 147
down san francisco creek 42
down that fanatical brute 59
down that forgotten river 90
down two centuries later 43
down two conditions which 177
down two daffodils which 43
down two different roads 43
down two important rules 100
down with astonishing speed 131
down with distilled water 607
down with excessive force 45
down with excessive labor 332
down with frightening speed 84
down with glandular fever 127
down with household goods 160
down with ineffable scorn 133
down with merciless rigor 47
down with noiseless steps 41
down with redoubled force 144
down with rheumatic fever 1086
down with spiritual pride 69
drag his exhausted limbs 140
drag out miserable lives 79
draw and appreciate music 44
draw any conclusion about 1596
draw any conclusion until 41
draw any inference about 195
draw any inference which 80
draw her certainty about 67
draw her reluctant steps 80
draw one conclusion about 113
draw one inference rather 147
draw that conclusion would 51
draw this conclusion about 129
draw this conclusion after 113
draw this conclusion based 103
draw this conclusion quite 44
draw this conclusion until 42
draw this conclusion would 125
draw this inference would 47
draw two imaginary lines 73
dream and fantasize about 385
dream and fruitless vision 218
dream hath possessed treads 42
dream was certainly never 62
drear and cheerless within 90
drew and quartered every 42
drew his conclusion about 40
drew his followers could 47
drew its fantastic value 62
drew this conclusion about 124
drew this conclusion after 122
drew this conclusion based 44
drop his tributary verse 53
drop per theoretical plate 78
drop per theoretical stage 181
drop this assumption later 52
drug and organized crime 95
drug and stationery store 62
drug and substance abuse 964
drug that dissolves blood 69
drum and percussion parts 105
drum with alternating black 48
dual and conflicting roles 88
dual and segmented labor 179
duck with raspberry sauce 230
duct and pancreatic ducts 467
duel was postponed until 49
duel with commodore james 152
duel with jefferson davis 64
dull and fruitless season 68
dull and immovable apathy 80
dull and malignant bigot 72
dull and uncongenial pupil 42
duly and severally sworn 94
dumb and senseless idols 43
during all reasonable hours 244
during and conditions under 62
during and especially after 794
during and sometimes after 161
during any geological epoch 72
during any geological period 44
during any production period 54
during any reasonable period 73
during any specified period 848
during any transition period 123
during each catalytic cycle 57
during each christmas season 59
during each collection period 113
during each compounding period 91
during each geological period 73
during each menstrual cycle 1475
during each menstrual period 785
during each modulation cycle 56
during each production cycle 65
during each production period 96
during each quarterly period 60
during each recurrent season 49
during each transition period 47
during each vibratory cycle 73
during her appointed feasts 53
during her captivity could 58
during her childbearing period 57
during her christmas visit 46
during her difficult times 40
during her formative period 74
during her menstrual cycle 668
during her menstrual period 5338
during her pregnancy while 42
during her pregnancy would 41
during her sleepless night 81
during her struggles about 43
during her transient phase 62
during his admirable reign 91
during his afternoon walks 106
during his approaching visit 51
during his australian visit 47
during his cambridge period 51
during his captivity after 50
during his childhood which 57
during his christmas visit 149
during his difficult times 49
during his ephemeral reign 48
during his extensive tours 90
during his formative period 541
during his frankfurt period 48
during his fruitless search 53
during his fruitless visit 46
during his honeymoon period 63
during his inspection tours 229
during his memorable visit 229
during his millennial reign 80
during his missionary tours 131
during his neapolitan period 83
during his necessary abode 119
during his nomination hearings 72
during his periodical tours 43
during his political exile 148
during his projected visit 94
during his provincial tours 70
during his residence under 74
during his residence within 110
during his scheduled visit 77
during his september visit 97
during his seventeen months 68
during his sleepless hours 55
during his sleepless night 117
during his sophomore season 181
during his temporary exile 158
during his temporary visit 56
during his transition period 59
during his triumphal entry 151
during his triumphal march 59
during his triumphal visit 105
during his turbulent reign 62
during his victorious march 62
during his voluntary exile 353
during its catalytic cycle 114
during its classical period 192
during its classical phase 43
during its committee stage 121
during its effective period 205
during its embryonic period 48
during its embryonic stage 71
during its existence seems 65
during its existence under 53
during its flourishing period 142
during its formative first 42
during its formative months 76
during its formative period 5778
during its formative phase 196
during its formative stage 460
during its inaugural season 93
during its incubation period 126
during its memorable siege 83
during its occasional brief 41
during its production cycle 63
during its relaxation phase 60
during its revolution about 71
during its revolution round 165
during its sensitive period 41
during its transition period 125
during new testament times 615
during old testament times 764
during one christmas season 92
during one menstrual cycle 220
during one production cycle 58
during one production period 62
during one revolution about 75
during one revolution round 64
during one sleepless night 63
during one vegetation period 65
during our difficult times 52
during our discussion about 107
during our interview about 61
during peak production times 90
during six alternate months 95
during that christmas season 152
during that depressed period 54
during that difficult first 44
during that difficult period 1551
during that disturbed period 64
during that formative period 356
during that frightful night 81
during that frightful period 46
during that geological period 43
during that important period 320
during that inclement season 299
during that interesting period 284
during that intervening period 327
during that memorable evening 87
during that memorable night 440
during that memorable period 591
during that memorable season 55
during that memorable siege 176
during that memorable visit 118
during that miserable period 43
during that momentous period 820
during that sensitive period 51
during that sleepless night 173
during that specified period 42
during that strenuous period 58
during that stressful period 91
during that transition period 266
during that traumatic period 49
during that turbulent period 495
during that uncertain period 76
during that unsettled period 71
during that wonderful night 51
during that wonderful period 59
during this accessory visit 47
during this adaptation period 58
during this additional period 81
during this auspicious reign 99
during this barbarous period 49
during this christmas season 364
during this classical period 97
during this depressed period 82
during this depression period 164
during this desperate period 111
during this difficult period 9383
during this difficult phase 162
during this difficult stage 177
during this discussion period 54
during this distressing period 169
during this disturbed period 206
during this embryonic period 79
during this emergency period 234
during this evaluation period 106
during this expansive period 53
during this expedition which 53
during this explosive phase 45
during this extensive period 92
during this fascinating period 44
during this favorable period 48
during this flourishing period 104
during this formative period 7266
during this formative phase 107
during this formative stage 308
during this fortunate delay 45
during this frightful period 76
during this frustrating period 65
during this honeymoon period 100
during this important event 49
during this important meeting 42
during this important period 1489
during this important phase 182
during this important stage 152
during this inclement season 165
during this inclement weather 75
during this incubation period 746
during this initiatory ordeal 67
during this intensive period 64
during this interesting period 438
during this interesting scene 44
during this intervening period 1421
during this interview which 50
during this maturation period 57
during this memorable action 46
during this memorable epoch 60
during this memorable evening 58
during this memorable event 65
during this memorable night 89
during this memorable period 171
during this memorable shock 48
during this memorable siege 327
during this memorable visit 148
during this miserable period 149
during this miserable state 54
during this momentary pause 71
during this momentous period 338
during this political period 43
during this postnatal period 43
during this precarious period 74
during this preschool period 130
during this primitive period 61
during this procedure since 53
during this production period 40
during this quiescent period 105
during this reactionary period 42
during this reference period 70
during this secondary phase 45
during this secondary stage 50
during this seductive burst 51
during this sensitive period 490
during this specified period 40
during this strenuous period 105
during this stressful period 620
during this temporary period 190
during this transient period 195
during this transient phase 73
during this transition period 4467
during this transition phase 639
during this transition stage 200
during this transition state 130
during this traumatic period 220
during this turbulent period 1711
during this uncertain period 450
during this unsettled period 485
during this watershed period 48
during this withdrawal period 54
during this wonderful period 120
during two centuries after 56
during two centuries under 52
dusk and continued until 53
dusk and continues until 48
dust and cigarette butts 58
dust and cigarette smoke 473
dust and continual decay 125
dust and emptiness within 62
dust and fragments which 110
dust and poisonous gases 106
duty and allegiance which 267
duty and authorized every 109
duty and gratitude bound 44
duty and gratitude which 58
duty and gratitude would 47
duty and obedience which 296
duty and obligation ceases 110
duty and obligation rather 57
duty and obligation under 45
duty and obligation which 350
duty and obligation within 46
duty and patriotism which 52
duty and principle could 51
duty and privilege which 65
duty and professed calling 46
duty and propriety which 106
duty and proximate cause 432
duty and sacrifice which 45
duty and submission which 45
duty for probative facts 60
duty nor infirmity could 107
duty was perfectly plain 95
duty was performed quite 125
duty was performed under 48
duty was sometimes given 169
duty was virtually taken 124
dyes and chemicals which 46
dyes are available which 63
dyes for biological tracing 95
