dabit ilia prolem . 41
day per inmate . 72
day per person ! 8966
day per teacher . 46
day per worker . 346
day rat embryo . 217
day san antonio . 254
day she called . 321
day she sailed . 313
day she smiled . 41
day she worked . 80
day than another . 943
day than before . 582
day than common . 118
day than normal . 43
day than sunday . 207
day that counts . 374
day that dawned . 86
day that passed . 3085
day that passes . 3393
day that summer . 420
day that sunday . 41
day that winter . 120
day they arrive . 422
day they called . 41
day they choose . 50
day they fought . 84
day they happen . 45
day they landed . 213
day they opened . 108
day they parted . 261
day they pleased . 52
day they remain . 41
day they rested . 308
day they retire . 159
day they return . 55
day they sailed . 145
day they waited . 81
day they walked . 42
day they worked . 217
day things changed . 217
day this session . 60
day this summer . 721
day this winter . 167
day was absent . 41
day was another . 70
day was better . 293
day was bright . 601
day was broken . 84
day was brutal . 49
day was called . 81
day was changed . 258
day was charming . 84
day was chilly . 236
day was chosen . 238
day was closed . 180
day was cloudy . 415
day was common . 120
day was cooler . 49
day was created . 60
day was crucial . 51
day was dinner . 42
day was dismal . 43
day was enough . 423
day was exciting . 126
day was filled . 94
day was formed . 54
day was fought . 56
day was friday . 974
day was gained . 136
day was gloomy . 234
day was hectic . 122
day was lovely . 328
day was monday . 445
day was needed . 108
day was normal . 207
day was passed . 436
day was payday . 58
day was posted . 46
day was radiant ! 96
day was reached . 337
day was ruined . 659
day was sabbath . 101
day was sacred . 101
day was served . 75
day was severe . 43
day was silent . 67
day was simple . 82
day was slight . 51
day was special . 244
day was spoilt . 121
day was starting . 103
day was stifling . 79
day was stormy . 146
day was strange . 70
day was sultry . 189
day was sunday ! 7024
day was superb . 132
day was tedious . 62
day was through . 619
day was unique . 62
day was upheld . 82
day was wasted . 407
day with another . 1347
day with anyone . 71
day with arnold . 89
day with bailey . 54
day with chores . 44
day with christ . 44
day with coffee . 67
day with corley . 48
day with dinner . 61
day with family . 52
day with hawley . 75
day with hounds . 120
day with louise . 41
day with maggie . 48
day with michael . 96
day with myself . 185
day with prayer . 2581
day with rachel . 52
day with rations . 54
day with regret . 171
day with relish . 103
day with safety . 123
day with someone . 167
day with wonder . 98
day you arrive . 823
day you called . 107
day you choose . 224
day you mention . 55
day you retire . 267
day you return . 224
day you sailed . 144
day you select . 49
day you travel . 77
dazed and amazed . 92
dazed and anxious . 118
dazed and bleeding . 405
dazed and blinking . 139
dazed and broken . 44
dazed and groggy . 160
dazed and numbed . 43
dazed and scared . 131
dazed and shaken . 503
dazed and silent . 288
dazed and sleepy . 137
dazed and stupid . 792
dazed but unhurt . 321
dazed with desire . 45
dazed with fright . 260
dazed with horror . 211
dazed with misery . 54
dazed with passion . 89
dazed with relief . 56
dazed with sorrow . 41
dazed with terror . 114
dazed with wonder . 64
dbase dot prompt . 407
dbase iii format . 68
dbh and height . 67
dbh and larger . 82
deacon and martyr . 71
deacon and priest . 1353
dead air spaces . 317
dead all around . 90
dead and absent . 110
dead and barren . 216
dead and bleeding . 107
dead and bloody . 73
dead and broken . 110
dead and buried ! 29339
dead and burned . 64
dead and damned ! 590
dead and deadening . 82
dead and decaying . 257
dead and doomed . 46
dead and fallen . 70
dead and famous . 52
dead and floating . 62
dead and formal . 101
dead and frozen . 186
dead and ghosts . 54
dead and hollow . 81
dead and maimed . 338
dead and mangled . 143
dead and putrid . 117
dead and rotten . 1117
dead and silent . 329
dead and stared . 137
dead and static . 47
dead and stinking . 107
dead and unborn . 105
dead any minute . 241
dead any moment . 95
dead any second . 57
dead are buried . 3648
dead are burned . 148
dead are judged . 115
dead are passed . 43
dead are placed . 130
dead are raised . 1643
dead are reborn . 42
dead are sacred . 53
dead are silent . 111
dead are sleeping . 72
dead being raised . 72
dead but asleep . 408
dead but buried . 174
dead but damned . 150
dead but sleeping . 1049
dead can return . 40
dead cat bounce . 73
dead end anyway . 56
dead end street . 1100
dead for awhile . 74
dead had fallen . 53
dead had spoken . 132
dead has failed . 48
dead lay buried . 247
dead leaf tissue . 63
dead lie buried . 217
dead long before . 421
dead long enough . 205
dead lying around . 87
dead man aboard . 48
dead man already . 371
dead man anyway . 243
dead man before . 462
dead man behind . 49
dead man inside . 174
dead may return . 91
dead meat anyway . 55
dead men already . 49
dead men anyway . 40
dead men before . 107
dead men behind . 88
dead men enough . 66
dead men raises . 50
dead nor asleep . 108
dead nor sleeping . 166
dead now anyway . 207
dead than asleep . 66
dead than before . 81
dead this minute . 255
dead this moment . 88
dead was buried . 105
dead who matter . 105
dead with arrows . 105
dead with christ . 356
dead with famine . 125
dead with fright ! 1607
dead with horror . 104
dead with misery . 62
dead with sorrow . 217
dead with terror . 699
dead yet remain . 53
dead yet speaketh . 2410
deaden his feelings . 54
deaden his nerves . 59
deaden his senses . 82
deadly and costly . 43
deadly for humans . 55
deadly new disease . 55
deadly new weapons . 58
deadly than before . 193
deaf and silent . 89
deaf and stupid . 138
deaf than adders . 91
deal all around . 1628
deal being struck . 43
deal for anyone . 56
deal for canada . 84
deal for itself . 288
deal for labour . 58
deal for myself . 455
deal goes through . 1572
deal going through . 96
deal had changed . 591
deal has changed . 391
deal has closed . 65
deal not justly . 169
deal than before . 128
deal that summer . 188
deal that winter . 214
deal they wanted . 108
deal this summer . 333
deal this winter . 125
deal too exciting . 57
deal too honest . 57
deal too little . 159
deal too simple . 42
deal was agreed . 122
deal was closed . 1818
deal was learned . 67
deal was obvious . 54
deal was reached . 202
deal was signed . 596
deal was simple . 173
deal was struck . 3699
deal with abuses . 91
deal with actions . 132
deal with actors . 140
deal with adidas . 44
deal with adults . 335
deal with africa . 292
deal with agents . 294
deal with algeria . 48
deal with aliens . 122
deal with already . 712
deal with another . 1190
deal with anyone . 822
deal with anyway . 439
deal with appeals . 164
deal with arafat . 138
deal with arrays . 136
deal with austria . 184
deal with babies . 113
deal with before . 1687
deal with berlin . 108
deal with better . 47
deal with blacks . 335
deal with brazil . 164
deal with brutes . 43
deal with bullying . 475
deal with canada . 270
deal with cancer . 568
deal with carter . 46
deal with castro . 378
deal with cattle . 91
deal with causes . 560
deal with changes . 418
deal with christ . 99
deal with claims . 179
deal with cortes . 40
deal with courts . 472
deal with creation . 93
deal with credit . 113
deal with crimes . 186
deal with crises . 2204
deal with crisis . 618
deal with crooks . 43
deal with crowds . 153
deal with darlan . 243
deal with demand . 52
deal with demons . 178
deal with design . 45
deal with desire . 53
deal with detail . 149
deal with disease . 447
deal with disney . 222
deal with drunks . 41
deal with emotion . 388
deal with energy . 232
deal with england . 668
deal with english . 104
deal with errors . 737
deal with europe . 169
deal with events . 646
deal with famine . 103
deal with faults . 98
deal with feelings . 1556
deal with fiction . 147
deal with flooding . 43
deal with floods . 51
deal with forces . 132
deal with france . 1236
deal with franco . 56
deal with gandhi . 41
deal with gender . 196
deal with ghosts . 240
deal with greece . 85
deal with groups . 354
deal with guests . 86
deal with hearsay . 44
deal with heresy . 435
deal with hitler . 3076
deal with horses . 153
deal with humans . 287
deal with images . 241
deal with incest . 119
deal with indians . 918
deal with issues . 1707
deal with itself . 373
deal with jordan . 206
deal with labour . 167
deal with lately . 106
deal with london . 55
deal with losses . 226
deal with matter . 313
deal with maybes . 94
deal with memory . 188
deal with mexico . 446
deal with michael . 115
deal with minors . 123
deal with morals . 89
deal with morgan . 161
deal with moscow . 930
deal with murder . 154
deal with murray . 100
deal with myself . 1550
deal with nasser . 176
deal with nature ! 1057
deal with negroes . 130
deal with number . 45
deal with openly . 159
deal with ottawa . 52
deal with passion . 76
deal with philip . 109
deal with piracy . 135
deal with planning . 91
deal with plants . 108
deal with poland . 302
deal with police . 47
deal with policy . 220
deal with prayer . 51
deal with prices . 117
deal with prussia . 53
deal with pupils . 45
deal with quebec . 57
deal with racism . 1483
deal with reality . 8513
deal with rebels . 278
deal with reebok . 56
deal with rioters . 63
deal with rogues . 110
deal with rumors . 83
deal with saddam . 238
deal with safety . 127
deal with school . 141
deal with sexism . 140
deal with shipping . 46
deal with shocks . 188
deal with slaves . 133
deal with snakes . 178
deal with someone . 320
deal with something . 591
deal with speech . 88
deal with spills . 89
deal with stalin . 1212
deal with stress . 13986
deal with syntax . 185
deal with taiwan . 203
deal with tehran . 40
deal with tension . 290
deal with theories . 126
deal with thieves . 57
deal with timber . 95
deal with training . 43
deal with trauma . 404
deal with treason . 107
deal with trusts . 124
deal with turkey . 120
deal with ulster . 68
deal with unrest . 97
deal with values . 541
deal with victor . 40
deal with warner . 102
deal with wastes . 42
deal with whites . 317
deal with wholes . 95
deal with william . 47
deal with wilson . 46
dealer and artist . 40
dealer and broker . 87
dealer and farmer . 194
dealer for advice . 124
dealer for repair . 175
dealer for resale . 69
dealeth with another . 52
dealings with adults . 110
dealings with africa . 177
dealings with aliens . 62
dealings with another . 249
dealings with anyone . 99
dealings with austria . 57
dealings with authors . 64
dealings with before . 46
dealings with blacks . 168
dealings with brazil . 40
dealings with buyers . 45
dealings with canada . 73
dealings with castro . 49
dealings with cities . 41
dealings with creation . 54
dealings with demons . 76
dealings with england . 447
dealings with europe . 286
dealings with france . 543
dealings with greece . 66
dealings with heresy . 41
dealings with hitler . 167
dealings with horses . 46
dealings with humans . 184
dealings with hungary . 41
dealings with indians . 649
dealings with itself . 80
dealings with labour . 80
dealings with london . 99
dealings with mexico . 268
dealings with moscow . 386
dealings with nature . 589
dealings with negroes . 114
dealings with ottawa . 46
dealings with poland . 89
dealings with police . 44
dealings with pupils . 113
dealings with reality . 246
dealings with slaves . 55
dealings with stalin . 172
dealings with taiwan . 139
dealings with turkey . 109
dealings with whites . 471
dean and bishop . 54
dean and canons . 800
dear and bright . 130
dear and lovely . 188
dear and sacred . 1776
dear and scarce . 1038
dear big sister . 56
dear dead brother ! 63
dear dead friend ! 161
dear dear friend ! 174
dear mrs warren . 43
dear ned cuttle . 58
dear new england ! 240
dear new friend . 46
dear old badger ! 63
dear old boston . 61
dear old church . 214
dear old couple . 58
dear old england ! 2248
dear old europe . 120
dear old fellow ! 2009
dear old friend ! 5460
dear old garden . 62
dear old granny . 171
dear old ladies . 148
dear old london ! 342
dear old master ! 223
dear old oxford ! 45
dear old patron . 48
dear old praddy ! 49
dear old school ! 190
dear old siwash . 68
dear old stupid ! 68
dear old teacher . 47
dear sir knight . 40
dear sir robert . 69
dear sir walter ! 42
dear sir william . 102
dear was jealous . 41
dearer than before . 459
dearer than english . 71
dearer than myself . 84
dearer than policy . 45
dearer than silver . 49
dearly and deeply . 44
death all around . 390
death and anguish . 112
death and another . 84
death and battle . 186
death and becoming . 47
death and beyond ! 1473
death and buriall . 56
death and burials . 66
death and buried . 143
death and burned . 94
death and cancer . 120
death and chance . 68
death and creation . 132
death and damage . 229
death and deceit . 85
death and demise . 51
death and demons . 70
death and desire . 332
death and disease . 4153
death and dismay . 46
death and drowning . 61
death and earnest . 69
death and escape . 61
death and famine . 156
death and flight . 171
death and frenzy ? 43
death and ghosts . 118
death and graves . 46
death and grieving . 302
death and hatred . 214
death and honour . 88
death and horror . 708
death and infamy . 280
death and injury . 2571
death and killed . 42
death and legacy . 42
death and mayhem . 228
death and memory . 164
death and merits . 107
death and misery . 1631
death and mourning . 2272
death and murder . 415
death and nature . 149
death and nonbeing . 73
death and passion . 1428
death and poison . 117
death and prayer . 40
death and prison . 68
death and rebirth . 17948
death and release . 67
death and return . 149
death and revenge . 159
death and smiled . 50
death and sorrow . 1306
death and stasis . 41
death and strife . 52
death and stroke . 119
death and terror . 715
death and trauma . 90
death and winter . 86
death and wisdom . 44
death and wounds . 505
death any minute . 52
death any moment . 98
death are absent . 41
death are common . 341
death are likely . 65
death are linked . 76
death are listed . 43
death are obvious . 67
death are unclear . 126
death are various . 94
death but failed . 55
death can blight . 84
death can efface . 49
death can follow . 213
death can happen . 42
death can quench . 70
death can result . 1980
death for adults . 47
death for another . 370
death for anyone . 102
death for christ . 372
death for crimes . 44
death for england . 67
death for felony . 114
death for france . 186
death for heresy . 653
death for humans . 80
death for murder . 1461
death for mutiny . 147
death for myself . 128
death for piracy . 69
death for profit . 42
death for relief . 71
death for someone . 171
death for treason . 1719
death had caused . 202
death had changed . 45
death had created . 156
death had ensued . 171
death had fallen . 51
death had passed . 264
death had struck . 78
death has caused . 138
death has changed . 114
death has created . 69
death has ensued . 238
death has parted . 68
death has passed . 193
death has seized . 60
death long before . 92
death long enough . 40
death may depend . 51
death may follow . 2009
death may happen . 42
death may result . 5566
death mean something . 66
death nor sorrow . 47
death not ensued . 104
death row appeals . 139
death row inmate . 657
death tax credit . 671
death tax planning . 52
death tax return . 119
death than before . 481
death than drowning . 42
death than whites . 57
death that occurs . 59
death that summer . 84
death that winter . 168
death they caused . 41
death they desire . 56
death they sought . 46
death this moment . 48
death this winter . 150
death was absent . 50
death was another . 65
death was avenged . 243
death was better . 65
death was bitter . 48
death was broken . 133
death was cancer . 125
death was caused . 266
death was common . 165
death was denied . 55
death was drowning . 286
death was enough . 79
death was french . 46
death was heroic . 53
death was hovering . 80
death was likely . 73
death was murder . 319
death was needed . 43
death was normal . 59
death was obvious . 172
death was passed . 652
death was proved . 52
death was recent . 86
death was rescue ? 49
death was shocking . 125
death was singular . 67
death was solved . 40
death was strange . 62
death was sudden . 888
death was timely . 75
death was tragic . 275
death was treason . 70
death was unclear . 81
death was unique . 46
death was untrue . 48
death was violent . 207
death who return . 128
death with anyone . 90
death with arrows . 1530
death with brandy . 91
death with butter . 97
death with cancer . 51
death with christ . 287
death with dismay . 121
death with honour . 148
death with horror . 101
death with infamy . 97
death with knives . 198
death with poison . 50
death with regret . 115
death with relief . 53
death with sorrow . 94
death with sticks . 512
death with stones . 453
death with swords . 173
death with terror . 92
death you desire . 41
debit and credit . 6740
debts and actions . 42
debts and arrears . 110
debts and assets . 468
debts and claims . 850
debts and crimes . 79
debts and duties . 204
debts and favors . 47
debts and income . 51
debts and losses . 320
debts are cleared . 102
debts are mounting . 62
debts are proved . 220
debts are repaid . 241
debts are unpaid . 43
debts due abroad . 45
debts than assets . 170
debts than causes . 45
debts then existing . 104
debug and modify . 317
decay and blight . 211
decay and damage . 138
decay and demise . 120
decay and disease . 1061
decay and disuse . 289
decay and erosion . 231
decay and mildew . 89
decay and misery . 208
decay and perish . 1808
decay and rebirth . 623
decay and vanish . 286
decay and weathering . 100
decay any further . 63
decay may result . 43
decay per second . 434
decking its waters . 42
decks and cabins . 150
decks and masked . 47
decks are cleared . 55
decks for battle . 54
decor and design . 217
decor and lighting . 231
decry his system . 248
deeds and actions . 1232
deeds and events . 394
deeds and feelings . 157
deeds and grants . 58
deeds and merits . 166
deeds and papers . 229
deeds and prayer . 43
deeds and speech . 107
deeds and teachings . 71
deeds and titles . 183
deeds and wisdom . 79
deeds and writings . 169
deeds are better . 62
deeds are bitter . 53
deeds are judged . 57
deeds are needed . 48
deeds for record . 53
deeming him asleep . 54
defeat all comers . 201
defeat and demise . 40
defeat and dismay . 120
defeat and flight . 758
defeat and insult . 48
defeat and misery . 328
defeat and penury . 206
defeat and regret . 41
defeat and retreat . 1169
defeat and sorrow . 279
defeat any attack . 45
defeat any measure . 40
defeat death itself . 89
defeat for another . 91
defeat for austria . 75
defeat for england . 259
defeat for france . 395
defeat for hitler . 149
defeat for labour . 73
defeat for moscow . 52
defeat for wilson . 53
defeat his brother . 52
defeat his design . 72
defeat his forces . 73
defeat his measure . 44
defeat his object . 288
defeat his policy . 82
defeat his rivals . 191
defeat his scheme . 79
defeat his wishes . 46
defeat its effect . 56
defeat its object . 1773
defeat its rivals . 41
defeat one another . 639
defeat our object . 222
defeat than before . 106
defeat that measure . 103
defeat that object . 569
defeat that policy . 54
defeat that system . 44
defeat this attack . 40
defeat this design . 45
defeat this disease . 47
defeat this measure . 173
defeat this object . 426
defeat this policy . 43
defeat this scheme . 141
defeat was avenged . 54
defeat was bitter . 157
defeat was crushing . 130
defeat was entire . 63
defeat was likely . 65
defeat was obvious . 41
defer his attack . 44
defer his return . 41
defying all comers . 40
defying all remedy . 47
defying death itself . 56
defying his master . 42
defying his orders . 131
defying his wishes . 42
defying one another . 41
deism and atheism . 231
deity they served . 109
deity was female . 50
deity was placed . 65
del bac mission . 66
del iii secolo . 57
del mar caribe . 223
del mar ligure . 147
del real palacio . 57
del ser humano . 345
del suo autore . 54
del suo lavoro . 158
del suo secolo . 112
del suo valore . 73
del xii secolo . 189
del xiv secolo . 142
del xix secolo . 304
del xvi secolo . 341
delay and caution . 189
delay and damage . 140
delay and debate . 44
delay and effort . 196
delay and evasion . 639
delay and jitter . 1096
delay any further . 641
delay had arisen . 51
delay had caused . 42
delay has arisen . 48
delay has passed . 61
delay her answer . 44
delay her return . 161
delay him further . 79
delay his answer . 147
delay his attack . 246
delay his escape . 44
delay his flight . 42
delay his mission . 48
delay his orgasm . 55
delay his release . 87
delay his return . 882
delay his voyage . 146
delay its advent . 42
delay its course . 59
delay its effect . 91
delay its release . 53
delay may result . 202
delay nor hasten . 132
delay one minute . 89
delay one moment . 121
delay our return . 52
delay per packet . 74
delay that moment . 45
delay that occurs . 52
delay them further . 53
delay this matter . 109
delay was caused . 143
delay was costly . 140
delay was crucial . 68
delay was gained . 41
delay was serious . 67
delay you further . 67
della sua cerchia . 51
della sua scuola . 85
delle vie biliari . 77
delta and beyond . 55
delta and valley . 57
delta was formed . 64
delve any deeper . 82
delve any further . 73
delve too deeply . 213
delving and ditching . 43
delving too deeply . 61
demean one another . 48
demes and tribes . 43
demon was killed . 62
den all winter . 44
den and burrow . 85
den and office . 57
den was opened . 46
dengue and malaria . 80
denial and deceit . 64
denial and effort . 73
denial and escape . 69
denial and evasion . 105
denial and labour . 41
denial and prayer . 129
denial and revolt . 54
denial and sorrow ! 98
denial was futile . 48
denial was issued . 102
denim and cotton . 121
dense and coarse . 87
dense and glossy . 54
dense and jocose . 57
dense and opaque . 386
dense and sparse . 69
dense and stifling . 59
dense and tangled . 157
dense and varied . 74
dense and woolly . 54
dense des arbres . 41
dense fir forest . 97
dense gas clouds . 64
dense oak forest . 108
dense than before . 204
dense than itself . 45
dense than normal . 340
dense with clouds . 44
dense with detail . 62
dense with foliage . 85
dents and cracks . 55
denying all relief . 59
denying her feelings . 87
denying her tenure . 43
denying him access . 65
denying him credit . 102
denying him tenure . 42
denying his feelings . 71
denying his master . 258
denying his treason . 70
denying its impact . 44
denying its reality . 491
denying its verity . 69
denying our feelings . 48
denying that reality . 55
denying that relief . 41
denying them access . 82
denying this charge . 50
denying this reality . 60
depot for repair . 317
depot for slaves . 50
depot for stores . 78
depot now stands . 230
depot was closed . 74
depot was formed . 79
depot was reached . 54
depths and breadths . 43
depths and shapes . 55
depths are greater . 49
depths are reached . 265
depths than before . 84
der pol system . 63
der rwth aachen . 310
des don carlos . 109
des eaux douces . 124
des pas perdus . 530
desks and chairs . 2761
desks and floors . 59
desks and phones . 62
desks and stools . 73
