databases of dna sequences 108
deference to his sovereign 211
deference to his spiritual 155
deference to his suggestion 60
deference to his temporary 483
deference to its defenders 57
deference to jingo patriotism 66
deference to that committee 44
deference to that gentleman 109
deference to that sentiment 54
deference to this criticism 68
deference to this prejudice 55
deference to this principle 144
deference to this sentiment 80
deficient in all beginners 48
deficient in all nutrients 109
deficient in any important 67
deficient in any necessary 43
deficient in both qualities 40
deficient in his commander 94
deficient in his knowledge 1020
deficient in his political 57
deficient in its knowledge 66
deficient in its provisions 44
deficient in key nutrients 67
deficient in not recognizing 45
deficient in one attribute 49
deficient in one important 925
deficient in our knowledge 215
deficient in that character 45
deficient in that exquisite 41
deficient in that important 72
deficient in that knowledge 400
deficient in that necessary 154
deficient in that practical 89
deficient in that quickness 60
deficient in that soundness 67
deficient in that substance 145
deficient in this component 127
deficient in this important 461
deficient in this knowledge 339
deficient in this necessary 253
deficient in this principle 40
deficient in this substance 318
deficient in two disorders 50
deficient in two important 221
deficient in two qualities 67
definable in two sentences 66
definition in any dictionary 48
definition in his conception 42
definition in his dictionary 591
definition in our discussion 52
definition in this connection 46
definition in this discussion 51
definition in this paragraph 64
definition is not altogether 159
definition is not arbitrary 298
definition is not available 296
definition is not concerned 104
definition is not contained 49
definition is not dependent 119
definition is not different 54
definition is not difficult 83
definition is not especially 54
definition is not exclusive 102
definition is not generally 127
definition is not identical 106
definition is not important 203
definition is not inclusive 48
definition is not incorrect 43
definition is not logically 62
definition is not necessary 508
definition is not perfectly 55
definition is not practical 62
definition is not precisely 43
definition is not satisfied 95
definition is not supported 57
definition is not symmetric 42
definition is not universal 74
definition is now generally 84
definition is that contained 90
definition is too imprecise 41
definition is too inclusive 117
definition of air conditioning 51
definition of all technical 45
definition of and agreement 52
definition of any statement 48
definition of any substance 61
definition of due diligence 94
definition of each attribute 60
definition of each component 391
definition of each construct 64
definition of each parameter 185
definition of her character 99
definition of her sexuality 46
definition of his character 278
definition of his conception 84
definition of his political 97
definition of his profession 62
definition of its character 255
definition of its component 139
definition of its existence 54
definition of its frontiers 73
definition of its interests 286
definition of its objective 110
definition of its phenomena 44
definition of its political 141
definition of its principal 121
definition of its qualities 71
definition of its semantics 100
definition of its strategic 58
definition of its structure 123
definition of its substance 127
definition of its territory 52
definition of its theoretical 45
definition of job evaluation 53
definition of new operations 52
definition of new operators 61
definition of new political 54
definition of our objective 41
definition of our obligation 53
definition of our political 46
definition of our sexuality 56
definition of that attribute 60
definition of that character 114
definition of that community 60
definition of that expression 456
definition of that necessity 61
definition of that principle 83
definition of that structure 48
definition of that substance 76
definition of this attribute 92
definition of this character 127
definition of this community 76
definition of this component 54
definition of this conception 138
definition of this construct 226
definition of this expression 478
definition of this hypothesis 77
definition of this important 370
definition of this indicator 48
definition of this interface 145
definition of this mechanism 49
definition of this objective 127
definition of this parameter 235
definition of this population 102
definition of this predicate 110
definition of this principle 397
definition of this procedure 111
definition of this sentiment 235
definition of this statement 57
definition of this structure 215
definition of this technical 54
definition of this technique 83
definition of two additional 56
definition of two different 142
definition of two important 62
definition of war criminals 40
definition of who qualifies 214
definition we are concerned 51
definition we are considering 122
definition we can distinguish 46
deflected in all directions 121
deflected in two directions 63
deflection in both directions 59
deflection in two directions 47
deflection is not excessive 135
deformity is being corrected 45
deformity is not corrected 249
deformity is then corrected 53
deformity of his character 94
deformity or its infirmity 52
defrauded of her birthright 49
defrauded of his birthright 399
delegated by his colleagues 58
delegated to and exercised 340
delegated to and performed 47
delegated to any committee 86
delegated to his assistant 154
delegated to his ministers 171
delegated to that committee 136
delegated to this committee 208
delegated to this convention 45
delegated to this important 187
delegates at each convention 68
delegates at san francisco 654
delegates at that convention 180
delegates at this convention 430
delegates do not represent 77
delegates in new hampshire 50
delegates in san francisco 255
delegates in that convention 123
delegates in this convention 319
delegates of all countries 132
delegates of all political 53
delegates of both countries 150
delegates of new hampshire 239
delegates of that convention 49
delegates of this association 62
delegates of this convention 366
delegates to any convention 149
delegates to each convention 80
delegates to his secretary 40
delegates to its convention 165
delegates to our convention 46
delegates to san francisco 200
delegates to that convention 1348
delegates to that memorable 66
delegates to this committee 56
delegates to this convention 3911
delegates to this important 43
delegation at san francisco 825
delegation in san francisco 256
delegation in that convention 47
delegation is not abdication 156
delegation is not effective 49
delegation is not permitted 53
delegation of his followers 54
delegation to san francisco 657
delegation to see president 57
delegation to that convention 68
delegation to this convention 97
delighted at being addressed 44
delighted at being consulted 87
delighted at his appearance 67
delighted at his departure 48
delighted at his discovery 98
delighted at his prospects 41
delighted at this abundance 66
delighted at this astonishing 88
delighted at this discovery 398
delighted at this exhibition 49
delighted at this invitation 92
delighted at this suggestion 113
delighted at this wonderful 41
delighted by his appearance 48
delighted by his attentions 40
delighted by his discovery 122
delighted by his eloquence 96
delighted by his willingness 57
delighted by its freshness 101
delighted by its salubrity 55
delighted by this concession 104
delighted by this discovery 233
delighted by this encouraging 75
delighted by this expression 62
delighted by this gallantry 92
delighted by this suggestion 47
delighted in being terrified 67
delighted in his admiration 76
delighted in his forbidden 180
delighted in his profession 79
delighted in his reputation 67
delighted in that amusement 76
delighted in that residence 45
delighted the old gentleman 162
delighted to aid statesmen 41
delighted to hear themselves 88
delighted to pay periodical 41
delighted to see everybody 66
delighted to see themselves 168
delimited by any character 73
delineated in his campaigns 50
delineation of any character 41
delineation of her character 390
delineation of his appearance 50
delineation of his character 2089
delineation of his imaginary 64
delineation of its frontiers 119
delineation of its principal 54
delineation of its varieties 838
delineation of one character 40
delineation of that character 88
delineation of this amphibious 41
delineation of this character 376
delivered as his inaugural 121
delivered at his adversary 52
delivered at his interment 56
delivered at his ordination 50
delivered at his residence 326
delivered at his visitation 49
delivered at long intervals 56
delivered at new brunswick 57
delivered at san francisco 359
delivered at this symposium 70
delivered at two different 48
delivered by any professor 141
delivered by each generator 117
delivered by his departure 50
delivered by his sovereign 58
delivered by his successor 101
delivered by its president 88
delivered by one character 56
delivered by our ancestors 46
delivered by sir frederick 56
delivered by that gentleman 397
delivered by this gentleman 60
delivered by this technique 58
delivered by two different 143
delivered in all sincerity 61
delivered in new hampshire 48
delivered in san francisco 2093
delivered in this character 48
delivered in this parliament 55
delivered in two different 126
delivered of her firstborn 57
delivered of this corruption 107
delivered on that memorable 67
delivered on this interesting 65
delivered on two different 41
delivered or not delivered 132
delivered the old gentleman 119
delivered to all customers 46
delivered to all employees 216
delivered to all receivers 52
delivered to all residents 123
delivered to and collected 134
delivered to and deposited 105
delivered to and processed 87
delivered to and receipted 48
delivered to any authorized 59
delivered to any purchaser 269
delivered to any ratepayer 53
delivered to each candidate 75
delivered to each electrode 102
delivered to each household 284
delivered to each purchaser 253
delivered to each recipient 101
delivered to her apartment 587
delivered to her barbarous 57
delivered to her contained 40
delivered to her parliament 48
delivered to him accordingly 120
delivered to him officially 42
delivered to him regularly 48
delivered to him yesterday 141
delivered to his adversary 62
delivered to his ancestors 63
delivered to his apartment 525
delivered to his colleagues 71
delivered to his creditors 45
delivered to his customers 148
delivered to his disciples 826
delivered to his executors 68
delivered to his followers 464
delivered to his principal 257
delivered to his publisher 229
delivered to his relatives 99
delivered to his residence 247
delivered to his secretary 72
delivered to his successor 864
delivered to his warehouse 78
delivered to its addressee 159
delivered to its consignee 45
delivered to its customers 218
delivered to its purchaser 48
delivered to its recipient 196
delivered to our aforesaid 95
delivered to our apartment 177
delivered to our customers 127
delivered to our doorsteps 42
delivered to our galleries 78
delivered to our secretary 130
delivered to our warehouse 45
delivered to san francisco 261
delivered to that gentleman 63
delivered to this defendant 170
delivered to this plaintiff 114
delivered to this population 40
delivered to two different 87
delivered to you throughout 53
delivered to you yesterday 144
delivered up and committed 66
delivered up and crucified 58
delivered up and destroyed 364
delivered up both themselves 86
delivered up his commission 335
delivered up his prisoners 61
delivered up our conquests 58
deliverer of his oppressed 78
demagogue of san francisco 42
democracy as its political 117
democracy in all countries 583
democracy in any community 75
democracy in both countries 299
democracy in his political 44
democracy in its classical 55
democracy in its political 333
democracy in our countries 117
democracy in our political 162
democracy in our societies 40
democracy in this connection 70
democracy in this resolution 125
democracy in two important 50
democracy is being challenged 113
democracy is being destroyed 48
democracy is being practiced 66
democracy is not altogether 40
democracy is not autocracy 43
democracy is not conducive 49
democracy is not democracy 348
democracy is not dependent 48
democracy is not exhausted 63
democracy is not identical 153
democracy is not necessary 64
democracy is not practical 41
democracy is not practiced 61
democracy is not primarily 140
democracy is not reducible 47
democracy is that democracy 104
democracy is that everybody 48
democracy is that political 130
democracy is too important 42
democracy it was contained 43
democracy it was necessary 115
democracy of all antiquity 104
democracy of new hampshire 50
democracy on this continent 191
democracy or that democracy 41
democracy so that persecuting 93
democracy to all americans 41
democracy to new influence 77
democrats in all countries 75
democrats of all countries 167
demolishing the old structure 85
demolition of any structure 257
demolition of old tenements 49
demolition of that structure 51
demolition of that venerable 53
demolition of this structure 67
demoniacal in its expression 67
dendrites in all directions 46
denounced by any contracting 846
denounced by his associates 40
denounced by his colleagues 174
denounced by his companions 54
denounced by his neighbors 55
denounced by his opponents 334
denounced by his political 154
denounced by his successor 54
denounced by its opponents 293
denounced in that resolution 84
denounced the new proposals 45
denounced the old testament 49
denounced the san francisco 50
denseness of its population 46
denseness of our population 69
densities at two different 90
densities of each component 71
densities of this magnitude 141
densities of two different 89
dentistry in san francisco 63
departure he had forgotten 71
departure he had patiently 76
departure he was presented 148
departure in all countries 91
departure in any discussion 73
departure in low latitudes 64
departure in our discussion 45
departure in that excellent 43
departure in this connection 60
departure in this discussion 82
departure it was announced 49
departure it was generally 43
departure it was necessary 48
departure of all knowledge 53
departure of her daughters 47
departure of his cherished 148
departure of his colleagues 254
departure of his companions 237
departure of his daughters 55
departure of his expedition 155
departure of his followers 63
departure of his gentlemen 68
departure of his messengers 121
departure of his posterity 47
departure of his protector 53
departure of his successor 195
departure of its commander 82
departure of key employees 68
departure of key personnel 205
departure of our delegation 59
departure of our discussion 40
departure of our expedition 98
departure of that excellent 94
departure of that gentleman 189
departure of this discussion 45
departure of this excellent 45
departure of this expedition 276
departure of this gentleman 76
departure on his commercial 53
departure on his expedition 96
departure on this expedition 120
departure to san francisco 74
dependent in its existence 120
dependent on air conditioning 45
dependent on air transport 363
dependent on and associated 57
dependent on and committed 46
dependent on and connected 401
dependent on and dominated 123
dependent on and exploited 73
dependent on and obligated 111
dependent on and protected 78
dependent on and regulated 71
dependent on and secondary 90
dependent on and sensitive 95
dependent on and subsidiary 43
dependent on and supported 113
dependent on and sustained 53
dependent on any agreement 75
dependent on any assumption 48
dependent on any conditions 100
dependent on any contingency 127
dependent on any empirical 92
dependent on any evaluation 149
dependent on any extraneous 73
dependent on any knowledge 52
dependent on any objective 99
dependent on any political 111
dependent on any substance 52
dependent on being perceived 134
dependent on both frequency 64
dependent on both intrinsic 49
dependent on each candidate 188
dependent on eye movements 55
dependent on her boyfriend 69
dependent on her continued 45
dependent on her daughters 91
dependent on her knowledge 55
dependent on her neighbors 87
dependent on her protection 46
dependent on her relatives 158
dependent on her willingness 59
dependent on his abilities 45
dependent on his allegiance 74
dependent on his arbitrary 52
dependent on his assumption 41
dependent on his character 229
dependent on his colleagues 78
dependent on his community 60
dependent on his conception 67
dependent on his continued 209
dependent on his daughters 66
dependent on his existence 44
dependent on his followers 80
dependent on his influence 80
dependent on his knowledge 396
dependent on his leadership 124
dependent on his ministers 86
dependent on his miserable 63
dependent on his neighbors 125
dependent on his obedience 49
dependent on his patronage 184
dependent on his perception 98
dependent on his political 153
dependent on his possession 47
dependent on his profession 193
dependent on his protection 287
dependent on his relatives 171
dependent on his reputation 51
dependent on his sovereign 272
dependent on his spiritual 63
dependent on his technical 41
dependent on his testimony 42
dependent on his willingness 106
dependent on how carefully 65
dependent on how effective 46
dependent on how important 88
dependent on its absorption 45
dependent on its accusation 58
dependent on its associated 122
dependent on its association 217
dependent on its biological 42
dependent on its character 69
dependent on its commercial 49
dependent on its connection 200
dependent on its continued 458
dependent on its conversion 82
dependent on its creditors 57
dependent on its customers 47
dependent on its dimensions 128
dependent on its ductility 75
dependent on its effective 47
dependent on its employees 76
dependent on its existence 178
dependent on its fisheries 50
dependent on its frequency 221
dependent on its functional 51
dependent on its industrial 58
dependent on its influence 90
dependent on its intensity 82
dependent on its intrinsic 172
dependent on its leadership 41
dependent on its magnitude 47
dependent on its molecular 261
dependent on its neighbors 306
dependent on its patronage 59
dependent on its perception 45
dependent on its petroleum 45
dependent on its political 142
dependent on its population 48
dependent on its possession 74
dependent on its principal 45
dependent on its production 104
dependent on its protection 105
dependent on its proximity 83
dependent on its reputation 65
dependent on its resources 154
dependent on its spiritual 50
dependent on its stability 79
dependent on its strategic 51
dependent on its structure 353
dependent on its suppliers 150
dependent on its surrounding 218
dependent on its technical 48
dependent on its viscosity 65
dependent on its willingness 55
dependent on new knowledge 47
dependent on oil production 155
dependent on one commodity 164
dependent on one originating 76
dependent on one parameter 62
dependent on our abilities 42
dependent on our arbitrary 41
dependent on our assumption 65
dependent on our attitudes 51
dependent on our awareness 86
dependent on our cognitive 64
dependent on our conception 56
dependent on our continued 84
dependent on our definition 57
dependent on our interests 42
dependent on our knowledge 776
dependent on our neighbors 44
dependent on our obedience 47
dependent on our perception 214
dependent on our possession 52
dependent on our protection 46
dependent on our willingness 180
dependent on san francisco 60
dependent on that assumption 52
dependent on that community 65
dependent on that influence 46
dependent on that structure 111
dependent on that substance 70
dependent on this assumption 255
dependent on this character 93
dependent on this commodity 46
dependent on this contingency 55
dependent on this important 40
dependent on this knowledge 129
dependent on this mechanism 77
dependent on this parameter 228
dependent on this principle 165
dependent on this structure 103
dependent on this substance 60
dependent on two additional 44
dependent on two conditions 424
dependent on two different 208
dependent on two important 172
dependent on two principal 83
dependent on two processes 74
dependent or not dependent 108
depictions of old testament 123
deposited at low substrate 345
deposited at one electrode 44
deposited at two different 94
deposited by any candidate 59
deposited by each depositor 282
deposited by its customers 159
deposited by this technique 183
deposited by two different 59
deposited in any warehouse 107
deposited in each cotyledon 48
deposited in his apartment 92
deposited in his collection 64
deposited in his warehouse 144
deposited in its substance 132
deposited in san francisco 83
deposited in this apartment 55
deposited in this collection 52
deposited in this temporary 45
deposited in two different 156
deposited it for collection 82
deposited it for safekeeping 45
deposited on each electrode 156
deposited on one electrode 142
deposited on this substrate 130
deposited on two different 73
deposited or that statement 89
deposition in any proceedings 45
deposition is being conducted 121
deposition is not necessary 41
deposition of dew commences 41
deposition of dew presently 133
deposition of his adversary 66
deposition of his sovereign 131
deposition of his successor 62
deposition of lead phosphate 43
deposition of new molecules 102
deposition of new particles 142
deposition of new sediments 112
deposition of new substance 67
deposition of this limestone 50
deposition of this personage 79
deposition of this sandstone 109
deposition of this substance 163
deposition of two different 87
deposition of two witnesses 250
deposition or had reasonable 43
depravity is not innocence 87
depravity of his character 282
depravity of its character 69
depressed at his inability 115
depressed at our temporary 52
depressed by her inability 63
depressed by his inability 275
depressed by long servitude 40
depressed or not depressed 332
depression in both countries 53
depression in egg production 143
depression in san francisco 57
depression in this population 1343
depression is not associated 179
depression is not difficult 40
depression is not necessary 44
depression is that depressed 89
depression is that depression 54
depression it was difficult 60
depression it was necessary 53
depression of egg production 45
depression of our edinburgh 143
depression of this magnitude 67
depression or eating disorders 118
deputation at our departure 105
derivation is not available 78
derivation is not difficult 61
derivation is not necessary 56
derivation is not presented 58
derivation of all knowledge 103
derivation of all organisms 77
derivation of new knowledge 105
derivation of our commonest 50
derivation of our knowledge 91
derivation of this conception 41
derivation of this conclusion 98
derivation of this correction 68
derivation of this difficult 42
derivation of this expression 1421
derivation of this important 189
derivation of this parameter 56
derivation of this prediction 61
derivation of this principle 214
derivation of this procedure 99
derivation of this structure 97
derivation of this technique 78
derogation of this principle 85
descended in all directions 150
descended in his parachute 42
descended on her shoulders 269
descended on his shoulders 291
descended on new hampshire 43
descended on san francisco 114
descended the long staircase 168
descended to any artifices 81
descended to her daughters 40
descended to her shoulders 96
descended to his daughters 62
descended to his followers 60
descended to his posterity 471
descended to his shoulders 119
descended to his successor 173
descended to that apartment 46
descended to that lowliness 102
descended to this generation 69
descended to you unlimited 101
described as being afflicted 43
described as being altogether 70
described as being analogous 204
described as being associated 706
described as being attracted 50
described as being available 87
described as being basically 95
described as being beneficial 49
described as being committed 68
described as being comprised 173
described as being concerned 590
described as being conducted 109
described as being connected 221
described as being contained 127
described as being decorated 142
described as being dedicated 41
described as being deficient 79
described as being delivered 43
described as being dependent 246
described as being depressed 111
described as being descended 78
described as being desirable 47
described as being developed 71
described as being different 320
described as being difficult 144
described as being dominated 187
described as being effective 147
described as being especially 245
described as being exceedingly 257
described as being excellent 93
described as being expressed 63
described as being extremely 757
described as being furnished 50
described as being generally 411
described as being generated 69
described as being identical 203
described as being important 201
described as being impulsive 65
described as being incapable 94
described as being increasingly 49
described as being inhabited 102
described as being intensely 58
described as being inversely 43
described as being irregular 48
described as being literally 54
described as being localized 67
described as being motivated 139
described as being naturally 101
described as being necessary 226
described as being organized 113
described as being peculiarly 263
described as being perfectly 155
described as being performed 278
described as being possessed 237
described as being primarily 331
described as being resistant 101
described as being satisfied 50
described as being saturated 40
described as being scattered 46
described as being sensitive 102
described as being separated 64
described as being sometimes 191
described as being somewhere 146
described as being spherical 42
described as being subjected 40
described as being supported 88
described as being thoroughly 75
described as being tolerably 41
described as being typically 86
described as being unusually 188
described as being virtually 76
described as his political 55
described as his secretary 105
described as his spiritual 48
described as lying somewhere 53
described as not altogether 96
described as one continued 119
described as one possessed 108
described as our preferred 116
described as two different 349
described as two overlapping 100
described at this symposium 62
described at two different 68
described by all historians 96
described by all observers 143
described by any character 49
described by any exclusive 67
described by art historians 88
described by each statement 220
described by eye witnesses 137
described by her biographer 511
described by her colleagues 69
described by him elsewhere 97
described by his assistant 98
described by his associates 178
described by his biographer 4812
described by his colleagues 382
described by his commander 57
described by his companions 44
described by his disciples 147
described by his employers 42
described by his followers 173
described by his historians 67
described by his neighbors 78
described by his opponents 291
described by his political 66
described by his principal 55
described by his publisher 79
described by his secretary 161
described by his successor 222
described by his terrified 92
described by its adherents 78
described by its advocates 197
described by its amplitude 237
described by its architect 140
described by its associated 45
described by its commander 109
described by its component 46
described by its definition 65
described by its designers 58
described by its developer 76
described by its excavator 51
described by its followers 49
described by its frequency 285
described by its intensity 75
described by its inventors 71
described by its magnitude 179
described by its opponents 305
described by its president 203
described by its principal 227
described by its producers 70
described by its promoters 81
described by its publisher 158
described by its spiritual 41
described by its structure 53
described by its technical 40
described by its transition 51
described by one australian 90
described by one biographer 499
described by one character 146
described by one columnist 65
described by one economist 50
described by one executive 127
described by one informant 420
described by one missionary 102
described by one newspaper 368
described by one nineteenth 41
described by one parameter 271
described by one political 102
described by one prominent 143
described by one researcher 119
described by one revolution 41
described by one scientist 83
described by one spectator 79
described by our historians 83
described by our informant 54
described by san francisco 40
described by sir alexander 154
described by sir archibald 106
described by sir frederick 301
described by that excellent 293
described by that gentleman 162
described by that statement 62
described by this adjective 48
described by this definition 114
described by this expression 181
described by this gentleman 55
described by this hypothesis 63
described by this paragraph 52
described by this principle 47
described by this procedure 62
described by this statement 129
described by this structure 50
described by two additional 55
described by two constants 135
described by two different 729
described by two dimensions 109
described by two historians 101
described by two observers 81
described by two principal 54
described by two processes 88
described by two relaxation 148
described by using different 53
described do not represent 176
described in all histories 42
described in all necessary 87
described in all textbooks 184
described in and exhibited 210
described in any ordinance 88
described in any paragraph 117
described in any published 67
described in both instances 54
described in both paragraph 88
described in each paragraph 140
described in each statement 240
described in her interview 76
described in her narrative 143
described in her statement 81
described in her testimony 123
described in his admirable 88
described in his affidavit 61
described in his chronicle 54
described in his classical 88
described in his collection 45
described in his commission 52
described in his complaint 101
described in his confession 139
described in his definition 87
described in his deposition 65
described in his discourse 49
described in his discussion 156
described in his excellent 176
described in his fascinating 88
described in his important 88
described in his inaugural 182
described in his interesting 139
described in his interview 91
described in his inventory 96
described in his memorable 62
described in his monograph 276
described in his narrative 650
described in his newspaper 53
described in his notebooks 131
described in his political 49
described in his posthumous 53
described in his principal 54
described in his published 355
described in his souvenirs 40
described in his statement 199
described in his testimony 267
described in his universal 64
described in his wonderful 49
described in its definition 40
described in its essentials 75
described in its evolutions 46
described in its publicity 44
described in new testament 87
described in old documents 66
described in old mortality 141
described in old testament 181
described in one guidebook 40
described in one interview 40
described in one newspaper 194
described in one paragraph 150
described in one revolution 101
described in our definition 87
described in our discussion 1433
described in our framework 56
described in our interview 46
described in our narrative 135
described in our textbooks 98
described in our theoretical 72
described in san francisco 54
described in that connection 299
described in that narrative 40
described in that paragraph 834
described in that reference 63
described in that regulation 68
described in that statement 76
described in that subsection 1038
described in this affidavit 97
described in this agreement 1356
described in this character 78
described in this chronicle 103
described in this collection 384
described in this complaint 760
described in this connection 944
described in this convention 166
described in this definition 384
described in this dictionary 122
described in this directory 242
described in this discourse 125
described in this discussion 550
described in this excellent 87
described in this framework 162
described in this guidebook 397
described in this guideline 148
described in this important 79
described in this interesting 174
described in this interview 79
described in this inventory 67
described in this monograph 5443
described in this narrative 1288
described in this newspaper 94
described in this ordinance 213
described in this paragraph 23369
described in this population 100
described in this procedure 448
described in this reference 301
described in this regulation 122
described in this resolution 65
described in this statement 639
described in this subsection 9113
described in this symposium 217
described in this technical 59
described in this wonderful 65
described in two different 1280
described in two dimensions 235
described in two documents 72
described in two excellent 66
described in two important 78
described in two pamphlets 41
described in two sentences 98
described in two unrelated 62
described is not altogether 57
described is not available 127
described is not difficult 78
described is not identical 47
described is not necessary 67
described is not practical 41
described is not universal 47
described is that generally 64
described it was necessary 71
described it with abilities 77
described it with admirable 43
described it with admiration 46
described on her tombstone 84
described on his tombstone 301
described on two dimensions 42
described or not described 111
described so far indicates 41
described so far represent 136
described the new agreement 40
described the new generation 66
described the new industrial 53
described the new jerusalem 125
described the new political 75
described the new president 140
described the new structure 59
described the new technique 70
described the new testament 94
described the old gentleman 56
described the old testament 230
described the san francisco 98
described the two countries 75
described the two different 94
described the two principal 135
described to his biographer 43
described to his colleagues 131
described to his companions 43
described to his disciples 93
described to his listeners 47
described to his publisher 43
described to our knowledge 46
described to you yesterday 160
describes as not difficult 72
describes in her discussion 77
describes in her narrative 117
describes in his chronicle 70
describes in his dedication 47
describes in his discussion 267
describes in his excellent 115
describes in his fascinating 42
describes in his interesting 65
describes in his interview 55
describes in his monograph 42
describes in his narrative 201
describes in his published 89
describes in his statement 43
describes in his testimony 44
describes in its revolution 108
describes in this connection 58
describes in this interview 45
describes the act forbidden 55
describes the all extensive 42
describes the heat conduction 47
describes the idea uppermost 51
describes the new generation 91
describes the new jerusalem 303
describes the new political 43
describes the new testament 75
describes the old testament 228
describes the san francisco 91
describes the two countries 52
describes the two different 104
describes the two principal 97
describes the two processes 48
describes the way different 54
describes to his disciples 43
designate as his successor 451
designate by this expression 113
designate in his complaint 61
designate the new continent 76
designate the old testament 110
designate the two different 72
designating as his successor 86
designating the two processes 43
designers do not appreciate 55
