dangerously quick and critical 41
destruction which had befallen 95
destruction which had occurred 67
destruction which has befallen 93
destruction which has occurred 109
destruction which they suffered 59
detachment which had advanced 102
detachment which had escorted 52
detachment which had occupied 69
detachment which was stationed 92
detectable change was observed 47
detectable signs and symptoms 79
deteriorating social and economic 1843
determined first and foremost 2097
determined social and cultural 43
determined social and economic 239
determined under all relevant 90
determined under any provision 152
determined under this sentence 76
determined which was required 44
determines guilt and inflicts 54
determines price and quantity 102
determines social and economic 58
detestable feeling this fluttering 78
devastated tokyo and yokohama 211
devastated towns and villages 592
diacritical marks for sanskrit 46
difference could not possibly 59
difference could that possibly 159
difference method was employed 100
difference rather than cultural 53
difference rather than equality 137
difference rather than identity 272
difference rather than likeness 112
difference rather than sameness 464
difference score was computed 141
difference score was obtained 78
difference tones and summation 214
difference which had formerly 66
difference which had happened 82
difference which has occurred 42
difference which its presence 47
difference which may hereafter 46
difference which may possibly 47
difference which was observed 96
difference which was supposed 66
difference within our identity 51
difference within this category 40
difficulty about any doctrine 82
difficulty about this approach 85
difficulty about this argument 135
difficulty about this condition 42
difficulty breathing and swallowing 217
difficulty chewing and swallowing 727
difficulty finds her obedient 45
difficulty forming and sustaining 47
difficulty forming new memories 57
difficulty keeping his attention 112
difficulty selling its products 47
difficulty speaking and swallowing 134
difficulty storing and retrieving 51
difficulty sucking and swallowing 115
difficulty talking and swallowing 96
difficulty which can possibly 51
difficulty which had attended 46
difficulty which had formerly 41
difficulty which had occurred 289
difficulty which had shadowed 47
difficulty which had troubled 84
difficulty which has attended 119
difficulty which has occurred 184
difficulty which has probably 156
difficulty which has recently 57
difficulty which has troubled 108
difficulty which his outburst 76
difficulty which was destined 43
difficulty which was increased 53
difficulty which was mentioned 62
difficulty which was overcome 89
difficulty which was supposed 51
diffraction grating and scatters 133
diffraction lines are observed 86
diffraction spots are observed 185
diligently keeping our hostages 41
diligently tried and examined 51
dimensional array that contains 211
dimensional array with elements 55
dimensional linear and nonlinear 69
dimensional model for counseling 182
dimensional model for predicting 51
dimensional model for simulating 45
dimensional model that includes 73
dimensional motion with constant 142
dimensional space and movement 52
dimensional space and therefore 74
dimensional space are examples 61
dimensional space that contains 54
diminished power and prestige 118
diminished power and withdrawn 53
diminished rather than enhanced 1254
diminished rather than enlarged 150
diminished rather than expanded 71
diminished rather than improved 147
diminished rather than increased 2865
diminished social and economic 121
diminishes rather than augments 112
diminishes rather than enhances 509
diminishes rather than increases 868
diplomatic action was promised 47
diplomatic corps and consular 70
diplomatic corps and military 203
diplomatic corps and tourists 58
diplomatic cover for military 55
diplomatic notes and protests 103
diplomatic rather than economic 54
diplomatic rather than military 2213
diplomatic skill and military 118
diplomatic skill and patience 54
diplomatic skill and personal 86
diplomatic skill was required 41
disallowed under this provision 92
disappeared after being arrested 158
disappeared after being detained 65
disappeared again and returned 108
disappeared under this treatment 129
disastrous defeat was entirely 75
disastrous social and economic 434
disastrous times that followed 40
discharged under any provision 141
discharges first any expenses 40
discipline could not overcome 77
discipline could not possibly 44
discipline could not restrain 60
discipline rather than doctrine 297
discipline rather than education 45
discipline since its inception 106
discipline until they threatened 42
discipline which are essential 105
discipline which are required 61
discipline which had formerly 99
discipline which had resulted 90
discipline which they enforced 44
discipline which they observed 68
discipline which they proposed 257
discipline which they received 86
discipline which they retained 41
discipline which was enforced 114
discipline which was intended 41
discipline which was observed 50
discipline which was required 48
discipline which was supposed 42
disclosure forms are required 49
disclosure given and received 72
disclosure under this provision 63
disclosure which had occurred 87
discolored light that partially 53
discontent found its exponent 44
discontent which now pervades 112
discontent which now prevails 45
discontent which was fermenting 46
discordant laugh that benjamin 50
discounted costs and benefits 644
discounted costs and revenues 42
discounted goods and services 179
discourses which are recorded 45
discovered large oil reserves 123
discovered rather than invented 483
discovered where his daughter 74
discovered within his boundary 79
discursive field that includes 47
discussions about how students 46
discussions rather than lectures 102
discussions which are intended 46
discussions which are supposed 72
discussions which had followed 56
discussions which had occurred 96
discussions which had preceded 176
dislocation climb and diffusion 90
dislocation lines are parallel 70
dislocation loops are observed 133
dislocation loops was observed 59
dislocation which has occurred 46
disordered dress and fatigued 57
dispatches which they received 54
displeasure which its exercise 42
disposable goods and services 48
disposition frank and generous 48
disposition which has produced 61
disposition which has rendered 45
disposition which may hereafter 40
disposition which now prevails 76
disposition which they discover 58
disposition which they expected 80
disruptive social and economic 186
dissensions which had agitated 75
dissensions which had formerly 64
dissensions which had occurred 143
dissensions which then agitated 94
dissimilar goods and services 138
dissimilar local area networks 49
dissimilar social and economic 88
dissipated which had obscured 42
dissociation steps are diffusion 55
dissolution agent for retained 83
distillers would not purchase 45
distinction truly for christian 55
distinction under its concrete 54
distinction which has recently 50
distinction which has remained 47
distinction which has resulted 70
distinction which has survived 43
distinction which they consider 111
distinction which was bestowed 43
distinction which was formerly 127
distinction within this category 74
distinctly lined and numbered 48
distinctly longer and narrower 50
distinctly moral and religious 162
distinguishing glory and felicity 45
distinguishing goods and services 157
distinguishing signs and symptoms 173
distracted brain and shivered 52
distracted women and children 113
distressed about her children 43
distressed about her daughter 98
distressed state and condition 56
distressed women and children 254
distressed women and helpless 91
distresses which they suffered 83
distribute blood for nutrition 51
distribute costs and benefits 350
distribute goods and services 3323
distribute power and authority 87
distribute power and prestige 52
distribute social and economic 62
distribute water for domestic 46
distributing costs and benefits 168
distributing goods and services 3361
distributing point for supplies 176
distributing power and authority 131
distributing social and economic 76
documented fetal lung maturity 45
documented study and analysis 55
duplication event that occurred 58
