dare some desperate action 93
down from exhaustion while 318
down from immemorial times 180
down from jerusalem stood 477
down from primitive times 577
down from somewhere above 606
down from surrounding hills 41
down here yesterday evening 45
down into component parts 6787
down into component steps 218
down into component tasks 130
down into different kinds 243
down into different parts 358
down into different types 613
down into extremely small 47
down into fathomless depths 105
down into fragments which 57
down into functional units 127
down into manageable bites 102
down into manageable parts 2197
down into manageable steps 1535
down into manageable tasks 553
down into manageable units 1313
down into measurable units 70
down into molecules small 79
down into mysterious depths 115
down into particles small 96
down into sequential steps 123
down many centuries later 122
down many different roads 108
down more permanent roots 83
down some conditions which 41
down some excellent rules 105
down some fourscore miles 49
down some imaginary enemy 42
down some practical rules 70
down some rebellious signs 52
down their blackened faces 112
down their political power 42
down their population growth 162
down their priceless lives 45
down their production costs 102
down their production lines 138
down there yesterday morning 95
down these barbarous names 47
down those obstacles which 52
down three conditions under 42
down three conditions which 313
down three different times 46
down till priscilla could 110
down upon generation after 43
down your ungrateful throat 79
drag your unresisting prize 147
draw away disciples after 2809
draw some conclusion about 314
draw some inference about 78
draw upon different kinds 57
draw upon different types 43
draw upon resources which 49
draw upon themselves penal 283
drew from different parts 41
drew great audiences which 54
during bone conduction testing 161
during early afternoon hours 61
during early childhood which 78
during early childhood would 62
during early cretaceous times 181
during early postnatal growth 82
during early postnatal period 72
during early pregnancy could 40
during early pregnancy might 50
during early stationary phase 83
during late afternoon hours 85
during late cretaceous times 194
during late formative times 61
during less stressful times 53
during many centuries after 131
during many difficult times 41
during more difficult times 72
during most difficult times 43
during past geological times 66
during some arbitrary period 65
during some centuries after 40
during some difficult times 239
during some reference period 42
during some specified period 870
during some temporary panic 301
during such additional period 61
during such difficult times 307
during such emergency period 46
during such reasonable hours 54
during such stressful times 49
during such suspension shall 80
during such temporary period 78
during such turbulent times 76
during such uncertain times 49
during such withdrawal shall 118
during their babylonian exile 55
during their childbearing period 42
during their courtship period 58
during their difficult times 82
during their discussion about 40
during their embryonic growth 84
during their embryonic stage 58
during their embryonic state 65
during their engagement period 180
during their excursions below 126
during their flourishing period 68
during their formative period 736
during their formative stage 92
during their inaugural season 53
during their incubation period 120
during their lifetimes while 42
during their lifetimes would 42
during their menstrual cycle 668
during their menstrual period 2177
during their migratory period 79
during their migratory phase 77
during their residence within 95
during their sensitive period 69
during their temporary exile 65
during their transition period 106
during these additional hours 47
during these afternoon hours 47
during these bloodless raids 49
during these centuries which 42
during these desperate times 77
during these difficult hours 42
during these difficult months 378
during these difficult times 2368
during these difficult weeks 113
during these distressing times 77
during these disturbed times 110
during these important months 45
during these important times 51
during these intervening months 54
during these momentous times 81
during these momentous weeks 44
during these seventeen months 105
during these strenuous times 79
during these stressful times 209
during these turbulent months 76
during these turbulent times 900
during these uncertain times 237
during these unsettled times 155
during those centuries which 171
during those desperate hours 48
during those desperate times 49
during those difficult first 45
during those difficult hours 55
during those difficult months 267
during those difficult times 1095
during those difficult weeks 121
during those disturbed times 140
during those intervening months 64
during those memorable months 47
during those memorable weeks 49
during those miserable hours 43
during those miserable months 42
during those momentous months 49
during those seventeen months 53
during those sleepless hours 60
during those stressful times 69
during those turbulent months 70
during those turbulent times 475
during those uncertain times 88
during those unsettled times 71
during very difficult times 344
during very inclement weather 61
during vice president nixon 41
during your menstrual cycle 411
during your menstrual period 1069
during your scripture study 49
during your transition period 123
dust from different parts 54
dust mite sensitive adult 45
dust were scattered bones 102
