day been gaining ground 126
does take place across 126
does take place before 144
does take place inside 69
does take place occurs 135
does take place should 65
does take place slowly 41
does take place through 1051
does take place without 385
does their menial chores 44
does their power extend 51
does there exist another 107
does there exist greater 47
does there still remain 106
does time exist without 68
does truth sound bitter 131
does very often happen 73
does what others expect 41
does when passing through 46
does your child attend 64
does your child handle 48
does your child prefer 87
does your child relate 54
does your dirty little 60
does your father expect 46
does your local school 40
does your mother always 62
does your mother expect 69
does your paper devote 40
does your value system 41
does your water supply 47
does your whole family 47
dog came running around 47
dog came running toward 98
dog come howling around 99
dog flew barking loudly 44
dog runs after stones 74
dog when seven sleeps 99
dog will breed freely 112
dog will never threaten 245
doing good deeds without 75
doing good works through 45
doing only minor damage 52
doing some digging around 40
doing some quick mental 83
doing some thinking lately 54
doing some thinking myself 73
doing their daily chores 313
doing their daily duties 88
doing their daily shopping 109
doing their morning chores 80
doing their morning shopping 122
doing their share toward 172
doing unto others before 90
doing very badly indeed 74
doing what comes easiest 50
doing what comes nearest 40
doing what every public 44
doing what forty sheets 48
doing what jesus christ 64
doing what others expect 248
doing what others thought 65
doing what others wanted 153
doing what people expect 100
doing what would accrue 41
doing work which appears 46
doing work which should 134
doing your daily chores 55
doth fall under measure 675
doth only store itself 50
doth seem passing strange 111
doth there appear therein 113
doth turn aside through 61
dry dock large enough 116
dry eyes could behold 113
dry hole after another 77
dry howl which reached 94
dry land shall become 65
dry land where nature 46
dry moss spread before 87
dry side crept slowly 44
dry steam wells through 58
dry their hands before 138
dry wind blowing across 51
dry wind blowing through 98
dry wind blows across 47
dry wood piled around 82
dry your hands before 459
due back until monday 103
due date would impose 57
due date would result 92
due from banks abroad 128
due from every member 165
due from every person 175
due time betty became 41
due time built cabins 41
due time every member 57
due time found myself 48
due time would become 85
due time would follow 71
due when others treated 50
dug just large enough 60
dye many times without 48
dying from brain cancer 115
dying from breast cancer 1450
dying from colon cancer 135
dying from liver cancer 98
dying from liver disease 60
dying from throat cancer 66
dying holy roman empire 90
dying like flies around 42
dying many times before 44
dying soon after without 82
