dagger upon every slight 89
derive much moral profit 58
derive their blood supply 2055
derive their chief income 209
derive their chief strength 179
derive their chief supply 151
derive their guilt merely 49
derive their legal powers 418
derive their legal status 61
derive their major income 75
derive their major source 47
derive their meanings through 40
derive their moral strength 51
derive their motor nerves 153
derive their nerve supply 485
derive their power mainly 42
derive their power partly 40
derive their power solely 104
derive their power supply 47
derive their power through 343
derive their social status 183
derive their title through 349
derive their value solely 70
derive their vital energy 67
derive their water supply 605
derive their whole income 105
deriving from human nature 142
deriving their blood supply 57
deriving their chief income 130
deriving their title through 42
deriving their vital powers 76
deriving their water supply 58
desert into green fields 43
desert sand smoking behind 138
desert their falling master 43
desert their usual haunts 92
design also lends itself 108
design more nearly planar 134
design must shine through 53
design their lives around 88
design what would become 101
desire their lives absent 105
desire were strong enough 64
desire what others desire 184
desist from holding meetings 41
desist from raids across 247
desist from still greater 42
desist from throwing stones 63
detail taking place sooner 53
detail what burke termed 47
detail what might happen 64
detail what would happen 426
detect data entry errors 43
detect early breast cancer 209
detect even small changes 94
detect four basic tastes 40
detect left atrial thrombi 50
detect much lower levels 40
detect such small changes 89
detect their error before 47
detect these small changes 56
detect very grave faults 55
detect very small changes 471
detect very small lesions 44
detect what atoms become 58
detect what others thought 50
devising means which should 49
devising some fresh scheme 53
devote some small portion 43
devote their lives merely 231
devote their lives purely 46
devote their lives solely 63
devote their lives wholly 76
devote their whole energy 403
devote their whole powers 52
devote their whole strength 169
devote your whole energy 87
devoting their whole energy 99
diction used about christ 49
differ among ethnic groups 398
differ among racial groups 72
differ among social groups 47
differ from civil rights 42
differ from either parent 104
differ from green plants 142
differ from human nature 45
differ from others around 40
differ from others except 61
differ from others merely 55
differ from others through 83
differ from people without 45
differ from smooth muscle 42
differ from world market 44
differ from world prices 97
dinner last night without 49
dioxide from burning fossil 313
dioxide from power plants 245
dioxide from power station 45
dioxide over heated carbon 76
dipped into strong nitric 71
dipped into water before 93
dipped their fingers before 78
dipped well below freezing 116
direct from downing street 143
direct from heaven itself 121
direct from jesus christ 170
direct line passing through 56
direct mail piece should 79
direct mail sales letter 54
direct rays passing through 47
direct their action toward 60
direct their faces toward 97
direct their fishing effort 105
direct their hearts toward 315
direct their lives toward 299
direct their minds toward 140
direct their power toward 96
direct their steps through 137
direct their steps toward 370
direct their thinking toward 286
direct their whole strength 130
direct your thinking toward 177
disease among dairy cattle 68
disease among ethnic groups 63
disease among older adults 159
disease from breast cancer 91
disease from which england 50
disease from which france 58
disease from which modern 46
disease have lower levels 88
disease like breast cancer 199
disease most often appears 88
disease most often begins 117
disease most often caused 50
disease most often occurs 264
disease must await further 56
disease will spread through 78
dismay will spread around 43
disown your father philip 104
dispel many vague notions 55
dispel some false notions 45
distal left renal artery 100
distal main renal artery 367
disuse their trade forgot 99
divers other small fishes 42
divers other strong drinks 44
divers other times before 91
divest their theater chains 94
divide into equal halves 99
divide into small groups 3890
divide into small pieces 222
divide many times before 45
divide once every twenty 43
divide their votes evenly 40
dividing into small groups 537
dividing line passing through 85
dividing line running through 248
divine aura which breathes 336
divine laws which govern 91
divine life flowing through 57
divine life flows through 43
divine life which christ 71
divine lord jesus christ 61
divine mind never called 44
divine must needs impair 89
divine their plans before 88
divine will working through 88
doctor what would happen 61
doctor will avoid exposing 45
doctor will never finish 48
dollar came under attack 87
dollar came under severe 53
dollar from falling further 48
dollar upon every person 94
donate their drawing ticket 94
dorsal fins slicing through 91
dorsal horn after sciatic 64
dotted line drawn across 66
dotted line drawn through 224
dotted line passing through 607
dotted line running across 73
dotted line running through 210
dotted line which passes 95
double door which opened 64
double fees would hardly 43
double gold medal winner 56
double name jesus christ 53
double soul which belongs 76
double their usual amount 93
double their usual number 62
double those which william 72
double thread running through 47
double throw knife switch 195
double time until halted 70
doubts have risen whether 107
doubts have since arisen 128
doubts were first raised 46
downed five enemy planes 56
downed four enemy planes 41
drafting what would become 151
dragging down every sacred 73
dragging heavy loads through 52
dragging rude brass models 54
dragging their boats across 75
dragging their boats through 41
dragging their jaded horses 94
dragging their tails behind 97
dragging your mouse across 105
drapes were drawn across 195
drapes were still closed 87
drawer till after dinner 51
dreaded what might follow 63
dreaded what might happen 463
dreaded what would happen 391
dreamed kind jesus fouled 52
dreamed what would happen 122
dreamer must needs differ 70
dressing gown tight around 149
dressing room right before 89
drifts were often banked 46
drinking among older adults 242
drinking beer while watching 120
drinking milk while standing 55
drinking their black coffee 46
drinking their morning coffee 386
drinking thick black coffee 60
drinking were never before 40
drinking wine after dinner 313
drinking your morning coffee 61
drinks were flowing freely 60
driven away either through 48
driven back again across 44
driven back still further 96
driven back within itself 65
driven down still further 114
driven four miles through 41
driven from below through 50
driven from every corner 44
driven from power before 44
driven into exile abroad 111
driven into exile across 134
driven into exile almost 64
driven into exile before 92
driven into exile myriads 96
driven into exile without 71
driven into moist ground 58
driven like chaff before 376
driven like leaves before 62
driven like sheep before 133
driven like sheep through 55
driven over rough ground 50
driven some miles through 43
driver into upper memory 266
drives more blood through 107
dropping like flies around 119
dropping like leaves around 48
dropping well below freezing 61
drowsy soon after dinner 85
dumped into nearby rivers 58
dumped into water bodies 52
dungeons were roomy enough 43
duties from every vessel 51
duties into legal duties 55
duties were again raised 74
duties were first levied 101
duties were light enough 117
duties were never clearly 63
duties were still further 230
duties were still levied 68
dwelling were glowing through 41
dwells among rocks hardly 252
dwells mine every thought 74
dwells upon human misery 42
