dad were married in 41
day only because the 309
day only beginning to 49
day other members of 76
day paid tribute to 46
day pass lightly on 43
day rail journey to 116
day reading prayers in 53
day rise against the 270
day rule applies in 45
day rule applies to 240
day said plainly the 45
day shut himself up 44
day soft shadows of 45
day some account of 139
day some blemish is 56
day some friends of 104
day some members of 689
day some persons of 46
day some portions of 99
day soon arrived on 260
day soon brought on 79
day such failure to 130
day such phrases as 139
day such refusal or 44
day such violation is 52
day take control of 60
day take delight in 95
day take pleasure in 113
day there appeared an 279
day there appeared at 334
day there appeared in 2400
day there appeared on 325
day there appeared the 304
day there appeared to 726
day there arrived at 1191
day there arrived in 721
day there arrived on 45
day there arrived the 141
day there chanced to 49
day there entered the 70
day there existed in 52
day there existed no 72
day there floated by 263
day there remains an 172
day there remains in 107
day there remains no 127
day there remains the 42
day three hundred of 137
day three members of 189
day three morsels of 121
day three thousand of 122
day till sundown of 86
day till towards the 329
day time because of 57
day took command of 53
day took occasion to 343
day took passage on 50
day took shelter in 52
day trial versions of 207
day turn against the 209
day upon matters of 42
day upon payment of 60
day upon returning to 54
day vary according to 137
day vast numbers of 153
day very similar to 162
day week because it 87
day week because of 159
day went according to 114
day went against the 232
day went against us 58
day went forward as 183
day went plainly to 64
day were accused of 107
day were against the 152
day were alarmed at 58
day were allowed by 55
day were allowed to 772
day were applied to 151
day were assumed to 49
day were beginning to 1401
day were brought in 300
day were brought to 809
day were brought up 303
day were capable of 665
day were careful to 70
day were carried in 115
day were carried on 370
day were carried to 105
day were content to 238
day were counted as 87
day were covered by 95
day were devoted to 3063
day were divided in 71
day were divided on 51
day were dressed in 46
day were enabled to 41
day were erected as 60
day were exposed to 219
day were familiar to 45
day were hostile to 51
day were invited to 519
day were largely the 94
day were limited to 299
day were members of 531
day were obliged to 504
day were opposed to 102
day were ordered to 236
day were paraded in 139
day were planned to 52
day were present at 103
day were present in 49
day were printed in 61
day were reduced by 52
day were reduced to 370
day were related to 85
day were repeated in 41
day were shipped to 46
day were shorter in 133
day were similar to 173
day were steeped in 44
day were subject to 87
day were superior to 121
day were unknown to 242
day were unwilling to 89
day were victims of 44
day were visited by 107
day were written by 144
day were written in 300
day were written on 85
day what appeared to 109
day what matters is 94
day what remains of 53
day what scholar of 103
day when according to 112
day when america is 43
day when applied to 54
day when charles ii 180
day when charles the 175
day when congress is 117
day when everything in 166
day when everything is 955
day when exposed to 219
day when fatigue is 40
day when following the 105
day when germany is 105
day when listening to 88
day when members of 704
day when millions of 451
day when operating at 99
day when payment is 158
day when perhaps he 50
day when perhaps the 53
day when referring to 118
day when returning to 53
day when science is 81
day when several of 445
day when traffic is 134
day when traveling by 93
day will attempt to 115
day will consist in 50
day will consist of 544
day will declare it 604
day will declare the 87
day will decrease the 63
day will destroy the 148
day will destroy ye 222
day will forever be 181
day will furnish the 90
day will improve the 106
day will include the 88
day will increase in 64
day will increase the 575
day will inherit the 130
day will perhaps be 166
day will present to 95
day will prevent the 283
day will produce an 40
day will produce as 350
day will produce the 179
day will provide an 49
day will provide the 366
day will question the 103
day will receive the 194
day will relieve the 155
day will replace the 46
day will require the 41
day will satisfy the 168
day will suffice to 610
day will usually be 548
day will usually do 59
day will venture to 164
day will witness the 254
day your letters of 113
dead areas between the 49
dead baby wrapped in 99
dead body according to 110
dead body against the 57
dead body because the 42
dead body becomes the 58
dead body belonged to 43
dead body brought to 72
dead body carried by 42
dead body carried to 70
dead body dressed in 45
dead body exposed on 40
dead body exposed to 77
dead body happily be 42
dead body outside the 81
dead body remains in 67
dead body sprawling in 311
dead body together in 54
dead body wrapped in 210
dead bone remains in 47
dead calm reigned in 59
dead ends because of 41
dead fish floated in 98
dead fish floated on 136
dead fish floated to 88
dead fish wrapped in 61
dead from beginning to 64
dead from returning to 248
dead from rupture of 49
dead hand control of 82
dead just because he 65
dead just because it 51
dead just outside the 395
dead line between the 99
dead load applied at 139
dead load applied to 92
dead load carried by 266
dead lock between the 42
dead polio viruses to 70
dead time between the 298
dead time depends on 64
dead tree against the 43
dead upon arrival at 378
dead were allowed to 387
dead were arranged in 72
dead were assumed to 56
dead were beginning to 62
dead were bravest of 51
dead were brought in 404
dead were brought on 40
dead were brought to 486
dead were brought up 50
dead were capable of 55
dead were carried by 84
dead were carried in 390
dead were carried on 178
dead were carried to 534
dead were counted at 64
dead were counted by 69
dead were counted in 899
dead were counted on 740
dead were covered up 41
dead were dragged to 68
dead were dressed in 129
dead were enemies of 120
dead were exposed in 40
dead were exposed on 61
dead were exposed to 161
dead were ferried by 73
dead were gathered in 114
dead were gathered up 156
dead were invited to 91
dead were members of 193
dead were obliged to 73
dead were offered up 47
dead were present in 79
dead were reduced to 58
dead were removed by 55
dead were removed to 230
dead were roasted in 50
dead were scalped by 64
dead were settled at 44
dead were similar to 82
dead were stacked in 75
dead were stacked up 46
dead were victims of 213
dead were wrapped in 1451
dead when brought on 46
dead when brought to 72
dead wife appeared to 63
dead young soldier in 201
dead zone between the 132
deaf from listening to 64
deal also depends on 861
deal desk perched on 56
deal from beginning to 149
deal from company to 96
deal from country to 1697
deal from culture to 130
deal from examining the 58
deal from language to 65
deal from listening to 260
deal from members of 40
deal from observing the 86
deal from patient to 121
deal from product to 45
deal from society to 107
deal from species to 114
deal from village to 62
deal here depends on 77
deal just because he 85
deal just because the 40
deal less according to 97
deal less trouble to 44
deal made between the 546
deal more address or 40
deal more against the 75
deal more because of 195
deal more capable of 67
deal more capital to 45
deal more careful in 84
deal more careful of 42
deal more cautious in 79
deal more certain of 108
deal more closely to 59
deal more comfort in 58
deal more complex in 264
deal more congenial to 41
deal more control of 53
deal more courage to 84
deal more depends on 325
deal more expense to 46
deal more familiar to 69
deal more follows in 49
deal more freedom in 500
deal more freedom of 300
deal more freedom to 177
deal more implied in 47
deal more largely in 242
deal more liberal in 48
deal more material in 54
deal more material is 64
deal more material on 53
deal more material to 48
deal more natural to 87
deal more pleasant to 419
deal more pleasure in 264
deal more pleasure to 152
deal more popular if 66
deal more popular in 59
deal more poverty an 44
deal more precise in 42
deal more radical in 55
deal more religion in 46
deal more remains to 1074
deal more research in 163
deal more research is 3189
deal more research on 326
deal more research to 337
deal more service to 116
deal more similar to 93
deal more success in 75
deal more support in 45
deal more trouble in 127
deal more trouble to 783
deal more variation in 124
deal more variety in 73
deal more variety of 51
deal more wakeful in 44
deal most largely in 106
deal most untruly by 109
deal their vengeance on 123
deal upon himself to 57
deal very largely in 257
deal what happens to 97
dean just brought to 49
dear girl herself so 40
dear good friends of 116
dear john gathered me 215
dear kind sisters to 41
dear life against the 216
dear life towards the 258
dear lord forgave me 67
dear lord wounded in 52
dear love endeared the 43
dear ones exposed to 43
dear wife assured me 47
dear young friends in 72
dear young friends of 101
death also appeared in 50
death also depends on 43
death also results in 40
death among brethren of 40
death among infants in 94
death among infants of 65
death among members of 152
death among persons of 55
death among smokers in 89
death bears witness to 160
death been revealed to 318
death blow against the 82
death bore witness to 98
death came because of 69
death came between us 47
death came quickly to 49
death came swiftly to 42
death come results of 57
death come together in 81
death ever present in 50
death ever present to 85
death five hundred of 40
death from asphyxia by 44
death from asphyxia in 137
death from asphyxia is 145
death from asphyxia it 56
death from asphyxia or 223
death from beginning to 63
death from beholding the 105
death from cancers of 67
death from cholera at 87
death from cholera in 573
death from cholera of 205
death from cholera on 101
death from cholera or 78
death from diabetes in 67
death from diabetes is 42
death from diseases of 250
death from failure of 836
death from failure to 50
death from finishing the 48
death from gangrene of 47
death from himself to 46
death from illness in 214
death from illness of 105
death from illness or 184
death from leukemia at 67
death from leukemia in 271
death from leukemia is 80
death from leukemia of 83
death from leukemia on 43
death from lightning is 41
death from lightning or 67
death from motives of 90
death from natural or 44
death from poisoning by 256
death from poisoning in 77
death from poisoning the 47
death from removal of 42
death from returning to 45
death from rupture of 648
death from suicide in 78
death from suicide is 79
death from suicide or 138
death from syncope or 98
death from tetanus in 55
death from typhoid at 70
death from typhoid in 221
death from typhoid of 78
death from violence in 76
death from violence is 41
death from violence or 161
death gave occasion to 173
death great numbers of 271
death have appeared in 44
death have entered the 53
death having appeared in 89
death having removed the 52
death into newness of 47
death just because he 157
death just because it 54
death just because of 85
death just because the 59
death just outside the 136
death lies between the 128
death lies outside the 43
death made perfect in 433
death many members of 44
death must deliver the 55
death must include the 45
death must precede the 52
death must somehow be 41
death nothing certain is 54
death nothing remains of 54
death only attends the 41
death only because he 355
death only because it 150
death only because of 314
death only because the 207
death only happens to 69
death only insofar as 116
death only lighted up 40
death over against the 62
death over marriage to 47
death over members of 97
death over millions of 192
death paid tribute to 58
death rate according to 190
death rate because it 71
death rate because of 348
death rate because the 82
death rate between the 912
death rate climbed to 100
death rate depends on 121
death rate divided by 65
death rate dropped by 202
death rate dropped to 410
death rate exceeds the 561
death rate following the 108
death rate measures the 118
death rate related to 144
death rate resulting in 87
death rate results in 201
death rate similar to 97
death rate started to 110
death risk factors in 49
death runs counter to 44
death some gypsies in 56
death some members of 68
death some persons of 68
death some relation of 45
death soon follows the 44
death soon removed the 51
death such persons as 43
death suit against the 830
death suit brought by 224
death there appeared an 41
death there appeared in 252
death there appeared the 140
death there appeared to 57
death there occurring in 57
death threat against me 46
death threat against the 218
death three volumes of 48
death toll climbed to 117
death toll exacted by 89
death toll mounted in 59
death toll mounted to 119
death upon herself by 54
death upon himself as 45
death upon himself by 217
death upon himself in 186
death upon himself or 70
death upon members of 46
death upon oneself in 46
death upon persons of 59
death vary according to 112
death very similar to 41
death were adjunct to 175
death were allowed to 162
death were beginning to 140
death were brought on 49
death were brought to 452
death were central to 46
death were devoted to 47
death were diseases of 84
death were limited to 58
death were matters of 112
death were members of 52
death were obliged to 54
death were ordered to 74
death were planted in 42
death were present in 64
death were reduced by 58
death were reduced to 83
death were related to 225
death were repeated in 68
death were similar in 75
death were similar to 144
death were subject to 829
death were trembling in 48
death were unknown to 56
death were visible in 50
death were written by 61
death were written in 43
death what becomes of 77
death when applied to 111
death when exposed to 160
death when inhaled in 79
death when present in 73
death will deliver us 53
death will deprive me 45
death will descend to 75
death will destroy the 63
death will destroy us 133
death will finally be 89
death will increase the 97
death will justify the 52
death will outlast the 61
death will prevent the 65
death will proceed to 48
death will produce it 41
death will produce no 61
death will provide the 68
death will provoke no 50
death will receive the 87
death will satisfy the 87
death will suffice to 45
death will usually be 98
death wish against the 311
death wish towards the 74
den berg entered the 155
den making believe to 42
dial tone sounded in 180
did also approve of 66
did also attempt to 62
did also augment the 44
did also because the 56
did also confirm the 87
did also declare in 76
did also declare the 82
did also deliver to 47
did also include the 61
did also presume to 88
did also prevail in 42
did also produce the 71
did also receive the 75
did also several of 97
did also signify to 61
did also trouble the 50
did band together in 49
did band together to 63
did best conduce to 55
did bill clinton in 44
did bind himself to 50
did blow asunder as 101
did blow himself up 65
did bore witness to 52
did burn incense to 635
did call himself the 78
did case studies of 77
did come because of 49
did come between the 42
did come forward as 118
did come forward in 122
did come forward to 382
did come together as 97
did come together at 59
did come together in 343
did come together on 129
did come together to 224
did drop sharply in 40
did duly receive the 47
did duty together in 55
did early research in 51
did early research on 109
did even neglect to 60
did even proceed to 87
did ever attempt to 41
did ever dispute the 105
did ever pretend to 120
did ever question the 52
did ever receive in 45
did ever reclaim the 57
did ever succeed in 116
did evil because he 95
did fair justice to 92
did fall outside the 44
did fall sharply in 44
did feel ashamed of 141
did feel certain of 69
did feel herself to 75
did feel himself in 63
did feel himself to 149
did feel obliged to 455
did feel superior to 66
did feel tempted to 48
did find comfort in 124
did find courage to 45
did find herself in 92
did find himself at 45
did find himself in 419
did find occasion to 118
did find pleasure in 104
did find remains of 45
did find support in 101
did fine service in 98
did five minutes of 76
did from beginning to 97
did from motives of 92
did from richard king 42
did full justice in 92
did full justice to 11084
did gain control of 467
did give congress the 92
did give consent to 115
did give details of 42
did give herself to 67
did give herself up 43
did give himself to 45
did give himself up 74
did give impetus to 168
did give occasion to 250
did give pleasure to 50
did give priority to 151
did give promise of 59
did give shelter to 42
did give support to 168
did good because it 51
did good justice to 64
did good offices to 52
did good service as 2323
did good service at 1577
did good service by 3175
did good service in 10957
did good service of 41
did good service on 797
did good service the 56
did good service to 4729
did good service up 87
did great benefit to 41
did great britain at 63
did great britain do 50
did great britain in 169
did great britain or 52
did great justice to 390
did great numbers of 181
did great penance in 58
did great service as 61
did great service at 71
did great service by 293
did great service in 1578
did great service on 50
did great service to 2190
did great violence to 372
did grow rapidly in 76
did have command of 55
did have control of 309
did have designs on 166
did have effects on 142
did have everything to 57
did have exactly the 70
did have features in 56
did have flashes of 50
did have freedom of 88
did have friends at 59
did have friends in 296
did have millions of 44
did have moments of 331
did have occasion to 884
did have records of 56
did have several of 46
did have success in 124
did have thoughts of 80
did have trouble in 109
did help clarify the 41
did help himself to 72
did help improve the 66
did help increase the 51
did help prepare the 73
did help prevent the 56
did help promote the 47
did hide himself in 46
did hope revisit my 139
did huge amounts of 63
did into everything he 40
did john believe the 52
did join himself to 45
did join together in 132
did join together to 68
did june succeed in 46
did just because he 100
did just because it 43
did just exactly as 165
did keep records of 113
did kill sixteen of 77
did know himself to 46
did leading members of 50
did lend support to 306
did less violence to 152
did live according to 60
did live together as 207
did live together in 127
did look askance at 88
did look closely at 80
did look familiar to 57
did look forward to 1937
did look similar to 48
did look towards the 51
did lose control of 230
did love concede to 65
did make account to 78
did make demands on 67
did make efforts in 42
did make efforts to 1236
did make friends in 47
did make himself in 56
did make inroads in 51
did many artists of 55
did many aspects of 101
did many members of 756
did many millions of 92
did many paintings in 66
did many paintings of 143
did many studies of 67
did many studies on 40
did many versions of 46
did many writers of 73
did meet together at 48
did meet together in 85
did meet together to 82
did more advance the 86
did more against the 44
did more benefit to 57
did more justice to 848
did more perhaps to 173
did more research in 46
did more research on 409
did more respect to 60
did more service by 44
did more service in 113
did more service to 392
did more towards it 67
did more towards the 420
did more violence to 109
did most animate me 41
did most aspects of 52
did most justice to 76
did most members of 381
did most notably in 99
did most service in 59
did most service to 63
did most towards the 56
did most writers of 55
did move against the 87
did move forward in 72
did move forward on 48
did move forward to 46
did move quickly to 128
did move quietly to 123
did move together or 217
did move towards the 82
did much advance the 59
did much afflict the 67
did much against my 51
did much against the 42
did much approve of 63
did much believe in 75
did much comfort me 46
did much conduce to 49
did much himself to 54
did much increase the 105
did much obscure the 112
did much refresh me 113
did much refresh us 184
did much rejoice my 40
did much research in 227
did much research on 447
did much service by 50
did much service in 160
did much service to 309
did much towards the 1286
did much traveling in 41
did much trouble me 238
did much violence to 54
did nothing according to 95
did nothing against it 68
did nothing against the 763
did nothing because he 482
did nothing because it 158
did nothing because of 162
did nothing because the 157
did nothing because we 46
did nothing harmful to 49
did nothing himself to 97
did nothing hostile to 91
did nothing illegal in 73
did nothing illegal or 78
did nothing outside of 42
did nothing overtly to 90
did nothing tangible to 44
did nothing towards it 53
did nothing towards the 443
did nothing unpleasing to 68
did nothing unusual in 59
did nothing unworthy of 159
did odin whisper in 73
did once attempt to 110
did once succeed in 149
did once suggest to 47
did once venture to 86
did only because he 392
did only because it 189
did only because of 436
did only because the 275
did only because we 53
did only consist of 45
did open himself to 46
did other artists of 47
did other aspects of 559
did other classes of 40
did other features of 53
did other friends of 84
did other measures of 46
did other members of 2105
did other portions of 68
did other sections of 139
did other sectors of 107
did other sources of 62
did other writers of 130
did pass between the 167
did pass between us 69
did pass betwixt me 44
did paul receive the 45
did paul respond to 96
did rail against the 41
did react against the 51
did react strongly to 53
did rise against the 105
did rise rapidly in 41
did rise sharply in 109
did rise superior to 48
did rome conquer the 45
did rule against the 80
did seem capable of 108
did seem familiar to 52
did seem foolish to 53
did seem natural to 48
did seem related to 40
did sell himself to 455
did send letters to 117
did send several of 40
did shew himself to 42
did show flashes of 58
did show himself in 72
did show himself to 131
did show mankind the 170
did some aspects of 44
did some exploring in 262
did some exploring of 94
did some exploring on 173
did some history in 42
did some justice to 174
did some lecturing at 57
did some members of 779
did some paintings of 68
did some rearranging of 52
did some recording in 57
did some repairs on 58
did some repairs to 106
did some research at 262
did some research in 866
did some research of 252
did some research on 7652
did some research to 413
did some rewriting on 48
did some sections of 53
did some service by 82
did some service in 375
did some service to 350
did some studies in 81
did some studies of 79
did some studies on 164
did some surveying in 68
did some traveling in 106
did some violence to 301
did speak against it 106
did speak against the 152
did speak sharply to 63
did step forward to 115
did such factors as 119
did such figures as 48
did such justice as 47
did such justice to 127
did such matters by 90
did such service as 46
did such service in 179
did such service to 114
did such violence to 240
did such wonders as 116
did such wonders in 109
did such writers as 93
did take account of 817
did take comfort in 173
did take command of 72
did take control of 274
did take courage to 108
did take courses in 46
did take delight in 88
did take measures to 279
did take occasion in 41
did take occasion to 275
did take offense at 74
did take pleasure in 368
did take pleasure to 41
did teach himself to 65
did tell stories of 50
did tend towards the 56
did their ability to 514
did their attempt to 52
did their brethren in 375
did their brethren of 104
did their brothers in 136
did their chances of 43
did their conduct on 54
did their cousins in 120
did their devotion to 63
did their efforts to 165
did their failure to 85
did their fellows in 112
did their friends in 51
did their kinsmen in 64
did their laundry at 54
did their laundry in 168
did their laundry on 62
did their lessons in 86
did their loyalty to 58
did their madness so 77
did their marketing in 42
did their parents at 48
did their parents do 48
did their parents in 91
did their parents or 184
did their pleasure in 52
did their reliance on 40
did their religion no 61
did their research at 50
did their research in 272
did their research on 238
did their service in 139
did their sisters in 170
did their sisters or 70
did their studies in 73
did there develop in 57
did there develop the 44
did there devolve on 218
did there receive the 44
did these creations of 61
did these exhaust the 51
did these friends of 43
did these masters in 287
did these members of 55
did these millions of 61
did these opinions of 69
did these parsons go 48
did these pioneers of 40
did these systems of 43
did think himself to 47
did think poverty the 57
did those between the 112
did those closest to 51
did those exposed to 201
did those members of 144
did those millions of 72
did those opposed to 41
did those outside the 64
did those receiving the 109
did three members of 64
did three millions of 72
did three versions of 57
did treat everything as 83
did true service in 44
did turn against the 106
did turn himself in 117
did turn himself to 93
did turn towards the 58
did upon arrival at 55
did upon arrival in 89
did upon estates in 68
did upon returning to 158
did urge congress to 56
did vary according to 404
did vary between the 95
did vary depending on 75
did vast amounts of 60
did vast numbers of 77
did very sparingly at 50
did view himself as 40
did vote against it 137
did vote against the 463
did warn against the 113
did wave against my 47
did well according to 55
did well against the 255
did well approve of 151
did well because he 184
did well because it 101
did well because of 284
did well because the 128
did well because we 42
did well deserve it 65
did well deserve the 57
did well despite the 132
did well following the 54
did well perhaps to 45
did were allowed to 45
did were members of 44
did were obliged to 47
did were subject to 58
did what anybody in 41
did what appeared to 473
did what buffalo in 114
did what millions of 200
did what perhaps no 54
did when applied to 177
did when examining the 51
did when exposed to 98
did when listening to 142
did when ordered to 63
did when preparing the 52
did when preparing to 103
did when present on 61
did when referring to 117
did when visited by 43
did wild testify on 58
did work according to 104
did work against the 144
did work outside of 84
did work outside the 569
did work related to 49
did work similar to 133
did work together at 54
did work together in 205
did work together on 158
did work together to 145
did wrong according to 79
did wrong because he 90
did your ability to 59
did your company do 48
did your friends do 63
did your friends go 63
did your husband do 1553
did your husband go 187
did your message to 57
did your parents do 1146
did your parents go 159
did your parents or 250
did your partner do 125
did your research go 42
did your research on 47
did your weekend go 84
die away according to 62
die away against the 99
die away because of 88
die away because the 44
die away content as 116
die away quietly of 80
die away towards the 153
die down because of 165
die down towards the 49
die during infancy or 44
die during surgery or 57
die early because of 343
die early history of 41
die from asphyxia or 95
die from attacks by 43
die from diseases of 448
die from failure of 318
die from failure to 137
die from illness or 79
die from natural or 45
die from neglect or 147
die from rupture of 259
die from suicide in 92
die from suicide or 155
die from violence or 52
die here because of 81
die just because he 234
die just because it 98
die just because of 370
die just because the 106
die just because we 83
die like animals in 101
die like martyrs in 42
die more beloved in 81
die more happily if 53
die more quickly if 74
die more quickly in 95
die more rapidly at 51
die more rapidly in 87
die only because he 64
die only because of 127
die soon because he 46
die soon because of 65
die their spirits go 52
die there because of 51
die very beginning of 43
die very quickly if 142
die very quickly in 113
die very rapidly in 44
die when brought to 49
die when exposed to 2152
die when planted in 61
die young because he 74
die young because of 461
dig deep burrows in 94
dig their burrows in 246
dim blue outline of 106
dim eyes lighted up 58
dim eyes towards the 43
dim eyes watched the 53
dim form appeared at 95
dingy back streets of 62
dip angle between the 40
dip down between the 590
dip down towards the 450
dip into capital to 88
dip their bonnets in 81
dip their brushes in 76
dip their buckets in 66
dip their flowers in 41
dip their napkins in 691
dip their paddles in 53
dip very steeply to 119
doer were capable of 69
does also attempt to 40
does also contain the 50
does also include the 112
does also increase the 48
does also reflect the 58
does also respond to 41
does bears witness to 50
does best justice to 43
does come between the 51
does come closest to 72
does duty largely as 42
does even according to 45
does evil because he 107
does fair justice to 49
does fall between the 55
does fall exactly at 77
does fall outside the 145
does fall towards the 89
does feel himself to 67
does feel obliged to 151
does feel pleasure in 56
does feel towards the 108
does find herself in 79
does find himself in 250
does find pleasure in 64
does find support in 481
does from beginning to 175
does from country to 50
does from himself is 55
does from motives of 73
does full justice in 90
does full justice to 10234
does give congress the 72
does give details of 86
does give herself to 50
does give himself to 90
does give occasion to 52
does give pleasure to 43
does give priority to 126
does give promise of 79
does give support to 242
does good according to 71
does good because he 115
does good because it 114
does good because of 90
does good service as 245
does good service at 45
does good service by 269
does good service in 907
does good service to 359
does great justice to 210
does great service by 45
does great service in 96
does great service to 162
does great violence to 535
does hall profess to 48
does harm because it 69
does have aspects of 42
does have control of 179
does have effects in 54
does have effects on 385
does have everything to 142
does have exactly the 49
does have features in 65
does have freedom of 82
does have freedom to 49
does have friends in 57
does have moments of 254
does have occasion to 132
does have support in 72
does have utility in 87
does help clarify the 104
does help control the 54
does help explain the 457
does help improve the 58
does help increase the 63
does help prevent the 70
does here concern us 41
does hold between the 119
does hold promise as 45
does hold promise of 63
does just because he 82
does just because it 66
does keep records of 70
does least violence to 267
does lend support to 1040
does less justice to 161
does less violence to 660
does life consist in 89
does life consist of 104
does live according to 55
does look closely at 47
does look forward to 400
does look similar to 44
does lose control of 43
does lose himself in 40
does make cowards of 3812
does make demands on 163
does make efforts to 102
does more justice to 2524
does more service to 96
does more towards the 85
does more violence to 270
does most according to 118
does most conduce to 48
does most justice to 507
does most notably in 48
does move forward in 48
does move towards the 74
does much towards the 64
does much violence to 101
does next depends on 72
does nothing according to 52
does nothing against it 65
does nothing against the 159
does nothing because he 154
does nothing because it 132
does nothing because the 112
does nothing towards it 101
does nothing towards the 158
does nothing unworthy of 63
does only because he 181
does only because it 184
does only because of 213
does only because the 101
does only insofar as 49
does open violence to 81
does other aspects of 66
does other sections of 50
does paul respond to 52
does poor justice to 107
does poor service to 57
does seem capable of 332
does seem certain is 1370
does seem certain to 67
does seem correct to 185
does seem evident in 48
does seem evident is 217
does seem feasible to 105
does seem finally to 57
does seem foolish to 131
does seem helpful to 54
does seem however to 52
does seem immoral in 51
does seem logical to 316
does seem natural to 197
does seem peculiar to 81
does seem pleasant to 77
does seem prudent to 103
does seem related to 231
does seem similar to 63
does seem somehow to 109
does sexy dresses in 65
does show himself to 246
does show promise as 60
does show promise in 60
does show promise of 62
does snow protect the 65
does some justice to 499
does some research in 45
does some research on 106
does some service to 76
does some violence to 1283
does spring eternal in 92
does step forward to 43
does such justice to 98
does such violence to 437
does such wonders in 70
does take account of 2117
does take control of 68
does take courage to 343
does take delight in 92
does take pleasure in 173
does tend towards the 98
does their ability to 949
does their concept of 56
does their failure to 94
does their language on 63
does their pattern of 41
does their position in 59
does their refusal to 69
does their relation to 67
does their reliance on 40
does those offices to 76
does true justice to 43
does vary according to 837
does vary between the 132
does vary depending on 290
does warn against the 87
does well because it 101
does well because of 71
does what affects the 247
does what amounts to 114
does what depends on 313
does what happens in 171
does what happens to 152
does when applied to 837
does when exposed to 173
does when listening to 126
does when preparing to 50
does when present in 41
does when referring to 141
does work according to 99
does work against the 969
does work amounting to 45
does work because it 75
does work because the 54
does work harmful to 46
does work outside the 119
does work similar to 121
does wrong because he 144
does your ability to 405
does your college or 102
does your company do 1506
does your company or 98
does your concept of 96
does your garbage go 100
does your husband do 5155
does your husband go 59
does your husband or 70
does your majesty do 61
does your partner do 186
does your position on 45
does your product or 334
does your program do 85
dog coming towards me 79
dog food because it 107
dog just because he 92
dog just because it 51
dog just outside the 69
dog made diabetic by 46
dog take pleasure in 52
dog threw himself at 42
dog were allowed to 111
dog were dropped in 51
dog what amounts to 41
dog when rebuked by 49
dog when returning to 69
dog will attempt to 87
dog will develop is 246
dog will develop the 72
dog will perform the 51
dog will respond to 382
dog will usually be 54
doing bare justice to 142
doing case studies in 52
doing case studies is 57
doing case studies of 120
doing evil because it 183
doing fair justice to 50
doing five minutes of 86
doing from beginning to 107
doing from quarter to 43
doing full justice in 61
doing full justice to 8304
doing good according to 338
doing good because he 45
doing good because it 225
doing good because of 83
doing good offices to 414
doing good research on 47
doing good service as 586
doing good service at 200
doing good service by 316
