damp companions were not 87
done sacrifice unto them 220
done seventeen years ago 84
done somewhere else and 54
done somewhere other than 58
done tolerably well and 115
done tolerably well for 89
done virtually nothing but 43
done virtually nothing for 162
done virtually nothing with 65
done volunteer work and 51
done volunteer work for 376
done volunteer work with 163
done wonderful work and 91
done wonderful work for 204
done wonderful work with 44
doom ourselves from that 45
door clattered open and 87
door different from that 169
door screeched open and 118
door whispered open and 51
dots scattered here and 53
dots scattered over them 51
dove descended upon him 268
down california beach with 69
down cellulose into its 43
down comforter over her 129
down different paths and 108
down especially well with 57
down extremely well with 153
down gradually from his 98
down haughtily from her 220
down hurriedly from his 130
down important ideas and 106
down influence from her 173
down invariably from one 46
down knowledge from one 49
down naturally into two 50
down perfectly clear and 43
down pleasantly upon her 217
down precisely what they 123
down precisely what was 95
down precisely what you 248
down sentiment when she 56
down sometimes when you 68
down somewhere else and 188
down somewhere safe and 46
down themselves along with 41
down unabashed upon this 110
down unaltered from them 104
drag diagonally down and 96
drag everybody down with 42
drag themselves along and 45
drag themselves along for 40
drag themselves along with 285
drag themselves from one 65
draw adherents from all 43
draw advantage from that 302
draw advantage from them 79
draw advantage from this 155
draw audiences from all 53
draw criticism from both 40
draw customers from all 218
draw deductions from them 119
draw deductions from this 60
draw judgments from its 59
draw knowledge from new 45
draw liberally upon his 50
draw parallels here with 60
draw parliament from its 86
draw resources from all 50
draw submission from this 46
dread sovereign lady and 115
dread sovereign lord and 119
dread sovereign lord that 55
drew adherents from all 62
drew admiration from all 73
drew advantage from his 41
drew audiences from all 66
drew cautiously from his 45
drew criticism from all 111
drew criticism from both 283
drew criticism from his 159
drew customers from all 91
drew delegates from all 58
drew merchants from all 66
drop exhausted into bed 68
drub customers into his 57
drug absorption rate and 44
drug companies have had 53
drug companies have not 150
drug companies were not 96
drug companies will not 118
drug sometimes used for 44
drum suspended from his 104
dues collected from each 53
dues collected from its 65
duke descended from his 40
dull abdominal pain and 45
dull captivity grew too 67
dull moralists told them 46
dull mortality must not 65
dull percussion note and 80
duly conferred upon him 144
duly considering these things 46
duly considering when they 63
duly impressed upon her 113
duly impressed upon him 87
duly impressed upon our 48
duly impressed when they 44
duly qualified were then 98
duly reflected upon all 52
during childbearing years and 80
during childhood there are 46
during childhood were not 56
during childhood when she 56
during childhood when they 66
during childhood years and 57
during christmas break and 76
during christmas time and 55
during christmas week and 261
during christmas week for 43
during convention week was 49
during cretaceous time and 74
during depression years and 94
during different eras and 72
during different years and 156
during different years are 56
during embryonic cell death 65
during embryonic life and 732
during embryonic life are 54
during embryonic life but 73
during embryonic life may 60
during excavation work for 57
during formative years and 49
during geological time and 73
during geological time has 57
during intensive care and 65
during intervals when they 62
during maternity leave and 143
during palliative care and 65
during postnatal life and 91
during precisely three and 194
during pregnancy along with 50
during pregnancy also are 40
during pregnancy also can 59
during pregnancy also has 100
during pregnancy also may 75
during pregnancy have all 42
during pregnancy have had 99
during pregnancy have long 40
during pregnancy have not 3440
during pregnancy means that 113
during pregnancy more than 75
during pregnancy must not 57
during pregnancy need not 54
during pregnancy only for 354
during pregnancy other than 45
during pregnancy show that 46
during pregnancy there are 90
during pregnancy there was 88
during pregnancy were not 191
during pregnancy when she 72
during pregnancy when they 120
during pregnancy will lead 41
during pregnancy will not 217
during preschool years and 158
during preschool years are 44
during seventeen years that 137
during seventeen years was 45
during storybook reading and 54
during transition from one 869
during transport from one 72
during transport over long 54
during unlimited time its 56
during withdrawal from long 87
dust particles from air 114
dust particles from being 57
dust particles less than 173
dust particles upon its 223
dust particles will not 66
dust themselves down and 47
dust themselves over with 42
duty chargeable upon any 52
duty conferred upon him 57
duty different from that 101
duty faithfully will reap 122
duty incumbent upon all 2893
duty incumbent upon any 114
duty incumbent upon each 89
duty incumbent upon her 141
duty incumbent upon him 1328
duty incumbent upon his 77
duty incumbent upon man 87
duty incumbent upon men 63
duty incumbent upon our 59
duty incumbent upon them 2111
duty incumbent upon you 359
duty prevailed over his 94
