damnation as poetic material 45
daughter of thomas gardner 64
daughter of thomas herbert 41
daughter of thomas holland 227
daughter of thomas jackson 70
daughter of thomas johnson 129
daughter of thomas preston 44
daughter of thomas roberts 67
daughter of thomas russell 74
daughter of thomas spencer 45
daughter of thomas stanley 63
daughter of thomas thompson 64
daughter of thomas williams 169
daughter of wealthy parents 1100
daughter so often bestows 73
daughter the grand duchess 102
daughter to dress herself 101
daughter to gather flowers 40
daughter to marry against 302
daughter to marry outside 63
daughter to rebel against 62
daylight he found himself 72
daylight the yacht steered 43
deadliest in human history 44
debarred the small comfort 255
decamped to parts unknown 46
decedent as joint tenants 57
decedent in joint tenancy 131
decedent or whose marriage 72
deceived by false christs 64
deceived by false friends 50
deceived by false priests 43
deceived by false reports 776
deceived by false teachers 270
deceived by never relieving 53
deceived in thinking himself 46
deceived the devil himself 65
deception he might pretend 55
deception in social research 93
deception is truly hateful 60
decimals by whole numbers 321
decimals or whole numbers 92
decimals to whole numbers 54
decipher the coded message 71
decipher the human genetic 47
decisions as chief justice 232
decisions by chief justice 82
decisions by group members 41
decisions by local governing 181
decisions by lower federal 105
decisions by state supreme 78
decisions he makes regarding 40
decisions if given truthful 92
decisions in bound volumes 46
decisions in cases between 44
decisions in cases brought 210
decisions in cases involving 1542
decisions in child custody 51
decisions in child welfare 99
decisions in civil matters 160
decisions in human affairs 67
decisions in human history 64
decisions in latin america 88
decisions in legal matters 40
decisions in split seconds 65
decisions in which persons 46
decisions in which similar 48
decisions in which workers 60
decisions in world affairs 78
decisions is quite limited 93
decisions of board members 43
decisions of cases involving 272
decisions of chief justice 820
decisions of firms operating 45
decisions of group members 69
decisions of large numbers 171
decisions of local soviets 76
decisions of lower federal 524
decisions of older workers 158
decisions of privy council 46
decisions of social workers 75
decisions of state supreme 431
decisions of varying degrees 41
decisions of vital concern 43
decisions of world history 43
decisions on cases brought 90
decisions on cases involving 154
decisions on child custody 41
decisions on every occasion 42
decisions on labor matters 48
decisions on legal grounds 44
decisions on legal matters 97
decisions on local affairs 78
decisions on local matters 150
decisions on major capital 93
decisions on major matters 251
decisions on minor matters 152
decisions on moral grounds 80
decisions on moral matters 47
decisions on plant location 165
decisions on racial matters 42
decisions on seeking federal 50
decisions on small matters 45
decisions on social matters 62
decisions on social welfare 55
decisions on state affairs 63
decisions on vital matters 173
decisions on water quality 65
decisions on which stories 51
decisions to change behavior 41
decisive in every respect 48
decisive in human affairs 82
decisive in human history 77
decisive in world affairs 43
decisive in world history 85
declared an enemy country 49
declared at first against 154
declared by chief justice 384
declared by italy against 48
declared by japan against 45
declared by russia against 119
declared by spain against 255
declared he could proceed 52
declared he would abandon 47
declared he would appoint 73
declared he would concert 50
declared he would conquer 47
declared he would contest 42
declared he would deliver 43
declared he would destroy 124
declared he would divorce 46
declared he would embrace 60
declared he would enforce 56
declared he would himself 231
declared he would proceed 77
declared he would promote 107
declared he would protect 45
declared he would receive 106
declared he would support 414
declared he would welcome 60
declared he would willingly 139
declared he would withdraw 79
declared in burning language 57
declared in force january 168
declared in large letters 60
declared in plain language 99
declared it would require 49
declared it would support 103
declared on every occasion 60
declared or shall declare 61
declared the action illegal 101
declared the brown decision 44
declared the chief justice 235
declared the daily express 65
declared the fight against 72
declared the first article 44
declared the first marriage 85
declared the first national 71
declared the georgia statute 43
declared the latin vulgate 125
declared the meeting illegal 179
declared the motion carried 371
declared the naval attache 41
declared the order illegal 52
declared the party illegal 228
declared the party nominee 60
declared the queen deposed 43
declared the roman catholic 498
declared the sitting members 62
declared the state language 155
declared the state offices 67
declared the state religion 1076
declared the trade illegal 88
declared the white primary 440
declared the whole british 89
declared the whole counsel 554
declared the whole country 250
declared the whole revenue 43
declared to exist between 893
declares an array variable 114
declares the chief justice 56
declares the local variable 145
declares the motion carried 45
declares the roman catholic 65
declares the whole counsel 130
declined at first because 48
declined by eight percent 63
declined by fifty percent 99
declined by seven percent 62
declined in every country 97
declined in every quarter 62
declined in every respect 44
declined in latin america 165
declined in total numbers 46
declined in value against 152
declined in value because 224
declined in value between 108
declined in varying degrees 57
declined on world markets 47
declined the chief command 76
declined the crown offered 53
declined the honor because 212
declined the offer because 1076
declined the place offered 40
declined the royal dignity 56
declined the terms offered 90
declined to allow himself 226
declined to avail herself 276
declined to avail himself 1710
declined to award damages 234
declined to cross examine 50
declined to exert himself 101
declined to fight against 190
declined to grant summary 172
declined to offer himself 203
declined to place himself 157
declined to press charges 869
declined to reveal details 65
declined to serve against 49
declined to serve because 648
declined to stand against 96
declined to trust himself 67
declines in blood glucose 532
declines in brain function 104
declines in gross national 107
declines in latin america 163
declines in motor function 155
declines in renal function 379
declines in social capital 167
declines in social welfare 101
declines in stock markets 109
declines in value because 161
declines in value between 99
declines in voter turnout 192
declines in water quality 476
declines the offer because 50
declines to allow himself 43
declines to avail himself 525
declines to claim subject 48
declines to create offices 62
declines to press charges 105
declines to waive service 61
decorate the outer surface 41
decorate the royal museums 72
decorate the royal palaces 88
decorate the verse herself 69
decorating the royal palaces 65
decorating the whole surface 42
decreased by either increasing 50
decreased by equal amounts 80
decreased by fifty percent 107
decreased by seven percent 44
decreased by small amounts 77
decreased in human obesity 73
decreased in latin america 44
decreased in older persons 51
decreased in renal failure 235
decreased in value because 144
decreased in value between 47
decreased in varying degrees 60
decreased the blood glucose 46
decreased the water content 43
decreased to varying degrees 53
decreases an asset account 96
decreases as sales increase 191
decreases as water content 101
decreases at first rapidly 181
decreases by equal amounts 109
decreases in blood glucose 862
decreases in blood lactate 53
decreases in costs resulting 48
decreases in fasting glucose 51
decreases in growth hormone 183
decreases in renal failure 121
decreases in renal function 1360
decreases in serum albumin 347
decreases in serum calcium 439
decreases in social support 80
decreases in solar radiation 43
decreases in state anxiety 148
decreases in total protein 58
decreases in total revenue 47
decreases in value because 121
decreases in water content 199
decreases in water quality 133
decreases in working capital 568
decreases the blood glucose 280
decreases the drain current 73
decreases the field current 223
decreases the plate current 414
decreases the power density 48
decreases the renal tubular 122
decreases the serum calcium 67
decreases the space between 185
decreases the spacing between 121
decreases the total current 47
decreases the total surface 46
decreases the toxic effects 69
decreases the water content 309
dedicating to saint charles 120
deducted in equal amounts 214
deduction is first claimed 152
deduction is still limited 103
deduction of child support 55
deduction of fixed charges 99
deduction of sales rebates 114
deduction of seven hundred 63
deepened by every increase 46
deepened the abyss between 76
deepened the breach between 91
deepened the chasm between 482
deepened the lines between 45
deepened the split between 292
defaulting on child support 41
defaults in latin america 82
defaults on loans secured 44
defected in large numbers 188
defection of judas iscariot 183
defection of large numbers 231
defended an action against 61
defended an action brought 102
defended by about fifteen 45
defended by eight hundred 128
defended by eight thousand 83
defended by fifty thousand 63
defended by force against 43
defended by forty thousand 49
defended by george clinton 53
defended by large numbers 86
defended by legal counsel 62
defended by major general 55
defended by seven hundred 105
defended by seven thousand 95
defended by strong bastions 53
defended by thirty thousand 184
defended by thomas aquinas 99
defended by walls flanked 45
defended by works stronger 49
defended in every respect 41
defended on legal grounds 124
defended on moral grounds 503
defended on party grounds 76
defended on social grounds 67
defended the action against 61
defended the action brought 71
defended the alamo against 61
defended the bible against 76
defended the coast against 48
defended the court against 46
defended the group against 45
defended the house against 84
defended the kingdom against 114
defended the lines against 91
defended the lower classes 43
defended the nation against 175
defended the novel against 51
defended the paris commune 60
defended the people against 248
defended the place against 354
defended the place bravely 57
defended the popes against 40
defended the roman catholic 290
defended the seven bishops 52
defended the stage against 54
defended the state against 220
defended the title against 93
defended the walls against 41
defended the world against 47
defender of china against 61
defender of civil liberty 226
defender of greek freedom 60
defender of greek liberty 45
defender of human dignity 167
defender of human freedom 194
defender of human liberty 225
defender of human slavery 49
defender of image worship 55
defender of islam against 191
defender of italy against 76
defender of order against 115
defender of press freedom 134
defender of reason against 49
defender of roman catholic 148
defender of roman liberty 45
defender of social justice 125
defender of trade unionism 41
defender of women against 44
defenses of trees against 67
defenses to guard against 98
deferred the final decision 87
deferred to later interim 50
deferred to later sections 213
deficits in brain damaged 278
deficits in brain function 296
deficits in brain injured 110
deficits in fetal alcohol 56
deficits in first episode 56
deficits in human capital 64
deficits in latin america 103
deficits in learning ability 94
deficits in motor behavior 43
deficits in motor control 145
deficits in motor function 145
deficits in plant tissues 135
deficits in running athletes 60
deficits in smooth pursuit 84
deficits in social behavior 234
deficits in social capital 67
deficits in social problem 113
deficits in social support 152
deficits in state budgets 53
deficits in tasks requiring 70
deficits in trade balance 54
deficits of smooth pursuit 67
deficits of varying degrees 88
deficits on tasks requiring 55
deficits on trade account 52
definite in every respect 62
definite is known regarding 359
definite to rebel against 50
deflated by price indexes 141
deflation of money incomes 76
deformed by every species 92
deformed by gouty swellings 81
deformed the roman national 59
deformed to large strains 92
deformed to varying degrees 78
defrauding the royal treasury 119
defrayed by local taxation 48
defrayed the whole expense 332
degraded in every respect 46
degraded the human species 56
degraded the regal dignity 68
degraded the royal dignity 147
degraded the water quality 86
degraded to varying degrees 110
degrades the civil service 127
degrades the human species 41
degrades the image quality 309
degrades the water quality 53
delegate the final decision 113
delegate to every general 57
delegate to every national 71
delicacy in money matters 85
delicacy of feeling peculiar 52
delicacy of feeling towards 218
delicacy on parts distant 69
delighting in human suffering 46
delighting in solid geometry 43
delights in calling himself 116
delights in human suffering 92
delights in showing himself 284
delights in telling stories 163
delights in white raiment 43
delights of sense forsake 53
delights to clothe herself 106
delights to reveal himself 84
delights to trace between 57
delights to trace unusual 238
delineate in social systems 46
delineate the basic features 58
delineate the exact location 101
delineate the links between 48
delineate the major features 99
delineating of human passions 483
delineating the links between 45
delirium is often present 171
delivering the brand promise 96
delivering the closing address 44
delivering the final assault 50
delivering the final product 466
delivering the first lecture 76
delivering the opening address 332
delivering the opening lecture 52
delivering the right balance 51
delivering the right message 113
delivering the right product 207
delivering the sales message 47
delivers an error message 55
delivers the final product 123
delivers the final verdict 47
delivers the opening address 107
delivery by nasal cannula 66
delivery in glass bottles 121
delivery in thirty minutes 45
delivery of child welfare 997
delivery of every article 59
delivery of final product 101
delivery of fresh produce 78
delivery of goods according 140
delivery of goods against 74
delivery of goods because 547
delivery of goods between 126
delivery of goods carried 150
delivery of goods covered 44
delivery of goods ordered 322
delivery of goods shipped 125
delivery of growth factors 504
delivery of growth hormone 80
delivery of healthy infants 105
delivery of human service 107
delivery of ionizing radiation 83
delivery of items ordered 42
delivery of large amounts 544
delivery of large infants 57
delivery of large numbers 178
delivery of large volumes 194
delivery of learning content 101
delivery of legal opinions 75
delivery of legal service 61
delivery of naked plasmid 58
delivery of nursing service 103
delivery of search results 124
delivery of small amounts 188
delivery of small parcels 213
delivery of small volumes 134
delivery of social justice 101
delivery of social service 143
delivery of social support 47
delivery of social welfare 1589
delivery of viral vectors 75
delivery the fetus weighed 48
delivery to fetal tissues 70
delivery to older persons 76
delivery to vital tissues 46
delivery to working muscles 74
delusions of alien control 237
delusions of false teachers 56
delusions or false beliefs 127
demanded an equal division 94
demanded an exact account 130
demanded by civil society 45
demanded by fifty members 56
demanded by firms because 40
demanded by human dignity 64
demanded by social justice 115
demanded by social welfare 50
demanded by white workers 45
demanded in world markets 54
demanded my whole thoughts 40
demanded of china everything 76
demanded of every citizen 189
demanded of every student 137
demanded the chief command 174
demanded the first apology 64
demanded the money scooped 87
demanded the worthy clavier 46
demanded to quell outbreak 79
democrat go about borrowing 51
demolish the chief justice 54
demolish the whole edifice 81
demurely as olivia carried 60
demurred at first because 65
denizens of mount olympus 42
denounce the roman catholic 172
denouncing in strong language 81
denouncing the brown decision 64
denouncing the roman catholic 65
denouncing the upper classes 40
denouncing the whole project 50
dentition is fully erupted 102
departed in large numbers 102
departed in varying degrees 48
departed to parts unknown 98
depended in varying degrees 179
depended on close contact 43
depended on fixed incomes 65
depended on grain imports 50
depended on grant himself 52
depended on large amounts 66
depended on large numbers 215
depended on local customs 45
depended on local factors 108
depended on local markets 48
depended on local sources 52
depended on local support 72
depended on royal support 43
depended on state support 101
depended on wealthy patrons 40
depended on which country 98
depended on world markets 66
depended the whole fortune 62
depended the whole question 72
depended the whole success 165
depended the whole welfare 68
depended the yearly increase 140
depended to varying degrees 73
depicted as black circles 44
depicted as small circles 118
depicted in glowing language 105
depicted in greek tragedy 67
depicted in mural paintings 75
depicted in stock imagery 42
depicted in terms similar 40
depicted in varying degrees 42
depicted the clash between 63
depicted the party assault 57
depicted the strong emotions 41
depicted the upper classes 42
depiction of civil society 56
depiction of facial features 74
depiction of human anatomy 62
depiction of human behavior 139
depiction of human emotions 114
depiction of human figures 396
depiction of human passions 55
depiction of human suffering 296
depiction of local customs 61
depleted the papal treasury 48
depleted the royal treasury 91
depleted the state treasury 53
depletion by viral induced 74
depletion of blood glucose 66
depletion of fishing grounds 60
depletion of growth factors 68
depletion of human capital 108
depletion of liver vitamin 102
depletion of serum albumin 126
depletion of social capital 186
depletion of solar radiation 161
depletion of vital natural 57
depletion of water sources 101
depletion of working capital 134
depletion on renal function 70
depletion on renal tubular 65
deplored the evils imposed 79
deployed in large numbers 863
deployed in penny packets 50
deployed in small numbers 125
deployed to guard against 74
deponent at first refused 102
deponent the party against 44
deported in dutch vessels 42
deported in large numbers 183
deposits by either primary 44
deposits in banks located 173
deposits in banks outside 595
deposits in blood vessels 1092
deposits in large amounts 99
deposits in latin america 257
deposits in river valleys 319
deposits in small amounts 101
deposits in which fossils 81
deposits in which remains 40
deposits of black pigment 245
deposits of blood pigment 138
deposits of brown pigment 100
deposits of crude nitrate 40
deposits of dense material 107
deposits of fatty material 425
deposits of fatty plaques 59
deposits of human remains 448
deposits of large amounts 72
deposits of lipid material 86
deposits of loose material 91
deposits of money subject 76
deposits of plant material 44
deposits of plant remains 81
deposits of river gravels 67
deposits of river valleys 99
deposits of small amounts 86
deposits of solid material 49
deposits of upper devonian 48
deposits of varying amounts 51
deposits of varying quality 74
deposits of waste material 56
deposits to working capital 111
depraved by burning liquors 95
depressing the local economy 43
depressing the upper classes 44
deprived of adult company 41
deprived of adult contact 52
deprived of anything because 84
deprived of basic medical 44
deprived of civil liberty 46
deprived of close contact 69
deprived of equal justice 144
deprived of every article 116
deprived of every benefit 114
deprived of every comfort 859
deprived of every pleasure 62
deprived of every pretext 81
deprived of every rational 57
deprived of every support 109
deprived of every vestige 337
deprived of forty dollars 42
deprived of growth factors 148
deprived of human company 89
deprived of human contact 534
deprived of human dignity 244
deprived of human society 338
deprived of large amounts 46
deprived of large portions 64
deprived of legal counsel 50
deprived of legal sanction 96
deprived of moral support 99
deprived of naval support 50
deprived of nearly everything 245
deprived of power because 60
deprived of sight because 53
deprived of social contact 359
deprived of social justice 57
deprived of social support 86
deprived of state support 217
deprived of sweet liberty 47
deprived of value because 47
deprived of water because 60
deprived the lower classes 67
deprived the mother country 72
deprived the privy council 82
deprived the roman catholic 170
deprived the upper classes 42
deprived the working classes 106
deprived the world forever 90
deprives the whole picture 61
deputies he again mounted 42
deputies of civil society 115
deputies of local soviets 145
deputies to every general 64
deputies to local soviets 223
derailed the whole process 54
descending in large numbers 45
descending in white crystal 48
descending the hills several 97
descending the ridge towards 46
descending the river towards 40
descending the slope towards 103
descending the stair hastily 46
descending the steep incline 57
descending the steps towards 55
descending to every article 40
descending to lower species 42
descends at first between 100
descends to human affairs 67
describe an exact ellipse 78
describe in brief compass 50
describe in brief outline 52
describe in broad outline 437
describe in broad strokes 84
describe in glowing language 68
describe in human language 114
describe in later sections 117
describe in lofty strains 49
describe in plain language 108
describe in rough outline 46
describe in vivid language 40
describe in words because 51
describe in words exactly 67
describe it would require 76
describe the above process 65
describe the action research 51
describe the amazing variety 45
describe the audit process 46
describe the awful torture 45
describe the basic anatomy 72
describe the basic aspects 109
describe the basic behavior 53
describe the basic concept 171
describe the basic content 40
describe the basic features 1085
describe the basic function 117
describe the basic pattern 100
describe the basic physics 84
describe the basic problem 111
describe the basic process 214
describe the basic purpose 70
describe the basic sources 50
describe the bonds between 40
describe the broad features 84
describe the change process 209
describe the changing pattern 59
describe the chief features 149
describe the civil service 56
describe the clash between 75
describe the creep behavior 99
describe the creep process 40
describe the daily routine 273
describe the exact behavior 95
describe the exact details 62
describe the exact location 549
describe the exact position 281
describe the exact process 113
describe the false teachers 87
describe the fight against 40
describe the fight between 111
describe the final moments 51
describe the final outcome 98
describe the final product 85
describe the final results 41
describe the finer details 43
describe the first example 49
describe the first picture 66
describe the first results 73
describe the force between 90
describe the force exerted 57
describe the gaudy scenery 42
describe the gross behavior 53
describe the gross features 112
describe the group process 58
describe the growth pattern 78
describe the growth process 215
describe the human species 81
describe the image content 168
describe the large numbers 40
describe the large variety 86
describe the later history 48
describe the learning process 571
describe the legal aspects 48
describe the legal position 66
describe the legal process 69
describe the links between 458
describe the local behavior 53
describe the local scenery 57
describe the logic function 68
describe the lower classes 97
describe the major aspects 218
describe the major classes 91
describe the major effects 45
describe the major factors 216
describe the major features 688
describe the major function 54
describe the major results 50
describe the major sections 46
describe the major sources 146
describe the mapping between 156
describe the match between 71
describe the meeting between 325
describe the method adopted 288
describe the method briefly 90
describe the method pursued 45
describe the method whereby 51
describe the mincing genteel 42
describe the mingled emotions 74
describe the motion between 45
describe the nexus between 43
describe the nursing process 129
describe the period between 466
describe the period following 79
describe the phase behavior 119
describe the poetic process 68
describe the rapid increase 42
describe the region between 63
describe the rocks related 58
describe the roman catholic 210
describe the rules governing 148
describe the scene between 60
describe the search process 61
describe the social aspects 83
describe the social behavior 84
describe the social classes 60
describe the social climate 83
describe the social context 301
describe the social effects 75
describe the social factors 45
describe the social function 47
describe the social history 79
describe the social network 62
describe the social position 78
describe the social process 178
describe the space between 161
describe the split between 52
describe the sport exactly 83
describe the teaching process 81
describe the testing process 43
describe the thinking process 83
describe the total picture 56
describe the total process 133
describe the toxic effects 68
describe the upper classes 48
describe the usual pattern 40
describe the usual relation 40
describe the varying degrees 101
describe the water quality 92
describe the whole complex 342
describe the whole country 89
describe the whole episode 56
describe the whole history 133
describe the whole picture 204
describe the whole problem 128
describe the whole process 1313
describe the whole project 44
describe the whole species 45
describe the whole variety 52
describe the world according 51
describe the world economy 87
describe the world outside 186
describe the writing process 254
describing an alien culture 45
describing in broad outline 79
describing in glowing language 111
describing in vivid language 64
describing the basic concept 42
describing the basic features 206
describing the burial customs 54
describing the change process 68
describing the chief features 46
describing the clash between 89
describing the daily routine 401
describing the exact location 172
describing the exact position 77
describing the false teachers 48
describing the fatal effects 65
describing the fight against 40
describing the fight between 211
describing the final moments 47
describing the final outcome 46
describing the force between 105
describing the growth process 88
describing the havoc wrought 97
describing the learning process 218
describing the links between 242
describing the lunar scenery 143
describing the major aspects 42
describing the major features 150
describing the mapping between 57
describing the match between 40
describing the meeting between 231
describing the method adopted 50
describing the period between 92
describing the phase behavior 65
describing the poetic process 42
describing the power claimed 63
describing the roman catholic 55
describing the rules governing 54
describing the scene between 94
describing the scene outside 43
describing the search process 45
describing the social context 156
describing the social function 43
describing the social position 50
describing the social process 47
describing the space between 52
describing the split between 43
describing the toxic effects 52
describing the varying degrees 43
describing the water quality 106
describing the whole process 240
describing the world outside 54
describing the writing process 87
descried the sleek carcass 83
descries the first distant 80
deserted by every creature 53
deserted in large numbers 1220
deserted the grand alliance 69
deserted the party because 70
desertion of large numbers 106
deserved in every respect 55
deserved the honor because 42
deserved the money because 41
deserved the words applied 41
deserves in every respect 73
deserves the hearty support 135
designed as action research 42
designed at adobe systems 43
designed by andrea palladio 465
designed by chief engineer 57
designed by clive challis 45
designed by dante gabriel 51
designed by david hockney 59
designed by frank whittle 42
designed by george gilbert 231
designed by george jenkins 56
designed by giles gilbert 118
designed by henri matisse 76
designed by henry holiday 68
designed by henry holland 683
designed by henry roberts 89
designed by henry vaughan 52
designed by human ingenuity 42
designed by james gardner 67
designed by james stewart 59
designed by local artists 126
designed by louis comfort 595
designed by louis tiffany 182
designed by pablo picasso 150
designed by pedro ramirez 154
designed by peter himself 47
designed by social worship 67
designed by staff members 72
designed by terry farrell 48
designed by times editions 165
designed in every respect 70
designed in gothic revival 93
designed in greek revival 87
designed on lines similar 79
designed the first baptist 101
designed the first buildings 70
designed the first machine 89
designed the first pyramid 68
designed the greek revival 40
designed the house herself 66
designed the house himself 257
designed the human machine 127
designed the roman catholic 65
designed the state capitol 131
designed the whole exploit 60
designed to adapt science 103
designed to alarm marshal 43
designed to allay anxiety 123
designed to allow certain 113
designed to allow clients 134
designed to allow control 77
designed to allow decision 40
designed to allow farmers 79
designed to allow foreign 68
designed to allow freedom 151
designed to allow learners 84
designed to allow maximum 512
designed to allow members 165
designed to allow natural 91
designed to allow network 49
designed to allow parents 483
designed to allow parties 139
designed to allow passage 236
designed to allow periodic 41
designed to allow persons 75
designed to allow players 56
designed to allow precise 55
designed to allow private 85
designed to allow removal 68
designed to allow rotation 59
designed to allow routers 45
designed to allow several 186
designed to allow teachers 216
designed to allow traffic 48
designed to allow variation 42
designed to allow workers 169
designed to alter behavior 166
designed to appear natural 91
designed to apply equally 98
designed to avail himself 41
designed to avoid adverse 229
designed to avoid anxiety 66
designed to avoid certain 135
designed to avoid contact 95
designed to avoid failure 75
designed to avoid fatigue 46
designed to avoid federal 60
designed to avoid friction 48
designed to avoid hampering 211
designed to avoid judicial 68
designed to avoid offending 208
designed to avoid payment 61
designed to avoid probate 301
designed to avoid provoking 48
designed to avoid similar 105
designed to avoid strikes 44
designed to avoid taxation 57
designed to avoid trouble 76
designed to block certain 40
designed to boost exports 103
designed to build bridges 176
designed to build loyalty 60
designed to build national 59
designed to build popular 49
designed to build rapport 114
designed to build student 53
designed to build support 263
designed to build teamwork 55
designed to build traffic 51
designed to carry between 72
designed to carry certain 84
designed to carry current 154
designed to carry digital 153
designed to carry forward 629
designed to carry freight 573
designed to carry general 66
designed to carry gravity 92
designed to carry lateral 145
designed to carry liquids 80
designed to carry maximum 133
designed to carry natural 51
designed to carry persons 58
designed to carry several 183
designed to carry signals 71
designed to carry sixteen 78
designed to carry surface 59
designed to carry tensile 41
designed to carry traffic 185
designed to catch surface 40
designed to cause certain 53
designed to cause maximum 647
designed to cause minimal 104
designed to cause minimum 61
designed to cause trouble 127
designed to change behavior 697
designed to change beliefs 95
designed to change society 118
designed to change student 54
designed to change teachers 43
designed to close against 55
designed to coerce workmen 45
designed to cover average 42
designed to cover certain 164
designed to cover everything 89
designed to cover general 101
designed to cover material 121
designed to cover medical 88
designed to cover operating 65
designed to cover several 138
designed to create anxiety 88
designed to create certain 99
designed to create dynamic 48
designed to create extreme 93
designed to create friction 43
designed to create harmony 78
designed to create markets 61
designed to create maximum 243
designed to create minimal 53
designed to create national 111
designed to create optimal 44
designed to create popular 47
designed to create spheres 428
designed to create support 71
designed to create sympathy 82
designed to create trouble 61
designed to create uniform 55
designed to deter foreign 51
designed to deter illegal 114
designed to deter wrongdoing 193
designed to drive traffic 73
designed to easily support 42
designed to either improve 42
designed to either increase 118
designed to either prevent 83
designed to engage learners 64
designed to engage student 47
designed to engage teachers 45
designed to equip teachers 81
designed to equip workers 49
designed to evoke certain 174
designed to evoke emotions 73
designed to evoke sympathy 133
designed to exert control 115
designed to exert maximum 63
designed to favor certain 109
designed to fight against 241
designed to fight poverty 153
designed to fight slavery 63
designed to focus national 51
designed to focus student 108
designed to force britain 131
designed to force congress 78
designed to force foreign 64
designed to force workers 56
designed to fully develop 44
designed to fully exploit 153
designed to fully protect 116
designed to fully support 228
designed to fully utilize 116
designed to gather general 51
designed to gather material 82
designed to gather together 253
designed to group together 144
designed to guard against 10670
designed to guide behavior 73
designed to guide decision 55
designed to guide parents 45
designed to guide research 61
designed to guide teachers 89
designed to hedge against 201
designed to house inmates 178
designed to house several 58
designed to limit capital 48
designed to limit certain 43
designed to limit contact 55
designed to limit current 52
designed to limit exports 49
designed to limit federal 72
designed to limit foreign 98
designed to limit freedom 56
designed to limit imports 173
designed to limit infarct 161
designed to limit judicial 57
designed to lower tariffs 94
designed to march against 91
designed to match exactly 53
designed to mimic natural 151
designed to offer comfort 163
designed to offer insight 42
designed to offer maximum 452
designed to offer minimal 52
designed to offer minimum 57
designed to offer support 395
designed to offer workers 53
designed to place control 43
designed to raise capital 146
designed to raise general 51
designed to raise incomes 92
designed to raise revenue 2571
designed to raise student 93
designed to rally support 468
designed to relax muscles 43
