damn sight prettier than 61
drug abuse problems are 196
drug abuse problems may 53
drug abuse problems than 67
drug abuse problems that 101
drug abuse programs and 387
drug abuse programs are 88
drug abuse programs for 178
drug abuse services for 68
drug abuse treatment and 2147
drug abuse treatment are 119
drug abuse treatment can 119
drug abuse treatment for 233
drug abuse treatment has 117
drug abuse treatment was 60
drug abuse treatment with 81
drug abuse violations and 42
drug after prolonged use 104
drug court programs are 66
drug level monitoring and 41
drug might interact with 47
drug money laundering and 231
drug testing policies and 163
drug testing programs and 109
drug testing programs are 289
drug testing programs for 213
drug testing programs may 42
drug testing programs that 174
drug users compared with 115
drug users infected with 349
drug users reported that 126
drug which combines with 60
drug which contains any 174
drug which restores him 135
dual power supplies and 97
duct cross sectional area 53
duct which connects with 62
duel which followed was 80
dull jests exchanged with 65
dumb beasts compared with 60
dumb breast flutters and 463
during acute episodes and 180
during acute infection and 289
during acute infection may 42
during acute infection with 244
during acute rejection and 56
during armed conflict and 258
during armed conflict are 86
during armed conflict that 98
during batting practice and 304
during broad daylight and 72
during class lectures and 75
during closing argument and 84
during closing argument that 288
during crack initiation and 62
during daily activity and 88
during daily routines and 50
during engine operation and 87
during every business day 105
during every calendar year 66
during every succeeding year 150
during final approach and 77
during final assembly and 82
during group formation and 57
during human evolution and 107
during joint movement and 63
during labor disputes and 63
during lunar eclipses and 40
during major holidays and 84
during manic episodes and 48
during mixed infection with 110
during motor activity and 47
during nerve activity and 45
during night operation due 127
during plant operation and 77
during power failures and 48
during serum sickness and 126
during sleep compared with 116
during sleep suggests that 91
during solar eclipses and 58
during spore formation and 68
during teaching practice and 62
during viral infection and 116
during virus assembly and 49
during water diuresis and 152
during water treatment and 48
during which activity was 66
during which american and 66
during which attempts are 90
during which attention can 40
during which attention has 63
during which attention was 141
during which benefits are 471
during which benefits can 56
during which benefits may 116
during which buddhism was 80
during which burgoyne was 69
during which business and 54
during which business was 155
during which children and 150
during which children are 1168
during which children can 293
during which children had 43
during which children may 307
during which children read 43
during which children use 49
during which contacts with 49
during which decisions are 132
during which delivery may 52
during which detection and 82
during which economic and 95
during which education was 49
during which elections may 259
during which elizabeth was 47
during which emphasis was 76
during which everyone had 86
during which everyone has 49
during which everyone was 227
during which evidence was 104
during which evolution has 44
during which feedback was 40
during which humanity has 99
during which humanity was 47
during which imprinting can 58
during which industry and 53
during which inflation was 93
during which interest and 61
during which interest has 45
during which interest was 87
during which interval his 65
during which interval she 143
during which interval they 258
during which katharine had 64
during which katherine had 41
during which margaret had 55
during which marriages are 44
during which materials are 70
during which memories are 41
during which messages are 46
during which military and 40
during which officers and 73
during which officials can 42
during which operation she 119
during which operation they 123
during which patients are 496
during which patients can 188
during which patients may 109
during which patients with 56
during which payments are 358
during which payments may 93
during which physical and 81
during which portugal was 70
during which premiums are 232
during which pressure was 50
during which problems are 67
during which progress was 139
during which property has 55
during which property may 54
during which property was 98
during which proteins are 53
during which questions are 71
during which rainfall was 50
during which relations with 58
during which scarcely any 84
during which scotland had 53
during which scotland was 55
during which services are 282
during which students and 214
during which students are 827
during which students can 474
during which students had 58
during which students may 341
during which students read 66
during which subjects are 124
during which subjects had 55
during which symptoms and 46
during which symptoms are 154
during which symptoms may 44
during which trainees are 64
during which treatment can 51
during which treatment was 78
during which visitors are 56
during which visitors can 50
during whose lifetime she 81
during whose minority his 47
during writing workshop and 66
dust which attended this 83
dust which powdered his 43
dust while inhabiting this 42
duty motor vehicles and 90
duty quite distinct and 48
duty still inclined her 49
duty until mustered out 107
duty which children owe 127
duty which impelled her 82
duty which impelled him 72
duty which prompted him 68
duty which required her 60
duty which required him 70
duty which requires him 66
duty which requires them 43
duty would conflict with 90
