dab the surface with 61
day he carried all 46
day he carried her 104
day he carried his 642
day he carried off 140
day he carried out 335
day he carried them 59
day he carried with 165
day he checked his 40
day he checked out 139
day he claimed that 155
day he claimed with 80
day he climbed out 95
day he counted his 91
day he crawled out 62
day he crossed out 44
day he decided not 141
day he decided that 1937
day he decides that 167
day he desired his 54
day he devoted his 58
day he divided his 168
day he drafted his 43
day he dragged his 82
day he drilled his 45
day he drilled them 48
day he dropped dead 161
day he dropped his 157
day he dropped off 95
day he dropped out 109
day he entered her 181
day he entered his 442
day he entered our 67
day he entered that 110
day he entered this 71
day he entered with 104
day he escaped and 75
day he fainted and 45
day he figured out 110
day he finally did 66
day he finally got 107
day he finally had 40
day he follows her 44
day he forbade his 57
day he forsook his 92
day he frowned and 50
day he gathered all 74
day he gathered his 153
day he himself had 454
day he himself was 491
day he insists that 92
day he invited all 114
day he invited her 419
day he invited him 103
day he invited his 195
day he invited them 151
day he labored with 77
day he laughed and 232
day he lunched with 343
day he marched his 136
day he marched off 95
day he marched out 216
day he marched with 136
day he married her 721
day he married his 135
day he married you 72
day he marries her 159
day he mounted his 687
day he noticed her 96
day he noticed his 54
day he noticed how 70
day he noticed that 2846
day he notices that 227
day he offered her 139
day he offered his 173
day he ordered all 160
day he ordered her 68
day he ordered him 79
day he ordered his 1269
day he ordered one 126
day he ordered that 494
day he ordered them 116
day he ordered two 40
day he pitched his 73
day he planned for 43
day he planted his 67
day he pointed out 695
day he preached and 40
day he preached for 201
day he preached his 282
day he preached two 99
day he pressed his 74
day he pursued his 439
day he rallies his 51
day he realized his 90
day he realized how 136
day he realized that 2321
day he realizes that 493
day he records that 106
day he related his 57
day he remains one 113
day he removed all 58
day he removed his 107
day he renewed his 712
day he repeated his 865
day he repeated that 46
day he repeated this 389
day he replied that 124
day he reports for 50
day he reports that 126
day he rescued her 64
day he resumed his 1608
day he resumes his 103
day he returns and 169
day he returns with 137
day he revealed his 87
day he saddled his 42
day he sallied out 94
day he searched for 303
day he shifted his 87
day he shipped out 97
day he slipped and 231
day he slipped his 59
day he slipped off 108
day he slipped out 358
day he started for 1647
day he started his 611
day he started off 506
day he started out 753
day he started with 198
day he stepped off 297
day he stepped out 433
day he stopped and 460
day he stopped for 67
day he stopped her 56
day he stopped his 102
day he stormed out 42
day he uttered his 41
day he visited all 76
day he visited and 54
day he visited her 291
day he visited him 76
day he visited his 800
day he visited one 52
day he visited our 42
day he visited that 170
day he visited them 85
day he visited with 44
day he vomited and 51
day he watched and 100
day he watched for 576
day he watched her 281
day he watched his 467
day he watched them 128
day he withdrew his 177
day in addition for 96
day in advance and 7130
day in advance are 54
day in advance for 487
day in advance that 293
day in advance with 256
day in advancing and 46
day in america and 678
day in america are 126
day in america for 50
day in america than 208
day in america was 273
day in ascending and 42
day in atlanta and 46
day in belgium and 99
day in believing that 182
day in between for 60
day in britain and 320
day in burrows and 41
day in central and 100
day in central asia 177
day in chicago and 541
day in chicago for 44
day in chicago was 71
day in chicago with 91
day in classes and 106
day in classes with 55
day in college and 53
day in comfort and 137
day in company with 7802
day in concert with 115
day in congress and 82
day in contact with 896
day in council for 47
day in council with 143
day in culture and 173
day in detroit and 50
day in devotion and 78
day in dignity and 62
day in everything that 106
day in everything you 63
day in examining and 84
day in examining them 46
day in examining this 50
day in exchange for 2502
day in exploring this 40
day in factory and 40
day in females and 52
day in florida and 144
day in forests and 46
day in gardens and 46
day in general and 189
day in general use 248
day in germany and 728
day in germany was 136
day in glacier bay 65
day in harmony with 319
day in history and 177
day in history for 97
day in history that 175
day in history was 67
day in holland and 128
day in infants and 143
day in intense heat 57
day in ireland and 299
day in january and 1113
day in january for 60
day in january she 102
day in january that 271
day in january they 46
day in january was 107
day in january with 118
day in museums and 94
day in northern earth 98
day in northern new 114
day in numbers and 437
day in october and 665
day in october for 85
day in october she 59
day in october that 325
day in october they 57
day in october was 152
day in october with 57
day in offices and 125
day in payment for 207
day in physics and 43
day in pleasure and 58
day in prayers and 193
day in preparing and 40
day in preparing for 855
day in preparing his 106
day in private and 219
day in private with 265
day in providing for 56
day in question and 1779
day in question are 146
day in question being 46
day in question but 102
day in question for 66
day in question had 187
day in question has 46
day in question his 45
day in question may 60
day in question she 309
day in question that 254
day in question they 164
day in question was 1039
day in question with 93
day in receiving and 126
day in religion and 54
day in santiago and 43
day in schools and 408
day in science and 125
day in silence and 475
day in singapore and 51
day in southeast asia 185
day in spanish and 109
day in sympathy with 194
day in toronto and 40
day in unpacking and 48
day in upstate new 220
day in victoria and 43
day in vietnam and 65
day in vietnam was 46
day in virginia and 51
day in western new 93
day in worship and 118
day is advised for 43
day is allowed for 1217
day is arranged for 188
day is assumed for 114
day is because they 118
day is between two 40
day is blessed with 132
day is blotted out 177
day is brought out 128
day is carried out 391
day is charged for 667
day is charged with 261
day is cheered and 43
day is chiefly due 49
day is congenial with 62
day is counted for 60
day is covered with 394
day is crammed with 138
day is crowded with 588
day is divided and 117
day is divided for 58
day is election day 232
day is exactly that 57
day is familiar with 188
day is ferreting them 51
day is flooded with 53
day is fraught with 672
day is greeted with 66
day is imposed for 103
day is largely due 686
day is limited and 55
day is notable for 103
day is optimal for 59
day is perfect and 44
day is perfect for 180
day is perhaps not 911
day is perhaps one 44
day is planned and 125
day is planned for 133
day is planned with 54
day is pleasant and 296
day is pointed out 188
day is precious and 89
day is replete with 350
day is rounded off 42
day is shorter and 140
day is shorter than 1437
day is smaller than 152
day is spoiled for 47
day is started with 63
day is stronger than 206
day is thursday and 143
day is tuesday and 48
day is typical for 123
day is usually all 107
day is usually not 279
day it appeared and 62
day it appeared that 1270
day it appeared with 40
day it arrived and 60
day it becomes due 524
day it chanced that 1877
day it happens that 354
day it pursues its 43
day it remains for 41
day it remains one 619
day it retains its 213
day it sickens our 70
day it started all 46
day it started out 40
day it stopped and 49
day king charles was 90
day my brothers and 269
day my cavalry was 45
day my company was 97
day my comrade and 44
day my country was 377
day my divorce was 44
day my friends and 485
day my husband and 1324
day my husband got 65
day my husband had 137
day my husband has 47
day my husband was 1020
day my parents and 98
day my parents had 84
day my partner and 86
day my picture was 46
day my sisters and 234
day my stomach was 72
day my thoughts are 206
day my youngest son 69
day of absence and 162
day of absence due 247
day of absence for 85
day of absence was 54
day of account and 273
day of account for 48
day of account may 72
day of account that 97
day of account was 42
day of adoption and 56
day of america has 116
day of anxiety and 405
day of anxiety for 86
day of anxiety was 49
day of arrival and 554
day of arrival for 44
day of arrival was 136
day of assault was 60
day of awakening and 55
day of awakening for 95
day of awakening had 88
day of baptism and 51
day of baptism was 43
day of battles and 53
day of beholding him 71
day of boredom and 84
day of calcium and 138
day of calcium for 87
day of capture and 48
day of carnage and 132
day of carnage was 52
day of chinese new 347
day of classes and 757
day of classes each 43
day of classes for 328
day of classes that 142
day of classes was 148
day of classes with 80
day of college and 115
day of college was 69
day of comfort and 103
day of compact all 102
day of concern for 43
day of concord and 84
day of congress and 64
day of contact with 157
day of council can 80
day of courage and 62
day of culture and 265
day of culture with 67
day of decision and 203
day of decision for 272
day of decision had 103
day of decision has 48
day of decision that 52
day of decision was 301
day of default and 53
day of delight and 158
day of delight for 53
day of deposit and 118
day of despair and 88
day of destiny and 45
day of destiny for 157
day of destiny was 51
day of devotion and 177
day of drizzle and 56
day of election all 61
day of election and 794
day of election being 62
day of election for 624
day of election had 139
day of election has 77
day of election may 57
day of election not 45
day of election that 117
day of election they 128
day of election this 43
day of election was 675
day of election with 45
day of eleventh day 88
day of empires has 90
day of errands and 54
day of exertion and 49
day of expiation and 71
day of expiation for 56
day of expiation was 107
day of extreme heat 163
day of failure and 51
day of fatigue and 272
day of flowers and 62
day of freedom and 1209
day of freedom for 666
day of freedom had 224
day of freedom has 105
day of freedom out 47
day of freedom that 55
day of freedom was 379
day of freedom with 75
day of freedom you 50
day of funeral but 45
day of general and 123
day of general joy 195
day of general lee 54
day of gravity and 43
day of harmony and 69
day of harvest and 129
day of harvest for 120
day of headache and 90
day of heroism and 50
day of history and 48
day of holiday and 82
day of holiday for 51
day of illness and 769
day of illness but 61
day of illness for 87
day of illness was 69
day of illness with 120
day of infusion and 50
day of inquiry and 103
day of intense and 118
day of intense heat 767
day of january and 6244
day of january being 79
day of january each 364
day of january for 225
day of january had 65
day of january his 48
day of january now 181
day of january one 7936
day of january she 84
day of january that 417
day of january then 532
day of january they 168
day of january this 69
day of january was 486
day of january with 111
day of jehovah and 72
day of jehovah was 137
day of jollity and 57
day of jubilee and 172
day of jubilee for 272
day of jubilee had 199
day of jubilee has 61
day of jubilee that 139
day of jubilee was 57
day of justice and 449
day of justice for 68
day of justice had 50
day of justice has 127
day of justice was 70
day of leisure and 344
day of leisure for 195
day of leisure was 41
day of leisure with 91
day of lessons and 54
day of letters and 41
day of lexington and 390
day of liberty and 453
day of liberty for 139
day of liberty had 75
day of liberty has 50
day of liberty was 231
day of license and 45
day of marches and 40
day of marriage all 161
day of marriage and 290
day of marriage for 51
day of marriage she 53
day of marriage was 278
day of marriage with 42
day of memorial for 72
day of mercury they 44
day of national and 61
day of natural gas 1375
day of novelty and 68
day of october all 55
day of october and 2380
day of october being 69
day of october but 55
day of october each 120
day of october for 182
day of october his 46
day of october now 115
day of october one 2100
day of october she 54
day of october that 486
day of october then 300
day of october they 250
day of october this 73
day of october two 42
day of october was 551
day of october with 92
day of outdoor fun 62
day of painful and 110
day of pampering and 50
day of parades and 118
day of payment and 250
day of payment being 177
day of payment for 420
day of payment had 207
day of payment has 246
day of payment may 61
day of payment was 401
day of penance and 325
day of penance for 59
day of perfect joy 55
day of perjury and 121
day of picnics and 48
day of pleasure and 623
day of pleasure for 115
day of pleasure was 111
day of pleasure with 41
day of poverty and 153
day of prayers and 108
day of prayers for 70
day of preparing for 78
day of promise and 136
day of promise for 54
day of protein and 135
day of protein are 45
day of protein for 68
day of protest and 255
day of protest for 69
day of protest was 101
day of ramadan and 127
day of rebuses and 91
day of receipt and 242
day of receipt for 61
day of receiving his 172
day of receiving them 41
day of receiving this 48
day of reckoning and 1687
day of reckoning but 115
day of reckoning can 506
day of reckoning did 99
day of reckoning does 117
day of reckoning for 4241
day of reckoning had 2497
day of reckoning has 1521
day of reckoning lay 52
day of reckoning may 584
day of reckoning off 58
day of reckoning that 1423
day of reckoning they 67
day of reckoning was 4707
day of reckoning with 2655
day of redress and 158
day of regular pay 42
day of rejoicing all 46
day of rejoicing and 1399
day of rejoicing for 1673
day of rejoicing had 78
day of rejoicing that 748
day of rejoicing was 292
day of rejoicing with 201
day of renewal and 87
day of research and 67
day of respite for 78
day of revelry and 105
day of rewards and 86
day of romance and 44
day of sadness and 425
day of sadness for 156
day of salamis was 53
day of science and 115
day of scorching heat 175
day of service and 531
day of service but 98
day of service for 179
day of service was 100
day of service with 83
day of showers and 109
day of silence and 347
day of silence for 125
day of silence was 53
day of slavery and 51
day of smaller things 47
day of storage and 65
day of strikes and 61
day of success and 112
day of success for 44
day of suffering and 324
day of suffering for 129
day of suffering this 45
day of suffering was 40
day of support for 67
day of supreme joy 68
day of surgery and 1858
day of surgery are 70
day of surgery but 79
day of surgery for 139
day of surgery may 65
day of surgery was 77
day of surgery with 158
day of taxable year 314
day of tempest and 86
day of torment and 67
day of torment for 63
day of torture and 74
day of traffic and 65
day of tragedy and 65
day of tragedy for 124
day of travail and 44
day of traveling and 140
day of traveling with 41
day of triumph and 999
day of triumph but 41
day of triumph for 1706
day of triumph had 278
day of triumph has 60
day of triumph sat 69
day of triumph she 41
day of triumph that 57
day of triumph they 75
day of triumph was 526
day of triumph with 45
day of trouble and 2860
day of trouble for 70
day of trouble had 49
day of trouble has 61
day of trouble may 44
day of trouble near 60
day of trouble that 167
day of trouble they 123
day of trouble was 92
day of trouble with 107
day of trumpet and 260
day of turmoil and 108
day of unusual heat 144
day of vacation and 136
day of vacation for 263
day of vacation pay 54
day of vacation was 54
day of vacation with 62
day of vengeance and 849
day of vengeance for 456
day of vengeance had 410
day of vengeance has 223
day of vengeance that 182
day of vengeance try 51
day of vengeance was 1289
day of vengeance with 119
day of vengeance yet 304
day of victory and 793
day of victory for 725
day of victory had 71
day of victory has 47
day of victory that 138
day of victory was 227
day of violation and 450
day of violation for 231
day of violation may 69
day of violence and 208
day of violence was 56
day of wandering and 43
day of weakness and 123
day of worship and 1541
day of worship but 60
day of worship for 472
day of worship had 47
day of worship has 52
day of worship that 46
day of worship was 284
day of wrestling and 44
day of wrestling with 100
day on ambrosia and 63
day on average and 146
day on average for 290
day on average than 53
day on fridays and 167
day on mondays and 228
day on purpose for 211
day on sundays and 698
day on thursday and 333
day on tuesday and 251
day or because they 190
day or election day 89
day or perhaps for 67
day or perhaps two 432
day or placebo and 48
day or placebo for 652
day or weekend and 108
day or weekend off 42
day or weekend with 43
day po divided bid 205
day so closely that 47
day so crowded with 68
day so fraught with 76
day so natural and 98
day so perfect that 120
day the abdomen was 211
day the account was 251
day the accused was 70
day the address was 357
day the admiral and 109
day the admiral was 258
day the adoption was 47
day the advance had 82
day the advance was 595
day the animals are 400
day the animals had 103
day the article was 235
day the artists and 51
day the assault was 552
day the athenians and 83
day the athenians had 54
day the attempt was 157
day the average man 416
day the average was 110
day the balance was 152
day the balloon was 113
day the bandage was 97
day the banquet was 110
day the bargain was 95
day the battery was 245
day the biggest and 47
day the blessed one 162
day the bonfire was 42
day the boycott was 43
day the brigade was 270
day the british and 1197
day the british are 135
day the british had 691
day the brothers and 90
day the brothers had 57
day the brothers who 161
day the cabinet had 314
day the cabinet met 432
day the cabinet was 220
day the canvass was 49
day the capital was 294
day the captain and 794
day the captain had 442
day the captain was 737
day the caravan has 47
day the caravan was 167
day the carriage was 138
day the catheter was 102
day the cavalry had 51
day the cavalry was 56
day the chamber was 86
day the chances are 215
day the charges are 87
day the charter was 187
day the chinese and 120
day the chinese are 64
day the chinese had 53
day the citadel was 193
day the coaches and 131
day the college was 132
day the colonel and 199
day the colonel had 210
day the colonel was 361
day the command was 112
day the commons had 43
day the company had 341
day the company has 286
day the company was 1070
day the concert was 48
day the congress has 48
day the congress met 97
day the congress was 311
day the contest was 389
day the convent was 60
day the council had 91
day the council met 512
day the council sat 73
day the council was 890
day the counsel for 98
day the country had 231
day the country has 321
day the country was 1506
day the cowherd can 48
day the culprit was 70
day the current was 155
day the customs and 51
day the deceased was 210
day the decision had 119
day the decision was 2362
day the deposit was 75
day the descent was 73
day the devonian was 58
day the division had 199
day the division was 528
day the divorce was 208
day the doctors and 68
day the doctors had 156
day the dressings are 49
day the duchess and 45
day the duchess was 47
day the election for 114
day the election was 425
day the embargo was 71
day the embryos are 115
day the emperor and 763
day the emperor had 519
day the emperor set 86
day the emperor was 1271
day the empress had 129
day the episode was 48
day the eruption was 52
day the european war 61
day the factory was 107
day the farmers and 93
day the females who 56
day the figures are 145
day the flowers are 166
day the following day 405
day the following was 328
day the following year 820
day the forests are 42
day the friends and 200
day the frigate was 71
day the fullest and 166
day the funeral was 238
day the furnace was 92
day the galleons and 46
day the gallery was 43
day the general and 468
day the general had 390
day the general was 629
day the germans and 207
day the germans are 204
day the germans had 1449
day the glorious sun 218
day the goddess was 54
day the greatest and 324
day the greatest man 40
day the grocery man 44
day the haughty earl 211
day the headache was 48
day the headline read 52
day the highest and 92
day the highest peak 153
day the history and 48
day the horizon was 75
day the hunters had 57
day the husband and 509
day the husband had 63
day the husband was 148
day the inmates are 49
day the inquest was 72
day the intense heat 52
day the invalid was 101
day the invasion was 67
day the islands are 57
day the italians had 44
day the journey was 985
day the kitchen was 170
day the language and 177
day the largest and 362
day the lawsuit was 71
day the leaflets are 115
day the lecture was 144
day the letters are 43
day the library was 178
day the license was 48
day the machine was 296
day the magician led 56
day the manager had 54
day the manager was 56
day the manners and 91
day the marines had 119
day the marquis and 51
day the marriage was 799
day the material was 93
day the maximum and 54
day the maximum was 44
day the members are 100
day the members met 59
day the memorial was 76
day the mercury was 58
day the message was 515
day the mixture was 175
day the mystery has 61
day the mystery was 413
day the natives are 245
day the natives had 87
day the numbers are 53
day the occasion for 96
day the offense was 52
day the officer was 219
day the officer who 153
day the outcome was 41
day the package was 66
day the painter was 71
day the paladin was 59
day the parents and 107
day the parents are 96
day the parents had 48
day the parties met 122
day the passage was 180
day the patient and 45
day the patient can 383
day the patient did 67
day the patient got 47
day the patient had 1522
day the patient has 362
day the patient may 1233
day the patient was 6075
day the pattern was 65
day the payment was 130
day the peasants are 52
day the persons who 138
day the petition for 113
day the petition was 767
day the picture had 159
day the picture has 65
day the picture was 618
day the pilgrim may 96
day the poorest rag 44
day the position has 170
day the position was 548
day the preacher was 69
day the preceding year 144
day the previous day 216
day the previous year 621
day the priests and 245
day the priests are 45
day the princes and 156
day the problem has 279
day the problem was 423
day the process has 155
day the process was 504
day the product was 68
day the program was 353
day the project was 231
day the promise was 44
day the prophet was 164
day the pursuit was 218
day the question had 167
day the question has 299
day the question may 53
day the question that 52
day the question was 1527
day the railway was 143
day the raleigh and 52
day the redness and 40
day the remaining two 107
day the reports are 128
day the request for 67
day the request was 175
day the respect for 99
day the results are 257
day the richest and 338
day the robbery was 63
day the routine was 130
day the russians and 99
day the russians are 112
day the russians had 210
day the samples are 52
day the scenery was 172
day the schools are 208
day the scribes and 40
day the seedlings are 79
day the senator was 156
day the sergeant and 47
day the sergeant was 41
day the servant was 41
day the service was 239
day the shadows are 98
day the sheriff and 193
day the sheriff had 103
day the sheriff was 113
day the signora was 49
day the silence was 104
day the society was 42
day the soldier was 144
day the solution was 92
day the soviets had 66
day the spanish and 99
day the statute was 48
day the stranger was 53
day the streets and 153
day the streets are 1008
day the student has 87
day the student may 104
day the student was 327
day the subject for 193
day the subject had 45
day the subject has 195
day the subject was 1690
day the summons was 58
day the surface was 132
day the sutures are 89
day the teachers and 101
day the thoughts and 43
day the traffic was 174
day the tragedy was 46
day the trouble was 154
day the unhappy man 56
day the vehicle was 69
day the verdict was 839
day the vesicle has 251
day the victory had 308
day the victory was 339
day the village had 66
day the village has 49
day the village was 1192
day the villain who 81
day the visitor can 123
day the visitor may 64
day the visitor who 41
day the warrant for 50
day the warrant was 84
day the wildest and 46
day the windows are 40
day the witness was 53
day the workers are 152
day the workers had 93
day the wounded and 41
day the wounded man 125
day the youngest son 283
day to abandon his 51
day to account for 1327
day to achieve and 54
day to achieve his 66
day to achieve that 124
day to achieve them 46
day to achieve this 409
day to address you 272
day to anybody who 40
day to attempt any 131
day to believe that 1337
day to collect all 160
day to collect and 121
day to collect her 278
day to collect his 662
day to collect our 53
day to collect them 180
day to comfort her 151
day to commune with 333
day to compare with 366
day to compete with 206
day to condole with 153
day to conduct his 47
day to conduct them 166
day to confess his 49
day to confess that 97
day to confirm his 51
day to confirm that 409
day to confirm this 85
day to connect with 216
day to consult him 273
day to consult his 99
day to consult with 722
day to contend that 554
day to contend with 452
day to control for 135
day to control her 79
day to control his 121
day to correct and 93
day to correct any 94
day to correct for 42
day to declare his 256
day to declare our 40
day to declare that 457
day to declare war 143
day to delight her 65
day to deliver and 52
day to deliver her 57
day to deliver his 497
day to deliver our 41
day to deliver them 172
day to destroy all 179
day to destroy him 53
day to destroy them 63
day to develop and 190
day to develop his 54
day to develop its 43
day to develop this 98
day to discuss all 91
day to discuss and 300
day to discuss any 115
day to discuss her 233
day to discuss his 181
day to discuss how 285
day to discuss our 166
day to discuss that 108
day to discuss them 42
day to discuss this 495
day to discuss with 501
day to display his 131
day to dispute his 89
day to dispute with 235
day to eclipse that 83
day to enforce them 41
day to espouse her 47
day to examine and 356
day to examine her 70
day to examine his 180
day to examine them 388
day to examine this 45
day to exchange for 53
day to execute his 168
day to exhibit his 41
day to explain all 42
day to explain and 87
day to explain his 295
day to explain how 207
day to explain that 611
day to explain this 176
day to explain why 368
day to explore and 102
day to explore this 319
day to express her 149
day to express his 917
day to express our 237
day to express them 133
day to express this 84
day to friends and 54
day to fulfill all 47
day to fulfill her 41
day to fulfill his 102
day to fulfill that 88
day to furnish any 42
day to furnish them 71
day to glorify god 86
day to grapple with 141
day to herself and 158
day to himself and 197
day to himself for 59
day to imagine how 106
day to imagine that 51
day to imitate them 52
day to improve her 70
day to improve his 172
day to improve its 41
day to improve our 153
day to include all 122
day to increase and 117
day to increase his 247
day to increase its 102
day to increase our 109
day to increase with 70
day to inquire for 577
day to inquire how 537
day to inspect and 161
day to inspect his 233
day to inspect our 86
day to justify his 147
day to justify this 44
day to monitor and 42
day to observe and 163
day to observe him 40
day to observe how 191
day to observe that 177
day to operate and 69
day to perfect his 73
day to perform her 57
day to perform his 226
day to perform this 385
day to persons who 50
day to pleasure and 51
day to prepare all 105
day to prepare and 417
day to prepare for 4234
day to prepare her 198
day to prepare his 357
day to prepare our 42
day to prepare them 227
day to prepare this 51
day to present her 100
day to present him 663
day to present his 423
day to present its 154
day to present them 123
day to pretend that 142
day to prevent any 616
day to prevent her 178
day to prevent him 245
day to prevent his 210
day to prevent its 108
day to prevent that 103
day to prevent them 484
day to prevent this 71
day to proceed with 381
day to process and 41
day to procure for 85
day to procure them 68
day to produce and 52
day to produce any 63
day to produce his 88
day to produce its 86
day to produce one 243
day to produce that 86
day to produce this 158
day to propose his 48
day to propose that 135
day to protect and 56
day to protect both 102
day to protect her 93
day to protect him 329
day to protect his 105
day to protect its 84
day to protect our 152
day to protect them 237
day to protect you 128
day to provide all 146
day to provide for 1761
day to provide him 64
day to provide them 93
day to provide you 42
day to publish his 105
day to publish them 50
day to qualify for 303
day to quarrel with 149
day to question him 77
day to reassure her 56
day to receive all 135
day to receive and 341
day to receive any 108
day to receive her 158
day to receive him 203
day to receive his 1044
day to receive its 114
day to receive new 72
day to receive our 158
day to receive that 58
day to receive them 409
day to receive this 109
day to reclaim his 113
day to recover and 100
day to recover his 68
day to recover its 44
day to recover them 111
day to recruit our 144
day to reflect and 247
day to reflect that 58
day to refresh his 127
day to refresh our 139
day to regroup and 41
day to rejoice and 82
day to rejoice with 46
day to relieve her 66
day to relieve him 69
day to relieve his 77
day to replace him 44
day to replace that 113
day to replace them 111
day to request that 170
day to respect him 41
day to restore her 46
day to rewrite our 52
day to satisfy her 138
day to satisfy his 236
day to satisfy its 83
day to satisfy our 123
day to stretch and 52
day to stretch out 113
day to succeed him 187
day to succeed his 57
day to suggest that 1114
day to supplying his 212
day to support and 184
day to support her 225
day to support him 156
day to support his 388
day to support our 163
day to support them 227
day to support this 110
day to suppose that 703
day to survive and 143
day to sustain and 42
day to sustain his 52
day to sustain them 52
day to sweeten her 58
day to teachers and 40
day to testify that 103
day to venture out 161
day to welcome her 268
day to welcome him 99
day to welcome them 41
day to welcome you 218
day to witness this 130
day to worship and 316
day to worship god 540
day to worship him 126
day to wrestle with 92
day up between them 79
day we altered our 47
day we arranged for 49
day we arrived and 252
day we arrived for 51
day we arrived off 208
day we arrived they 49
day we arrived was 172
day we arrived with 102
day we believe that 394
day we brought her 373
day we brought him 193
day we brought our 180
day we brought them 40
day we brought you 111
day we carried our 152
day we carried out 129
day we checked out 129
day we crossed and 66
day we crossed this 49
day we crossed two 168
day we curried and 53
day we decided not 70
day we decided that 828
day we declare war 49
day we entered our 84
day we entered this 199
day we finally got 100
day we lowered for 64
day we lunched with 487
day we magnify thee 1156
day we marched and 67
day we marched for 267
day we marched out 334
day we marched six 47
day we marched ten 46
day we marched with 50
day we mounted and 137
day we mounted our 326
day we noticed that 867
day we observe that 110
day we pitched our 283
day we pursued our 484
day we realized that 574
day we receive our 46
day we receive them 82
day we renewed our 159
day we repeated our 50
day we resumed our 2082
day we sallied out 142
day we searched for 253
day we shifted our 81
day we shipped out 40
day we slipped out 185
day we smelled him 41
day we stacked our 46
day we started and 92
day we started for 2401
day we started off 915
day we started our 268
day we started out 1256
day we started this 41
day we started was 80
day we started with 465
day we steered for 47
day we stopped and 227
day we stopped for 780
day we stopped off 126
day we tracked but 42
day we visited her 69
day we visited him 107
day we visited his 55
day we visited one 182
day we visited our 48
day we visited them 67
day we visited this 206
day we visited two 180
day we visited with 43
day we watched and 54
day we watched for 101
day we watched her 52
day we watched him 79
day we watched them 126
day we weighed and 94
day we weighed our 42
dead as regards his 49
dead at belmont and 42
dead by embalming them 56
dead by friends and 52
dead by lightning and 44
dead by violence and 57
dead in america and 58
dead in america for 49
dead in coffins and 61
dead in company with 59
dead in contact with 63
dead in exchange for 105
dead in general and 172
dead in general are 52
dead in germany and 80
dead in vietnam and 107
dead is because they 124
dead is carried out 216
dead is perhaps not 118
dead is stronger than 42
dead it huddles and 44
dead it matters not 63
dead of cholera and 133
dead of fatigue and 203
dead of fatigue with 59
dead of mankind are 72
dead on arrival and 360
dead on arrival dob 206
dead on memorial day 149
dead or because they 91
dead or dormant for 51
dead or injured and 142
dead or rapidly dying 53
dead or retired and 48
dead or seemingly dead 60
dead or wounded all 45
dead or wounded and 1031
dead or wounded are 56
dead or wounded but 59
dead or wounded for 53
dead or wounded had 62
dead or wounded lay 49
dead or wounded man 925
dead or wounded men 688
dead or wounded out 109
dead or wounded that 66
dead or wounded was 54
dead or wounded with 51
dead sea bottoms and 45
dead the following day 301
dead the following year 257
dead the instant they 59
dead the martians had 83
dead the previous day 40
dead the previous year 43
dead the soldier who 46
dead to ambition and 50
dead to everything but 669
dead to everything that 355
dead to himself and 212
dead to leeward and 62
dead to leeward off 51
dead to prevent them 60
dead to procure his 60
dead to protect them 78
dead to rapture and 779
dead to witness that 97
dead to wounded was 42
deaf or hostile ears 48
deaf or unwilling ears 53
deaf to demands for 73
deaf to entreaty and 79
deaf to everything but 821
deaf to everything that 580
deaf to everything you 51
deaf to justice and 49
deaf to outward things 50
deaf to prayers and 62
deal as frankly and 48
deal as frankly with 110
deal as harshly with 276
deal as lightly with 67
deal as plainly with 115
deal as quickly and 40
deal at leisure with 82
deal at pleasure with 130
deal at present with 473
