damp england what a 44
doll looked like a 60
doll shaped like a 49
dome looked like a 108
dome placed over a 55
dome shaped like a 103
dome should have a 43
done almost half a 60
done already what a 45
done already what i 74
done before even a 106
done before making a 124
done before such a 441
done before taking a 49
done before when a 41
done before when i 203
done better from a 50
done better when i 119
done beyond making a 47
done except what i 49
done merely from a 89
done myself when i 102
done needed such a 52
done purely from a 73
done seemed like a 44
done should have a 73
done simply from a 87
done simply what i 66
done slowly over a 150
done solely from a 85
done something else i 40
done something like a 81
done something when i 86
done something wrong i 137
done starting from a 70
done through such a 110
done through what i 43
done toward giving a 40
done toward making a 100
done turned into a 88
done without adding a 61
done without even a 101
done without firing a 75
done without giving a 124
done without having a 357
done without leaving a 123
done without losing a 91
done without making a 435
done without many a 59
done without paying a 80
done without saying a 53
done without such a 689
done without taking a 100
door before making a 43
door before taking a 63
door bolted when i 125
door closed like a 83
door closed upon a 73
door closed when i 112
door closes upon a 75
door creaked open a 316
door creaked when i 52
door handle like a 50
door handle when a 224
door handle when i 80
door locked when i 114
door looked like a 338
door opened down a 165
door opened from a 167
door opened into a 7135
door opened just a 782
door opened like a 146
door opened only a 223
door opened onto a 2780
door opened upon a 1108
door opened when i 130
door popped open a 40
door pushed open a 58
door seemed like a 91
door shaped like a 272
door should have a 748
door sounds like a 42
door turned into a 74
door without even a 251
door without having a 54
door without making a 636
door without saying a 924
door without taking a 44
dose slowly over a 58
dose varies from a 141
dots placed over a 63
dove changed into a 40
dove headlong into a 194
down across from a 301
down almost half a 146
down almost into a 42
down almost like a 455
down another half a 44
down asleep upon a 64
down before making a 239
down before such a 388
down before taking a 270
down behind like a 692
down beside such a 42
down calmly upon a 86
down deeper into a 44
down fences upon a 156
down fighting like a 77
down firmly into a 84
down further into a 705
down gently into a 260
down gently like a 128
down gently upon a 41
down headlong from a 162
down headlong into a 136
down heavily into a 267
down heavily like a 58
down heavily upon a 372
down inside gave a 66
down inside like a 43
down inside when i 51
down jacket over a 40
down looked like a 50
down myself when i 40
down occurs when a 57
down orally from a 45
down prince john a 125
down radiant from a 50
down seemed like a 126
down shafts like a 47
down should have a 52
down slopes having a 48
down slowly from a 281
down slowly into a 304
down slowly like a 244
down slowly over a 168
down softly like a 56
down something like a 467
down stairs into a 352
down stairs like a 842
down stairs once a 266
down stairs when i 125
down stones from a 49
down sweeping from a 70
down through half a 161
down through many a 207
down through such a 376
down turned into a 42
down wearily into a 151
down wearily upon a 41
down without even a 680
down without firing a 202
down without giving a 43
down without having a 225
down without leaving a 266
down without losing a 67
down without making a 882
down without moving a 40
down without saying a 3178
down without taking a 1066
drag england into a 108
drag europe into a 52
drag france into a 352
drag myself into a 59
draw another into a 84
draw calvin into a 49
draw energy from a 392
draw england into a 200
draw france into a 153
draw freely from a 74
draw freely upon a 40
draw heavily from a 222
draw heavily upon a 194
draw income from a 51
draw itself into a 140
draw liquid from a 54
draw liquid into a 52
draw morals from a 47
draw myself into a 48
draw poland into a 50
draw profit from a 54
draw pupils from a 81
draw readers into a 229
draw relief from a 91
draw something from a 51
draw something like a 181
draw sparks from a 41
draw strength from a 617
dream arises from a 85
dream changed into a 104
dream changes into a 46
dream itself into a 40
dream lasted only a 43
dream seemed like a 69
dream sounds like a 41
dream turned into a 1161
drew energy from a 65
drew england into a 72
drew france into a 86
drew freely from a 45
drew freely upon a 80
drew heavily from a 214
drew heavily upon a 266
drew itself into a 267
drew myself into a 63
drew praise from a 81
drew pupils from a 58
drew riches from a 45
drew something from a 53
drew something like a 68
drew sparks from a 71
drew strength from a 663
drip slowly from a 45
drip slowly into a 175
drop across such a 349
drop asleep like a 47
drop asleep over a 73
drop heavily into a 108
drop occurs over a 48
drop placed upon a 70
drop poison into a 42
drop poured into a 42
drop slowly from a 268
drop slowly into a 213
drop something into a 164
drop something like a 94
drop through into a 209
drop through such a 126
drop turned into a 41
drug dealers have a 54
drug release from a 553
drug release over a 57
drug should have a 388
drug slowly over a 71
drug therapy over a 141
drum carved from a 49
drum shaped like a 234
drum should have a 119
drying myself when i 40
duct should have a 105
duel fought over a 52
dull nights when i 56
dull sermon from a 53
duly formed such a 72
duly passed upon a 60
duly turned into a 88
dumb before such a 82
dune shaped like a 112
during almost half a 662
during ascent from a 84
during debate over a 70
during dinner when i 43
during eleven years i 42
during escape from a 57
during flight from a 55
during periods when a 906
during periods when i 228
during recent years a 963
during recent years i 166
during something like a 59
during twenty years a 152
during twenty years i 133
dusk without seeing a 45
dust behind like a 52
dust grains have a 46
dust jacket over a 44
dust should have a 59
dust storms were a 73
dust turned into a 49
duty arises from a 412
duty arises when a 82
duty levied upon a 53
duty placed upon a 56
duty should have a 90
duty unless upon a 42
