da se produce . 153
damage to develop . 54
damage to dwellings . 49
damage to fabrics . 137
damage to farmers . 45
damage to fetuses . 48
damage to flowers . 57
damage to forests . 1001
damage to freight . 392
damage to gardens . 98
damage to germany . 92
damage to herself . 1019
damage to himself . 2374
damage to kidneys . 208
damage to luggage . 75
damage to mankind . 166
damage to material . 90
damage to muscles . 163
damage to neurons . 429
damage to objects . 195
damage to offspring . 53
damage to oneself . 260
damage to persons . 219
damage to potatoes . 81
damage to poultry . 70
damage to quality . 52
damage to records . 127
damage to religion . 93
damage to seedlings . 355
damage to society . 1210
damage to soybeans . 56
damage to systems . 97
damage to targets . 57
damage to tissues . 2022
damage to vehicle . 52
damage to vessels . 232
damage to victims . 64
damage to windows . 40
damage to workers . 40
damaging the battery . 51
damaging the company . 68
damaging the country . 59
damaging the crystal . 52
damaging the economy . 405
damaging the emulsion . 74
damaging the flowers . 63
damaging the forests . 50
damaging the kidneys . 109
damaging the machine . 219
damaging the material . 254
damaging the paintings . 40
damaging the patient . 78
damaging the picture . 57
damaging the plaster . 49
damaging the plastic . 56
damaging the product . 206
damaging the seedlings . 42
damaging the surface . 1294
damaging the tissues . 181
damaging the vehicle . 106
damaging to britain . 54
damaging to clients . 55
damaging to germany . 46
damaging to himself . 606
damaging to science . 43
damaging to society . 740
damaging to tissues . 294
damaging uv radiation . 160
damans in deserto . 44
damask or brocade . 166
damned in advance . 85
damned or blessed . 45
damped by friction . 81
damped my spirits . 93
dampen my spirits . 512
dampen the economy . 113
dampen the spirits . 55
dampen the surface . 81
damper on everything . 183
damsel in marriage . 45
damsel in question . 125
damsel of fifteen . 258
danced at parties . 46
danced at weymouth . 118
danced by couples . 99
danced by herself . 82
danced by himself . 95
danced in circles . 202
danced in couples . 59
danced in delight . 88
danced in ecstasy . 210
danced in silence . 294
danced in triumph . 81
danced it together . 58
danced the calumet . 46
danced the fandango . 45
danced to records . 46
dancer in america . 91
dancer in general . 109
dancer or musician . 86
dances by herself . 104
dances by himself . 86
dances in america . 41
dances in circles . 45
dances in costume . 88
dances in ecstasy . 135
dances in general . 144
dances on sundays . 59
dances or parties . 200
dances or rituals . 40
dangers be avoided ? 136
dangers he foresaw . 40
dangers in advance . 59
dangers in question . 57
dangers in society . 69
dangers it entails . 87
dangers of abortion . 199
dangers of alcohol . 718
dangers of ambition . 67
dangers of america . 59
dangers of analogy . 42
dangers of anarchy . 344
dangers of capture . 45
dangers of cocaine . 84
dangers of contact . 87
dangers of dissent . 79
dangers of disunion . 112
dangers of division . 83
dangers of failure . 194
dangers of fallout . 117
dangers of fascism . 406
dangers of fatigue . 46
dangers of freedom . 170
dangers of history . 41
dangers of idealism . 61
dangers of ideology . 46
dangers of inaction . 170
dangers of infancy . 82
dangers of invasion . 246
dangers of language . 63
dangers of liberty . 63
dangers of lightning . 111
dangers of mankind . 55
dangers of marriage . 158
dangers of neglect . 61
dangers of obesity . 158
dangers of overeating . 71
dangers of overuse . 44
dangers of poisoning . 57
dangers of poverty . 61
dangers of radiation . 636
dangers of relapse . 66
dangers of religion . 64
dangers of science . 94
dangers of secrecy . 47
dangers of sedition . 44
dangers of silence . 44
dangers of slavery . 262
dangers of society . 133
dangers of sorcery . 51
dangers of statism . 63
dangers of success . 162
dangers of surgery . 65
dangers of tobacco . 351
dangers of traffic . 178
dangers of transit . 84
dangers of tyranny . 165
dangers of violence . 138
dangers of warfare . 209
dangers or hazards . 45
dangers to america . 42
dangers to freedom . 102
dangers to herself . 53
dangers to himself . 164
dangers to liberty . 153
dangers to mankind . 129
dangers to religion . 58
dangers to society . 391
darken the doorway . 55
darken the eyelids . 52
darken the horizon . 824
darken the outlook . 43
darken the picture . 448
darken the product . 45
darken the shadows . 68
darken the subject . 53
darken the surface . 94
darken the windows . 239
darker by degrees . 93
darker in plumage . 100
darker it becomes . 517
darker or lighter . 1765
darker the shadows . 60
darker to lighter . 109
darkly to herself . 60
darkly to himself . 230
darlings of fortune . 91
darlings of society . 44
darnos la batalla . 50
darted in pursuit . 73
dashed in oakland . 63
dashed in pursuit . 285
dashes at everything . 51
dashes of bitters . 67
dative of purpose . 128
dauncing in delight . 96
dawnce the measures . 45
dawned at scutari . 55
dawned in america . 140
dawned in germany . 46
dawned on mankind . 59
db is typical . 109
db on average . 148
dc is applied . 42
de ce chiffre . 42
de ce concept . 162
de ce conflit . 136
de ce conseil . 125
de ce contrat . 171
de ce courant . 44
de ce dernier . 1974
de ce domaine . 345
de ce facteur . 80
de ce journal . 95
de ce monstre . 81
de ce passage . 200
de ce peintre . 45
de ce pouvoir . 132
de ce produit . 346
de ce rapport . 607
de ce recueil . 154
de ce royaume . 1072
de ce secours . 52
de ce secteur . 240
de ce service . 225
de ce systeme . 203
de ce travail . 2127
de ce village . 148
de el escorial . 1348
de el general . 388
de el palabra . 44
de la academia . 581
de la alameda . 191
de la amazonia . 570
de la america . 700
de la amistad . 323
de la anterior . 155
de la antigua . 1037
de la artista . 157
de la asamblea . 162
de la asuncion . 1236
de la ausencia . 103
de la balance . 237
de la baleine . 383
de la ballade . 56
de la ballena . 237
de la bandera . 258
de la barbade . 56
de la barreda . 55
de la barrera . 363
de la basoche . 64
de la bastide . 266
de la bastile . 315
de la batalla . 380
de la bazoche . 45
de la beckwith . 275
de la belgica . 98
de la belleza . 188
de la bergere . 117
de la biologie . 865
de la biomasse . 334
de la biosfera . 57
de la boderie . 289
de la bolivie . 323
de la boqueria . 63
de la botella . 154
de la boulaye . 131
de la branche . 141
de la brousse . 442
de la bruyere . 923
de la calabre . 117
de la calcite . 67
de la calidad . 217
de la calotte . 49
de la calzada . 916
de la campana . 512
de la capilla . 286
de la capital . 1779
de la capsule . 84
de la capture . 202
de la caraibe . 200
de la caridad . 1477
de la carniole . 42
de la carrera . 573
de la cartuja . 143
de la cascade . 289
de la caverne . 162
de la cellule . 1700
de la censura . 73
de la censure . 320
de la cerveza . 130
de la chaleur . 2842
de la chambre . 3495
de la chanson . 485
de la charite . 2473
de la chariti . 107
de la charrue . 119
de la chastre . 154
de la chemise . 89
de la chicana . 124
de la chimenea . 156
de la choline . 67
de la cibeles . 335
de la cintura . 125
de la citation . 483
de la civilis . 197
de la cogolla . 635
de la colline . 742
de la colmena . 271
de la colombe . 277
de la colonie . 2174
de la colonne . 591
de la columbia . 57
de la columna . 46
de la comarca . 148
de la comedie . 1397
de la commiss . 69
de la commune . 3860
de la compania . 534
de la concord . 67
de la condesa . 201
de la contree . 108
de la correze . 74
de la cortina . 255
de la cosecha . 465
de la couleur . 864
de la coupole . 211
de la coutume . 426
de la couture . 294
de la crainte . 246
de la creature . 49
de la creolite . 409
de la critica . 165
de la croatie . 44
de la croyere . 282
de la cruaute . 139
de la cruzada . 198
de la cuestion . 165
de la cuisine . 897
de la culebra . 142
de la cultura . 5255
de la culture . 9409
de la cuvette . 54
de la daurade . 54
de la decision . 348
de la defaite . 60
de la defensa . 274
de la defense . 1052
de la demanda . 807
de la demande . 2962
de la demeure . 61
de la derecha . 168
de la derrota . 109
de la devotion . 92
de la diapause . 187
de la diaspora . 294
de la dispute . 98
de la division . 229
de la donation . 258
de la douceur . 85
de la douleur . 1499
de la durance . 165
de la economia . 195
de la empresa . 1932
de la entidad . 170
de la entrada . 162
de la equidad . 100
de la escuela . 2983
de la espalda . 133
de la especie . 800
de la esquina . 384
de la estacion . 122
de la estancia . 56
de la estatua . 54
de la fachada . 253
de la facture . 132
de la faculte . 248
de la falaise . 858
de la famille ! 8966
de la fatigue . 360
de la fayette ! 15029
de la femelle . 545
de la fenetre . 202
de la feuille . 734
de la filiation . 80
de la finance . 212
de la finesse . 60
de la fissure . 77
de la fixation . 75
de la flandre . 389
de la florida . 3912
de la floride . 860
de la fonction . 521
de la forclaz . 147
de la formule . 124
de la fortuna . 542
de la fortune . 1705
de la fouille . 96
de la galerie . 554
de la galette . 2889
de la galicie . 151
de la gandara . 98
de la garamba . 310
de la garenne . 258
de la garonne . 895
de la garoupe . 161
de la geologie . 232
de la gestapo . 77
de la giganta . 169
de la gironde . 2561
de la graisse . 137
de la granada . 47
de la gravure . 693
de la grenade . 55
de la guajira . 69
de la guayaba . 95
de la guayana . 46
de la guerche . 109
de la guitare . 244
de la guyenne . 42
de la hauteur . 122
de la henriade . 164
de la herencia . 179
de la higuera . 391
de la historia . 14538
de la hoguera . 119
de la houille . 341
de la humedad . 112
de la infancia . 1085
de la infanta . 40
de la jornada . 58
de la journee . 295
de la justice . 7726
de la justicia . 1445
de la kabbale . 78
de la kabylie . 78
de la laideur . 86
de la largeur . 50
de la lectura . 782
de la lecture . 2732
de la legation . 112
de la legende . 150
de la leyenda . 75
de la liberie . 1063
de la liberte ! 6679
de la liberti . 230
de la liberty . 369
de la licence . 389
de la licorne . 114
de la llanura . 48
de la logique . 1243
de la longueur . 121
de la loubere . 161
de la luisiana . 102
de la lumiere . 4069
de la lumiire . 47
de la lunette . 183
de la luzerne . 2724
de la machine . 1224
de la maguana . 1055
de la mahakam . 53
de la maladie . 3661
de la mamelle . 222
de la mangrove . 275
de la manzana . 133
de la marmora . 93
de la matiere . 1200
de la matrice . 807
de la mayenne . 206
de la mediation . 79
de la memoire . 2999
de la mennais . 773
de la mentira . 140
de la mettrie . 809
de la miisica . 56
de la mimoire . 66
de la mingrelie . 105
de la mixteca . 229
de la moderne . 93
de la moisson . 175
de la mollera . 153
de la moncloa . 177
de la mongolie . 65
de la monnaie . 4724
de la monnoye . 478
de la montana . 973
de la montera . 195
de la morinie . 48
de la moselle . 1102
de la moskowa . 658
de la moyenne . 524
de la muestra . 291
de la muralla . 149
de la musique ! 13141
de la mutation . 51
de la namibie . 76
de la napoule . 99
de la narcose . 379
de la natation . 89
de la navidad . 391
de la negation . 62
de la nobleza . 113
de la normale . 273
de la norvege . 447
de la nuestra . 165
de la oficina . 433
de la pagerie . 1428
de la palabra . 2388
de la palette . 221
de la palisse . 237
de la pampanga . 81
de la panouse . 73
de la papaute . 92
de la papille . 99
de la parente . 2326
de la parenti . 105
de la parents . 151
de la paresse . 179
de la parodie . 186
de la pasture . 1656
de la peltrie . 1184
de la periere . 83
de la perouse . 2265
de la persona . 742
de la peyrade ! 1067
de la peyrere . 111
de la pezuela . 366
de la pintura . 1946
de la piscine . 57
de la plaigne . 110
de la plainte . 204
de la planche . 462
de la planete . 379
de la pobreza . 883
de la pologne . 5028
de la posesion . 122
de la position . 130
de la poterie . 500
de la potherie . 301
de la prairie . 230
de la prendre . 108
de la pression . 599
de la primera . 370
de la puberte . 136
de la publier . 102
de la pucelle . 1123
de la pupille . 207
de la qualite . 339
de la question ! 4441
de la quimera . 64
de la quitter . 195
de la radiation . 73
de la realidad . 2663
de la recolte . 59
de la redoute . 118
de la reforma . 4826
de la reforme . 1364
de la regence . 1593
de la relation . 911
de la religion . 10459
de la remplir . 100
de la renouer . 61
de la reserva . 59
de la reverie . 229
de la revision . 63
de la revista . 276
de la revolte . 296
de la revolut . 119
de la riforme . 42
de la riqueza . 127
de la riviera . 41
de la riviere . 3613
de la rivoire . 60
de la rodiere . 99
de la rodilla . 115
de la rosiere . 129
de la rotation . 120
de la rotonde . 409
de la rouarie . 156
de la rouerie . 261
de la rougeole . 83
de la rouille . 41
de la routine . 49
de la royaute . 267
de la rupture . 475
de la sagesse . 2125
de la salette . 237
de la science ! 11575
de la seconde . 842
de la segunda . 245
de la semaine . 1171
de la semence . 211
de la semilla . 403
de la serrure . 96
de la siberie . 212
de la sibylle . 53
de la siembra . 317
de la societe . 5350
de la society . 118
de la sociiti . 48
de la soledad . 4851
de la solution . 693
de la somalie . 160
de la sonrisa . 47
de la soudure . 206
de la strophe . 54
de la surface . 1936
de la syllabe . 407
de la syncope . 134
de la syntaxe . 568
de la taberna . 108
de la tauride . 59
de la tecnica . 119
de la tempete . 186
de la ternura . 100
de la terreur . 1269
de la theologie . 632
de la thyroide . 205
de la toiture . 56
de la tortuga . 414
de la torture . 80
de la toscane . 227
de la tragedia . 351
de la treille . 143
de la trinite . 1343
de la trinity . 50
de la trousse . 225
de la trouver . 102
de la tunisie . 3130
de la turquie . 3344
de la tutelle . 146
de la vaccine . 155
de la valette . 1728
de la valiere . 167
de la vandera . 151
de la vanoise . 320
de la varenne . 282
de la variable . 149
de la variance . 212
de la variante . 75
de la variation . 155
de la vendange . 105
de la venganza . 104
de la vengeance . 389
de la ventana . 1192
de la victime . 775
de la victoria . 2327
de la vieille . 334
de la vigerie . 451
de la violence . 1531
de la violencia . 1276
de la violette . 523
de la vistule . 362
de la vitesse . 599
de la vittoria . 135
de la voiture . 431
de la volonte . 1322
de la volonti . 43
de la volupte . 221
de la voyelle . 167
de la vulgate . 252
de le devenir . 124
de le montrer . 79
de le prendre . 97
de le prouver . 67
de le publier . 68
de le quitter . 45
de le remplir . 44
de le trouver . 102
de le vouloir . 43
de lo posible . 305
de lo sagrado . 64
de ma chambre . 822
de ma douleur . 79
de ma famille . 431
de ma fortune . 200
de ma houille . 48
de ma memoire . 158
de me meritum . 128
de me retirer . 41
de mi corazon ! 608
de mi cultura . 71
de mi destino . 46
de mi hermana . 224
de mi hermano . 186
de mi infancia . 132
de mi persona . 141
de mi trabajo . 185
de re beliefs . 242
de re judicet . 43
de re publica . 66
de re rustica . 452
de re vestiaria . 151
de rio janeiro . 47
de rio piedras . 67
de sa chambre . 217
de sa couleur . 83
de sa culture . 431
de sa demande . 135
de sa dignite . 93
de sa douleur . 93
de sa famille . 2544
de sa fonction . 225
de sa fortune . 424
de sa hauteur . 105
de sa justice . 45
de sa lecture . 97
de sa legation . 119
de sa liberte . 168
de sa longueur . 118
de sa maieste . 42
de sa majeste . 1414
de sa maladie . 137
de sa memoire . 105
de sa musique . 183
de sa parution . 338
de sa position . 178
de sa religion . 260
de sa sagesse . 71
de sa sanction . 148
de sa science . 156
de sa surface . 208
de sa vengeance . 43
de sa vocation . 45
de sa volonte . 265
de se coucher . 79
de se montrer . 89
de se mouvoir . 111
de se reposer . 97
de se retirer . 559
de se tromper . 283
de st antoine . 125
de st etienne . 319
de st germain . 223
de st jacques . 89
de st laurent . 288
de su alcance . 44
de su caballo . 59
de su carrera . 137
de su corazon . 50
de su cultura . 163
de su derecho . 49
de su destino . 239
de su empresa . 49
de su entorno . 100
de su escuela . 68
de su hermana . 144
de su hermano . 286
de su historia . 952
de su infancia . 72
de su lenguaje . 43
de su llegada . 74
de su partido . 70
de su persona . 150
de su pintura . 69
de su religion . 63
de su trabajo . 514
de su victoria . 40
de to grupper . 128
de tu hermano . 49
de tu vientre . 104
de un ajedrez . 118
de un axedrez . 52
de un caballo . 215
de un deicidio . 343
de un esclavo . 88
de un momento . 49
de un proceso . 105
de un rebelde . 46
de un regimen . 70
de un sistema . 78
de un soldado . 221
de un testigo . 69
de un tzotzil . 216
de vi privata . 53
de vi publica . 82
de vio cajetan . 101
dea ex machina . 856
deacons or priests . 125
dealers at benares . 45
dealers in america . 153
dealers in capital . 67
dealers in chicago . 84
dealers in consols . 48
dealers in destiny . 45
dealers in detroit . 64
dealers in diamonds . 89
dealers in exchange . 176
dealers in firearms . 104
dealers in general . 108
dealers in germany . 72
dealers in liquors . 57
dealers in spirits . 46
dealers in tobacco . 113
dealers in virginia . 57
dealers on request . 59
dealers or brokers . 191
dealers or jobbers . 81
dealers or traders . 51
deanery in ireland . 175
deanery of lincoln . 273
deanery of norwich . 55
deanery of windsor . 99
dearest of brothers . 125
dearest of friends ! 2733
dearest of parents . 119
dearest of sisters . 125
dearest to boyhood . 50
dearest to himself . 172
debase the coinage . 885
debase the language . 49
debasing the coinage . 1036
debate as follows . 46
debate at cologne . 61
debate at present . 493
debate in america . 1040
debate in britain . 690
debate in commons . 71
debate in congress . 5269
debate in context . 81
debate in council . 119
debate in denmark . 185
debate in finland . 62
debate in general . 542
debate in germany . 1123
debate in hansard . 41
debate in history . 208
debate in ireland . 311
debate in october . 82
debate in question . 276
debate in society . 171
debate is allowed . 225
debate is endless . 54
debate is limited . 99
debate is misleading . 50
debate is occurring . 44
debate is resumed . 151
debate is settled . 55
debate is twofold . 45
debate on abortion . 807
debate on defence . 96
debate on ireland . 45
debate on kashmir . 97
debate on language . 75
debate on marriage . 54
debate on poverty . 289
debate on religion . 97
debate on rhodesia . 43
debate on slavery . 715
debate on thursday . 77
debate on tuesday . 65
debate on vietnam . 178
debate on welfare . 51
debate or comment . 77
debate or decision . 110
debate or dialogue . 184
debate or dispute . 202
debate or dissent . 598
debate or division . 449
debate or protest . 54
debate or question . 157
debate or research . 50
debate or revision . 41
debate the details . 94
debate the problem . 218
debate the question . 2950
debate the subject . 800
debate to dialogue . 263
debate to proceed . 109
debating the problem . 144
debating the question . 508
debating the subject . 228
debeard the mussels . 69
debiting the account . 106
debits or credits . 703
debris in general . 54
debris in traction . 60
debris is evident . 47
debris is present . 303
debris is removed . 488
debris it carries . 42
debris of buildings . 43
debris of history . 486
debris of society . 43
debris or bacteria . 56
debtor in default . 169
debtor in question . 75
debtor is located . 504
debtor is solvent . 117
debtor or debtors . 97
debtor or obligor . 413
debtor or trustee . 665
debtor to himself . 99
debtor to perform . 68
debtor to society . 58
decade in advance . 159
decade in america . 243
decade in britain . 72
decade in chicago . 46
decade in females . 50
decade in germany . 73
decade in history . 431
decade in question . 1013
decade in vietnam . 66
decade of absence . 43
decade of anarchy . 41
decade of behavior . 66
decade of decision . 99
decade of decline . 319
decade of defiance . 105
decade of despair . 88
decade of detente . 100
decade of drought . 87
decade of failure . 60
decade of freedom . 141
decade of history . 75
decade of marriage . 281
decade of neglect . 277
decade of october . 90
decade of promise . 136
decade of protest . 193
decade of reforms . 188
decade of research . 2807
decade of service . 430
decade of silence . 150
decade of slavery . 67
decade of success . 109
decade of turmoil . 223
decade of upheaval . 112
decade of violence . 164
decade of warfare . 92
decade on average . 47
decade or century . 162
decade or decades . 49
decade to achieve . 118
decade to develop . 115
decade to recover . 232
decade to resolve . 183
decant the solution . 202
decease is unknown . 61
decease or default . 60
deceit in general . 83
deceit or secrecy . 47
deceit or violence . 303
decide an election . 238
decide at present . 285
decide by default . 47
decide by himself . 144
decide in advance . 267
decide it finally . 58
decide it himself . 159
decide it rightly . 66
decide my conduct . 55
decide my destiny . 173
decide on abortion . 116
decide on divorce . 41
decide on everything . 75
decide on marriage . 113
decide on slavery . 66
decide on suicide . 44
decide on surgery . 41
decide on tactics . 67
decide so quickly . 153
decide the balance . 81
decide the champion . 90
decide the contest . 2451
decide the details . 81
decide the dispute . 2018
decide the election . 1666
decide the following . 47
decide the location . 64
decide the matters . 45
decide the outcome . 2534
decide the penalty . 97
decide the pennant . 137
decide the petition . 57
decide the priority . 47
decide the problem . 207
decide the quarrel . 462
decide the question ! 19445
decide the results . 44
decide the verdict . 221
decide the victory . 894
decide the winners . 144
decide to abstain . 106
decide to appoint . 46
decide to believe . 253
decide to collect . 67
decide to combine . 57
decide to compete . 62
decide to confess . 70
decide to convert . 90
decide to divorce . 468
decide to explore . 137
decide to forgive . 103
decide to include . 220
decide to migrate . 177
decide to operate . 122
decide to perform . 83
decide to proceed . 376
decide to produce . 198
decide to provide . 61
decide to publish . 161
decide to remarry . 151
decide to respond . 110
decide to support . 76
decide to testify . 43
decide to upgrade . 80
decide to withdraw . 389
deciding it himself . 45
deciding on abortion . 51
deciding on marriage . 92
deciding on pleasure . 77
deciding on surgery . 104
deciding the contest . 282
deciding the dispute . 344
deciding the election . 239
deciding the outcome . 540
deciding the question . 2655
deciding the verdict . 54
deciding the victory . 128
deciding to believe . 54
deciding to divorce . 80
deciding to migrate . 68
deciding to operate . 144
deciding to proceed . 156
deciding to withdraw . 58
decked in diamonds . 44
decked in flowers . 83
decode the address . 78
decode the language . 44
decode the message . 4689
decode the signals . 123
decode the symbols . 60
decoding by analogy . 73
decoding of language . 44
decoding of signals . 73
decoding the message . 632
decoding the symbols . 53
decree as follows . 140
decree be entered . 87
decree by default . 98
decree in absence . 353
decree in divorce . 95
decree in question . 317
decree is entered . 1000
decree is founded . 81
decree is granted . 321
decree is revoked . 47
decree of adoption . 744
decree of amnesty . 242
decree of canopus . 40
decree of congress . 44
decree of council . 100
decree of destiny . 1616
decree of dilation . 66
decree of divorce . 8355
decree of election . 763
decree of jehovah . 60
decree of justice . 51
decree of napoleon . 100
decree of nullity . 2901
decree of pharaoh . 47
decree of probate . 58
decree of removal . 74
decree of silence . 55
decree of success . 50
decree of support . 104
decree of trenton . 69
decree or command . 153
decree or decision . 45
deduce the following . 197
deduce the formula . 44
deducing the formula . 45
deduct is limited . 40
deduct the expense . 193
deduct the payment . 191
deemed an affront . 45
deemed an elector . 66
deemed an offence . 118
deemed an outrage . 45
deemed in default . 77
deemed it illegal . 41
deemed it prudent . 119
deemed it useless . 42
deemed no citizen . 45
deemed so precious . 82
deemed the fairest . 83
deemed the highest . 62
deemed the occasion . 150
deemed the question . 70
deemed to consent . 51
deemed to deserve . 109
deemed to failure . 44
deemed to include . 70
deemed to justify . 40
deemed to operate . 53
deemed to possess . 214
deemed to present . 52
deemed to prevail . 55
deemed to qualify . 40
deemed to require . 226
deemed to survive . 42
deepen the chamber . 45
deepen the channel . 432
deepen the contact . 169
deepen the division . 42
deepen the embrace . 41
deepen the mystery . 658
deepen the problem . 99
deepen the process . 67
deepen the shadows . 167
deepen the silence . 123
deepen the stretch . 188
deeper in content . 42
deeper in despair . 502
deeper in history . 56
deeper in poverty . 244
deeper in society . 43
deeper in trouble . 492
deeper it becomes . 147
deeper or lighter . 43
deeper the mystery . 46
deeper the shadows . 43
deeper the sweeter . 71
deeply as desired . 78
deeply as himself . 93
deeply in america . 52
deeply in himself . 56
deeply in history . 84
deeply in question . 113
deeply in society . 61
deeply in sympathy . 65
deeply in trouble . 176
deeply of everything . 99
deeply on occasion . 46
deeply to deplore . 76
deeply to himself . 68
deeply to impress . 189
deeply we deplore ! 44
deface the volumes . 43
defacing the coinage . 40
defeating my purpose . 71
defeating the british . 302
defeating the chinese . 60
defeating the congress . 113
defeating the enemies . 84
defeating the germans . 435
defeating the invader . 46
defeating the italians . 48
defeating the muslims . 59
defeating the persians . 151
defeating the petition . 83
defeating the project . 141
defeating the purpose . 510
defeating the russians . 111
defeating the soviets . 69
defeating the spanish . 88
defeating the taliban . 60
defeating the vietcong . 55
defeats in congress . 97
defeats in history . 340
defeats in vietnam . 86
defeats of history . 52
defeats the germans . 43
defeats the persians . 235
defeats the purpose . 3416
defeats the scythians . 44
defeats the villain . 44
defect in diabetes . 67
defect in general . 115
defect in herself . 94
defect in himself . 196
defect in imagery . 49
defect in infancy . 347
defect in infants . 72
defect in language . 42
defect in material . 45
defect in offspring . 47
defect in quality . 158
defect in question . 510
defect in service . 48
defect in silicon . 53
defect in society . 75
defect is alleged . 54
defect is covered . 49
defect is curable . 57
defect is evident . 182
defect is located . 348
defect is measured . 58
defect is minimal . 70
defect is obscure . 44
defect is present . 4064
defect is removed . 169
defect is sutured . 48
defect is unknown . 1053
defect is variable . 59
defect is visible . 73
defect of charity . 74
defect of consent . 301
defect of courage . 75
defect of critics . 55
defect of function . 172
defect of harmony . 51
defect of heroism . 51
defect of justice . 264
defect of language . 138
defect of parties . 441
defect of quality . 50
defect of sympathy . 67
defect or anomaly . 52
defect or blemish . 334
defect or defects . 287
defect or defense . 53
defect or failure . 251
defect or illness . 975
defect or omission . 135
defect or problem . 105
defect or weakness . 152
defect to offspring . 46
defend an insured . 42
defend by guardian . 93
defend it against . 43
defend it bravely . 44
defend it himself . 86
defend my beliefs . 48
defend my conduct . 200
defend my country . 812
defend my decision . 42
defend my position . 669
defend or explain . 91
defend or justify . 69
defend or promote . 64
defend or protect . 85
defend the accused . 1062
defend the arsenal . 42
defend the baggage . 54
defend the battery . 53
defend the borders . 329
defend the bridges . 47
defend the capital . 3127
defend the capitol . 42
defend the charges . 76
defend the charter . 121
defend the citadel . 193
defend the company . 180
defend the concept . 57
defend the country . 7712
defend the decision . 178
defend the decrees . 48
defend the dynasty . 77
defend the emperor . 161
defend the enclave . 49
defend the factory . 68
defend the harbour . 216
defend the heights . 42
defend the insured . 379
defend the interim ? 47
defend the islands . 581
defend the lawsuit . 208
defend the marriage . 47
defend the muslims . 42
defend the outside . 69
defend the passage . 678
defend the position . 830
defend the process . 52
defend the product . 46
defend the program . 176
defend the project . 93
defend the redoubt . 94
defend the results . 42
defend the seaboard . 66
defend the slayers . 59
defend the society . 49
defend the statute . 101
defend the straits . 90
defend the streets . 63
defend the suburbs . 40
defend the treaties . 63
defend the victims . 72
defend the village . 703
defend the workers . 137
defend the wounded . 49
defers the problem . 42
defied or ignored . 160
defied the boycott . 42
defied the british . 125
defied the council . 64
defied the emperor . 267
defied the experts . 77
defied the frigate . 90
defied the germans . 71
defied the lightning . 110
defied the russians . 68
defied the tempest . 53
defies the hunters . 79
defies the tempest . 71
defile of dettingen . 52
