dad said something about 95
did tell anyone about 47
did their forces gather 60
did their little dance 45
did their lubber state 42
did their voices blend 51
did their voices sound 59
did these changes begin 43
did these changes occur 447
did these events occur 241
did these nations serve 372
did these occupy parts 93
did these troops offer 41
did these wicked people 67
did think something might 46
did those simple words 41
did very humbly crave 41
did very little about 508
did very little after 68
did very little appear 42
did very little cooking 117
did very little editing 122
did very little either 44
did very little farming 176
did very little honor 87
did very little hunting 146
did very little talking 981
did very little teaching 242
did very little thinking 186
did very little trade 51
did very little trading 48
did very little until 85
did very little walking 114
did very little writing 786
did want another child 55
did well enough under 84
did well enough until 252
did well enough while 135
did what almost every 81
did what anyone would 876
did what common sense 45
did what little could 184
did what seemed right 1338
did what sorrow could 138
did when greatly moved 44
did your family first 95
did your family spend 73
did your feelings about 127
did your feelings change 158
did your sister marry 61
die away before reaching 40
die away without creating 54
die from another cause 225
die from cancer every 91
die from causes which 130
die from malaria every 156
die from whooping cough 101
die from yellow fever 113
die having spoken after 251
die into another state 58
die leaving lawful issue 151
die like hunted hares 65
die like rotten sheep 357
die when winter comes 279
dig into almost every 50
dim patio glided women 45
does care deeply about 47
does care enough about 42
does care something about 60
does cast serious doubt 68
does feel guilty about 61
does find something which 64
does foul pranks which 120
does good without thinking 77
does have another option 41
does have doubts about 66
does have enough money 69
does have market power 217
does have something which 50
does have special needs 69
does iron wedges drive 181
does john quincy adams 65
does know enough about 94
does know something about 1152
does lack something until 68
does learn something about 68
does live beyond forty 56
does make better sense 70
does make claims about 66
does make itself known 59
does most deeply enter 77
does much better under 45
does much toward creating 54
does nothing useful while 70
does nothing without first 193
does nothing without reason 334
does other public works 67
does pose special risks 56
does seem beyond doubt 53
does show something about 99
does some hidden power 76
does such market power 74
does take center stage 40
does tell something about 164
does their wonder raise 55
does there always exist 96
does there remain anything 61
does there remain which 100
does thine aspect usher 50
does time gallop withal 101
does truth become error 46
does very little about 94
does very little either 365
does very little talking 225
does very little thinking 65
does very little writing 104
does what anyone would 43
does when clouds float 68
does wrong without finding 107
does your answer change 1077
does your answer imply 232
does your answer reveal 64
does your colony belong 44
does your common sense 103
does your drinking water 86
does your family belong 70
does your family enjoy 81
does your family spend 192
does your little niece 45
does your opinion point 47
does your school begin 46
does your school offer 265
does your school start 42
dog good habits right 40
dog runs eagerly after 46
dog will become bored 67
dog will hardly deign 49
doing even simple tasks 43
doing give notice thereof 62
doing good actions which 47
doing hard manual labor 362
doing heavy manual labor 801
doing many mighty works 76
doing much better after 57
doing much better since 142
doing much better today 177
doing nothing except getting 40
doing nothing except looking 42
doing nothing except sitting 79
doing nothing except waiting 107
doing nothing except watch 123
doing nothing further about 67
doing nothing without first 46
doing other manual labor 98
doing some manual labor 47
doing some pretty fancy 65
doing some public speaking 131
doing some serious talking 54
doing some serious thinking 2228
doing some serious writing 108
doing their family washing 42
doing their utmost night 40
doing their utmost under 50
doing these little people 78
doing those actions which 111
doing those duties which 70
doing very little about 319
doing very little talking 101
doing very little trade 51
doing very little writing 119
doing well enough under 42
doing well enough until 82
doing well enough where 41
doing what almost every 65
doing what anyone would 145
doing what christ wants 60
doing what christ would 113
doing what common sense 64
doing what nobody wants 57
doing what normal people 53
doing what seemed right 446
doing what someone tells 63
doing your income taxes 56
don their finest clothing 88
don their oxygen masks 110
doth give another place 569
doth more strange cures 113
doth next resort again 54
doth pass through solid 46
dry blue litmus paper 79
dry clear wintry morning 64
dry during summer months 83
dry land should appear 109
dry land through which 66
dry limb thrills beneath 61
dry their sodden clothing 40
due from another party 56
due from england rather 98
due from france under 55
due time became aware 59
due time through every 41
due west twelve miles 51
dug three graves while 144
dye like rotten sheep 127
dying also without issue 61
dying away through every 52
dying from another cause 58
dying from yellow fever 139
dying lamp feebly emits 192
dying like rotten sheep 291
