decipherable ones were those 40
dictatorship means nothing else 98
dictatorship means nothing more 121
differentials have also been 131
differentials have been used 96
differentiate among these three 408
differentiate early from late 43
differentiate good from evil 288
differentiate good from poor 184
differentiate into many cell 159
differentiate into other cell 550
differentiate means from ends 182
differentiate other from self 160
differentiate self from other 741
differentiate their work from 295
differentiate these from other 154
differentiate work from play 84
differentiate your firm from 61
differentiating among these three 54
differentiating good from evil 136
differentiating good from poor 93
differentiating into other cell 87
differentiating self from other 276
differentiating their work from 60
difficulties also have been 66
difficulties also stem from 41
difficulties come from losing 43
difficulties come into play 69
difficulties during these years 166
difficulties during those days 55
difficulties during those years 43
difficulties fall into three 72
difficulties have also been 742
difficulties have been able 46
difficulties have been dealt 146
difficulties have been eased 50
difficulties have been felt 380
difficulties have been great 207
difficulties have been left 57
difficulties have been less 57
difficulties have been made 344
difficulties have been many 116
difficulties have been more 318
difficulties have been most 117
difficulties have been much 351
difficulties have been only 44
difficulties have been over 46
difficulties have been seen 72
difficulties have been such 46
difficulties have been those 47
difficulties have been used 44
difficulties have been very 212
difficulties have been well 314
difficulties have come from 164
difficulties have from time 52
difficulties have once been 64
difficulties have only been 92
difficulties have their root 56
difficulties here have been 52
difficulties here stem from 46
difficulties left over from 81
difficulties like these were 43
difficulties making ends meet 339
difficulties much like those 45
difficulties must have been 1004
difficulties ranging from mild 48
difficulties stem from their 54
difficulties stem from three 42
difficulties there have been 320
difficulties there were also 43
difficulties took their toll 55
difficulties were also great 45
difficulties were even more 372
difficulties were made more 77
difficulties were made much 42
difficulties were much less 258
difficulties were much more 335
difficulties were only just 77
difficulties were only part 42
difficulties were only such 79
difficulties were very great 898
difficulties were very much 162
difficulties will also pass 48
difficulties will come from 59
difficulties will come upon 53
difficulties will fade away 75
difficulties will fall away 101
difficulties will have been 387
difficulties will melt away 111
difficulties will pass away 105
difficulties will take care 50
dimensionless mass flow rate 171
disabilities also have been 62
disabilities have also been 272
disabilities have been able 101
disabilities have been made 44
disabilities range from mild 47
disabilities ranging from mild 299
disabilities were much more 133
disadvantage during their term 64
disadvantage must have been 85
disagreement among these three 43
disagreement even among those 124
disagreement must have been 61
disagreement over just what 226
disagreement over what form 149
disagreement over what kind 88
disagreement over what these 53
disagreement over what those 40
disagreement over what type 48
disappearance must have been 299
disappointed look came into 72
disappointed look came over 64
disappointed when none came 55
disappointed when nothing came 58
disappointed when there were 69
disassembled code back into 54
disciplinary teams have been 41
discomfiture must come over 52
discomfiture must have been 99
disconnected from other areas 47
disconnected from their body 67
disconnected from their cell 101
disconnected from their home 81
disconnected from their past 182
disconnected from their true 51
disconnected from their work 58
disconnected from your body 198
disconnected ideas will come 69
disconsolate rain fall loud 126
discontented face from your 155
discriminate among these four 47
discriminate among these three 190
discriminate body from body 43
discriminate good from evil 307
discriminate good from poor 99
discriminate very well among 41
discriminating from some other 44
discriminating good from evil 199
disengagement from south korea 69
disintegrate once more into 74
disobedience many were made 5362
disobedience must have been 59
dispensaries have also been 63
dispensations from their vows 69
dispensations have been made 104
displacement from their home 128
displacement from their land 241
displacement must have been 135
displacement will give rise 51
dispossessed from their land 179
dispossession from their land 89
dispossession hanging over those 43
disqualified from jury duty 59
disqualified from taking part 496
disqualified only when there 52
disseminated over wide areas 88
disseminated their ideas among 44
disseminated these ideas among 66
dissemination over wide areas 47
dissertations have also been 85
dissertations have been done 52
dissimulation have been their 40
distinctness rays coming from 47
distributions also have been 41
distributions from cash flow 78
distributions from their iras 49
distributions have also been 647
distributions have been made 1212
distributions have been used 865
distributions made during such 167
distributions must have been 49
distributions were also used 56
distributions were made during 143
distributions were made from 125
distributors have also been 49
distributors have been able 96
distributors have been used 48
disturbances also have been 77
disturbances came thick upon 62
disturbances have also been 730
disturbances have been made 54
disturbances have been more 68
disturbances have been most 67
disturbances have been seen 76
disturbances have been very 62
disturbances must have been 134
disturbances ranging from mild 85
disturbances there have been 135
disturbances were much less 137
disturbances were much more 138
documentation have been made 65
documentation must have been 123
documentation will also help 59
documentation will have been 66
domestication must have been 132
dramatically during these years 303
dramatically during those years 83
dramatically from just over 61
dramatically from most other 41
dramatically from those used 143
dramatically over these years 57
