damp her cheerfulness by 225
date and significance of 733
date and supplemented by 115
date are incorporated in 42
date are insufficient to 247
date for announcement of 45
date for commencement of 1723
date for consideration of 169
date for determination of 1047
date for independence as 53
date for independence in 61
date for independence of 56
date for independence to 53
date has concentrated on 1774
date has demonstrated the 118
date has investigated the 261
date that commemorates the 42
date that stockholders of 51
date with developments at 107
date with developments in 3786
date with developments on 41
dating and determination of 68
dating and significance of 131
days and commemorates the 46
days and consequently the 79
days and participated in 236
days and particularly in 95
days and particularly on 40
days and particularly the 54
days and subsequently at 45
days are attributable to 46
days are commemorated by 53
days for consideration of 109
days for determination of 82
days for participation in 89
days they concentrated on 89
days was accomplished by 51
days was concentrated in 46
days was insufficient to 62
days with precipitation in 150
days with precipitation is 137
days with precipitation of 108
days with temperatures in 151
days with temperatures of 247
days with thunderstorms in 101
days with thunderstorms is 45
dealing with accumulations of 60
dealing with alternatives to 96
dealing with appointments to 87
dealing with apportionment of 212
dealing with architecture as 109
dealing with architecture in 43
dealing with availability of 88
dealing with certificates of 112
dealing with certification of 76
dealing with communication in 138
dealing with complexities of 83
dealing with complications in 44
dealing with complications of 130
dealing with concentration of 69
dealing with consequences of 219
dealing with consolidation of 70
dealing with constructions of 45
dealing with contamination of 46
dealing with contemporary or 66
dealing with contributions of 57
dealing with contributions to 104
dealing with controversial or 91
dealing with deficiencies in 114
dealing with determinants of 74
dealing with determination of 234
dealing with developments in 508
dealing with developments of 46
dealing with difficulties as 147
dealing with difficulties at 49
dealing with difficulties in 582
dealing with difficulties is 63
dealing with difficulties of 295
dealing with difficulties or 48
dealing with distributions of 155
dealing with disturbances in 192
dealing with disturbances of 235
dealing with fundamentals of 75
dealing with homelessness in 65
dealing with imperfections in 56
dealing with improvements in 180
dealing with inequalities in 69
dealing with inequalities of 41
dealing with insurgencies in 44
dealing with international co 66
dealing with international or 77
dealing with interruptions in 48
dealing with investigation of 100
dealing with modifications of 121
dealing with modifications to 52
dealing with organizations as 148
dealing with organizations in 64
dealing with organizations of 107
dealing with participants in 49
dealing with participation in 170
dealing with peculiarities of 59
dealing with perpetrators of 76
dealing with professionals in 79
dealing with recollections of 49
dealing with relationships in 107
dealing with relationships of 166
dealing with reorganization of 66
dealing with spirituality in 45
dealing with subordinates as 45
dealing with subordinates in 62
dealing with subordinates is 50
dealing with subordinates or 57
dealing with substantially the 264
dealing with tuberculosis in 165
dealing with tuberculosis of 55
dealing with unemployment as 97
dealing with unemployment by 122
dealing with unemployment in 256
dealing with unemployment is 155
dealing with unemployment or 80
deals with alphabetical or 81
deals with alternatives to 56
deals with communication in 164
deals with consequences of 192
deals with consequences to 99
deals with contributions to 105
deals with determinants of 47
deals with determination of 504
deals with developments in 1074
deals with difficulties in 69
deals with difficulties of 43
deals with distributions of 45
deals with disturbances of 64
deals with fundamentals of 257
deals with improvements in 109
deals with investigation of 228
deals with modifications of 314
deals with participation in 212
deals with relationships in 120
deals with relationships of 320
deals with spirituality in 84
deals with substantially the 491
dealt with analytically in 79
dealt with appropriately as 96
dealt with appropriately at 65
dealt with appropriately by 259
dealt with appropriately if 58
dealt with appropriately in 292
dealt with appropriately to 45
dealt with collectively as 115
dealt with collectively by 99
dealt with collectively in 109
dealt with conclusively in 42
dealt with concurrently in 52
dealt with consequences of 45
dealt with conveniently by 74
dealt with conveniently in 40
dealt with determination of 67
dealt with developments in 175
dealt with difficulties in 89
dealt with economically by 40
dealt with exhaustively by 464
dealt with exhaustively in 946
dealt with expeditiously by 89
dealt with expeditiously in 42
dealt with historically in 68
dealt with improvements in 121
dealt with inadequately by 50
dealt with inadequately in 67
dealt with inadequately or 54
dealt with incidentally in 311
dealt with individually as 306
dealt with individually at 48
dealt with individually by 358
dealt with individually in 708
dealt with individually on 90
dealt with individually or 114
dealt with irrespective of 120
dealt with participation in 72
dealt with particularly by 58
dealt with particularly in 190
dealt with realistically by 47
dealt with realistically in 70
dealt with respectively by 80
dealt with respectively in 204
dealt with specifically as 160
dealt with specifically by 425
dealt with specifically in 1693
dealt with subsequently by 105
dealt with subsequently in 346
dealt with substantially as 49
dealt with substantially the 75
dealt with successfully at 90
dealt with successfully by 981
dealt with successfully if 138
dealt with successfully in 513
dealt with successfully on 88
dealt with successfully or 43
dealt with successively by 42
dealt with successively in 99
dealt with sufficiently by 76
dealt with sufficiently in 387
dealt with superficially in 74
dealt with superficially or 57
dealt with traditionally by 42
dealt with unilaterally by 59
deaths and disabilities in 86
deaths and disabilities of 51
deaths and disappearance of 51
deaths and displacement of 47
deaths and imprisonment of 64
deaths and resurrections in 59
deaths and resurrections of 208
deaths are attributable to 1703
deaths are concentrated in 138
deaths are investigated by 76
deaths being attributable to 55
deaths not attributable to 43
deaths was attributable to 89
debt and consequently the 48
debt was acknowledged by 70
debt was attributable to 96
debt was concentrated in 178
debt was subordinated to 46
deed was accomplished at 78
deed was accomplished by 417
deed was accomplished in 133
deed was acknowledged by 184
deed was acknowledged in 88
deed was acknowledged on 50
deep and impenetrable as 70
deep and ineradicable in 72
deny all participation in 96
deny all significance to 136
deny any consciousness of 73
deny any interference of 59
deny any participation in 165
deny any significance to 226
deny her participation in 43
deny him participation in 41
deny his indebtedness to 68
deny his participation in 236
deny its participation in 40
deny its significance as 46
deny its significance in 91
deny our participation in 45
deny that consciousness is 183
deny that improvements in 63
deny that intelligence is 57
deny that justification is 101
deny that participation in 40
deny them participation in 101
depth and availability of 50
depth and completeness in 90
depth and completeness of 1087
depth and completeness to 44
depth and complexities of 132
depth and comprehension of 267
depth and concentration in 42
depth and concentration of 789
depth and configuration of 363
depth and consequences of 87
depth and consequently the 115
depth and determination of 70
depth and distinctness of 72
depth and independence of 185
depth and intelligence of 106
depth and irregularity of 52
depth and multiplicity of 103
depth and productivity of 60
depth and ramifications of 65
depth and reverberation in 135
depth and significance as 107
depth and significance by 69
depth and significance in 316
depth and significance of 1695
depth and significance to 402
depth and sonorousness of 51
depth and spirituality of 211
depth and steadfastness of 94
depth and stubbornness of 44
depth and transparency in 50
depth and transparency of 286
depth and transparency to 122
depth and universality of 702
depth and universality to 41
depth was insufficient to 51
desk and concentrated on 73
desk and contemplated the 230
desk and straightened the 63
desk and straightened up 48
diary and autobiography of 56
dies out exponentially in 46
diet and availability of 47
diet was administered to 57
diet was insufficient to 70
diet was investigated by 42
diet was supplemented by 1027
dirt and slovenliness of 64
dirt and wretchedness of 155
dogs and marshmallows on 63
dogs was investigated by 43
doings and achievements of 74
doings and conversations of 44
dole was insufficient to 42
done and accomplished by 121
done and accomplished in 173
done and acknowledged by 41
done and consequently the 110
done are comprehended in 44
done for determination of 70
done has concentrated on 188
done our resemblances to 71
done that successfully in 41
done this deliberately as 57
done this deliberately in 93
done this deliberately to 199
done this intentionally to 61
done this particularly in 67
done this successfully by 47
done this successfully in 168
done this successfully is 43
done this successfully on 44
done was accomplished by 112
done was accomplished in 49
done was communicated to 46
done was demonstrated by 54
done with consciousness of 68
done with consideration of 269
done with consideration to 64
doom was communicated to 81
door and concentrated on 78
door and contemplated the 80
door and straightened up 276
door for consideration of 107
dose and concentration of 319
dose being administered to 45
dose not administered at 70
dose was administered as 173
dose was administered at 198
dose was administered by 154
dose was administered in 205
dose was administered on 82
dose was administered to 355
dose was insufficient to 98
down all conspiracies to 139
down and accommodated to 104
down and acknowledged by 162
down and acknowledged the 89
down and administered by 166
down and administered the 52
down and communicated to 314
down and concentrated in 112
down and concentrated on 1716
down and concentrates on 46
down and congratulated me 47
down and consequently the 233
down and consolidation of 94
down and contemplated it 99
down and contemplated the 545
down and contemplates it 145
down and decomposition of 215
down and demonstrated the 45
down and disappearance of 234
down and disappointed by 120
down and disconcerted the 61
down and disconnected the 95
down and disintegrating the 98
down and exterminated by 228
down and exterminated in 48
down and extermination of 42
down and impoverished by 418
down and incorporated in 251
down and investigated the 96
down and participated in 107
down and productivity up 273
down and reconstructing the 110
down and resuscitated by 42
down and straightened in 50
down and straightened it 101
down and straightened the 421
down and straightened up 585
down and subordinated to 47
down and unemployment is 134
down and unemployment up 161
down any determination in 61
down any manifestation of 50
down for consideration at 314
down for consideration by 173
down for consideration in 125
down for consideration on 162
down for participation in 148
down her recollections in 47
down her recollections of 258
down his recollections in 162
down his recollections of 2215
down its significance by 43
down its significance in 110
down new complications of 45
down that transgression of 53
down with astonishment at 140
down with astonishment on 82
down with condescension on 47
down with consciousness of 52
down with determination to 99
down with indifference on 225
down with mortification if 50
down with tuberculosis in 99
draw him irresistibly to 48
draw his illustrations of 152
draw them irresistibly to 41
dread and astonishment at 57
dread any circumstance in 40
dread that concentration of 61
dream and concentrated on 41
dream and unattainable by 52
dream was communicated to 54
drew her irresistibly to 164
drew him irresistibly to 294
drew his illustrations of 91
drew them irresistibly to 62
drop all consideration of 128
drop and consequently the 142
drop any consideration of 48
drop his acquaintance by 78
drop his handkerchief as 75
drop its investigation of 115
drop off dramatically as 48
drop off dramatically in 87
drop was attributable to 108
drug are administered to 104
drug being administered by 42
drug being administered in 52
drug being administered is 84
drug being administered to 61
drug was administered as 411
drug was administered at 312
drug was administered by 506
drug was administered in 873
drug was administered on 147
drug was administered or 50
drug was administered to 1004
drug was demonstrated in 53
drug was demonstrated to 51
drug was discontinued at 54
drug was discontinued in 135
drug was discontinued on 42
drug was discontinued or 61
drug was discontinued the 49
drug was investigated in 41
drug was manufactured by 59
drug was manufactured in 87
drying and concentration of 51
drying and consolidation of 52
drying was accomplished by 139
dues and contributions of 133
dues and contributions to 210
dues and subscriptions to 115
duke this determination of 42
duke was assassinated at 83
duke was assassinated by 58
duke was assassinated in 138
dull and unattractive as 108
dull and unattractive in 78
dull and unattractive to 85
dull and uninterested in 100
dull and unprofitable as 41
dull and unresponsive at 47
dull and unresponsive to 84
dumb with astonishment as 62
dumb with astonishment at 928
dumb with astonishment to 50
during and notwithstanding the 80
during and particularly at 51
during and subsequently to 163
during any consideration of 95
during any displacement is 111
during any displacement of 113
during any investigation of 65
during any investigation or 72
during her imprisonment at 335
during her imprisonment by 85
during her imprisonment in 865
during her incarceration at 46
during her incarceration in 167
during her interrogation at 42
during her interrogation by 74
during her investigation of 99
during her participation in 259
during her performances in 48
during his announcement of 52
during his chairmanship of 386
during his consideration of 78
during his contemplation of 68
during his conversations at 63
during his conversations in 50
during his demonstration the 41
during his dictatorship in 92
during his directorship at 42
during his directorship of 271
during his governorship he 61
during his governorship in 251
during his governorship of 1557
during his governorship to 57
during his imprisonment as 245
during his imprisonment at 1777
during his imprisonment by 487
during his imprisonment he 682
during his imprisonment in 4439
during his imprisonment is 71
during his imprisonment of 159
during his imprisonment on 201
during his imprisonment or 89
during his imprisonment the 209
during his imprisonment to 119
during his incarceration at 272
during his incarceration by 89
during his incarceration he 180
during his incarceration in 788
during his indisposition in 55
during his interrogation at 145
during his interrogation by 584
during his interrogation he 89
during his interrogation in 263
during his interrogation of 221
during his interrogation on 86
during his investigation he 43
during his investigation in 91
during his investigation of 1347
during his investigation on 48
during his participation in 1003
during his performances in 50
during his reorganization of 46
during its consideration by 138
during its consideration in 108
during its consideration no 73
during its consideration of 726
during its decomposition by 44
during its decomposition in 58
during its deliberations as 164
during its deliberations in 125
during its deliberations on 309
during its deliberations the 47
during its imprisonment in 46
during its investigation of 720
during its investigation or 211
during its participation in 330
during its reorganization in 51
during leaf decomposition in 65
during our collaboration on 67
during our consideration of 263
during our conversations at 64
during our conversations he 55
during our conversations in 149
during our conversations on 41
during our conversations to 51
during our deliberations in 45
during our imprisonment in 85
during our investigation in 42
during our investigation of 344
during our investigation we 52
during our participation in 418
during this demonstration of 45
during this displacement is 247
during this imprisonment he 62
during this investigation by 58
during this investigation in 62
during this investigation is 122
during this investigation of 79
during this investigation the 80
during this investigation to 116
dust and contamination of 59
dust are concentrated in 45
dust was precipitated to 72
duty and consciousness of 54
duty and consequently the 96
duty and desirability of 65
duty and determination of 159
duty and determination to 156
duty and disobedience of 254
duty and disobedience to 84
duty and indifference to 61
duty and participated in 79
duty and participation in 63
duty and righteousness in 52
duty and subordination of 41
duty was comprehended in 90
duty was insufficient to 121
dyes are incorporated in 79
dyes are manufactured by 57
dyes are precipitated by 87
