dangerously clear logic of 87
defendants were given the 240
defendants were known to 48
defendants were liable as 496
defendants were liable in 353
defendants were liable on 115
defendants were liable to 868
defendants were named as 105
defendants were named in 255
defendants were relying on 48
defendants were right in 61
defendants were seeking to 185
defendants were shown to 135
defendants were still in 113
defendants were taken to 86
defendants were tried at 77
defendants were tried by 129
defendants were tried in 464
defendants were tried on 118
defendants were under an 126
defendants were under no 419
defendants were under the 124
defendants were willing to 371
defendants were within the 146
defendants will arise in 445
defendants will brave the 65
deficiency also seems to 41
deficiency even though the 202
deficiency from which it 45
deficiency from which the 116
deficiency gene within the 94
deficiency only makes the 46
deficiency there might be 349
deficiency there would be 80
deficiency were found in 117
deficiency were found to 144
deficiency were noted in 45
deficiency will appear the 87
deficiency will cause the 47
deficiency will occur if 49
deficiency will occur in 92
defilement will never be 51
definitely been added to 46
definitely been found in 73
definitely been found to 114
definitely been shown to 722
definitely came under the 134
definitely come under the 163
definitely come within the 84
definitely fall short of 68
definitely fall under the 114
definitely fall within the 164
definitely fell under the 46
definitely fell within the 47
definitely held about the 98
definitely just where the 52
definitely knew about the 85
definitely know about it 65
definitely know about the 89
definitely made known to 124
definitely more aware of 71
definitely more prone to 59
definitely much easier to 79
definitely must needs be 48
definitely only after the 48
definitely said about the 103
definitely shed light on 42
definitely show signs of 41
definitely take place in 126
definitely take place on 73
definitely taking place in 60
definitely talk about it 65
definitely there would be 61
definitely think about it 157
definitely took place in 133
definitely well known to 103
definitely what could be 44
definitely what kinds of 51
definitely what shall be 54
definitely what would be 162
definitely worth getting to 49
definitely worth looking at 160
definitely worth while to 77
definitely wrong about the 63
definitions also appear in 98
definitions also apply to 198
definitions also refer to 54
definitions come close to 84
definitions fall short of 74
definitions from which it 60
definitions from which the 139
definitions from which to 121
definitions from which we 88
definitions have begun to 41
definitions must first be 62
definitions must needs be 64
definitions only apply to 52
definitions there would be 50
definitions upon which the 183
definitions used within the 94
definitions were added to 127
definitions were based on 442
definitions were drawn up 115
definitions were found to 87
definitions were given by 133
definitions were given in 194
definitions were given of 78
definitions were given to 164
definitions will appear in 46
definitions will apply to 129
definitions will often be 54
definitions will refer to 46
definitions will serve as 233
definitions will serve to 183
definitive book about the 183
definitive case study of 41
definitive data about the 132
definitive data exist on 40
definitive data exist to 55
definitive form after the 64
definitive form under the 64
definitive form until the 141
definitive germ cells in 94
definitive germ cells of 49
definitive host ingests the 51
definitive ideas about the 61
definitive test would be 49
definitive theory about the 44
definitive truth about the 81
definitive word about the 65
definitive work about the 71
deflections were found to 131
deformation during which the 126
deformation even though the 58
deformation from which the 60
deformation taking place at 60
deformation taking place in 138
deformation took place at 117
deformation took place in 387
deformation were found to 52
deformation will cause the 45
deformation will occur at 98
deformation will occur in 161
degeneracy into which it 85
degeneracy into which the 136
degeneracy into which we 58
degenerate case where the 205
degenerate days might as 48
degenerate into bands of 47
degenerate into chaos if 45
degenerate into chaos or 64
degenerate into every thing 119
degenerate into forms of 131
degenerate into lists of 119
degenerate into point or 86
degenerate into selling of 99
degenerate into tools of 45
degenerate soon after the 50
degradation from which he 165
degradation from which it 192
degradation from which no 41
degradation from which the 146
degradation from which we 86
degradation into which he 521
degradation into which it 993
degradation into which the 1487
degradation into which we 295
degradation over which the 71
degradation taking place in 167
degradation took place at 63
degradation took place in 194
degradation took place on 58
degradation were found to 85
degradation were reaching the 51
degradation will occur in 193
delegations took place in 85
delegations took place on 53
delegations were asked to 67
delegations were headed by 438
delegations were seated in 52
delegations were willing to 148
deliberate blow aimed at 101
deliberate bringing about of 54
deliberate mass killing of 87
deliberate more about the 46
deliberate only about the 59
deliberate step taken by 59
deliberate well about the 197
delicately from stone to 42
delicately pale under the 51
deliciously cool after the 195
delightful book about the 156
delightful book which he 58
delightful days never to 58
delightful days spent in 130
delightful fits after the 48
delightful from start to 56
delightful hour spent in 45
delightful land which is 336
delightful land which we 40
delightful life would be 56
delightful spot where the 152
delightful talk about the 57
delightful walk round the 58
delightful warm morning in 66
delightful when under the 44
delightful wood where we 70
delineations from which so 42
delinquent list shall be 56
delinquent peer group in 46
delinquent peer group is 106
delinquent peer group or 52
deliquescing into slime at 50
deliveries fell short of 110
deliveries made under the 75
deliveries take place at 269
deliveries take place in 521
deliveries take place on 46
deliveries taking place in 112
deliveries took place at 206
deliveries took place in 362
deliveries took place on 47
deliveries were based on 57
deliveries were getting to 98
deliveries will begin in 46
demagogues have tried to 51
demagogues were quick to 42
demarcated along lines of 43
demarcated from others by 67
demarcation line based on 72
demarcation line could be 100
demarcation line drawn by 121
demarcation line shall be 265
demarcation line where the 181
demarcation line which is 42
demarcation line which the 59
demarcation line within the 48
demarcation line would be 227
democratic body would be 41
democratic camp headed by 156
democratic city which the 58
democratic even though it 47
democratic faith which he 65
democratic faith which we 190
democratic form which the 105
democratic have either to 111
democratic ideal could be 44
democratic ideal which is 115
democratic ideal would be 99
democratic ideas about the 80
democratic ideas began to 66
democratic ideas which he 74
democratic ideas which the 72
democratic iraq would be 66
democratic life based on 49
democratic life within the 238
democratic living within the 47
democratic means within the 47
democratic means would be 65
democratic peace based on 98
democratic peace could be 42
democratic peace thesis is 70
democratic peace which it 42
democratic rule after the 106
democratic rule based on 68
democratic rule could be 64
democratic rule under the 120
democratic rule within the 90
democratic rule would be 106
democratic theory about the 51
democratic theory based on 75
democratic theory could be 46
democratic theory needs to 73
democratic theory ought to 43
democratic theory rests on 68
democratic theory seeks to 61
democratic theory since the 51
democratic theory tends to 61
democratic theory which is 62
democratic theory would be 51
democratic turn given to 82
demolished many times by 89
demolished some forts in 43
demolished soon after the 290
denominate their bonds in 53
denouement took place in 62
department acting under the 50
department also began to 87
department also needs to 106
department also plans to 64
department also seeks to 43
department also tried to 64
department also tries to 43
department also wants to 45
department came under the 260
department even though he 85
department even though it 101
department even though the 142
department fell short of 51
department from which he 468
department from which it 339
department from which the 1069
department from which to 82
department heads about the 134
department heads began to 168
department heads could be 85
department heads might be 76
department heads shall be 58
department heads under the 385
department heads within the 630
department heads would be 339
department into which the 165
department into which we 46
department kept track of 71
department knew about it 84
department knew about the 76
department must check the 42
department must first be 79
department must study the 47
department over which he 1583
department over which it 43
department over which the 398
department soon after the 67
department soon began to 60
department such goods as 40
department such power as 46
department there could be 75
department there might be 52
department there seems to 57
department there shall be 434
department there would be 189
department took place in 79
department took steps to 79
department upon which the 161
department were added to 68
department were asked to 265
department were aware of 79
department were based on 63
department were found to 139
department were given the 70
department were under the 64
department were willing to 51
department were working on 41
department will begin to 97
department will focus on 133
department will never be 107
department will often be 112
department will serve as 105
department will still be 86
departures from either the 49
departures from norms of 83
departures from right be 111
departures take place in 47
departures took place in 63
dependence even though the 44
dependence from which he 94
dependence from which it 120
dependence from which the 127
dependence from which we 42
dependence have anything to 49
dependence into which he 44
dependence into which the 77
dependence there would be 41
dependence upon drugs or 42
dependence upon either of 93
dependence upon either the 143
dependence upon forms of 40
dependence upon heaven as 61
dependence upon others as 419
dependence upon others in 201
dependence upon others is 451
dependence upon others or 47
dependence upon others to 497
dependence upon which he 60
dependence upon which the 171
dependence upon which we 212
dependence upon words at 48
dependence upon words or 74
dependence were found to 68
dependency from which it 109
dependency from which the 57
dependency into which the 56
dependency over which the 43
dependency ratio tends to 89
dependency ratio which is 73
dependency ratio would be 112
dependency theory seems to 89
dependency theory tends to 53
dependency upon others in 45
dependency upon others is 54
dependency upon others to 65
deplorable loss which the 106
deplorably dark about it 43
deployment into japan of 130
deployment took place in 95
deportation took place in 224
deportation took place on 98
deportation will still be 56
depositary bank fails to 57
depositary bank which is 155
depositary bank would be 64
depositions take place in 50
depositions took place in 52
depositions upon which the 205
depositions were given in 107
depositions were taken at 132
depositions were taken by 268
depositions were taken in 575
depositions were taken of 92
depositions were taken on 159
depositions were taken to 65
depositors were willing to 89
depository from which the 58
depreciated book value at 125
depreciated book value is 137
depreciated book value of 1728
depreciated coin began to 54
depreciated ever since the 46
depreciation book value at 58
depreciation cost would be 96
depreciation even though the 125
depreciation fund which is 43
depreciation fund would be 47
depreciation rate based on 230
depreciation rate could be 58
depreciation rate equal to 99
depreciation rate times the 86
depreciation rate under the 190
depreciation rate which is 97
depreciation rate would be 336
depreciation took place in 135
depreciation were based on 42
depreciation were equal to 55
depreciation will cause the 57
depreciation will equal the 59
depreciation will raise the 77
depressions from which he 60
depressions from which it 41
depressions from which the 203
depressions into which the 1119
depressions upon which the 58
depressions were found in 101
depressions were found to 59
depressions were noted in 45
deprivation from wanting the 76
deprivation from which the 62
deprivation were found to 60
deputations were headed by 94
derangement brings about the 66
derangement from which he 112
derangement into which the 46
derangement taking place in 47
derangement took place in 162
derivations were based on 129
derivative from which the 185
derivative suit based on 130
derivative suit could be 81
derivative suit under the 52
derivative suit would be 65
derivative work added by 54
derivative work based on 826
derivative work under the 67
derivative work within the 87
derivative work would be 55
dermatitis were found to 43
derogatory name given by 70
derogatory name given to 211
derogatory term given to 74
derogatory word about the 45
descendant from father to 58
description also fails to 43
description also makes it 75
description also seems to 97
description been given of 266
description came under my 41
description even though it 77
description even though no 47
description even though the 174
description ever given of 241
description ever since the 42
description fall short of 118
description from which he 40
description from which it 159
description from which the 395
description from which to 92
description from which we 131
description from within the 47
description here given by 170
description here given is 606
description here given of 1838
description here given us 57
description here seems to 52
description here would be 194
description just given is 385
description just given it 88
description just given of 927
description just given the 40
description must appear in 72
description must apply to 102
description must first be 57
description must needs be 128
description must refer to 217
description must state the 51
description must still be 58
description must yield to 99
description once given by 45
description once given of 87
description only hints at 45
description paul gives of 44
description such force as 179
description there given is 67
description there given of 412
description there seems to 109
description there would be 250
description took place at 60
description took place in 126
description upon which he 41
description upon which it 44
description upon which the 101
description upon which to 62
description very close to 47
description were based on 64
description were found in 326
description were found on 43
description were found to 45
description were given by 42
description were given in 59
description were given to 60
description will allow the 50
description will allow us 44
description will appear as 53
description will appear in 486
description will appear on 362
description will appear to 96
description will apply in 79
description will apply to 1406
description will cover the 96
description will first be 128
description will focus on 637
description will never be 59
description will often be 98
description will prove to 55
description will refer to 147
description will reveal the 56
description will serve as 668
description will serve to 701
description will still be 59
desecrated when given to 401
deservedly high place in 313
designated areas known as 43
designated areas shall be 58
designated areas under the 75
designated areas where the 101
designated areas within the 309
designated areas would be 74
designated even though it 66
designated from within the 43
designated role within the 63
designated site within the 55
designated these people as 100
designated third party is 51
designated three types of 75
designated time after the 138
designated time period in 56
designated time period is 58
designated time period or 56
designated time period to 74
designated voting group of 176
designates three types of 65
designation even though the 45
designedly gone after the 53
designedly left where it 44
desperadoes were rifling it 82
desperation into which the 64
destination even though it 50
destination even though the 49
destination from which he 47
destination from which the 84
destination only after the 63
destination there would be 51
destination till after the 99
destination were found to 51
destitution into which the 143
destitution into which we 51
destroyers were about to 48
destroyers were added to 76
destroyers were based on 40
destroyers were built in 84
destroyers were given to 71
destroyers were known to 40
destroyers were short of 42
destroyers were still in 88
destruction even though it 41
destruction even though the 66
destruction from which he 116
destruction from which it 124
destruction from which the 146
destruction from within by 43
destruction from within of 62
destruction into which he 64
destruction into which the 165
destruction only while so 41
destruction soon after the 65
destruction take place in 92
destruction taking place at 50
destruction taking place in 341
destruction taking place on 73
destruction there could be 48
destruction there would be 123
destruction took place as 43
destruction took place at 195
destruction took place in 862
destruction took place on 400
destruction were about to 53
destruction were found in 197
destruction what ought to 42
destruction will never be 95
destruction will occur in 75
detachment from china of 56
detachment from others as 45
detachment from others is 90
detachment from which he 65
detachment from which the 45
detachment from which to 53
detachment will march to 83
detectable even after the 41
detectable even though the 115
detectable only after the 184
detectable only under the 46
detectives were about to 116
detectives were hired by 42
detectives were hired to 170
detectives were looking at 45
detectives were sitting in 62
detectives were talking to 80
detectives were waiting to 75
detectives were working on 194
detergents were added to 65
detergents were found to 78
deteriorate even after the 43
deteriorate even though the 50
deteriorate soon after it 42
deteriorate soon after the 86
deteriorating ever since the 151
determined along lines of 63
determined among others by 54
determined even after the 57
determined even though it 177
determined even though the 442
determined ever after to 52
determined ever since the 65
determined fair value of 149
determined from above by 92
determined from below by 57
determined from change in 41
determined from either of 240
determined from either the 720
determined from first to 82
determined from fitting the 260
determined from knowing the 90
determined from looking at 117
determined from pairs of 66
determined from plots of 553
determined from point to 76
determined from rates of 51
determined from ratios of 55
determined from readings of 205
determined from sales of 43
determined from solving the 67
determined from study of 237
determined from table ii 95
determined from table iv 49
determined from tests at 74
determined from tests in 123
determined from tests of 327
determined from tests on 849
determined from where the 274
determined from which is 77
determined from which of 51
determined from which the 278
determined from within by 549
determined from within or 59
determined from within the 511
determined here within the 60
determined ideas about the 48
determined into sorts or 58
determined just after the 61
determined just where the 79
determined last night to 43
determined look about the 96
determined many times by 88
determined mine shall be 53
determined more easily by 234
determined more easily if 46
determined more easily in 82
determined more often by 230
determined most easily by 377
determined most often by 142
determined much about the 105
determined next morning to 116
determined nothing about the 40
determined once again by 121
determined once again to 677
determined only after an 333
determined only after it 137
determined only after the 2733
determined only after we 171
determined only under the 101
determined only within an 64
determined only within the 401
determined some others of 53
determined soon after the 160
determined their action in 43
determined their field of 165
determined their level of 153
determined their order of 40
determined their place as 69
determined their place in 291
determined their sense of 40
determined there could be 55
determined there shall be 335
determined there would be 826
determined till after the 108
determined upon after the 242
determined upon breaking in 143
determined upon closing the 55
determined upon driving the 53
determined upon issue or 80
determined upon joining the 40
determined upon keeping the 55
determined upon passing the 65
determined upon putting an 46
determined upon raising the 42
determined upon seizing the 51
determined upon sending an 131
determined upon sending the 91
determined upon shall be 128
determined upon turning the 65
determined upon under the 183
determined upon until the 87
determined upon viewing the 47
determined upon which the 79
determined upon while the 59
determined upon would be 110
determined very easily by 278
determined very often by 45
determined were found to 88
determined what could be 388
determined what forms of 51
determined what kinds of 465
determined what level of 331
determined what might be 58
determined what needs to 115
determined what ought to 178
determined what parts of 112
determined what place to 103
determined what shall be 368
determined what share of 58
determined what sorts of 78
determined what types of 294
determined what would be 1467
determined young woman in 43
determined young woman of 104
determined young woman to 55
determined your level of 49
determines into which of 89
determines much about the 168
determines nothing about the 117
determines such action is 204
determines such action to 177
determines such award is 368
determines their level of 322
determines their modes of 49
determines their order in 102
determines their order of 83
determines their place in 307
determines their right to 50
determines their sense of 94
determines their value as 129
determines their value in 140
determines their value to 45
determines what action is 156
determines what action the 93
determines what action to 186
determines what class he 56
determines what color the 48
determines what comes to 50
determines what forms of 119
determines what group of 97
determines what kinds of 1252
determines what level of 392
determines what might be 193
determines what needs to 429
determines what ought to 376
determines what parts of 225
determines what people do 78
determines what shall be 2017
determines what shall or 55
determines what share of 169
determines what sorts of 222
determines what types of 776
determines what would be 116
determines your level of 331
determines your place in 55
determines your state of 60
deterrence upon which the 43
detestable fact which we 61
detestable vice which no 49
detractors have tried to 115
detractors were quick to 243
devaluation took place in 238
devaluation will raise the 205
devastated areas would be 41
devastated many parts of 342
devastated other parts of 82
devastated some parts of 46
devastation ever march in 166
devastation fell about us 40
devastation from which the 65
devastation taking place in 72
devastation took place in 91
developers have begun to 373
developers have found it 122
developers have moved in 94
developers have moved on 48
developers have taken the 110
developers have taken to 53
developers have tried to 332
developers were asked to 138
developers were aware of 91
developers were quick to 156
developers were willing to 201
developers were working on 161
developers will begin to 66
developers will focus on 84
diacritical mark above the 53
dictatorial tone which he 72
difference along lines of 50
difference also feels as 72
difference also seems to 138
difference also shows up 231
difference among firms in 42
difference among forms of 69
difference among kinds of 46
difference among people in 173
difference among people is 153
difference among people of 53
difference among types of 223
difference among women in 108
difference among women is 63
difference even though it 92
difference even though the 199
difference even though we 46
difference even within the 97
difference fell short of 224
difference from either of 58
difference from either the 72
difference from first to 44
difference from front to 79
difference from group to 54
difference from others as 191
difference from others by 50
difference from others in 369
difference from others is 201
difference from others of 122
difference from place to 162
difference from plato is 42
difference from point to 56
difference from state to 66
difference from today is 62
difference from unity is 95
difference from unity of 89
difference from unity the 58
difference from which it 94
difference from which the 172
difference from which to 57
difference from which we 77
difference from within the 82
difference from women in 53
difference here could be 59
difference here might be 96
difference here seems to 309
difference here which is 42
difference here would be 200
difference into which of 48
difference into which the 92
difference just fails to 46
difference just makes the 46
difference just where it 57
difference lies again in 54
difference lies first in 66
difference lies rather in 652
difference lies within the 347
difference must appear in 140
difference must either be 83
difference must equal the 173
difference must exist in 203
difference must exist to 40
difference must first be 102
difference must never be 58
difference must still be 49
difference over which the 115
difference race makes in 56
difference taking place in 43
difference there could be 302
difference there might be 1105
difference there often is 57
difference there ought to 54
difference there really is 190
difference there seems to 61
difference there would be 1371
difference took place in 135
difference upon people in 53
difference upon which it 90
difference upon which the 426
difference upon which to 57
difference upon which we 62
difference well within the 67
difference were found in 150
difference were found to 107
difference what color the 61
difference what kinds of 136
difference what method is 66
difference what order the 44
difference what value is 61
difference when added to 76
difference when looking at 113
difference when speaking of 45
difference will again be 108
difference will alter the 48
difference will appear as 305
difference will appear at 58
difference will appear in 824
difference will appear on 69
difference will appear so 183
difference will appear to 65
difference will arise if 50
difference will arise in 98
difference will begin to 49
difference will cause an 57
difference will cause the 220
difference will change the 51
difference will drive the 46
difference will easily be 68
difference will equal the 132
difference will exist in 157
difference will never be 214
difference will occur at 46
difference will occur in 286
difference will often be 109
difference will prove to 87
difference will serve as 93
difference will serve to 84
difference will serve us 48
difference will still be 141
difference worth speaking of 83
difficulty also seems to 42
difficulty during times of 41
difficulty even after the 69
difficulty even finding the 42
difficulty even though he 49
difficulty even though it 84
difficulty even though the 155
difficulty even under the 112
difficulty ever since the 60
difficulty felt about the 41
difficulty find words to 42
difficulty from first to 108
difficulty from grade to 59
difficulty from place to 44
difficulty from under the 88
difficulty from which he 908
difficulty from which it 135
difficulty from which no 47
difficulty from which the 455
difficulty from which we 142
difficulty hearing faint or 104
difficulty here about the 128
difficulty here again is 80
difficulty here might be 62
difficulty here seems to 473
difficulty here since the 56
difficulty here which is 94
difficulty here would be 365
difficulty into which he 563
difficulty into which it 155
difficulty into which the 409
difficulty into which we 156
difficulty kept above the 102
difficulty kept alive by 86
difficulty kept alive in 42
difficulty kept within the 52
difficulty last night to 79
difficulty lies rather in 587
difficulty lies within the 204
difficulty made about the 85
difficulty making sense of 1527
difficulty moving about the 44
difficulty must arise in 88
difficulty must exist in 40
difficulty must first be 60
difficulty must occur in 41
difficulty need arise in 116
difficulty need arise on 42
difficulty only seems to 40
difficulty over which the 123
difficulty pass round the 173
difficulty rising above the 54
difficulty seeing where the 47
difficulty some items of 41
difficulty soon after the 44
difficulty taking notes in 53
difficulty there could be 104
difficulty there might be 492
difficulty there often is 64
difficulty there seems to 79
difficulty there would be 1580
difficulty took place in 53
difficulty upon which he 63
difficulty upon which the 61
difficulty upon which we 54
difficulty very easily by 40
difficulty well known to 59
difficulty were found to 56
difficulty when asked to 488
difficulty when learning to 46
difficulty when seeking to 48
difficulty will appear in 59
difficulty will arise as 267
difficulty will arise if 220
difficulty will arise in 1095
difficulty will arise on 89
difficulty will arise to 55
difficulty will drive me 81
difficulty will exist in 117
difficulty will never be 113
difficulty will occur in 607
difficulty will occur to 57
difficulty will often be 223
difficulty will still be 84
diffraction data could be 65
diffraction data shown in 123
diffraction peaks could be 182
diffraction theory based on 43
diffraction will occur at 55
digressions from which we 79
digressions into which he 76
diligently their change of 42
diligently those parts of 61
diligently took notes on 46
diligently urge people to 778
dimensional case given by 44
dimensional case shown in 201
dimensional case where the 356
dimensional case which is 60
dimensional case would be 53
dimensional data space is 77
dimensional data space to 44
dimensional even though the 45
dimensional flow about the 52
dimensional flow field in 196
dimensional flow field is 165
dimensional flow field of 62
dimensional flow model is 42
dimensional flow where the 55
dimensional flow which is 41
dimensional form which is 94
dimensional grid shown in 47
dimensional null space of 50
dimensional plot showing the 209
dimensional plot shown in 46
dimensional plot shows the 42
dimensional wave motion in 64
diminished buying power of 147
diminished even after the 72
diminished even though it 125
diminished even though no 105
diminished even though the 174
diminished ever since the 46
diminished fifth above the 210
diminished fifth below the 144
diminished only after the 71
diminished rate either of 64
diminished rate which is 69
diminished size would no 99
diminished soon after the 67
diminished their claim to 132
diminished their power of 128
diminished their power to 79
diminished their sense of 284
diminished their value as 185
diminished their value in 44
diminished there within the 47
diminishes even though the 63
diminishes their power of 351
diminishes their power to 82
diminishes their sense of 261
diminishes their value as 166
diminishes their value in 58
diminishes their value to 70
diminishes your sense of 54
diminutive mere grain of 50
diplomatic code known as 45
diplomatic knot which it 85
diplomatic move aimed at 46
diplomatic suit which he 43
diplomatic ties could be 49
diplomatic ties would be 52
directional axon growth in 60
directives from above in 55
directives from above to 65
directives from either the 49
directives were aimed at 81
directives were based on 95
directives were drawn up 78
directives were given by 64
directives were given in 43
directives were given to 245
disability among women in 54
disability among women of 42
disability during which no 48
disability during which the 93
disability even though the 146
disability from which he 281
disability from which the 357
disability must exist at 84
disability were found to 108
disallowed even though the 150
disappeared back under the 159
disappeared even after the 66
disappeared even though the 141
disappeared ever since the 85
disappeared from about the 93
disappeared from above the 122
disappeared from beneath the 120
disappeared from books of 45
disappeared from egypt in 50
disappeared from italy by 47
disappeared from paris in 50
disappeared from parts of 164
disappeared from radar at 45
disappeared from sight as 1944
disappeared from sight at 298
disappeared from sight by 105
disappeared from sight he 153
disappeared from sight in 1945
disappeared from sight of 166
disappeared from sight on 246
disappeared from sight or 54
disappeared from sight so 53
disappeared from sight the 183
disappeared from sight to 142
disappeared from sight we 46
disappeared from spain in 46
disappeared from under me 56
disappeared from under my 110
disappeared from under the 384
disappeared from where he 64
disappeared from where it 42
disappeared from within it 55
disappeared from within the 175
disappeared giving place to 131
disappeared into folds of 78
disappeared into holes in 62
disappeared just about the 108
disappeared just after the 132
disappeared like drops of 49
disappeared like magic in 56
disappeared like smoke in 109
disappeared only after the 265
disappeared only under the 54
disappeared only within the 54
disappeared soon after he 145
disappeared soon after it 122
disappeared soon after the 2061
disappeared soon after we 81
disappeared there would be 149
disappeared three times at 58
disappoint their hopes of 114
disastrous arab defeat in 45
disastrous ever known in 57
disastrous fire swept the 132
disastrous fire which in 52
disastrous union defeat at 142
disastrous years after the 41
disbelieve much which he 71
discharged back again at 45
discharged even though he 74
discharged even though the 256
discharged from beneath the 61
discharged from debts in 50
discharged from serving the 61
discharged from under the 48
discharged from within the 68
discharged from writing or 40
discharged home after the 46
discharged into either the 42
discharged into lakes or 99
discharged into water or 65
discharged only after the 103
discharged soon after the 157
discharged their cargo at 111
discharged their cargo in 52
discharged their cargo of 98
discharged their darts at 95
discharged their debts by 64
discharged their debts to 100
discharged their loads at 44
discharged their loads of 81
discharged their trust in 90
discharged there would be 44
discharges from cloud to 95
discharges from ships in 129
discharges from within the 51
discharges take place at 249
discharges take place in 380
discharges taking place at 50
discharges taking place in 307
discharges three times as 239
discharges took place at 46
discharges took place in 49
discharges were based on 52
discharges were found in 82
discharges were found to 201
discharges were given to 51
discipline even though it 133
discipline even though the 209
discipline ever since the 40
discipline from which he 131
discipline from which it 367
discipline from which no 44
discipline from which the 400
discipline from which to 177
discipline from which we 188
discipline from within the 72
discipline have begun to 139
discipline into which he 112
discipline into which it 53
discipline into which the 100
discipline must first be 42
discipline must never be 96
discipline must still be 44
discipline only after the 47
discipline soon began to 77
discipline their minds as 380
discipline their minds by 65
discipline their minds in 91
discipline their minds to 319
discipline there could be 93
discipline there would be 226
discipline took place in 84
discipline took shape in 40
discipline upon which he 74
discipline upon which it 44
discipline upon which the 219
discipline were based on 55
discipline were bound to 65
discipline were drawn up 68
discipline were found to 68
discipline were shown by 76
discipline were taken up 61
discipline will begin to 40
discipline will drive it 291
discipline will never be 105
discipline will often be 40
discipline will serve to 42
discipline will still be 48
discipline your child in 312
discipline your puppy is 93
disciplining their minds to 67
disciplining your child is 42
disclaimed having anything to 67
disclaimed their right to 74
disclaimer even though the 52
disclosure also shall be 63
disclosure duty under the 44
disclosure even though it 69
disclosure even though the 145
disclosure only after the 46
disclosure only where the 57
disclosure took place in 62
disclosure upon which the 48
disclosure will allow the 47
disclosure will often be 53
discomfort even though the 94
discomfort from which he 195
discomfort from which the 98
discomfort give place to 100
discomfort just below the 44
discomfort made worse by 60
discomfort when asked to 75
discontent among people in 47
discontent among people of 41
discontent from which the 53
discontent from within the 56
discontent soon began to 335
discontent there could be 101
discontent took place in 45
discontent took shape in 57
discontent upon which the 57
discontent were added the 69
discontent woke again in 59
discordant note seems to 44
discordant note shall be 48
discordant note within me 44
discordant self which we 48
discounted cash flows as 54
discounted cash flows at 152
discounted cash flows by 42
discounted cash flows in 400
discounted cash flows is 703
discounted cash flows of 602
discounted cash flows or 178
discounted cash flows to 776
discounted cash value of 306
discourage many forms of 55
discourage other forms of 136
discourage other kinds of 61
discourage other types of 93
discourage some forms of 81
discourage some kinds of 74
discourage some types of 72
discourage these kinds of 53
discourage these types of 82
discouraging news about the 189
discouraging other forms of 49
discouraging word about the 40
discoursed only about the 107
discourses from which it 137
discourses from which the 98
discourses from which to 61
discourses have begun to 49
discourses into which the 47
discourses taking place in 66
discourses upon which it 58
discourses were based on 59
discourses were given by 60
discourses were given in 118
discourses were given on 44
discovered dark lines in 64
discovered deep learning in 175
discovered deep within the 57
discovered even after the 72
discovered even though it 41
discovered even though the 76
discovered four moons of 121
discovered four ships in 45
discovered four types of 66
discovered from looking at 67
discovered from talking to 121
discovered from which it 56
discovered from which the 188
discovered from which to 48
discovered from within the 89
discovered gold mines at 85
discovered gold mines in 298
discovered gold mines of 203
discovered great signs of 62
discovered here about the 50
discovered hiding under the 116
discovered high rates of 76
discovered just above the 113
discovered just after the 318
discovered just below the 144
discovered just beneath the 52
discovered just under the 54
discovered lake nyasa in 49
discovered land which he 126
discovered last night in 50
discovered least sense of 59
discovered less reason to 107
discovered many cases of 125
discovered many kinds of 57
discovered many marks of 85
discovered many signs of 76
