daggers drawn against each 83
division drove between them 49
division fence between them 128
division lines between them 114
division moved forward and 94
division moved forward with 64
division point between two 48
division sales manager and 60
division sales manager for 87
division under colonel fry 79
division under general lew 57
division under general sir 52
division under navarro had 50
division within society and 41
division works closely with 153
divorce action against her 254
divorce action against him 67
divorce action against his 157
divorce rates suggest that 96
divorce twixt natural son 63
divorce under islamic law 84
divulging state secrets and 47
doctors still believe that 326
doctors today believe that 54
doctors tried everything they 46
dollars after adjusting for 58
dollars which congress had 81
dominion which maurice and 56
dominion which priests and 48
drastic action against all 53
drastic action against any 95
drastic action against her 44
drastic action against him 243
drastic action against his 111
drastic action against its 40
drastic action against them 293
drastic action against this 41
drastic steps against them 75
drawers stood against one 54
dreadful wordy contest with 55
dressed woman covered with 44
dressed woman stepped out 43
dresser stood against one 65
dropped anything smaller than 50
drowned river valleys and 277
drowned river valleys are 99
drowned river valleys that 47
drunken woman pledges her 72
dulness would torment thee 47
durable goods because they 52
dynamic civil society and 48
dynamic helps explain why 117
dynamic learning process that 43
dynamic model assumes that 122
dynamic query filters with 147
dynamic social process and 57
dynamic social process that 172
dynamic tests carried out 68
dynasty after dynasty has 46
dynasty which endured for 129
dynasty which reigned for 75
dynasty whose capital was 106
dynasty whose founder was 50
