dailies and rural weeklies 49
dispute with prime minister 66
dispute with spain concerning 91
dispute with spain relative 96
dispute with spain respecting 67
distant and often deceived 63
distant peak arising suddenly 54
distort its usual functioning 131
disunion and civil commotion 189
ditches and earthen ramparts 60
ditches and water channels 76
diverse and changing contexts 58
diverse and often contrary 81
diverse and often mutually 196
diverse and warring elements 42
divided for social purposes 55
divided for teaching purposes 45
divided for working purposes 46
divided with strong scissors 62
divides and opens whenever 72
divides and sends branches 62
division and class conflict 138
division and class struggle 151
division and minor divisions 65
division and plant managers 65
division and social conflict 48
division and spore formation 49
division that would separate 44
division was first proposed 56
division with roman numerals 98
divorce and mixed marriages 70
divorce than first marriages 215
divorce than older children 40
divorce was easily obtained 121
divorce was never mentioned 54
divulge our indian politics 54
dockers and civil servants 55
doctors and civil engineers 41
doctors and civil servants 405
doctors and others involved 116
doctors and state officials 48
doctors and women patients 116
doctors are often mistaken 49
doctors are under pressure 54
doctors hear about headaches 79
doctors who first examined 50
doctors who might otherwise 43
doctors who refer patients 66
dollars and cents approach 123
dollars and cents business 46
dollars and cents expended 50
dollars and cents involved 365
dollars and cents involves 53
dollars and cents received 61
dollars and cents required 64
dollars and local currency 325
dollars are saved annually 99
dollars are spent annually 3008
dollars are yearly expended 65
dollars being spent annually 110
dollars for every american 277
dollars for every passenger 80
dollars for every prisoner 92
dollars for legal expenses 77
dollars for legal services 60
dollars for local currency 249
dollars for social programs 60
dollars for social services 47
dollars for value received 339
dollars that could otherwise 67
dollars that might otherwise 239
dollars that would otherwise 479
dollars was spent annually 77
domains are often referred 44
domains with human constant 162
dominion and regal authority 66
dominion and rigid authority 90
donated his legal services 75
doubled its plant capacity 50
doublet and green breeches 49
doubted she would remember 52
doubted that every syllable 58
doubted that motion pictures 220
doubted that sharp distress 91
doubted that under ordinary 46
dowries and wedding expenses 43
dragged his horse suddenly 66
drained and juice reserved 280
drained with juice reserved 56
drastic and rapid reduction 46
drawers and ripping mattress 151
drawers and staring absently 74
drawers are loose elephant 57
dressed but looking superbly 48
dressed for state occasions 104
dressed with equal richness 40
dressed with quiet elegance 106
drilled and fully equipped 45
drivers and motor cyclists 48
drivers are often careless 102
drivers are small programs 58
drivers can cause problems 46
drivers who might otherwise 44
dropped and never mentioned 45
dropped her hands abruptly 52
dropped her hands suddenly 65
dropped her voice slightly 47
dropped his blood pressure 56
dropped his hands abruptly 57
dropped his hands suddenly 62
dropped his right shoulder 117
dropped his voice curiously 40
dropped his voice slightly 126
dropped his voice suddenly 84
dropped out after completing 121
dropped that morning remained 40
drought and flood affected 85
drought and flood situation 84
drought and water scarcity 166
drought and water shortage 293
drummed his fingers absently 58
drunken riot which happened 134
ductile and tough materials 66
durable and easily repaired 42
duration and median survival 45
duration and still brighter 49
duration for which benefits 152
dutiful and loyal counsels 43
dutiful and loyal subjects 14827
dwellings are owner occupied 63
dwellings for large families 40
dynamic and changing situation 54
dynamic and fluid situation 49
dynamic mos shift register 193
dynasty that would dominate 57
