dainties prepared for the 108
declared outright that the 213
declared outright war on 112
declared publicly and in 68
declared publicly for the 86
declared publicly that he 2065
declared publicly that if 194
declared publicly that in 96
declared publicly that it 466
declared publicly that no 52
declared publicly that the 1500
declared recently that he 99
declared recently that it 45
declared recently that the 189
declared seriously that he 49
declared solemnly and do 44
declared solemnly that he 511
declared solemnly that it 113
declared solemnly that the 223
declared suddenly that he 115
declared suddenly that the 82
declared suitable for the 76
declared therefore that he 84
declared trustees for the 41
declared unlawful and the 109
declared unlawful for the 135
declares formally that the 43
declares outright that he 42
declares outright that the 141
declares publicly that he 182
declares publicly that the 66
declares solemnly that he 108
declares solemnly that it 40
declares solemnly that the 74
declined abruptly with the 44
declined compared with the 287
declined gratifying them in 42
declined markedly and the 101
declined markedly due to 85
declined markedly with the 183
declined recently due to 58
declined requests for an 63
declined slightly and the 133
declined slightly but the 60
declined slightly due to 132
declined slightly for the 239
declined slightly with the 87
declined somewhat and the 145
declined somewhat but it 48
declined somewhat due to 159
declined somewhat for the 43
declined somewhat owing to 66
declined somewhat with the 328
declined thereafter due to 61
declined thereafter with the 41
declines compared with the 49
decorate justinian with the 95
decorous compared with the 41
decreased activity and the 77
decreased activity due to 90
decreased activity may be 84
decreased affinity for the 704
decreased appetite may be 54
decreased capacity for the 63
decreased compared with the 872
decreased directly with the 51
decreased indicating that the 75
decreased markedly and the 171
decreased markedly due to 91
decreased markedly for the 47
decreased markedly with an 45
decreased markedly with the 251
decreased mobility and the 49
decreased mobility due to 96
decreased parallel with the 77
decreased perfusion due to 61
decreased probably due to 96
decreased recently due to 41
decreased sensation may be 42
decreased slightly and the 233
decreased slightly but the 63
decreased slightly due to 165
decreased slightly for the 170
decreased slightly with an 117
decreased slightly with the 204
decreased somewhat and the 115
decreased somewhat due to 91
decreased somewhat for the 62
decreased somewhat with the 137
decreased suggesting that the 42
decreased synthesis due to 47
decreased tendency for the 118
decreases abruptly and the 114
decreases abruptly with the 47
decreases compared with the 606
decreases directly with the 605
decreases indicating that the 144
decreases markedly and the 287
decreases markedly due to 113
decreases markedly with an 144
decreases markedly with the 415
decreases parallel with the 146
decreases probably due to 44
decreases slightly and the 311
decreases slightly but the 44
decreases slightly due to 330
decreases slightly for the 200
decreases slightly with an 330
decreases slightly with the 785
decreases somewhat and the 119
decreases somewhat due to 90
decreases somewhat with an 109
decreases somewhat with the 300
deducted annually for the 54
deducted therefrom and the 48
deduction includes all of 50
deduction provided for by 295
deduction provided for in 1364
deduction provided that the 49
deduction requires that the 64
deduction whatever may be 54
defeatist attitude and the 41
defeatist attitude that the 66
defenses provided for in 377
deferred expenses may be 65
deferred payments and as 41
deferred payments and the 486
deferred payments are to 240
deferred payments can be 71
deferred payments for the 629
deferred payments may be 430
deferred payments not on 56
deferred payments out of 44
deferred presence that it 40
defiantly asserted that the 46
defiantly declared that he 163
defiantly declared that the 110
defiantly insisted that the 47
deficits combined with the 67
deficits compared with the 54
deficits increased and the 57
deficits indicate that the 57
deficits suggests that the 68
definite admission that the 56
definite affinity for the 155
definite affinity with the 190
definite argument for the 50
definite articles and the 185
definite articles can be 48
definite assertion can be 111
definite assertion that the 209
definite authority for the 187
definite benefits for the 102
definite boundary and the 50
definite boundary can be 190
definite boundary for the 125
definite campaign for the 47
definite challenge for the 50
definite collision with the 42
definite compound that is 47
definite compound with the 82
definite condition for the 41
definite condition that he 41
definite condition that the 66
definite conflict with the 168
definite contacts with the 103
definite contract for the 73
definite contract with the 168
definite contrast with the 229
definite criterion for the 354
definite decisions can be 69
definite diagnosis and the 59
definite diagnosis and to 66
definite diagnosis can be 1802
definite diagnosis may be 268
definite direction and at 48
definite direction and is 60
definite direction and it 41
definite direction and the 130
definite direction and to 70
definite direction can be 136
definite direction for the 222
definite direction may be 73
definite direction with the 74
definite distaste for the 76
definite estimate can be 170
definite evidence can be 255
definite evidence for an 194
definite evidence for it 127
definite evidence for or 135
definite evidence for the 1922
definite evidence that an 138
definite evidence that at 109
definite evidence that he 560
definite evidence that in 303
definite evidence that it 640
definite evidence that no 45
definite evidence that the 4765
definite evidence that we 70
definite evolution and the 49
definite formulas for the 51
definite functions can be 47
definite functions for the 59
definite guidance for the 45
definite integral and is 107
definite integral and the 224
definite integral can be 499
definite integral for the 92
definite integral has the 86
definite integral may be 193
definite integral using the 100
definite integral with the 99
definite intention not to 148
definite intention that the 53
definite interest for the 106
definite judgment can be 231
definite locality for the 40
definite locations for the 62
definite matrices can be 47
definite movement for the 117
definite parallel with the 46
definite patterns can be 68
definite patterns for the 77
definite penchant for the 44
definite policies for the 97
definite positions for the 51
definite potential for the 76
definite pressure and the 41
definite pressure can be 46
definite problems for the 92
definite problems with the 98
definite programs for the 120
definite progress can be 190
definite progress may be 43
definite progress with the 68
definite projects for the 73
definite promises for the 47
definite proposal for an 55
definite proposal for the 419
definite proposal that the 86
definite prospect for the 51
definite prospect that the 55
definite provision for an 44
definite provision for it 53
definite provision for the 1466
definite provision that the 78
definite purposes and in 44
definite purposes for the 51
definite quantity and is 62
definite quantity can be 81
definite quantity for the 76
definite quantity may be 54
definite questions put to 48
definite relations can be 76
definite relations one to 43
definite relations with the 655
definite schedule can be 41
definite schedule for the 210
definite security for the 66
definite selection for the 52
definite sequence can be 56
definite sequence for the 61
definite services for the 41
definite standard can be 150
definite standard for the 356
definite standard than the 82
definite strategy for the 72
definite suspicion had as 53
definite tendency can be 77
definite tendency for an 45
definite tendency for it 50
definite tendency for the 2548
definite tendency not to 58
definite tradition that the 56
definite treatment can be 67
deflects downward and the 44
deformed children and the 116
deformed compared with the 41
defrayed entirely out of 65
degraded compared with the 103
degraded condition and the 46
degraded condition than the 66
delegate admitted that the 60
delegate asserted that the 116
delegate authority and in 43
delegate authority and the 105
delegate authority and to 333
delegate authority for the 568
delegate believed that the 78
delegate declared that he 108
delegate declared that it 43
delegate declared that the 330
delegate demanded that the 91
delegate insisted that the 145
delegate observed that the 149
delegate proposed that the 409
delegate remarked that the 124
delegate reported that he 41
delegate reported that the 105
delegate selection and the 130
delegate selection for the 283
delegate stressed that the 49
delegating authority and the 51
delegating authority for the 77
delicacy prompted him to 66
delicacy requires that the 57
delicacy requires you to 82
delicacy reserved for the 89
delicate children and in 42
delicate children and the 43
delicate children may be 136
delicate compared with the 87
delicate condition and the 71
delicate contrast with the 55
delicate instinct for the 48
delicate membrane may be 53
delicate membrane that is 112
delicate operation and it 48
delicate operation and the 83
delicate operation for the 70
delicate operation than the 57
delicate operation with the 49
delicate organism than the 46
delicate outlines are to 67
delicate outlines with the 49
delicate perfumes and the 42
delicate problems for the 188
delicate provision for the 80
delicate questions for the 60
delicate relations with the 653
delicate reminder that the 43
delicate reserves for the 81
delicate situation and the 155
delicate situation and we 40
delicate situation for me 61
delicate situation for the 410
delicate situation that the 79
delicate situation with the 225
delicate strainer than it 62
delicate subjects with the 54
delicious beverage that the 44
delicious clearness for the 64
delicious contrast with the 113
delicious intimacy with the 47
delicious melodies did me 96
delirious enthusiasm for the 54
delirium delirium due to 50
delirium resembling that of 95
delivering hostages for the 91
delivering judgment for the 118
delivering lectures for the 63
delivering messages for the 85
delivering packages for the 49
delivering services and in 68
delivering services and the 80
delivering services and to 42
delivering services for the 80
delivering supplies for the 69
delivery channels and the 53
delivery combined with the 62
delivery compared with the 78
delivery contract with the 105
delivery expenses for the 53
delivery otherwise than by 51
delivery platform for the 84
delivery pressure and the 86
delivery pressure for the 55
delivery pressure may be 49
delivery problems and the 45
delivery problems can be 67
delivery problems for the 42
delivery problems with the 65
delivery programs for the 45
delivery promises can be 44
delivery provided that the 46
delivery requires that the 607
delivery schedule and the 142
delivery schedule can be 87
delivery schedule for the 517
delivery schedule may be 62
delivery schedule with the 46
delivery services and the 229
delivery services can be 119
delivery services for the 275
delivery services may be 102
delivery suggests that the 65
delivery vehicles and the 213
delivery vehicles and to 48
delivery vehicles can be 113
delivery vehicles for the 218
delivery vehicles may be 64
delivery vehicles than the 46
delusions respecting one or 80
delusive flattery lead to 67
demanded admission for the 73
demanded applause for the 73
demanded attention and the 64
demanded attention for the 109
demanded attention was the 116
demanded audience with the 105
demanded autonomy and the 62
demanded autonomy for the 492
demanded decreases and the 87
demanded entrance and the 64
demanded entrance with an 44
demanded equality for the 99
demanded equality with the 300
demanded evidence that the 117
demanded hostages for the 177
demanded increases and the 103
demanded judgment for the 175
demanded judgment that the 47
demanded publicly that the 76
demanded quarters for the 56
demanded security for the 185
demanded security that the 45
demanded suffrage for the 42
demanded supplies for the 93
demanded therefore that the 152
demented patients and in 55
demented patients and the 53
demented patients can be 102
demented patients may be 122
demented patients than in 62
demented patients with ad 197
demented patients with pd 380
demented patients with the 144
denounce moralizing out of 43
dentition resembling that of 140
departed abruptly ere the 62
departed secretly for the 67
departed secretly out of 48
departed suddenly for the 66
departed upstairs with the 87
departed washington for the 43
depended entirely for the 66
depiction suggests that the 55
depleted compared with the 115
depletion accounts for the 47
depletion deduction and the 67
depletion deduction for the 567
depletion deduction may be 149
deponent believes that the 253
deponent observed that the 114
deposits accounts for the 52
deposits combined with the 74
deposits compared with the 283
deposits directly with the 93
deposits increases with the 55
deposits indicate that it 45
deposits indicate that the 578
deposits required for the 58
deposits retained for the 135
deposits situated near the 91
deposits suggests that it 56
deposits suggests that the 440
deposits suitable for the 271
depraved appetite for the 48
depressing contrast with the 105
depressing evidence that the 97
depressing prospect for the 54
deprived children and the 131
deprived children can be 127
deprived children may be 77
deprived compared with the 53
deputies believed that the 115
deputies declared that the 115
deputies demanded that the 147
deputies hostages for the 43
deputies insisted that the 102
deputies proposed that the 92
deputies returned with the 50
derisive contempt for the 46
derisive laughter and the 81
derisive laughter ringing in 62
derisive nickname for the 109
derisory compared with the 70
descending branches and the 47
descending branches are the 84
descending duodenum and the 139
descending duodenum can be 52
descending duodenum may be 54
descending sequence than in 42
descends parallel with the 58
describe ellipses with the 50
describe evidence for the 58
describe minutely all the 171
describe otherwise than as 402
describe otherwise than by 121
describe patients with the 58
describe positive law as 55
describe problems with the 78
describe relations with the 57
describe software that is 95
describe somebody who is 62
describe washington for the 271
describe yourself and the 66
describing equations for the 132
describing functions can be 72
describing functions for the 127
describing socrates has the 40
deserted children and the 107
deserted fireside with the 67
deserted orchards and in 99
deserted politics for the 41
deserted villages and the 185
deserter reported that the 65
deserves applause for the 77
deserves attention and is 56
deserves attention due to 54
deserves attention for the 419
deserves attention than the 145
deserves attention that in 74
deserves attention that the 431
deserves contempt than the 40
deserves emphasis that in 43
deserves emphasis that the 231
deserves quotation for the 91
deserves whatever may be 74
designed capacity and the 50
designed cartoons for the 72
designed contrast with the 83
designed costumes for the 1024
designed directly for the 132
designed entirely for the 298
designed initially for the 209
designed interiors for the 169
designed machines for the 44
designed probably for the 45
designed products can be 89
designed products for the 142
designed programs can be 59
designed programs for the 246
designed projects for the 108
designed properly and the 69
designed properly for the 101
designed reversal that the 71
designed software for the 111
designed specially for it 60
designed specially for the 4701
designed strictly for the 271
designed uniforms for the 268
designed uniquely for the 59
designer believes that the 57
designer intended them to 78
designer therefore has to 87
desolate corridor with no 80
desolate villages and the 50
despairing clearness that he 52
despised minority than to 141
despotic authority and the 51
despotic monarchy and the 130
destined directly for the 106
destined entirely for the 62
destined probably for the 88
destined specially for the 57
destroying property and to 45
destroying property for the 46
destroying scimitar and the 60
destroying whatever was in 69
detached fragment and the 41
detached fragment can be 43
detached fragment may be 54
detached observer and the 112
detached observer but as 135
detached observer that the 68
detached observer who is 96
detached passages may be 57
detached placenta and the 49
detached regiment was to 55
detailed accounting for the 142
detailed accounts and the 59
detailed accounts and to 41
detailed accounts are in 116
detailed accounts are to 99
detailed accounts can be 439
detailed accounts for the 606
detailed accounts may be 182
detailed accounts see the 52
detailed algorithm can be 52
detailed algorithm for the 136
detailed analysis and an 136
detailed analysis and in 122
detailed analysis and is 92
detailed analysis and it 44
detailed analysis and the 456
detailed analysis and to 136
detailed analysis both of 103
detailed analysis but the 76
detailed analysis can be 3807
detailed analysis due to 60
detailed analysis for the 1704
detailed analysis has to 147
detailed analysis led to 70
detailed analysis let us 43
detailed analysis may be 807
detailed analysis see my 96
detailed analysis see the 141
detailed analysis than is 456
detailed analysis than it 76
detailed analysis than the 266
detailed analysis than we 121
detailed analysis that is 239
detailed analysis that it 54
detailed analysis that the 299
detailed analysis that we 85
detailed analysis using the 223
detailed analysis with the 222
detailed approach can be 46
detailed approach for the 61
detailed argument for the 590
detailed argument that the 189
detailed attention can be 74
detailed attention may be 70
detailed attention than is 61
detailed attention than it 105
detailed attention than the 141
detailed attention that is 112
detailed attention that the 47
detailed breakdown can be 89
detailed breakdown for the 179
detailed breakdown may be 54
detailed comments can be 56
detailed comments for the 97
detailed contract for the 62
detailed contract with the 73
detailed coverage can be 67
detailed decisions can be 78
detailed direction for the 67
detailed document than the 51
detailed document that is 55
detailed engineering for the 86
detailed equations for the 215
detailed estimate can be 88
detailed estimate for the 242
detailed evidence and the 42
detailed evidence can be 98
detailed evidence for the 2004
detailed evidence that is 48
detailed evidence that the 717
detailed examples can be 97
detailed examples using the 41
detailed forecast for the 167
detailed formulas for the 125
detailed guidance can be 61
detailed guidance for the 957
detailed guidance than is 68
detailed outlines for the 162
detailed overview can be 89
detailed physical map of 198
detailed pictures can be 43
detailed policies for the 212
detailed precepts for the 86
detailed problems with the 96
detailed profiles for the 68
detailed programs for the 432
detailed projects for the 143
detailed proposal for an 223
detailed proposal for the 2173
detailed protocol can be 54
detailed protocol for the 413
detailed provision for the 1590
detailed questioning may be 45
detailed questions and to 41
detailed questions can be 183
detailed questions for the 133
detailed questions may be 89
detailed rationale for the 510
detailed scenarios for the 52
detailed schedule can be 52
detailed schedule for the 690
detailed sequence for the 41
detailed sketches for the 67
detailed solutions can be 40
detailed solutions for the 237
detailed strategy for the 246
detailed syllabus for the 98
detailed treatment and the 86
detailed treatment can be 549
detailed treatment for the 304
detailed treatment may be 231
detailed treatment see my 53
detailed treatment see the 72
detailed treatment than in 54
detailed treatment than is 245
detailed treatment than it 96
detailed treatment than the 222
detailed treatment than we 52
detailed treatment that is 102
detained otherwise than by 89
detected compared with the 82
detected evidence that the 96
detected impostor has no 81
detected increases with the 41
detected indicating that the 101
detected movement out of 75
detected otherwise than by 62
detected provided that the 52
detected suggesting that the 57
detection algorithm and the 207
detection algorithm can be 578
detection algorithm for the 265
detection algorithm may be 41
detection algorithm that is 166
detection algorithm using the 48
detection approach can be 84
detection circuits can be 40
detection combined with the 41
detection compared with the 53
detection increases with the 81
detection problems can be 92
detection requires that the 145
detection software can be 90
detection threshold and the 337
detection threshold can be 296
detection threshold for the 771
detection threshold may be 56
detector aperture and the 99
detector assembly can be 144
detector combined with the 51
detector compared with the 47
detector designed for the 109
detector distance and the 127
detector distance can be 121
detector elements and the 82
detector elements can be 145
detector equipped with an 155
detector increases with the 66
detector requires that the 51
detector response and the 503
detector response can be 534
detector response due to 122
detector response for the 389
detector response may be 62
detector response with the 98
detector suitable for the 109
detention facility and the 85
detention facility and to 68
detention facility for the 130
detention hospital for the 55
detention provided for by 137
developing affection for the 40
developing alliances with the 64
developing alongside that of 49
developing business for the 82
developing capacity for the 107
developing children and in 92
developing children and the 204
developing children can be 129
developing children may be 116
developing commerce with the 94
developing compound eye of 77
developing concepts for the 105
developing conflict with the 102
developing contacts with the 1393
developing directly out of 136
developing education for the 48
developing enthusiasm for the 66
developing equations for the 95
developing evidence for the 47
developing evidence that the 44
developing facility with the 96
developing follicle and the 46
developing formulas for the 92
developing guidance for the 45
developing industry and the 291
developing intimacy with the 73
developing linkages with the 111
developing managers for the 73
developing materials for the 210
developing normally and the 54
developing organism and in 42
developing organism and the 403
developing organism can be 67
developing organism may be 80
developing organism that is 179
developing parallel with the 99
developing policies and in 45
developing policies for the 494
developing problems and to 50
developing problems can be 111
developing problems with the 45
developing products for the 518
developing products that do 48
developing programs and in 42
developing programs for the 2982
developing programs using the 54
developing programs with the 63
developing projects for the 137
developing proximal end of 114
developing questions for the 103
developing readiness for the 81
developing relations with the 3616
developing scenarios for the 78
developing services for the 358
developing situation and the 212
developing situation and to 135
developing software and the 58
developing software can be 44
developing software for an 61
developing software for the 745
developing software that is 161
developing solutions for the 223
developing strategy for the 262
developing struggle for the 40
developing struggle with the 40
developing tradition and the 61
developing vaccines for the 58
develops directly out of 350
develops formulas for the 50
develops normally and is 60
develops normally and the 101
develops normally for the 77
develops parallel with the 113
develops policies for the 48
develops products for the 47
develops programs for the 84
develops readiness for the 200
develops relations with the 52
develops software for the 147
develops suddenly and is 203
deviations compared with the 92
deviations computed for the 66
deviations indicate that the 302
deviations observed for the 97
deviations observed with the 41
deviations obtained for the 130
deviations obtained with the 82
deviations therefrom may be 61
devotees believed that the 41
devoured eighteen head of 61
devoutly believed her to 121
devoutly believed that he 110
devoutly believed that in 62
devoutly believed that it 75
devoutly believed that the 553
devoutly believes that the 83
devoutly grateful for my 41
devoutly grateful for the 121
devoutly grateful that he 50
devoutly received all the 62
devoutly religious and the 62
devoutly religious that he 47
dextrose solutions can be 99
dextrose solutions may be 144
diagnosed patients may be 42
diagnosis accounts for the 75
diagnosis compared with the 75
diagnosis includes all of 87
diagnosis includes all the 103
diagnosis increases with the 45
diagnosis provided that the 40
diagnosis requires that the 412
diagnosis requires two of 64
diagnosis suggests that the 186
diameters compared with the 42
diameters required for the 90
diaphragm descends and the 217
diaphragm flattens and the 60
diaphragm vibrates with the 79
diastolic potential and the 159
diastolic pressure and an 129
diastolic pressure and in 64
diastolic pressure and is 162
diastolic pressure and the 1863
diastolic pressure and to 54
diastolic pressure can be 482
diastolic pressure due to 186
diastolic pressure for the 112
diastolic pressure may be 986
diastolic pressure than the 96
diastolic pressure than to 64
diastolic pressure that is 397
diastolic pressure was the 46
diastolic pressure with an 41
diastolic pressure with the 106
dictator exceeded that of 66
didactic approach and the 52
didactic materials for the 50
dietetic treatment and the 57
dietetic treatment for the 51
dietetic treatment may be 102
differed markedly both in 55
differed markedly for the 96
differed markedly with the 98
differed seriously with the 42
differed slightly for the 137
differed slightly with the 47
differed somewhat for the 198
differed somewhat with the 113
diffused coolness and the 65
diffusion accounts for the 428
diffusion barriers can be 95
diffusion barriers for the 113
diffusion capacity and the 52
diffusion capacity may be 158
diffusion compared with the 117
diffusion constant and is 137
diffusion constant and the 1570
diffusion constant can be 1014
diffusion constant due to 92
diffusion constant for the 1595
diffusion constant may be 276
diffusion constant with the 63
diffusion currents can be 163
diffusion currents due to 193
diffusion currents for the 60
diffusion currents set up 53
diffusion demanded for the 84
diffusion distance and the 104
diffusion distance can be 56
diffusion distance due to 48
diffusion distance for the 129
diffusion equations and the 221
diffusion equations can be 577
diffusion equations for the 1199
diffusion equations may be 139
diffusion equations with the 184
diffusion gradient and the 182
diffusion gradient for the 89
diffusion increases and the 111
diffusion increases with the 468
diffusion kinetics and the 91
diffusion potential and the 264
diffusion potential can be 340
diffusion potential due to 234
diffusion potential for the 48
diffusion potential may be 67
diffusion potential set up 119
diffusion problems can be 169
diffusion profiles can be 124
diffusion profiles for the 122
diffusion relations with the 190
diffusion requires that the 69
diffusion suggests that the 66
diffusion velocity and the 193
diffusion velocity can be 112
digestion inclines one to 67
digestion proceeds and the 78
digestion products and the 88
digestion products can be 91
digestion products may be 43
dilatory purposes and in 45
diligent attorney may be 52
diligent mechanic and the 58
diligent practice with the 49
diligent selection out of 367
dimension accounts for the 196
dimension compared with the 161
dimension essential for the 44
dimension increases with the 111
dimension overlaps with the 51
dimension parallel with the 140
dimension reduction can be 58
dimension required for the 122
dimension requires that the 69
dimension requires that we 51
dimension suggests that the 134
diminish enthusiasm for the 136
diminish somewhat with the 55
diphtheria bacillus and the 855
diphtheria bacillus and to 41
diphtheria bacillus can be 206
diphtheria bacillus may be 674
diphtheria bacillus with the 55
diplomat believed that the 40
diplomat observed that the 57
diplomat reported that the 91
directed activity and the 217
directed activity and to 86
directed activity can be 170
directed activity for the 49
directed activity may be 131
directed activity that is 153
directed approach can be 43
directed attention and the 246
directed attention both to 63
directed attention for the 72
directed attention may be 58
directed attention not to 129
directed attention was the 108
directed backward and is 104
directed backward and the 211
directed backward and to 83
directed consents that it 369
directed dorsally and the 56
directed downward and is 182
directed downward and the 490
directed downward and to 460
directed forwards and is 117
directed forwards and the 621
directed forwards and to 225
directed judgment for the 1036
directed likewise all the 140
directed movement for the 43
directed otherwise than as 401
directed outwards and is 57
directed outwards and the 122
directed parallel with the 429
directed programs for the 105
directed scheduling for the 145
directed straight for the 42
directed therefore that the 42
directed verdicts for the 484
direction accounts for the 102
direction coincide with the 133
direction coinciding with the 542
direction collinear with the 45
direction combined with an 43
direction combined with the 82
direction compared with the 646
direction congruent with the 112
direction expected for the 60
direction increases with the 110
direction indicate that the 169
direction indicating that the 328
direction intended for the 60
direction occurred with the 85
direction opposite that in 489
direction opposite that of 4409
direction parallel with it 48
direction parallel with the 4869
direction provided for the 42
direction provided that the 121
direction provides for the 50
