db associated gain at 198
do generally deny it 51
do generally give up 60
do generally have the 62
do generally seem to 118
do generally tend to 94
do genuinely seem to 46
do genuinely want to 81
do highlight some of 109
do honorable work in 41
do household work in 104
do household work or 72
do important work as 45
do important work at 56
do important work in 824
do important work of 43
do important work on 161
do important work to 42
do industrial work in 69
do influence what we 106
do injustice even to 153
do intensive work in 228
do intensive work on 82
do interesting work in 66
do investors have to 41
do investors need to 44
do marketers need to 52
do missionary work as 47
do missionary work at 76
do missionary work by 48
do missionary work in 1815
do missionary work on 123
do missionary work or 54
do missionary work to 42
do naturally fall in 322
do naturally hate the 41
do naturally love the 40
do naturally take the 283
do naturally tend to 148
do naturally when we 53
do necessary work in 63
do occasional work in 53
do operations such as 94
do organisms such as 43
do originate from the 400
do orthopedic work of 40
do ourselves harm by 53
do ourselves what we 140
do ourselves when we 295
do outstanding work in 273
do outstanding work on 57
do penetrate into it 51
do penetrate into the 313
do perfectly well as 158
do perfectly well at 62
do perfectly well by 51
do perfectly well if 209
do perfectly well in 325
do perfectly well on 205
do perfectly well to 89
do perfectly what he 43
do permanent good to 41
do permanent harm to 318
do physicians fail to 115
do physicians have to 101
do political work in 337
do political work on 57
do political work to 40
do practical work as 43
do practical work at 140
do practical work in 1269
do practical work on 225
do precisely what he 3517
do precisely what in 53
do precisely what is 617
do precisely what it 558
do precisely what the 1843
do precisely what we 540
do prejudice unto my 70
do processes such as 40
do qualities such as 46
do questionings rise in 131
do reasonably well as 98
do reasonably well at 279
do reasonably well by 119
do reasonably well if 94
do reasonably well in 1180
do reasonably well on 387
do recognize some of 100
do recognize what is 40
do reference work in 52
do represent many of 42
do represent most of 172
do represent part of 42
do represent some of 337
do represent unto us 51
do represent upon the 110
do represent what is 59
do represent what the 48
do sacrifice seem to 58
do sacrifice unto the 533
do scholarly work in 88
do sincerely hope it 51
do sincerely hope the 63
do sincerely hope to 61
do sincerely want to 92
do sincerely wish it 45
do sincerely wish to 113
do societies tend to 87
do sometimes come in 143
do sometimes come to 353
do sometimes come up 117
do sometimes dream of 57
do sometimes even in 57
do sometimes fail in 72
do sometimes fail to 145
do sometimes fall in 275
do sometimes feel as 120
do sometimes feel the 86
do sometimes find in 40
do sometimes find it 117
do sometimes find the 50
do sometimes give the 51
do sometimes have an 98
do sometimes have the 342
do sometimes have to 395
do sometimes help to 48
do sometimes like to 130
do sometimes lose an 55
do sometimes make an 40
do sometimes make it 52
do sometimes make the 61
do sometimes miss the 68
do sometimes need to 158
do sometimes rise in 61
do sometimes rise to 44
do sometimes seem to 1061
do sometimes speak in 58
do sometimes speak of 362
do sometimes spring up 90
do sometimes take the 92
do sometimes take up 50
do sometimes talk of 87
do sometimes tend to 269
do sometimes think it 42
do sometimes think of 302
do sometimes turn up 44
do sometimes want to 116
do sometimes when he 81
do sometimes when the 45
do sometimes when we 75
do sometimes wish to 76
do spiritual good to 104
do strenuous work in 53
do strenuous work to 104
do technical work in 55
do technical work on 40
do themselves good by 72
do themselves harm by 153
do themselves harm in 83
do thoroughly what he 52
do throughout most of 374
do throughout much of 76
do tolerably well in 150
do tolerably well on 53
do transcend some of 96
do unskilled work in 82
do unusually well in 86
do virtually nothing in 120
do virtually nothing to 818
do virtually what he 72
do virtually what it 64
do voluntary work at 120
do voluntary work in 324
do voluntary work on 47
do voluntary work or 50
do voluntary work to 60
do volunteer work as 245
do volunteer work at 2218
do volunteer work in 3151
do volunteer work of 47
do volunteer work on 217
do volunteer work or 553
do volunteer work to 336
do wonderful work in 121
do worthwhile work in 44
