daring ever achieved anything 47
down into discrete steps 289
down into discrete tasks 216
down into discrete units 526
down into distinct parts 76
down into distinct steps 41
down into distinct units 46
down into dreamless sleep 107
down into elements which 290
down into historic times 400
down into infernal night 48
down into infinite depths 40
down into infinite space 43
down into luxuriant vales 61
down into medieval times 47
down into numbered steps 50
down into numerous small 183
down into separate cells 50
down into separate items 128
down into separate parts 446
down into separate shots 46
down into separate steps 119
down into separate tasks 131
down into separate units 241
down into specific goals 187
down into specific items 95
down into specific parts 96
down into specific steps 208
down into specific tasks 332
down into specific types 115
down into workable units 195
down last saturday night 61
down more definite rules 43
down more detailed rules 231
down more specific rules 47
down rain whenever water 47
down some basement steps 114
down some concrete steps 156
down some definite rules 61
down some distance below 239
down some questions about 153
down some slippery steps 110
down some specific rules 93
down some virtuous elder 56
down their assembly lines 80
down their economic growth 188
down their elongated roots 50
down their heathenish idols 60
down their inflation rates 69
down their interest rates 103
down their ministry after 153
down their patrician noses 58
down their pedigree until 55
down their religious teaching 56
down their solitary river 91
down their wrinkled faces 83
down there tomorrow morning 322
down there tomorrow night 42
down these barriers which 127
down these beautiful trees 63
down those barriers which 521
down those passages which 90
down those slippery steps 43
down upon horrible deeds 49
down very definite rules 104
down very specific rules 53
down what otherwise would 153
down when interest rates 311
down when oppressing others 65
down your backbone under 68
down your financial goals 154
down your personal goals 45
down your specific goals 60
down your stubborn pride 115
draw clear boundary lines 41
draw four straight lines 443
draw four vertical lines 58
draw much attention until 44
draw only straight lines 61
draw some straight lines 79
draw their stipends under 46
draw three parallel lines 116
draw three straight lines 243
draw three vertical lines 72
draw your attention again 313
draw your attention first 160
draw your saturday night 63
drew four straight lines 56
drew their boundary lines 47
drew their garments about 63
drew their straight lines 48
drew three parallel lines 61
drop their business cards 141
drop their christian names 44
drop when interest rates 122
drug during clinical trials 42
during core hydrogen burning 172
during deep dreamless sleep 153
during early christian times 184
during early clinical trials 87
during early diastolic filling 199
during early dynastic times 46
during early estrogen action 74
during early historic times 278
during early holocene times 52
during early medieval period 117
during early medieval times 268
during early paleozoic times 45
during early woodland times 57
during four calendar months 43
during good economic times 737
during hard economic times 770
during hard financial times 55
during hard physical labor 43
during home football games 48
during late jurassic times 128
during late medieval times 154
during late mesozoic times 52
during late victorian times 42
during late woodland times 230
during life continue after 40
during more tranquil times 51
during most daylight hours 148
during poor economic times 192
during slow economic times 68
during some critical period 143
during some definite period 126
during some eighteen months 68
during some extended period 42
during some specific period 135
during such accounting period 57
during such business hours 64
during such contrary action 73
during such critical times 123
during such extended period 201
during such horrible weather 43
during such perilous times 52
during such troubled times 184
during their american exile 48
during their american visit 40
during their approach march 58
during their autumnal visit 82
during their business hours 87
during their business trips 56
during their contract period 74
during their critical first 48
during their critical period 205
during their eighteen months 102
during their enforced exile 47
during their everyday lives 219
during their exercise period 50
during their extended period 43
during their forthcoming visit 43
during their frequent trips 107
during their gestation period 100
during their graduate study 75
during their historic meeting 59
during their hospital stays 400
during their immature stage 44
during their inactive period 45
during their inactive state 52
during their induction period 81
during their initiation period 99
during their initiation rites 133
during their juvenile stage 58
during their lactation period 59
during their lifetime could 58
during their lifetime rather 44
during their lifetime would 128
during their migration period 85
during their nonworking hours 119
during their physical lives 120
during their practice teaching 262
during their prenatal period 49
during their probation period 107
during their prolonged period 50
during their recovery period 130
during their recovery phase 46
during their recreation hours 133
during their recreation period 47
during their relative motion 68
during their religious rites 95
during these abnormal times 112
during these challenging times 157
during these critical first 64
during these critical hours 166
during these critical months 741
during these critical times 704
during these critical weeks 413
during these dangerous times 158
during these decisive hours 42
during these decisive months 56
during these eighteen months 356
during these eventful months 122
during these eventful times 98
during these eventful weeks 42
during these feverish times 42
during these feverish weeks 44
during these fourteen months 104
during these perilous times 361
during these solitary walks 42
during these terrible hours 60
during these terrible months 172
during these terrible times 160
during these terrible weeks 75
during these troubled months 96
during these troubled times 1748
during those challenging times 41
during those critical first 146
during those critical hours 179
during those critical months 365
during those critical times 238
during those critical weeks 214
during those dangerous times 65
during those eighteen months 564
during those eventful months 120
during those eventful weeks 66
during those fourteen months 125
during those horrible months 40
during those horrible times 42
during those midnight hours 57
during those nineteen hours 89
during those nineteen months 78
during those perilous times 182
during those terrible hours 196
during those terrible months 349
during those terrible times 339
during those terrible weeks 173
during those troubled months 54
during those troubled times 805
during those wretched months 85
during what otherwise would 51
during your business hours 56
during your exercise period 63
during your lifetime while 44
during your lifetime would 98
during your recovery period 100
duty during business hours 49
duty during daylight hours 43
duty free treatment under 75
duty from midnight until 81
duty have involved cases 118
duty upon imported goods 77
