dale resound the plaintive 70
down because of difficult 120
down because of diminishing 42
down because of excessive 323
down because of inability 124
down because of opposition 62
down because of political 172
down because of shortages 129
down because of technical 170
down between my shoulders 429
down between the banisters 108
down between the different 224
down between the filaments 40
down between the fragments 47
down between the membranes 186
down between the mountains 1169
down between the particles 49
down between the platforms 44
down between the shoulders 1037
down briefly the arguments 56
down broadly the principle 52
down equally the oppressor 91
down everything the professor 215
down follows of necessity 63
down measures to safeguard 62
down parties of fugitives 51
down payment is generally 119
down payment is necessary 129
down payment on equipment 128
down spheres of influence 41
down swiftly in frightful 43
down together to determine 53
down together to posterity 115
down towards the antarctic 43
down towards the euphrates 51
down towards the mountains 132
down towards the pathfinder 41
down towards the precincts 41
down towards the precipice 43
down towards the riverside 44
down towards the shoulders 119
down towards the spectator 72
down vengeance on themselves 47
draw against an unlimited 64
draw between the character 42
draw between the different 59
draw circles of different 53
draw circles to represent 174
draw diagrams to represent 86
draw factors of production 41
draw numbers to determine 172
draw symbols to represent 105
draw together in opposition 57
draw together the arguments 95
draw together the available 86
draw together the different 498
draw together the discussion 79
draw together the disparate 252
draw together the divergent 45
draw together the fragments 120
draw together the important 66
draw together the necessary 72
draw together the principal 84
draw together the resources 64
draw together the scattered 671
draw together the theoretical 41
draw towards the conclusion 71
dread peculiar to themselves 192
dread reproof or soundless 94
dream becomes an invitation 47
dream factory of hollywood 65
drew between the political 44
drew herself up haughtily 2267
drew himself up haughtily 1912
drew himself up pompously 78
drew millions of americans 43
drew numbers to determine 59
drew together in annoyance 50
drew together in opposition 78
drew together the different 80
drew together the disparate 58
drew together the scattered 383
drew towards the fireplace 72
drop between the collector 104
drop between the cylinders 73
drop between the electrode 184
drop between the generator 131
drop between the reference 65
drop between the reservoir 45
drop between the terminals 234
drop several in different 165
drug addicts in amsterdam 131
drug addicts in california 112
drug addicts or criminals 150
drug affects the absorption 71
drug capable of controlling 41
drug crosses the placental 147
drug effects in different 41
drug effects on cognitive 105
drug history is important 263
drug history is mandatory 68
drug history is necessary 65
drug history to determine 78
drug product is available 43
drug product to determine 59
drug reactions or allergies 44
drug reduced the incidence 40
drug reduces the frequency 61
drug related to cortisone 46
drug samples to physicians 43
drug similar in structure 61
drug solution or suspension 196
drum machine or sequencer 182
drum rotated by clockwork 112
drying process is completed 662
drying process is continued 115
drying process is necessary 53
dual deficit of perception 58
dual function of controlling 57
dual function of determining 111
dual function of introducing 43
dual function of maintaining 104
dual function of protection 51
dual function of reinforcing 57
dual position of president 43
dual problem is infeasible 54
dual problem of determining 42
dual problem of maintaining 67
dual process of political 61
dual purpose of acquainting 68
dual purpose of controlling 170
dual purpose of determining 109
dual purpose of eliminating 136
dual purpose of encouraging 402
dual purpose of identifying 138
dual purpose of introducing 113
dual purpose of irrigation 94
dual purpose of maintaining 272
dual purpose of protection 98
dual purpose of reinforcing 69
dual purpose of stabilizing 136
dual purpose of stimulating 195
dual purpose of strengthening 137
duct becomes the accessory 49
duel between the chesapeake 42
duel between the edinburgh 48
duel between the ironclads 51
duel between the president 74
duke alleged the obstinacy 55
duke entered the apartment 44
dull reddish or yellowish 62
dull routine of existence 293
dull routine of household 54
dull routine of housework 45
dull routine of textbooks 66
dull treatise on political 86
dull whitish or yellowish 117
duly elected as aforesaid 43
duly elected as delegates 67
duly elected as directors 56
duly elected as president 635
duly elected in pursuance 238
duly elected or appointed 3789
duly elected or nominated 162
duly elected the candidate 96
duly elected to parliament 85
duly elected to represent 358
duly enacted by parliament 123
duly entered an appearance 40
duly granted the requisite 47
duly honored if presented 53
duly honored or negotiated 126
duly mindful of reconciling 246
duly realized on remembering 41
duly receive the sacrament 75
duly stamped as aforesaid 281
duly weighed the arguments 52
dump outside of jerusalem 101
during arrival or departure 54
during daytime or nighttime 51
during debates in parliament 102
during emission or absorption 41
during fatigue of sustained 132
during illness or pregnancy 54
during infancy is associated 99
during infancy or childhood 1927
during infusion of potassium 168
during january to september 98
during marriage as community 68
during marriage is community 840
during millions of centuries 40
during moments of depression 51
during moments of political 166
during moments of reflection 88
during moments of relaxation 383
during moments of spiritual 51
during moments of transition 64
during natural or artificial 70
during primary or secondary 208
during puberty or pregnancy 169
during sessions of parliament 377
during sixteen or seventeen 57
during storage at different 217
during storage or transport 642
during surgery if necessary 40
during surgery is important 61
during surgery or childbirth 46
during surgery to determine 89
during voyages of discovery 60
dust carried in suspension 52
dust covered the furniture 85
dust records in permanent 76
duty against the influence 268
duty although the principal 246
duty conduct of employees 197
duty demands the sacrifice 73
duty imposed by paragraph 172
duty imposed by parliament 289
duty imposed by subsection 454
duty imposed on directors 60
duty imposed on employers 105
duty imposes an obligation 73
duty renders it necessary 98
duty towards my sovereign 42
duty towards the ancestors 44
duty towards the community 697
duty towards the fatherland 149
duty towards the plaintiff 315
duty towards the revolution 70
duty towards the sovereign 93
dyes excited the admiration 92
dyke against the arbitrary 58
